gene_set,interaction_type,ffa_type,E_capacity,E_composition,E_combined,phi_capacity,phi_composition,phi_combined,p_value_capacity,p_value_composition,effect_type
FKH1:OPI1:SPT3,trigenic,C140,-1.2418587994448078,2.315234039692866,1.0733752402480583,0.2888468103366206,10.127292829909326,2.925236231264236,1.680306051452777e-10,4.480838065099276e-43,both
MED4:SPT3:TFC7,trigenic,C140,-1.42243687349848,2.7482826780745695,1.3258458045760895,0.24112570752394133,15.615791502866141,3.7653687746749496,4.109952246434795e-13,5.465290708671261e-55,both
GCN5:RGR1:TFC7,trigenic,C140,-0.9781530502775466,1.3838336986285666,0.40568064835102,0.37600492011051617,3.990169449827959,1.5003233452099842,1.5530041085108855e-06,1.9324720326583943e-17,both
MED4:SPT3,digenic,C140,0.5798475271430003,-1.4670170201591959,-0.8871694930161956,1.7857661291276563,0.2306123722497175,0.4118197633213242,1.7885103419800087e-05,1.4632868411561892e-36,both
OPI1:RFX1:TFC7,trigenic,C140,0.11554658361177517,0.002802407936040141,0.11834899154781531,1.122486802819827,1.0028063383518453,1.1256368805840204,0.5401307064127263,0.9846125128390173,capacity-only
FKH1:RPD3,digenic,C140,0.976909001358843,-2.0267531093014264,-1.0498441079425835,2.6562331266723898,0.13176264626955378,0.3499923058792049,1.6853924050282978e-12,3.0868324258967314e-58,both
OPI1:SPT3:TFC7,trigenic,C140,-0.02466511184709519,-0.3659029582897555,-0.3905680701368507,0.975636586459927,0.6935701031731405,0.6766723679305022,0.8959284428365917,0.012193735300574179,composition-only
SPT3:YAP6:TFC7,trigenic,C140,-1.2504044018826557,1.122242086646515,-0.12816231523614063,0.2863889572054159,3.0717335811745046,0.8797105771254241,1.2809497813553575e-10,1.2491100713300225e-13,both
RGR1:YAP6,digenic,C140,0.21986252757133123,-0.9555951695491207,-0.7357326419777894,1.2459054411669754,0.38458318422427523,0.47915428180634584,0.09982912258266058,1.7007756486122797e-18,both
FKH1:MED4:YAP6,trigenic,C140,-0.4346961662315576,1.6713720026857226,1.236675836454165,0.6474613578201441,5.319461107742676,3.444145511690521,0.021655569070512717,4.290856399005404e-26,both
FKH1:OPI1:RFX1,trigenic,C140,-1.2370462518935663,2.668390032314851,1.4313437804212845,0.2902402496534679,14.416740013159703,4.1843182206086125,1.9565923025095252e-10,8.713894078920215e-53,both
GCN5:MED4:RFX1,trigenic,C140,-0.8886444039251024,1.568218233597027,0.6795738296719246,0.41121281356833206,4.798091494795719,1.9730367033332317,1.1967176210557055e-05,2.1210041840627733e-21,both
SPT3:YAP6,digenic,C140,0.43188814401568326,-0.5345848624527527,-0.10269671843706946,1.5401628290964364,0.5859124739312704,0.9024006134528774,0.0013069660171992948,3.343017954265259e-07,both
FKH1:GCN5:RFX1,trigenic,C140,-1.3455384098871284,1.9045087024475889,0.5589702925604605,0.2603994684618013,6.716107209923796,1.7488707475966279,2.1821505359089494e-11,1.4422216595667528e-30,both
FKH1:RGR1:RPD3,trigenic,C140,-1.2851308774505745,3.302215528171504,2.0170846507209297,0.27661437867814537,27.172774327235906,7.51638008748982,4.193540363321346e-11,4.062325816013307e-70,both
MED4:OPI1:YAP6,trigenic,C140,-1.3366102879168693,1.9790963768960221,0.6424860889791528,0.2627347560309533,7.23620123134852,1.9012015651092373,2.8978931894900897e-11,1.8797552998841825e-32,both
RGR1:RPD3:SPT3,trigenic,C140,-0.6631686425880112,1.7791757114471485,1.1160070688591373,0.5152162092733551,5.924970519797116,3.0526408512662497,0.0004913426636062747,8.159893771966904e-29,both
GCN5:YAP6,digenic,C140,0.1388149432311282,-0.3749573465096907,-0.2361424032785625,1.1489114664858684,0.6873185947027733,0.7896682145829695,0.3268104569947695,0.0006497127789196256,both
