gene_set,interaction_type,ffa_type,interaction_score,epistatic_fold,standard_error,p_value,fdr_corrected_p,effect_size,significant_p05,significant_fdr05,ci_lower,ci_upper
RFX1:RPD3,digenic,C180,1.0022504978048778,2.724406204609709,0.195001225416057,4.6644777806108615e-07,1.6853405119725375e-06,1.0022504978048778,True,True,0.6186816618224551,1.3858193337873006
RFX1:SPT3,digenic,C180,0.31672486399069705,1.3726248614403171,0.19500122541605708,0.10526103369960274,0.1445331808080537,0.31672486399069705,False,False,-0.06684397199172576,0.7002936999731199
RFX1:YAP6,digenic,C180,0.2802871936087359,1.3235098613342775,0.19500122541605708,0.15154047503536358,0.19761977053679822,0.2802871936087359,False,False,-0.10328164237368692,0.6638560295911586
RFX1:TFC7,digenic,C180,0.3627415437528274,1.4372643412848658,0.19500122541605688,0.06372545398876861,0.0942231704058065,0.3627415437528274,False,False,-0.020827292229595062,0.7463103797352499
RGR1:RPD3,digenic,C180,0.9321026180649136,2.5398438888651254,0.1950012254160569,2.6198201846719206e-06,8.312890970593594e-06,0.9321026180649136,True,True,0.548533782082491,1.3156714540473362
RGR1:SPT3,digenic,C180,0.44421945142268615,1.5592726326758095,0.19500122541605688,0.02334832216040676,0.03904533604527482,0.44421945142268615,True,True,0.06065061544026368,0.8277882874051086
RGR1:YAP6,digenic,C180,0.4815007278683279,1.6185015108448277,0.19500122541605716,0.014034608145300623,0.02433320851812192,0.4815007278683279,True,True,0.09793189188590495,0.8650695638507508
RGR1:TFC7,digenic,C180,0.7580668437884164,2.1341465914341877,0.19500122541605708,0.0001219201816214635,0.0003002511935453952,0.7580668437884164,True,True,0.37449800780599357,1.1416356797708391
RPD3:SPT3,digenic,C180,0.8533738915219117,2.3475538978610078,0.19500122541605702,1.611166334433727e-05,4.557299060255399e-05,0.8533738915219117,True,True,0.4698050555394889,1.2369427275043345
RPD3:YAP6,digenic,C180,0.9503914455724789,2.586722022043228,0.19500122541605686,1.6867526677820878e-06,5.5849001374724645e-06,0.9503914455724789,True,True,0.5668226095900565,1.3339602815549014
RPD3:TFC7,digenic,C180,0.9482160127258719,2.5811008983967754,0.19500122541605683,1.7780843000718773e-06,5.859763697971577e-06,0.9482160127258719,True,True,0.5646471767434496,1.3317848487082942
SPT3:YAP6,digenic,C180,0.6640952575666315,1.9427320538509214,0.19500122541605705,0.000739709956035567,0.001613023912940994,0.6640952575666315,True,True,0.28052642158420865,1.0476640935490542
SPT3:TFC7,digenic,C180,0.7066731043078838,2.0272356257646,0.19500122541605755,0.00033473979151323735,0.000770679985111872,0.7066731043078838,True,True,0.32310426832546,1.0902419402903076
YAP6:TFC7,digenic,C180,0.8336265855804172,2.3016507561913615,0.19500122541605722,2.4897980646295944e-05,6.734699683014477e-05,0.8336265855804172,True,True,0.45005774959799416,1.2171954215628404
FKH1:GCN5,digenic,C161,-0.05203920404517082,0.9492916500406413,0.16530918566623695,0.7531083387272393,0.7873043878985923,0.05203920404517082,False,False,-0.37720358077108,0.2731251726807384
FKH1:MED4,digenic,C161,-0.2115156019737492,0.8093566533929579,0.15580347976718167,0.17550285325178597,0.2236136740273721,0.2115156019737492,False,False,-0.5179821857031655,0.09495098175566713
FKH1:OPI1,digenic,C161,-0.14017399043320194,0.8692069885409558,0.1558034797671816,0.36892864407009107,0.4301994789509896,0.14017399043320194,False,False,-0.4466405741626181,0.1662925932962142
FKH1:RFX1,digenic,C161,0.2342185646633581,1.2639207104254928,0.15580347976718173,0.13369677669571872,0.17886460666048856,0.2342185646633581,False,False,-0.07224801906605832,0.5406851483927746
FKH1:RGR1,digenic,C161,-0.17059562693670677,0.8431624567304531,0.1558034797671813,0.27432208098994193,0.3328172306127972,0.17059562693670677,False,False,-0.47706221066612237,0.13587095679270883
FKH1:RPD3,digenic,C161,0.2125817520466743,1.2368672258593383,0.15580347976718142,0.17334239841623864,0.22114558560834566,0.2125817520466743,False,False,-0.09388483168274153,0.5190483357760901
FKH1:SPT3,digenic,C161,0.09832857808362261,1.1033252540531602,0.1558034797671813,0.528397466085814,0.5818837501946116,0.09832857808362261,False,False,-0.208138005645793,0.4047951618130382
