gene_set,interaction_type,ffa_type,interaction_score,epistatic_fold,standard_error,p_value,fdr_corrected_p,effect_size,significant_p05,significant_fdr05,ci_lower,ci_upper
FKH1:YAP6,digenic,C161,-0.06148560989055449,0.9403664776185976,0.1558034797671817,0.6933606844123443,0.7357203403732271,0.06148560989055449,False,False,-0.3679521936199709,0.2449809738388619
FKH1:TFC7,digenic,C161,-0.1762416765404467,0.8384153335329428,0.15580347976718137,0.2587815735887033,0.31628858994174847,0.1762416765404467,False,False,-0.4827082602698624,0.130224907188969
GCN5:MED4,digenic,C161,-0.5781180413929239,0.5609530642528519,0.17434882472940885,0.0010128115628154845,0.0021563084885749023,0.5781180413929239,True,True,-0.9210634542418838,-0.23517262854396387
GCN5:OPI1,digenic,C161,-0.47810065054624595,0.6199597945496552,0.1653091856662371,0.004073903601287733,0.007837743617146746,0.47810065054624595,True,True,-0.8032650272721554,-0.15293627382033648
GCN5:RFX1,digenic,C161,-0.11680168707802135,0.8897616268963828,0.1653091856662368,0.48032361624191244,0.5378799687709581,0.11680168707802135,False,False,-0.4419660638039303,0.20836268964788757
GCN5:RGR1,digenic,C161,-0.38872546037374833,0.6779203604705921,0.1653091856662367,0.01927119229491868,0.03266863077392036,0.38872546037374833,True,True,-0.713889837099657,-0.06356108364783963
GCN5:RPD3,digenic,C161,-0.2949442731087609,0.744573079052796,0.16530918566623637,0.07528847315185187,0.11009688097538162,0.2949442731087609,False,False,-0.6201086498346691,0.030220103617147165
GCN5:SPT3,digenic,C161,-0.12052169399008134,0.8864578563288377,0.1653091856662366,0.46646473581317216,0.5247728277898187,0.12052169399008134,False,False,-0.4456860707159898,0.20464268273582714
GCN5:YAP6,digenic,C161,-0.13354797172498567,0.8749854934073483,0.16530918566623665,0.41973486318415054,0.4798354671504723,0.13354797172498567,False,False,-0.45871234845089426,0.19161640500092292
GCN5:TFC7,digenic,C161,0.10137632148023268,1.1066930357708893,0.16530918566623648,0.5401216338434869,0.5915148222882732,0.10137632148023268,False,False,-0.22378805524567558,0.42654069820614093
MED4:OPI1,digenic,C161,-0.23188397465113927,0.7930381304947479,0.1558034797671817,0.13760136111109322,0.18260770442356877,0.23188397465113927,False,False,-0.5383505583805557,0.0745826090782771
MED4:RFX1,digenic,C161,-0.25988823160772023,0.7711377698159109,0.15580347976718156,0.09623159689882223,0.13475145817515416,0.25988823160772023,False,False,-0.5663548153371363,0.046578352121695865
MED4:RGR1,digenic,C161,-0.4414231243642086,0.6431205290295868,0.15580347976718148,0.0048850460032908395,0.009229380807744145,0.4414231243642086,True,True,-0.7478897080936245,-0.13495654063479268
MED4:RPD3,digenic,C161,-0.032938433954856565,0.9675981289453757,0.15580347976718154,0.8326946634826782,0.860509099006108,0.032938433954856565,False,False,-0.3394050176842726,0.27352814977455947
MED4:SPT3,digenic,C161,-0.3072291622639362,0.7354820368650798,0.15580347976718165,0.04943586152514023,0.07552701066340868,0.3072291622639362,True,False,-0.6136957459933525,-0.0007625785345199421
MED4:YAP6,digenic,C161,-0.26354025090860267,0.7683266959692069,0.1558034797671816,0.09166469992519394,0.1300115371431834,0.26354025090860267,False,False,-0.5700068346380188,0.042926332820813484
MED4:TFC7,digenic,C161,-0.1735669630050486,0.8406608560999078,0.15580347976718176,0.266065534459512,0.3243902452154149,0.1735669630050486,False,False,-0.4800335467344651,0.1328996207243679
OPI1:RFX1,digenic,C161,-0.1653507254731077,0.8475963783103143,0.15580347976718148,0.28932153695664814,0.34887737099522736,0.1653507254731077,False,False,-0.4718173092025236,0.14111585825630824
OPI1:RGR1,digenic,C161,-0.4243089518910088,0.6542217276426009,0.15580347976718154,0.006797686484605273,0.012508753940072902,0.4243089518910088,True,True,-0.7307755356204249,-0.11784236816159277
OPI1:RPD3,digenic,C161,0.06246861312264332,1.0644610482851609,0.1558034797671815,0.6887140160627214,0.7319294275561977,0.06246861312264332,False,False,-0.24399797060677267,0.36893519685205933
OPI1:SPT3,digenic,C161,-0.19118986005966726,0.8259757534575076,0.15580347976718162,0.2206308075228402,0.2740583430961252,0.19118986005966726,False,False,-0.49765644378908347,0.11527672366974895
OPI1:YAP6,digenic,C161,-0.20677100957730604,0.8132058450185059,0.15580347976718165,0.18536243706838715,0.23496646952330766,0.20677100957730604,False,False,-0.5132375933067224,0.09969557415211022
OPI1:TFC7,digenic,C161,-0.09320648650884666,0.9110053705551758,0.15580347976718173,0.5500863921660049,0.6017519649108782,0.09320648650884666,False,False,-0.3996730702382631,0.21326009722056977
RFX1:RGR1,digenic,C161,-0.298743937537982,0.7417493192764761,0.1558034797671816,0.056024577621159304,0.08403686643173897,0.298743937537982,False,False,-0.6052105212673982,0.007722646191434146
RFX1:RPD3,digenic,C161,0.15638088648000784,1.169271477982315,0.15580347976718156,0.3162383520523831,0.37584149883776624,0.15638088648000784,False,False,-0.15008569724940826,0.46284747020942396
RFX1:SPT3,digenic,C161,-0.07212165544195366,0.9304176985494953,0.15580347976718162,0.6437328979253871,0.6897138192057719,0.07212165544195366,False,False,-0.37858823917136986,0.23434492828746256
RFX1:YAP6,digenic,C161,-0.07622722299774563,0.9266056365266516,0.15580347976718165,0.624980368717537,0.6739984368522458,0.07622722299774563,False,False,-0.3826938067271619,0.23023936073167062
RFX1:TFC7,digenic,C161,-0.017067765171906973,0.9830770639914163,0.15580347976718148,0.9128338513168471,0.9259277795119658,0.017067765171906973,False,False,-0.32353434890132293,0.28939881855750893
RGR1:RPD3,digenic,C161,-0.24506778462510395,0.7826514847063036,0.1558034797671815,0.11667086050035343,0.15844190932146762,0.24506778462510395,False,False,-0.55153436835452,0.061398799104312035
RGR1:SPT3,digenic,C161,-0.32000310569024293,0.7261467818832136,0.15580347976718148,0.04075523763017716,0.06394244889679142,0.32000310569024293,True,False,-0.6264696894196589,-0.013536521960826997
RGR1:YAP6,digenic,C161,-0.32408402951330045,0.7231894705673295,0.1558034797671817,0.038271070638463564,0.06023586634670736,0.32408402951330045,True,False,-0.6305506132427168,-0.017617445783884078
RGR1:TFC7,digenic,C161,-0.2618047856570608,0.7696612579599167,0.15580347976718162,0.09381262529282829,0.13211166293015647,0.2618047856570608,False,False,-0.5682713693864769,0.04466179807235543
RPD3:SPT3,digenic,C161,0.01308604365104482,1.0131720406309146,0.15580347976718156,0.9331135469006908,0.9416742216428989,0.01308604365104482,False,False,-0.2933805400783713,0.3195526273804609
RPD3:YAP6,digenic,C161,-0.12365474749933592,0.883684882637036,0.15580347976718148,0.4279511087832477,0.48753923785433284,0.12365474749933592,False,False,-0.43012133122875185,0.18281183623008002
RPD3:TFC7,digenic,C161,-0.23299569222379551,0.7921569859519784,0.15580347976718142,0.13573114595371472,0.18085307468933726,0.23299569222379551,False,False,-0.5394622759532113,0.0734708915056203
SPT3:YAP6,digenic,C161,-0.12054991680841512,0.8864328383428386,0.1558034797671816,0.43963094647570267,0.499122290150167,0.12054991680841512,False,False,-0.42701650053783125,0.18591666692100103
SPT3:TFC7,digenic,C161,-0.06633338519830834,0.9358188241354592,0.155803479767182,0.6705607404102841,0.7169061911513837,0.06633338519830834,False,False,-0.3727999689277253,0.24013319853110865
YAP6:TFC7,digenic,C161,-0.08629500287518865,0.9173235782073559,0.15580347976718173,0.5800334731476777,0.6303327534755224,0.08629500287518865,False,False,-0.3927615866046051,0.22017158085422778
FKH1:GCN5,digenic,C181,0.5762845095108036,1.7794147347070444,0.34199857036357517,0.09290202678532536,0.13139000931067443,0.5762845095108036,False,False,-0.09642917863203737,1.2489981976536444
FKH1:MED4,digenic,C181,0.30214681758604334,1.3527598210619785,0.3223327676758938,0.3492347717401548,0.4096474218279067,0.30214681758604334,False,False,-0.3318840928999922,0.9361777280720789
FKH1:OPI1,digenic,C181,1.508003684346396,4.517703024906783,0.3223327676758936,4.188013283497872e-06,1.2836325543847967e-05,1.508003684346396,True,True,0.8739727738603609,2.142034594832431
FKH1:RFX1,digenic,C181,2.1577460435270033,8.651615301146721,0.3223327676758939,9.041076259844006e-11,6.43932769586012e-10,2.1577460435270033,True,True,1.5237151330409675,2.791776954013039
FKH1:RGR1,digenic,C181,1.5858096826212402,4.883243655775066,0.32233276767589303,1.355632122635053e-06,4.596150004824324e-06,1.5858096826212402,True,True,0.9517787721352062,2.219840593107274
FKH1:RPD3,digenic,C181,2.321638398995255,10.192359785636452,0.32233276767589325,3.8655349099583155e-12,3.9049791437334e-11,2.321638398995255,True,True,1.6876074885092207,2.95566930948129
FKH1:SPT3,digenic,C181,1.7827531810358155,5.94620488164035,0.32233276767589303,6.392459916111206e-08,2.6259482642946445e-07,1.7827531810358155,True,True,1.1487222705497815,2.4167840915218495
FKH1:YAP6,digenic,C181,1.1609042241802088,3.192818995389655,0.3223327676758938,0.0003637352009321481,0.0008297185459051305,1.1609042241802088,True,True,0.5268733136941732,1.7949351346662443
FKH1:TFC7,digenic,C181,1.2049335753024608,3.336537442216022,0.32233276767589314,0.0002176088285304544,0.0005166252763672658,1.2049335753024608,True,True,0.5709026648164266,1.838964485788495
GCN5:MED4,digenic,C181,-0.25418309687874463,0.7755497883001871,0.3607001544512823,0.48148619936299264,0.5380037667825764,0.25418309687874463,False,False,-0.9636829376431606,0.45531674388567134
GCN5:OPI1,digenic,C181,-0.3441523253973057,0.7088209483931149,0.3419985703635755,0.3149923044115642,0.37530305861989627,0.3441523253973057,False,False,-1.0168660135401473,0.3285613627455359
GCN5:RFX1,digenic,C181,0.4616485188159248,1.5866875143988812,0.3419985703635749,0.17796576166824754,0.22616958158095646,0.4616485188159248,False,False,-0.2110651693269157,1.1343622069587653
GCN5:RGR1,digenic,C181,-0.04053116923951683,0.9602792328715298,0.34199857036357467,0.9057318438611227,0.9196661799205246,0.04053116923951683,False,False,-0.7132448573823569,0.6321825189033232
GCN5:RPD3,digenic,C181,0.24527023033290085,1.2779666118906634,0.341998570363574,0.47376610574071154,0.5311760415439462,0.24527023033290085,False,False,-0.42744345780993787,0.9179839184757396
GCN5:SPT3,digenic,C181,0.1228262810180214,1.130687981920235,0.34199857036357445,0.7197126083142038,0.7604220728186358,0.1228262810180214,False,False,-0.5498874071248182,0.795539969160861
GCN5:YAP6,digenic,C181,0.14465412495160357,1.1556397941659817,0.34199857036357456,0.6725882801481309,0.7182981632649941,0.14465412495160357,False,False,-0.5280595631912363,0.8173678130944434
GCN5:TFC7,digenic,C181,1.332870534148682,3.791912594481761,0.3419985703635742,0.00011729600537742596,0.000289583654173695,1.332870534148682,True,True,0.6601568460058429,2.005584222291521
MED4:OPI1,digenic,C181,1.5040365613394153,4.499816244286033,0.3223327676758938,4.430522855880727e-06,1.3413509563675594e-05,1.5040365613394153,True,True,0.8700056508533798,2.138067471825451
MED4:RFX1,digenic,C181,1.788103570484341,5.978104655505953,0.3223327676758936,5.860582126269166e-08,2.444859719948986e-07,1.788103570484341,True,True,1.154072659998306,2.422134480970376
MED4:RGR1,digenic,C181,1.3859030421462402,3.9984350303265317,0.32233276767589336,2.2414801877202164e-05,6.181240629089176e-05,1.3859030421462402,True,True,0.7518721316602055,2.019933952632275
MED4:RPD3,digenic,C181,2.314591390881627,10.120786628036484,0.3223327676758935,4.441498786424371e-12,4.3535483154060666e-11,2.314591390881627,True,True,1.6805604803955922,2.948622301367662
MED4:SPT3,digenic,C181,1.140014527622999,3.1268137900281268,0.3223327676758937,0.00046161099897385844,0.0010315911715217153,1.140014527622999,True,True,0.5059836171369636,1.7740454381090343
MED4:YAP6,digenic,C181,1.329794166086505,3.780265200702594,0.3223327676758936,4.6617900551145805e-05,0.0001216826251374184,1.329794166086505,True,True,0.6957632556004698,1.96382507657254
MED4:TFC7,digenic,C181,1.3179667312069598,3.7358177281460803,0.3223327676758939,5.4228321856484244e-05,0.00013980739228624845,1.3179667312069598,True,True,0.6839358207209241,1.9519976416929956
OPI1:RFX1,digenic,C181,0.2497787902234121,1.2837414091259656,0.32233276767589336,0.4389347784342208,0.49890405355898804,0.2497787902234121,False,False,-0.38425212026262257,0.8838097007094468
OPI1:RGR1,digenic,C181,-0.16214048190102567,0.8503217413345142,0.3223327676758935,0.6152764039779395,0.6657088961072788,0.16214048190102567,False,False,-0.7961713923870606,0.4718904285850092
OPI1:RPD3,digenic,C181,0.7912014966804671,2.2060453907902144,0.3223327676758934,0.014607273386981336,0.025281819323621547,0.7912014966804671,True,True,0.15717058619443236,1.425232407166502
OPI1:SPT3,digenic,C181,-0.10980841211460712,0.8960057827064296,0.32233276767589364,0.7335652839198513,0.77050608226939,0.10980841211460712,False,False,-0.7438393226006423,0.5242224983714281
OPI1:YAP6,digenic,C181,-0.00014805795976946534,0.9998519530002693,0.32233276767589375,0.9996337765697005,0.9996337765697005,0.00014805795976946534,False,False,-0.6341789684458049,0.633882852526266
OPI1:TFC7,digenic,C181,0.16262149919335378,1.176591264654153,0.3223327676758939,0.6142287337678146,0.6653024578010246,0.16262149919335378,False,False,-0.471409411292682,0.7966524096793896
RFX1:RGR1,digenic,C181,0.8186329157325469,2.2673979936493383,0.3223327676758936,0.011541717895801613,0.020307478993313473,0.8186329157325469,True,True,0.18460200524651182,1.452663826218582
RFX1:RPD3,digenic,C181,1.5031729573568529,4.495931862581842,0.32233276767589353,4.4850778113590595e-06,1.3537277540382526e-05,1.5031729573568529,True,True,0.8691420468708179,2.1372038678428877
RFX1:SPT3,digenic,C181,0.7960504248324918,2.216768322743689,0.3223327676758937,0.014017862427330666,0.02433320851812192,0.7960504248324918,True,True,0.16201951434645645,1.430081335318527
RFX1:YAP6,digenic,C181,0.6712548489614814,1.9566911325679144,0.3223327676758937,0.03804930847911648,0.059982190118352416,0.6712548489614814,True,False,0.03722393847544603,1.3052857594475167
RFX1:TFC7,digenic,C181,0.775738578083222,2.1721958711283555,0.32233276767589336,0.01663604498470182,0.028593202317456254,0.775738578083222,True,True,0.14170766759718734,1.4097694885692567
RGR1:RPD3,digenic,C181,0.9051829052727716,2.472384093791076,0.3223327676758934,0.005270997175218297,0.009883119703534306,0.9051829052727716,True,True,0.2711519947867368,1.5392138157588064
RGR1:SPT3,digenic,C181,0.4421626601744433,1.556068830277109,0.32233276767589336,0.1710485165938428,0.2187829863409617,0.4421626601744433,False,False,-0.19186825031159138,1.076193570660478
RGR1:YAP6,digenic,C181,0.3355942860079012,1.398771408541592,0.3223327676758938,0.29855363921842687,0.35739794779473105,0.3355942860079012,False,False,-0.29843662447813435,0.9696251964939367
RGR1:TFC7,digenic,C181,0.4910637115834451,1.6340534574223948,0.3223327676758937,0.12857666052860794,0.17318488969159437,0.4910637115834451,False,False,-0.14296719890259024,1.1250946220694804
RPD3:SPT3,digenic,C181,0.8073777674980787,2.2420211709654208,0.3223327676758936,0.012722393987656629,0.022252950614452406,0.8073777674980787,True,True,0.17334685701204355,1.4414086779841138
RPD3:YAP6,digenic,C181,0.6601347861850376,1.9350531352554068,0.32233276767589336,0.041333149858131406,0.0647465480372628,0.6601347861850376,True,False,0.026103875699002965,1.2941656966710724
RPD3:TFC7,digenic,C181,0.4689389422805553,1.5982974073806284,0.32233276767589325,0.14664474166554028,0.1927998595602721,0.4689389422805553,False,False,-0.1650919682054791,1.1029698527665897
SPT3:YAP6,digenic,C181,0.3526606188845278,1.4228481736824992,0.3223327676758936,0.2746951846355267,0.33286197403815354,0.3526606188845278,False,False,-0.2813702916015073,0.9866915293705629
SPT3:TFC7,digenic,C181,0.3977611864266982,1.4884885161968457,0.32233276767589447,0.21805728554587234,0.27154303483070896,0.3977611864266982,False,False,-0.23626972405933855,1.031792096912735
YAP6:TFC7,digenic,C181,0.3663136148904349,1.4424075322086156,0.3223327676758939,0.2565752606542548,0.31397961439766653,0.3663136148904349,False,False,-0.26771729559560087,1.0003445253764707
FKH1:GCN5,digenic,Total Titer,0.4506035041119997,1.569258954003621,0.14136182159859603,0.0015686033689859763,0.003208506891107679,0.4506035041119997,True,True,0.17254376757834622,0.7286632406456531
FKH1:MED4,digenic,Total Titer,0.10910937925722775,1.1152843326420616,0.13323315109516726,0.4134001430830826,0.4742365488438607,0.10910937925722775,False,False,-0.15296120297017746,0.37117996148463295
FKH1:OPI1,digenic,Total Titer,0.6551248447025352,1.9253828762247345,0.13323315109516717,1.37292353912742e-06,4.638888408655787e-06,0.6551248447025352,True,True,0.3930542624751301,0.9171954269299403
FKH1:RFX1,digenic,Total Titer,0.6668208878746308,1.9480344461151005,0.1332331510951673,9.009592590891133e-07,3.1296479526253407e-06,0.6668208878746308,True,True,0.4047503056472255,0.9288914701020361
FKH1:RGR1,digenic,Total Titer,0.571104923765709,1.7702219315208325,0.13323315109516695,2.3704456664754326e-05,6.48271052433889e-05,0.571104923765709,True,True,0.30903434153830434,0.8331755059931136
FKH1:RPD3,digenic,Total Titer,0.976909001358843,2.6562331266723898,0.13323315109516704,1.6853924050282978e-12,1.8747623381775448e-11,0.976909001358843,True,True,0.7148384191314381,1.2389795835862478
FKH1:SPT3,digenic,Total Titer,0.6521662148076659,1.9196947994942064,0.13323315109516695,1.5258576706654368e-06,5.103375317428319e-06,0.6521662148076659,True,True,0.39009563258026125,0.9142367970350705
FKH1:YAP6,digenic,Total Titer,0.6962564269116509,2.006228170143536,0.13323315109516726,3.04065782254111e-07,1.1274349229646812e-06,0.6962564269116509,True,True,0.4341858446842457,0.9583270091390561
FKH1:TFC7,digenic,Total Titer,0.5696239938749602,1.7676022971753584,0.13323315109516698,2.485444496247528e-05,6.734699683014477e-05,0.5696239938749602,True,True,0.3075534116475555,0.8316945761023649
GCN5:MED4,digenic,Total Titer,0.2594885785964385,1.2962669784388512,0.14909194161227654,0.0826883265373882,0.11898465591862545,0.2594885785964385,False,False,-0.03377636051645844,0.5527535177093355
GCN5:OPI1,digenic,Total Titer,-0.03511419561595809,0.9654951546481005,0.14136182159859617,0.8039762276111457,0.8325695244090316,0.03511419561595809,False,False,-0.3131739321496118,0.24294554091769566
GCN5:RFX1,digenic,Total Titer,0.06626924611063076,1.0685143717780672,0.14136182159859592,0.6395207529837197,0.6859431695058316,0.06626924611063076,False,False,-0.21179049042302248,0.344328982644284
GCN5:RGR1,digenic,Total Titer,-0.0253651175704937,0.974953874244555,0.14136182159859584,0.8577044500897502,0.8826577917586881,0.0253651175704937,False,False,-0.30342485410414677,0.25269461896315937
GCN5:RPD3,digenic,Total Titer,0.27429834837771494,1.3156072529819294,0.14136182159859556,0.053162536891856293,0.0805986393919414,0.27429834837771494,False,False,-0.003761388155937573,0.5523580849113674
GCN5:SPT3,digenic,Total Titer,0.1399619114683402,1.1502299874515833,0.14136182159859573,0.32283496804682466,0.38184781166828724,0.1399619114683402,False,False,-0.13809782506531265,0.41802164800199304
GCN5:YAP6,digenic,Total Titer,0.1388149432311282,1.1489114664858684,0.14136182159859578,0.3268104569947695,0.3856285487780951,0.1388149432311282,False,False,-0.13924479330252476,0.41687467976478115
GCN5:TFC7,digenic,Total Titer,0.7667679809735104,2.152797116418797,0.14136182159859562,1.1115480630736965e-07,4.34953589898403e-07,0.7667679809735104,True,True,0.4887082444398578,1.044827717507163
MED4:OPI1,digenic,Total Titer,0.9153592785987956,2.4976724509814625,0.13323315109516726,3.089668871524436e-11,2.3529016790839933e-10,0.9153592785987956,True,True,0.6532886963713904,1.1774298608262008
MED4:RFX1,digenic,Total Titer,0.6385521058542981,1.8937369626721463,0.13323315109516715,2.468502400321226e-06,7.90879409811655e-06,0.6385521058542981,True,True,0.3764815236268931,0.9006226880817032
MED4:RGR1,digenic,Total Titer,0.651468138747755,1.9183551741469371,0.1332331510951671,1.5642715653499301e-06,5.196741106363862e-06,0.651468138747755,True,True,0.3893975565203501,0.91353872097516
MED4:RPD3,digenic,Total Titer,1.088766424491642,2.970607342970892,0.13323315109516712,6.153936267950236e-15,1.3538659789490518e-13,1.088766424491642,True,True,0.826695842264237,1.350837006719047
MED4:SPT3,digenic,Total Titer,0.5798475271430003,1.7857661291276563,0.1332331510951672,1.7885103419800087e-05,4.987676728338616e-05,0.5798475271430003,True,True,0.3177769449155951,0.8419181093704053
MED4:YAP6,digenic,Total Titer,0.6753479712260226,1.9647165218526965,0.13323315109516717,6.602533088088858e-07,2.3344670561457034e-06,0.6753479712260226,True,True,0.41327738899861755,0.9374185534534277
MED4:TFC7,digenic,Total Titer,0.7650309273515822,2.1490608383875616,0.1332331510951673,2.084393302651267e-08,9.509444099653246e-08,0.7650309273515822,True,True,0.5029603451241769,1.0271015095789875
OPI1:RFX1,digenic,Total Titer,0.3439019733472846,1.4104403679827098,0.1332331510951671,0.010266485245001861,0.018280252504589648,0.3439019733472846,True,True,0.08183139111987969,0.6059725555746895
OPI1:RGR1,digenic,Total Titer,0.013030270968538038,1.0131155348841208,0.13323315109516712,0.9221486668760812,0.9325098878522169,0.013030270968538038,False,False,-0.24904031125886694,0.275100853195943
OPI1:RPD3,digenic,Total Titer,0.7389153096011984,2.0936633059094847,0.13323315109516712,5.9022371016950274e-08,2.444859719948986e-07,0.7389153096011984,True,True,0.47684472737379346,1.0009858918286034
OPI1:SPT3,digenic,Total Titer,0.3169381328467634,1.3729176307925075,0.13323315109516717,0.01792290673886699,0.030592547709445382,0.3169381328467634,True,True,0.05486755061935833,0.5790087150741685
OPI1:YAP6,digenic,Total Titer,0.3001078288306728,1.350004369120522,0.13323315109516723,0.024931728762349253,0.041206029173164876,0.3001078288306728,True,True,0.03803724660326763,0.5621784110580779
OPI1:TFC7,digenic,Total Titer,0.29596889655738934,1.3444283398320176,0.13323315109516728,0.026983487646019558,0.04415479796621382,0.29596889655738934,True,True,0.03389831432998408,0.5580394787847947
RFX1:RGR1,digenic,Total Titer,0.21785074471436272,1.2434014695271622,0.13323315109516717,0.10295707260450544,0.1421583010857188,0.21785074471436272,False,False,-0.04421983751304237,0.4799213269417678
RFX1:RPD3,digenic,Total Titer,0.7999596041078282,2.2254510275969217,0.13323315109516715,4.961683578369381e-09,2.4934348947135468e-08,0.7999596041078282,True,True,0.5378890218804231,1.0620301863352333
RFX1:SPT3,digenic,Total Titer,0.27133010020201276,1.3117079940003715,0.1332331510951672,0.042478629431992494,0.06622652462625601,0.27133010020201276,True,False,0.009259517974607612,0.533400682429418
RFX1:YAP6,digenic,Total Titer,0.22229884206319056,1.2489445592692583,0.1332331510951672,0.09614353214495616,0.13475145817515416,0.22229884206319056,False,False,-0.039771740164214586,0.4843694242905957
RFX1:TFC7,digenic,Total Titer,0.3040129488600021,1.3552866053925656,0.1332331510951671,0.023121673558022394,0.038731737432220255,0.3040129488600021,True,True,0.04194236663259715,0.566083531087407
RGR1:RPD3,digenic,Total Titer,0.5514543705946253,1.7357756440616527,0.13323315109516712,4.4085577430274476e-05,0.00011546222660309981,0.5514543705946253,True,True,0.28938378836722034,0.8135249528220303
RGR1:SPT3,digenic,Total Titer,0.23376523464435342,1.263347867079168,0.1332331510951671,0.0802411231347181,0.11613846769498672,0.23376523464435342,False,False,-0.028305347583051504,0.4958358168717584
RGR1:YAP6,digenic,Total Titer,0.21986252757133123,1.2459054411669754,0.13323315109516726,0.09982912258266058,0.13919835402370984,0.21986252757133123,False,False,-0.04220805465607397,0.48193310979873644
RGR1:TFC7,digenic,Total Titer,0.45098003639123996,1.5698499419103196,0.1332331510951672,0.0007958090019762297,0.0017201984977215446,0.45098003639123996,True,True,0.1889094541638348,0.7130506186186452
RPD3:SPT3,digenic,Total Titer,0.622728042821058,1.864006200713789,0.13323315109516715,4.273875440478635e-06,1.3018882110996457e-05,0.622728042821058,True,True,0.36065746059365295,0.884798625048463
RPD3:YAP6,digenic,Total Titer,0.6294446088415178,1.8765680604792028,0.13323315109516706,3.390184588670394e-06,1.0654865850106953e-05,0.6294446088415178,True,True,0.3673740266141129,0.8915151910689226
RPD3:TFC7,digenic,Total Titer,0.6131312838939817,1.8462033440621375,0.13323315109516704,5.9299691608284125e-06,1.7736161538429393e-05,0.6131312838939817,True,True,0.35106070166657694,0.8752018661213865
SPT3:YAP6,digenic,Total Titer,0.43188814401568326,1.5401628290964364,0.13323315109516717,0.0013069660171992948,0.0027239923305837936,0.43188814401568326,True,True,0.16981756178827817,0.6939587262430884
SPT3:TFC7,digenic,Total Titer,0.48916006089411807,1.630945749365566,0.13323315109516753,0.0002802047866924619,0.0006557984369398045,0.48916006089411807,True,True,0.2270894786667123,0.7512306431215239
YAP6:TFC7,digenic,Total Titer,0.5714496855061494,1.770832341531872,0.1332331510951673,2.3444130882839202e-05,6.429276890307703e-05,0.5714496855061494,True,True,0.30937910327874407,0.8335202677335547
