gene_set,interaction_type,ffa_type,interaction_score,epistatic_fold,standard_error,p_value,fdr_corrected_p,effect_size,significant_p05,significant_fdr05,ci_lower,ci_upper
FKH1:OPI1:RGR1,trigenic,C140,2.4205974768714142,11.252580463387115,0.27849661841837603,1.5680738809124691e-16,5.544261221797658e-15,2.4205974768714142,True,True,1.8727925924464093,2.968402361296419
FKH1:OPI1:RPD3,trigenic,C140,1.764009855930401,5.835791222409417,0.28711734005885525,2.2644465740363694e-09,1.2183707110304379e-08,1.764009855930401,True,True,1.1992479490153476,2.328771762845454
FKH1:OPI1:SPT3,trigenic,C140,1.578398299266847,4.8471858491932185,0.278496618418376,3.1057615803186034e-08,1.3604884798740786e-07,1.578398299266847,True,True,1.0305934148418423,2.126203183691852
FKH1:OPI1:YAP6,trigenic,C140,1.6505578331558943,5.209885263468528,0.2784966184183759,7.6243407237452e-09,3.73668183985532e-08,1.6505578331558943,True,True,1.1027529487308896,2.198362717580899
FKH1:OPI1:TFC7,trigenic,C140,1.687056099877106,5.40354975628401,0.278496618418376,3.6794426249576263e-09,1.8776537106742524e-08,1.687056099877106,True,True,1.1392512154521013,2.2348609843021108
FKH1:RFX1:RGR1,trigenic,C140,2.3561213204893936,10.549952109093905,0.27849661841837614,8.181964583039026e-16,2.3143271249167533e-14,2.3561213204893936,True,True,1.8083164360643886,2.9039262049143986
FKH1:RFX1:RPD3,trigenic,C140,1.7534899954066505,5.774721299443269,0.278496618418376,9.473044156758284e-10,5.452507973948082e-09,1.7534899954066505,True,True,1.2056851109816458,2.301294879831655
FKH1:RFX1:SPT3,trigenic,C140,1.8004456681164467,6.05234420028354,0.2784966184183759,3.5462646556853836e-10,2.194251255705331e-09,1.8004456681164467,True,True,1.252640783691442,2.3482505525414514
FKH1:RFX1:YAP6,trigenic,C140,2.108532410662897,8.236145131930924,0.2871169018354324,1.5651893169717195e-12,1.8017877020953514e-11,2.108532410662897,True,True,1.5437713657365197,2.673293455589274
FKH1:RFX1:TFC7,trigenic,C140,2.2125855724947576,9.139316235019873,0.27849661841837575,2.9232540132283166e-14,5.359299024251914e-13,2.2125855724947576,True,True,1.6647806880697533,2.7603904569197617
FKH1:RGR1:RPD3,trigenic,C140,2.5027093576171477,12.215545447442244,0.27849661841837575,1.8393480566265978e-17,1.0116414311446288e-15,2.5027093576171477,True,True,1.9549044731921434,3.0505142420421523
FKH1:RGR1:SPT3,trigenic,C140,2.0371764398326255,7.668924928909143,0.2784966184183759,1.8852943921354285e-12,2.0738238313489712e-11,2.0371764398326255,True,True,1.489371555407621,2.58498132425763
FKH1:RGR1:YAP6,trigenic,C140,2.6888312849847495,14.714468846635897,0.27849661841837603,1.2270327343698338e-19,1.2147624070261353e-17,2.6888312849847495,True,True,2.1410264005597446,3.2366361694097545
FKH1:RGR1:TFC7,trigenic,C140,2.3602747390738688,10.59386160037458,0.27849661841837603,7.362077128150291e-16,2.1436636343731733e-14,2.3602747390738688,True,True,1.8124698546488638,2.9080796234988737
FKH1:RPD3:SPT3,trigenic,C140,1.610216395761101,5.003893932118964,0.2784966184183758,1.6818542829410486e-08,7.780540841643169e-08,1.610216395761101,True,True,1.0624115113360966,2.1580212801861056
FKH1:RPD3:YAP6,trigenic,C140,1.9211567492768502,6.82885317328379,0.27849661841837586,2.6009251606275248e-11,2.0435840547787696e-10,1.9211567492768502,True,True,1.3733518648518457,2.4689616337018547
FKH1:RPD3:TFC7,trigenic,C140,1.894383005590253,6.648445085449313,0.2784966184183758,4.692300964245371e-11,3.46669996612158e-10,1.894383005590253,True,True,1.3465781211652486,2.4421878900152576
FKH1:SPT3:YAP6,trigenic,C140,1.931073939738754,6.896913134829392,0.27849661841837586,2.0871565090333115e-11,1.6799064584902264e-10,1.931073939738754,True,True,1.3832690553137494,2.4788788241637585
FKH1:SPT3:TFC7,trigenic,C140,1.9720715776340145,7.185546498252791,0.2784966184183761,8.332036279520948e-12,7.431275600653818e-11,1.9720715776340145,True,True,1.4242666932090096,2.5198764620590195
FKH1:YAP6:TFC7,trigenic,C140,1.985255249996038,7.280905599414175,0.27849661841837586,6.183727208472063e-12,5.7213924639134043e-11,1.985255249996038,True,True,1.4374503655710336,2.5330601344210426
GCN5:MED4:OPI1,trigenic,C140,0.4853347201950714,1.6247187440145143,0.29553654869347484,0.10147534092078406,0.14089843970768054,0.4853347201950714,False,False,-0.09598783165431013,1.066657272044453
GCN5:MED4:RFX1,trigenic,C140,0.8216138803132418,2.274167110995656,0.29553654869347434,0.005738926840362434,0.010719882211243037,0.8216138803132418,True,True,0.24029132846386125,1.4029364321626223
GCN5:MED4:RGR1,trigenic,C140,1.1201198352802249,3.0652215029625918,0.2955365486934747,0.00017825699099300801,0.0004283359735026163,1.1201198352802249,True,True,0.5387972834308437,1.701442387129606
GCN5:MED4:RPD3,trigenic,C140,0.20068715310865692,1.2222423372890299,0.295536548693474,0.49756433877277173,0.5534704442528584,0.20068715310865692,False,False,-0.38063539874072294,0.7820097049580368
GCN5:MED4:SPT3,trigenic,C140,0.49304964326295375,1.6373018003754871,0.2955365486934745,0.0961781987453785,0.13475145817515416,0.49304964326295375,False,False,-0.08827290858642711,1.0743721951123346
GCN5:MED4:YAP6,trigenic,C140,0.2123730870055791,1.2366091618342316,0.2955365486934742,0.47288277871109785,0.5307867924308242,0.2123730870055791,False,False,-0.3689494648438011,0.7936956388549593
GCN5:MED4:TFC7,trigenic,C140,0.50205086572609,1.6521060463198591,0.29553654869347445,0.09028129318929534,0.12844010605663636,0.50205086572609,False,False,-0.07927168612329072,1.0833734175754708
GCN5:OPI1:RFX1,trigenic,C140,0.5779838045047325,1.7824410558357928,0.2871179973927352,0.04490152424081282,0.06945704531000732,0.5779838045047325,True,False,0.01322060460913177,1.1427470044003334
GCN5:OPI1:RGR1,trigenic,C140,0.9161260030566146,2.499588211873766,0.28711799739273497,0.0015519719369483087,0.003187660202445696,0.9161260030566146,True,True,0.3513628031610143,1.480889202952215
GCN5:OPI1:RPD3,trigenic,C140,0.48299998575264413,1.6209298819181093,0.287117997392735,0.09344679264870616,0.1319040247657242,0.48299998575264413,False,False,-0.08176321414295629,1.0477631856482446
GCN5:OPI1:SPT3,trigenic,C140,0.18296885559928722,1.200777010018097,0.2871179973927349,0.5243868135082145,0.5787546771160896,0.18296885559928722,False,False,-0.381794344296313,0.7477320554948874
GCN5:OPI1:YAP6,trigenic,C140,0.050870195073864366,1.0521863054528489,0.287117997392735,0.8594768800559347,0.8826577917586881,0.050870195073864366,False,False,-0.513893004821736,0.6156333949694648
GCN5:OPI1:TFC7,trigenic,C140,-0.014768941074608133,0.9853395848079335,0.31936960819923293,0.9631430507713604,0.9660705372478692,0.014768941074608133,False,False,-0.6429712952073793,0.613433413058163
GCN5:RFX1:RGR1,trigenic,C140,0.9139313533775322,2.4941085066228346,0.2871179973927351,0.0015922911632092278,0.0032435560732039827,0.9139313533775322,True,True,0.34916815348193164,1.4786945532731326
GCN5:RFX1:RPD3,trigenic,C140,0.46564909769601104,1.5930478970816342,0.2871179973927349,0.10577772711694097,0.14504148178084703,0.46564909769601104,False,False,-0.09911410219958916,1.0304122975916112
GCN5:RFX1:SPT3,trigenic,C140,0.3232058764009449,1.381549750119363,0.2871179973927346,0.2610953910144663,0.3187231037044657,0.3232058764009449,False,False,-0.24155732349465464,0.8879690762965444
GCN5:RFX1:YAP6,trigenic,C140,0.4037970724240223,1.4975000320712915,0.28711799739273475,0.16052994930179057,0.20774464027290546,0.4037970724240223,False,False,-0.16096612747157757,0.9685602723196222
GCN5:RFX1:TFC7,trigenic,C140,0.548106873916506,1.7299748553365302,0.28711799739273475,0.057109347502586644,0.08553442364230072,0.548106873916506,False,False,-0.016656325979093833,1.1128700738121058
GCN5:RGR1:RPD3,trigenic,C140,0.9363034361290968,2.5505357525175025,0.28711799739273425,0.00122312405947081,0.002560027101217974,0.9363034361290968,True,True,0.37154023623349786,1.5010666360246958
GCN5:RGR1:SPT3,trigenic,C140,0.45053513550408697,1.569151669620965,0.2871179973927349,0.11754545731866274,0.15941096266503577,0.45053513550408697,False,False,-0.11422806439151323,1.0152983353996872
GCN5:RGR1:YAP6,trigenic,C140,0.758637512559595,2.1353648298192764,0.28711799739273486,0.008618790094599102,0.015570441959221006,0.758637512559595,True,True,0.1938743126639949,1.3234007124551952
GCN5:RGR1:TFC7,trigenic,C140,0.6679058358296464,1.9501491090458911,0.2955855755733651,0.024482247334751406,0.040735167834292256,0.6679058358296464,True,True,0.08648684774910143,1.2493248239101913
GCN5:RPD3:SPT3,trigenic,C140,-0.11770540622266568,0.8889578955084091,0.28711799739273486,0.6820988006105404,0.7261051748434785,0.11770540622266568,False,False,-0.6824686061182658,0.4470577936729344
GCN5:RPD3:YAP6,trigenic,C140,0.30026671927927984,1.3502188889624787,0.2871179973927348,0.2964027527807159,0.3565476613036558,0.30026671927927984,False,False,-0.26449648061632014,0.8650299191748798
GCN5:RPD3:TFC7,trigenic,C140,-0.41573564910576577,0.6598546806055203,0.28711799739273475,0.14855490232913485,0.1947938454382033,0.41573564910576577,False,False,-0.9804988490013656,0.1490275507898341
GCN5:SPT3:YAP6,trigenic,C140,-0.10794054685060428,0.8976809648044705,0.28711799739273486,0.7071937059555926,0.7495950416445789,0.10794054685060428,False,False,-0.6727037467462044,0.4568226530449958
GCN5:SPT3:TFC7,trigenic,C140,-0.00036200968575617054,0.9996380558318438,0.28711799739273464,0.9989947397799465,0.9996337765697005,0.00036200968575617054,False,False,-0.5651252095813558,0.5644011902098435
GCN5:YAP6:TFC7,trigenic,C140,0.07220485089781192,1.0748755107257828,0.2871179973927349,0.8015947275408112,0.8309725447805267,0.07220485089781192,False,False,-0.4925583489977883,0.6369680507934121
MED4:OPI1:RFX1,trigenic,C140,1.342472639158626,3.8284983062244433,0.278496618418376,2.1685895688731806e-06,7.039028436670324e-06,1.342472639158626,True,True,0.7946677547336212,1.8902775235836307
MED4:OPI1:RGR1,trigenic,C140,1.6697214064336443,5.31068806754062,0.2784966184183759,5.208579231407604e-09,2.604289615703802e-08,1.6697214064336443,True,True,1.1219165220086396,2.217526290858649
MED4:OPI1:RPD3,trigenic,C140,0.8452646314417421,2.328593952216749,0.27849661841837575,0.002591100537008398,0.005182201074016796,0.8452646314417421,True,True,0.29745974701673783,1.3930695158667463
MED4:OPI1:SPT3,trigenic,C140,0.9730572271670819,2.64602159534917,0.27849661841837586,0.0005392423875038879,0.0011942952206461946,0.9730572271670819,True,True,0.42525234274207735,1.5208621115920864
MED4:OPI1:YAP6,trigenic,C140,1.0287941235567049,2.7976901311426574,0.28711799739273514,0.00038932780639734486,0.0008820012090008499,1.0287941235567049,True,True,0.4640309236611042,1.5935573234523055
MED4:OPI1:TFC7,trigenic,C140,0.9031390274621827,2.4673360033998315,0.2871179973927354,0.0018050312775805433,0.003639472433410872,0.9031390274621827,True,True,0.33837582756658147,1.4679022273577838
MED4:RFX1:RGR1,trigenic,C140,2.7875402322624128,16.241021487993223,0.27849661841837603,7.946830256587771e-21,1.5734723908043787e-18,2.7875402322624128,True,True,2.239735347837408,3.3353451166874177
MED4:RFX1:RPD3,trigenic,C140,1.903884125525551,6.711913794046255,0.28711734005885514,1.321724921943726e-10,9.086858838363116e-10,1.903884125525551,True,True,1.3391222186104978,2.468646032440604
MED4:RFX1:SPT3,trigenic,C140,2.388762849603943,10.90000065802043,0.27849661841837575,3.557267458117566e-16,1.0671802374352699e-14,2.388762849603943,True,True,1.8409579651789387,2.936567734028947
MED4:RFX1:YAP6,trigenic,C140,2.003906205220278,7.417975714641808,0.2784966184183759,4.045864853408177e-12,4.045864853408177e-11,2.003906205220278,True,True,1.4561013207952733,2.5517110896452824
MED4:RFX1:TFC7,trigenic,C140,2.0444370699807792,7.724808786963133,0.2784966184183757,1.5940541281390277e-12,1.8139236630547557e-11,2.0444370699807792,True,True,1.4966321855557752,2.5922419544057833
MED4:RGR1:RPD3,trigenic,C140,2.4878636957371465,12.035537067866013,0.27849661841837586,2.7183613024028462e-17,1.2815131854184846e-15,2.4878636957371465,True,True,1.940058811312142,3.035668580162151
MED4:RGR1:SPT3,trigenic,C140,2.2794812554993595,9.771610125536611,0.27849661841837586,5.62160341895106e-15,1.292748625034175e-13,2.2794812554993595,True,True,1.731676371074355,2.827286139924364
MED4:RGR1:YAP6,trigenic,C140,2.2786046703561706,9.7630482304388,0.2784966184183759,5.745549444596333e-15,1.292748625034175e-13,2.2786046703561706,True,True,1.7307997859311661,2.826409554781175
MED4:RGR1:TFC7,trigenic,C140,2.108056717913356,8.232228189112007,0.27849661841837603,3.6003697602125586e-13,5.091951518014905e-12,2.108056717913356,True,True,1.5602518334883508,2.6558616023383608
MED4:RPD3:SPT3,trigenic,C140,1.5039252279703232,4.499315292470106,0.2784966184183758,1.2574490330380167e-07,4.862791182451705e-07,1.5039252279703232,True,True,0.9561203435453188,2.0517301123953278
MED4:RPD3:YAP6,trigenic,C140,1.614494787803756,5.025348414717877,0.27849661841837575,1.547598442237689e-08,7.226992725543926e-08,1.614494787803756,True,True,1.0666899033787518,2.1622996722287606
MED4:RPD3:TFC7,trigenic,C140,1.395830083625727,4.03832532946696,0.2784966184183757,8.705522301361393e-07,3.0346715064604853e-06,1.395830083625727,True,True,0.8480251992007227,1.943634968050731
MED4:SPT3:YAP6,trigenic,C140,1.7699901634726936,5.870795612857223,0.278496618418376,6.72193810739523e-10,3.937703388355786e-09,1.7699901634726936,True,True,1.2221852790476888,2.3177950478976985
MED4:SPT3:TFC7,trigenic,C140,1.795913873176316,6.02497827268175,0.2784966184183759,3.902277962280988e-10,2.39953738053303e-09,1.795913873176316,True,True,1.2481089887513113,2.3437187576013208
MED4:YAP6:TFC7,trigenic,C140,1.3478318513755938,3.8490711189148,0.2784966184183759,1.981172448040563e-06,6.4731377015186715e-06,1.3478318513755938,True,True,0.8000269669505892,1.8956367358005983
OPI1:RFX1:RGR1,trigenic,C140,0.7126651111970586,2.039419301480891,0.2784966184183762,0.010933206830207058,0.019397625021335105,0.7126651111970586,True,True,0.16486022677205336,1.2604699956220637
OPI1:RFX1:RPD3,trigenic,C140,0.06435015199228866,1.066465758501409,0.2784966184183758,0.817405976383115,0.8455923893618431,0.06435015199228866,False,False,-0.48345473243271575,0.6121550364172931
OPI1:RFX1:SPT3,trigenic,C140,0.3328605404754552,1.3949527454573396,0.2784966184183759,0.2328448799320885,0.2877858066576375,0.3328605404754552,False,False,-0.21494434394954942,0.8806654249004598
OPI1:RFX1:YAP6,trigenic,C140,0.4007625682928022,1.4929627497201772,0.27849661841837603,0.15106987104273212,0.1973076152141224,0.4007625682928022,False,False,-0.14704231613220264,0.9485674527178071
OPI1:RFX1:TFC7,trigenic,C140,0.2563417123036354,1.2921942111659248,0.27849661841837575,0.3579950466017813,0.4194261492730929,0.2563417123036354,False,False,-0.2914631721213689,0.8041465967286396
OPI1:RGR1:RPD3,trigenic,C140,0.3877849878985492,1.4737128841165275,0.27849661841837575,0.16470980505424912,0.212045132644612,0.3877849878985492,False,False,-0.1600198965264551,0.9355898723235535
OPI1:RGR1:SPT3,trigenic,C140,0.41757179748248263,1.5182704079783476,0.278496618418376,0.13470892607403784,0.1799754882770546,0.41757179748248263,False,False,-0.1302330869425221,0.9653766819074874
OPI1:RGR1:YAP6,trigenic,C140,0.6076079318479386,1.8360342227156876,0.27849661841837586,0.02981693438726767,0.048470878560582915,0.6076079318479386,True,True,0.059803047422934075,1.1554128162729431
OPI1:RGR1:TFC7,trigenic,C140,0.2293448247454053,1.2577756764184858,0.27849661841837625,0.4107985495119576,0.4723467642471986,0.2293448247454053,False,False,-0.3184600596796,0.7771497091704106
