gene_set,interaction_type,ffa_type,interaction_score,epistatic_fold,p_value,significant_p05,standard_error
MED4:RFX1,digenic,C140,-1.9071566228936858,0.14850203414401766,1.4054500232052008e-53,True,0.10266926379635698
MED4:RGR1,digenic,C140,-1.8183545334873994,0.16229257834880512,4.0789025921565457e-50,True,0.10266926379635692
MED4:RPD3,digenic,C140,-1.6321436582023443,0.19551001794144404,6.974781437479755e-43,True,0.10266926379635695
MED4:SPT3,digenic,C140,-1.4670170201591959,0.2306123722497175,1.4632868411561892e-36,True,0.10266926379635702
MED4:YAP6,digenic,C140,-1.478480604467557,0.2279838229616349,5.381344306291311e-37,True,0.10266926379635699
MED4:TFC7,digenic,C140,-1.4115858629174998,0.24375641221734354,1.795259667588019e-34,True,0.1026692637963571
OPI1:RFX1,digenic,C140,-0.7121939578585994,0.4905667331980977,2.0505666692948736e-11,True,0.10266926379635692
OPI1:RGR1,digenic,C140,-0.6563810686820428,0.5187251725733933,5.398741515834957e-10,True,0.10266926379635695
OPI1:RPD3,digenic,C140,-0.8816790266795951,0.4140870644431407,3.30704841523627e-16,True,0.10266926379635694
OPI1:SPT3,digenic,C140,-0.38408267032658083,0.6810751201495101,0.00021529127112532637,True,0.102669263796357
OPI1:YAP6,digenic,C140,-0.3926103876766123,0.6752917983454149,0.00015631009264764566,True,0.10266926379635705
OPI1:TFC7,digenic,C140,-0.3106221965183811,0.7329907500213824,0.0026728051630053925,True,0.10266926379635709
RFX1:RGR1,digenic,C140,-1.1680602812620768,0.31096955009396426,1.3087460428581505e-25,True,0.10266926379635699
RFX1:RPD3,digenic,C140,-1.331633718066295,0.2640455327772826,1.685847901250775e-31,True,0.10266926379635698
RFX1:SPT3,digenic,C140,-0.8589485491473705,0.42360725044519293,1.5872465499629193e-15,True,0.10266926379635702
RFX1:YAP6,digenic,C140,-0.8326898624085637,0.434877949811255,9.408757136767361e-15,True,0.10266926379635702
RFX1:TFC7,digenic,C140,-0.9127417490207077,0.40142211517991233,3.723496327981482e-17,True,0.10266926379635692
RGR1:RPD3,digenic,C140,-1.4566556619458098,0.23301425152448793,3.608319407637973e-36,True,0.10266926379635694
RGR1:SPT3,digenic,C140,-0.9223129343101031,0.397598357871502,1.882479758513757e-17,True,0.10266926379635692
RGR1:YAP6,digenic,C140,-0.9555951695491207,0.38458318422427523,1.7007756486122797e-18,True,0.10266926379635706
RGR1:TFC7,digenic,C140,-0.9396335437212828,0.39077100961338,5.420684485232086e-18,True,0.10266926379635702
RPD3:SPT3,digenic,C140,-0.765144723494057,0.46526659109486834,7.739068118768811e-13,True,0.10266926379635698
RPD3:YAP6,digenic,C140,-0.8090635627515204,0.44527484299863096,4.5251475503160744e-14,True,0.10266926379635691
RPD3:TFC7,digenic,C140,-0.6752276149940447,0.5090405421602411,1.8285527819809642e-10,True,0.1026692637963569
SPT3:YAP6,digenic,C140,-0.5345848624527527,0.5859124739312704,3.343017954265259e-07,True,0.10266926379635699
SPT3:TFC7,digenic,C140,-0.6342884689529977,0.5303126880491608,1.8657342355767036e-09,True,0.10266926379635725
YAP6:TFC7,digenic,C140,-0.5482305049646092,0.577971623986058,1.7118010010463898e-07,True,0.10266926379635709
FKH1:GCN5,digenic,C160,0.5151027167237552,1.6738104212905371,0.0014360597894499342,True,0.16027792141784633
FKH1:MED4,digenic,C160,0.34109195031975215,1.4064825614377938,0.02458512180351066,True,0.1510615262310354
FKH1:OPI1,digenic,C160,0.6272619464333398,1.8724766126661854,4.170937674400291e-05,True,0.1510615262310353
FKH1:RFX1,digenic,C160,0.38194163032440437,1.465126563674826,0.01191361903779657,True,0.15106152623103544
FKH1:RGR1,digenic,C160,0.6421410869560493,1.9005457598565214,2.758437291941866e-05,True,0.15106152623103505
FKH1:RPD3,digenic,C160,0.5586215069799245,1.7482608730615496,0.000253527952398024,True,0.15106152623103514
FKH1:SPT3,digenic,C160,0.41168827257290574,1.509363852875265,0.0067586978903199325,True,0.15106152623103505
FKH1:YAP6,digenic,C160,0.6768701206394983,1.9677093911733632,1.0193479996293459e-05,True,0.15106152623103541
FKH1:TFC7,digenic,C160,0.7395342619504799,2.0949595848573477,1.5210936492968241e-06,True,0.15106152623103508
GCN5:MED4,digenic,C160,0.7631215430939209,2.144961370429249,8.781284172969674e-06,True,0.1690424347361687
GCN5:OPI1,digenic,C160,0.2828398143360329,1.3268925956211404,0.07852006432091727,False,0.16027792141784647
GCN5:RFX1,digenic,C160,0.1836109302539568,1.201548246071205,0.2527800721334907,False,0.16027792141784616
GCN5:RGR1,digenic,C160,0.2939896345005084,1.3417699954786828,0.06749594716313748,False,0.16027792141784608
GCN5:RPD3,digenic,C160,0.31108510991246074,1.364905383220504,0.05310019838480919,False,0.16027792141784578
GCN5:SPT3,digenic,C160,0.21844232516803247,1.24413725915052,0.1738221977139251,False,0.16027792141784597
GCN5:YAP6,digenic,C160,0.2246011530784497,1.2518233307275215,0.16203499470339194,False,0.16027792141784603
GCN5:TFC7,digenic,C160,0.3920638558645234,1.480032217121631,0.014948326540555971,True,0.16027792141784583
MED4:OPI1,digenic,C160,0.9030067682908105,2.467009697163497,5.748063460638031e-09,True,0.15106152623103541
MED4:RFX1,digenic,C160,0.7324222191759306,2.080113000031786,1.9004796760778629e-06,True,0.15106152623103528
MED4:RGR1,digenic,C160,0.924221830243537,2.5199065821064877,2.618505583046947e-09,True,0.1510615262310352
MED4:RPD3,digenic,C160,0.6894659030045152,1.992650980079555,7.03049843358689e-06,True,0.15106152623103525
MED4:SPT3,digenic,C160,0.8203727944877813,2.27134642514814,1.0745719533338867e-07,True,0.15106152623103536
MED4:YAP6,digenic,C160,0.7902171504339348,2.2038749466996093,2.961917882916885e-07,True,0.1510615262310353
MED4:TFC7,digenic,C160,0.8412927523002871,2.3193634019190754,5.226467429427729e-08,True,0.15106152623103547
OPI1:RFX1,digenic,C160,0.4660915480463001,1.593752897634095,0.002200242824123569,True,0.1510615262310352
OPI1:RGR1,digenic,C160,0.43970243151788896,1.5522452505181268,0.0038448366573464224,True,0.15106152623103525
OPI1:RPD3,digenic,C160,0.5674125209561593,1.7636976117083867,0.0002031286000346027,True,0.15106152623103522
OPI1:SPT3,digenic,C160,0.48324059909845024,1.6213199462057695,0.0015097667274747094,True,0.15106152623103533
OPI1:YAP6,digenic,C160,0.44295473753688397,1.5573018454292011,0.003594277749748264,True,0.1510615262310354
OPI1:TFC7,digenic,C160,0.34676047450212244,1.4144778812723995,0.02231684420866089,True,0.15106152623103544
RFX1:RGR1,digenic,C160,0.3829608372791458,1.466620592090845,0.011690870278963261,True,0.1510615262310353
RFX1:RPD3,digenic,C160,0.464628392012299,1.5914226936069695,0.00227094119192962,True,0.15106152623103528
RFX1:SPT3,digenic,C160,0.25786101798535355,1.2941589413077357,0.08874168195625234,False,0.15106152623103533
RFX1:YAP6,digenic,C160,0.2632835806253606,1.3011956605160377,0.08226228688225802,False,0.15106152623103536
RFX1:TFC7,digenic,C160,0.29302073578054644,1.3404705858473978,0.05324242906317268,False,0.1510615262310352
RGR1:RPD3,digenic,C160,0.6298322078724197,1.877295557420313,3.885601601698038e-05,True,0.15106152623103522
RGR1:SPT3,digenic,C160,0.4428875479623696,1.5571972144959096,0.0035992994621168776,True,0.1510615262310352
RGR1:YAP6,digenic,C160,0.46506723177942255,1.592121226432008,0.002249520424494694,True,0.15106152623103541
RGR1:TFC7,digenic,C160,0.5627610278463592,1.7555128348936455,0.0002284827472410377,True,0.15106152623103533
RPD3:SPT3,digenic,C160,0.4660811229058951,1.5937362826229733,0.00220073930935174,True,0.15106152623103528
RPD3:YAP6,digenic,C160,0.5834583276812624,1.7922258297547724,0.00013456756670844183,True,0.1510615262310352
RPD3:TFC7,digenic,C160,0.650919403327677,1.9173027934802733,2.1533928941660514e-05,True,0.15106152623103516
SPT3:YAP6,digenic,C160,0.4155705586869829,1.5152350246123658,0.006261417637026131,True,0.1510615262310353
SPT3:TFC7,digenic,C160,0.46246702735806344,1.5879867633337608,0.002379207229934107,True,0.1510615262310357
YAP6:TFC7,digenic,C160,0.536240516986902,1.7095676751274282,0.00044010401001399763,True,0.15106152623103544
FKH1:GCN5,digenic,C180,0.2919097142623105,1.3389821211931985,0.11669014802624827,False,0.18559337468159307
FKH1:MED4,digenic,C180,0.3330150197950217,1.3951682534536212,0.05778538674288603,False,0.17492127543056687
FKH1:OPI1,digenic,C180,0.34138521253374676,1.406895090114286,0.051805316427210785,False,0.1749212754305668
FKH1:RFX1,digenic,C180,-0.06451227626213568,0.9375246048935956,0.7125021273229835,False,0.17492127543056696
FKH1:RGR1,digenic,C180,0.3052489998332744,1.3569628444652764,0.08188235623471714,False,0.1749212754305665
FKH1:RPD3,digenic,C180,0.2286222259468003,1.2568671375198823,0.19210096426011677,False,0.1749212754305666
FKH1:SPT3,digenic,C180,0.06445383744542721,1.0665763412196465,0.7127509482271183,False,0.1749212754305665
FKH1:YAP6,digenic,C180,0.39065924743593705,1.477954810707709,0.026180355806022963,True,0.1749212754305669
FKH1:TFC7,digenic,C180,0.34377388433447953,1.4102597176382636,0.05019732370059083,False,0.17492127543056654
GCN5:MED4,digenic,C180,0.8865795482575203,2.426814636491169,8.215739961995918e-06,True,0.19574221857599672
GCN5:OPI1,digenic,C180,0.565943485877135,1.761108580202655,0.002474247697281525,True,0.18559337468159323
GCN5:RFX1,digenic,C180,0.20955185613946314,1.2331253185713744,0.2596600458879428,False,0.1855933746815929
GCN5:RGR1,digenic,C180,0.5541835252446023,1.7405193143925808,0.003032691349507209,True,0.1855933746815928
GCN5:RPD3,digenic,C180,0.7907369587123415,2.205020836937291,2.6469065679602768e-05,True,0.18559337468159243
GCN5:SPT3,digenic,C180,0.40508052075630196,1.4994232298885604,0.029751342220438546,True,0.18559337468159268
GCN5:YAP6,digenic,C180,0.27199394535898935,1.312579054092079,0.14370409273773158,False,0.18559337468159273
GCN5:TFC7,digenic,C180,0.5923584565242297,1.8082480647702535,0.0015471020497821947,True,0.1855933746815925
MED4:OPI1,digenic,C180,0.6780660610555687,1.9700640621037628,0.00012736115284287067,True,0.1749212754305669
MED4:RFX1,digenic,C180,0.4458223081254598,1.5617739273394875,0.011254034444216625,True,0.17492127543056676
MED4:RGR1,digenic,C180,0.665946039702544,1.9463309569965737,0.00016691594931482164,True,0.17492127543056665
MED4:RPD3,digenic,C180,0.4080731093294848,1.5039171075223425,0.020239926666955996,True,0.1749212754305667
MED4:SPT3,digenic,C180,0.5405065806248025,1.7168763782346665,0.002167684482688499,True,0.17492127543056685
MED4:YAP6,digenic,C180,0.5320791341037665,1.7024682913387439,0.002535456125115733,True,0.1749212754305668
MED4:TFC7,digenic,C180,0.5259056194852857,1.6919904542726492,0.0028403381483519618,True,0.17492127543056696
OPI1:RFX1,digenic,C180,0.4474900970589575,1.5643808098727916,0.010955898058395648,True,0.17492127543056665
OPI1:RGR1,digenic,C180,0.4343818455258249,1.5440083282399442,0.013501572313357916,True,0.1749212754305667
OPI1:RPD3,digenic,C180,0.5223834014071808,1.6860413780289378,0.00302900138808697,True,0.17492127543056668
OPI1:SPT3,digenic,C180,0.4549199197509915,1.576047167730741,0.009711648309211793,True,0.17492127543056682
OPI1:YAP6,digenic,C180,0.44527440747914027,1.5609184647709409,0.011353545310645996,True,0.17492127543056687
OPI1:TFC7,digenic,C180,0.2693298362761904,1.3090868541784189,0.12456417967553297,False,0.17492127543056693
RFX1:RGR1,digenic,C180,0.3260753400027574,1.3855197500024836,0.06317073218895539,False,0.1749212754305668
RFX1:RPD3,digenic,C180,0.4039841592756296,1.497780220846574,0.021517050646757324,True,0.17492127543056676
RFX1:SPT3,digenic,C180,0.17020282991762514,1.1855452909890742,0.33123654039520656,False,0.17492127543056682
RFX1:YAP6,digenic,C180,0.17831768101231382,1.1952049548503918,0.30873425440643004,False,0.17492127543056685
RFX1:TFC7,digenic,C180,0.19551109594483418,1.2159322857648835,0.2644850788693992,False,0.17492127543056665
RGR1:RPD3,digenic,C180,0.6769711898518498,1.9679082760620659,0.00013053248352266878,True,0.17492127543056668
RGR1:SPT3,digenic,C180,0.4152349115696353,1.5147265256871238,0.018162547556853436,True,0.17492127543056665
RGR1:YAP6,digenic,C180,0.4806730456705847,1.6171624601879202,0.006318890725091426,True,0.1749212754305669
RGR1:TFC7,digenic,C180,0.5545824258417905,1.7412137470821085,0.0016611646699440112,True,0.17492127543056682
RPD3:SPT3,digenic,C180,0.3951158574942875,1.484556177916633,0.02453134905289527,True,0.17492127543056676
RPD3:YAP6,digenic,C180,0.5299693625098382,1.698880258394008,0.0026360923886580563,True,0.17492127543056665
RPD3:TFC7,digenic,C180,0.5615989956871176,1.75347405731551,0.0014517994238291965,True,0.17492127543056663
SPT3:YAP6,digenic,C180,0.40503137227430697,1.499349537323897,0.02118342934046943,True,0.1749212754305668
SPT3:TFC7,digenic,C180,0.41791328299410396,1.5187889638600167,0.017435241828326512,True,0.17492127543056724
YAP6:TFC7,digenic,C180,0.4664081823744333,1.59425761441316,0.008035670269646451,True,0.17492127543056696
FKH1:GCN5,digenic,C161,-0.46219156620138224,0.6299016605148824,0.00011781152097627662,True,0.11862660803279496
FKH1:MED4,digenic,C161,-0.18974370769415388,0.8271711043686755,0.09060003159107095,False,0.11180527113480207
FKH1:OPI1,digenic,C161,-0.4239899875112456,0.6544304343534199,0.0001768204507745787,True,0.11180527113480201
FKH1:RFX1,digenic,C161,-0.14385850232448127,0.8660102778314501,0.19908359843982532,False,0.11180527113480211
FKH1:RGR1,digenic,C161,-0.3511200250338278,0.7038992632523454,0.001835667984944349,True,0.11180527113480182
FKH1:RPD3,digenic,C161,-0.43477363528694013,0.6474112015431619,0.000121358902184141,True,0.11180527113480189
FKH1:SPT3,digenic,C161,-0.2564749874372527,0.7737743483968683,0.022406675013272384,True,0.11180527113480182
FKH1:YAP6,digenic,C161,-0.3129323663430171,0.7312993713471576,0.005421937358746314,True,0.11180527113480208
FKH1:TFC7,digenic,C161,-0.3692760016874709,0.6912346022031743,0.001059466303657064,True,0.11180527113480185
GCN5:MED4,digenic,C161,-0.7009101428791101,0.4961335458266252,4.39278423858408e-08,True,0.1251134932931816
GCN5:OPI1,digenic,C161,-0.3497646949313005,0.7048539259083593,0.0034160003978031873,True,0.11862660803279505
GCN5:RFX1,digenic,C161,-0.1515027365649261,0.8594155304233114,0.2024295893774289,False,0.11862660803279484
GCN5:RGR1,digenic,C161,-0.22473247569504207,0.7987298698329516,0.05901836037678501,False,0.11862660803279478
GCN5:RPD3,digenic,C161,-0.5267131764306362,0.5905427932632956,1.2193647755607907e-05,True,0.11862660803279454
GCN5:SPT3,digenic,C161,-0.24736000814660353,0.7808595271321955,0.037801237697363724,True,0.11862660803279469
GCN5:YAP6,digenic,C161,-0.19991992430216732,0.8187963161393406,0.09285609416771026,False,0.11862660803279472
GCN5:TFC7,digenic,C161,-0.570761297772785,0.565095069283027,2.262182551523022e-06,True,0.11862660803279461
MED4:OPI1,digenic,C161,-0.8755513727859231,0.41663223665924587,6.308721839324819e-14,True,0.1118052711348021
MED4:RFX1,digenic,C161,-0.6595398532498826,0.51708921667972,8.878223765380376e-09,True,0.111805271134802
MED4:RGR1,digenic,C161,-0.7995697514845646,0.4495223288314329,5.347773170875294e-12,True,0.11180527113480193
MED4:RPD3,digenic,C161,-0.906462589484069,0.40395063887665617,9.598476939428482e-15,True,0.11180527113480197
MED4:SPT3,digenic,C161,-0.6705530224201615,0.5114256697049038,5.150200848957209e-09,True,0.11180527113480204
MED4:YAP6,digenic,C161,-0.718575048532625,0.4874463487081444,4.428894516291513e-10,True,0.11180527113480201
MED4:TFC7,digenic,C161,-0.7235731015400416,0.4850161442234278,3.4060728751917424e-10,True,0.11180527113480214
OPI1:RFX1,digenic,C161,-0.3082586014715884,0.7347252923978491,0.006148343088421251,True,0.11180527113480193
OPI1:RGR1,digenic,C161,-0.2399358391758273,0.7866783333775919,0.03258341212664763,True,0.11180527113480197
OPI1:RPD3,digenic,C161,-0.4684248896207841,0.6259874915565159,3.569884522951088e-05,True,0.11180527113480196
OPI1:SPT3,digenic,C161,-0.3177296482339603,0.7277995237060872,0.004758111912532023,True,0.11180527113480203
OPI1:YAP6,digenic,C161,-0.35112085447847463,0.7038986794071117,0.001835622827328312,True,0.11180527113480207
OPI1:TFC7,digenic,C161,-0.28064804998106635,0.7552941144848951,0.012534637515145932,True,0.11180527113480211
RFX1:RGR1,digenic,C161,-0.3291763746451787,0.7195161011580163,0.0034621315512726645,True,0.11180527113480201
RFX1:RPD3,digenic,C161,-0.44188545204924,0.6428232653261192,9.428592492593716e-05,True,0.111805271134802
RFX1:SPT3,digenic,C161,-0.21864368951502497,0.8036080011043926,0.05133873351724852,False,0.11180527113480204
RFX1:YAP6,digenic,C161,-0.17819673559416827,0.8367777833196202,0.11191249330671307,False,0.11180527113480204
RFX1:TFC7,digenic,C161,-0.18429821297990168,0.8316877467602825,0.10020270243280137,False,0.11180527113480193
RGR1:RPD3,digenic,C161,-0.500199212838167,0.6064098430529912,1.0509803210275694e-05,True,0.11180527113480196
RGR1:SPT3,digenic,C161,-0.34898764554329437,0.705401845072676,0.0019552112013712405,True,0.11180527113480193
RGR1:YAP6,digenic,C161,-0.3249117117110434,0.7225911471619185,0.003901618672685497,True,0.11180527113480208
RGR1:TFC7,digenic,C161,-0.46528920360368636,0.6279534725192955,4.013547940255784e-05,True,0.11180527113480204
RPD3:SPT3,digenic,C161,-0.44517199037657934,0.6407140699012315,8.381058396189701e-05,True,0.111805271134802
RPD3:YAP6,digenic,C161,-0.5440768305619763,0.5803773227118714,1.747491610314524e-06,True,0.11180527113480193
RPD3:TFC7,digenic,C161,-0.6196127092625495,0.5381528188420768,6.031608951420441e-08,True,0.1118052711348019
SPT3:YAP6,digenic,C161,-0.37961380210073953,0.6841255660571051,0.0007670978918147349,True,0.11180527113480201
SPT3:TFC7,digenic,C161,-0.3550932065120882,0.7011080923231734,0.001630739312329153,True,0.1118052711348023
YAP6:TFC7,digenic,C161,-0.4535134060811743,0.6353918358394991,6.195864522534816e-05,True,0.11180527113480211
FKH1:GCN5,digenic,C181,0.16613214735459259,1.1807291216441547,0.4810271596662403,False,0.23550404924683635
FKH1:MED4,digenic,C181,0.3239187118656387,1.3825349188673817,0.14539934260774884,False,0.22196195706874705
FKH1:OPI1,digenic,C181,1.2241876872683521,3.4014019581599317,6.930657981960701e-08,True,0.22196195706874694
FKH1:RFX1,digenic,C181,1.779668976539162,5.927893821847896,1.775329751164486e-14,True,0.22196195706874713
FKH1:RGR1,digenic,C181,1.4052852845241193,4.076689591838193,7.74064092200047e-10,True,0.22196195706874655
FKH1:RPD3,digenic,C181,1.6742830116616403,5.334968667145783,4.280048392572678e-13,True,0.22196195706874666
FKH1:SPT3,digenic,C181,1.4279496155149385,4.170140029717698,4.2687160016950744e-10,True,0.22196195706874655
FKH1:YAP6,digenic,C181,0.9094574677277474,2.48297507378898,5.2362705641375604e-05,True,0.22196195706874705
FKH1:TFC7,digenic,C181,1.0118992501554356,2.750820553206839,7.1981732657149634e-06,True,0.22196195706874658
GCN5:MED4,digenic,C181,-0.3769751983649322,0.6859330859471345,0.13001911519125114,False,0.24838216968840152
GCN5:OPI1,digenic,C181,-0.21581636978235946,0.805883272807875,0.3601094813054867,False,0.23550404924683654
GCN5:RFX1,digenic,C181,0.42694746932901917,1.5325721525659364,0.07073279436623918,False,0.23550404924683613
GCN5:RGR1,digenic,C181,0.12346181543918988,1.1314068014454275,0.6004517716551436,False,0.235504049246836
GCN5:RPD3,digenic,C181,0.013501327011024009,1.0135928814982411,0.9543166053684664,False,0.23550404924683552
GCN5:SPT3,digenic,C181,-0.0040120331385004315,0.995996004314017,0.9864179944938589,False,0.2355040492468358
GCN5:YAP6,digenic,C181,0.07828217237441959,1.0814277646619355,0.7397912812088736,False,0.23550404924683588
GCN5:TFC7,digenic,C181,0.660732914895664,1.9362108923015389,0.005312931330352177,True,0.23550404924683563
MED4:OPI1,digenic,C181,0.860369163204632,2.3640332467278693,0.00012746436048693288,True,0.22196195706874708
MED4:RFX1,digenic,C181,1.3884519488421785,4.008639667958303,1.1988464197516974e-09,True,0.22196195706874688
MED4:RGR1,digenic,C181,1.0277564150258842,2.7947884500369833,5.214543301977692e-06,True,0.22196195706874677
MED4:RPD3,digenic,C181,1.4410672353524145,4.225202697307464,3.0150880307714714e-10,True,0.22196195706874686
MED4:SPT3,digenic,C181,0.7766906674667733,2.1742649805885264,0.0005291166110282539,True,0.221961957068747
MED4:YAP6,digenic,C181,0.8747593684624819,2.398298118362908,9.861230425615041e-05,True,0.2219619570687469
MED4:TFC7,digenic,C181,0.7679605926719681,2.1553660990391137,0.0006096459727578031,True,0.22196195706874716
OPI1:RFX1,digenic,C181,0.1068709142249318,1.1127905997705754,0.6304848135635,False,0.22196195706874677
OPI1:RGR1,digenic,C181,0.022232630814155982,1.022481617536863,0.9202733909175607,False,0.22196195706874686
OPI1:RPD3,digenic,C181,0.26030799393703963,1.2973295947891108,0.24171811211275204,False,0.2219619570687468
OPI1:SPT3,digenic,C181,-0.23634820028890025,0.7895057199462783,0.2877201791377602,False,0.22196195706874694
OPI1:YAP6,digenic,C181,-0.14449790286093633,0.8654567273843147,0.5154868623996256,False,0.22196195706874702
OPI1:TFC7,digenic,C181,-0.02482006427886546,0.9754854209103683,0.9110315106422884,False,0.22196195706874713
RFX1:RGR1,digenic,C181,0.7882004786253514,2.199434932755214,0.0004381010956131215,True,0.2219619570687469
RFX1:RPD3,digenic,C181,0.9049066188276059,2.4717011019337596,5.696030312619457e-05,True,0.22196195706874688
RFX1:SPT3,digenic,C181,0.6495283907594195,1.9146376552475108,0.00366227772572652,True,0.22196195706874697
RFX1:YAP6,digenic,C181,0.5692853363650596,1.7670037867336505,0.010755166786406058,True,0.221961957068747
RFX1:TFC7,digenic,C181,0.6085081302752288,1.8376877619804868,0.006441335305356391,True,0.22196195706874677
RGR1:RPD3,digenic,C181,0.6500514770597081,1.9156394379615522,0.0036353194229195762,True,0.2219619570687468
RGR1:SPT3,digenic,C181,0.4131781203213935,1.5116142511722808,0.06354405523511544,False,0.22196195706874677
RGR1:YAP6,digenic,C181,0.3347666038101583,1.3976141493355176,0.13243333822413833,False,0.22196195706874705
RGR1:TFC7,digenic,C181,0.2875792936368199,1.3331963019554671,0.19598908048288613,False,0.22196195706874697
RPD3:SPT3,digenic,C181,0.34911973347045444,1.4178189405616213,0.11668194981482041,False,0.22196195706874688
RPD3:YAP6,digenic,C181,0.2397127031223968,1.2708839768689697,0.2809246543749255,False,0.22196195706874675
RPD3:TFC7,digenic,C181,0.0823219252418009,1.0858053017057028,0.7109569877983111,False,0.2219619570687467
SPT3:YAP6,digenic,C181,0.09359673359220404,1.0981168229886602,0.6735272661197973,False,0.22196195706874694
SPT3:TFC7,digenic,C181,0.10900136511291886,1.115163872665018,0.6236876494911576,False,0.2219619570687475
YAP6:TFC7,digenic,C181,-0.0009047883155514636,0.9990956208819748,0.9967499797271793,False,0.22196195706874713
