epoch,val/gene_interaction/Pearson,key,run
0,0.15084178745746613,igb_2391132,s1vx2zgw
1,0.20940755307674408,igb_2391132,s1vx2zgw
2,0.2624843120574951,igb_2391132,s1vx2zgw
3,0.2406930923461914,igb_2391132,s1vx2zgw
4,0.19593776762485504,igb_2391132,s1vx2zgw
5,0.1849006861448288,igb_2391132,s1vx2zgw
6,0.2263031154870987,igb_2391132,s1vx2zgw
7,0.225058913230896,igb_2391132,s1vx2zgw
8,0.20752555131912231,igb_2391132,s1vx2zgw
9,0.19015058875083923,igb_2391132,s1vx2zgw
10,0.2508943974971771,igb_2391132,s1vx2zgw
11,0.23802341520786285,igb_2391132,s1vx2zgw
12,0.23557814955711365,igb_2391132,s1vx2zgw
13,0.22325792908668518,igb_2391132,s1vx2zgw
14,0.21783173084259033,igb_2391132,s1vx2zgw
15,0.2383132427930832,igb_2391132,s1vx2zgw
16,0.21994641423225403,igb_2391132,s1vx2zgw
17,0.23504745960235596,igb_2391132,s1vx2zgw
18,0.2149209976196289,igb_2391132,s1vx2zgw
19,0.21959146857261658,igb_2391132,s1vx2zgw
20,0.17498832941055298,igb_2391132,s1vx2zgw
21,0.18135803937911987,igb_2391132,s1vx2zgw
22,0.22256164252758026,igb_2391132,s1vx2zgw
23,0.22719921171665192,igb_2391132,s1vx2zgw
24,0.19284787774085999,igb_2391132,s1vx2zgw
25,0.1930740475654602,igb_2391132,s1vx2zgw
26,0.20150651037693024,igb_2391132,s1vx2zgw
27,0.2176131308078766,igb_2391132,s1vx2zgw
28,0.1729808747768402,igb_2391132,s1vx2zgw
29,0.2215903103351593,igb_2391132,s1vx2zgw
0,0.0892510712146759,igb_2391133,8aa08xx0
1,0.17582523822784424,igb_2391133,8aa08xx0
2,0.24911731481552124,igb_2391133,8aa08xx0
3,0.2095082700252533,igb_2391133,8aa08xx0
4,0.22544044256210327,igb_2391133,8aa08xx0
5,0.2167578637599945,igb_2391133,8aa08xx0
6,0.16169677674770355,igb_2391133,8aa08xx0
7,0.25193077325820923,igb_2391133,8aa08xx0
8,0.21799622476100922,igb_2391133,8aa08xx0
9,0.21314586699008942,igb_2391133,8aa08xx0
10,0.19139088690280914,igb_2391133,8aa08xx0
11,0.22554562985897064,igb_2391133,8aa08xx0
12,0.20093011856079102,igb_2391133,8aa08xx0
13,0.23605595529079437,igb_2391133,8aa08xx0
14,0.2115550935268402,igb_2391133,8aa08xx0
15,0.23025240004062653,igb_2391133,8aa08xx0
16,0.22926312685012817,igb_2391133,8aa08xx0
17,0.21150074899196625,igb_2391133,8aa08xx0
18,0.19363048672676086,igb_2391133,8aa08xx0
19,0.1889718919992447,igb_2391133,8aa08xx0
20,0.1922084391117096,igb_2391133,8aa08xx0
21,0.22248341143131256,igb_2391133,8aa08xx0
22,0.19829624891281128,igb_2391133,8aa08xx0
23,0.20863744616508484,igb_2391133,8aa08xx0
24,0.1615694910287857,igb_2391133,8aa08xx0
25,0.1726585179567337,igb_2391133,8aa08xx0
26,0.2104642391204834,igb_2391133,8aa08xx0
27,0.212420254945755,igb_2391133,8aa08xx0
28,0.16543835401535034,igb_2391133,8aa08xx0
29,0.2076360434293747,igb_2391133,8aa08xx0
0,0.1681458055973053,igb_2391134,pmkzwwzw
1,0.2047828733921051,igb_2391134,pmkzwwzw
2,0.22341202199459076,igb_2391134,pmkzwwzw
3,0.2698822617530823,igb_2391134,pmkzwwzw
4,0.23658190667629242,igb_2391134,pmkzwwzw
5,0.23613481223583221,igb_2391134,pmkzwwzw
6,0.23823319375514984,igb_2391134,pmkzwwzw
7,0.2378385215997696,igb_2391134,pmkzwwzw
8,0.24652116000652313,igb_2391134,pmkzwwzw
9,0.20428837835788727,igb_2391134,pmkzwwzw
10,0.23953045904636383,igb_2391134,pmkzwwzw
11,0.1807219237089157,igb_2391134,pmkzwwzw
12,0.17879031598567963,igb_2391134,pmkzwwzw
13,0.2408466786146164,igb_2391134,pmkzwwzw
14,0.14744295179843903,igb_2391134,pmkzwwzw
15,0.17669376730918884,igb_2391134,pmkzwwzw
16,0.17926469445228577,igb_2391134,pmkzwwzw
17,0.18970312178134918,igb_2391134,pmkzwwzw
18,0.12315530329942703,igb_2391134,pmkzwwzw
19,0.15650640428066254,igb_2391134,pmkzwwzw
20,0.1718771606683731,igb_2391134,pmkzwwzw
21,0.1406184732913971,igb_2391134,pmkzwwzw
22,0.1710473746061325,igb_2391134,pmkzwwzw
23,0.14394110441207886,igb_2391134,pmkzwwzw
24,0.13141217827796936,igb_2391134,pmkzwwzw
25,0.16156448423862457,igb_2391134,pmkzwwzw
26,0.13360720872879028,igb_2391134,pmkzwwzw
27,0.1253344565629959,igb_2391134,pmkzwwzw
28,0.1189604327082634,igb_2391134,pmkzwwzw
29,0.13499575853347778,igb_2391134,pmkzwwzw
