n_shared_genes,mean_response_spearman,n_mean_genes,mantel_genes,mantel_spearman,mantel_null_mean,mantel_null_sd,n_perm,cross_median,cross_p95,cross_max,n_v_conditions,n_h_conditions
3550,0.13812229579769236,3550,1351,0.05589033294851516,-0.0010861913858552905,0.00839149837138914,20,0.011432302338591088,0.07616527996044155,0.22248371872194145,41,123
