run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,test_pearson,test_mae,val_r2,test_r2,val_mae,test_mse,val_spearman,test_spearman,val_pearson,val_mse,val_rmse,test_rmse
vj7nueog,True,100000,sum,['fudt_downstream'],,500,5,18704824.0,0.5901111642014054,0.0911128333325216,0.3069562015759326,0.3001572378397158,0.09103939112827568,0.0148915463880634,0.6050133527837758,0.6055757116774007,0.5956267571798662,0.014907378712784938,0.12209577680159514,0.12203092390072035
bk5byzys,False,100000,mean,['fudt_downstream'],,500,5,18690414.0,0.5550360780236897,0.09279276863725876,0.2777146364600548,0.2682304458731656,0.09283804036454216,0.015570897992878658,0.5687332706126157,0.5674272952706733,0.5656442769603992,0.015536365057267337,0.12464495600411328,0.12478340431675462
1vsxd56p,True,100000,mean,['fudt_downstream'],,500,5,18698918.0,0.5866925815354369,0.09539989774279606,0.2613818206606431,0.25250693796691803,0.09500855517660067,0.015905469356660713,0.5839511801513749,0.5777570602069452,0.5994234373412195,0.015887684080858114,0.126046356872613,0.12611688767433454
bazvd6pi,True,100000,mean,['fudt_upstream'],,500,5,18699150.0,0.6128320253804727,0.09034629245367178,0.30797662096952605,0.31094064503902585,0.0900953238479158,0.01466209254898358,0.6015007508745723,0.6043921477808779,0.6074250018179919,0.014885429481898292,0.12200585839171123,0.12108712792441474
7reltly2,False,100000,mean,['fudt_upstream'],,500,5,18685784.0,0.6145694516493777,0.08721215217871078,0.32939616695831964,0.3377003619490728,0.08788217028014474,0.01409268812381337,0.6106222085273133,0.6148710013773949,0.6049659071027278,0.014424694843428188,0.12010285110449372,0.11871262832493168
gxjm0016,False,100000,sum,['fudt_upstream'],,500,5,18703118.0,0.6296633655018289,0.0859068604115843,0.34385267066807257,0.35394898757272564,0.08647465899745575,0.0137469430860709,0.6299979066285026,0.6346508152273447,0.6186600704694625,0.014113735310777987,0.11880124288397823,0.11724735854624145
c07h3vtw,True,100000,sum,['fudt_upstream'],,500,5,18702884.0,0.6296480735476522,0.0860414715809182,0.34448608733091757,0.3533271945963429,0.08649719538906786,0.013760173856541389,0.6286131025048912,0.6349431391949502,0.619577717731005,0.0141001105123201,0.11874388621028074,0.11730376744393757
flgow0z9,True,100000,sum,['prot_T5_all'],,500,5,18654600.0,0.661422956948819,0.08266791046666402,0.41487781193567086,0.3977683108344213,0.08152643572516663,0.012814537236747223,0.6899282944025235,0.6749139485442505,0.6769032667848248,0.012585983844834897,0.11218727131379432,0.11320131287554586
ebao9wfg,True,100000,mean,['prot_T5_all'],,500,5,18665812.0,0.6515165932434968,0.08633187250258659,0.3718510360195299,0.3621157301066693,0.0858209536195783,0.013573167729863474,0.6550370156844313,0.6509360465849253,0.6610888909600104,0.013511490205083096,0.11623893583942987,0.11650393868819832
4nomw3d2,False,100000,sum,['prot_T5_all'],,500,5,18651914.0,0.6626223772340608,0.0825594153852113,0.4132617785125914,0.39828866650705297,0.08168577693759393,0.01280346489156305,0.6879037268534308,0.6757481930996929,0.6752456320193728,0.012620744739175405,0.11234208801324375,0.11315239675571635
7gvpzztt,True,100000,mean,['prot_T5_no_dubious'],,500,5,18647190.0,0.6530061421260026,0.08620393962825788,0.3740904938565809,0.36412552432318135,0.08559436884611646,0.013530402489692572,0.6581037883435771,0.6545063447769451,0.6626625754141681,0.01346331944565325,0.11603154504553169,0.11632025829447153
7c30aibh,True,100000,sum,['prot_T5_no_dubious'],,500,5,18639068.0,0.6612428394827233,0.08259855101608467,0.41583838989168487,0.3976640509916968,0.08148277214675605,0.012816755721195864,0.6915198539203783,0.6742648489114158,0.6777644225963859,0.012565321803841217,0.11209514620999973,0.11321111129741579
3efnjhs2,False,100000,sum,['prot_T5_no_dubious'],,500,5,18652724.0,0.6621965883182176,0.08256998146258183,0.4152101097214904,0.398534590798322,0.08146561482922482,0.012798232011851495,0.6909315906300044,0.6760288674491958,0.6770414974193005,0.012578836116293214,0.11215541055291632,0.11312927124246622
use39u8y,False,100000,sum,['esm2_t33_650M_UR50D_all'],,500,5,18654526.0,0.6577171479596926,0.08240914394902121,0.4059523779476766,0.39482217271063735,0.08156824703141113,0.012877226393380844,0.6754763210324393,0.6699080529511099,0.6680110693156366,0.01277797001502724,0.11303968336397284,0.1134778674164299
qlqig6ad,True,100000,mean,['esm2_t33_650M_UR50D_all'],,500,5,18653992.0,0.6555264622265127,0.08616481497753335,0.36085716365368936,0.3595547018379749,0.08624402371755023,0.013627662358266405,0.6635106227056529,0.6610331470128896,0.6547852853540975,0.013747968504507,0.11725173134972038,0.1167375790320598
ilgyv7xy,True,100000,sum,['esm2_t33_650M_UR50D_all'],,500,5,18652314.0,0.6586378930429326,0.0823837969448961,0.4049834734450371,0.3947898953115356,0.08167638573409775,0.012877913205350616,0.676424311255123,0.6715094435272603,0.6676889521767045,0.012798811160118237,0.11313183088820863,0.1134808935695812
mhon1hbl,False,100000,sum,['esm2_t33_650M_UR50D_no_dubious'],,500,5,18651824.0,0.6601832967578546,0.0822635974006105,0.4066833028758555,0.3968641475788084,0.08151709064980611,0.012833776399872638,0.6771252863494458,0.6731500327452813,0.6688949217753758,0.012762247812852208,0.11297011911497752,0.11328625865422795
ixmbaema,True,100000,mean,['esm2_t33_650M_UR50D_no_dubious'],,500,5,18644130.0,0.6548467602031209,0.08608914046698735,0.36310850093964264,0.36048468948674206,0.0860241569335419,0.013607873692925073,0.664943943406646,0.6626761345380093,0.6563480589476945,0.013699542218017986,0.11704504354315046,0.11665279119217453
4kaz197n,True,100000,sum,['esm2_t33_650M_UR50D_no_dubious'],,500,5,18635832.0,0.6585987704878605,0.0823449210660358,0.40623211984520136,0.39552269959830855,0.08152112484272438,0.012862320289884623,0.677356770687172,0.671084581600861,0.6687855366537381,0.01277195276414394,0.11301306457283573,0.11341216993728946
yhl09o6d,False,100000,mean,['normalized_chrom_pathways'],,500,5,21427722.0,0.4587797854175069,0.09570002773487007,0.21044670168603052,0.20973741337178164,0.09560476359101752,0.016815537151800706,0.398385589800846,0.3767131695391211,0.45972371472332274,0.01698329897570592,0.13031998686197724,0.12967473598122614
kf4gy63d,True,100000,mean,['normalized_chrom_pathways'],,500,5,21340500.0,0.49735691350387967,0.0932518087120251,0.2631967082828599,0.2465502279054187,0.09180543819986328,0.01603221871951366,0.46813928606734695,0.43568540410812046,0.5146981525349467,0.01584864583079794,0.12589140491232093,0.1266183980293293
czsu6c0t,False,100000,sum,['normalized_chrom_pathways'],,500,5,21341728.0,0.49431572352931735,0.0933227006939673,0.2531829295889134,0.24331466036014515,0.0924610166307174,0.01610106647617749,0.45383651668038794,0.437010990705577,0.5043144552146949,0.016064042305993488,0.12674400303759342,0.12688997783977066
6w915lz4,True,100000,sum,['normalized_chrom_pathways'],,500,5,21330458.0,0.4964164195153347,0.0931349308123808,0.2536336062462162,0.24522620052370236,0.09235432218023835,0.016060391926753858,0.4553302069558483,0.4396506303428548,0.5048660708927761,0.01605434824679737,0.12670575459227323,0.12672960161996036
ai0c9e5t,False,100000,mean,['random_1000'],,500,5,18603972.0,0.6887078884358064,0.0858276897449348,0.365196350728711,0.3600336080932752,0.08579318779169579,0.013617471991084032,0.7576698229113691,0.7564619609512439,0.6933018591849932,0.01365463254914594,0.1168530382538081,0.11669392439661985
yyz91g20,True,100000,sum,['random_1000'],,500,5,18619460.0,0.6710342363026144,0.08614791768222187,0.361415970582016,0.35829802378849573,0.08601423281113983,0.01365440247830553,0.7458615061039411,0.7477775753709706,0.6724159382333724,0.01373594856215006,0.11720046314818923,0.11685205380439631
kal9etdm,False,100000,sum,['random_1000'],,500,5,18622712.0,0.6698328061845317,0.08629147790559295,0.3616178296367565,0.3571988562228541,0.08608170306399393,0.013677791024529089,0.7461976053196113,0.7494515570615038,0.672509965154241,0.013731606571957716,0.11718193790835564,0.11695208858557887
6ku12wdw,True,100000,mean,['random_1000'],,500,5,18629830.0,0.72535566755596,0.08762418549120549,0.36047318714955934,0.35670691592009207,0.08735208414721607,0.013688258735613397,0.7365797437060093,0.7411547172653429,0.72261354086872,0.013756227842772336,0.11728694660008988,0.11699683216059055
puognon0,False,100000,mean,['random_100'],,500,5,18605698.0,0.6862048108290996,0.08589174741195152,0.36446274020596114,0.3582898624002242,0.08579180698392821,0.013654576139731507,0.7548305477924816,0.7552632014835848,0.692336583548276,0.013670412518485806,0.11692053933542133,0.11685279688450553
eb1j4bsp,True,100000,mean,['random_100'],,500,5,18631214.0,0.7248541037618099,0.0874511265867346,0.36079726891396857,0.35766610537555665,0.08738480853042034,0.01366784870204114,0.7356868429850828,0.7398291249550291,0.7234116147319148,0.013749256840929536,0.11725722511184347,0.11690957489462162
3rcxe39r,False,100000,sum,['random_100'],,500,5,18624080.0,0.6711159357000177,0.08618136913132608,0.3617781770728161,0.3582845736911756,0.08606646067376218,0.013654688675090005,0.7449792395691509,0.7477476623163297,0.6729604519149545,0.013728157497079044,0.1171672202327897,0.11685327840967923
dxct8hqo,True,100000,sum,['random_100'],,500,5,18619716.0,0.6694822360617938,0.08617417281372679,0.36142144664837383,0.35787327355287923,0.08600048919057435,0.01366344049109786,0.7463842858333324,0.7454060514832346,0.6719499274121157,0.013735830771910484,0.11719996063101082,0.1168907202950596
ywiae8cd,False,100000,sum,['random_10'],,500,5,18624758.0,0.6694251483684655,0.08633061918723864,0.3619209122739237,0.35656328828280903,0.08606886715725418,0.013691314904425668,0.7437559059341353,0.7469908170869779,0.6722480678972178,0.013725087261542136,0.1171541175611943,0.11700989233575795
kovaorwp,True,100000,mean,['random_10'],,500,5,18629532.0,0.7208631315734055,0.08765198526423829,0.3610849996046034,0.35331552209171546,0.08737207142298924,0.013760422228966628,0.7375578973216645,0.7377336490383481,0.7234375770845618,0.013743067751030258,0.11723083106005117,0.11730482611114783
k78w22ra,True,100000,sum,['random_10'],,500,5,18625144.0,0.6710922146547789,0.08620219068288774,0.36070946306030593,0.3580069092212743,0.08612479754738792,0.013660596935569955,0.7437061681572241,0.7471438458803643,0.6717601214175817,0.013751145545679112,0.11726527851704063,0.1168785563547478
k2sqp3zx,False,100000,mean,['random_10'],,500,5,18605280.0,0.6902173111626717,0.08572608985969903,0.36427836801910385,0.36089913927673145,0.0858053934314015,0.013599054857313915,0.75580183685965,0.7601541425053987,0.6931323024498022,0.01367437836598323,0.11693749768993363,0.11661498556066419
ab1pvhgw,False,100000,mean,['random_1'],,500,5,18603224.0,0.68964309708189,0.08578763523527705,0.3665063166005922,0.361200184075914,0.08568860225346464,0.01359264910042922,0.758023784043559,0.7567416404532399,0.6956275654163293,0.013626455170750288,0.11673240839951127,0.11658751691510211
9kvvlj5s,True,100000,mean,['random_1'],,500,5,18630608.0,0.7228623415362642,0.08756840631777854,0.3603421119247816,0.35593493567592016,0.08736153502148526,0.013704685253451872,0.7342882392702036,0.7359943350511344,0.7211899571286882,0.013759047272107205,0.11729896534968756,0.11706701180713494
oz8omx05,False,100000,sum,['random_1'],,500,5,18623884.0,0.6700253978494077,0.08622803691575268,0.362135843736052,0.35786351380240133,0.08596885919608731,0.013663648163141974,0.7455915082327452,0.7466164907828542,0.6730280334651101,0.013720464083742223,0.1171343847200395,0.11689160860875332
4008ka74,True,100000,sum,['random_1'],,500,5,18624806.0,0.6699364191384062,0.08624851653350395,0.36302633653553473,0.3574094099017049,0.08600220332978119,0.013673310775471277,0.7443111232029057,0.7449942273082273,0.6738089518196397,0.013701309575133849,0.11705259320123518,0.11693293280967204
agm9z5gq,True,100000,sum,['codon_frequency'],,500,5,19245952.0,0.6235428538405725,0.08562093243422063,0.3707140382129126,0.365393458171957,0.08504763271631453,0.01350342286405816,0.616320338204061,0.5948784806555217,0.6293492063643215,0.013535947038745546,0.1163440889720898,0.11620422911434058
7ot7s3hj,True,100000,sum,['normalized_chrom_pathways'],,500,5,21340808.0,0.4951556073393205,0.09321430753728996,0.2538713525179759,0.2440783378534539,0.09235644467670807,0.016084816627737215,0.4551983433323271,0.4398104729984872,0.5051570505131273,0.016049234322224736,0.12668557266802222,0.12682593042330584
ywtmu1kp,True,100000,sum,['fudt_upstream'],,500,5,18697610.0,0.6302359710552196,0.08596358568101181,0.343710863524447,0.35425186139946363,0.08654584736879993,0.013740498410374497,0.6275197820752113,0.6355251258078505,0.6182219425821888,0.014116785583789608,0.11881407990549608,0.11721987207967127
tvtvcjo4,True,100000,sum,['calm'],,500,5,18680104.0,0.6698468597205721,0.08253142609100474,0.4035829649763253,0.402340596630969,0.08215362285027428,0.012717246231223932,0.6719505111569222,0.6622708721901023,0.6692530865006686,0.012828936110635106,0.1132648935488623,0.11277076851393686
acakvsu2,True,100000,sum,['codon_frequency'],,500,5,19248130.0,0.6254032089959712,0.0854329501273205,0.37130116629708687,0.3671324320909549,0.08500096969374782,0.013466420251210592,0.6171309016435239,0.5986625743035546,0.6299496511850409,0.01352331790805626,0.11628980139314135,0.11604490618381572
rh1cezae,False,100000,sum,['codon_frequency'],,500,5,19242874.0,0.6242609447967393,0.08550677206721222,0.3697658002770609,0.3663172739420047,0.08501544239114896,0.01348376552652819,0.6132382934339489,0.5977284560591628,0.6280375379754439,0.013556343645787868,0.11643171237162094,0.11611961731993518
jkj5so5h,True,100000,sum,['normalized_chrom_pathways'],,500,5,21345670.0,0.49530610048344215,0.09318854211762768,0.25427450410764574,0.2442472825687104,0.09240090004670956,0.016081221751573185,0.45476701336156405,0.4389667981640643,0.5055091342876651,0.016040562527686587,0.12665134238406867,0.12681175715040457
uwpvr4gk,True,100000,sum,['codon_frequency'],,500,5,19247424.0,0.6241789365307288,0.0855356256711215,0.36915812607493026,0.3659548497861184,0.08511535402395479,0.01349147733898286,0.6157267967501318,0.5962278517784448,0.6276956384590504,0.013569414723670317,0.11648783079648413,0.11615281890243931
lvxbyb85,True,100000,sum,['random_1000'],,500,5,18620382.0,0.6706857009727016,0.0862818473681856,0.36113044101311154,0.35762397050725026,0.08607600433052785,0.01366874526535488,0.7436718189569159,0.746289399474376,0.6716309938853373,0.01374209030589993,0.1172266620948491,0.11691340926238906
j50sp7hm,False,100000,sum,['random_1000'],,500,5,18620698.0,0.6696024396864183,0.08624317165225372,0.3619484893945472,0.35677885338090287,0.08606449437954672,0.013686728020297578,0.7486605323429207,0.7486563564631774,0.6733651754722125,0.013724494077414554,0.11715158589372383,0.1169902902821323
7axriirs,True,100000,mean,['random_1000'],,500,5,18630202.0,0.7231834048443866,0.08767129568173672,0.36027181958432,0.35559772840084913,0.08743075800684855,0.013711860490591728,0.7358218827301648,0.7363674126433329,0.722749299062136,0.013760559261020823,0.1173054101950154,0.11709765365109469
tajgxb9s,False,100000,sum,['random_1000'],10.0,200,10,177144.0,0.4875943883825633,0.0976363858781882,0.2048966231887266,0.19744433517790028,0.09744644597392596,0.01707711440039751,0.5165392831658122,0.5145250002736784,0.49705931766211187,0.017102681217107014,0.1307772197942249,0.13067943373154595
iacd3hu2,False,100000,sum,['random_1000'],10.0,100,10,88876.0,0.4899352618736408,0.09758068512575048,0.20497792430648945,0.19930319539714725,0.097278661750792,0.017037560796816054,0.5176303623608306,0.5136903895138885,0.4970238897043521,0.01710093242928867,0.13077053349011264,0.13052800771028436
avdb8whf,False,100000,sum,['random_1000'],10.0,200,5,221866.0,0.4923743727277333,0.09741061152525109,0.20719843199685517,0.19996108026125392,0.0972178206494721,0.017023562048094826,0.5300346838160173,0.5257935989714924,0.5017740947577509,0.017053169287694726,0.1305877838379024,0.13047437314697022
nze0ftb3,False,100000,sum,['random_1000'],10.0,100,5,109942.0,0.4849540517099655,0.09764408597242526,0.20261749317460487,0.19668804146556929,0.09762924837627213,0.017093207133664357,0.5152080051459745,0.5137113811294975,0.49203393216364144,0.017151705325443956,0.1309645193380404,0.13074099255269694
f3kqrokg,False,100000,sum,['random_1000'],10.0,200,2,286622.0,0.4918976165706441,0.09748697199770873,0.20638708636521952,0.19986370658534905,0.0973413082242466,0.017025634005811783,0.5254618047379244,0.5235554958760211,0.5006586292975329,0.01707062133996799,0.13065458790248427,0.13048231299993032
7nglpien,False,100000,sum,['random_1000'],10.0,100,2,143436.0,0.48745079906649624,0.09770456451267356,0.20442896150120216,0.1964714611736994,0.09749473716868128,0.017097815619509328,0.5162042898496428,0.5154042061495003,0.4968439331124458,0.01711274062446516,0.13081567423082435,0.1307586158519175
owczhp2n,False,100000,sum,['random_1000'],5.0,500,10,31088.0,0.3286977335213357,0.10448734714392822,0.10170635231998904,0.09801033608710752,0.1046075039232684,0.019192912534024657,0.27223182153722325,0.2770544863084166,0.33607154632520037,0.01932230492748882,0.13900469390451828,0.13853848755499193
j9hm2gxu,False,100000,sum,['random_1000'],5.0,200,10,12452.0,0.3286570139134433,0.10448152673077146,0.10246680731297886,0.09776849169172808,0.10456323174748149,0.019198058600008634,0.2765375084734588,0.2793452262748323,0.33812487150430875,0.019305947533338114,0.13894584388652334,0.13855705900461598
3tjr4rw2,False,100000,sum,['random_1000'],5.0,100,10,6202.0,0.3277123772479844,0.104509375120595,0.10170801195186197,0.09745107443315892,0.10462328761363292,0.019204812736917563,0.2753614214545718,0.28006834510826556,0.3358881137406719,0.01932226922879141,0.1390045654962146,0.13858142998583023
qh8mcww0,False,100000,sum,['random_1000'],5.0,500,5,31338.0,0.3285007229405877,0.10446852209596894,0.10206770480921155,0.09802845431658624,0.10457606524477989,0.019192527006775765,0.274664516216193,0.27935920641608325,0.3366655684112971,0.019314532231999883,0.1389767327001174,0.1385370961395386
ato0w1x7,False,100000,sum,['random_1000'],5.0,200,5,12516.0,0.3287901308766075,0.10445653355203018,0.101720715872058,0.0982013412064362,0.10458328602048896,0.01918884824737538,0.27353302385269956,0.2777539611418841,0.3362348851487957,0.01932199596734685,0.1390035825701872,0.13852381833957428
xozxlwro,False,100000,sum,['random_1000'],5.0,100,5,6258.0,0.3269634117247986,0.10452014442604428,0.10157787722828582,0.09721405828970596,0.10461622119972767,0.01920985606534187,0.27560449826208006,0.28024440822811963,0.336371531635001,0.01932506842793646,0.13901463386254148,0.1385996250548387
9sqj331f,False,100000,sum,['random_1000'],5.0,500,2,31446.0,0.32735268000202034,0.10450495570097772,0.1014301197007621,0.09737112476773846,0.10461593017695574,0.019206513939267134,0.2721747329140637,0.2767052206370235,0.3353748254670909,0.019328246693762475,0.13902606479995927,0.13858756776589715
2tkn4msm,False,100000,sum,['random_1000'],5.0,200,2,12582.0,0.3296159418083895,0.10442883500758789,0.10165810162348254,0.09844120013101564,0.10458352381352432,0.019183744429067763,0.27368352181616734,0.27780766400323725,0.3358901211324185,0.01932334280043078,0.13900842708422673,0.13850539494571237
549gc4ft,False,100000,sum,['random_1000'],5.0,100,2,6284.0,0.3277255650443669,0.10452259805293912,0.10117251926544946,0.09764249923456549,0.10460830259087488,0.01920073952009787,0.2695949464992426,0.2733848896554352,0.3344469023033684,0.01933378768158246,0.1390459912459991,0.13856673309311246
7952y4fe,False,100000,sum,['random_1000'],,500,10,9307050.0,0.6682541150026068,0.08639280840083735,0.3585965395608266,0.3546398010702073,0.08629925881321375,0.013732243668145232,0.7452005560632383,0.7456413103601239,0.6704298313295749,0.013796594550301198,0.11745890579390393,0.11718465628291629
wjoij8he,False,100000,sum,['random_1000'],,200,10,3721346.0,0.6623648659648682,0.08668930155918883,0.3547739784170819,0.35277235337335877,0.08661674766590761,0.013771979999659272,0.7281455488847172,0.7315895874200863,0.6626667035023316,0.013878817876954082,0.1178083947643549,0.11735407960381809
hkqn2x5i,False,100000,sum,['random_1000'],,100,10,1860972.0,0.6507123433049896,0.08688778251161226,0.3495360746527608,0.34768773418381405,0.08689361450113098,0.013880172648952402,0.7039203051592694,0.7113978777775984,0.651131706576209,0.0139914852368719,0.1182856087479449,0.11781414451988523
7c5371pa,False,100000,sum,['random_1000'],,500,5,18619552.0,0.6705312528834894,0.0862175659259894,0.3600122115140568,0.3576610149341317,0.08615672101609023,0.013667957018578389,0.7429603035247625,0.7468030241478425,0.6708401535728268,0.01376614343308774,0.11732920963292875,0.11691003814291734
cfxdl226,False,100000,sum,['random_1000'],,200,5,7449204.0,0.6623068833534375,0.08645341185267776,0.35804187798843023,0.3543510059860693,0.08636771838191788,0.01373838877048052,0.7290743228983535,0.7318047016469388,0.6655586244793273,0.013808525326012549,0.1175096818394661,0.11721087308983122
tt45dvk5,False,100000,sum,['random_1000'],,100,5,3725366.0,0.6492397248617758,0.08710038721963496,0.35400148960961886,0.34656007593454474,0.08654749710893012,0.013904167431833404,0.7075231429528194,0.7041647742812703,0.6553272496064555,0.01389543411856886,0.11787889598468786,0.11791593374872374
jo60imq1,False,100000,sum,['random_1000'],,500,2,50356698.0,0.6724186341266134,0.08623057474376365,0.3625815163186508,0.3590924184530774,0.086009746228839,0.013637499017074424,0.7478598476203394,0.7496455526433463,0.6739270916418948,0.013710877662240708,0.11709345695742657,0.11677970293280603
k3jhxgaf,False,100000,sum,['random_1000'],,200,2,20145776.0,0.6649674926646794,0.08632681501043628,0.3594414224790411,0.3565361905744172,0.0864132905222456,0.013691891500774656,0.7253986653168526,0.7319778674532369,0.6666808730507292,0.013778421110673822,0.1173815194597251,0.11701235618845839
vcat2gwt,False,100000,sum,['random_1000'],,100,2,10071844.0,0.6520124699838726,0.08699389768915856,0.35383177266598886,0.3496654552384485,0.08659459103535173,0.013838089874906373,0.7060381972343753,0.7045999591486147,0.654780031548,0.01389908473164472,0.11789437955918305,0.11763541080349221
dxkfosf6,True,100000,sum,['random_1000'],10.0,500,10,445832.0,0.4929698798364959,0.09746501021166844,0.20667521457004023,0.1998777627293767,0.09729700772824222,0.01702533491331252,0.5293291048415288,0.5277826812044423,0.5021266504953431,0.01706442369953478,0.13063086809607743,0.1304811668912894
zc1fyf6z,True,100000,sum,['random_1000'],10.0,200,10,177888.0,0.48994933847069905,0.09754760986743212,0.20563957823672863,0.19877663379484967,0.09735277338407516,0.01704876519436184,0.5195214297945645,0.5170202485682445,0.4985218748955873,0.017086700246939868,0.13071610553768753,0.13057092017123048
ixeenang,True,100000,sum,['random_1000'],10.0,100,10,90012.0,0.4893792610121445,0.09748949279703271,0.2028519614752894,0.19894423685214635,0.09757263452500092,0.01704519886655585,0.5087425406894345,0.5103364482840069,0.4924705880495208,0.017146661910060406,0.13094526303024637,0.13055726278746752
8on8tcwp,True,100000,sum,['random_1000'],10.0,500,5,548488.0,0.491407020934413,0.09753189361067229,0.20621533712049855,0.19922581342758627,0.09734343613841448,0.017039207362661443,0.5255583367377182,0.5227968825323037,0.5007998701972233,0.01707431566785969,0.13066872490332065,0.13053431488563244
byj8g07l,True,100000,sum,['random_1000'],10.0,200,5,218662.0,0.4924308633267114,0.09745720900384292,0.20535144538102768,0.20028339499341907,0.097416737323672,0.017016703700698653,0.5184006203424409,0.5222255873431171,0.4983629370043549,0.017092897987413553,0.13073981026226691,0.13044808814504968
emjtl1db,True,100000,sum,['random_1000'],10.0,100,5,109422.0,0.4870833233698336,0.09756001779428772,0.2046091028153575,0.19815686339972705,0.09745500111685128,0.017061952927504107,0.5112789878522336,0.5128025741102561,0.49577053562288487,0.017108865783079904,0.1308008630823203,0.13062141067797464
eppbl2ai,True,100000,sum,['random_1000'],10.0,500,2,715902.0,0.4927316621346936,0.09750685117074626,0.20708604846426637,0.19976256858915753,0.09729181392921772,0.01702778606230692,0.5270767953593123,0.5260676725838405,0.5022470959599631,0.01705558665855237,0.13059703924114194,0.13049055928421383
41d9ita7,True,100000,sum,['random_1000'],10.0,200,2,286546.0,0.4900379630903843,0.09751298152403085,0.20633649938105547,0.19860581308503863,0.09739331989024524,0.017052399988720993,0.5231032938306001,0.5180298117480451,0.4997716479499093,0.01707170946647974,0.13065875197046595,0.13058483828041062
pu8ko5w4,True,100000,sum,['random_1000'],10.0,100,2,142584.0,0.48390757776127463,0.0976784965126243,0.2039494341628849,0.19634886565016552,0.0974394337755926,0.01710042425822703,0.5158039031397444,0.5121388601512948,0.494909079691159,0.017123055262085015,0.13085509261043307,0.1307685904880336
