run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
y0kbnnit,True,1000,mean,['random_10'],10.0,200,5,31250.0,0.056921002950011,-0.0250390733848548,0.2617415617853912,0.0130965384973568,0.2535878456349738,0.0366389074259616,0.1197995868318768,0.1133150920063144,0.0231994597193689,0.0239498381082454,0.1523136885488922,0.1547573523560203,0.0253663322043143,0.7197565042941001,0.014678179072731,0.7601193155910552,0.0430932797407482,0.7611114174441136,-0.0362147661384644,0.7365501376821947,0.0064755630530514,0.7570390376555655,0.1594573130929626,0.9711138387049874,0.1916067121400206,0.9804125205876848,0.2399744539542066,0.9783758134852611,-0.0490994906105813,0.976845057111223,0.1160207580436483,0.9807686140774056,0.1429387878780396,0.957436090320995,0.1638975276697666,0.9693888877574725,0.282511592499545,0.9715066335292062,-0.0528965922510321,0.9684197384020372,0.2098419821219157,0.9736402547964402,0.0194768193412578,0.0057395975982594,0.0167267880054937,0.0050844589963213,0.0197993670093018,0.0048461719015604,0.0255122746722698,0.0050821800534534,0.0191525702101846,0.0050186444990994,0.1114516153763119,0.0604184058095066,0.1037062337461511,0.0566488246867327,0.1099599776560411,0.0550412127849571,0.1207060859429986,0.0571036588179451,0.1041723147347017,0.0567033229047064,0.1395593756838209,0.0757601319841741,0.1293320842076466,0.0713053924771568,0.1407102235422212,0.0696144518154129,0.159725623092445,0.0712894105281664,0.1383928112662816,0.070842391963424,0.0106797175864761,0.0295765569069848,0.7469152825334058,0.0181893005390692,0.1315919493240514,0.1106987759951282,0.9775031687933124,0.0039097832257328,0.1492586595836469,0.1250476570972297,0.96807832096123,0.0062805186737891,0.0201335638477016,0.0032419901744054,0.0051542106097388,0.0003413200957431,0.1099992454912409,0.006897508092976,0.0571830850007696,0.0019733747486734,0.1415440235584831,0.0111160493531415,0.0717623557536668,0.0023385108570913
5kogrrf2,True,1000,mean,['random_1'],,100,5,36960.0,0.0550853120381434,-0.0528337736535893,0.2476548605306565,-0.0439941385679334,0.2535240900483904,-0.0677314574628013,0.1183340132239511,0.116697209474224,0.0232446171637615,0.0245992558611757,0.1524618547826358,0.1568414991677131,0.0669611654535441,0.837244400160903,-0.000603144497357,0.841795712725324,-0.0035071655956113,0.8427891778798392,-0.0255037399177613,0.8387717645448158,0.029632550498751,0.8413850103869538,0.2739094570593889,0.9847824270451976,0.1719564871377384,0.985186673623246,0.1138348658541475,0.985382050088654,0.0147379421666772,0.985626853551792,0.1780777936524523,0.9855110033710364,0.2634324809610418,0.978901109981232,0.169017919120598,0.9809440906456542,0.150654298834546,0.9805645542718588,0.0389072372711484,0.9818052148884684,0.2183502043992281,0.9803536820628884,0.0186455992844366,0.0033333571135585,0.0169862032080919,0.0033532637847532,0.0207635773136892,0.0031892301449848,0.0252485623108036,0.0031102347713333,0.0187061636484366,0.0032763792068279,0.1086529402540605,0.0435267416724379,0.1042068054165074,0.043446867471133,0.1141181431060811,0.0427404164247716,0.1198853576203912,0.0416917001781955,0.1032436046845942,0.0438386055713525,0.1365488897224604,0.0577352328613863,0.1303311290831623,0.0579073724559597,0.14409572274599,0.0564732692960561,0.1588979619466646,0.0557694788511905,0.1367704779856991,0.0572396646288916,0.013395933188313,0.0358041036112543,0.8403972131395673,0.0023040916119277,0.1505033091740809,0.0951662728978089,0.9852978015359852,0.0003312055060483,0.1680724281173125,0.0845714582076714,0.9805137303700204,0.0010585231783225,0.0200700211530916,0.00318972282263,0.0032524930042916,0.0001018625289864,0.1100213702163269,0.0069946705711176,0.0430488662635781,0.0008584141087238,0.1413288362967953,0.0109647836324555,0.0570250036186969,0.0008958003259715
ee546r70,False,1000,sum,['nt_window_five_prime_1003'],5.0,100,5,3472.0,0.1221694626325929,0.124167756386666,0.3812223308197137,0.4492415117721842,0.2532053121154741,0.3114032559058762,0.1141671342987507,0.1076127684942011,0.021594367233064,0.0204636496199644,0.1469502202552416,0.1430512132767998,0.0396508225336779,0.4027352814035474,0.0619958439730944,0.4313094820322964,-0.0175950555650867,0.4561687502296451,0.1108520742635125,0.419355369428123,0.0138341552622515,0.4426494537369738,0.2187095437577001,0.7430946806706258,0.2789173167868162,0.761623214989489,0.1107556852048608,0.7769798478644532,0.3823172640935837,0.7954702891949463,0.1568356479928789,0.7690898321364938,0.2335756897560413,0.6175918923525325,0.2607379528868468,0.652675896388388,0.0714019189266966,0.6535058586838473,0.2543704546503046,0.6893529120998576,0.0977425535242726,0.676690448100214,0.0191913618953272,0.0122324307143916,0.0159235250178147,0.012053840964011,0.0210550699931603,0.0110323385639874,0.0218913943778302,0.0112011467141229,0.0190107156682189,0.0115127312062075,0.1095290512089516,0.0875146852696072,0.0996864538922086,0.0883500064411981,0.111618344050038,0.0842677956302844,0.1114318841247115,0.0847666983950269,0.1039864288682446,0.0857979956778782,0.1385328910234939,0.1106003196848527,0.1261884504137156,0.1097899857182388,0.1451036525838008,0.1050349397295368,0.1479574073097735,0.1058354700189071,0.1378793518559576,0.1072973960830715,0.0417475680934899,0.0487096689313643,0.4304436673661171,0.0206289586995744,0.2295070915671679,0.1064095172513999,0.7692515729712017,0.0192973335830731,0.1835657139488324,0.0914004858134979,0.6579634015249678,0.027448541851856,0.0194144133904703,0.0023035957951901,0.0116064976325441,0.0005231320160671,0.1072504324288309,0.0052350449928052,0.086139436282799,0.0017522813649839,0.1391323506373482,0.0084114799973219,0.1077116222469214,0.0024248880078877
inxrzgwl,True,1000,mean,['nt_window_five_prime_1003'],10.0,500,5,74438.0,0.074009073971164,0.0373989330724882,0.291851323337399,0.194417908076188,0.2531925609981574,0.1589827651212552,0.1182067208051883,0.1115516296270566,0.0227790983110701,0.0224909862602695,0.150927460427419,0.1499699511911288,0.0168006020057248,0.7063038763481739,-0.0301596415518612,0.7282935496695593,0.0072553166540583,0.7397307562410156,-0.0137489767994181,0.7304332647086986,-0.0052470939022832,0.7225041955577332,0.1519591325446958,0.9550809360962133,0.1398657333837454,0.9586393515362344,0.1511315542109807,0.9638319879442484,0.0795810883950694,0.9571710149011132,0.1153911080864189,0.9553674371188062,0.162991319270144,0.9301941137492112,0.1489286141534791,0.9391044011706484,0.1637639011551314,0.9483386880318144,0.0843951415267221,0.9382290479940452,0.1014851512996419,0.9403552830816592,0.0196479946095832,0.0060151175379969,0.017487953245405,0.0057590310330532,0.0205408906803102,0.0052799069861369,0.0249591524749448,0.0052001799246316,0.01937855258368,0.0057320022897878,0.1119454957168855,0.0621155034296383,0.1052010537392357,0.0612790546156763,0.112586665522117,0.0578649233102957,0.1199552518316293,0.0579569650164889,0.1043772909282306,0.061311178033647,0.1401713045155222,0.0775571888221652,0.1322420252620363,0.0758882799452801,0.1433209359455561,0.0726629684649406,0.15798465898607,0.0721122730513442,0.1392068697431274,0.0757099880450909,-0.0050199587187558,0.0182693066083693,0.7254531285050362,0.0123704331619884,0.127585723324182,0.0306285058879705,0.9580181455193232,0.0035551984881787,0.1323128254810237,0.0369217906743869,0.9392443068054755,0.0064594573412308,0.0204029087187846,0.0027791438611035,0.0055972475543213,0.0003454402244749,0.1108131515476196,0.0063427418452387,0.0601055248811492,0.0020314643867586,0.1425851588904624,0.0095119124632131,0.0747861396657642,0.0023132412904095
wq64g1z1,True,1000,mean,['fudt_upstream'],5.0,500,10,13212.0,0.0645710629905501,0.0386450965872841,0.3051785784149273,0.2006455925913512,0.2531925609981574,0.1672968097619786,0.1190494970913301,0.1107623097898849,0.0230112705429411,0.0224618698926981,0.1516946622097861,0.1498728457483147,0.0398208114637168,0.3736657522828747,-0.0446465802635012,0.4153903521349407,0.0441900973821998,0.4221383340388542,0.0228331549569678,0.3879030191226081,0.0232915703473068,0.3782166982235119,0.2090628053799266,0.7935356485779824,0.0838258804100255,0.7999448978579065,0.2262213315960901,0.812210178122101,0.1714669572878488,0.7851045445231786,0.1686250412275866,0.7862770968999606,0.1951671719302757,0.66394257135351,0.1056126675503049,0.6931684776899029,0.2128632206994304,0.7043073290618396,0.2275715246274534,0.6995805774659817,0.1902582204961308,0.6778734816770009,0.0191879648818751,0.0128277965376136,0.0177338829990465,0.0123912593910914,0.0197766727439512,0.0117226907146752,0.024058476839001,0.0118078902741712,0.0188284012734366,0.0128436655707209,0.1098426033157613,0.0892486905347327,0.1066774585287969,0.0887660528069185,0.1111056205204847,0.0859199508584939,0.1158986856254955,0.0867181734913292,0.1024988542014152,0.0909740159003233,0.1385206298060874,0.1132598628712466,0.1331686261814189,0.1113160338454951,0.1406295585712734,0.1082713753245761,0.1551079522107137,0.1086641167735293,0.1372166217097501,0.113329897073636,0.017097810777338,0.035825805675332,0.3954628311605579,0.0220135245526801,0.1718404031802955,0.0549996064387618,0.7954144731962258,0.0111348182331506,0.1862945610607191,0.0474702094909942,0.6877744874496471,0.0166418439789804,0.0199170797474621,0.0024317720568425,0.0123186604976544,0.0005376305973157,0.1092046444383907,0.0050046273670606,0.0883253767183595,0.0020267689258431,0.1409286776958487,0.0083805989017567,0.1109682571776966,0.0024254887649335
coejqh6q,False,1000,sum,['nt_window_three_prime_300'],,100,2,100544.0,0.0916366722428624,0.1348747960644999,0.3183336301615826,0.4017951703785208,0.2527590230093912,0.4270255874187093,0.1190526617880986,0.102799426519755,0.0223454646946576,0.0202134817253339,0.1494839947775601,0.1421741246687806,0.0970241544600686,0.8580625695855457,0.0359475507120721,0.8642458666569028,-0.0096736122579594,0.8694776198111221,0.0376386130654674,0.8692361231787038,-0.025977327474276,0.8639137801928201,0.3131432201310349,0.9828169359605436,0.2455076584761101,0.9833938979913224,0.1365396125278857,0.9835531697508092,0.2036454917518113,0.9853691021531988,0.1230571417613897,0.98170930144303,0.2820562244902663,0.9711282701560764,0.2411354113665698,0.9752914816400248,0.1388797323930522,0.9749062498096772,0.1822763752630351,0.9790724085401924,0.1970916490194553,0.973450598173424,0.0180448285281148,0.0029069853437914,0.0163657199129527,0.0028774151877414,0.0208911673264106,0.0026478196849284,0.0236939569284033,0.002522550441464,0.0197781776348576,0.002811020963402,0.1096666175976395,0.0405958470676094,0.1011247483178973,0.0415017412759363,0.1120038396790623,0.0392996587008237,0.1151444954305887,0.0387217666946351,0.1066652541294694,0.0409137193549424,0.1343310408212296,0.0539164663511196,0.12792857348127,0.0536415434876877,0.1445377712793811,0.0514569692551791,0.1539284149479989,0.050224998172863,0.1406349090192674,0.0530190622644538,0.0269918757010745,0.0480837074586914,0.8649871918850189,0.004686937428725,0.2043786249296463,0.0786403002320944,0.983368481459781,0.0013317582071799,0.2082878785064757,0.0550912286275934,0.9747698016638788,0.0029070708452689,0.0197547700661478,0.0027936848778779,0.0027531583242654,0.0001633453623557,0.1089209910309314,0.0053540095065747,0.0402065466187894,0.0011571726791014,0.1402721419098294,0.009905571044652,0.0524518079062606,0.0015677099660922
od26e273,True,1000,mean,['fudt_upstream'],,100,10,18664.0,0.0861700980774324,0.0432526441062592,0.3014647488456065,0.2094402671726578,0.2526697651881746,0.1588180218324695,0.1197767948375266,0.1127541473315646,0.022479940775188,0.0223542154432037,0.1499331210079615,0.1495132617636433,0.0699663702829294,0.7826928531276991,-0.1082114917922245,0.7943759887689454,0.0276210918872463,0.7898399861784443,0.0365477998904109,0.7927186359570648,0.0188423338337767,0.789436987736087,0.2655857657827726,0.9632861719467328,0.0680037579541659,0.9639735431090806,0.2134879288248222,0.963371553136584,0.2008940573700905,0.9670528969841288,0.1930611133993653,0.9644400637177002,0.258045838215003,0.957886255287342,0.0823072737387206,0.9539963607584128,0.2075793286948236,0.9583777631111866,0.2459349906004037,0.9604044955116098,0.2037548230948823,0.9587576825566922,0.0185855440724329,0.0044506138318435,0.0188129586646278,0.0043583619762443,0.0201195022108451,0.0042633747620622,0.0237208134510544,0.0039986402138287,0.0189141709953863,0.0043494267268911,0.1084899477365635,0.0483189862253344,0.1092458749377004,0.0490260252312266,0.1129648479518949,0.0475976226700677,0.1161113734423397,0.0472605958097993,0.1036118574009909,0.0491003533377293,0.1363288086665212,0.066712921026167,0.1371603392552958,0.0660178913344282,0.141843231106899,0.0652945232164398,0.1540156272949418,0.0632348022360216,0.1375288006033147,0.0659501836759473,0.0089532208204277,0.0682969967299929,0.7898128903536481,0.0044749913888178,0.1882065246662433,0.0729039470727004,0.9644248457788454,0.0015424462964047,0.1995244508687666,0.0696443369833665,0.9578845114450486,0.0023703250565614,0.0200305978788693,0.0021472557890922,0.004284083502174,0.0001727904093149,0.1100847802938979,0.0047371035071971,0.0482607166548314,0.0008267432576858,0.1413753613853945,0.0073828409181728,0.0654420642978008,0.0013321611278906
kmqt8p5i,False,1000,sum,['nt_window_three_prime_300'],,200,10,36262.0,0.1126793367849058,0.1016096936191474,0.3550467725216306,0.3511737875927393,0.252172471612825,0.4269377243313569,0.1160758082930483,0.105027531752394,0.0218278214749927,0.0209907143586126,0.1477424159643827,0.144881725412878,0.0977387485950996,0.8000166431077302,0.0251476102896197,0.8007171164805071,0.0025446388313264,0.8116491205808662,0.0473566425966294,0.8066829641097494,0.0070361339769474,0.8059445245979822,0.3133120801971294,0.9712645969330362,0.224553085892925,0.9714160249528456,0.1532202169922673,0.9711892805657564,0.2283592505472246,0.9754169120821872,0.1692345918054784,0.9715006892403586,0.2851418062581866,0.9691258130105176,0.2764336364801602,0.9731559578210432,0.1550314164695901,0.9701772206725862,0.2089065510037464,0.9767301186124416,0.2204607595374824,0.969310906437741,0.0180305482694595,0.0040958095816622,0.016549059315452,0.004223956807611,0.0206383593646659,0.0038209475300548,0.0234546927847392,0.003729256015359,0.0191417638589984,0.0040084441333657,0.1093020227214645,0.0463945461101467,0.1001165181557851,0.0472108338492466,0.1117393550538527,0.0452868042063149,0.115431290194563,0.0447147379977657,0.1053230265278817,0.0463210401482378,0.1342778770664011,0.063998512339446,0.128643147176412,0.0649919749477657,0.1436605699719514,0.0618138134243051,0.1531492500299601,0.0610676347614593,0.1383537634435668,0.0633122747448375,0.0359647548579245,0.0387833124114289,0.8050020737753669,0.004772635934794,0.217735845087005,0.0628664975800728,0.9721575007548366,0.001826176162154,0.2291948339498331,0.0532674364599533,0.971700003310866,0.0032432610910116,0.019562884718663,0.0026415600064362,0.0039756828136105,0.0002011298681481,0.1083824425307094,0.0059052153824777,0.0459855924623423,0.0009854390885671,0.1396169215376583,0.0093541393918949,0.0630368420435627,0.0015966209574774
sm5xte1w,False,1000,sum,['nt_window_three_prime_300'],,100,10,18096.0,0.114366828625003,0.1111271732076563,0.3581319692708463,0.3616314320237727,0.2517516847413754,0.3409856591288461,0.1169837576391008,0.1054772534496404,0.0217863096831984,0.0207683403035528,0.1476018620587098,0.1441122489712543,0.1163533947207194,0.7920179029552732,0.0250624565442905,0.7982119670986773,-0.0203644060667913,0.8088654657237824,0.0414898704185904,0.8027749754868378,-0.0031526310409419,0.8036827391282637,0.3437644367988259,0.9669594581290016,0.221568919379511,0.9670040843676092,0.1196577413713259,0.9653364004696642,0.213028029105627,0.972364989820354,0.1577443700256998,0.9669663317548652,0.3411667909203432,0.963723657632752,0.2261792482025109,0.9659916856240272,0.1028127630931888,0.966238083764964,0.2033241593505578,0.970403328380327,0.2347523829061519,0.9661655057201264,0.0176585581446877,0.0042596297968379,0.0165505048823883,0.004277055410956,0.0211123706535066,0.0038774176627321,0.0235991364928746,0.0038046445604648,0.019338176780617,0.0040551639730314,0.1086786208692151,0.0472532752230386,0.0993065618191755,0.0473219045616509,0.1115406751772725,0.0449649424877388,0.1148535535830262,0.045504901595431,0.1055206995102024,0.0466106897734247,0.1328855076548518,0.0652658394325697,0.1286487655688477,0.0653992003846841,0.1453009657693528,0.0622689140962983,0.1536201044553566,0.0616818008853898,0.1390617732542521,0.0636801693860141,0.0318777369151734,0.0529890226867552,0.801110610078567,0.0063364658938073,0.2111526993361979,0.0850318534246492,0.9677262529082988,0.0026886919036897,0.2216470688945505,0.0850508305473759,0.9665044522244394,0.0024177892958027,0.0196517493908148,0.0028019696658371,0.0040547822808045,0.0002152876458264,0.1079800221917784,0.0059516574680697,0.0463311427282568,0.0010558481668391,0.1399034233405322,0.0099235533211835,0.0636591848369912,0.001692064823779
vtcp2onv,False,1000,sum,['prot_T5_all'],5.0,100,5,3522.0,0.1160357808033082,0.1309420822739511,0.3733214169655095,0.440214810487206,0.2514839112777257,0.3458840262487439,0.1165710704317703,0.1050414036848179,0.0217452539615088,0.0203053688163291,0.1474627205822165,0.1424969080939272,0.1154032321493702,0.4526035500774915,0.0649385440877552,0.4283645033170785,0.0223451653066142,0.4778290820045102,0.1038267144550083,0.4691621222004759,0.0728982864566176,0.4760955468355033,0.3584263653735341,0.8085310058619882,0.2776078093766088,0.7771425105938385,0.192232111993899,0.8151853712560302,0.3815957778199912,0.8321314079468073,0.273918144208633,0.8153534219936598,0.226881762366958,0.7049653568445755,0.2764111358585804,0.689097727329099,0.1348311235866834,0.7230656640397096,0.3238664681116511,0.7660837402839556,0.2841194226200957,0.707586993242445,0.0176775459401625,0.0112110910597838,0.0158735698458737,0.0121162620945804,0.0202286664631933,0.0105929299907406,0.022064363259343,0.0102403305525962,0.0178721126529978,0.0108218628069157,0.1067675835204904,0.0845031345045658,0.0989624391358111,0.0884734639500343,0.111820198929618,0.0823074514249419,0.1082838284291193,0.0812622917842455,0.101091649643243,0.0839658013144075,0.132956932651752,0.1058824398084209,0.125990356162183,0.1100738937922179,0.1422275165472327,0.1029219606825513,0.1485407797856975,0.1011945183920367,0.1336866210695664,0.104028182753116,0.0758823884910731,0.0365297457513081,0.4608109608870118,0.0206948732196157,0.2967560417545332,0.0755223243336877,0.8096687435304648,0.0201653807267774,0.2492219825087937,0.0726519694468758,0.718159896347957,0.0293736837795028,0.0187432516323141,0.0024169156459203,0.0109964953009233,0.0007185185463954,0.1053851399316564,0.005277515370857,0.084102428595639,0.0027646655520856,0.1366804412432863,0.0087826970412465,0.1048201990856686,0.0033950634316965
