run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,test_mae,test_mse,test_pearson,test_r2,test_spearman,val_mae,val_mse,val_pearson,val_r2,val_spearman,num_params,val_rmse,test_rmse
5t21k2pn,True,10000,sum,['one_hot_gene'],,100,10,0.046590192844206575,0.004832576018330818,0.8724769467209469,0.7579810239691082,0.8684221093593485,0.04754719996753254,0.006058919350084192,0.8443758740929227,0.7034236185168619,0.8724976523021238,359344.0,0.07783906056784211,0.06951673193074324
8eveku4m,True,10000,sum,['one_hot_gene'],,100,2,0.04697797730327365,0.004839840938249008,0.8734092712779201,0.757617191414198,0.8660212756499378,0.047621519603283105,0.006201075319690618,0.843469990341514,0.696465264949816,0.8711319404916049,1009714.0,0.07874690673093526,0.06956896533835334
eydef4q7,True,10000,sum,['one_hot_gene'],,200,5,0.04692036702311729,0.0048536924840736064,0.8723683994509297,0.7569234957694325,0.8667695744205501,0.047613490787671485,0.006143370011683489,0.8437170830827521,0.699289866244581,0.8706748240183529,1238652.0,0.07837965304646027,0.06966844683264875
i5xec6y4,True,10000,sum,['one_hot_gene'],,100,5,0.04707064685486589,0.004894665499408077,0.871316428260792,0.7548715369014225,0.8647518540927911,0.04776774839539777,0.006168109763634489,0.8426335944309468,0.6980788869117209,0.8707797191955533,618552.0,0.07853731446665647,0.06996188604810534
jvmbig82,True,10000,sum,['one_hot_gene'],,500,2,0.046852328246086095,0.004844077927965027,0.8732661292343364,0.7574049998400489,0.8662623308572718,0.04764404156064999,0.0062032767050091316,0.8434360954612695,0.6963575099436357,0.8718493390192177,5047104.0,0.07876088308931745,0.06959941039955028
p1s88joc,True,10000,sum,['one_hot_gene'],,200,2,0.04695037144543612,0.0048594162114139385,0.8727319770498329,0.7566368472770482,0.8653928431183441,0.047621050979568806,0.006174629707151124,0.8442757271236769,0.6977597439847547,0.8708118972734752,2020516.0,0.07857881207520971,0.0697095130625221
xnku4v0n,True,10000,sum,['one_hot_gene'],,500,5,0.04685308024558239,0.004872406044341303,0.8719393910949003,0.7559863068505824,0.8668725794687018,0.047429373620005634,0.006128311796349312,0.8442087075983846,0.7000269466969462,0.8718299069610238,3097174.0,0.07828353464394229,0.0698026220448867
0cqqbt34,True,10000,sum,['one_hot_gene'],5.0,500,5,0.10775742672495447,0.018670111193096472,0.26130116471289566,0.06498704289460777,0.30302660497137235,0.10454542283522944,0.019215099551452237,0.31280544108551955,0.059445362195027496,0.32088277693668515,12706.0,0.13861853971043064,0.13663861530730056
2jw87sc4,True,10000,sum,['one_hot_gene'],5.0,100,5,0.10763731182423834,0.018631845466993174,0.26540860055058146,0.06690341871848904,0.2759360254089234,0.10436086215070751,0.019121533651806626,0.3247674750816217,0.06402529375439447,0.31629907697281956,2502.0,0.13828063368312507,0.13649851818607106
5oph8ihj,True,10000,sum,['one_hot_gene'],5.0,100,10,0.107831785591169,0.018668351211838,0.2599613736976913,0.0650751840558419,0.24114957545441884,0.10443936983312072,0.019152814221312323,0.3215604668417724,0.06249414973700429,0.28306312746999235,1348.0,0.13839369285235625,0.13663217487780102
