cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.n_estimators,random_forest.max_depth,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse
True,100000,sum,one_hot_gene,200,,10,16810096.0,0.7368297611045187,0.7426158404400975,0.8661043354701901,0.8692685530774646,0.8832579371159217,0.8838768634114325,0.04584353594036737,0.04594906448544921,0.005660794348163934,0.005476727572073064
True,100000,sum,one_hot_gene,200,,10,16802332.0,0.7364302703354407,0.7426551609976106,0.8659480714168488,0.8693660797228477,0.883114363283686,0.8839475136025597,0.045864976587183574,0.04594459708129874,0.005669387398416239,0.005475890892838999
True,100000,sum,one_hot_gene,100,,10,8404868.0,0.7361481379636352,0.743002583016696,0.8657267956623467,0.869451808879209,0.8828196445071055,0.8838983750112609,0.04589903067934557,0.04595004580354291,0.005675456068424114,0.005468498302112654
True,100000,sum,one_hot_gene,100,,10,8403862.0,0.73580775672099,0.7422736947199517,0.8655500355139896,0.869119655518607,0.8826685136218497,0.8832017545267412,0.04590712940551566,0.04601341962869833,0.005682777672199202,0.00548400789150839
True,100000,sum,one_hot_gene,200,,5,18727324.0,0.733373046878121,0.7406022550139695,0.864728745057367,0.8686751028981634,0.8815284518312567,0.8824307866939638,0.04625506026875566,0.04625018182124553,0.0057351483041360625,0.005519573483184519
True,100000,sum,one_hot_gene,100,,5,9364330.0,0.7331025101694615,0.740020223137709,0.8646817065441511,0.8684522476413322,0.8814431899581657,0.8821582046823113,0.04625977130857081,0.046283163511173335,0.005740967551319098,0.005531958200371432
True,100000,sum,one_hot_gene,200,,5,18725810.0,0.7331403674235302,0.7406296644143773,0.8646788097905539,0.8687664635619196,0.8811828392663946,0.8823295852377627,0.046301687130775475,0.04625301982280632,0.005740153241423081,0.005518990254522724
True,100000,sum,one_hot_gene,100,,5,9365030.0,0.7337704909074902,0.7407753648173815,0.8648341116654247,0.8687134443513279,0.8811708281699734,0.8820652112923933,0.0462346388927959,0.046249773691370656,0.00572659927927441,0.005515889980536322
True,10000,mean,one_hot_gene,500,,10,1808924.0,0.7064289840782845,0.7627776475387456,0.8455258430048183,0.8749809755975402,0.8765953979629779,0.8746321650055684,0.047257404094061685,0.04617448372547336,0.00599752111107703,0.004736798206145416
True,10000,mean,one_hot_gene,100,,5,619248.0,0.702712203195697,0.7598210319817068,0.8452524160111714,0.8738001816582751,0.876089717843114,0.872083250030642,0.04733412230077368,0.04650513935178669,0.006073453238567812,0.0047958351860991925
True,10000,mean,one_hot_gene,500,,2,5047936.0,0.7017904935210717,0.7615740828228051,0.8459773708583296,0.875076916270533,0.8760110179789067,0.8732269977570567,0.04743031929861866,0.046404118576054566,0.006092283344171029,0.0047608306935071525
True,10000,mean,one_hot_gene,500,,5,3100532.0,0.702603279696721,0.7616185360947718,0.8450020757331718,0.874798148404078,0.8759498040637348,0.8737527367065354,0.04724727754095736,0.04627065077236274,0.0060756784956578205,0.004759943061390176
True,10000,mean,one_hot_gene,100,,2,1008278.0,0.6997823717852006,0.7593198263336711,0.8449050391919107,0.8739581990055059,0.8758222765757225,0.8722104925542625,0.04737022254571229,0.04650945338360215,0.006133308349540465,0.004805843138511322
True,10000,mean,one_hot_gene,200,,2,2017134.0,0.6992598770738228,0.7629735248834906,0.844423097314408,0.8760250395188508,0.8757285418679351,0.8737994377276341,0.0474785842353437,0.046188228749786155,0.006143982676677549,0.004732886974992085
True,10000,mean,one_hot_gene,200,,5,1240110.0,0.703504385010417,0.7608803649028228,0.8455542487022325,0.8743613480697842,0.8755796424651805,0.8738798883026465,0.047313722926979745,0.046394197587600695,0.006057269327691334,0.004774682684117859
True,10000,mean,one_hot_gene,200,,10,723036.0,0.7064887435491993,0.7626721594668873,0.8454980870732597,0.8747587699322108,0.875334681478187,0.8747009147359,0.04722526136146807,0.04617598683562388,0.005996300252514843,0.004738904566293877
True,10000,mean,one_hot_gene,100,,10,361772.0,0.7049983024848883,0.7629058156535395,0.8449144513597295,0.8750668511864031,0.8753257559196995,0.8742939764886768,0.047341963874398145,0.0459777426655304,0.0060267492793711075,0.00473423897641878
True,100000,sum,one_hot_gene,100,,2,10088754.0,0.7233656889746269,0.7315798280666048,0.860158452775425,0.8645486897519746,0.8748479951966278,0.8755703608470817,0.04734825532813729,0.04728031659892642,0.005950406668067751,0.005711556449479485
True,100000,sum,one_hot_gene,100,,2,10087608.0,0.7223254942401562,0.7312313235386454,0.859638374836378,0.8644824898885367,0.8747545141329586,0.8752480187703022,0.04743928767522753,0.047338239843440856,0.005972781266725239,0.005718972074281458
True,100000,sum,one_hot_gene,200,,2,20175908.0,0.7231678467898979,0.7315795606185325,0.8600086737557459,0.8646359186271415,0.8746892736127266,0.87513503365823,0.04737000258927104,0.047324867335394045,0.005954662255347844,0.0057115621403511915
True,100000,sum,one_hot_gene,200,,2,20170500.0,0.7224490659496188,0.7309484517679332,0.8596846253293927,0.8642772775346709,0.8745581579871146,0.8751129231680737,0.04743599856773119,0.04733549200364838,0.0059701232380763546,0.005724991137881446
True,10000,sum,one_hot_gene,100,,10,359344.0,0.7034236185168619,0.7579810239691082,0.8443758740929227,0.8724769467209469,0.8724976523021238,0.8684221093593485,0.04754719996753254,0.046590192844206575,0.006058919350084192,0.004832576018330818
False,10000,mean,one_hot_gene,500,,5,3095548.0,0.7010453473990262,0.7583230536153062,0.8447362146559153,0.873185386407048,0.8724897940167798,0.8671642240307754,0.04740127024762976,0.04673516149800863,0.006107506337434765,0.004825746453588078
False,10000,sum,one_hot_gene,500,,2,5047176.0,0.6982909990242847,0.7569768453363116,0.8446543832011274,0.8730561482343425,0.8723918797074955,0.8658415666921597,0.04753360150905255,0.04693763325725155,0.006163776410530734,0.004852627212904724
True,10000,sum,one_hot_gene,100,,2,,0.6961778526213857,0.7555124532241899,0.8434052463805587,0.8721414106451482,0.8723257483279253,0.8647461279246956,0.047661528798540624,0.04706608271729554,0.006206947021642982,0.004881867838241345
False,10000,sum,one_hot_gene,500,,5,3091594.0,0.7005907102741956,0.7569448991424097,0.8445443467367406,0.8724616704921072,0.8723122306505938,0.8671479098324335,0.04742782079315035,0.04673215136975955,0.006116794365224193,0.004853265106730487
False,10000,mean,one_hot_gene,200,,5,1238986.0,0.7003927899315037,0.7563368630840246,0.8444483078581991,0.8720471873309832,0.8722912928441943,0.8662514722359975,0.04731803699519687,0.04695456245673783,0.006120837786983252,0.004865406222779406
True,10000,sum,one_hot_gene,200,,2,,0.696431749444255,0.7579010676335725,0.8436103414631602,0.8736452377235596,0.8721477294854484,0.8666729602733992,0.04772158588131587,0.046903334327955785,0.006201760026086171,0.004834172566981507
True,10000,sum,one_hot_gene,500,,2,5047104.0,0.6963575099436357,0.7574049998400489,0.8434360954612695,0.8732661292343364,0.8718493390192177,0.8662623308572718,0.04764404156064999,0.046852328246086095,0.0062032767050091316,0.004844077927965027
False,10000,mean,one_hot_gene,500,,10,1793072.0,0.7024199139842029,0.7575361813661519,0.8435617287669811,0.8721473795531552,0.8718425282859513,0.867883565989893,0.04766334220703653,0.04667448694115584,0.006079424573002761,0.004841458527174688
True,10000,sum,one_hot_gene,500,,5,3097174.0,0.7000269466969462,0.7559863068505824,0.8442087075983846,0.8719393910949003,0.8718299069610238,0.8668725794687018,0.047429373620005634,0.04685308024558239,0.006128311796349312,0.004872406044341303
True,10000,sum,one_hot_gene,200,,10,717466.0,0.7035092316029836,0.7565740653206781,0.8441969478602448,0.8716003775934837,0.8717984950478239,0.8680915449541092,0.04764642108131245,0.04669104434073215,0.006057170314029702,0.004860669826240818
True,10000,sum,one_hot_gene,500,,10,1794790.0,0.7022181883840811,0.7584222789356225,0.8433981506296525,0.8726258979388766,0.8717255323842799,0.8689199650813761,0.04766692297063591,0.04657120005689027,0.00608354573442456,0.004823765146538373
False,10000,sum,one_hot_gene,100,,10,359432.0,0.7023340541999827,0.7566700402283053,0.8436575903327868,0.871723951014795,0.8716472114383519,0.8672220970869926,0.0476751671408028,0.046621732123670566,0.006081178648986167,0.004858753422640705
True,10000,sum,one_hot_gene,100,,5,,0.696794918605607,0.7552972883658641,0.8423730567451123,0.8715396741649531,0.8715084739070333,0.8668276138864316,0.04753017483375951,0.0469448752803544,0.006194340646808341,0.004886164197772262
False,10000,mean,one_hot_gene,200,,2,2019640.0,0.6971748548329908,0.7559906177266182,0.8440724753297293,0.872553839215863,0.8714281838228316,0.8649239433573453,0.0477260227641744,0.04703916995112941,0.0061865787240672895,0.004872319965817666
False,10000,mean,one_hot_gene,500,,2,5045650.0,0.6971697449543787,0.75752814089287,0.8439201269458754,0.8733324678320972,0.87139240283159,0.8661443180051206,0.04762602381799407,0.0468999471241313,0.0061866831165419845,0.004841619077388538
True,10000,sum,one_hot_gene,200,,5,,0.700651948889817,0.7556534408617676,0.8446436861076845,0.87163192859443,0.8713297430640807,0.8667715937994422,0.04751913155646215,0.0467426168343301,0.006115543288414551,0.004879052631403384
False,10000,sum,one_hot_gene,200,,10,717240.0,0.7026669546358697,0.7576540794509146,0.8437139399056586,0.8722176136782567,0.8712188762150747,0.8678805929285629,0.04769310761471965,0.04675919929974682,0.0060743776458767485,0.004839104366908517
True,10000,sum,one_hot_gene,100,,2,1009714.0,0.696465264949816,0.757617191414198,0.843469990341514,0.8734092712779201,0.8711319404916049,0.8660212756499378,0.047621519603283105,0.04697797730327365,0.006201075319690618,0.004839840938249008
True,10000,sum,one_hot_gene,200,,10,,0.7018416537864186,0.757981913849613,0.8432867595637329,0.8724360016399847,0.8709529773687856,0.8679983522815559,0.04778089887760933,0.046652895456990154,0.0060912381634317,0.004832558249413448
False,10000,sum,one_hot_gene,500,,10,1794232.0,0.7026715503070149,0.7579871638989577,0.8436004927800207,0.8724028242760935,0.8708734283509504,0.8684586018852114,0.04765879301484049,0.046627268841157574,0.00607428375842459,0.004832453417705728
True,10000,sum,one_hot_gene,200,,2,2020516.0,0.6977597439847547,0.7566368472770482,0.8442757271236769,0.8727319770498329,0.8708118972734752,0.8653928431183441,0.047621050979568806,0.04695037144543612,0.006174629707151124,0.0048594162114139385
