cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.n_estimators,random_forest.max_depth,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse
True,10000,sum,one_hot_gene,100,,5,618552.0,0.6980788869117209,0.7548715369014225,0.8426335944309468,0.871316428260792,0.8707797191955533,0.8647518540927911,0.04776774839539777,0.04707064685486589,0.006168109763634489,0.004894665499408077
True,10000,sum,one_hot_gene,200,,5,1238652.0,0.699289866244581,0.7569234957694325,0.8437170830827521,0.8723683994509297,0.8706748240183529,0.8667695744205501,0.047613490787671485,0.04692036702311729,0.006143370011683489,0.0048536924840736064
False,10000,mean,one_hot_gene,100,,2,1009794.0,0.6978750573694483,0.7544493218594953,0.844314532138459,0.8715651340011692,0.8705738078531204,0.8649655630157119,0.04772337437751059,0.047042478756869545,0.006172273907628754,0.004903096186619709
True,10000,sum,one_hot_gene,100,,10,,0.7024087476958316,0.7557010839024683,0.8436436223375815,0.8711012696876871,0.8705134750145277,0.8680459693529236,0.047744754302913736,0.04667465114503774,0.0060796526951490465,0.004878101306760552
False,10000,sum,one_hot_gene,100,,2,1009362.0,0.6956761157019025,0.7565821016817942,0.8432151796005549,0.8728279036057596,0.8703589670404274,0.864868457017596,0.047905697822645456,0.04705421829367742,0.00621719727661914,0.0048605093581376895
False,10000,sum,one_hot_gene,200,,2,2019178.0,0.6962199942897462,0.755567982234281,0.8434116458583528,0.8723989529374423,0.8701997718120213,0.8661705831525413,0.04765746787358411,0.04688964949346938,0.0062060860867007,0.004880759048480772
False,10000,sum,one_hot_gene,200,,5,1239392.0,0.6987178498465648,0.7565593245028598,0.8432832286286409,0.8722061376224152,0.8701810025287956,0.8658423212605867,0.04768799827438066,0.046915070326921285,0.0061550560441489665,0.004860964167303851
False,10000,mean,one_hot_gene,100,,10,359154.0,0.6990073273109103,0.7559529193855729,0.8417345158659777,0.8713299309997155,0.8699748007388508,0.8677667153595173,0.04797665948781897,0.04686780383246545,0.006149142152417719,0.004873072717117812
False,10000,mean,one_hot_gene,100,,5,618458.0,0.697842269598841,0.7557087957390838,0.8428152099508498,0.8715373930480117,0.8699695862436121,0.866515497988407,0.04770225418885066,0.04690389065816695,0.006172943746733222,0.004877947318683682
False,10000,mean,one_hot_gene,200,,10,718172.0,0.7009301382140167,0.756654995456997,0.8427130127620777,0.8716786636837107,0.8699200403971004,0.866891786742488,0.04776067224543366,0.04673823950398639,0.006109860008205413,0.0048590538329730615
False,10000,sum,one_hot_gene,100,,5,619458.0,0.6989160891195639,0.7557423003186241,0.84354154569462,0.8718973285327528,0.8698733110585282,0.8661842830573949,0.04750613721256806,0.04684759639573057,0.006151006106790116,0.004877278307392724
True,100000,sum,prot_T5_all,200,,2,20134844.0,0.4134986729260698,0.3974585384874154,0.6745110454511286,0.6603578046038053,0.6854013283736964,0.6710128429998822,0.08177344858026332,0.08273864560791949,0.012615649138082522,0.01282112870203714
True,100000,sum,prot_T5_all,200,,10,3767298.0,0.4104079655871926,0.3928603987880559,0.6720909519169004,0.6563174380350346,0.6814199036883134,0.6675338666740237,0.0819057300171629,0.08295598766996845,0.012682130282413944,0.01291896983769516
True,100000,sum,prot_T5_all,200,,5,7462330.0,0.4122631078174527,0.39545157352438787,0.6729856469301546,0.6580059266869965,0.681137033404124,0.670311771894346,0.08171611368772587,0.08275950274407809,0.0126422261553509,0.012863833740171544
True,100000,sum,prot_T5_all,100,,5,3730890.0,0.4072088046608108,0.3911629703484366,0.6660177410720638,0.6511506065649794,0.6735212442513554,0.658211841706784,0.08199493153917804,0.08310322131028171,0.012750944264446772,0.012955088428492589
True,100000,sum,prot_T5_no_dubious,100,,5,3727376.0,0.4079948971297419,0.3898198701625998,0.6668321981608483,0.650792014795836,0.6732594108798348,0.6565687487595901,0.08211160200312172,0.08324357430114539,0.012734035407944091,0.012983667474819318
True,100000,sum,prot_T5_all,100,,10,1883540.0,0.4062144633511579,0.39179298227938586,0.666182888155995,0.6533696263015747,0.6730775231463492,0.6593093011174924,0.08218810429923473,0.08293740158765345,0.01277233255549918,0.012941682771676472
True,100000,sum,prot_T5_no_dubious,100,,2,10062054.0,0.4081065936862888,0.3923528489863304,0.6666158485394545,0.6525723199946595,0.6712546887813751,0.6593170541975402,0.08208456189326195,0.08306310425565046,0.01273163281394766,0.012929769694213384
True,100000,sum,calm,500,,5,18680876.0,0.4022358433981909,0.40295871372667513,0.6678167271916061,0.6705952928572727,0.6711117240702668,0.6643765498493017,0.08219119265342321,0.08237739724603184,0.012857912708626577,0.01270409367767669
True,100000,sum,calm,500,,2,50373784.0,0.40315342322175907,0.4021814101628848,0.668656766701266,0.6697336137837191,0.6709839965022327,0.6628401950407635,0.0821484519994157,0.08252870110584197,0.012838175557871824,0.012720633467331812
True,100000,sum,calm,500,,2,50374320.0,0.40277597620897154,0.4036925489535622,0.6679940034623996,0.670744415488134,0.6707944921062944,0.6631494190121855,0.08217517465963066,0.08243396524389618,0.012846294446716118,0.012688478825436665
True,100000,sum,calm,500,,5,18680310.0,0.4019471473938655,0.4016361885903816,0.6676700127775625,0.6687907057281508,0.669679664995352,0.6629581914119,0.08219543203828383,0.08251928268753106,0.012864122562432544,0.012732234919511786
True,100000,sum,calm,200,,2,20150236.0,0.40254869006606186,0.3997149644502913,0.6671557196006367,0.6657235071941915,0.6665150332589724,0.6559977024852999,0.08222038257369277,0.08274321560911634,0.012851183373817448,0.01277311552862991
True,100000,sum,calm,200,,5,7473092.0,0.39936235176185486,0.3999981354812109,0.6633660443481747,0.6655789354603177,0.6663361243249266,0.6571052037544844,0.08238671791717156,0.08263461372887616,0.012919721541125024,0.012767090097246324
True,100000,sum,calm,500,,10,9497422.0,0.3987258850900311,0.39827786341574634,0.66473043482978,0.6662945659826582,0.6657838605341387,0.6598491067312028,0.08241186768045622,0.08276529784721451,0.012933411945305128,0.01280369476424878
True,100000,sum,calm,200,,10,3799878.0,0.4004864328139202,0.3984288780104958,0.6658000823020177,0.6648672964188551,0.6648127513468919,0.6553219326629086,0.08235983391744459,0.08276449294549983,0.012895542546976156,0.012800481412672426
True,100000,sum,calm,200,,5,7469672.0,0.4004308772582422,0.39808301893388953,0.6647160838503936,0.6639825837910805,0.664173115786125,0.654104302230657,0.08237171067096524,0.08285815465062463,0.012896737547508554,0.012807840746456372
True,100000,sum,calm,200,,2,20154180.0,0.40004102480869785,0.39946468571850946,0.6640996347985506,0.6657866606502904,0.6641489117145286,0.6554520829792151,0.08228010808679004,0.0828786314381826,0.012905123277415782,0.012778441063944115
True,100000,sum,calm,200,,10,3798558.0,0.3972888101401123,0.3961484378576967,0.6621438652904027,0.66282860158436,0.6639851381341666,0.6555392346803393,0.08235895111965738,0.08301286858017926,0.012964323441181452,0.012849005570035696
False,1000,sum,one_hot_gene,200,,10,,0.3907480978585963,0.26051158552217024,0.6550107434626187,0.58574137765874,0.6573752045031129,0.5562548401500029,0.08121523455267607,0.08253655153296721,0.014987413574993662,0.01727800263377627
True,100000,sum,calm,100,,2,10071016.0,0.3962527221079051,0.39456287849855054,0.6579211615736934,0.6576925326223356,0.6552463794800816,0.6476760718692732,0.08252848887612677,0.08306778724226146,0.012986609704634092,0.012882743763847787
True,100000,sum,calm,100,,5,3736528.0,0.3964452806909824,0.3956260717566422,0.6583940142942734,0.6603157878833614,0.6549000056652542,0.6496267864525884,0.08274841156504273,0.08287611889999162,0.012982467767675912,0.01286012069395495
False,1000,sum,one_hot_gene,100,,5,70480.0,0.39098011310814385,0.2508584813747876,0.6592158373034176,0.5924080859676434,0.65473568114714,0.5845868280295738,0.08059746020175065,0.083835779095646,0.014981706069627737,0.017503545530212813
True,100000,sum,calm,100,,2,10074298.0,0.39668702569807224,0.3964435927581704,0.6586624993344855,0.6596510049010718,0.6544151795335721,0.6463532201211025,0.08265825601727837,0.08297264335761147,0.012977267830268192,0.012842725140874008
True,1000,sum,one_hot_gene,200,,10,,0.37835701241971154,0.25966630985131467,0.6497388408253044,0.5941193645379405,0.6539195966312837,0.5798694065159954,0.08207558250324574,0.0824611563493626,0.01529223055047279,0.017297752335031055
True,100000,sum,calm,100,,5,3735762.0,0.39554345253057055,0.39614264616765926,0.6579921553028603,0.6602434057110816,0.6535415937900606,0.6487704725776723,0.08260588559702009,0.08299512841757808,0.013001866100005966,0.0128491288080336
True,100000,sum,calm,100,,10,1899358.0,0.3932002992948953,0.3911643868039446,0.6556593639980186,0.6554793556407041,0.6528517428178187,0.642706253410231,0.08277380660048453,0.08328226153383243,0.013052267348449036,0.0129550582885611
True,1000,sum,one_hot_gene,500,,5,,0.3915914451707988,0.26288533650119406,0.6562848107234601,0.5901347467175755,0.6519048879827634,0.5825603687297946,0.08140603790638139,0.08212962765915045,0.014966667484729664,0.017222540404937352
False,1000,sum,one_hot_gene,200,,10,137252.0,0.3835875311453296,0.252794782364929,0.6499907145702554,0.579828264969462,0.6515478510070764,0.5600166954897018,0.08189457912126596,0.08313884186329246,0.01516356136277382,0.017458304235078975
False,1000,mean,one_hot_gene,100,,10,,0.3859931677634605,0.2658654484040818,0.6528037101975626,0.5953743978087465,0.6509740415818648,0.5727685613273377,0.08096550308417945,0.08139240147545573,0.015104383425404478,0.017152910671328337
True,1000,sum,one_hot_gene,100,,10,,0.3814838675669499,0.2624439783712629,0.6459601731164688,0.5846615901713194,0.6506680098884187,0.5596981734317418,0.0817050006270526,0.08296496509153589,0.015215310854176326,0.017232852651596107
True,100000,sum,calm,100,,10,1898894.0,0.393653957408614,0.3906930903165885,0.6559995719700893,0.6545129735695338,0.6504019998304654,0.6440160608438941,0.08279393696292134,0.08340323354616143,0.01304250915809698,0.012965086731925047
True,1000,sum,one_hot_gene,200,,2,,0.4127054336433371,0.26495346335860237,0.6729725996955346,0.5921776448098197,0.6499284332959239,0.5676996671980793,0.0801426400928473,0.08188732767712724,0.014447269717823496,0.01717421902411556
True,1000,sum,one_hot_gene,200,,10,136846.0,0.385875522302314,0.25229169551433483,0.6516618195235929,0.5881667824445136,0.64973716348752,0.5666672163895196,0.08174462935252405,0.08306759606177194,0.01510727746836967,0.017470058761261405
False,1000,sum,one_hot_gene,100,,2,100642.0,0.40709352581298497,0.2553613720579575,0.6713206501647073,0.5866118792225359,0.6494438831146342,0.549944808346625,0.08079169031916833,0.08286998542188441,0.014585320962805431,0.017398336367283124
False,1000,sum,one_hot_gene,100,,5,,0.37944708423099816,0.2605528553897013,0.6488916889698141,0.5880984484156454,0.6489975868950253,0.568484988823739,0.08280965872209496,0.08224523423931408,0.015265415111727711,0.017277038371367376
False,1000,mean,one_hot_gene,500,,2,504532.0,0.4110020539817715,0.2615087053142924,0.6717658853129596,0.5892088381246207,0.6489975868950253,0.5619278278374611,0.07998150710731136,0.08261042226807583,0.014489172345248026,0.017254705124231592
False,1000,mean,one_hot_gene,500,,10,,0.3835161836545612,0.25903813518453456,0.6494350895286056,0.5875202092370042,0.6487680631249407,0.568715642727779,0.08161787625877341,0.08293908176346967,0.015165316489590705,0.017312429513651577
True,1000,sum,one_hot_gene,100,,5,,0.38851097324910666,0.2557657658356687,0.656108152362872,0.5799875959516922,0.6481304970969278,0.5375883492016289,0.08189717869933613,0.08302616097397524,0.015042446167626317,0.017388887785507425
False,1000,mean,one_hot_gene,500,,2,,0.40919491904331906,0.266282137623153,0.6710740271392812,0.5902228811569754,0.647582190312837,0.5820770938832346,0.08015195154900454,0.08203984597064917,0.014533627321282097,0.017143174808962377
False,1000,sum,one_hot_gene,100,,10,,0.3824009970090839,0.2655413803614769,0.650151789579853,0.5914141148947454,0.646931872964264,0.5802703049682554,0.08226631522726499,0.08196250481178198,0.015192749745704191,0.017160482457963568
False,1000,mean,one_hot_gene,100,,2,101042.0,0.4048847949606893,0.27302200373685137,0.6694969313936083,0.6070874522147871,0.646778857117541,0.581258821699855,0.08115835381405694,0.08216777753482743,0.014639655077549846,0.016985699151218624
False,1000,sum,one_hot_gene,500,,5,352940.0,0.38918630684331057,0.26724090682128865,0.6553666990393133,0.5909655659163808,0.6467406031558602,0.5767006612152564,0.08184074690313814,0.08194566077708017,0.015025833164299047,0.01712077335356937
False,1000,sum,one_hot_gene,500,,2,,0.40227932737344385,0.2636306581565736,0.6667281169906448,0.5912716752850948,0.6467023491941793,0.5610875886156014,0.08096114629081318,0.08221926648234862,0.014703748796665105,0.01720512610976715
True,1000,sum,one_hot_gene,100,,10,68216.0,0.38679547435138795,0.25482571932358866,0.6496258541842517,0.5750021284951343,0.6466385925913781,0.5519932346848843,0.08220184898867319,0.08307929771266624,0.015084646924615646,0.017410851788990912
True,1000,sum,one_hot_gene,500,,2,,0.41088786195120186,0.26100076340442957,0.6715776693703828,0.5872061917612521,0.6466130899502576,0.5689902307087789,0.08031850292792127,0.08228997946885025,0.014491981434859564,0.017266573087927298
True,1000,sum,one_hot_gene,200,,2,201818.0,0.411221966368007,0.26762567355734646,0.6692426466423782,0.5931139984715141,0.6455547303437564,0.5667111504664796,0.0803537392844351,0.08231230291203387,0.014483762566679933,0.01711178335379542
False,1000,sum,one_hot_gene,500,,5,,0.385607517533735,0.26049695886630275,0.65371984402544,0.5861192933317888,0.6453762118559129,0.571626275326378,0.08213139009875067,0.08250229186124641,0.015113870305080802,0.017278344382739008
True,1000,sum,one_hot_gene,200,,5,,0.4008233685975304,0.26886003273933046,0.6602400102924569,0.5886849759670867,0.6451976933680694,0.5658764030042399,0.08067582340576275,0.08257482226358283,0.0147395649447084,0.017082942792158756
True,1000,mean,one_hot_gene,200,,10,,0.36302495353693887,0.24470042438756212,0.6344008091968674,0.5727485825624513,0.645031926200786,0.5600716130859017,0.08319826303186365,0.08380740641757721,0.01566939458824536,0.017647427331145906
True,1000,sum,one_hot_gene,100,,2,,0.41039595915254656,0.2544684323616191,0.6724835077962221,0.5856866381096901,0.6449426669568642,0.5491155526440052,0.08026314909969058,0.08295344278071691,0.014504082095778689,0.017419199729200745
True,1000,sum,one_hot_gene,500,,2,504114.0,0.41361394512998617,0.26331387970774156,0.672807757700243,0.5904033790511425,0.6445856299811771,0.5656732078983,0.08016081201665257,0.0821332201940342,0.014424920608464653,0.017212527576465058
False,1000,mean,one_hot_gene,500,,5,352576.0,0.3814465798608628,0.2574583859160283,0.6501143409531436,0.587263498373319,0.644432614134454,0.5555409113994032,0.08179971691782714,0.08306733430667732,0.015216228120532698,0.017349340047322657
False,1000,sum,one_hot_gene,200,,5,,0.3877183546708109,0.25611589310773,0.6546007177597969,0.5893064882062744,0.6435017677335554,0.5700830908731586,0.08149211895234884,0.08319537982081217,0.015061944346291644,0.017380707130056447
False,1000,sum,one_hot_gene,500,,10,,0.3814965964897429,0.2619274899574221,0.6500993333787136,0.5898851715210089,0.6433615032073926,0.5728124954042977,0.08187774455029669,0.08219260538588179,0.015214997726503534,0.017244920302691032
True,1000,sum,one_hot_gene,200,,5,140720.0,0.38832531072739174,0.2630393049562204,0.653210200813309,0.5846050745438919,0.6433104979251515,0.5597970251049018,0.08208694575145825,0.08218444846424261,0.015047013409827018,0.017218942962003315
True,1000,sum,one_hot_gene,500,,10,343288.0,0.38005821421585306,0.2606517264681013,0.6467308777604137,0.5871628295669565,0.6432722439634707,0.5733781466451575,0.08232242039006861,0.0823819175220679,0.015250381497882756,0.01727472826789644
False,1000,sum,one_hot_gene,500,,2,504804.0,0.40682326299359384,0.2628791538746157,0.6676983157978791,0.5880278604371857,0.6430044662317055,0.5525039683295442,0.08054173870658388,0.08217647185545524,0.014591969346887487,0.01722268486080199
False,1000,sum,one_hot_gene,500,,10,342194.0,0.38854689037505663,0.2604178634109733,0.6557607341492405,0.5892744720979227,0.6427494398205003,0.571714143480298,0.081798301892937,0.08250009200647375,0.015041562617129151,0.01728019243263235
True,1000,sum,one_hot_gene,500,,5,352280.0,0.3884050961763059,0.25381309073614344,0.6538522540231949,0.5813619136332384,0.6423796515242528,0.5577980246032225,0.08175187152139723,0.08268140017469987,0.015045050711777265,0.01743451165851472
False,1000,mean,one_hot_gene,500,,10,342032.0,0.3817393809287808,0.25592267602992724,0.64869864412975,0.5839334162223736,0.642086371151367,0.5687815438432189,0.08224921045207047,0.08314466224427311,0.015209025302314714,0.01738522160940975
False,1000,mean,one_hot_gene,100,,5,70152.0,0.3862012514795749,0.26450461831075,0.6535000936717911,0.5962766257155075,0.6418823500224029,0.5759098478299767,0.08238140168257868,0.08238907133582522,0.015099264628564178,0.017184706201151898
False,1000,mean,one_hot_gene,100,,2,,0.395439479843925,0.2546949202761343,0.6638156636891313,0.5880100808701078,0.6415763183289567,0.5535748614554438,0.08138520484067956,0.08263093207646342,0.014872006988973554,0.01741390788323413
True,1000,mean,one_hot_gene,200,,2,200894.0,0.3948292223311287,0.25741629018096523,0.6590453132016042,0.5820628725395482,0.6415125617261555,0.5378794124614888,0.08144824577989628,0.08292352485859278,0.014887019140268245,0.01735032360596543
True,1000,sum,one_hot_gene,500,,10,,0.3839993036906113,0.25974010687606974,0.6516817344047577,0.5870561857761316,0.6414233024822338,0.5690396565453588,0.08188883329216007,0.08263526385462265,0.015153431881990463,0.017296028081935106
True,1000,sum,one_hot_gene,100,,5,70496.0,0.38889506992309897,0.2523507983199914,0.6538613394824035,0.5849007444349651,0.6413722971999928,0.5674964720921394,0.0824909569794375,0.08308364421900324,0.015032997504953837,0.017468677835729907
False,1000,mean,one_hot_gene,500,,5,,0.3886519876746468,0.25798205245074135,0.6554469861367013,0.5852365120729226,0.6413340432383119,0.5582593324113022,0.08176075945123724,0.08291779165881832,0.015038977255164688,0.017337104680833
