cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
True,1000,sum,['one_hot_gene'],,500,2,,0.4108878619512018,0.2610007634044295,0.6715776693703828,0.5872061917612521,0.6466130899502576,0.5689902307087789,0.0803185029279212,0.0822899794688502,0.0144919814348595,0.0172665730879272,0.1203826459040486,0.1314023328861679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,100,2,101050.0,0.4105017959945268,0.2605518312875471,0.6743006029050748,0.5848212524041233,0.6416273236111979,0.5539428093499836,0.0805392660535111,0.0822507724223785,0.0145014785412938,0.0172770622993145,0.1204220849399886,0.1314422394031482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,100,2,,0.4103959591525465,0.2544684323616191,0.6724835077962221,0.5856866381096901,0.6449426669568642,0.5491155526440052,0.0802631490996905,0.0829534427807169,0.0145040820957786,0.0174191997292007,0.1204328945752724,0.1319818159035582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,mean,['one_hot_gene'],,500,2,503232.0,0.4095013211888625,0.2598061107064131,0.6708359481573608,0.5889063447533205,0.6436930375419592,0.5551839470241032,0.0804438148499751,0.0830674930446355,0.0145260899206447,0.0172944859153072,0.1205242295998805,0.1315085013043157,0.3177649466265494,0.8929407225058676,0.3321607846666082,0.8920041651189895,0.2712393620213825,0.8972677998346539,0.0923951729553975,0.8983479966787377,0.1049458004645668,0.8984283166811067,0.6162523779947221,0.9747017614149156,0.6223482003626516,0.9730323641794132,0.5675059759621774,0.9723404292006248,0.4625517332215616,0.972338558608588,0.4557813721855681,0.972750818385258,0.586611874463866,0.9748591878033096,0.520788956583018,0.973605677473996,0.5271276113040311,0.9760170020658928,0.4307908084500644,0.9763158716748253,0.4579154027571085,0.977874247498844,0.0136336033957054,0.0021926545357597,0.0113372146433581,0.0022890563097189,0.0150787940222244,0.0020840590056676,0.022345815170854,0.001960956741931,0.0172543198345491,0.0020980826089665,0.0802558384999632,0.0321138810662925,0.0786537302461266,0.0324301342125237,0.0824113606795668,0.0313473878580331,0.1002948218756914,0.0303721539841592,0.0880360120096802,0.0311783016857504,0.1167630223816832,0.0468257892166248,0.1064763572036448,0.0478440833303234,0.1227957410589816,0.0456514951087879,0.1494851670596585,0.0442826912227682,0.1313556996652567,0.0458048317207533,0.2237012133469009,0.1164210724492192,0.8957978001638711,0.0030878219687023,0.5448879319453361,0.0811230267415917,0.97303278635776,0.0009780458141002,0.5046469307116176,0.061487316789556,0.9757343973033736,0.0016042425421749,0.0159299494133382,0.0041835443594799,0.0021249618404087,0.0001232908179484,0.0859303526622056,0.0087792998925076,0.0314883717613518,0.0008124254494881,0.1253751974738449,0.0162407385812892,0.0460817781198515,0.0013377059288029
False,1000,mean,['one_hot_gene'],,500,2,,0.409194919043319,0.266282137623153,0.6710740271392812,0.5902228811569754,0.647582190312837,0.5820770938832346,0.0801519515490045,0.0820398459706491,0.014533627321282,0.0171431748089623,0.1205554947784716,0.130931947243453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,sum,['one_hot_gene'],,200,2,201720.0,0.4088983497431916,0.2598280386670484,0.6693261501662249,0.5872352283324431,0.635187906728269,0.5675733567268193,0.0808546959547972,0.0827787053773125,0.0145409228368792,0.017293973572782,0.1205857488962905,0.1315065533453829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,sum,['one_hot_gene'],,200,2,201452.0,0.4080210573912732,0.2642487796259979,0.6700402542144923,0.5911225893752553,0.6472251533371499,0.5600331707685617,0.0799541888157932,0.0823488231842379,0.014562503964912,0.0171906838221428,0.1206752002895047,0.1311132480802107,0.3294829657215076,0.8893682049538235,0.3239319879308389,0.8902959269836999,0.2676343979352569,0.8968441629806029,0.0886825632748503,0.8956911680856108,0.1027117303826182,0.8981355878741796,0.6229646184414793,0.9738444343458964,0.6132791367900805,0.9727488019630404,0.5656959689330896,0.9720191662805934,0.457872582389924,0.970835923785881,0.4568988744806548,0.9714588912445692,0.603126803641751,0.9747365039632336,0.5083647096125486,0.9735144351032984,0.5158277525334644,0.9748568434593204,0.4314140798750428,0.9761444846069408,0.4478889816635854,0.9757310831274248,0.0133994336266002,0.0022658223825631,0.0114769064025541,0.0023252637550004,0.0151533843720311,0.0020926530414169,0.0224372220114204,0.0020122093072679,0.0172973869021599,0.0021041292668429,0.080388366420567,0.0322822819974273,0.0790103048354387,0.0324372572679072,0.0828605629988014,0.0316162104709073,0.1005620592184364,0.0304360970409587,0.0881746178820729,0.0313152800556272,0.1157559226415659,0.0476006552745144,0.1071303243836876,0.0482209887393494,0.1230990835547982,0.0457455248239313,0.1497905938683083,0.0448576560607875,0.1315195304970328,0.0458707888186252,0.2224887290490143,0.1183503826373129,0.8940670101755833,0.003975035536344,0.5433422362070457,0.0814065410345096,0.972181443523996,0.0011668625816659,0.5013244654652784,0.0677614185472247,0.9749966700520436,0.0010174845368365,0.0159528666629531,0.0042144991225571,0.0021600155506182,0.0001303933708736,0.0861991822710633,0.0087576609082642,0.0316174253665655,0.0008063790305794,0.1254590909890786,0.0163126925715565,0.0464591227434415,0.0013988676349555
False,1000,sum,['one_hot_gene'],,100,2,100642.0,0.4070935258129849,0.2553613720579575,0.6713206501647073,0.5866118792225359,0.6494438831146342,0.549944808346625,0.0807916903191683,0.0828699854218844,0.0145853209628054,0.0173983363672831,0.1207697021723802,0.131902753448452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,100,2,100790.0,0.4070740959971541,0.265141749194313,0.6659739568247921,0.5896677561380587,0.6385415040356162,0.5648659192341602,0.080627488700711,0.0827797311949498,0.0145857989304318,0.0171698197622723,0.1207716809953054,0.1310336588906543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,sum,['one_hot_gene'],,500,2,504804.0,0.4068232629935938,0.2628791538746157,0.6676983157978791,0.5880278604371857,0.6430044662317055,0.5525039683295442,0.0805417387065838,0.0821764718554552,0.0145919693468874,0.0172226848608019,0.1207972240860173,0.1312352272097777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,sum,['one_hot_gene'],,200,2,,0.4063414390204058,0.2546413340051824,0.6661518588002923,0.5791464973264715,0.6342443090068101,0.5461500024492061,0.0805343112182252,0.0834654139879259,0.014603822071731,0.0174151599160077,0.120846274546347,0.1319665105851016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,200,2,201484.0,0.4061322300360003,0.2572222975303027,0.6675789584451675,0.5814786853547729,0.6405434613635761,0.5530311772530639,0.0807019829658829,0.082227792344915,0.0146089685498329,0.0173548562064273,0.1208675661616173,0.131737831340991,0.3268085359976299,0.8932466448241423,0.3413400588976261,0.8897362866677667,0.2761555384307519,0.8998592213023228,0.0938903424221066,0.8956814447784358,0.1053501687760231,0.9025605364931296,0.619342856898656,0.9740610628891376,0.6292504411825499,0.9726410002921896,0.5687772239911422,0.973126210420554,0.4568937100424933,0.9715565885877404,0.4542394369833711,0.9741698481970464,0.5949754684173877,0.9733565597863144,0.5237335743678694,0.9736196814083632,0.5229289779974047,0.9744028581621628,0.4317238405230766,0.9764208601699482,0.4474614563859361,0.9766357255316728,0.0134528787170932,0.002186389016559,0.0111813876121836,0.0023371257698436,0.014977073364452,0.0020314885823877,0.022309003135972,0.0020123968784336,0.0172465246639544,0.0020127267475616,0.0799735685244202,0.0321944778624922,0.0782332203276455,0.0326436105787754,0.0820972668148577,0.0312412769475951,0.1003565054014325,0.0303594454444944,0.0884492906585335,0.0308823649181053,0.1159865454140832,0.0467588389137183,0.105742080612137,0.0483438286634772,0.1223808537494819,0.0450720376995284,0.1493619869175958,0.0448597467495483,0.1313260243209795,0.0448634232706512,0.2287089289048275,0.1203681021621148,0.8962168268131595,0.0051140909667669,0.5457007338196425,0.0854226208064571,0.9731109420773336,0.0010794796086226,0.504164663538335,0.0660389479615066,0.9748871370116924,0.001548669178015,0.0158333734987311,0.0042418083828861,0.0021160253989571,0.0001435203536871,0.0858219703453779,0.008997525609923,0.0314642351502925,0.0009398170621619,0.1249594982028555,0.0165263920601888,0.0459795750593847,0.0015427557792529
False,1000,mean,['one_hot_gene'],,200,2,201600.0,0.4060294744199,0.2701429590523578,0.6705000723343477,0.598852028646694,0.6431574820784284,0.5712802944703183,0.0808031454773581,0.0821560465117681,0.0146114963070877,0.0170529674689739,0.1208780224320689,0.1305870111036082,0.322213959065916,0.8910325302392553,0.3423088092255723,0.889605982589567,0.2687340541671733,0.8959338316036729,0.0877119372988326,0.8979522989809275,0.0997163850212585,0.8992239582811803,0.6202828979479664,0.973064542916789,0.6321943025429774,0.9724533777863948,0.5638620771933844,0.9714637529474344,0.4535218964587413,0.9722338685320328,0.4569883651123801,0.972042964850614,0.5872516507747219,0.9739390297058048,0.5228059833183755,0.9741066433235914,0.5265080916342788,0.9756639622862806,0.4323748629019951,0.9770688849275456,0.4572225335145803,0.9764680416081226,0.0135446955174002,0.0022317357487701,0.0111649421412505,0.0023398876668437,0.0151306313733754,0.0021111203214048,0.0224611194478529,0.0019685900992967,0.0173551293795503,0.0020816476957157,0.0806498994328081,0.03217417582497,0.0779333660162985,0.0325460191100835,0.0830574646189808,0.0315357898475602,0.1009651847839355,0.0302848288854584,0.0881317606888711,0.0312461873115971,0.1163816803341497,0.0472412504996448,0.1056642898109412,0.0483723853747546,0.1230066314203238,0.0459469294012655,0.1498703421222924,0.0443687964598624,0.1317388681428162,0.0456250774872298,0.2241370289557505,0.1221319479091708,0.8947497203389206,0.0042412549699553,0.5453699078510901,0.0862260781600538,0.9722517014066532,0.0005844091927697,0.5052326244287904,0.0614447137158573,0.9754493123702692,0.0013955834810458,0.0159313035718859,0.0042930452643564,0.0021465963064062,0.0001429802014072,0.0861475351081788,0.0090931980153553,0.0315574001959338,0.0008767179906855,0.1253323623661047,0.0166996450417861,0.0463108878445514,0.001540281409204
False,1000,sum,['one_hot_gene'],,500,2,,0.4050816226649889,0.2676744909389157,0.6682514521466424,0.5926388609395196,0.6465875873091371,0.5648439521956803,0.0802129093633622,0.0821077800751889,0.0146348131752152,0.0171106427451924,0.1209744319069745,0.1308076555297604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1000,mean,['one_hot_gene'],,100,2,101042.0,0.4048847949606893,0.2730220037368513,0.6694969313936083,0.6070874522147871,0.646778857117541,0.581258821699855,0.0811583538140569,0.0821677775348274,0.0146396550775498,0.0169856991512186,0.1209944423415796,0.1303291953140915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,200,5,,0.4008233685975304,0.2688600327393304,0.6602400102924569,0.5886849759670867,0.6451976933680694,0.5658764030042399,0.0806758234057627,0.0825748222635828,0.0147395649447084,0.0170829427921587,0.1214066099712384,0.1307017321696952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1000,sum,['one_hot_gene'],,100,2,100804.0,0.4004801818839567,0.2771625587423137,0.6666821693487888,0.5978118397964955,0.6458480107166422,0.5797101454870155,0.0811397809155133,0.081359199331802,0.0147480072346572,0.0168889558907576,0.1214413736527105,0.1299575157147815,0.3165470180707023,0.8857305329379321,0.3305531159778838,0.8867179120329408,0.2729844176727397,0.8952367697852358,0.094850691189584,0.8950329994421126,0.1212418523035465,0.8992090926492525,0.6114698203628016,0.9713645463853576,0.6156457503151957,0.9704694057205184,0.5651213270037143,0.9695266774668608,0.4562702406329197,0.9708417592739294,0.4661663281426653,0.97077719492672,0.5654670048792829,0.9726029840545256,0.5096375105246457,0.9724458704578208,0.5116403695840368,0.9719766501089276,0.4317270025308235,0.9757360970562609,0.4546144588250148,0.9743192170693212,0.0136579421552174,0.0023403246417969,0.0113645063695416,0.0024011025844176,0.0150426870573956,0.0021252611453907,0.0222853587310304,0.0020249059605224,0.0169401742882614,0.0020819547628312,0.0814992557629942,0.0327818041939288,0.0789199197679758,0.0329509345438331,0.0827706284001469,0.0316583383180201,0.0996913022741675,0.0302964248526841,0.0878095794141292,0.0313408673483878,0.1168671987993956,0.0483769019450083,0.1066044387891125,0.0490010467685907,0.1226486325133534,0.0461005547189051,0.1492828145870463,0.0449989551047845,0.1301544247740408,0.0456284424765001,0.2272354190428912,0.1112479566727087,0.8923854613694948,0.0058760222361989,0.5429346932914594,0.0772662885964808,0.9705959167546772,0.0006788537260458,0.4946172692687607,0.0526556956121011,0.9734161637493712,0.0015710287756633,0.0158581337202893,0.0041285141419116,0.0021947098189918,0.0001659607043447,0.0861381371238827,0.0082377788572294,0.0318056738513708,0.0010931648873799,0.1251115018925897,0.0160174051608646,0.0468211802027577,0.0017631305300124
