run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,elastic_net.alpha,elastic_net.l1_ratio,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
1t5goix6,True,10000,sum,['prot_T5_no_dubious'],1.0,0.1,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
5gqa0h69,True,10000,sum,['prot_T5_no_dubious'],0.5,0.9,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
yh6147bj,True,10000,sum,['prot_T5_no_dubious'],0.5,0.5,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
8kypcahw,True,10000,sum,['prot_T5_no_dubious'],0.5,0.1,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
6no9r1lt,True,10000,sum,['prot_T5_no_dubious'],0.1,0.9,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
npf16f9f,True,10000,sum,['prot_T5_no_dubious'],0.1,0.5,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
p2zw8sv7,True,10000,sum,['prot_T5_no_dubious'],0.1,0.1,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
8gqcoq8b,True,10000,sum,['prot_T5_all'],1.0,0.9,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
cs4fp0j2,True,10000,sum,['prot_T5_all'],1.0,0.5,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
mvangevt,True,10000,sum,['prot_T5_all'],1.0,0.1,1024.0,-0.0007299054236076241,-0.0029534046885104637,NaN,NaN,NaN,NaN,0.0373101644217968,0.038601089268922806,0.003556428477168083,0.003652337472885847,0.05963579862103033,0.06043457183505024,-6.671009345859957e-05,0.0,-0.000959473407752931,0.0,-0.0006533562710167029,0.0,-8.726382599633098e-06,0.0,-0.0029789707193919046,0.0,,,,,,,,,,,,,,,,,,,,,0.003779734717682004,0.003466238733381033,0.0032826685346663,0.003590649925172329,0.0036137052811682224,0.003507851390168071,0.003956003580242395,0.0034221606329083443,0.0030178390443325043,0.0036571482196450233,0.03914798051118851,0.037507064640522,0.03688015788793564,0.037975478917360306,0.03807103633880615,0.03768781200051308,0.038718100637197495,0.03758426755666733,0.03627615422010422,0.03833841532468796,0.06147954714929189,0.058874771620627396,0.057294576834690907,0.0599220320514277,0.06011410218216872,0.05922711701719129,0.06289676923533033,0.05849923617371721,0.05493486183046704,0.06047436001848241,-0.0009334473748439543,0.0012113666416865064,0.0,0.0,,,,,,,,,0.003529990231618285,0.00037892438278228806,0.00352880978025496,9.489914277823023e-05,0.0378186859190464,0.0012144845192199945,0.03781860768795013,0.0003405475154843307,0.059343971446389775,0.003217779628167569,0.0593995033762892,0.000797479549242268
