genes,n_genes_used,n_pairs,n_triples,strains,median_worst,min_worst,max_worst,n_chassis_pair_triples,triples
YDL182W+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.073486328125,0.032379150390625,0.1644287109375,1,YDL182W+YLR044C+YPL177C;YDL182W+YNL071W+YPL177C;YDL182W+YOL086C+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C
YDR148C+YIL125W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.0635986328125,0.03485107421875,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL182W+YGL096W+YIL125W+YLR044C+YNL071W,5,9,5,19,0.056610107421875,0.024139404296875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YLR044C+YNL071W
YIL125W+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.05364990234375,0.0161895751953125,0.1644287109375,1,YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YIL125W+YOL086C+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C
YDR148C+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.05364990234375,0.0225372314453125,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YDR148C+YOL086C+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C
YEL047C+YIL125W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.05242919921875,0.00531768798828125,0.1644287109375,1,YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDR148C+YEL047C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.05242919921875,0.00531768798828125,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YEL047C+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.05242919921875,0.00531768798828125,0.1644287109375,1,YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YEL047C+YOL086C+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C
YGL096W+YIL125W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.0484619140625,0.006683349609375,0.1263427734375,1,YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YIL125W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YDL182W+YGL096W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.0484619140625,0.024139404296875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YDL182W+YGL096W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YEL047C+YGL096W+YIL125W+YLR044C+YNL071W,5,9,5,19,0.0469970703125,0.005584716796875,0.1263427734375,1,YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YLR044C+YNL071W
YDL182W+YEL047C+YGL096W+YLR044C+YNL071W,5,9,5,19,0.0469970703125,0.005584716796875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YEL047C+YGL096W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.0469970703125,0.005584716796875,0.1263427734375,1,YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YEL047C+YGL096W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YDR148C+YGL096W+YIL125W+YLR044C+YNL071W,5,9,5,19,0.045745849609375,0.02581787109375,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YLR044C+YNL071W
YDL182W+YDR148C+YGL096W+YLR044C+YNL071W,5,9,5,19,0.045745849609375,0.024139404296875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDR148C+YEL047C+YGL096W+YLR044C+YNL071W,5,9,5,19,0.045745849609375,0.005584716796875,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDR148C+YGL096W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.045745849609375,0.00836181640625,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YDR148C+YGL096W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YDL131W+YIL125W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.044097900390625,0.0142669677734375,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YEL047C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.044097900390625,0.00531768798828125,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YDR148C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.044097900390625,0.0142669677734375,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.044097900390625,0.0142669677734375,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YDL131W+YOL086C+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C
YDR148C+YJL052W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.03955078125,-0.037139892578125,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDR148C+YJR009C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.03955078125,-0.0360107421875,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YGL096W+YIL125W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.03759765625,0.00458526611328125,0.1263427734375,1,YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YDL182W+YGL096W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.03759765625,0.00458526611328125,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YEL047C+YGL096W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.03759765625,0.00458526611328125,0.1263427734375,1,YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YDR148C+YGL096W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.03759765625,0.00458526611328125,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YGL096W+YJR009C+YLR044C+YNL071W+YOL086C,5,9,5,19,0.03759765625,0.00458526611328125,0.1263427734375,1,YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YJR009C+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YJL052W+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.0372314453125,-0.037139892578125,0.1644287109375,1,YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C;YNL071W+YOL086C+YPL177C
YJR009C+YLR044C+YNL071W+YOL086C+YPL177C,5,9,5,19,0.0372314453125,-0.0360107421875,0.1644287109375,1,YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C;YNL071W+YOL086C+YPL177C
YGL096W+YIL125W+YJL052W+YLR044C+YNL071W,5,9,5,19,0.034912109375,0.02679443359375,0.1263427734375,1,YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YGL096W+YJL052W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.034912109375,0.00458526611328125,0.1263427734375,1,YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YDL182W+YGL096W+YJL052W+YLR044C+YNL071W,5,9,5,19,0.034912109375,0.024139404296875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YEL047C+YGL096W+YJL052W+YLR044C+YNL071W,5,9,5,19,0.034912109375,0.005584716796875,0.1263427734375,1,YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YDR148C+YGL096W+YJL052W+YLR044C+YNL071W,5,9,5,19,0.034912109375,0.02581787109375,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YGL096W+YJL052W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.034912109375,0.009429931640625,0.1263427734375,1,YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YJL052W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YIL125W+YJL052W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.03485107421875,-0.037139892578125,0.1644287109375,1,YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YIL125W+YJR009C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.03485107421875,-0.0360107421875,0.1644287109375,1,YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YGL096W+YIL125W+YLR044C+YNL071W,5,9,5,19,0.031463623046875,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YJR009C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.028289794921875,-0.0360107421875,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YEL047C+YJR009C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.028289794921875,-0.0360107421875,0.1644287109375,1,YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YGL096W+YLR044C+YNL071W+YOL086C,5,9,5,19,0.027862548828125,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YDL131W+YGL096W+YOL086C;YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C
YDL131W+YGL096W+YJL052W+YLR044C+YNL071W,5,9,5,19,0.02679443359375,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YDR148C+YGL096W+YLR044C+YNL071W,5,9,5,19,0.02581787109375,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YGL096W+YJR009C+YLR044C+YNL071W,5,9,5,19,0.024200439453125,0.00458526611328125,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YDL182W+YGL096W+YLR044C+YNL071W,5,9,5,19,0.024200439453125,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YEL047C+YGL096W+YLR044C+YNL071W,5,9,5,19,0.024200439453125,0.005584716796875,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YJL052W+YJR009C+YLR044C+YNL071W+YPL177C,5,9,5,19,0.017791748046875,-0.037139892578125,0.1644287109375,1,YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YJL052W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.017791748046875,-0.037139892578125,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YEL047C+YJL052W+YLR044C+YNL071W+YPL177C,5,9,5,19,0.017791748046875,-0.037139892578125,0.1644287109375,1,YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YGL096W+YLR044C+YNL071W+YPL177C,4,6,4,14,0.1453857421875,0.0972900390625,0.228759765625,2,YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YPL177C;YGL096W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDR423C+YLR044C+YNL071W+YPL177C,4,6,4,14,0.1146240234375,0.0169525146484375,0.1644287109375,2,YDR423C+YLR044C+YNL071W;YDR423C+YLR044C+YPL177C;YDR423C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDR423C+YGL096W+YLR044C+YNL071W,4,6,4,14,0.103759765625,0.0201873779296875,0.130126953125,2,YDR423C+YGL096W+YLR044C;YDR423C+YGL096W+YNL071W;YDR423C+YLR044C+YNL071W;YGL096W+YLR044C+YNL071W
YGR193C+YLR044C+YNL071W+YPL177C,4,6,3,13,0.11529541015625,0.08453369140625,0.1644287109375,1,YGR193C+YLR044C+YPL177C;YGR193C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL182W+YDR423C+YLR044C+YNL071W,4,6,3,13,0.11492919921875,0.07318115234375,0.130126953125,1,YDL182W+YDR423C+YLR044C;YDL182W+YDR423C+YNL071W;YDR423C+YLR044C+YNL071W
YDR423C+YGR193C+YLR044C+YNL071W,4,6,3,13,0.10791015625,0.0360107421875,0.130126953125,1,YDR423C+YGR193C+YLR044C;YDR423C+YGR193C+YNL071W;YDR423C+YLR044C+YNL071W
YDR423C+YJL052W+YLR044C+YNL071W,4,6,3,13,0.1063232421875,0.066162109375,0.130126953125,1,YDR423C+YJL052W+YLR044C;YDR423C+YJL052W+YNL071W;YDR423C+YLR044C+YNL071W
YDL131W+YDR423C+YLR044C+YNL071W,4,6,3,13,0.09893798828125,0.0452880859375,0.130126953125,1,YDL131W+YDR423C+YLR044C;YDL131W+YDR423C+YNL071W;YDR423C+YLR044C+YNL071W
YDR423C+YLR044C+YNL071W+YOL086C,4,6,3,13,0.09747314453125,0.06439208984375,0.130126953125,1,YDR423C+YLR044C+YNL071W;YDR423C+YLR044C+YOL086C;YDR423C+YNL071W+YOL086C
YDR423C+YIL125W+YLR044C+YNL071W,4,6,3,13,0.09674072265625,0.07281494140625,0.130126953125,1,YDR423C+YIL125W+YLR044C;YDR423C+YIL125W+YNL071W;YDR423C+YLR044C+YNL071W
YIL125W+YLR044C+YNL071W+YPL177C,4,6,3,13,0.08770751953125,0.03485107421875,0.1644287109375,1,YIL125W+YLR044C+YPL177C;YIL125W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YGL096W+YGR193C+YLR044C+YNL071W,4,6,3,13,0.08465576171875,0.07879638671875,0.1263427734375,1,YGL096W+YGR193C+YLR044C;YGL096W+YGR193C+YNL071W;YGL096W+YLR044C+YNL071W
YDR423C+YEL047C+YLR044C+YNL071W,4,6,3,13,0.08355712890625,0.029327392578125,0.130126953125,1,YDR423C+YEL047C+YLR044C;YDR423C+YEL047C+YNL071W;YDR423C+YLR044C+YNL071W
YDR423C+YJR009C+YLR044C+YNL071W,4,6,3,13,0.0810546875,0.033782958984375,0.130126953125,1,YDR423C+YJR009C+YLR044C;YDR423C+YJR009C+YNL071W;YDR423C+YLR044C+YNL071W
YDR148C+YDR423C+YLR044C+YNL071W,4,6,3,13,0.08001708984375,0.02825927734375,0.130126953125,1,YDR148C+YDR423C+YLR044C;YDR148C+YDR423C+YNL071W;YDR423C+YLR044C+YNL071W
YDL182W+YLR044C+YNL071W+YPL177C,4,6,3,13,0.07513427734375,0.073486328125,0.1644287109375,1,YDL182W+YLR044C+YPL177C;YDL182W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDR148C+YLR044C+YNL071W+YPL177C,4,6,3,13,0.0635986328125,0.03955078125,0.1644287109375,1,YDR148C+YLR044C+YPL177C;YDR148C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL182W+YGL096W+YLR044C+YNL071W,4,6,3,13,0.061553955078125,0.024139404296875,0.1263427734375,1,YDL182W+YGL096W+YLR044C;YDL182W+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YGL096W+YIL125W+YLR044C+YNL071W,4,6,3,13,0.056610107421875,0.031463623046875,0.1263427734375,1,YGL096W+YIL125W+YLR044C;YGL096W+YIL125W+YNL071W;YGL096W+YLR044C+YNL071W
YLR044C+YNL071W+YOL086C+YPL177C,4,6,3,13,0.05364990234375,0.0372314453125,0.1644287109375,1,YLR044C+YNL071W+YPL177C;YLR044C+YOL086C+YPL177C;YNL071W+YOL086C+YPL177C
YEL047C+YLR044C+YNL071W+YPL177C,4,6,3,13,0.05242919921875,0.00531768798828125,0.1644287109375,1,YEL047C+YLR044C+YPL177C;YEL047C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YGL096W+YLR044C+YNL071W+YOL086C,4,6,3,13,0.0484619140625,0.0080718994140625,0.1263427734375,1,YGL096W+YLR044C+YNL071W;YGL096W+YLR044C+YOL086C;YGL096W+YNL071W+YOL086C
YEL047C+YGL096W+YLR044C+YNL071W,4,6,3,13,0.0469970703125,0.005584716796875,0.1263427734375,1,YEL047C+YGL096W+YLR044C;YEL047C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDR148C+YGL096W+YLR044C+YNL071W,4,6,3,13,0.045745849609375,0.02581787109375,0.1263427734375,1,YDR148C+YGL096W+YLR044C;YDR148C+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YDL131W+YLR044C+YNL071W+YPL177C,4,6,3,13,0.044097900390625,0.0142669677734375,0.1644287109375,1,YDL131W+YLR044C+YPL177C;YDL131W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YGL096W+YJR009C+YLR044C+YNL071W,4,6,3,13,0.03759765625,0.00458526611328125,0.1263427734375,1,YGL096W+YJR009C+YLR044C;YGL096W+YJR009C+YNL071W;YGL096W+YLR044C+YNL071W
YGL096W+YJL052W+YLR044C+YNL071W,4,6,3,13,0.034912109375,0.02679443359375,0.1263427734375,1,YGL096W+YJL052W+YLR044C;YGL096W+YJL052W+YNL071W;YGL096W+YLR044C+YNL071W
YJR009C+YLR044C+YNL071W+YPL177C,4,6,3,13,0.028289794921875,-0.0360107421875,0.1644287109375,1,YJR009C+YLR044C+YPL177C;YJR009C+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
YDL131W+YGL096W+YLR044C+YNL071W,4,6,3,13,0.024200439453125,0.0129547119140625,0.1263427734375,1,YDL131W+YGL096W+YLR044C;YDL131W+YGL096W+YNL071W;YGL096W+YLR044C+YNL071W
YJL052W+YLR044C+YNL071W+YPL177C,4,6,3,13,0.017791748046875,-0.037139892578125,0.1644287109375,1,YJL052W+YLR044C+YPL177C;YJL052W+YNL071W+YPL177C;YLR044C+YNL071W+YPL177C
