gene,is_metabolic,is_tflink_regulator,is_sgd_regulator,is_regulator,distinct_screens,n_records,as_query,as_array,min_smf,mean_smf,n_smf_sources,is_essential,is_mito,fails_fitness,passes_support,present_in_kuzmin,keep
YML016C,False,False,True,True,11,11,0,11,1.0493,1.0493,2.0,False,False,False,False,True,True
YML022W,True,False,False,False,0,0,0,0,0.972,0.972,1.0,False,False,False,False,False,True
YML027W,False,True,True,True,11,11,0,11,0.979,0.979,2.0,False,False,False,False,True,True
YML032C,False,True,False,True,281,292,0,292,0.745,0.745,2.0,False,False,True,True,True,False
YML035C,True,False,False,False,303,315,0,315,0.9987,0.9987,2.0,False,False,False,True,True,True
YML042W,True,False,False,False,11,11,0,11,1.0177,1.0177,2.0,False,False,False,False,True,True
YML051W,False,True,True,True,11,11,0,11,0.9625,0.9625,2.0,False,False,False,False,True,True
YML054C,True,False,False,False,11,11,0,11,1.0322,1.0322,2.0,False,False,False,False,True,True
YML056C,True,False,False,False,12,1092,1081,11,0.96827,0.990135,2.0,False,False,False,False,True,True
YML059C,True,False,False,False,11,11,0,11,1.0378,1.0378,2.0,False,False,False,False,True,True
YML070W,True,False,False,False,11,11,0,11,1.0072,1.0072,2.0,False,False,False,False,True,True
YML075C,True,False,False,False,11,11,0,11,1.0067,1.0067,2.0,False,False,False,False,True,True
YML076C,False,True,True,True,11,11,0,11,1.006,1.006,2.0,False,False,False,False,True,True
YML081C-A,True,False,False,False,302,313,0,313,0.8872,0.8872,2.0,False,False,True,True,True,False
YML081W,False,True,False,True,1,1105,1105,0,0.92169,0.928345,2.0,False,False,False,False,True,True
YML082W,True,False,False,False,1,1080,1080,0,0.96577,0.968135,2.0,False,False,False,False,True,True
YML086C,True,False,False,False,0,0,0,0,0.861,0.861,1.0,False,False,True,False,False,False
YML099C,False,True,True,True,11,11,0,11,1.033,1.033,2.0,False,False,False,False,True,True
YML100W,True,False,False,False,12,1099,1088,11,0.93467,0.9730233333333334,3.0,False,False,False,False,True,True
YML106W,True,False,False,False,0,0,0,0,0.9795,0.9795,2.0,False,False,False,False,False,True
YML110C,True,False,False,False,0,0,0,0,0.795,0.795,1.0,False,False,True,False,False,False
YML112W,False,False,True,True,11,11,0,11,1.0068,1.0068,2.0,False,False,False,False,True,True
YML120C,True,False,False,False,11,11,0,11,1.0457,1.0457,2.0,False,False,False,False,True,True
YML123C,True,False,False,False,11,11,0,11,0.9845,0.9845,2.0,False,False,False,False,True,True
YML125C,True,False,False,False,11,11,0,11,,,,True,False,True,False,True,False
YML126C,True,False,False,False,11,11,0,11,,,,True,False,True,False,True,False
YMR001C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YMR006C,True,False,False,False,11,11,0,11,1.005,1.005,2.0,False,False,False,False,True,True
YMR008C,True,False,False,False,11,11,0,11,1.0382,1.0382,2.0,False,False,False,False,True,True
YMR009W,True,False,False,False,11,11,0,11,1.0118,1.0118,2.0,False,False,False,False,True,True
YMR011W,True,False,False,False,11,11,0,11,1.032,1.032,1.0,False,False,False,False,True,True
YMR013C,True,False,False,False,12,506,495,11,0.7455,0.7455,1.0,True,False,True,False,True,False
YMR015C,True,False,False,False,293,304,0,304,0.9192,0.9192,2.0,False,False,False,True,True,True
YMR016C,False,True,True,True,10,10,0,10,0.9288,0.9288,2.0,False,False,False,False,True,True
YMR019W,False,True,False,True,11,494,484,10,0.8572,0.9259333333333334,3.0,False,False,True,False,True,False
YMR020W,True,False,False,False,10,10,0,10,1.0215,1.0215,2.0,False,False,False,False,True,True
YMR021C,False,True,True,True,10,10,0,10,0.922,0.9337500000000001,2.0,False,False,False,False,True,True
YMR023C,False,True,False,True,11,512,502,10,0.8223,0.9213,3.0,False,False,True,False,True,False
YMR036C,False,False,True,True,301,772,462,310,0.8324,0.9593333333333334,3.0,False,False,True,True,True,False
YMR037C,False,True,True,True,11,1055,1045,10,0.97926,0.98942,3.0,False,False,False,False,True,True
YMR039C,False,True,True,True,272,282,0,282,0.8912,0.8912,2.0,False,False,True,True,True,False
YMR041C,True,False,False,False,10,10,0,10,1.0295,1.0295,2.0,False,False,False,False,True,True
YMR042W,False,True,True,True,10,10,0,10,1.0417,1.0417,2.0,False,False,False,False,True,True
YMR043W,False,True,True,True,10,10,0,10,,,,True,False,True,False,True,False
YMR054W,True,False,False,False,10,10,0,10,1.0127,1.0127,2.0,False,False,False,False,True,True
YMR056C,True,False,False,False,10,10,0,10,1.028,1.028,2.0,False,False,False,False,True,True
YMR058W,True,False,False,False,10,10,0,10,1.0003,1.0003,2.0,False,False,False,False,True,True
YMR062C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YMR070W,False,True,True,True,271,765,485,280,0.792,0.8878,3.0,False,False,True,True,True,False
YMR075W,False,False,True,True,11,509,499,10,0.8137,0.9012333333333333,3.0,False,False,True,False,True,False
YMR076C,False,True,False,True,280,290,0,290,,,,True,False,True,True,True,False
YMR080C,False,True,False,True,315,325,0,325,0.9925,0.9925,2.0,False,False,False,True,True,True
YMR083W,True,False,False,False,0,0,0,0,0.445,0.445,1.0,False,False,True,False,False,False
YMR087W,True,False,False,False,10,10,0,10,1.0035,1.0035,1.0,False,False,False,False,True,True
YMR088C,True,False,False,False,10,10,0,10,1.018,1.018,2.0,False,False,False,False,True,True
YMR091C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YMR099C,True,False,False,False,10,10,0,10,1.001,1.001,2.0,False,False,False,False,True,True
YMR101C,True,False,False,False,10,10,0,10,1.018,1.018,2.0,False,False,False,False,True,True
YMR104C,False,False,True,True,10,10,0,10,0.9567,0.9567,2.0,False,False,False,False,True,True
YMR105C,True,False,False,False,10,10,0,10,0.9982,0.9982,2.0,False,False,False,False,True,True
YMR108W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YMR110C,True,False,False,False,10,10,0,10,0.9795,0.9795,2.0,False,False,False,False,True,True
YMR113W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YMR119W,False,False,True,True,11,1070,1060,10,0.95075,0.99505,3.0,False,False,False,False,True,True
YMR120C,True,False,False,False,10,10,0,10,1.005,1.005,2.0,False,False,False,False,True,True
YMR125W,False,True,False,True,0,0,0,0,0.9995,0.9995,1.0,False,False,False,False,False,True
YMR133W,False,True,False,True,10,10,0,10,1.0155,1.0155,2.0,False,False,False,False,True,True
YMR139W,False,False,True,True,11,1064,1054,10,0.97157,0.9886566666666666,3.0,False,False,False,False,True,True
YMR145C,True,False,False,False,10,10,0,10,0.9905,0.9905,2.0,False,False,False,False,True,True
YMR162C,True,False,False,False,283,293,0,293,1.0545,1.0545,2.0,False,False,False,True,True,True
YMR164C,False,True,True,True,290,300,0,300,1.018,1.018,2.0,False,False,False,True,True,True
YMR165C,True,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YMR169C,True,False,False,False,10,10,0,10,1.0357,1.0357,2.0,False,False,False,False,True,True
YMR170C,True,False,False,False,10,10,0,10,1.0228,1.0228,2.0,False,False,False,False,True,True
YMR172W,False,True,True,True,11,503,493,10,0.7691,0.8938333333333334,3.0,False,False,True,False,True,False
YMR176W,False,True,False,True,10,10,0,10,1.0112,1.0112,2.0,False,False,False,False,True,True
YMR179W,False,False,True,True,0,0,0,0,0.6195,0.6195,1.0,False,False,True,False,False,False
YMR182C,False,True,True,True,11,1084,1074,10,0.92715,0.96585,3.0,False,False,False,False,True,True
YMR189W,True,False,False,False,10,10,0,10,0.9802,0.9802,2.0,False,False,False,False,True,True
YMR202W,True,False,False,False,104,104,0,104,0.759,0.759,1.0,False,False,True,True,True,False
YMR205C,True,False,False,False,10,10,0,10,0.7885,0.7885,1.0,False,False,True,False,True,False
YMR207C,True,False,False,False,273,283,0,283,0.8475,0.8475,2.0,False,False,True,True,True,False
YMR208W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YMR210W,True,False,False,False,10,10,0,10,1.0137,1.0137,2.0,False,False,False,False,True,True
YMR216C,False,False,True,True,284,294,0,294,0.8523,0.8523,2.0,False,False,True,True,True,False
YMR217W,True,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YMR220W,True,False,False,False,10,10,0,10,,,,True,False,True,False,True,False
YMR223W,False,True,True,True,288,750,453,297,0.5664,0.7769333333333334,3.0,False,False,True,True,True,False
YMR226C,True,False,False,False,10,10,0,10,1.0152,1.0152,2.0,False,False,False,False,True,True
YMR235C,False,False,True,True,283,303,0,303,,,,True,False,True,True,True,False
YMR239C,False,True,False,True,278,298,0,298,,,,True,False,True,True,True,False
YMR241W,True,False,False,False,10,10,0,10,0.9332,0.9332,2.0,False,False,False,False,True,True
YMR243C,True,False,False,False,320,330,0,330,0.8053,0.8053,2.0,False,False,True,True,True,False
YMR246W,True,False,False,False,10,10,0,10,1.025,1.025,2.0,False,False,False,False,True,True
YMR247C,False,False,True,True,320,330,0,330,1.0052,1.0052,2.0,False,False,False,True,True,True
YMR250W,True,False,False,False,311,321,0,321,1.0283,1.0283,2.0,False,False,False,True,True,True
YMR251W,True,False,False,False,10,10,0,10,1.024,1.024,2.0,False,False,False,False,True,True
YMR256C,True,False,False,False,10,10,0,10,0.742,0.742,2.0,False,False,True,False,True,False
YMR261C,True,False,False,False,11,1098,1088,10,0.9833,1.0094333333333332,3.0,False,False,False,False,True,True
YMR263W,False,False,True,True,290,300,0,300,0.8898,0.8898,2.0,False,False,True,True,True,False
YMR267W,True,False,False,False,0,0,0,0,0.5655,0.5655,1.0,False,False,True,False,False,False
YMR271C,True,False,False,False,0,0,0,0,1.0017,1.0017,2.0,False,False,False,False,False,True
YMR272C,True,False,False,False,300,310,0,310,0.7957,0.7957,2.0,False,False,True,True,True,False
YMR275C,False,True,True,True,297,1372,1066,306,0.79193,0.8699766666666667,3.0,False,False,True,True,True,False
YMR277W,False,False,True,True,10,10,0,10,,,,True,False,True,False,True,False
YMR278W,True,False,False,False,10,10,0,10,1.037,1.037,2.0,False,False,False,False,True,True
YMR280C,False,True,True,True,10,10,0,10,1.0183,1.0183,2.0,False,False,False,False,True,True
YMR281W,True,False,False,False,10,10,0,10,,,,True,False,True,False,True,False
YMR289W,True,False,False,False,11,507,497,10,0.8174,0.9364666666666667,3.0,False,False,True,False,True,False
YMR293C,True,False,False,False,0,0,0,0,0.3485,0.3485,1.0,False,False,True,False,False,False
YMR296C,True,False,False,False,297,841,505,336,0.6913,0.6913,1.0,True,False,True,True,True,False
YMR298W,True,False,False,False,10,10,0,10,,,,True,False,True,False,True,False
YMR300C,True,False,False,False,10,10,0,10,1.0368,1.0368,2.0,False,False,False,False,True,True
YMR301C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YMR303C,True,False,False,False,309,319,0,319,1.049,1.049,2.0,False,False,False,True,True,True
YMR304W,False,False,True,True,308,318,0,318,0.8862,0.8862,2.0,False,False,True,True,True,False
YMR306W,True,False,False,False,10,10,0,10,1.0328,1.0328,2.0,False,False,False,False,True,True
YMR312W,False,True,False,True,289,299,0,299,0.7418,0.7418,2.0,False,False,True,True,True,False
YMR313C,True,False,False,False,10,10,0,10,1.0162,1.0162,2.0,False,False,False,False,True,True
YMR318C,True,False,False,False,292,302,0,302,1.039,1.039,2.0,False,False,False,True,True,True
YMR319C,True,False,False,False,10,10,0,10,1.0188,1.0188,2.0,False,False,False,False,True,True
YMR322C,True,False,False,False,0,0,0,0,1.0455,1.0455,1.0,False,False,False,False,False,True
YMR323W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL003C,True,False,False,False,311,321,0,321,0.736,0.736,2.0,False,False,True,True,True,False
YNL008C,False,False,True,True,11,1070,1060,10,0.96628,0.9992266666666666,3.0,False,False,False,False,True,True
YNL009W,True,False,False,False,11,1088,1078,10,1.0365,1.0368333333333333,3.0,False,False,False,False,True,True
YNL021W,False,False,True,True,292,302,0,302,0.688,0.688,2.0,False,False,True,True,True,False
YNL025C,False,True,True,True,0,0,0,0,0.5665,0.5665,1.0,False,False,True,False,False,False
YNL027W,False,True,True,True,10,10,0,10,1.0142,1.0142,2.0,False,False,False,False,True,True
YNL029C,True,False,False,False,11,1107,1097,10,0.87053,0.93431,3.0,False,False,True,False,True,False
YNL036W,True,False,False,False,0,0,0,0,1.004,1.004,1.0,False,False,False,False,False,True
YNL037C,True,False,False,False,296,306,0,306,0.8692,0.8692,2.0,False,False,True,True,True,False
YNL038W,True,False,False,False,291,302,0,302,,,,True,False,True,True,True,False
YNL045W,True,False,False,False,10,10,0,10,1.0305,1.0305,2.0,False,False,False,False,True,True
YNL048W,True,False,False,False,0,0,0,0,0.982,0.982,1.0,False,False,False,False,False,True
YNL052W,True,False,False,False,11,1105,1095,10,0.941,0.941,2.0,False,False,False,False,True,True
YNL054W,True,False,False,False,0,0,0,0,0.8835,0.8835,1.0,False,False,True,False,False,False
YNL059C,False,True,False,True,0,0,0,0,,,,False,False,True,False,False,False
YNL065W,True,False,False,False,10,10,0,10,0.9912,0.9912,2.0,False,False,False,False,True,True
YNL068C,False,True,True,True,310,321,0,321,1.0242,1.0242,2.0,False,False,False,True,True,True
YNL071W,True,False,False,False,299,309,0,309,0.9145,0.9145,2.0,False,False,False,True,True,True
YNL073W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL088W,False,True,False,True,0,0,0,0,,,,True,False,True,False,False,False
YNL092W,True,False,False,False,10,10,0,10,1.041,1.041,1.0,False,False,False,False,True,True
YNL097C,False,True,True,True,307,318,0,318,0.8772,0.8772,2.0,False,False,True,True,True,False
YNL101W,True,False,False,False,10,10,0,10,0.677,0.85375,2.0,False,False,True,False,True,False
YNL103W,False,True,True,True,0,0,0,0,,,,True,False,True,False,False,False
YNL104C,True,False,False,False,10,10,0,10,1.0082,1.0082,2.0,False,False,False,False,True,True
YNL106C,True,False,False,False,0,0,0,0,0.973,0.973,1.0,False,False,False,False,False,True
YNL116W,False,False,True,True,307,317,0,317,1.0355,1.0355,2.0,False,False,False,True,True,True
YNL117W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL129W,True,False,False,False,10,10,0,10,1.0088,1.0088,2.0,False,False,False,False,True,True
YNL130C,True,False,False,False,10,10,0,10,1.01,1.01,2.0,False,False,False,False,True,True
YNL141W,True,False,False,False,294,305,0,305,0.5885,0.5885,1.0,False,False,True,True,True,False
YNL142W,True,False,False,False,11,11,0,11,1.0112,1.0112,2.0,False,False,False,False,True,True
YNL154C,False,False,True,True,296,308,0,308,1.0042,1.0042,2.0,False,False,False,True,True,True
YNL157W,False,False,True,True,1,1087,1087,0,0.97029,0.9961450000000001,2.0,False,False,False,False,True,True
YNL159C,False,False,True,True,0,0,0,0,0.939,0.939,1.0,False,False,False,False,False,True
YNL161W,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YNL167C,False,True,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL169C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL183C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL186W,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL191W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL192W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL197C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL199C,False,True,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL202W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL206C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL216W,False,True,True,True,0,0,0,0,,,,True,False,True,False,False,False
YNL219C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL220W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL222W,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YNL229C,True,True,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL236W,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL239W,False,True,False,True,0,0,0,0,,,,False,False,True,False,False,False
YNL241C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL246W,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL247W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YNL256W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YNL257C,False,False,True,True,1,1123,1123,0,0.99483,0.99483,1.0,False,False,False,False,True,True
YNL267W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YNL268W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL270C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL274C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL275W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL277W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL280C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YNL292W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL298W,False,False,True,True,1,1116,1116,0,0.60546,0.60546,1.0,False,False,True,False,True,False
YNL309W,False,False,True,True,1,1111,1111,0,1.0264,1.0264,1.0,False,False,False,False,True,True
YNL312W,False,True,False,True,0,0,0,0,,,,True,False,True,False,False,False
YNL314W,False,True,True,True,1,437,437,0,0.8759,0.8759,1.0,False,False,True,False,True,False
YNL316C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL318C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL325C,True,False,False,False,1,479,479,0,0.798,0.798,1.0,False,False,True,False,True,False
YNL330C,False,True,True,True,0,0,0,0,,,,False,False,True,False,False,False
YNL331C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL333W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL334C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNL335W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNR001C,True,False,False,False,10,10,0,10,1.0082,1.0082,2.0,False,False,False,False,True,True
YNR008W,True,False,False,False,10,10,0,10,1.017,1.017,2.0,False,False,False,False,True,True
YNR010W,False,False,True,True,0,0,0,0,0.699,0.699,1.0,False,False,True,False,False,False
YNR012W,True,False,False,False,10,10,0,10,1.0408,1.0408,2.0,False,False,False,False,True,True
YNR013C,True,False,False,False,10,10,0,10,1.012,1.012,2.0,False,False,False,False,True,True
YNR016C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YNR019W,True,False,False,False,11,5321,5311,10,0.9752,0.9752,3.0,False,False,False,False,True,True
YNR027W,True,False,False,False,10,10,0,10,1.0112,1.0112,2.0,False,False,False,False,True,True
YNR030W,True,False,False,False,10,10,0,10,1.0495,1.0495,2.0,False,False,False,False,True,True
YNR031C,False,False,True,True,10,10,0,10,1.0197,1.0197,2.0,False,False,False,False,True,True
YNR032W,False,False,True,True,304,315,0,315,0.936,0.936,2.0,False,False,False,True,True,True
YNR033W,True,False,False,False,10,10,0,10,1.0342,1.0342,2.0,False,False,False,False,True,True
YNR041C,True,False,False,False,285,295,0,295,0.8245,0.8245,2.0,False,False,True,True,True,False
YNR043W,True,False,False,False,10,10,0,10,,,,True,False,True,False,True,False
YNR047W,False,False,True,True,10,10,0,10,1.0165,1.0165,2.0,False,False,False,False,True,True
YNR050C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNR056C,True,False,False,False,10,10,0,10,1.0088,1.0088,2.0,False,False,False,False,True,True
YNR057C,True,False,False,False,10,10,0,10,1.0172,1.0172,2.0,False,False,False,False,True,True
YNR058W,True,False,False,False,10,10,0,10,1.025,1.025,2.0,False,False,False,False,True,True
YNR060W,True,False,False,False,10,10,0,10,1.0107,1.0107,2.0,False,False,False,False,True,True
YNR067C,True,False,False,False,300,310,0,310,1.042,1.042,2.0,False,False,False,True,True,True
YNR072W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YNR073C,True,False,False,False,10,10,0,10,1.003,1.003,2.0,False,False,False,False,True,True
YOL003C,False,False,True,True,281,290,0,290,0.9975,0.9975,2.0,False,False,False,True,True,True
YOL004W,False,False,True,True,281,291,0,291,0.586,0.586,2.0,False,False,True,True,True,False
YOL011W,True,False,False,False,9,9,0,9,1.0295,1.0295,2.0,False,False,False,False,True,True
YOL012C,False,True,False,True,0,0,0,0,0.6665,0.6665,1.0,False,False,True,False,False,False
YOL013C,False,False,True,True,9,9,0,9,1.0635,1.0635,2.0,False,False,False,False,True,True
YOL020W,True,False,False,False,276,286,0,286,0.9915,0.9915,2.0,False,False,False,True,True,True
YOL022C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YOL028C,False,True,False,True,10,1092,1083,9,0.97728,1.0036266666666667,3.0,False,False,False,False,True,True
YOL033W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL034W,False,False,True,True,10,567,558,9,0.8226,0.8226,1.0,True,False,True,False,True,False
YOL045W,False,False,True,True,9,9,0,9,1.0077,1.0077,2.0,False,False,False,False,True,True
YOL049W,True,False,False,False,9,9,0,9,0.928,0.928,2.0,False,False,False,False,True,True
YOL051W,False,True,True,True,0,0,0,0,0.248,0.248,1.0,False,False,True,False,False,False
YOL052C,True,False,False,False,273,282,0,282,0.775,0.775,2.0,False,False,True,True,True,False
YOL054W,False,False,True,True,295,304,0,304,0.9942,0.9942,2.0,False,False,False,True,True,True
YOL055C,True,False,False,False,9,9,0,9,1.016,1.016,2.0,False,False,False,False,True,True
YOL058W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL059W,True,False,False,False,9,9,0,9,1.0168,1.0168,2.0,False,False,False,False,True,True
YOL061W,True,False,False,False,9,9,0,9,1.0157,1.0157,2.0,False,False,False,False,True,True
YOL064C,True,False,False,False,273,283,0,283,0.728,0.728,2.0,False,False,True,True,True,False
YOL065C,True,False,False,False,9,9,0,9,1.018,1.018,2.0,False,False,False,False,True,True
YOL066C,True,False,False,False,9,9,0,9,,,,True,False,True,False,True,False
YOL067C,False,True,True,True,9,9,0,9,0.6763,0.6763,2.0,False,False,True,False,True,False
YOL068C,True,True,False,True,9,9,0,9,0.9828,0.9828,2.0,False,False,False,False,True,True
YOL075C,True,False,False,False,9,9,0,9,0.9748,0.9748,2.0,False,False,False,False,True,True
YOL077W-A,True,False,False,False,0,0,0,0,1.0025,1.0025,1.0,False,False,False,False,False,True
YOL086C,True,False,False,False,277,289,0,289,1.005,1.005,1.0,False,False,False,True,True,True
YOL089C,False,True,True,True,11,11,0,11,0.9882,0.9882,2.0,False,False,False,False,True,True
YOL092W,True,False,False,False,299,1355,1045,310,0.97078,0.99139,2.0,False,False,False,True,True,True
YOL096C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL097C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOL103W,True,False,False,False,11,11,0,11,0.9855,0.9855,2.0,False,False,False,False,True,True
YOL108C,False,True,True,True,0,0,0,0,0.6017,0.6017,2.0,False,False,True,False,False,False
YOL116W,False,True,True,True,11,11,0,11,0.975,0.975,2.0,False,False,False,False,True,True
YOL122C,True,False,False,False,11,11,0,11,0.9972,0.9972,2.0,False,False,False,False,True,True
YOL126C,True,False,False,False,315,327,0,327,0.992,0.992,2.0,False,False,False,True,True,True
YOL130W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOL135C,False,True,False,True,303,326,0,326,,,,True,False,True,True,True,False
YOL136C,True,False,False,False,302,313,0,313,0.9862,0.9862,2.0,False,False,False,True,True,True
YOL140W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL143C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL145C,False,False,True,True,0,0,0,0,0.261,0.261,1.0,False,False,True,False,False,False
YOL148C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YOL151W,True,False,False,False,11,11,0,11,1.0028,1.0028,2.0,False,False,False,False,True,True
YOL152W,True,False,False,False,303,315,0,315,1.0095,1.0095,2.0,False,False,False,True,True,True
YOL156W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOL157C,True,False,False,False,0,0,0,0,1.007,1.007,1.0,False,False,False,False,False,True
YOL165C,True,False,False,False,0,0,0,0,1.0085,1.0085,1.0,False,False,False,False,False,True
YOR001W,False,False,True,True,9,9,0,9,0.3925,0.5660000000000001,2.0,False,False,True,False,True,False
YOR002W,True,False,False,False,277,820,535,285,0.7988,0.9262666666666667,3.0,False,False,True,True,True,False
YOR011W,True,False,False,False,287,297,0,297,1.0445,1.0445,2.0,False,False,False,True,True,True
YOR018W,False,False,True,True,10,1103,1094,9,0.89759,0.97253,3.0,False,False,True,False,True,False
YOR025W,True,True,False,True,304,313,0,313,0.9575,0.9575,2.0,False,False,False,True,True,True
YOR028C,False,True,True,True,10,1042,1033,9,0.92315,0.9943833333333334,3.0,False,False,False,False,True,True
YOR032C,False,True,True,True,10,515,506,9,0.8228,0.9581333333333334,3.0,False,False,True,False,True,False
YOR038C,False,False,True,True,291,737,437,300,0.8103,0.9179666666666666,3.0,False,False,True,True,True,False
YOR040W,True,False,False,False,291,1391,1091,300,0.9853,0.9916666666666666,3.0,False,False,False,True,True,True
YOR054C,True,False,False,False,9,9,0,9,0.9547,0.9547,2.0,False,False,False,False,True,True
YOR061W,False,False,True,True,273,282,0,282,0.987,0.987,1.0,False,False,False,True,True,True
YOR065W,True,False,False,False,9,9,0,9,0.7435,0.7435,2.0,False,False,True,False,True,False
YOR066W,False,True,False,True,284,5461,5169,292,0.95875,1.0043833333333332,3.0,False,False,False,True,True,True
YOR067C,True,False,False,False,9,9,0,9,0.9918,0.9918,2.0,False,False,False,False,True,True
YOR071C,True,False,False,False,9,9,0,9,1.0162,1.0162,2.0,False,False,False,False,True,True
YOR073W,False,True,False,True,0,0,0,0,,,,False,False,True,False,False,False
YOR074C,True,False,False,False,282,300,0,300,,,,True,False,True,True,True,False
YOR081C,True,False,False,False,9,9,0,9,1.0453,1.0453,2.0,False,False,False,False,True,True
YOR095C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOR099W,True,False,False,False,9,9,0,9,0.9487,0.9487,2.0,False,False,False,False,True,True
YOR100C,True,False,False,False,9,9,0,9,0.9772,0.9772,2.0,False,False,False,False,True,True
YOR108W,True,False,False,False,9,9,0,9,1.013,1.013,1.0,False,False,False,False,True,True
YOR109W,True,False,False,False,287,297,0,297,0.949,0.949,2.0,False,False,False,True,True,True
YOR110W,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YOR113W,False,True,True,True,10,485,476,9,0.8005,0.8988333333333333,3.0,False,False,True,False,True,False
YOR119C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YOR120W,True,False,False,False,10,1006,997,9,0.96,1.003,3.0,False,False,False,False,True,True
YOR123C,False,False,True,True,276,285,0,285,0.912,0.912,2.0,False,False,False,True,True,True
YOR124C,False,False,True,True,9,9,0,9,0.9525,0.9525,2.0,False,False,False,False,True,True
YOR125C,True,False,False,False,9,9,0,9,0.823,0.823,2.0,False,False,True,False,True,False
YOR126C,True,False,False,False,9,9,0,9,1.022,1.022,2.0,False,False,False,False,True,True
YOR128C,True,False,False,False,9,9,0,9,0.98,0.98,2.0,False,False,False,False,True,True
YOR130C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOR136W,True,False,False,False,9,9,0,9,0.8345,0.8345,2.0,False,False,True,False,True,False
YOR140W,False,True,True,True,265,274,0,274,0.7825,0.7825,2.0,False,False,True,True,True,False
YOR141C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YOR142W,True,False,False,False,10,516,507,9,0.8877,0.9355666666666668,3.0,False,False,True,False,True,False
