gene,is_metabolic,is_tflink_regulator,is_sgd_regulator,is_regulator,distinct_screens,n_records,as_query,as_array,min_smf,mean_smf,n_smf_sources,is_essential,is_mito,fails_fitness,passes_support,present_in_kuzmin,keep
YOR143C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOR149C,True,False,False,False,9,18,0,18,,,,True,False,True,False,True,False
YOR155C,True,False,False,False,9,9,0,9,0.974,0.974,2.0,False,False,False,False,True,True
YOR156C,False,False,True,True,271,280,0,280,0.991,0.991,2.0,False,False,False,True,True,True
YOR161C,True,False,False,False,9,9,0,9,0.99,0.99,2.0,False,False,False,False,True,True
YOR162C,False,True,True,True,9,9,0,9,1.012,1.012,1.0,False,False,False,False,True,True
YOR163W,True,False,False,False,307,316,0,316,1.0205,1.0205,2.0,False,False,False,True,True,True
YOR168W,True,False,False,False,9,9,0,9,,,,True,False,True,False,True,False
YOR171C,True,False,False,False,290,300,0,300,0.998,0.998,2.0,False,False,False,True,True,True
YOR172W,False,True,False,True,10,1091,1082,9,1.0085,1.0233333333333332,3.0,False,False,False,False,True,True
YOR174W,False,False,True,True,263,273,0,273,,,,True,False,True,True,True,False
YOR175C,True,False,False,False,9,9,0,9,0.988,0.988,1.0,False,False,False,False,True,True
YOR176W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOR179C,False,True,False,True,9,9,0,9,0.9855,0.9855,2.0,False,False,False,False,True,True
YOR180C,True,False,False,False,10,1038,1029,9,0.979,0.9863333333333334,3.0,False,False,False,False,True,True
YOR184W,True,False,False,False,10,480,471,9,0.6515,0.8048333333333333,3.0,False,False,True,False,True,False
YOR190W,True,False,False,False,9,9,0,9,1.036,1.036,2.0,False,False,False,False,True,True
YOR192C,True,False,False,False,9,9,0,9,1.0075,1.0075,2.0,False,False,False,False,True,True
YOR196C,True,False,False,False,268,278,0,278,0.679,0.679,1.0,False,False,True,True,True,False
YOR197W,False,False,True,True,9,9,0,9,1.0055,1.0055,2.0,False,False,False,False,True,True
YOR198C,False,False,True,True,0,0,0,0,,,,False,False,True,False,False,False
YOR202W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOR204W,False,False,True,True,9,27,0,27,,,,True,False,True,False,True,False
YOR209C,True,False,False,False,9,9,0,9,1.002,1.002,2.0,False,False,False,False,True,True
YOR221C,True,False,False,False,9,9,0,9,0.707,0.707,2.0,False,False,True,False,True,False
YOR222W,True,False,False,False,10,1061,1052,9,0.992,1.0033333333333332,3.0,False,False,False,False,True,True
YOR226C,True,False,False,False,9,9,0,9,1.0035,1.0035,2.0,False,False,False,False,True,True
YOR229W,False,True,True,True,9,9,0,9,1.015,1.015,2.0,False,False,False,False,True,True
YOR230W,False,True,True,True,281,290,0,290,1.0145,1.0145,2.0,False,False,False,True,True,True
YOR236W,True,False,False,False,71,71,0,71,,,,True,False,True,True,True,False
YOR241W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOR244W,False,True,True,True,277,298,0,298,,,,True,False,True,True,True,False
YOR245C,True,False,False,False,292,302,0,302,1.011,1.011,2.0,False,False,False,True,True,True
YOR251C,True,False,False,False,274,285,0,285,0.98,0.98,2.0,False,False,False,True,True,True
YOR253W,True,False,False,False,10,10,0,10,1.0,1.0,2.0,False,False,False,False,True,True
YOR270C,True,False,False,False,10,10,0,10,0.6495,0.6495,1.0,False,False,True,False,True,False
YOR273C,True,False,False,False,9,9,0,9,0.995,0.995,1.0,False,False,False,False,True,True
YOR278W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YOR283W,True,False,False,False,9,9,0,9,0.9935,0.9935,2.0,False,False,False,False,True,True
YOR285W,True,False,False,False,9,9,0,9,1.012,1.012,1.0,False,False,False,False,True,True
YOR286W,True,False,False,False,9,9,0,9,0.948,0.948,2.0,False,False,False,False,True,True
YOR290C,False,True,True,True,0,0,0,0,,,,False,False,True,False,False,False
YOR298C-A,False,False,True,True,9,9,0,9,0.976,0.976,2.0,False,False,False,False,True,True
YOR303W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOR304W,False,True,False,True,294,303,0,303,0.9755,0.9755,2.0,False,False,False,True,True,True
YOR306C,True,False,False,False,9,9,0,9,0.9485,0.9485,2.0,False,False,False,False,True,True
YOR311C,True,False,False,False,301,310,0,310,0.812,0.812,2.0,False,False,True,True,True,False
YOR315W,False,False,True,True,305,315,0,315,0.9865,0.9865,1.0,False,False,False,True,True,True
YOR316C,True,False,False,False,9,9,0,9,1.022,1.022,2.0,False,False,False,False,True,True
YOR317W,True,False,False,False,9,9,0,9,1.0,1.0,2.0,False,False,False,False,True,True
YOR321W,True,False,False,False,9,9,0,9,1.0225,1.0225,2.0,False,False,False,False,True,True
YOR323C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YOR332W,True,False,False,False,0,0,0,0,0.251,0.251,1.0,False,False,True,False,False,False
YOR334W,True,False,False,False,289,298,0,298,0.9778,0.9778,2.0,False,False,False,True,True,True
YOR335C,True,False,False,False,10,517,508,9,0.7417,0.7417,1.0,True,False,True,False,True,False
YOR344C,False,True,True,True,299,310,0,310,0.9938,0.9938,2.0,False,False,False,True,True,True
YOR347C,True,False,False,False,10,10,0,10,1.0075,1.0075,2.0,False,False,False,False,True,True
YOR348C,True,False,False,False,10,10,0,10,0.9905,0.9905,2.0,False,False,False,False,True,True
YOR351C,False,True,True,True,10,10,0,10,1.0148,1.0148,2.0,False,False,False,False,True,True
YOR358W,False,True,False,True,10,10,0,10,0.8255,0.8255,2.0,False,False,True,False,True,False
YOR360C,True,False,False,False,10,10,0,10,0.8777,0.8777,2.0,False,False,True,False,True,False
YOR363C,False,True,True,True,11,1144,1134,10,0.96623,0.9767433333333333,3.0,False,False,False,False,True,True
YOR372C,False,True,True,True,0,0,0,0,,,,True,False,True,False,False,False
YOR374W,True,False,False,False,10,10,0,10,1.025,1.025,2.0,False,False,False,False,True,True
YOR375C,True,False,False,False,11,1141,1131,10,0.91059,0.948295,2.0,False,False,False,False,True,True
YOR377W,True,False,False,False,10,10,0,10,1.0425,1.0425,1.0,False,False,False,False,True,True
YOR380W,False,True,True,True,10,10,0,10,0.9815,0.9815,2.0,False,False,False,False,True,True
YOR381W,True,False,False,False,10,10,0,10,1.004,1.004,2.0,False,False,False,False,True,True
YOR384W,True,False,False,False,10,10,0,10,1.0182,1.0182,2.0,False,False,False,False,True,True
YOR388C,True,False,False,False,0,0,0,0,0.871,0.871,1.0,False,False,True,False,False,False
YOR391C,True,False,False,False,0,0,0,0,0.869,0.869,1.0,False,False,True,False,False,False
YOR393W,True,False,False,False,0,0,0,0,0.993,0.993,1.0,False,False,False,False,False,True
YPL007C,False,False,True,True,11,11,0,11,,,,True,False,True,False,True,False
YPL015C,True,False,True,True,272,283,0,283,1.0075,1.0075,2.0,False,False,False,True,True,True
YPL020C,False,False,True,True,11,11,0,11,,,,True,False,True,False,True,False
YPL023C,True,False,False,False,11,11,0,11,0.9685,0.9685,2.0,False,False,False,False,True,True
YPL026C,False,False,True,True,11,11,0,11,1.0002,1.0002,2.0,False,False,False,False,True,True
YPL028W,True,False,False,False,11,11,0,11,,,,True,False,True,False,True,False
YPL036W,True,False,False,False,10,10,0,10,0.786,0.786,2.0,False,False,True,False,True,False
YPL038W,False,True,True,True,10,10,0,10,1.0097,1.0097,2.0,False,False,False,False,True,True
YPL040C,True,False,False,False,0,0,0,0,0.457,0.457,1.0,False,False,True,False,False,False
YPL042C,False,True,True,True,0,0,0,0,0.4525,0.4525,1.0,False,False,True,False,False,False
YPL048W,False,False,True,True,10,10,0,10,0.9778,0.9778,2.0,False,False,False,False,True,True
YPL049C,False,True,False,True,0,0,0,0,0.8365,0.8365,1.0,False,False,True,False,False,False
YPL053C,True,False,False,False,299,1358,1049,309,0.99433,1.0015766666666668,3.0,False,False,False,True,True,True
YPL057C,True,False,False,False,299,309,0,309,0.8615,0.8615,2.0,False,False,True,True,True,False
YPL059W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPL060W,True,False,False,False,10,10,0,10,0.993,0.993,2.0,False,False,False,False,True,True
YPL061W,True,False,False,False,10,10,0,10,0.9322,0.9322,2.0,False,False,False,False,True,True
YPL069C,True,False,False,False,277,287,0,287,0.63,0.63,2.0,False,False,True,True,True,False
YPL074W,False,False,True,True,10,10,0,10,0.9848,0.9848,2.0,False,False,False,False,True,True
YPL075W,False,True,True,True,0,0,0,0,,,,True,False,True,False,False,False
YPL076W,True,False,False,False,272,293,0,293,,,,True,False,True,True,True,False
YPL078C,True,False,False,False,0,0,0,0,0.686,0.686,1.0,False,False,True,False,False,False
YPL082C,False,True,True,True,10,10,0,10,,,,True,False,True,False,True,False
YPL087W,True,False,False,False,11,1051,1041,10,0.98132,0.9949066666666667,3.0,False,False,False,False,True,True
YPL088W,True,False,False,False,10,10,0,10,1.0195,1.0195,2.0,False,False,False,False,True,True
YPL089C,False,True,True,True,275,1310,1026,284,1.0325,1.037,3.0,False,False,False,True,True,True
YPL091W,True,False,False,False,10,10,0,10,0.9995,0.9995,1.0,False,False,False,False,True,True
YPL092W,True,False,False,False,305,315,0,315,1.0102,1.0102,2.0,False,False,False,True,True,True
YPL095C,True,False,False,False,11,1016,1006,10,0.9617,0.9780666666666665,3.0,False,False,False,False,True,True
YPL096C-A,True,False,False,False,0,0,0,0,0.8555,0.8555,1.0,False,False,True,False,False,False
YPL097W,True,False,False,False,0,0,0,0,0.316,0.316,1.0,False,False,True,False,False,False
YPL101W,False,True,False,True,270,280,0,280,0.8362,0.8362,2.0,False,False,True,True,True,False
YPL104W,True,False,False,False,0,0,0,0,0.285,0.285,1.0,False,False,True,False,False,False
YPL110C,True,False,False,False,10,10,0,10,1.0235,1.0235,2.0,False,False,False,False,True,True
YPL111W,True,False,False,False,10,10,0,10,1.0175,1.0175,2.0,False,False,False,False,True,True
YPL116W,False,False,True,True,10,10,0,10,1.01,1.01,2.0,False,False,False,False,True,True
YPL117C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPL120W,True,False,False,False,289,300,0,300,0.871,0.871,2.0,True,False,True,True,True,False
YPL122C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YPL128C,False,True,False,True,274,283,0,283,,,,True,False,True,True,True,False
YPL132W,True,False,False,False,0,0,0,0,0.7515,0.7515,1.0,False,False,True,False,False,False
YPL133C,False,True,True,True,10,10,0,10,1.0295,1.0295,2.0,False,False,False,False,True,True
YPL134C,True,False,False,False,11,1062,1052,10,0.99435,1.0147833333333331,3.0,False,False,False,False,True,True
YPL135W,True,False,False,False,10,10,0,10,0.9295,0.9295,2.0,False,False,False,False,True,True
YPL139C,False,True,True,True,10,10,0,10,0.9205,0.9205,2.0,False,False,False,False,True,True
YPL147W,True,False,False,False,11,517,507,10,0.872,0.9695333333333332,3.0,False,False,True,False,True,False
YPL148C,True,False,False,False,0,0,0,0,0.6805,0.6805,1.0,False,False,True,False,False,False
YPL153C,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YPL160W,True,False,False,False,11,484,474,10,0.2828,0.2828,1.0,True,False,True,False,True,False
YPL172C,True,False,False,False,10,10,0,10,0.7685,0.7685,2.0,False,False,True,False,True,False
YPL175W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPL177C,False,True,True,True,11,1074,1064,10,0.9402,0.9422666666666667,3.0,False,False,False,False,True,True
YPL178W,False,True,False,True,284,294,0,294,0.613,0.613,1.0,False,False,True,True,True,False
YPL181W,False,False,True,True,296,306,0,306,1.0357,1.0357,2.0,False,False,False,True,True,True
YPL184C,False,False,True,True,10,10,0,10,0.9183,0.9183,2.0,False,False,False,False,True,True
YPL188W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPL189W,True,False,False,False,10,10,0,10,1.0378,1.0378,2.0,False,False,False,False,True,True
YPL190C,False,False,True,True,294,304,0,304,,,,True,False,True,True,True,False
YPL202C,False,True,True,True,10,10,0,10,1.0435,1.0435,2.0,False,False,False,False,True,True
YPL203W,False,False,True,True,10,10,0,10,1.03,1.03,2.0,False,False,False,False,True,True
YPL204W,False,False,True,True,10,10,0,10,,,,True,False,True,False,True,False
YPL206C,True,False,False,False,10,10,0,10,1.02,1.02,2.0,False,False,False,False,True,True
YPL209C,False,False,True,True,10,20,0,20,,,,True,False,True,False,True,False
YPL212C,True,False,False,False,294,304,0,304,0.9265,0.9265,2.0,False,False,False,True,True,True
YPL214C,True,False,False,False,10,10,0,10,1.0225,1.0225,2.0,False,False,False,False,True,True
YPL227C,True,False,False,False,10,10,0,10,0.9988,0.9988,2.0,False,False,False,False,True,True
YPL230W,False,True,True,True,11,1084,1074,10,0.9031,0.9921666666666665,3.0,False,False,False,False,True,True
YPL231W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPL234C,True,False,False,False,0,0,0,0,0.304,0.304,1.0,False,False,True,False,False,False
YPL244C,True,False,False,False,11,461,451,10,0.7683,0.9270999999999999,3.0,False,False,True,False,True,False
YPL248C,False,True,True,True,10,10,0,10,1.014,1.014,2.0,False,False,False,False,True,True
YPL252C,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPL254W,False,True,True,True,0,0,0,0,0.2955,0.2955,1.0,False,False,True,False,False,False
YPL258C,True,False,False,False,10,10,0,10,1.0245,1.0245,2.0,False,False,False,False,True,True
YPL262W,True,False,False,False,313,323,0,323,0.818,0.818,2.0,False,False,True,True,True,False
YPL265W,True,False,False,False,297,307,0,307,1.023,1.023,2.0,False,False,False,True,True,True
YPL268W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPL271W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPL273W,True,False,False,False,11,1109,1099,10,0.91765,0.9752166666666667,3.0,False,False,False,False,True,True
YPL274W,True,False,False,False,11,1124,1114,10,0.97431,1.0021033333333333,3.0,False,False,False,False,True,True
YPL280W,True,False,False,False,0,0,0,0,1.064,1.064,1.0,False,False,False,False,False,True
YPL281C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPR001W,True,False,False,False,11,11,0,11,0.998,0.998,2.0,False,False,False,False,True,True
YPR002W,True,False,False,False,11,11,0,11,1.0052,1.0052,1.0,False,False,False,False,True,True
YPR003C,True,False,False,False,295,306,0,306,1.0163,1.0163,2.0,False,False,False,True,True,True
YPR006C,True,False,False,False,11,11,0,11,1.0457,1.0457,2.0,False,False,False,False,True,True
YPR007C,False,True,False,True,12,469,458,11,0.8296,0.9366666666666666,3.0,False,False,True,False,True,False
YPR008W,False,True,True,True,12,1041,1030,11,0.99988,1.0066266666666668,3.0,False,False,False,False,True,True
YPR009W,False,True,True,True,11,11,0,11,1.0155,1.0155,2.0,False,False,False,False,True,True
YPR011C,True,False,False,False,11,11,0,11,1.0157,1.0157,2.0,False,False,False,False,True,True
YPR019W,False,True,False,True,11,11,0,11,,,,True,False,True,False,True,False
YPR020W,True,False,False,False,289,301,0,301,0.8403,0.8403,2.0,False,False,True,True,True,False
YPR021C,True,False,False,False,11,11,0,11,1.0222,1.0222,2.0,False,False,False,False,True,True
YPR025C,False,False,True,True,280,292,0,292,,,,True,False,True,True,True,False
YPR026W,True,False,False,False,11,11,0,11,1.0345,1.0345,2.0,False,False,False,False,True,True
YPR033C,True,False,False,False,11,11,0,11,,,,True,False,True,False,True,False
YPR035W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPR036W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPR047W,True,False,False,False,0,0,0,0,0.262,0.262,1.0,False,False,True,False,False,False
YPR052C,False,False,True,True,11,11,0,11,1.0317,1.0317,1.0,False,False,False,False,True,True
YPR054W,False,False,True,True,11,11,0,11,0.9877,0.9877,2.0,False,False,False,False,True,True
YPR056W,False,False,True,True,0,0,0,0,,,,True,False,True,False,False,False
YPR058W,True,False,False,False,12,1055,1044,11,1.0307,1.0398,2.0,False,False,False,False,True,True
YPR060C,True,False,False,False,11,11,0,11,0.9268,0.9268,2.0,False,False,False,False,True,True
YPR062W,True,False,False,False,11,11,0,11,1.0375,1.0375,2.0,False,False,False,False,True,True
YPR065W,False,True,True,True,296,824,517,307,0.8425,0.9476333333333334,3.0,False,False,True,True,True,False
YPR068C,False,False,True,True,11,11,0,11,1.0272,1.0272,2.0,False,False,False,False,True,True
YPR069C,True,False,False,False,11,11,0,11,0.7523,0.7523,2.0,False,False,True,False,True,False
YPR074C,True,False,False,False,11,11,0,11,0.9105,0.9105,2.0,False,False,False,False,True,True
YPR081C,True,False,False,False,0,0,0,0,0.894,0.894,1.0,False,False,True,False,False,False
YPR086W,False,True,True,True,11,22,0,22,,,,True,False,True,False,True,False
YPR096C,False,False,True,True,11,11,0,11,0.972,0.972,1.0,False,False,False,False,True,True
YPR104C,False,True,True,True,0,0,0,0,,,,True,False,True,False,False,False
YPR106W,False,False,True,True,12,544,533,11,0.837,0.9578000000000001,3.0,False,False,True,False,True,False
YPR107C,False,True,False,True,0,0,0,0,,,,True,False,True,False,False,False
YPR113W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPR118W,True,False,False,False,12,553,542,11,0.7549,0.9056333333333333,3.0,False,False,True,False,True,False
YPR121W,True,False,False,False,11,11,0,11,0.9925,0.9925,2.0,False,False,False,False,True,True
YPR127W,True,False,False,False,11,11,0,11,0.9872,0.9872,1.0,False,False,False,False,True,True
YPR128C,True,False,False,False,12,509,498,11,0.7985,0.9329666666666666,3.0,False,False,True,False,True,False
YPR133C,False,False,True,True,12,493,482,11,0.6546,0.6546,1.0,True,False,True,False,True,False
YPR138C,True,False,False,False,12,1111,1100,11,0.93716,0.95648,2.0,False,False,False,False,True,True
YPR139C,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPR140W,True,False,False,False,313,324,0,324,1.036,1.036,1.0,False,False,False,True,True,True
YPR145W,True,False,False,False,11,11,0,11,1.0145,1.0145,2.0,False,False,False,False,True,True
YPR156C,True,False,False,False,12,1077,1066,11,0.95825,0.99575,3.0,False,False,False,False,True,True
YPR159W,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPR160W,True,False,False,False,12,485,474,11,0.9119,0.9799666666666668,3.0,False,False,False,False,True,True
YPR161C,False,True,True,True,11,44,0,44,,,,True,False,True,False,True,False
YPR164W,False,True,False,True,316,328,0,328,0.8383,0.8383,2.0,False,False,True,True,True,False
YPR165W,True,False,False,False,0,0,0,0,,,,True,False,True,False,False,False
YPR167C,True,False,False,False,311,322,0,322,0.943,0.943,2.0,False,False,False,True,True,True
YPR170W-B,True,False,False,False,0,0,0,0,,,,False,False,True,False,False,False
YPR183W,True,False,False,False,296,307,0,307,,,,True,False,True,True,True,False
YPR184W,True,False,False,False,11,11,0,11,1.028,1.028,2.0,False,False,False,False,True,True
YPR191W,True,False,False,False,11,11,0,11,0.751,0.751,2.0,False,False,True,False,True,False
YPR192W,True,False,False,False,11,11,0,11,1.0395,1.0395,2.0,False,False,False,False,True,True
YPR193C,True,False,False,False,12,551,540,11,0.8254,0.9631333333333334,3.0,False,False,True,False,True,False
YPR199C,False,True,True,True,12,487,476,11,0.9085,0.9780333333333333,3.0,False,False,False,False,True,True
