idx,gene_1,gene_2,gene_3,gene_interaction,p_value,num_uncharacterized,uncharacterized_genes
275047,YPR157W,YGR141W,YLR333C,0.02090900018811226,0.27070000767707825,1,YPR157W
278559,YDR482C,YPR157W,YGR141W,0.016421999782323837,0.3571999967098236,1,YPR157W
283191,YPR157W,YGR141W,YNL068C,-0.02097800001502037,0.48570001125335693,1,YPR157W
284058,YPR157W,YKR053C,YGR141W,-0.043584998697042465,0.4781000018119812,1,YPR157W
285002,YPR157W,YML026C,YGR141W,0.007984000258147717,0.40119999647140503,1,YPR157W
291803,YPR157W,YGR141W,YER170W,0.07155399769544601,0.2011999934911728,1,YPR157W
292692,YLR135W,YPR157W,YGR141W,-0.03339700028300285,0.15620000660419464,1,YPR157W
292958,YPR157W,YGR141W,YER052C,0.10225699841976166,0.49320000410079956,1,YPR157W
295036,YPR157W,YHL020C,YGR141W,0.04043800011277199,0.4814000129699707,1,YPR157W
296380,YMR216C,YPR157W,YGR141W,0.03723600134253502,0.414000004529953,1,YPR157W
296969,YPR157W,YGR141W,YDL097C,-0.007639000192284584,0.27570000290870667,1,YPR157W
297158,YKR010C,YPR157W,YGR141W,0.006827999837696552,0.26460000872612,1,YPR157W
298080,YPR157W,YGR141W,YDR363W-A,0.016194000840187073,0.4503999948501587,1,YPR157W
298210,YPR157W,YNL096C,YGR141W,0.14252200722694397,0.3359000086784363,1,YPR157W
298715,YOR371C,YPR157W,YAL056W,0.016364000737667084,0.36730000376701355,1,YPR157W
298727,YPR157W,YGR141W,YER101C,0.021926000714302063,0.40700000524520874,1,YPR157W
298907,YPR157W,YER123W,YGR141W,-0.024413999170064926,0.47699999809265137,1,YPR157W
299711,YPR157W,YGR141W,YDR212W,0.02990500070154667,0.3813000023365021,1,YPR157W
299832,YPR157W,YGR141W,YOL126C,0.014701000414788723,0.26269999146461487,1,YPR157W
300412,YIL118W,YPR157W,YGR141W,0.006120000034570694,0.19580000638961792,1,YPR157W
300707,YOR346W,YPR157W,YGR141W,0.06497599929571152,0.47440001368522644,1,YPR157W
300855,YKL191W,YPR157W,YGR141W,-0.04007299989461899,0.3490000069141388,1,YPR157W
300981,YLL041C,YPR157W,YGR141W,0.08066800236701965,0.263700008392334,1,YPR157W
301095,YPR157W,YGR141W,YGR287C,0.020766999572515488,0.3142000138759613,1,YPR157W
301344,YPL144W,YPR157W,YGR141W,-0.020986000075936317,0.3912999927997589,1,YPR157W
301347,YPR157W,YGR141W,YPL101W,-0.042798999696969986,0.147599995136261,1,YPR157W
302062,YPR157W,YGR141W,YDR083W,0.09237600117921829,0.2061000019311905,1,YPR157W
302223,YMR109W,YPR157W,YGR141W,-0.02717999927699566,0.23190000653266907,1,YPR157W
302388,YPR157W,YNL051W,YGR141W,-0.03387799859046936,0.241799995303154,1,YPR157W
302568,YML081C-A,YPR157W,YGR141W,-0.03857000172138214,0.36000001430511475,1,YPR157W
302632,YPR157W,YBL047C,YGR141W,-0.04434899985790253,0.3799999952316284,1,YPR157W
302788,YPR157W,YGR276C,YGR141W,-0.03213899955153465,0.44020000100135803,1,YPR157W
302808,YPR157W,YNR026C,YGR141W,0.0759430006146431,0.26420000195503235,1,YPR157W
302993,YPR157W,YHR030C,YGR141W,0.029075000435113907,0.4717000126838684,1,YPR157W
303148,YLL004W,YPR157W,YGR141W,0.10070600360631943,0.09446000307798386,1,YPR157W
303316,YPR157W,YLR436C,YGR141W,0.019259000197052956,0.34779998660087585,1,YPR157W
303357,YPR157W,YGR141W,YIL057C,0.04369200021028519,0.460099995136261,1,YPR157W
303382,YKL101W,YPR157W,YGR141W,0.037397999316453934,0.42480000853538513,1,YPR157W
303798,YJL081C,YPR157W,YGR141W,-0.02695300057530403,0.2533999979496002,1,YPR157W
303932,YFR013W,YPR157W,YGR141W,-0.0020099999383091927,0.17139999568462372,1,YPR157W
304240,YPR157W,YGR141W,YGL121C,0.14608199894428253,0.47450000047683716,1,YPR157W
304353,YDR530C,YPR157W,YGR141W,-0.07383500039577484,0.42750000953674316,1,YPR157W
304960,YPR157W,YKR084C,YGR141W,-0.017208000645041466,0.376800000667572,1,YPR157W
305036,YPL053C,YPR157W,YGR141W,-0.0012919999426230788,0.33730000257492065,1,YPR157W
305263,YPR157W,YGR141W,YAL054C,-0.007660999894142151,0.29899999499320984,1,YPR157W
306138,YOL006C,YPR157W,YGR141W,0.04337799921631813,0.3734000027179718,1,YPR157W
306182,YPR157W,YGR141W,YBL008W,0.02703399956226349,0.048179998993873596,1,YPR157W
306485,YPR157W,YKR095W,YGR141W,-0.035027001053094864,0.4659999907016754,1,YPR157W
306607,YOR103C,YPR157W,YGR141W,0.12182799726724625,0.3808000087738037,1,YPR157W
306672,YPR157W,YGR141W,YOR066W,-0.003401000052690506,0.1981000006198883,1,YPR157W
306709,YLR195C,YPR157W,YGR141W,0.09523099660873413,0.2468000054359436,1,YPR157W
307304,YPR157W,YHR206W,YGR141W,0.03528600186109543,0.23559999465942383,1,YPR157W
307459,YML023C,YPR157W,YGR141W,-0.03123600035905838,0.2160000056028366,1,YPR157W
307541,YDR311W,YPR157W,YGR141W,-0.07852499932050705,0.40619999170303345,1,YPR157W
307573,YPR157W,YLR347C,YGR141W,-0.03187999874353409,0.20960000157356262,1,YPR157W
307989,YPR157W,YDR191W,YGR141W,0.018758999183773994,0.44749999046325684,1,YPR157W
308075,YPR157W,YIR010W,YGR141W,0.02029000036418438,0.4618000090122223,1,YPR157W
308388,YPR157W,YPL232W,YGR141W,0.057062000036239624,0.2134000062942505,1,YPR157W
308398,YPR157W,YAL025C,YGR141W,0.14969399571418762,0.3831000030040741,1,YPR157W
308724,YPR157W,YJL124C,YGR141W,0.031801000237464905,0.375900000333786,1,YPR157W
308767,YLR005W,YPR157W,YGR141W,0.0521170012652874,0.48739999532699585,1,YPR157W
308910,YPR157W,YMR129W,YGR141W,0.0217909999191761,0.23989999294281006,1,YPR157W
309276,YPL179W,YPR157W,YGR141W,0.004234000109136105,0.4830000102519989,1,YPR157W
309346,YPR157W,YGR141W,YKL190W,0.04485100135207176,0.45579999685287476,1,YPR157W
309436,YKL008C,YPR157W,YGR141W,-0.015277000144124031,0.3433000147342682,1,YPR157W
310258,YPR157W,YGR141W,YOR269W,-0.0016759999562054873,0.4505000114440918,1,YPR157W
310660,YPR157W,YGR141W,YMR127C,-0.004251999780535698,0.4880000054836273,1,YPR157W
311122,YPR157W,YNL153C,YGR141W,-0.019449999555945396,0.4156999886035919,1,YPR157W
311200,YPR157W,YCR086W,YGR141W,-0.04370199888944626,0.4442000091075897,1,YPR157W
311353,YPR157W,YGR141W,YBR103W,-0.1362529993057251,0.2628999948501587,1,YPR157W
311396,YPR157W,YGR141W,YPL239W,0.005760000087320805,0.41589999198913574,1,YPR157W
311573,YPR157W,YDR501W,YGR141W,-0.04468299821019173,0.3718000054359436,1,YPR157W
311680,YPR157W,YPL089C,YGR141W,-0.04880300164222717,0.4945000112056732,1,YPR157W
311830,YJL183W,YPR157W,YGR141W,0.07921800017356873,0.42309999465942383,1,YPR157W
311880,YPR157W,YPL167C,YGR141W,0.052574001252651215,0.4765999913215637,1,YPR157W
312188,YPR157W,YGR141W,YKL034W,0.05665700137615204,0.2922999858856201,1,YPR157W
312796,YLL049W,YPR157W,YGR141W,-0.03964100033044815,0.2502000033855438,1,YPR157W
312875,YPR157W,YIL139C,YGR141W,0.010614000260829926,0.41659998893737793,1,YPR157W
313129,YPR157W,YGR141W,YBL041W,0.0033140000887215137,0.4074000120162964,1,YPR157W
313768,YPR157W,YGR141W,YHR067W,0.046918001025915146,0.32899999618530273,1,YPR157W
313775,YPR157W,YGR141W,YCR033W,-0.007953999564051628,0.35839998722076416,1,YPR157W
313813,YLR026C,YPR157W,YGR141W,-0.1866929978132248,0.4189000129699707,1,YPR157W
313900,YPR157W,YHR034C,YGR141W,0.045687999576330185,0.4799000024795532,1,YPR157W
314402,YPR157W,YGR141W,YAL011W,-0.03198400139808655,0.38769999146461487,1,YPR157W
314665,YPR157W,YDL098C,YGR141W,0.023469999432563782,0.3465999960899353,1,YPR157W
314855,YPR157W,YER074W,YGR141W,-0.021351000294089317,0.05418999865651131,1,YPR157W
315133,YDL082W,YPR157W,YGR141W,0.0040790000930428505,0.24089999496936798,1,YPR157W
315276,YPR157W,YDR145W,YGR141W,0.020726999267935753,0.26179999113082886,1,YPR157W
315698,YPR157W,YGL212W,YGR141W,-0.006411000154912472,0.336899995803833,1,YPR157W
315729,YPR157W,YHR086W,YGR141W,-0.0016899999463930726,0.3158000111579895,1,YPR157W
315893,YPR157W,YDR113C,YGR141W,-0.008232000283896923,0.1907999962568283,1,YPR157W
316065,YPR157W,YGR141W,YKL205W,0.0007570000016130507,0.45820000767707825,1,YPR157W
316871,YPR157W,YGR141W,YGL210W,0.020114999264478683,0.4896000027656555,1,YPR157W
317794,YMR305C,YPR157W,YGR141W,-0.03687499836087227,0.4772999882698059,1,YPR157W
318218,YPR157W,YJR021C,YGR141W,-0.027386000379920006,0.25380000472068787,1,YPR157W
318299,YPR157W,YAR031W,YGR141W,0.013589000329375267,0.4884999990463257,1,YPR157W
318607,YPR157W,YGR141W,YBR125C,0.007424000184983015,0.4790000021457672,1,YPR157W
319104,YPR157W,YNR017W,YGR141W,-0.109265998005867,0.1695999950170517,1,YPR157W
319270,YJL004C,YPR157W,YGR141W,-0.034449998289346695,0.02418000064790249,1,YPR157W
319370,YPR157W,YOR058C,YGR141W,0.008116000331938267,0.44110000133514404,1,YPR157W
319424,YPR157W,YGR141W,YLR114C,0.0751279965043068,0.03116000071167946,1,YPR157W
319429,YPR157W,YDR180W,YGR141W,-0.0035860000643879175,0.322299987077713,1,YPR157W
319569,YPL120W,YPR157W,YGR141W,0.008004000410437584,0.44749999046325684,1,YPR157W
320581,YPR157W,YFL031W,YGR141W,0.074692003428936,0.4733999967575073,1,YPR157W
321590,YPR157W,YGR141W,YBR216C,0.03383700177073479,0.4212000072002411,1,YPR157W
321672,YFL048C,YPR157W,YGR141W,0.00177800003439188,0.3765000104904175,1,YPR157W
322033,YPR157W,YGR141W,YDR052C,0.011900000274181366,0.435699999332428,1,YPR157W
322174,YPR157W,YLL029W,YGR141W,0.06478899717330933,0.14090000092983246,1,YPR157W
322276,YPR157W,YGR141W,YJR095W,0.018734000623226166,0.4253999888896942,1,YPR157W
322553,YPR157W,YDR099W,YGR141W,0.035158999264240265,0.43700000643730164,1,YPR157W
322737,YPR157W,YML065W,YGR141W,0.0437919981777668,0.17430000007152557,1,YPR157W
323144,YPR157W,YGR141W,YLR381W,-0.07762899994850159,0.385699987411499,1,YPR157W
323839,YPR157W,YKL206C,YGR141W,-0.042559001594781876,0.2793999910354614,1,YPR157W
324012,YPR157W,YJL098W,YGR141W,0.0067980000749230385,0.28769999742507935,1,YPR157W
324167,YKR003W,YPR157W,YGR141W,-0.004137999843806028,0.29919999837875366,1,YPR157W
324673,YCL069W,YPR157W,YGR141W,0.0868000015616417,0.2298000007867813,1,YPR157W
324695,YBR217W,YPR157W,YGR141W,-0.0246799997985363,0.12319999933242798,1,YPR157W
324718,YBR023C,YPR157W,YGR141W,0.007333000190556049,0.36419999599456787,1,YPR157W
324942,YPR157W,YBR083W,YGR141W,0.042823001742362976,0.3212999999523163,1,YPR157W
325157,YPR157W,YGR141W,YDR385W,-0.1364690065383911,0.011830000206828117,1,YPR157W
325687,YPR157W,YLR319C,YGR141W,0.03943600133061409,0.3091000020503998,1,YPR157W
325954,YPR157W,YGR141W,YER120W,0.053422000259160995,0.29919999837875366,1,YPR157W
326192,YPR157W,YGR141W,YLR183C,-0.029423000290989876,0.36579999327659607,1,YPR157W
326817,YPR157W,YPL183W-A,YGR141W,0.09671100229024887,0.22609999775886536,1,YPR157W
327663,YPR157W,YLR048W,YGR141W,-0.005894999951124191,0.3880000114440918,1,YPR157W
327907,YPR157W,YOL038W,YGR141W,-0.052629001438617706,0.4657000005245209,1,YPR157W
328162,YPR157W,YBR164C,YGR141W,0.018768999725580215,0.11349999904632568,1,YPR157W
328499,YPR157W,YGR141W,YKL081W,-0.035909999161958694,0.3122999966144562,1,YPR157W
328514,YPR157W,YGR141W,YKL027W,-0.031738001853227615,0.04977000132203102,1,YPR157W
328686,YLR077W,YPR157W,YGR141W,-0.06492400169372559,0.2989000082015991,1,YPR157W
328855,YPR157W,YLL040C,YGR141W,0.068060003221035,0.14509999752044678,1,YPR157W
329271,YPR157W,YGR141W,YMR230W,0.020580999553203583,0.4634000062942505,1,YPR157W
329352,YGL244W,YPR157W,YGR141W,-0.048684000968933105,0.08099000155925751,1,YPR157W
329363,YDR186C,YPR157W,YGR141W,-0.012117999605834484,0.09414999932050705,1,YPR157W
329456,YPR157W,YJL030W,YGR141W,-0.04234600067138672,0.44190001487731934,1,YPR157W
330189,YDR217C,YPR157W,YGR141W,-0.024508999660611153,0.4307999908924103,1,YPR157W
330443,YPR157W,YGR141W,YDR043C,-0.005140000022947788,0.24160000681877136,1,YPR157W
330555,YPR157W,YGR141W,YGL233W,-0.012337000109255314,0.323199987411499,1,YPR157W
331021,YPR157W,YLR133W,YGR141W,0.012625000439584255,0.4431000053882599,1,YPR157W
331103,YPR157W,YGR141W,YDR077W,-0.03897000104188919,0.2565000057220459,1,YPR157W
331230,YPR157W,YDR469W,YGR141W,-0.059085000306367874,0.46939998865127563,1,YPR157W
331232,YPR157W,YGR141W,YGL156W,0.013349000364542007,0.43059998750686646,1,YPR157W
331792,YPR157W,YGR141W,YJR135C,0.012664999812841415,0.20900000631809235,1,YPR157W
331975,YPR157W,YGR141W,YCR032W,-0.04703199863433838,0.4699000120162964,1,YPR157W
332045,YPL241C,YPR157W,YGR141W,0.010631999932229519,0.31610000133514404,1,YPR157W
332063,YJL122W,YPR157W,YGR141W,-0.004548000171780586,0.1889999955892563,1,YPR157W
332249,YLR386W,YPR157W,YGR141W,0.03815099969506264,0.04121999815106392,1,YPR157W
333227,YPR157W,YGR141W,YBL084C,0.010293000377714634,0.42829999327659607,1,YPR157W
333422,YMR263W,YPR157W,YGR141W,0.055351998656988144,0.11559999734163284,1,YPR157W
333650,YPR157W,YOL021C,YGR141W,-0.04808599874377251,0.1949000060558319,1,YPR157W
333931,YPR003C,YPR157W,YGR141W,0.1283240020275116,0.3700999915599823,2,"YPR003C,YPR157W"
334927,YPR157W,YMR247C,YGR141W,0.037137001752853394,0.36629998683929443,1,YPR157W
335201,YPR157W,YGR141W,YHR166C,-0.0608769990503788,0.3677999973297119,1,YPR157W
335266,YPR157W,YLR287C-A,YGR141W,0.08192099630832672,0.009503999724984169,1,YPR157W
335556,YIL090W,YPR157W,YGR141W,-0.15099400281906128,0.2442999929189682,1,YPR157W
336109,YGL232W,YPR157W,YGR141W,0.016174999997019768,0.3199999928474426,1,YPR157W
336459,YMR198W,YPR157W,YPL253C,-0.026554999873042107,0.15530000627040863,1,YPR157W
336574,YPR157W,YGR141W,YGL163C,-0.007674000225961208,0.32679998874664307,1,YPR157W
336625,YPR157W,YPL194W,YGR141W,-0.038683999329805374,0.44769999384880066,1,YPR157W
337057,YER173W,YPR157W,YGR141W,0.03637799993157387,0.3546000123023987,1,YPR157W
337236,YPR157W,YGR141W,YPL226W,0.007683999836444855,0.09290000051259995,1,YPR157W
337493,YPR157W,YGR141W,YJL198W,-0.052163999527692795,0.25600001215934753,1,YPR157W
337701,YPR157W,YGR141W,YDR394W,-0.03138099983334541,0.2768000066280365,1,YPR157W
337962,YPR157W,YGR141W,YER114C,0.03901499882340431,0.49390000104904175,1,YPR157W
338343,YPR157W,YLR315W,YGR141W,-0.007391999941319227,0.30709999799728394,1,YPR157W
338475,YMR052W,YPR157W,YGR141W,-0.0324850007891655,0.10830000042915344,1,YPR157W
338506,YPR157W,YCL033C,YGR141W,-0.021716000512242317,0.0807500034570694,1,YPR157W
339440,YPR157W,YGR141W,YHR134W,0.036347001791000366,0.44909998774528503,1,YPR157W
339919,YPR157W,YOR061W,YGR141W,0.06317300349473953,0.43540000915527344,1,YPR157W
340621,YIL008W,YPR157W,YGR141W,-0.01846100017428398,0.16979999840259552,1,YPR157W
341086,YKL051W,YPR157W,YGR141W,0.09487199783325195,0.4616999924182892,1,YPR157W
341745,YPR157W,YLR016C,YGR141W,0.008258000016212463,0.32839998602867126,1,YPR157W
342029,YKL052C,YPR157W,YGR141W,-0.04330600053071976,0.4629000127315521,1,YPR157W
342804,YPL269W,YPR157W,YGR141W,0.036343999207019806,0.33079999685287476,1,YPR157W
342884,YPR157W,YLR238W,YDR200C,0.003513999981805682,0.35600000619888306,1,YPR157W
342946,YPR157W,YGR141W,YMR318C,-0.007166000083088875,0.39259999990463257,1,YPR157W
343088,YPR157W,YOR025W,YGR141W,-0.02927600033581257,0.3003000020980835,1,YPR157W
344662,YPR157W,YGR141W,YJR124C,-0.06532199680805206,0.47130000591278076,2,"YJR124C,YPR157W"
345186,YPR157W,YGR141W,YCL061C,0.010269000194966793,0.1647000014781952,1,YPR157W
345299,YPR157W,YLR360W,YGR141W,-0.04813399910926819,0.0768200010061264,1,YPR157W
345418,YPR157W,YJR153W,YGR141W,-0.062245000153779984,0.4009000062942505,1,YPR157W
345704,YPR157W,YKR020W,YGR141W,-0.060433998703956604,0.03361999988555908,1,YPR157W
346124,YPR157W,YGR141W,YKR093W,-0.01964000053703785,0.4666000008583069,1,YPR157W
346662,YPR157W,YDR147W,YGR141W,0.03095800057053566,0.46650001406669617,1,YPR157W
347237,YPR157W,YOR011W,YGR141W,-0.04772699996829033,0.4129999876022339,1,YPR157W
347349,YPR157W,YJL208C,YGR141W,-0.01590999960899353,0.40220001339912415,1,YPR157W
347436,YPR157W,YGR141W,YOR085W,-0.009774000383913517,0.3125,1,YPR157W
347821,YBL050W,YPR157W,YGR141W,-0.058212000876665115,0.38929998874664307,1,YPR157W
347912,YOR154W,YPR157W,YGR141W,-0.00671500014141202,0.4480000138282776,1,YPR157W
347959,YPR157W,YLR018C,YGR141W,-0.041464000940322876,0.427700012922287,1,YPR157W
347989,YPR157W,YGR141W,YKL160W,0.037372998893260956,0.23029999434947968,1,YPR157W
348738,YPR157W,YGR141W,YMR026C,-0.08075699955224991,0.45809999108314514,1,YPR157W
350399,YPR157W,YGR141W,YJL074C,0.06454700231552124,0.05222000181674957,1,YPR157W
350828,YNL119W,YPR157W,YGR141W,0.05009999871253967,0.006053000222891569,1,YPR157W
350928,YKR059W,YPR157W,YGR141W,-0.006705000065267086,0.3822000026702881,1,YPR157W
351501,YPR157W,YDR189W,YGR141W,0.02167399972677231,0.4325000047683716,1,YPR157W
352085,YPR157W,YOR249C,YGR141W,0.036003999412059784,0.11620000004768372,1,YPR157W
352401,YPR157W,YMR207C,YGR141W,-0.03997499868273735,0.3824999928474426,1,YPR157W
352507,YPR157W,YOR279C,YGR141W,0.0018489999929443002,0.23800000548362732,1,YPR157W
352510,YPR157W,YGR141W,YLR142W,0.007331999950110912,0.46050000190734863,1,YPR157W
352861,YPR157W,YGR141W,YLR098C,-0.029461000114679337,0.40849998593330383,1,YPR157W
353756,YPR157W,YBL067C,YGR141W,-0.07390099763870239,0.2856999933719635,1,YPR157W
353831,YPR157W,YGL257C,YGR141W,-0.012617000378668308,0.4927999973297119,1,YPR157W
354189,YPR157W,YGR141W,YGL124C,-0.022843999788165092,0.00014540000120177865,1,YPR157W
354627,YMR243C,YPR157W,YGR141W,-0.10427399724721909,0.3370000123977661,1,YPR157W
354731,YPR157W,YOL003C,YGR141W,0.01759899966418743,0.27160000801086426,1,YPR157W
355934,YPR157W,YGR141W,YDR007W,0.014183999970555305,0.4878999888896942,1,YPR157W
356103,YPR157W,YKR011C,YGR141W,0.09962800145149231,0.3628000020980835,1,YPR157W
356224,YPR157W,YOR359W,YGR141W,-0.01941799931228161,0.30090001225471497,1,YPR157W
356381,YPR157W,YBL024W,YGR141W,-0.055642999708652496,0.3546000123023987,1,YPR157W
356451,YPR157W,YGR141W,YPL069C,-0.07584899663925171,0.4293000102043152,1,YPR157W
356922,YGL263W,YPR157W,YGR141W,0.008786999620497227,0.37279999256134033,1,YPR157W
357441,YLR044C,YPR157W,YGR141W,-0.02570600062608719,0.4359999895095825,1,YPR157W
357488,YPR157W,YCR034W,YGR141W,0.02352599985897541,0.4406000077724457,1,YPR157W
357569,YIL173W,YPR157W,YGR141W,0.0530879981815815,0.3725999891757965,1,YPR157W
358046,YOL054W,YPR157W,YGR141W,-0.058097001165151596,0.3206999897956848,1,YPR157W
358088,YPR157W,YDR486C,YGR141W,0.07472100108861923,0.11150000244379044,1,YPR157W
358867,YPR157W,YGR141W,YOR167C,0.03237200155854225,0.3944999873638153,1,YPR157W
359058,YIL135C,YPR157W,YGR141W,0.033075001090765,0.4553999900817871,1,YPR157W
359607,YER088C,YPR157W,YGR141W,-0.01579900085926056,0.2533000111579895,1,YPR157W
359868,YOR109W,YPR157W,YGR141W,-0.07085900008678436,0.44940000772476196,1,YPR157W
360226,YPR157W,YJL053W,YGR141W,0.08761099725961685,0.14079999923706055,1,YPR157W
360888,YPR157W,YKL006W,YGR141W,-0.1384110003709793,0.2921999990940094,1,YPR157W
361028,YBR031W,YPR157W,YGR141W,-0.031700000166893005,0.44040000438690186,1,YPR157W
361197,YPR157W,YML019W,YGR141W,-0.022350000217556953,0.4887000024318695,1,YPR157W
361311,YPR157W,YMR096W,YGR141W,0.036277998238801956,0.4821999967098236,1,YPR157W
361427,YPR157W,YDR116C,YGR141W,-0.038899000734090805,0.2953000068664551,1,YPR157W
361460,YPR157W,YGR141W,YOR080W,0.006155999843031168,0.28369998931884766,1,YPR157W
362096,YPR157W,YJL128C,YGR141W,0.007652999833226204,0.30239999294281006,1,YPR157W
362311,YPR157W,YGR141W,YKL041W,0.17076100409030914,0.20200000703334808,1,YPR157W
362367,YPR157W,YGR141W,YGL203C,0.02918200008571148,0.4661000072956085,1,YPR157W
363263,YDR318W,YPR157W,YGR141W,-0.06397400051355362,0.3028999865055084,1,YPR157W
363382,YPR157W,YGR141W,YBR024W,-0.07975800335407257,0.4122999906539917,1,YPR157W
363528,YPR157W,YKL116C,YGR141W,-0.042312998324632645,0.41690000891685486,1,YPR157W
363714,YPR157W,YGR141W,YPL174C,-0.07081999629735947,0.3431999981403351,1,YPR157W
363731,YPR157W,YGR141W,YGL174W,0.06230299919843674,0.32429999113082886,1,YPR157W
364105,YPR157W,YGR141W,YJL050W,0.10193599760532379,0.19120000302791595,1,YPR157W
364636,YPR157W,YBR036C,YGR141W,-0.02614700049161911,0.4837000072002411,1,YPR157W
364984,YPR157W,YBR171W,YGR141W,-0.05611500144004822,0.38580000400543213,1,YPR157W
365592,YPR157W,YNL138W,YGR141W,0.03954799845814705,0.0964599996805191,1,YPR157W
365624,YPR157W,YGR141W,YBR094W,0.06376499682664871,0.18330000340938568,1,YPR157W
365747,YPR157W,YLR115W,YGR141W,0.043772999197244644,0.10599999874830246,1,YPR157W
366033,YPR157W,YER063W,YGR141W,0.011285999789834023,0.46320000290870667,1,YPR157W
366080,YPR157W,YBR288C,YGR141W,0.0837239995598793,0.44600000977516174,1,YPR157W
366121,YPR157W,YLR401C,YGR141W,0.023266000673174858,0.3292999863624573,1,YPR157W
366202,YAL053W,YPR157W,YGR141W,-0.0442809984087944,0.13459999859333038,1,YPR157W
366396,YPR157W,YML108W,YGR141W,-0.022802000865340233,0.4571000039577484,1,YPR157W
366402,YPR157W,YCR050C,YGR141W,0.027924999594688416,0.46239998936653137,2,"YCR050C,YPR157W"
366432,YER157W,YPR157W,YGR141W,0.05411599949002266,0.008926000446081161,1,YPR157W
366585,YFL005W,YPR157W,YGR141W,-0.035659998655319214,0.003748999908566475,1,YPR157W
366636,YPR157W,YDR229W,YGR141W,-0.02847299911081791,0.20160000026226044,1,YPR157W
366829,YPR157W,YGR141W,YDR466W,-0.047508999705314636,0.2973000109195709,1,YPR157W
367175,YPR157W,YGR141W,YKL079W,0.045788999646902084,0.47749999165534973,1,YPR157W
367189,YBR255W,YPR157W,YGR141W,-0.010067000053822994,0.4862000048160553,1,YPR157W
367451,YPR157W,YER153C,YGR141W,0.1847749948501587,0.4708999991416931,1,YPR157W
367603,YPR157W,YHR167W,YGR141W,0.033472999930381775,0.4927000105381012,1,YPR157W
367754,YJR068W,YPR157W,YGR141W,0.022053999826312065,0.33980000019073486,1,YPR157W
367913,YPR157W,YJL062W,YGR141W,-0.034313999116420746,0.3562000095844269,1,YPR157W
368372,YPR157W,YCR083W,YGR141W,-0.01438399963080883,0.49900001287460327,1,YPR157W
368534,YPR157W,YGR141W,YGL157W,0.03413499891757965,0.4503999948501587,1,YPR157W
369133,YPR157W,YGR141W,YBR194W,0.016339000314474106,0.22370000183582306,1,YPR157W
369772,YPR157W,YKR072C,YGR141W,0.051530998200178146,0.18320000171661377,1,YPR157W
369877,YPR157W,YGR141W,YBR058C-A,0.00015100000018719584,0.47850000858306885,1,YPR157W
369922,YPR157W,YCR077C,YGR141W,0.013097000308334827,0.11699999868869781,1,YPR157W
370112,YPR157W,YGL160W,YGR141W,0.008360999636352062,0.4957999885082245,1,YPR157W
370374,YER184C,YPR157W,YGR141W,0.03205199912190437,0.4999000132083893,1,YPR157W
370872,YPR157W,YDL103C,YGR141W,0.03111100010573864,0.299699991941452,1,YPR157W
371141,YPR157W,YGR141W,YFL044C,0.07526300102472305,0.37139999866485596,1,YPR157W
371570,YPR157W,YGR141W,YNL154C,-0.010541999712586403,0.4867999851703644,1,YPR157W
371699,YPR157W,YHL029C,YGR141W,0.06674300134181976,0.3337000012397766,2,"YHL029C,YPR157W"
372050,YOR245C,YPR157W,YGR141W,0.0475430004298687,0.4893999993801117,1,YPR157W
372082,YKL113C,YPR157W,YGR141W,0.009318999946117401,0.4578000009059906,1,YPR157W
372457,YPR157W,YGR141W,YFR009W,-0.0038300000596791506,0.45739999413490295,1,YPR157W
372718,YPR157W,YKL145W,YGR141W,0.07916200160980225,0.06662999838590622,1,YPR157W
373267,YHR111W,YPR157W,YGR141W,0.024240000173449516,0.0728600025177002,1,YPR157W
373595,YPR157W,YCL010C,YGR141W,0.028046999126672745,0.322299987077713,1,YPR157W
373708,YPR157W,YLR194C,YGR141W,-0.044096000492572784,0.2623000144958496,1,YPR157W
375053,YPR157W,YIL124W,YGR141W,0.01233499962836504,0.42089998722076416,1,YPR157W
375180,YJR017C,YPR157W,YGR141W,0.08782999962568283,0.4620000123977661,1,YPR157W
375396,YPR157W,YGR141W,YDR139C,0.01067699957638979,0.45190000534057617,1,YPR157W
375462,YPR157W,YLR092W,YGR141W,0.031125999987125397,0.49380001425743103,1,YPR157W
376147,YER136W,YPR157W,YGR141W,0.016896000131964684,0.35010001063346863,1,YPR157W
37473,YHL026C,YKR077W,YOR066W,0.01738700084388256,0.3596999943256378,1,YHL026C
82855,YHL026C,YKR027W,YJL099W,0.0031900000758469105,0.4092000126838684,1,YHL026C
90621,YHL026C,YKR095W,YIL149C,0.01235199999064207,0.2485000044107437,1,YHL026C
141315,YHL026C,YKR084C,YOR076C,0.1310950070619583,0.06728000193834305,1,YHL026C
190190,YHL026C,YOR371C,YAL056W,0.03162200003862381,0.41519999504089355,1,YHL026C
191760,YHL026C,YPL253C,YMR198W,-0.005681999959051609,0.4406999945640564,1,YHL026C
209547,YHL026C,YCR048W,YNR019W,0.16899600625038147,0.34290000796318054,1,YHL026C
326849,YHL026C,YLR238W,YDR200C,-0.03421499952673912,0.4878999888896942,1,YHL026C
350757,YHL026C,YJL065C,YBR278W,-0.0919020026922226,0.18970000743865967,1,YHL026C
371217,YHL026C,YGR071C,YLR373C,-0.03463499993085861,0.15770000219345093,1,YHL026C
5324,YLR365W,YJL065C,YBR278W,0.006513000000268221,0.3082999885082245,1,YLR365W
