run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
eukau8cm,False,100000,sum,['prot_T5_no_dubious'],10,100,2,31544.0,0.142174067554229,0.1241285653947344,0.3770623553500556,0.3535022131933787,0.4686057585999812,0.4678396642040299,0.0350987810239258,0.0356075501511813,0.0032020141730979,0.003403716045631,0.0565863426375829,0.0583413750749079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar7fj2n8,True,100000,sum,['random_1000'],500,500,2,50559202.0,0.1517861529981554,0.1517989701334058,0.3910674087848794,0.3898576833274214,0.4680663809079026,0.4661929738629649,0.0352375650523396,0.035573352274591,0.0031661350597949,0.0032961863365013,0.0562684197378505,0.057412423189597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p11lvwkm,True,100000,sum,['prot_T5_all'],10,100,10,15948.0,0.1440177047353836,0.123042382215151,0.3795021090877566,0.352141191447777,0.4679172842130975,0.465721002038767,0.035095647488209,0.035626013823874,0.0031951324128703,0.0034079370522432,0.0565255023230252,0.0583775389361628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkixj81x,False,100000,sum,['prot_T5_no_dubious'],10,100,10,15966.0,0.1447604634149969,0.1263381285976111,0.3804829190554977,0.3563868513583111,0.4674602801421901,0.4643510520422849,0.0350713942220442,0.0356048775239446,0.0031923599112131,0.0033951294820895,0.0565009726572305,0.058267739634291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lbp14tcs,False,100000,sum,['prot_T5_all'],10,100,2,31506.0,0.1410323147775909,0.1259977096430365,0.3755467151169504,0.3561316553879923,0.4672612378871782,0.466396687649425,0.0350882571648115,0.03557428249727,0.0032062760034235,0.0033964523811043,0.056623987879904,0.0582790904279084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frovqg7a,False,100000,sum,['random_1000'],500,500,10,9757776.0,0.1511489987637937,0.1499615945370854,0.3900930009951014,0.3874598051432616,0.4672073207480797,0.4620417261499334,0.0351736179354481,0.0355888443027165,0.0031685133708388,0.0033033265451575,0.0562895493927498,0.0574745730315374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c0z83id,True,100000,sum,['prot_T5_no_dubious'],10,100,10,16488.0,0.1421278735644401,0.1273387467120309,0.3769991608317616,0.3577086746619533,0.4667985400371002,0.4650880548575898,0.035077600837805,0.0356254364548777,0.0032021865932904,0.0033912409666671,0.056587866131269,0.0582343624217446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dxyptczt,False,100000,sum,['random_1000'],500,500,5,18799630.0,0.1499383654003656,0.1510969859680552,0.3886985635569145,0.3889196417759418,0.4666714515514417,0.4636938356542087,0.0352103602035562,0.0355927841572085,0.003173032312318,0.0032989143108055,0.0563296752371082,0.0574361759765182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrlo6nfo,True,100000,sum,['random_1000'],500,500,5,18795838.0,0.1509675975115217,0.1511574247703579,0.3899650483733734,0.3890224887058285,0.4663953929490749,0.4638719018430923,0.0351887398594467,0.0355559715766461,0.00316919048884,0.0032986794401235,0.0562955636692631,0.057434131316871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qi0ltmp7,False,100000,sum,['nt_window_5979'],5,100,2,4030.0,0.1307070451024528,0.1292113237368688,0.3615529473898554,0.360113247427337,0.4659001895970481,0.4615070371812727,0.0352074652475857,0.0357124032273635,0.003244817225588,0.0033839639844932,0.0569632971797455,0.0581718487285153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x1e22ve,True,100000,sum,['prot_T5_all'],10,100,2,31002.0,0.1416822765100763,0.1231753628675338,0.3764073939568836,0.3522952101592793,0.4657015354805698,0.4673567209734872,0.0351002557875837,0.0356416029958827,0.0032038498857221,0.0034074202773349,0.0566025607700054,0.0583731126233212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dy3wagg,False,100000,sum,['fudt_upstream'],5,100,2,4186.0,0.1406752204166915,0.1378170006178467,0.3752190720190865,0.372095259719941,0.4656962482463328,0.4678551757144185,0.035184145570745,0.0356015064313783,0.0032076089325895,0.0033505215415432,0.0566357566612254,0.0578836897713275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo4cp8fc,True,100000,sum,['prot_T5_no_dubious'],10,100,2,31276.0,0.1442078588403158,0.1265133374618853,0.3797523402644062,0.3566210549703114,0.4650682836994954,0.4606673529260205,0.0350527067714574,0.0355635912552951,0.0031944226230213,0.0033944486045096,0.0565192234821156,0.0582618966779289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99f01gj3,False,100000,sum,['nt_window_5979'],5,200,10,6076.0,0.1299298323925239,0.1286097709702324,0.360471846881105,0.3592960992974216,0.4648307467148159,0.4606168077691274,0.0352240675275782,0.0357168632940177,0.0032477183340979,0.0033863016732489,0.0569887562076765,0.0581919382152626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izz143fi,True,100000,sum,['fudt_upstream'],5,100,10,3518.0,0.1396959099986564,0.1357264160594747,0.3738597367571589,0.369170605737757,0.4646362210970548,0.4696631139510955,0.0352006156226305,0.0356191896431585,0.0032112644129379,0.0033586457432525,0.0566680193137006,0.0579538242331989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ykwh405o,False,100000,sum,['nt_window_5979'],5,200,5,6510.0,0.1309011158616126,0.1294149313073201,0.3618288263426375,0.3604675581442081,0.4645416593278155,0.4612035447838174,0.0352006729121665,0.0357072614190484,0.0032440928160103,0.0033831727469586,0.0569569382604995,0.058165047468034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6adlyl92,True,100000,sum,['nt_window_5979'],10,100,2,27266.0,0.1340052617974422,0.1323597585145,0.3660673606220881,0.3644279564993833,0.4645200201236237,0.4612275304590968,0.0351333965274519,0.035676202428113,0.0032325059440052,0.0033717288806323,0.056855131202076,0.0580665900551453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5roqbso,True,100000,sum,['nt_window_5979'],5,100,5,3328.0,0.1308767264045763,0.1294411411246474,0.3617839669059677,0.3605013622197985,0.4643414002196614,0.46283328370368,0.035213825023692,0.0356937014442815,0.0032441838547446,0.003383070893225,0.0569577374440437,0.0581641719035441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018z5gwz,False,100000,sum,['prot_T5_all'],5,100,5,3368.0,0.1356417245322413,0.1213565193007534,0.3683375106503992,0.3489771496431389,0.4643135194044084,0.4673430583727627,0.0351676061262399,0.0357116384589127,0.0032263975056002,0.003414488468839,0.0568013864760382,0.0584336244711811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdcirz4k,False,100000,sum,['nt_window_5979'],5,100,10,3102.0,0.1306286993610463,0.1282475564891076,0.3614380871504438,0.3587673172593073,0.4641908395500144,0.4610793312680476,0.0352075374407199,0.0357223868086478,0.003245109667405,0.0033877092716619,0.0569658640538791,0.0582040314038638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ub6rb579,True,100000,sum,['nt_window_5979'],5,500,5,16364.0,0.130709267664246,0.1288940273097676,0.3615612282360192,0.3597287853870149,0.4636741264743966,0.4589163280405394,0.0352060952181497,0.035711178013873,0.0032448089294126,0.0033851970272635,0.0569632243593412,0.0581824460405676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzsg9n7,False,100000,sum,['prot_T5_all'],5,100,10,3258.0,0.1356589217164163,0.1219166866586886,0.3683948717983472,0.3497819689252041,0.4636684935118734,0.4646659500641654,0.0351423376841614,0.0356953244850242,0.0032263333135242,0.0034123116075451,0.0568008214159288,0.0584149947149283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uertlnl9,True,100000,sum,['nt_window_5979'],5,100,2,4072.0,0.131037893280862,0.1284841818619393,0.3620121770641302,0.3591060537638542,0.4636463362578847,0.4591585462442909,0.0352046081387419,0.0357225394740093,0.0032435822657711,0.0033867897239447,0.0569524561873425,0.058196131520443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3iyvzrcs,False,100000,sum,['prot_T5_no_dubious'],5,100,5,3434.0,0.1365412508619676,0.1220651180235729,0.3695961394873376,0.3500062068368437,0.463642704741955,0.4664724519010275,0.035157163243963,0.0356810283642756,0.0032230398359986,0.0034117347897629,0.056771822553082,0.0584100572655341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jgjukna8,False,100000,sum,['prot_T5_all'],5,100,2,4202.0,0.1360884517271953,0.1251596270573189,0.3689594052769127,0.3543100771890795,0.4636211186235448,0.463297106561309,0.0351540783369456,0.0356489958363107,0.0032247300031902,0.0033997092462467,0.0567867062188873,0.0583070257022831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xu6smx6i,True,100000,sum,['fudt_upstream'],5,100,5,3750.0,0.1400247408442217,0.1361023356375292,0.3743184397775272,0.3696912765553805,0.4634027427770846,0.4659402044901048,0.035208585527999,0.0356123905023274,0.0032100369747086,0.003357184863377,0.0566571881998098,0.0579412190359944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9z8epuit,False,100000,sum,['fudt_upstream'],5,100,5,3692.0,0.1394713455997795,0.1354255310482003,0.3735542761473455,0.368752299206514,0.4633779448166775,0.4663604211450568,0.0352185245555829,0.0356193156388056,0.0032121026463846,0.0033598150097684,0.0566754148320469,0.0579639112704488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn9x01gj,False,100000,sum,['prot_T5_no_dubious'],10,200,2,63090.0,0.1453900188737825,0.1260729665555469,0.3813485158776645,0.3560410965988895,0.4633346495446881,0.4608665473466444,0.0350582556313356,0.0355904108922776,0.0031900099641836,0.0033961599258985,0.0564801731954108,0.0582765812818368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhr1r7p8,True,100000,sum,['prot_T5_all'],5,100,2,4124.0,0.1363724473248772,0.1226411648771622,0.3693665865529518,0.3508360972256095,0.4633194346498269,0.4648813377546451,0.0351407620497492,0.0356776590031289,0.0032236699304009,0.0034094962193048,0.0567773716404783,0.0583908915782666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jf3e9ln3,False,100000,sum,['prot_T5_all'],10,100,5,20438.0,0.1434581415150418,0.1253988537855896,0.3787606373845922,0.3551016526047041,0.4632719009537802,0.4622268880401618,0.0350992618580567,0.0356099169100323,0.0031972210992745,0.0033987795894256,0.0565439749157639,0.0582990530748625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
