run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
7k9g1dis,True,1000,sum,['one_hot_gene'],5.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdnbzun,True,1000,sum,['one_hot_gene'],5.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0hieq1pg,True,1000,sum,['one_hot_gene'],5.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74n8t2fu,True,1000,sum,['one_hot_gene'],5.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483g3nox,True,1000,sum,['one_hot_gene'],10.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zarpgwo7,True,1000,sum,['one_hot_gene'],10.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97me81wk,True,1000,sum,['one_hot_gene'],10.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zgftarqs,True,1000,sum,['one_hot_gene'],10.0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zitiaxyv,True,1000,sum,['one_hot_gene'],10.0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q2oizz9o,True,1000,sum,['one_hot_gene'],10.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2omndvpl,True,1000,sum,['one_hot_gene'],10.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omjddr9w,True,1000,sum,['one_hot_gene'],10.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kmlno7sn,True,1000,sum,['one_hot_gene'],10.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wsvovap3,True,1000,sum,['one_hot_gene'],500.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091bj4o4,True,1000,sum,['one_hot_gene'],500.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmxxd2sb,True,1000,sum,['one_hot_gene'],500.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v9u3cs2c,True,1000,sum,['one_hot_gene'],500.0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddd6udky,True,1000,sum,['one_hot_gene'],500.0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fz7gjly9,True,1000,sum,['one_hot_gene'],500.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qql1gkms,True,1000,sum,['one_hot_gene'],500.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q2qiaedn,True,1000,sum,['one_hot_gene'],500.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0evefnb,True,1000,sum,['one_hot_gene'],500.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n7msn2hm,True,1000,sum,['codon_frequency'],5.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vlhqamhh,True,1000,sum,['codon_frequency'],5.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rygwtvmv,True,1000,sum,['codon_frequency'],5.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kfvrnly1,True,1000,sum,['codon_frequency'],5.0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
znn0im1m,True,1000,sum,['codon_frequency'],5.0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y1bm1pjd,True,1000,sum,['codon_frequency'],5.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnnsoyv,True,1000,sum,['codon_frequency'],5.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t14xjzu0,True,1000,sum,['codon_frequency'],5.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yvhvxu6r,True,1000,sum,['codon_frequency'],5.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35md7j3c,True,1000,sum,['codon_frequency'],10.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529t3heg,True,1000,sum,['codon_frequency'],10.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vi76ruo9,True,1000,sum,['codon_frequency'],10.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsdnusbt,True,1000,sum,['codon_frequency'],10.0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh165s8t,True,1000,sum,['codon_frequency'],10.0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93pazgzh,True,1000,sum,['codon_frequency'],10.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tguzk3s4,True,1000,sum,['codon_frequency'],10.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bqbmo8b,True,1000,sum,['codon_frequency'],10.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctetmnta,True,1000,sum,['codon_frequency'],10.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yy3beh7u,True,1000,sum,['codon_frequency'],500.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27a9s2bn,True,1000,sum,['codon_frequency'],500.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47u2k5qr,True,1000,sum,['codon_frequency'],500.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8qhu8s1,True,1000,sum,['codon_frequency'],500.0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wjmd6ael,True,1000,sum,['codon_frequency'],500.0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twrk3uz0,True,1000,sum,['codon_frequency'],500.0,500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw48cgej,True,1000,sum,['codon_frequency'],500.0,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zd5vn5mu,True,1000,sum,['codon_frequency'],500.0,200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqqdj6n,True,1000,sum,['codon_frequency'],500.0,500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkt0ib8e,True,1000,sum,['calm'],5.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ddeuxem,True,1000,sum,['calm'],5.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02t294n4,True,1000,sum,['one_hot_gene'],5.0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v1mwdu1u,True,1000,sum,['one_hot_gene'],5.0,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2xp7i8f6,True,1000,sum,['one_hot_gene'],5.0,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21ef0fko,True,1000,sum,['one_hot_gene'],5.0,100,5,1102.0,-0.1462017237133566,-0.019197246147287572,0.060632427704133005,0.05558387609490533,0.29088533942385636,0.02540845605932139,0.03153032275989394,0.03985638109242458,0.0019535767150301174,0.0044290744779987715,0.044199284100877895,0.06655129208361601,-0.008374292975311892,0.2242954151452835,-0.05474136002845298,0.28183795507588694,-0.013542754181808505,0.24930109379877452,0.009626907060502732,0.2778225102508989,-0.025160559511946623,0.2625121551919275,-0.005439678390490359,0.5419707089000828,-0.0029035378600016214,0.5922516584489801,0.03688614139546701,0.5797218602022776,0.11162560093985022,0.5995201184639791,-0.06693854428953301,0.5670747816561528,0.17494482746704496,0.25089779407792706,-0.010035762074917826,0.28066993165002024,0.10049532906214652,0.2660028679206764,0.1055764100022201,0.23209340309655793,0.056808599099853,0.24813870331347376,0.004032702607106777,0.0025479115224212577,0.004109087108948046,0.002375040221476656,0.0045867396627949,0.0023620095912294005,0.0026820278952776346,0.0026045265807667743,0.0019938181351289263,0.002798039713726871,0.03668987699431093,0.035651052078412265,0.041210012412473865,0.03456368414041124,0.0401543239807002,0.03437914362014295,0.03707084095756212,0.03524088191999111,0.03188911319284791,0.03678997913738812,0.06350356373548477,0.05047684144656099,0.06410216149981252,0.04873438438594106,0.06772547277645909,0.048600510195155364,0.05178829882587026,0.051034562609733165,0.04465219070917939,0.052896500013960006,-0.018438411927403454,0.02385375962983956,0.25915382589255426,0.023380296179143525,0.014645996359058444,0.06570221744770018,0.5761078255342944,0.0227418043577584,0.08555788071126935,0.06815159730856152,0.25556054001173106,0.01848685435124924,0.003480875081851257,0.001092199115351235,0.002537505525924192,0.00018004997071156386,0.03740283350757901,0.0036429709300826708,0.03532494817926914,0.0009661516182973683,0.05835433750936121,0.009724092225936624,0.050348559730270116,0.0017776596312336175
gzz93v3z,True,1000,sum,['one_hot_gene'],5.0,200,5,2200.0,-0.1098155942966057,-0.022500939553650845,0.051597888814213295,0.020054369067227577,0.2025913421621854,-0.043940620631196046,0.031226736228873817,0.039844866028602134,0.0018915604977203504,0.004443431173137586,0.043492073964348385,0.06665906669866888,-0.008834850964972052,0.22742175064164105,-0.05380226122310905,0.28195843019506006,-0.015446748420458125,0.25703628681061086,0.004459178513384843,0.2850849806297602,-0.03356294454526587,0.2611986013900286,-0.00584818518757968,0.5386770095579086,0.0047173915063854896,0.6006149129253651,0.023889907907408747,0.5769150004864645,0.07790412282845373,0.5914828117491685,-0.06593462215714112,0.569775539513844,0.21859809457037543,0.2910788501259661,-0.001251007488031288,0.25594465803209265,0.099898784915464,0.2893619728767307,0.05122565956889326,0.25230787584218317,0.08068953075595128,0.24833993025027465,0.004034544476161319,0.002537642630900376,0.0041054285449234375,0.002374641797115823,0.004595356098417487,0.002337671471201461,0.002696022613245441,0.002578334547073856,0.002010159797420093,0.002803023356141733,0.03672279615227216,0.03565100645000314,0.04108450572114604,0.03457181117979011,0.04029272366719672,0.03423288925148266,0.03716714643228592,0.03525833053679261,0.03202023116342183,0.03686047218590974,0.06351806417202369,0.050375019909677216,0.06407361816632051,0.04873029650141504,0.06778905588970455,0.04834947229496368,0.051923237699949346,0.050777303463987296,0.04483480564717654,0.052943586543997306,-0.021437525328084052,0.02269282926201279,0.2625400099334202,0.023187999212598943,0.006945722979505434,0.051967283377556,0.5754930548465502,0.023858505720260718,0.08983221246453052,0.08147422259162868,0.26740665742544945,0.021007732531027157,0.0034883023060335557,0.001085979487577739,0.00252626276048665,0.00018573703901222864,0.03745748062726453,0.0035840497723161058,0.03531490192079565,0.0010280915920248342,0.05842775631503492,0.009650103498437979,0.050235135742808114,0.0018350399819530292
ykfjn1an,True,1000,sum,['one_hot_gene'],5.0,500,5,5504.0,-0.12865196525370082,-0.022602969694134337,0.05385630203727374,0.03496930391830671,0.17201762110144014,0.026507114472360142,0.03139657303406605,0.039800772363657005,0.0019236650522120632,0.004443874560414103,0.043859606156599985,0.0666623923994189,-0.01086718494044292,0.2290124436470018,-0.044015190442382446,0.2846253185036076,-0.014881281449716566,0.25843633392904086,0.0008070434504799939,0.2806966386976161,-0.028900734112266235,0.2601879509757804,-0.019615499782737668,0.5412486006322303,0.006367937327754031,0.5983131712390332,0.026746333982800023,0.5746431467152842,0.051093992513902495,0.5965801298797788,-0.06471985393726859,0.5793392120718169,0.2190981544480645,0.27797670646243344,-0.020795156877606236,0.3199955101791086,0.0976338514980367,0.3004725708257011,0.04137366233491432,0.24494054954696087,0.12165797339583471,0.24041252294419815,0.004042672210652854,0.0025324177745360776,0.0040672998359303995,0.0023658221065686073,0.004592797104460893,0.0023332663432672285,0.002705912954760031,0.0025941610625357736,0.0020010923400107603,0.002806857778655499,0.03672835356666175,0.03559825098265005,0.04093149487756419,0.03451445283663387,0.040247090077284754,0.03428881589265461,0.03720079114947336,0.03533106459097182,0.0318655008878006,0.036733843364145174,0.0635820116908301,0.05032313359217684,0.06377538581561384,0.04863971737755687,0.06777017857775566,0.048303895735926194,0.05201839054373012,0.050932907462030615,0.04473357061548698,0.0529797865100974,-0.019571469498865634,0.017303011988006562,0.26259173715060935,0.022157846710451925,-2.541797910994119e-05,0.044553162551495884,0.5780248521076287,0.023030253865498167,0.09179369695984879,0.08993169242327093,0.27675957199168044,0.03452061791439617,0.0034819548891629874,0.0010823814048253034,0.0025265050131126373,0.00019129176334711036,0.03739464611175693,0.003595090686558507,0.03529328553341111,0.0009727766540783811,0.05837590744868334,0.009631219984102777,0.050235888135557585,0.0018909509328582483
