run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
ii17sgxz,True,10000,sum,['one_hot_gene'],10,200,2,16486.0,-0.0019173300427277,0.0132220751718573,0.0559134620998426,0.1725944737221413,0.1095710662025767,0.1615877235342808,0.0372593136603056,0.0382275832718431,0.0035606481596436,0.0035934333754758,0.0596711669036531,0.0599452531521538,-0.0021960538058893,0.1471760528393022,0.0119859489324811,0.1418617391963162,0.0084857500681636,0.1380827823503683,0.0102126885752337,0.1340558032983632,0.0121139062542818,0.1405982985217654,0.037527216927584,0.4748610363808947,0.1220651279097331,0.4896959999812322,0.1212640123717092,0.5000239693735591,0.1105460724562232,0.4823094927356351,0.1187049116762519,0.5162533833662541,0.1304284933157768,0.2641664868646816,0.1058229808647675,0.2604334502163647,0.1019407122426759,0.2632675478183507,0.0997961487082684,0.2348745207091682,0.1196991793092155,0.2548862081565181,0.003787782244323,0.0029560913958084,0.0032402139132608,0.0030812740256727,0.0035807008709763,0.0030234774867169,0.0039155680222837,0.002963400097764,0.0029724264272254,0.0031429593120578,0.0389504285060077,0.0361538668624493,0.0365459846323987,0.0366929359026446,0.0377560336586808,0.0364512988228805,0.0382741432995901,0.0362787750870583,0.0359372055410551,0.0369775332022774,0.061544961161114,0.0543699493820662,0.0569228768884782,0.0555092246898905,0.0598389578032269,0.0549861572281326,0.0625744997765361,0.0544371205866373,0.0545199635658849,0.0560621022800416,0.0081204480048542,0.0059546396201676,0.140354935241223,0.0048399140262303,0.1020214682683003,0.0363405366357591,0.492628776367515,0.0161523397042099,0.1115375028881408,0.0130967174509976,0.2555256427530167,0.0120992311054582,0.0034993382956138,0.0003898232061328,0.003033440463604,7.94830483045334e-05,0.0374927591275465,0.0012370128965653,0.036510881975462,0.0003300721703379,0.059080251839048,0.0033283138089239,0.0550729108333536,0.0007202047846691
00eg7wct,True,10000,sum,['one_hot_gene'],10,100,2,8378.0,-0.0097811599565942,0.0130201736595511,0.0273911416564311,0.2045334112753758,0.1039385943243034,0.1900194650087848,0.0373475314930423,0.03819600407203,0.0035885949080139,0.003594168616521,0.0599048821717724,0.0599513854428824,0.0012321178977063,0.1491794291201429,0.0082820987804088,0.1404794137050276,0.0089713855695967,0.1383814063642011,0.0094688194979786,0.1359474143418935,0.0131940262578675,0.1398917178908129,0.0530654435160939,0.4753794334802223,0.1028580999220229,0.4824348600515712,0.1174081493808869,0.4870374982701808,0.1061144687288147,0.4766567897579814,0.1236384748916598,0.5128167535715864,0.1352503183895172,0.2612068800938994,0.1118806157649043,0.2484018738155072,0.1218809637286891,0.2483121404469968,0.1125821197433625,0.2423397497711122,0.1334282217898699,0.2748795813431715,0.0037748255300553,0.0029491472153523,0.0032523607716809,0.0030862374725039,0.003578947073224,0.0030224299580629,0.0039185107453698,0.0029569267010109,0.0029691764804314,0.0031455433820799,0.0389180854418167,0.0361320128412375,0.0365888948996414,0.0367208585277312,0.0377947778376575,0.0364635396530648,0.0382960704589949,0.0362542503281738,0.0359354643637041,0.0369568869735699,0.0614396088045435,0.0543060513695513,0.0570294728336229,0.0555539150060908,0.0598243016944119,0.0549766310177604,0.062598009116663,0.0543776305203799,0.054490150306559,0.0560851440408241,0.0082296896007116,0.0043502571969643,0.1407758762844156,0.0050134034676557,0.1006169272878956,0.0278761825714132,0.4868650670263084,0.0152420077717738,0.1230044478832686,0.0110932771128595,0.2550280450941374,0.0130600904729688,0.0034987641201523,0.0003872996629437,0.003032056945802,8.429999506421194e-05,0.0375066586003629,0.0012256886886456,0.0365055096647555,0.0003370864951968,0.0590763085511601,0.0033079238429173,0.0550598743909213,0.0007641808179454
f46ofe4k,True,10000,sum,['one_hot_gene'],10,500,2,41088.0,-0.0013211279589855,0.0141640592844195,0.0585369439927959,0.1898053647757496,0.101339830892169,0.1770245056763083,0.0372757597231681,0.0381941071633931,0.0035585293562368,0.0035900030624701,0.0596534102649362,0.0599166342718792,-0.002711029104669,0.1477207808117812,0.011134256042117,0.1414137857905975,0.0072962903637565,0.1398920821628988,0.0106497924838303,0.1339532011212492,0.01399939642462,0.1405041936204196,0.0362598481497948,0.4761037449978566,0.1172198508498373,0.4910896924412786,0.1084937524347598,0.4966032285162347,0.1128817348488558,0.4813109199094034,0.129714225282102,0.516181594163726,0.1337519939408814,0.2832052203625345,0.1537120565505642,0.2755776501093416,0.1186862707176023,0.2682875740882767,0.1140487645485576,0.260483765201186,0.1550897810496878,0.2762254153506205,0.0037897285843486,0.0029542032386127,0.0032430070589152,0.0030828824695061,0.0035849964213427,0.0030171307319034,0.0039138388527266,0.0029637512188904,0.0029667532217353,0.0031433034676203,0.0389741226596575,0.0361569559586017,0.0365601797371455,0.0367157615308247,0.0377745640092011,0.0364455280033492,0.0383024700011526,0.0362835987078721,0.0358976829492767,0.0369627477001519,0.0615607714729811,0.0543525826305681,0.0569474060771445,0.0555237108765805,0.0598748396352153,0.0549284146130532,0.0625606813639894,0.0544403455067143,0.054467910018059,0.0560651716096576,0.0080737412419309,0.0064813555967107,0.1406968087013893,0.0048992644580616,0.1009138823130699,0.037000582509002,0.4922578360056999,0.015599541885665,0.1350577733614587,0.0191074149437735,0.2727559250223919,0.0086567796474374,0.0034996648278137,0.0003914162033088,0.0030322542253066,8.04805749759484e-05,0.0375018038712867,0.0012592703146432,0.0365129183801599,0.0003268524060805,0.0590823217134779,0.0033436672903431,0.0550620450473147,0.0007292294855717
uo9nmzc6,True,10000,sum,['one_hot_gene'],5,500,2,13508.0,-0.0016857943881056,0.0049894498818207,0.0360127922400387,0.1173834400836725,0.0792933445347925,0.1014502611917328,0.0373797889672206,0.0384288914318908,0.0035598253202957,0.0036234131609378,0.0596642717235005,0.0601947934703478,-0.0030426782523604,0.0848131264442313,0.0068544449173236,0.0767611122834607,0.0044602599607568,0.0778861906651485,0.0073115012525819,0.0725399905049107,0.0098080357950438,0.0756417518959196,0.0221231084768371,0.4012093384281183,0.0931209912672595,0.4136303922949787,0.0880586704876311,0.4166011012939743,0.089905018764802,0.3892204543588357,0.1257510738714917,0.4304926442855748,0.0564284851445966,0.1703681054016857,0.0634169943894444,0.1710964227373948,0.0868874896529768,0.1689145969792449,0.0798193105563246,0.1679156689498339,0.0937385375332965,0.1678335105684908,0.0037909820464313,0.0031722561866162,0.0032570427940727,0.0033150275825573,0.003595238307967,0.0032346381829072,0.0039270450296933,0.0031739170875892,0.0029793645047367,0.0033805150240673,0.0390916151825348,0.0368597924457972,0.0366823006379599,0.0373604441744828,0.0379298047359616,0.0371062634298954,0.0384727134002786,0.0369779406707007,0.0360467874474799,0.0377034357153208,0.0615709513198504,0.0563227856787666,0.0570705072175875,0.0575762762130143,0.0599603061030129,0.0568738796189189,0.0626661394190945,0.0563375282346431,0.0545835552592242,0.0581421965879113,0.0050783127346691,0.0049204811898176,0.0775284343587342,0.0045339732663726,0.0837917725736042,0.0377697617649481,0.4102307861322963,0.0156963506352124,0.0760581634553278,0.0157252948055224,0.16922566092733,0.0014625193596582,0.0035099345365802,0.0003891350638885,0.0032552708127474,9.109410816593651e-05,0.037644644280843,0.0012589669861628,0.0372015752872394,0.0003365321363469,0.0591702918637539,0.0033187153648726,0.0570505332666508,0.0007964505149777
okavdyv3,True,10000,sum,['one_hot_gene'],5,200,5,3878.0,-0.0067262160615273,0.0037134631261518,0.0247618734215916,0.0873882330469577,0.0743993973308849,0.1142695007064655,0.0374727749918905,0.0384555323528289,0.0035777381436566,0.0036280597721753,0.059814196840354,0.0602333775590858,-0.0041503457788394,0.0713800085343948,0.0020504900252935,0.0609847110683541,0.0014170326359289,0.0640953627116126,0.005493534534306,0.061389980712074,0.0102637991686767,0.0656535869310822,0.0289707580563024,0.3494317048037955,0.0657509078287132,0.3377747763016824,0.0503752611978714,0.3628166036112563,0.074783656690828,0.3322888738069677,0.1225272642896772,0.3854477248759606,0.061156297767156,0.1332403509816092,0.0736872618963056,0.1599706921579787,0.0822454544854866,0.1445217590157288,0.0674930331248433,0.162106624147774,0.1081385476871348,0.1712639188844721,0.0037951684562396,0.0032188185801845,0.0032727974702972,0.0033716751153653,0.0036062284543348,0.0032830143575408,0.0039342368498607,0.0032120742116117,0.0029779931694128,0.0034170432227346,0.039079392122841,0.0369504311659976,0.0367696645821195,0.0375154658998936,0.0379956879410953,0.037213768699584,0.0385393265884596,0.0370579141944434,0.0360589663096273,0.0377640422735576,0.0616049385702121,0.0567346329871319,0.0572083688833829,0.0580661270911479,0.0600518813554987,0.0572975946924551,0.0627234951980572,0.0566751639751644,0.0545709920141908,0.058455480690305,0.0030149021170731,0.005327151727141,0.0647007299915035,0.0042028866619515,0.0684815696126784,0.0348462787205962,0.3535519366799325,0.021337691422973,0.0785441189921853,0.0182864839489796,0.1542206690375126,0.015165470818362,0.003517284880029,0.0003903808490247,0.0033005250974874,9.143978722440368e-05,0.0376886075088285,0.0012502489479685,0.0373003244466952,0.0003354101979168,0.0592319352042683,0.003328425300802,0.0574457998872408,0.0007946483518729
9il3hqja,True,10000,sum,['one_hot_gene'],5,100,10,1472.0,-0.0111963189461394,-0.0036620931963724,0.0158842386177202,0.0381132364373355,0.0678900491299841,0.1041247207967739,0.037526171547279,0.0385837085739221,0.0035936241485516,0.0036549184701511,0.0599468443585789,0.060455921712857,-0.0030603460122045,0.0640516115652461,0.0019969615149501,0.0544120292305713,-0.0018194472373715,0.0524345436182949,0.0051284829594101,0.0579795363880764,0.0110199322990256,0.0540676653419568,0.0385001982837676,0.3234419201682292,0.0701564945748785,0.2932705819746978,0.0338884435828377,0.2946622920532069,0.0726859348599752,0.3129016202956854,0.1240135194909296,0.3335245749971479,0.0369905777091503,0.1219616274915305,0.0911973921843926,0.1464335561298781,0.0676330380251946,0.1451477482871291,0.0609516659049527,0.1485584988947275,0.0855442468526587,0.1523890628643849,0.0037910488214169,0.0032442205535903,0.0032729730182297,0.0033952753144833,0.0036179165024915,0.0033239187776909,0.0039356809826119,0.0032237452997507,0.0029757180588375,0.0034594146540276,0.0391082991045213,0.0370254650919407,0.0367994387532843,0.0375245212821754,0.038057182676277,0.0372719558333015,0.0385561408479743,0.0371231293891168,0.0360364317688455,0.0378474801166608,0.0615714935779291,0.0569580596016956,0.057209903148229,0.0582689910199531,0.0601491188837505,0.0576534368246242,0.0627350060381913,0.0567780353636048,0.0545501426106064,0.0588167888789218,0.0026531167047619,0.0056835082772619,0.0565890772288291,0.0046362700742832,0.0678489181584777,0.0360480418123101,0.3115601978977934,0.0176455226054008,0.0684633841352698,0.0215420746616827,0.14289809873353,0.0120209685581126,0.0035186674767175,0.0003915041722202,0.0033293149199086,9.961404105411823e-05,0.0377114986301805,0.0012670508780146,0.037358510342639,0.0003318380958136,0.0592431328517413,0.0033389157350227,0.0576950623377599,0.0008621932429898
kf7m0q90,True,10000,sum,['one_hot_gene'],5,500,5,9486.0,-0.0083758165409628,0.0009309483339479,0.0225832572205549,0.0680797114496576,0.0664015134021287,0.1260567258251843,0.037486965497964,0.038488729374043,0.0035836005503993,0.0036381925297802,0.0598631819267845,0.0603174313924275,-0.0054362533952245,0.0705547269529978,0.0007592642829711,0.0609041544203792,0.0017001387090076,0.0630412649339691,0.005864434568063,0.0602499766736184,0.0078649459029056,0.06401496637393,0.0259855189547206,0.350915984035384,0.059921102652531,0.3432409820049263,0.0530182719028479,0.3540308790254619,0.0771090363704746,0.3323208016763984,0.1042615325340073,0.3837854600773509,0.077318145884574,0.1631588702223911,0.07688155190262,0.161165452017418,0.0794209064739509,0.1527975746660526,0.0726090612638037,0.164598147564478,0.0942037821529782,0.1649163126969487,0.0038000285213123,0.0032216792031654,0.0032770320736522,0.003371964366082,0.0036052060603929,0.0032867119758668,0.0039327695807869,0.0032159754884976,0.002985211020628,0.0034230359008153,0.0390816815083265,0.0369631762638358,0.0368097263187837,0.0375149235962824,0.0380036912619143,0.0372266291441845,0.038519419273391,0.0370762110414078,0.0361060984942639,0.0377813560096869,0.0616443713676471,0.0567598379416769,0.057245367268035,0.0580686177386898,0.0600433681632949,0.0573298523970443,0.0627117977798991,0.05670957140111,0.0546370846644298,0.0585067167153942,0.0021505060135445,0.0051513442698392,0.0637530178709789,0.0040995663273243,0.0640590924829163,0.0290480502859251,0.3528588213639043,0.0192088417452656,0.0800866895355854,0.0082702514595682,0.1613272714334577,0.004992907831275,0.0035200494513545,0.0003876491409004,0.0033038733868854,9.166859410481044e-05,0.0377041233713359,0.0012253310109025,0.0373124592110795,0.0003339291131031,0.0592563978486612,0.0033031737306157,0.0574749192387831,0.000796119793782
bshljz0y,True,10000,sum,['one_hot_gene'],5,200,10,3096.0,-0.0119161312990172,0.0022283515726855,0.0140545398256287,0.075416514762192,0.0639695284542664,0.1117353480577682,0.0375806242947139,0.0385214383530089,0.0035961822423711,0.0036334679286493,0.0599681769138525,0.060278254193775,-0.0054497169519198,0.0619400588414483,-0.0019203576415074,0.0521593237753039,0.0004550384545287,0.0501529475806419,0.0046113885465514,0.0566675935404641,0.0071033513613223,0.0582527143942541,0.0304028371697352,0.3210216956247514,0.0554782439572702,0.2909307042367399,0.0445982067075947,0.2995946788855175,0.0700340567900715,0.3118589475927565,0.0983235826898415,0.3466878891113639,0.0531809645444256,0.1277130731149519,0.0903874572085599,0.1445503812351659,0.1026211544914497,0.1618023672212983,0.0625848374991084,0.1626310821240796,0.0969141555895938,0.1516888297638201,0.0038000794065865,0.0032515396994226,0.0032858199529668,0.00340336399101,0.0036097025480289,0.0033319222774614,0.0039377265921323,0.0032282349788521,0.0029875025639108,0.0034441093097774,0.0391078102703134,0.0370276220008616,0.0368437210742669,0.0375656948064853,0.0380146265467641,0.0372771092695736,0.0385291906319245,0.0371159713044951,0.03613708880702,0.0378195932034831,0.0616447840987913,0.0570222737131964,0.0573220721272956,0.0583383578017932,0.0600808001613569,0.0577228055231327,0.0627513074934091,0.0568175587195729,0.0546580512267937,0.0586865343139076,0.000959940753795,0.0050177017138855,0.0558345276264225,0.0047330384702323,0.0597673854629026,0.0259940488389665,0.3140187830902259,0.0215759723350754,0.0811377138666275,0.0219190621411074,0.1496771466918632,0.0143838150102069,0.0035241662127251,0.0003870702630398,0.0033318340513047,9.341068525658292e-05,0.0377264874660578,0.0012186953876693,0.0373611981169797,0.0003280339541926,0.0592914030215293,0.0032969191041971,0.0577175060143206,0.0008089737260956
ri1o9fvp,True,10000,sum,['one_hot_gene'],5,500,10,7678.0,-0.0081585590779729,0.0014654325234408,0.0198601718031845,0.0701813191179574,0.0579461774373979,0.0871700507282254,0.0375078455506549,0.0385186314547548,0.0035828284533783,0.0036362461614263,0.0598567327322361,0.0603012948569624,-0.0060610799736535,0.0641139527146125,-0.0005730216148147,0.0523106140482075,-0.0001460677822113,0.0516633161524044,0.0057524910147553,0.0570577375633479,0.0084346288433281,0.0569403559038289,0.0317182360254875,0.319187535678439,0.0567012361772415,0.3018283861541159,0.0402007121016273,0.3072867368837938,0.0766349435450728,0.3114879460847459,0.1066234485997569,0.3419460776943903,0.0794286399892049,0.1326959816288592,0.071483100116697,0.1537503598203329,0.0860262506717782,0.1548205766994203,0.0827036983976637,0.1630454671161909,0.0878420278975181,0.1682641988996517,0.0038023900423047,0.0032440044642838,0.0032814013346943,0.0034028207606128,0.0036118733505419,0.0033266241290083,0.0039332124260251,0.0032268998433549,0.0029834969154918,0.0034489087991561,0.0391064220473265,0.0370044696073311,0.0368324676146416,0.0375580533783164,0.0380520857961507,0.0372775943344813,0.038523381525598,0.0370950305298758,0.0361199499353438,0.0378269474907897,0.0616635227853938,0.0569561626541315,0.0572835171292265,0.0583337017564708,0.0600988631385147,0.0576768942385799,0.0627153284773754,0.0568058081832746,0.05462139613276,0.0587274109692919,0.0014813900974807,0.0057085005367005,0.0564171952764803,0.0049846625421246,0.0623757152898372,0.0301039823276801,0.3163473364990971,0.0156514403639879,0.0814967434145724,0.0064572810719547,0.154515316832891,0.0135882021760096,0.0035224748138116,0.0003884789623678,0.0033298515992832,9.679659930416706e-05,0.0377268613838121,0.0012273454583487,0.0373524190681589,0.0003392562162651,0.0592765255326541,0.0033106522371398,0.0576999955603497,0.0008382359593657
up9johgf,True,10000,sum,['one_hot_gene'],5,100,5,1954.0,-0.0077525942081242,0.000204912433245,0.0150602903760767,0.0636054289140242,0.0545415613845566,0.1030647531857982,0.0374887398351497,0.0384730263002218,0.0035813857215048,0.0036408364495231,0.0598446799766262,0.0603393441257291,-0.0034957165579363,0.0715333359569382,0.0011381410188611,0.0605749773470426,0.0016466070756011,0.0596817351337611,0.0055955703744302,0.059428120046821,0.0078190786044892,0.064252739246426,0.0354339271464169,0.3435196821682652,0.0624510767405674,0.3314673209008142,0.0536859036500585,0.3437538789180598,0.0753117312338745,0.3322736753256523,0.104348514665205,0.3784196825058529,0.0483153305188284,0.1255179103436259,0.0716700540823136,0.1332488515578185,0.0433281334925091,0.1483870769946498,0.0790750922313191,0.1481090188127287,0.1045823088920394,0.1638863570749486,0.0037926942966875,0.0032182871107341,0.0032757895390245,0.0033731463256942,0.003605399381635,0.0032984967070555,0.0039338331992298,0.0032187880138514,0.002985349029626,0.003422166330203,0.0390517003984246,0.0369608265723528,0.0368028270741265,0.0375085011116686,0.0380325261179674,0.0372280316386489,0.0385344088528857,0.0370725411517407,0.0360706592897143,0.0377707511712899,0.0615848544423672,0.0567299489752468,0.0572345135300771,0.058078794113637,0.0600449779884636,0.0574325404893041,0.0627202774167159,0.0567343636066485,0.0546383476106854,0.0584992848691597,0.002540736103089,0.0043703092683569,0.0630941815461978,0.0050988422790149,0.0662462306872244,0.025765919364299,0.3458868479637288,0.0191166130903882,0.0693941838434019,0.0248035317816451,0.1438298429567543,0.0149049299031221,0.0035186130892406,0.0003867796344104,0.0033061768975076,9.132205338774152e-05,0.0376984243466237,0.0012342572377448,0.0373081303291402,0.0003304180890504,0.0592445941976618,0.0032960483148374,0.0574949864107992,0.0007932804750622
