idx,num_genes,genes,num_uncharacterized,uncharacterized_genes,gene_interaction,p_value,abs_score
245399,3,"YDL058W,YDL195W,YPL071C",1,YPL071C,-0.47592300176620483,0.01728999987244606,0.47592300176620483
283442,3,"YKL209C,YNL078W,YPL071C",1,YPL071C,-0.7400019764900208,3.625000148145541e-14,0.7400019764900208
313187,3,"YDR077W,YER150W,YPL071C",1,YPL071C,-0.639244019985199,1.6530000721104443e-05,0.639244019985199
332649,3,"YDR492W,YOL101C,YPL071C",1,YPL071C,0.10091499984264374,0.025960000231862068,0.10091499984264374
2108,3,"YBL043W,YJR115W,YLR200W",1,YJR115W,-0.38576701283454895,0.000146100006531924,0.38576701283454895
11074,3,"YBL043W,YJR115W,YNL136W",1,YJR115W,-0.2450229972600937,0.002082000020891428,0.2450229972600937
11648,3,"YBL043W,YBR135W,YJR115W",1,YJR115W,-0.1844779998064041,1.2809999816454365e-06,0.1844779998064041
11798,3,"YBL043W,YJR115W,YPR178W",1,YJR115W,-0.12382499873638153,0.04293999820947647,0.12382499873638153
12829,3,"YBL043W,YJR115W,YML032C",1,YJR115W,-0.14593300223350525,0.002560999942943454,0.14593300223350525
16858,3,"YBL043W,YJR115W,YLR384C",1,YJR115W,-0.20252500474452972,0.003693999955430627,0.20252500474452972
30579,3,"YBL043W,YJR115W,YNL153C",1,YJR115W,-0.3198449909687042,8.56099995871773e-06,0.3198449909687042
38469,3,"YBL043W,YCR077C,YJR115W",1,YJR115W,-0.14012999832630157,0.014310000464320183,0.14012999832630157
42223,3,"YBL043W,YER151C,YJR115W",1,YJR115W,0.17734000086784363,0.013849999755620956,0.17734000086784363
46489,3,"YBL043W,YJR115W,YOR326W",1,YJR115W,-0.21119999885559082,0.008190000429749489,0.21119999885559082
60797,3,"YBL043W,YJR115W,YKL113C",1,YJR115W,-0.42350998520851135,0.011429999954998493,0.42350998520851135
71703,3,"YBL043W,YJR115W,YNR026C",1,YJR115W,0.19500799477100372,0.004017000086605549,0.19500799477100372
78755,3,"YBL043W,YJR115W,YOL069W",1,YJR115W,0.1273449957370758,0.00773700000718236,0.1273449957370758
80679,3,"YBL043W,YDL102W,YJR115W",1,YJR115W,-0.20178300142288208,1.3449999869408202e-07,0.20178300142288208
84583,3,"YBL043W,YER178W,YJR115W",1,YJR115W,0.14504200220108032,0.006539999973028898,0.14504200220108032
88145,3,"YBL043W,YDL105W,YJR115W",1,YJR115W,-0.14187799394130707,0.010180000215768814,0.14187799394130707
90215,3,"YBL043W,YGR270W,YJR115W",1,YJR115W,-0.24907800555229187,0.027550000697374344,0.24907800555229187
91639,3,"YBL043W,YFL038C,YJR115W",1,YJR115W,0.14433300495147705,0.0012959999730810523,0.14433300495147705
93429,3,"YBL043W,YDR123C,YJR115W",1,YJR115W,0.2536810040473938,1.270999957706095e-14,0.2536810040473938
94021,3,"YBL043W,YDR188W,YJR115W",1,YJR115W,0.27508100867271423,0.02118000015616417,0.27508100867271423
95284,3,"YBL043W,YDR236C,YJR115W",1,YJR115W,-0.15881399810314178,0.041269998997449875,0.15881399810314178
100901,3,"YBL043W,YDR378C,YJR115W",1,YJR115W,-0.10583099722862244,0.04641000181436539,0.10583099722862244
101660,3,"YBL043W,YJL168C,YJR115W",1,YJR115W,-0.12152600288391113,0.027529999613761902,0.12152600288391113
104995,3,"YBL043W,YJR115W,YPR085C",1,YJR115W,0.17233499884605408,0.019050000235438347,0.17233499884605408
107412,3,"YBL043W,YBR194W,YJR115W",1,YJR115W,-0.21103699505329132,0.00017090000619646162,0.21103699505329132
110491,3,"YBL043W,YHR041C,YJR115W",1,YJR115W,-0.11702299863100052,1.2849999620812014e-05,0.11702299863100052
