graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,2,42,4,42,4.545454545454546,8.695652173913043,0.5227272727272728,0.5,0.6770973402921805
regulatory_edge,5,39,5,41,11.363636363636363,10.869565217391305,1.0454545454545454,1.0512820512820513,1.0
genetic_edge,11,33,16,30,25.0,34.78260869565217,0.71875,0.625,0.3622381736905665
tflink_edge,6,38,5,41,13.636363636363637,10.869565217391305,1.2545454545454546,1.2947368421052632,0.7554977746653491
string12_0_neighborhood_edge,0,44,0,46,0.0,0.0,,,1.0
string12_0_fusion_edge,0,44,0,46,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,44,0,46,0.0,0.0,,,1.0
string12_0_coexpression_edge,6,38,11,35,13.636363636363637,23.91304347826087,0.5702479338842975,0.5023923444976076,0.28378033932195557
string12_0_experimental_edge,13,31,15,31,29.545454545454547,32.608695652173914,0.9060606060606061,0.8666666666666667,0.8219172226662148
string12_0_database_edge,2,42,4,42,4.545454545454546,8.695652173913043,0.5227272727272728,0.5,0.6770973402921805
