graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_connected,79,404,59,178,16.356107660455486,24.89451476793249,0.6570165280555847,0.5899479778486323,0.008608884275094507
regulatory_connected,20,463,10,227,4.140786749482402,4.219409282700422,0.9813664596273293,0.980561555075594,1.0
genetic_connected,283,200,143,94,58.59213250517598,60.33755274261603,0.9710724058550145,0.9301398601398602,0.6869659479149974
tflink_connected,35,448,19,218,7.246376811594203,8.016877637130802,0.9038901601830663,0.8963815789473685,0.7636679493553082
string12_0_neighborhood_connected,0,483,0,237,0.0,0.0,,,1.0
string12_0_fusion_connected,0,483,0,237,0.0,0.0,,,1.0
string12_0_cooccurence_connected,0,483,0,237,0.0,0.0,,,1.0
string12_0_coexpression_connected,227,256,133,104,46.997929606625256,56.118143459915615,0.8374819035165553,0.693374060150376,0.026271156154849627
string12_0_experimental_connected,306,177,150,87,63.35403726708075,63.29113924050633,1.0009937888198759,1.0027118644067796,1.0
string12_0_database_connected,82,401,38,199,16.977225672877847,16.033755274261605,1.0588427590715919,1.0708754429715186,0.8315812892899844
