graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,8,158,10,94,4.819277108433735,9.615384615384615,0.5012048192771085,0.4759493670886076,0.13826987785577488
regulatory_edge,24,142,12,92,14.457831325301205,11.538461538461538,1.2530120481927711,1.295774647887324,0.5825670360830602
genetic_edge,44,122,34,70,26.50602409638554,32.69230769230769,0.810772501771793,0.742526518804243,0.33419059786475314
tflink_edge,21,145,15,89,12.650602409638553,14.423076923076923,0.8771084337349397,0.8593103448275862,0.7148101528796837
string12_0_neighborhood_edge,0,166,0,104,0.0,0.0,,,1.0
string12_0_fusion_edge,0,166,0,104,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,166,0,104,0.0,0.0,,,1.0
string12_0_coexpression_edge,31,135,23,81,18.674698795180724,22.115384615384617,0.8444211629125197,0.808695652173913,0.5331406583451398
string12_0_experimental_edge,55,111,29,75,33.13253012048193,27.884615384615383,1.1882010801828002,1.2814538676607643,0.4183280235606302
string12_0_database_edge,10,156,8,96,6.024096385542169,7.6923076923076925,0.7831325301204819,0.7692307692307693,0.6219817239589205
