gene_set,ffa_type,p_value,significant_p05,interaction_score,physical_triangle,physical_connected,regulatory_triangle,regulatory_connected,genetic_triangle,genetic_connected,tflink_triangle,tflink_connected,string12_0_neighborhood_triangle,string12_0_neighborhood_connected,string12_0_fusion_triangle,string12_0_fusion_connected,string12_0_cooccurence_triangle,string12_0_cooccurence_connected,string12_0_coexpression_triangle,string12_0_coexpression_connected,string12_0_experimental_triangle,string12_0_experimental_connected,string12_0_database_triangle,string12_0_database_connected
GCN5:OPI1:TFC7,C14:0,0.9631430507713604,False,-0.0147689410746081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
GCN5:RPD3:SPT3,C14:0,0.6820988006105404,False,-0.1177054062226656,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True
GCN5:RPD3:TFC7,C14:0,0.1485549023291348,False,-0.4157356491057657,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
GCN5:SPT3:YAP6,C14:0,0.7071937059555926,False,-0.1079405468506042,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
GCN5:SPT3:TFC7,C14:0,0.9989947397799464,False,-0.0003620096857561,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
OPI1:RPD3:SPT3,C14:0,0.8543233061983666,False,-0.0511724957470192,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
OPI1:RPD3:YAP6,C14:0,0.4530949070475074,False,-0.2091881616644518,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
OPI1:RPD3:TFC7,C14:0,0.4078238837507587,False,-0.2308074438079526,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
OPI1:SPT3:YAP6,C14:0,0.7935328489459409,False,-0.0752056042796243,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OPI1:SPT3:TFC7,C14:0,0.3917325311010031,False,-0.2388329049987111,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OPI1:YAP6:TFC7,C14:0,0.2768928570688643,False,-0.3033061324109347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FKH1:GCN5:MED4,C16:0,0.6390093113594404,False,-0.1309257683849388,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:GCN5:OPI1,C16:0,1.064885817403157e-07,True,-1.4717336378487222,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
FKH1:GCN5:RFX1,C16:0,2.2223173583940146e-12,True,-1.9747704801679051,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:GCN5:RGR1,C16:0,1.1001702945278184e-08,True,-1.5875203176602697,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:GCN5:RPD3,C16:0,7.25811819103778e-13,True,-2.021659771850828,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True
FKH1:GCN5:SPT3,C16:0,1.4786611626953513e-14,True,-2.1793978257631696,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:GCN5:YAP6,C16:0,6.367282281077592e-14,True,-2.1211657251672857,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:GCN5:TFC7,C16:0,1.3670686680859462e-17,True,-2.4455047353763604,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:MED4:OPI1,C16:0,0.0022261337656068,True,-0.8098489951956996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FKH1:MED4:RFX1,C16:0,0.0533406089301178,False,-0.509513180249815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FKH1:MED4:RGR1,C16:0,0.0078691672592498,True,-0.7025586272000715,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
FKH1:MED4:RPD3,C16:0,0.0289172422781809,True,-0.5765318955262617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
FKH1:MED4:SPT3,C16:0,0.0033130873451647,True,-0.7773374613983939,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FKH1:MED4:YAP6,C16:0,0.0085527871770186,True,-0.6950264450819349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FKH1:MED4:TFC7,C16:0,0.0094436527257187,True,-0.6859836113697715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FKH1:OPI1:RFX1,C16:0,7.282759827985379e-08,True,-1.4468085882466042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FKH1:OPI1:RGR1,C16:0,0.0004242857382546,True,-0.9354418982682068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FKH1:OPI1:RPD3,C16:0,2.192018487603678e-09,True,-1.666008534470243,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
