graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_triangle,0,361,0,138,0.0,0.0,,,1.0
regulatory_triangle,4,357,1,137,1.10803324099723,0.7246376811594203,1.5290858725761773,1.535014005602241,1.0
genetic_triangle,11,350,11,127,3.0470914127423825,7.971014492753623,0.38227146814404434,0.3628571428571429,0.0258100239920232
tflink_triangle,0,361,0,138,0.0,0.0,,,1.0
string12_0_neighborhood_triangle,0,361,0,138,0.0,0.0,,,1.0
string12_0_fusion_triangle,0,361,0,138,0.0,0.0,,,1.0
string12_0_cooccurence_triangle,0,361,0,138,0.0,0.0,,,1.0
string12_0_coexpression_triangle,7,354,7,131,1.9390581717451523,5.072463768115942,0.3822714681440443,0.3700564971751412,0.07066140161761521
string12_0_experimental_triangle,20,341,8,130,5.54016620498615,5.797101449275362,0.9556786703601109,0.9530791788856305,1.0
string12_0_database_triangle,0,361,0,138,0.0,0.0,,,1.0
