graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,4,91,8,77,4.2105263157894735,9.411764705882353,0.4473684210526315,0.4230769230769231,0.23226976424054763
regulatory_edge,7,88,5,80,7.368421052631579,5.882352941176471,1.2526315789473683,1.2727272727272727,0.7710618261935365
genetic_edge,26,69,21,64,27.36842105263158,24.705882352941178,1.1077694235588973,1.1483781918564526,0.7356481162356527
tflink_edge,2,93,10,75,2.1052631578947367,11.764705882352942,0.1789473684210526,0.16129032258064516,0.014041878047020659
string12_0_neighborhood_edge,0,95,0,85,0.0,0.0,,,1.0
string12_0_fusion_edge,0,95,0,85,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,95,0,85,0.0,0.0,,,1.0
string12_0_coexpression_edge,12,83,16,69,12.631578947368421,18.823529411764707,0.6710526315789473,0.6234939759036144,0.3048570891375846
string12_0_experimental_edge,21,74,17,68,22.105263157894736,20.0,1.1052631578947367,1.135135135135135,0.8551086521894269
string12_0_database_edge,4,91,4,81,4.2105263157894735,4.705882352941177,0.894736842105263,0.8901098901098901,1.0
