graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_connected,86,375,52,207,18.655097613882862,20.077220077220076,0.9291673619222426,0.912923076923077,0.6932590994817996
regulatory_connected,19,442,11,248,4.1214750542299345,4.2471042471042475,0.9704200354959572,0.9691484985602633,1.0
genetic_connected,270,191,156,103,58.568329718004335,60.23166023166023,0.9723844485232772,0.9333467579540878,0.6931659857082515
tflink_connected,30,431,24,235,6.507592190889371,9.266409266409266,0.7022776572668114,0.681554524361949,0.18660411882422562
string12_0_neighborhood_connected,0,461,0,259,0.0,0.0,,,1.0
string12_0_fusion_connected,0,461,0,259,0.0,0.0,,,1.0
string12_0_cooccurence_connected,0,461,0,259,0.0,0.0,,,1.0
string12_0_coexpression_connected,215,246,145,114,46.63774403470716,55.98455598455598,0.8330466003440796,0.6871320437342304,0.019740894770154383
string12_0_experimental_connected,282,179,174,85,61.17136659436009,67.18146718146718,0.9105393073528312,0.7696012329031016,0.12570779603458532
string12_0_database_connected,82,379,38,221,17.787418655097614,14.671814671814673,1.2123530083342846,1.2582974586862936,0.29901588864383044
