graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_triangle,0,344,0,141,0.0,0.0,,,1.0
regulatory_triangle,3,341,2,139,0.872093023255814,1.4184397163120568,0.6148255813953488,0.6114369501466276,0.6309409843671502
genetic_triangle,11,333,12,129,3.197674418604651,8.51063829787234,0.3757267441860465,0.3551051051051051,0.017779527026877007
tflink_triangle,0,344,0,141,0.0,0.0,,,1.0
string12_0_neighborhood_triangle,0,344,0,141,0.0,0.0,,,1.0
string12_0_fusion_triangle,0,344,0,141,0.0,0.0,,,1.0
string12_0_cooccurence_triangle,0,344,0,141,0.0,0.0,,,1.0
string12_0_coexpression_triangle,9,335,5,136,2.616279069767442,3.5460992907801416,0.7377906976744187,0.7307462686567164,0.5604905243507463
string12_0_experimental_triangle,21,323,7,134,6.104651162790698,4.964539007092198,1.2296511627906979,1.2445820433436532,0.8304242343151774
string12_0_database_triangle,0,344,0,141,0.0,0.0,,,1.0
