graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_connected,15,120,23,71,11.11111111111111,24.46808510638298,0.4541062801932367,0.3858695652173913,0.010888488415199571
regulatory_connected,3,132,4,90,2.2222222222222223,4.25531914893617,0.5222222222222223,0.5113636363636364,0.44934195673054034
genetic_connected,79,56,56,38,58.51851851851852,59.57446808510638,0.9822751322751323,0.9572704081632653,0.8921848557433594
tflink_connected,8,127,7,87,5.925925925925926,7.446808510638298,0.7957671957671958,0.7829021372328459,0.7871379207133431
string12_0_neighborhood_connected,0,135,0,94,0.0,0.0,,,1.0
string12_0_fusion_connected,0,135,0,94,0.0,0.0,,,1.0
string12_0_cooccurence_connected,0,135,0,94,0.0,0.0,,,1.0
string12_0_coexpression_connected,55,80,58,36,40.74074074074074,61.702127659574465,0.6602809706257983,0.4267241379310345,0.0020406378131313323
string12_0_experimental_connected,68,67,60,34,50.370370370370374,63.829787234042556,0.7891358024691358,0.5751243781094527,0.05797320270624515
string12_0_database_connected,17,118,16,78,12.592592592592593,17.02127659574468,0.7398148148148149,0.7023305084745762,0.44457783822157293
