graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,9,158,9,94,5.389221556886228,8.737864077669903,0.6167664670658684,0.5949367088607594,0.3200217509895775
regulatory_edge,27,140,9,94,16.167664670658684,8.737864077669903,1.850299401197605,2.0142857142857142,0.09771603300410633
genetic_edge,49,118,29,74,29.34131736526946,28.155339805825243,1.0421226512492257,1.059614260666277,0.8904979337261008
tflink_edge,21,146,15,88,12.574850299401197,14.563106796116505,0.8634730538922155,0.8438356164383561,0.7132269747939843
string12_0_neighborhood_edge,0,167,0,103,0.0,0.0,,,1.0
string12_0_fusion_edge,0,167,0,103,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,167,0,103,0.0,0.0,,,1.0
string12_0_coexpression_edge,30,137,24,79,17.964071856287426,23.300970873786408,0.7709580838323353,0.7208029197080292,0.34744240748159916
string12_0_experimental_edge,53,114,31,72,31.736526946107784,30.097087378640776,1.0544717017577747,1.0797962648556876,0.788666183131958
string12_0_database_edge,10,157,8,95,5.9880239520958085,7.766990291262136,0.7709580838323353,0.7563694267515924,0.6195164024305233
