graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,2,37,4,48,5.128205128205129,7.6923076923076925,0.6666666666666667,0.6486486486486487,0.6969954409382069
regulatory_edge,5,34,5,47,12.820512820512821,9.615384615384615,1.3333333333333335,1.3823529411764706,0.7394530571707127
genetic_edge,11,28,16,36,28.205128205128204,30.76923076923077,0.9166666666666666,0.8839285714285714,0.8208982886443041
tflink_edge,6,33,5,47,15.384615384615385,9.615384615384615,1.6,1.709090909090909,0.5198032535156879
string12_0_neighborhood_edge,0,39,0,52,0.0,0.0,,,1.0
string12_0_fusion_edge,0,39,0,52,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,39,0,52,0.0,0.0,,,1.0
string12_0_coexpression_edge,6,33,11,41,15.384615384615385,21.153846153846153,0.7272727272727273,0.6776859504132231,0.591265433212447
string12_0_experimental_edge,13,26,15,37,33.333333333333336,28.846153846153847,1.1555555555555557,1.2333333333333334,0.6543485124824244
string12_0_database_edge,2,37,4,48,5.128205128205129,7.6923076923076925,0.6666666666666667,0.6486486486486487,0.6969954409382069
