graph_type,sig_with_overlap,sig_without_overlap,nonsig_with_overlap,nonsig_without_overlap,sig_pct,nonsig_pct,fold_enrichment,odds_ratio,p_value
physical_edge,7,121,5,46,5.46875,9.803921568627452,0.5578124999999999,0.5322314049586777,0.3266135331310279
regulatory_edge,22,106,4,47,17.1875,7.8431372549019605,2.19140625,2.438679245283019,0.15751540812500295
genetic_edge,38,90,13,38,29.6875,25.49019607843137,1.1646634615384617,1.2341880341880342,0.71401204833064
tflink_edge,15,113,10,41,11.71875,19.607843137254903,0.59765625,0.5442477876106194,0.23088093570027068
string12_0_neighborhood_edge,0,128,0,51,0.0,0.0,,,1.0
string12_0_fusion_edge,0,128,0,51,0.0,0.0,,,1.0
string12_0_cooccurence_edge,0,128,0,51,0.0,0.0,,,1.0
string12_0_coexpression_edge,24,104,13,38,18.75,25.49019607843137,0.7355769230769231,0.6745562130177515,0.31455132032156313
string12_0_experimental_edge,40,88,16,35,31.25,31.372549019607842,0.99609375,0.9943181818181818,1.0
string12_0_database_edge,8,120,4,47,6.25,7.8431372549019605,0.796875,0.7833333333333333,0.7438203658650648
