gene,p5,q1,median,q3,p95,iqr,n_genes,frac_gt_0.25,frac_gt_0.5,frac_gt_0.75,frac_gt_1.0
YMR072W,-0.0766214422721699,-0.011279576857620141,0.031110003436091438,0.08274095126630256,0.19360047540942263,0.0940205281239227,6169,0.029502350461987355,0.0072945372021397305,0.0037283190144269734,0.0016210082671421625
YDR259C,-0.07295779647071006,-0.00605423392729953,0.036848840355755946,0.08833872912394984,0.1934102348756119,0.09439296305124938,6169,0.025774031447560384,0.00259361322742746,0.0014589074404279462,0.0008105041335710813
YOR233W,-0.13380243703042316,-0.042761860042464836,0.004672002080890622,0.05195434143095415,0.14912168340503262,0.09471620147341898,6169,0.026584535581131465,0.0061598314151402175,0.0034041173609985413,0.002107310747284811
YPL186C,-0.11558448334760886,-0.031375057122405875,0.013927306201552865,0.06345694782580619,0.15752223786489053,0.09483200494821206,6169,0.023180418220132924,0.004214621494569622,0.0019452099205705948,0.00129680661371373
YNL223W,-0.1341654552178563,-0.037389379601634486,0.008616791913905734,0.0574779660774753,0.15359477644597208,0.09486734567910979,6169,0.027557140541416763,0.005673528934997569,0.002755714054141676,0.0019452099205705948
YDL089W,-0.12431343871215639,-0.036467609328699885,0.010390258053015244,0.058634078175261395,0.15323948654450895,0.09510168750396128,6169,0.02285621656670449,0.004214621494569622,0.002107310747284811,0.0016210082671421625
YPL066W,-0.12522716856638907,-0.03220250270795148,0.014467078192989693,0.06370862915356347,0.15851479385057773,0.09591113186151495,6169,0.02285621656670449,0.004052520667855406,0.0019452099205705948,0.000648403306856865
YHL007C,-0.13630723536000316,-0.03654253485965441,0.011440937392709488,0.059833362137297494,0.16798615458115734,0.0963758969969519,6169,0.041173609985410926,0.012805965310423084,0.007132436375425514,0.0034041173609985413
YGR080W,-0.14556358450508924,-0.04151214872232034,0.008428564188550348,0.05520381136572624,0.14323426928214086,0.09671596008804659,6169,0.02415302318041822,0.004052520667855406,0.002107310747284811,0.0011347057869995137
YGL004C,-0.12686906672498846,-0.04168651021613285,0.006371932059246995,0.055603821189355654,0.14305804936847338,0.09729033140548851,6169,0.017344788458421138,0.003566218187712757,0.00129680661371373,0.0009726049602852974
YLR199C,-0.12103148319469101,-0.03602050394045919,0.011300049419223926,0.06130540554828325,0.1638076039491958,0.09732590948874245,6169,0.028205543848273625,0.004214621494569622,0.002107310747284811,0.0009726049602852974
YJR066W,-0.158266334207614,-0.044910298044307295,0.0022540380864684772,0.05272424475013237,0.14097891356403375,0.09763454279443967,6169,0.02836764467498784,0.006646133895282866,0.0038904198411411897,0.002107310747284811
