plate,n_wt,wt_over_mutant_size,wt_over_mutant_size_rc,wt_over_mutant_size_spatial,wt_over_mutant_norm,wt_norm_median,wt_norm_iqr,wt_mean_edge,mutant_mean_edge,wt_frac_outer2,low_wt_rows_spanned
P1,30,1.2868734222863325,1.2862929392686688,1.2747762666680857,1.2747762666680857,1.2455469062753883,0.21896910296946093,3.433333333333333,2.435185185185185,0.16666666666666666,9
P2,30,0.8921568627450981,0.9727356588704095,0.9625025412788145,0.9625025412788147,0.9704389722106903,0.20251687357757164,2.6,2.550632911392405,0.36666666666666664,10
P3,30,1.3252017264027023,1.2954231414134096,1.3004540242539986,1.3004540242539984,1.2793100870350012,0.16360412939973146,2.7,2.5125,0.3,9
