group,n,cellpose_r,classical_r,d_r,cellpose_rho,classical_rho,cellpose_rmse,classical_rmse,cellpose_bias,classical_bias,cp_vs_cl_r
P1_t44,12,0.5288695674246883,0.7364649458067288,-0.20759537838204056,0.7272727272727274,0.6573426573426573,0.14646571683934043,0.18728551026687393,-0.09978286948033721,-0.15801494295708746,0.8621512267108606
P2_t44,12,0.29603015883512374,0.35080361859417514,-0.0547734597590514,0.43356643356643365,0.4755244755244756,0.28313663321897364,0.17325679320527848,-0.2506538856076812,-0.1463629247287861,0.9302752802397379
P1_t50,12,0.7406523968463113,0.760943419385852,-0.020291022539540626,0.5314685314685316,0.6923076923076924,0.1201452776879867,0.13589818433457976,-0.09827122476389422,-0.094585827257951,0.9380172437933992
P2_t50,12,0.32452751479005815,0.3879402869073513,-0.06341277211729313,0.5034965034965035,0.5244755244755246,0.22499100909009545,0.2045477386485818,-0.185180308655499,-0.19175705198574888,0.9551851327783252
P1_t72,12,0.7425907898260385,0.7112074769251725,0.031383312900866045,0.6013986013986015,0.46153846153846156,0.11103205317027383,0.12257031333577184,-0.08052324152225482,-0.0790683336712052,0.9464060128600064
P2_t72,12,0.11766425923348854,0.5165935740482708,-0.3989293148147822,-0.04195804195804196,0.4685314685314686,0.13710765169621153,0.15671650629579983,-0.03827054145472597,-0.11611253074247868,0.48192786870849774
