row,col,size,circularity,flags,cx,cy,strain,volume_nl,well,is_missing,is_flagged,is_blank,is_reference,size_rc,size_spatial,norm,is_capped,is_jackknife,status,group,plate,hours,agar
1,17,231,1.0,,923.1255411255411,192.38095238095238,YEH1,2.5,A17,False,False,False,True,237.9466386554622,250.2314176795517,0.9973501122239375,False,False,OK,P1_t44,P1,43.71,up
1,18,245,1.0,,970.0530612244897,192.19183673469388,COS111,2.5,A18,False,False,False,True,286.66507576661496,301.9688278287966,1.2035604766019432,False,False,OK,P1_t44,P1,43.71,up
1,19,168,1.0,,1019.1547619047619,192.875,ELC1,2.5,A19,False,False,False,True,223.8087216410814,214.0078022677246,0.8529732500730471,False,False,OK,P1_t44,P1,43.71,up
1,20,81,1.0,,1069.3086419753085,193.49382716049382,YLR312C-B,2.5,A20,False,False,False,True,99.41290899338459,116.05042048059109,0.46254343664461,False,False,OK,P1_t44,P1,43.71,up
1,21,195,1.0,M,1113.876923076923,191.1948717948718,YOS9,2.5,A21,False,True,False,False,248.85810961552764,309.1786778335547,1.2322968550233442,False,False,FLAG,P1_t44,P1,43.71,up
1,22,100,1.0,,1164.2,191.6,BY4741,2.5,A22,False,False,False,True,164.81152460984396,209.16409174641126,0.8336676198016374,False,False,OK,P1_t44,P1,43.71,up
1,23,0,,,1201.7854060110267,179.88761960411853,ELC1,2.5,A23,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
1,24,0,,,1249.7587664098537,178.94421163073872,LCL1,2.5,A24,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
2,1,0,,,147.32389743838507,249.07423739315078,SPH1,2.5,B1,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
2,2,0,,,195.297257837212,248.13082941977092,LCL1,2.5,B2,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
2,3,248,1.0,,249.03629032258064,235.70564516129033,BY4741,2.5,B3,False,False,False,True,392.32374631268436,433.90558790512165,1.7294222716108218,False,False,OK,P1_t44,P1,43.71,up
2,4,177,1.0,,298.7231638418079,233.70056497175142,LCL1,2.5,B4,False,False,False,True,224.4013741134752,214.82209498878376,0.8562187855228424,False,False,OK,P1_t44,P1,43.71,up
2,5,0,,,339.2173390336929,245.3006054996314,SPH1,2.5,B5,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
2,6,165,1.0,,391.5212121212121,235.27878787878788,YER079W,2.5,B6,False,False,False,True,192.78084150326796,184.55138436224854,0.7355684814146052,False,False,OK,P1_t44,P1,43.71,up
2,7,280,1.0,,444.94642857142856,238.7357142857143,YLR312C-B,2.5,B7,False,False,False,True,320.8520299145299,307.15545089660947,1.2242328571795527,False,False,OK,P1_t44,P1,43.71,up
2,8,250,1.0,,493.216,237.108,BY4741,2.5,B8,False,False,False,True,287.3961682743837,278.9611042707865,1.1118583398942958,False,False,OK,P1_t44,P1,43.71,up
2,9,0,,,531.1107806290006,241.526973606112,YER079W,2.5,B9,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
2,10,166,1.0,,590.3734939759036,236.210843373494,SPH1,2.5,B10,False,False,False,True,178.22359859859858,164.91547374361485,0.657305416605562,False,False,OK,P1_t44,P1,43.71,up
2,11,108,1.0,,638.3888888888889,238.91666666666666,YJR060W,2.5,B11,False,False,False,True,136.43904593639576,153.99135312315252,0.6137650289604006,False,False,OK,P1_t44,P1,43.71,up
2,12,261,1.0,,683.3639846743295,240.29501915708812,YJR060W,2.5,B12,False,False,False,True,284.0576484018265,279.28835062996,1.1131626493054525,False,False,OK,P1_t44,P1,43.71,up
2,13,240,1.0,,730.0958333333333,234.80833333333334,MMS2,2.5,B13,False,False,False,True,222.29274611398966,200.5356978566506,0.7992773354238162,False,False,OK,P1_t44,P1,43.71,up
2,14,324,1.0,,779.2901234567901,239.35493827160494,YKL033W-A,2.5,B14,False,False,False,True,312.228436657682,328.34825819014935,1.3087012621806386,False,False,OK,P1_t44,P1,43.71,up
2,15,239,1.0,,826.2928870292887,243.56903765690376,YPL081W,2.5,B15,False,False,False,True,272.5597421584264,287.59101503193864,1.1462546700830967,False,False,OK,P1_t44,P1,43.71,up
2,16,201,1.0,,875.9104477611941,242.23880597014926,YJR060W,2.5,B16,False,False,False,True,238.74314784053152,234.82964132078664,0.9359630828800296,False,False,OK,P1_t44,P1,43.71,up
2,17,265,1.0,,923.1509433962265,240.21509433962265,COS111,2.5,B17,False,False,False,True,338.36793154761904,357.0284302348457,1.4230121391785482,False,False,OK,P1_t44,P1,43.71,up
2,18,96,1.0,,974.3020833333334,243.36458333333334,YJR060W,2.5,B18,False,False,False,True,139.23732251521298,143.6792903690055,0.5726641270813269,False,False,OK,P1_t44,P1,43.71,up
2,19,159,1.0,,1020.0943396226415,242.37106918238993,YER079W,2.5,B19,False,False,False,True,262.56726327944574,273.9615995337051,1.091931758904463,False,False,OK,P1_t44,P1,43.71,up
2,20,183,1.0,,1068.551912568306,239.79781420765028,SPH1,2.5,B20,False,False,False,True,278.4098404255319,312.32068809430785,1.2448199998595533,False,False,OK,P1_t44,P1,43.71,up
2,21,109,1.0,,1117.091743119266,241.43119266055047,YLR312C-B,2.5,B21,False,False,False,True,172.43261430678464,185.36087419790422,0.7387948739512499,False,False,OK,P1_t44,P1,43.71,up
2,22,101,1.0,,1163.3960396039604,241.65346534653466,YPL081W,2.5,B22,False,False,False,True,206.34059523809526,212.9233007542825,0.8486507404690627,False,False,OK,P1_t44,P1,43.71,up
2,23,112,1.0,,1213.0089285714287,239.24107142857142,LCL1,2.5,B23,False,False,False,True,263.43640350877195,327.2905956567102,1.3044857249942912,False,False,OK,P1_t44,P1,43.71,up
2,24,239,1.0,,1250.5481171548117,214.81171548117155,COS111,2.5,B24,False,False,False,True,637.6677549751245,775.895004132404,3.092493247336471,False,True,JK,P1_t44,P1,43.71,up
3,1,0,,,148.27631763993656,297.50587976782634,COS111,2.5,C1,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,2,0,,,196.24967803876348,296.5624717944465,COS111,2.5,C2,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,3,249,1.0,,247.23694779116465,283.99598393574297,YPL081W,2.5,C3,False,False,False,True,271.56155764922704,299.71067462039554,1.19456013053548,False,False,OK,P1_t44,P1,43.71,up
3,4,202,1.0,,298.41089108910893,281.7227722772277,LCL1,2.5,C4,False,False,False,True,176.5548467601258,193.05033919595027,0.7694428591237766,False,False,OK,P1_t44,P1,43.71,up
3,5,320,1.0,,347.265625,284.340625,BY4741,2.5,C5,False,False,False,True,270.575707277716,265.6142404769163,1.0586615981498162,False,False,OK,P1_t44,P1,43.71,up
3,6,330,1.0,,396.25151515151515,285.3272727272727,BY4741,2.5,C6,False,False,False,True,265.80913155208225,258.007646059618,1.0283439111619672,False,False,OK,P1_t44,P1,43.71,up
3,7,320,1.0,,444.740625,286.246875,BY4741,2.5,C7,False,False,False,True,252.79749574184046,230.13955865281434,0.9172697688325029,False,False,OK,P1_t44,P1,43.71,up
3,8,0,,,484.0898404317252,290.9020239541674,YER079W,2.5,C8,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,9,231,1.0,,541.6623376623377,284.75324675324674,SPH1,2.5,C9,False,False,False,True,174.6512760075338,154.99476400967572,0.6177643347612503,False,False,OK,P1_t44,P1,43.71,up
3,10,0,,,580.036561229379,289.0152080074077,ELC1,2.5,C10,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,11,237,1.0,,637.4008438818565,283.2067510548523,LCL1,2.5,C11,False,False,False,True,206.41406829874833,232.80213051636045,0.9278820107785269,False,False,OK,P1_t44,P1,43.71,up
3,12,420,1.0,,682.3761904761905,289.6166666666667,YOS9,2.5,C12,False,False,False,True,315.13112482886964,279.2453405831916,1.112991223689241,False,False,OK,P1_t44,P1,43.71,up
3,13,0,,,723.95664242586,286.18498408726816,YPL081W,2.5,C13,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,14,287,1.0,,780.2578397212544,289.62369337979095,YEH1,2.5,C14,False,False,False,True,190.6713187222655,172.00923840137403,0.6855791123833103,False,False,OK,P1_t44,P1,43.71,up
3,15,299,1.0,,826.9498327759197,291.3578595317726,YEH1,2.5,C15,False,False,False,True,235.07747989199373,216.54217499276132,0.8630745273034292,False,False,OK,P1_t44,P1,43.71,up
3,16,270,1.0,,875.337037037037,291.1925925925926,YEH1,2.5,C16,False,False,False,True,221.0928264253804,196.5040567698867,0.7832083792247194,False,False,OK,P1_t44,P1,43.71,up
3,17,0,,,915.8500840211677,282.41135219374877,YPL081W,2.5,C17,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,18,310,1.0,,969.1548387096774,289.76451612903224,YOS9,2.5,C18,False,False,False,True,309.9717772331492,322.8888697416715,1.2869417176268199,False,False,OK,P1_t44,P1,43.71,up
3,19,305,1.0,,1017.1967213114754,289.0983606557377,YOS9,2.5,C19,False,False,False,True,347.23166418581894,358.30909559767167,1.428116501193439,False,False,OK,P1_t44,P1,43.71,up
3,20,0,,,1059.7701652176486,279.58112827360924,YEH1,2.5,C20,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
3,21,32,1.0,,1102.75,279.375,YEH1,2.5,C21,False,False,False,True,34.899477288254076,37.76820498670901,0.1505331497990752,False,True,JK,P1_t44,P1,43.71,up
3,22,94,1.0,,1165.787234042553,289.24468085106383,YLR312C-B,2.5,C22,False,False,False,True,132.39365991279817,143.2763833460083,0.5710582561306347,False,False,OK,P1_t44,P1,43.71,up
3,23,122,1.0,,1211.9180327868853,288.344262295082,ELC1,2.5,C23,False,False,False,True,197.8306718321837,230.99103322017405,0.9206635003758358,False,False,OK,P1_t44,P1,43.71,up
3,24,227,1.0,M,1247.4008810572686,263.6211453744493,BY4741,2.5,C24,False,True,False,False,417.54034138106596,497.57797945802594,1.9832020225699076,False,False,FLAG,P1_t44,P1,43.71,up
4,1,132,1.0,,151.9318181818182,331.15909090909093,LCL1,2.5,D1,False,False,False,True,239.70603563444925,221.6174004641851,0.8833029092565237,False,False,OK,P1_t44,P1,43.71,up
4,2,283,1.0,,202.2862190812721,333.1766784452297,YLR312C-B,2.5,D2,False,False,False,True,431.5889893581569,461.9848744269853,1.8413381925748795,False,False,OK,P1_t44,P1,43.71,up
4,3,193,1.0,,248.07253886010363,331.63212435233163,YKL033W-A,2.5,D3,False,False,False,True,268.28723598145035,281.0051114991901,1.1200051619741893,False,False,OK,P1_t44,P1,43.71,up
4,4,174,1.0,,297.3965517241379,330.7241379310345,YJR060W,2.5,D4,False,False,False,True,193.84351721115928,188.11100500393275,0.7497561005368562,False,False,OK,P1_t44,P1,43.71,up
4,5,167,1.0,,348.622754491018,330.25748502994014,YKL033W-A,2.5,D5,False,False,False,True,179.98199167095157,176.68171506666388,0.704202253992404,False,False,OK,P1_t44,P1,43.71,up
4,6,252,1.0,,393.88492063492066,333.70238095238096,YJR060W,2.5,D6,False,False,False,True,258.72015076053304,256.9512094616348,1.024133260200043,False,False,OK,P1_t44,P1,43.71,up
4,7,0,,,437.06890023444964,340.2770743022228,YER079W,2.5,D7,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
4,8,256,1.0,,489.53125,336.54296875,ELC1,2.5,D8,False,False,False,True,258.60130824755163,260.5811018898073,1.0386009623541939,False,False,OK,P1_t44,P1,43.71,up
4,9,231,1.0,,539.6883116883117,334.7705627705628,YJR060W,2.5,D9,False,False,False,True,222.61043646726844,224.31469206367,0.8940535340357509,False,False,OK,P1_t44,P1,43.71,up
4,10,206,1.0,,590.6310679611651,337.00485436893206,BY4741,2.5,D10,False,False,False,True,194.3453384734849,188.6846578318999,0.752042514919415,False,False,OK,P1_t44,P1,43.71,up
4,11,0,,,628.9623418297574,336.50344240870345,ELC1,2.5,D11,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
4,12,482,1.0,,681.9958506224067,339.20539419087135,YOS9,2.5,D12,False,False,False,True,460.9595380151789,501.30320198484793,1.9980496829462036,False,True,JK,P1_t44,P1,43.71,up
4,13,206,1.0,,730.6650485436893,338.6456310679612,ELC1,2.5,D13,False,False,False,True,167.66061583334323,150.4015331498213,0.5994570440300248,False,False,OK,P1_t44,P1,43.71,up
4,14,440,1.0,,777.8409090909091,336.7090909090909,MMS2,2.5,D14,False,False,False,True,372.58889635902716,334.23437560732793,1.3321616250760133,False,False,OK,P1_t44,P1,43.71,up
4,15,0,,,820.8557834250653,332.729810515184,LCL1,2.5,D15,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
4,16,305,1.0,,877.1508196721311,336.3606557377049,LCL1,2.5,D16,False,False,False,True,318.3350692200673,282.93153389568766,1.1276833248969524,False,False,OK,P1_t44,P1,43.71,up
4,17,0,,,916.8025042227192,330.84299456842433,YPL081W,2.5,D17,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
4,18,186,1.0,,971.6021505376344,339.76344086021504,YKL033W-A,2.5,D18,False,False,False,True,237.053931238715,213.77443071711718,0.8520430985183521,False,False,OK,P1_t44,P1,43.71,up
4,19,0,,,1012.7492250203732,328.95617862166466,YPL081W,2.5,D19,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
4,20,182,1.0,,1067.0549450549452,339.65934065934067,YOS9,2.5,D20,False,False,False,True,243.30703539607575,263.306808627768,1.04946484166321,False,False,OK,P1_t44,P1,43.71,up
4,21,274,1.0,,1114.4014598540145,336.6058394160584,MMS2,2.5,D21,False,False,False,True,380.8844697353233,402.3863909315194,1.603795861744546,False,False,OK,P1_t44,P1,43.71,up
4,22,389,0.7269955635017428,C,1149.4601542416453,334.0616966580977,YPL081W,2.5,D22,False,True,False,False,698.3332069303694,755.736009755335,3.0121453218412046,False,False,FLAG,P1_t44,P1,43.71,up
4,23,152,1.0,,1212.3486842105262,336.7368421052632,COS111,2.5,D23,False,False,False,True,314.1601830663616,382.2606908326741,1.5235806376199978,False,False,OK,P1_t44,P1,43.71,up
4,24,283,1.0,,1249.0883392226149,312.8233215547703,YER079W,2.5,D24,False,False,False,True,663.4875508043308,790.6704148222068,3.151383764147997,False,True,JK,P1_t44,P1,43.71,up
5,1,0,,,150.18115804303943,394.3691645171774,COS111,2.5,E1,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,2,152,1.0,,200.7763157894737,380.5263157894737,YJR060W,2.5,E2,False,False,False,True,208.43597426984695,204.87834296005295,0.8165858637508769,False,False,OK,P1_t44,P1,43.71,up
5,3,182,1.0,,248.5,379.2637362637363,LCL1,2.5,E3,False,False,False,True,227.48840088859754,223.60557854734236,0.8912272124984827,False,False,OK,P1_t44,P1,43.71,up
5,4,229,1.0,,298.31877729257644,380.29694323144105,YKL033W-A,2.5,E4,False,False,False,True,229.39433207833525,219.6019128238554,0.8752697580123302,False,False,OK,P1_t44,P1,43.71,up
5,5,0,,,342.0745996383472,390.5955326236581,COS111,2.5,E5,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,6,0,,,390.04796003717416,389.6521246502782,Blank_media,2.5,E6,True,False,True,False,0.0,0.0,,False,False,MISS;BLANK,P1_t44,P1,43.71,up
5,7,312,1.0,,441.18910256410254,380.98397435897436,MMS2,2.5,E7,False,False,False,True,282.48559670781896,274.25766203559783,1.0931117784728537,False,False,OK,P1_t44,P1,43.71,up
5,8,0,,,485.99468083482805,387.7653087035185,YLR312C-B,2.5,E8,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,9,358,1.0,,539.8324022346369,383.8882681564246,BY4741,2.5,E9,False,False,False,True,310.2142442374208,312.5891749469378,1.24589011085954,False,False,OK,P1_t44,P1,43.71,up
5,10,334,1.0,,588.5329341317365,381.73952095808386,LCL1,2.5,E10,False,False,False,True,283.3339018030376,264.21108104878874,1.0530690101922833,False,False,OK,P1_t44,P1,43.71,up
5,11,0,,,629.9147620313089,384.93508478337895,YLR312C-B,2.5,E11,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,12,0,,,677.8881224301358,383.99167680999915,Blank_media,2.5,E12,True,False,True,False,0.0,0.0,,False,False,MISS;BLANK,P1_t44,P1,43.71,up
5,13,257,1.0,,734.023346303502,387.73540856031127,YER079W,2.5,E13,False,False,False,True,188.07978848163074,168.71874412205122,0.6724641531620126,False,False,OK,P1_t44,P1,43.71,up
5,14,424,1.0,,777.4764150943396,387.9811320754717,YOS9,2.5,E14,False,False,False,True,322.84068195179304,314.2413301810859,1.2524751241383245,False,False,OK,P1_t44,P1,43.71,up
5,15,0,,,821.8082036266167,381.16145288985956,ELC1,2.5,E15,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,16,352,1.0,,875.71875,387.54829545454544,YLR312C-B,2.5,E16,False,False,False,True,330.34860478788124,317.09936531934903,1.263866426207104,False,False,OK,P1_t44,P1,43.71,up
5,17,280,1.0,,923.0928571428572,387.4535714285714,YKL033W-A,2.5,E17,False,False,False,True,282.4855967078189,229.99565450042834,0.9166962084704084,False,False,OK,P1_t44,P1,43.71,up
5,18,0,,,965.7282848230976,378.33122896972003,Blank_media,2.5,E18,True,False,True,False,0.0,0.0,,False,False,MISS;BLANK,P1_t44,P1,43.71,up
5,19,0,,,1013.7016452219245,377.38782099634017,YEH1,2.5,E19,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,20,193,1.0,,1068.518134715026,387.0259067357513,YLR312C-B,2.5,E20,False,False,False,True,231.99880921110235,242.06025735832293,0.9647822287065544,False,False,OK,P1_t44,P1,43.71,up
5,21,226,1.0,,1116.7699115044247,385.17699115044246,SPH1,2.5,E21,False,False,False,True,282.4855967078189,301.0480733244581,1.1998906152522038,False,False,OK,P1_t44,P1,43.71,up
5,22,46,1.0,,1161.4565217391305,386.19565217391306,YKL033W-A,2.5,E22,False,False,False,True,74.25335684891242,80.35696292118519,0.32027963047410735,False,False,OK,P1_t44,P1,43.71,up
5,23,0,,,1205.5950868172324,373.6141891028208,YEH1,2.5,E23,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
5,24,102,1.0,E,1261.5882352941176,385.02941176470586,YEH1,2.5,E24,False,False,False,True,215.0263497328174,272.8922704275778,1.0876697221311025,False,False,OK,P1_t44,P1,43.71,up
6,1,235,1.0,,148.02978723404254,429.92340425531916,ELC1,2.5,F1,False,False,False,True,338.4564061139494,328.5573852579865,1.3095347822338381,False,False,OK,P1_t44,P1,43.71,up
6,2,291,1.0,,200.0274914089347,429.9725085910653,YER079W,2.5,F2,False,False,False,True,351.9708914066217,354.9245745773855,1.4146267785570534,False,False,OK,P1_t44,P1,43.71,up
6,3,130,1.0,,249.0,426.9,YKL033W-A,2.5,F3,False,False,False,True,143.32300081910606,144.5257444147794,0.576037848276585,False,False,OK,P1_t44,P1,43.71,up
6,4,350,1.0,,297.84,430.1142857142857,YER079W,2.5,F4,False,False,False,True,309.24302686282846,328.67618089634163,1.3100082673155433,False,False,OK,P1_t44,P1,43.71,up
6,5,494,1.0,,348.08906882591094,432.47975708502025,YLR312C-B,2.5,F5,False,False,False,True,422.24971905128064,448.7843313727768,1.788724643010965,False,False,OK,P1_t44,P1,43.71,up
6,6,260,1.0,,392.5230769230769,432.9,YER079W,2.5,F6,False,False,False,True,211.70587049096713,213.32664317485856,0.8502583467886711,False,False,OK,P1_t44,P1,43.71,up
6,7,312,1.0,,442.34615384615387,430.21153846153845,MMS2,2.5,F7,False,False,False,True,249.16152450090746,272.12946485539743,1.0846293995765885,False,False,OK,P1_t44,P1,43.71,up
6,8,0,,,486.9471010363794,436.19695107819405,COS111,2.5,F8,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,9,233,1.0,,538.9914163090128,433.84549356223175,YKL033W-A,2.5,F9,False,False,False,True,178.08170309420686,165.26293088844108,0.6586902803672707,False,False,OK,P1_t44,P1,43.71,up
6,10,320,1.0,,589.765625,434.74375,YLR312C-B,2.5,F10,False,False,False,True,239.43449801889003,211.14948620125148,0.841580828305613,False,False,OK,P1_t44,P1,43.71,up
6,11,0,,,630.8671822328603,433.3667271580545,MMS2,2.5,F11,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,12,369,1.0,,682.3550135501355,436.0460704607046,YPL081W,2.5,F12,False,False,False,True,279.8800686174577,268.8350051868099,1.0714986354597071,False,False,OK,P1_t44,P1,43.71,up
6,13,0,,,726.8139030305142,431.47991121129485,SPH1,2.5,F13,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,14,0,,,774.7872634293411,430.536503237915,ELC1,2.5,F14,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,15,389,1.0,,827.0591259640103,436.2339331619537,YKL033W-A,2.5,F15,False,False,False,True,309.1669315178724,330.67170132947746,1.317961835042526,False,False,OK,P1_t44,P1,43.71,up
6,16,0,,,870.7339842269951,428.64968729115526,ELC1,2.5,F16,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,17,0,,,918.7073446258221,427.7062793177754,YJR060W,2.5,F17,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,18,0,,,966.680705024649,426.7628713443956,YEH1,2.5,F18,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,19,0,,,1014.6540654234759,425.81946337101573,YEH1,2.5,F19,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
6,20,207,1.0,M,1068.2898550724638,435.3864734299517,YLR312C-B,2.5,F20,False,True,False,False,219.47419392207593,228.99246787058863,0.9126977964918875,False,False,FLAG,P1_t44,P1,43.71,up
6,21,183,0.9577866815609032,,1114.9125683060108,435.23497267759564,COS111,2.5,F21,False,False,False,True,201.75468576843392,182.6851600417511,0.7281302506251095,False,False,OK,P1_t44,P1,43.71,up
6,22,349,0.607012227600187,C,1152.5157593123208,426.84240687679085,YEH1,2.5,F22,False,True,False,False,496.8992688618098,521.6039239312298,2.0789624935724826,False,False,FLAG,P1_t44,P1,43.71,up
6,23,231,0.9596137560056096,,1211.922077922078,431.73160173160176,SPH1,2.5,F23,False,False,False,True,378.6599484191423,418.62151264885466,1.6685043648450215,False,False,OK,P1_t44,P1,43.71,up
6,24,76,1.0,,1251.4868421052631,407.05263157894734,YPL081W,2.5,F24,False,False,False,True,141.31549150797738,148.34136313315992,0.5912458017472955,False,False,OK,P1_t44,P1,43.71,up
7,1,0,,,152.0859984461423,491.2324492665286,COS111,2.5,G1,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
7,2,0,,,200.0593588449692,490.2890412931488,SPH1,2.5,G2,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
7,3,287,1.0,,245.33101045296166,477.9233449477352,ELC1,2.5,G3,False,False,False,True,303.7345132743362,291.470157069758,1.1617158091464026,False,False,OK,P1_t44,P1,43.71,up
7,4,286,1.0,,297.506993006993,477.0104895104895,LCL1,2.5,G4,False,False,False,True,242.57029184273605,252.82060988778392,1.0076698840711191,False,False,OK,P1_t44,P1,43.71,up
7,5,233,1.0,,344.12017167381975,477.6609442060086,YKL033W-A,2.5,G5,False,False,False,True,191.1780589405992,192.71200920982602,0.7680943735788406,False,False,OK,P1_t44,P1,43.71,up
7,6,395,1.0,,391.72658227848103,478.39493670886077,ELC1,2.5,G6,False,False,False,True,308.7424563321263,311.10611936338836,1.2399790799170483,False,False,OK,P1_t44,P1,43.71,up
7,7,0,,,439.92616083910394,485.5720014262495,SPH1,2.5,G7,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
7,8,530,1.0,,491.7754716981132,479.5867924528302,BY4741,2.5,G8,False,False,False,True,407.60186876099345,384.9779659857086,1.5344109110682858,False,False,OK,P1_t44,P1,43.71,up
7,9,515,1.0,,536.9902912621359,480.27572815533983,ELC1,2.5,G9,False,False,False,True,377.8420726363267,334.81503395542757,1.3344759614371753,False,False,OK,P1_t44,P1,43.71,up
7,10,0,,,583.8462420355847,482.74177750611,MMS2,2.5,G10,True,False,False,False,0.0,0.0,,False,False,MISS,P1_t44,P1,43.71,up
