triple,f_a,f_b,f_c,f_ab,f_ac,f_bc,coef_f_abc,coef_f_ab,coef_f_ac,coef_f_bc,coef_f_a,coef_f_b,coef_f_c,multiplier,sum_coef,se_tau_measured_ses
YDR057W+YER079W+YLR312C-B,1.2430360272605794,1.3332539779403252,0.8390063424155216,0.94027857845482,0.8895057241610022,0.7728060134695074,1.0,-0.8390063424155216,-1.3332539779403252,-1.2430360272605794,1.464411073615806,1.1963244972842366,2.374286877681792,3.77353503365715,2.6197261009654085,0.32348539776021557
YDR057W+YER079W+YPL081W,1.2430360272605794,1.3332539779403252,0.9007112744379798,0.94027857845482,0.607103414710993,0.9495877740760972,1.0,-0.9007112744379798,-1.3332539779403252,-1.2430360272605794,1.4521660051641758,1.6321297138614068,2.374286877681792,3.94256987529922,2.98158131706849,0.3493016392502703
YDR057W+YLR312C-B+YPL081W,1.2430360272605794,0.8390063424155216,0.9007112744379798,0.8895057241610022,0.607103414710993,0.6479938902428165,1.0,-0.9007112744379798,-0.8390063424155216,-1.2430360272605794,0.8634110536344487,1.6321297138614068,1.1963244972842366,2.9834324796768525,1.7091116206660113,0.19071794597073355
YER079W+YLR312C-B+YPL081W,1.3332539779403252,0.8390063424155216,0.9007112744379798,0.7728060134695074,0.9495877740760972,0.6479938902428165,1.0,-0.9007112744379798,-0.8390063424155216,-1.3332539779403252,0.8634110536344487,1.4521660051641758,1.464411073615806,3.048203267308151,1.707016537620604,0.20301601339798148
