strain,n_total,n_used,median_norm,mean_norm,sd_norm,relative_fitness,fitness_sd,log2_fitness,pvalue,n_jackknife,note
SPH1,11,10,0.744809538242339,0.7898076143144394,0.21626993996273072,0.6185667486333908,0.17961288990146868,-0.6929988121731739,0.0006371948724634316,0,
LCL1,11,10,0.8469071499276559,0.8482578895741744,0.12874213535036874,0.7033591478452178,0.10692076294260136,-0.5076665513837122,0.0001241544606016335,0,
YKL033W-A,11,7,0.8680497362544746,0.8178938721747476,0.12348023061063605,0.7209181346873355,0.10255073390919758,-0.4720926542649113,6.284565108094519e-05,0,
COS111,11,11,0.90931328080452,0.9130557179586133,0.1722385711407716,0.7551876429023415,0.14304469460908373,-0.40509293674132413,0.0006388029959693747,0,
YPL081W,11,11,0.9236349042561581,0.9313686139028917,0.07852928685158501,0.7670817978490375,0.06521882863492379,-0.3825476670170828,8.151536127743244e-05,0,
YJR060W,11,11,0.9350729672930339,0.9333521575037537,0.14011318796734004,0.7765811464745676,0.11636445919603276,-0.36479141238706503,0.000500954381837215,0,
YER079W,11,8,0.9456730233031045,0.9447608734813623,0.1343799565618023,0.7853845275335086,0.1116029918307579,-0.3485289184141878,0.00018522928739647006,0,
MMS2,11,11,1.0118787963501787,0.9990517002381345,0.1604288081903066,0.8403686377949485,0.13323664799405324,-0.2509057726455268,0.0016220041892740275,0,
YEH1,11,11,1.0653151771948044,1.116156937460416,0.24480735837508125,0.8847477262204257,0.20331330888828192,-0.1766619459223396,0.18908180596451596,0,
ELC1,11,11,1.0758218549429959,1.0789958071837338,0.1434059732041587,0.8934735563285829,0.11909912806546423,-0.16250306368233775,0.012586117500320345,0,
YOS9,11,11,1.1310420813657591,1.1326134704967883,0.10137940431213102,0.9393341343197505,0.08419592564796194,-0.09028965886213833,0.021546120951385805,0,
BY4741,11,11,1.204089194719662,1.2344021926510775,0.10159918293205507,1.0,0.08437845250800508,0.0,,0,wild-type reference
YLR312C-B,11,11,1.2373385294164496,1.2499001365322204,0.13509934754808975,1.0276136808158376,0.1122004483891609,0.03929800235193267,1.0,0,
Blank_media,11,0,,,,,,,,0,no-cell control (background); norm should be ~0
