gene,in_ohya_morphology,in_kemmeren_responsive,in_sameith_doubles,in_expanded_metabolic,in_betaxanthin,is_tier1,overlap_score,is_essential,is_low_fitness,min_fitness,is_selected,selection_reason,num_sources
YER074W,True,False,False,False,False,False,1,False,True,0.583,False,excluded_low_fitness,1
YER075C,False,True,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER078C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER079W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER080W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER081W,True,False,False,True,False,False,2,False,False,,True,score>=2,2
YER083C,True,False,False,False,False,False,1,False,True,0.8478,False,excluded_low_fitness,1
YER084W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER085C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER086W,True,False,False,True,False,False,2,False,True,0.3715,False,excluded_low_fitness,2
YER087W,True,False,False,True,False,False,2,False,True,0.617,False,excluded_low_fitness,2
YER088C,True,False,True,False,False,True,1,False,False,,True,tier1,2
YER089C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER090W,True,False,False,True,False,False,2,False,False,,True,score>=2,2
YER091C,True,False,False,True,False,False,2,False,False,,True,score>=2,2
YER091C-A,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER092W,True,True,False,False,False,False,2,False,True,0.7368,False,excluded_low_fitness,2
YER093C-A,True,False,False,False,False,False,1,False,True,0.8467,False,excluded_low_fitness,1
YER095W,True,False,False,False,False,False,1,False,True,0.8155,False,excluded_low_fitness,1
YER096W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER097W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER098W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER099C,False,False,False,True,False,False,1,False,False,,False,excluded_low_overlap,1
YER100W,False,True,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER101C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER103W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER106W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER110C,True,True,False,False,False,False,2,False,False,,True,score>=2,2
YER111C,True,True,False,False,False,False,2,False,False,,True,score>=2,2
YER113C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER115C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER116C,True,True,False,False,False,False,2,False,True,0.571,False,excluded_low_fitness,2
YER119C,False,False,False,True,False,False,1,False,False,,False,excluded_low_overlap,1
YER119C-A,True,False,False,False,False,False,1,False,True,0.8425,False,excluded_low_fitness,1
YER120W,True,True,False,False,False,False,2,False,False,,True,score>=2,2
YER121W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER122C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER123W,True,True,False,True,False,False,3,False,False,,True,score>=2,3
YER124C,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER128W,True,False,False,False,False,False,1,False,False,,False,excluded_low_overlap,1
YER129W,True,False,False,True,False,False,2,False,False,,True,score>=2,2
