gene,in_ohya_morphology,in_kemmeren_responsive,in_sameith_doubles,in_expanded_metabolic,is_essential,is_low_fitness,min_fitness,num_sources
YDR461W,True,False,False,False,False,False,,1
YDR462W,True,False,False,False,False,True,0.3675,1
YDR463W,False,True,False,False,False,True,0.8655,1
YDR466W,True,False,False,True,False,False,,2
YDR469W,False,True,False,False,False,True,0.8738,1
YDR470C,True,False,False,False,False,True,0.28,1
YDR477W,False,True,False,True,False,True,0.5875,2
YDR480W,False,True,False,False,False,False,,1
YDR481C,False,False,False,True,False,False,,1
YDR483W,False,False,False,True,False,False,,1
YDR485C,True,True,False,False,False,True,0.8528,2
YDR487C,False,False,False,True,True,False,,1
YDR490C,False,False,False,True,False,False,,1
YDR491C,True,False,False,False,False,False,,1
YDR495C,True,True,False,False,False,True,0.418,2
YDR496C,False,True,False,False,False,True,0.7913,1
YDR497C,False,False,False,True,False,False,,1
YDR502C,False,False,False,True,False,False,,1
YDR503C,False,False,False,True,False,False,,1
YDR504C,True,False,False,False,False,False,,1
YDR505C,True,False,False,False,False,False,,1
YDR506C,True,False,False,False,False,False,,1
YDR507C,True,False,False,True,False,False,,2
YDR508C,False,False,False,True,False,False,,1
YDR512C,True,False,False,False,False,True,0.74,1
YDR513W,False,False,False,True,False,False,,1
YDR514C,True,False,False,False,False,False,,1
YDR516C,False,False,False,True,False,False,,1
YDR518W,True,True,False,False,False,False,,2
YDR520C,False,True,False,False,False,True,0.8717,1
YDR523C,True,False,False,True,False,False,,2
YDR525W,True,False,False,False,False,False,,1
YDR529C,False,False,False,True,False,True,0.7455,1
YDR530C,False,False,False,True,False,False,,1
YDR531W,False,False,False,True,True,True,0.8545,1
YDR532C,True,False,False,False,False,True,0.2275,1
YDR533C,False,False,False,True,False,False,,1
YDR536W,False,False,False,True,False,False,,1
YDR538W,False,False,False,True,False,False,,1
YDR539W,False,False,False,True,False,False,,1
YDR540C,True,False,False,False,False,False,,1
YEL003W,True,False,False,False,False,False,,1
YEL004W,False,False,False,True,False,False,,1
YEL006W,True,False,False,True,False,False,,2
YEL007W,True,False,False,False,False,False,,1
YEL009C,False,True,False,True,False,False,,2
YEL012W,False,True,False,False,False,False,,1
YEL013W,False,True,False,False,False,False,,1
YEL015W,True,False,False,False,False,False,,1
YEL016C,True,False,False,True,False,False,,2
YEL017C-A,False,False,False,True,False,False,,1
YEL018W,False,True,False,False,False,False,,1
YEL021W,False,False,False,True,False,False,,1
YEL024W,False,False,False,True,False,False,,1
YEL027W,True,False,False,True,False,False,,2
YEL029C,True,False,False,True,False,False,,2
YEL031W,False,False,False,True,False,False,,1
YEL033W,True,False,False,False,False,False,,1
YEL036C,True,False,False,False,False,False,,1
YEL037C,True,True,False,False,False,False,,2
YEL038W,False,False,False,True,False,False,,1
YEL039C,False,False,False,True,False,False,,1
YEL041W,True,False,False,True,False,False,,2
YEL042W,True,False,False,True,False,False,,2
YEL044W,True,True,False,False,False,False,,2
YEL046C,True,False,False,True,False,False,,2
YEL047C,True,False,False,True,False,False,,2
YEL051W,False,False,False,True,False,False,,1
YEL057C,True,False,False,False,False,False,,1
YEL058W,False,False,False,True,True,False,,1
YEL059W,True,False,False,False,False,False,,1
YEL061C,True,True,False,False,False,False,,2
YEL062W,False,True,False,False,False,False,,1
YEL063C,False,False,False,True,False,False,,1
YEL066W,False,False,False,True,False,False,,1
YEL069C,False,False,False,True,False,False,,1
YEL070W,False,False,False,True,False,False,,1
YEL071W,False,False,False,True,False,False,,1
YER003C,False,False,False,True,True,False,,1
YER005W,False,False,False,True,False,False,,1
YER007C-A,True,False,False,False,False,False,,1
YER007W,True,False,False,False,False,False,,1
YER010C,False,False,False,True,False,False,,1
YER014W,True,False,False,True,False,False,,2
YER015W,False,False,False,True,False,False,,1
YER016W,True,True,False,False,False,False,,2
YER019W,False,False,False,True,False,False,,1
YER020W,False,True,False,False,False,False,,1
YER023W,False,False,False,True,True,False,,1
YER024W,False,False,False,True,False,False,,1
YER026C,False,False,False,True,False,False,,1
YER027C,True,False,False,False,False,False,,1
YER028C,False,False,True,False,False,False,,1
YER031C,True,False,False,False,False,False,,1
YER032W,True,False,False,False,False,False,,1
YER033C,True,False,False,False,False,False,,1
YER034W,True,False,False,False,False,False,,1
YER037W,True,False,False,True,False,False,,2
YER040W,True,True,True,False,False,False,,3
YER042W,False,False,False,True,False,False,,1
YER043C,False,False,False,True,True,False,,1
YER044C,True,False,False,False,False,False,,1
YER052C,False,False,False,True,False,True,0.817,1
YER053C,True,False,False,True,False,False,,2
YER055C,False,False,False,True,False,False,,1
YER056C,False,False,False,True,False,False,,1
YER056C-A,True,False,False,False,False,True,0.805,1
YER059W,True,True,False,False,False,False,,2
YER060W,True,False,False,True,False,False,,2
YER060W-A,False,False,False,True,False,False,,1
YER061C,False,False,False,True,False,True,0.773,1
YER062C,False,False,False,True,False,False,,1
YER064C,False,True,False,False,False,False,,1
YER065C,True,False,False,True,False,False,,2
YER066C-A,True,False,False,False,False,False,,1
YER068W,False,True,False,False,False,False,,1
YER069W,False,False,False,True,False,False,,1
YER070W,True,False,False,True,False,False,,2
YER073W,False,False,False,True,False,False,,1
YER075C,False,True,False,False,False,False,,1
YER081W,False,False,False,True,False,False,,1
YER083C,True,False,False,False,False,True,0.8478,1
YER085C,True,False,False,False,False,False,,1
YER086W,True,False,False,True,False,True,0.3715,2
YER087W,False,False,False,True,False,True,0.617,1
YER088C,False,False,True,False,False,False,,1
YER090W,False,False,False,True,False,False,,1
YER091C,False,False,False,True,False,False,,1
YER092W,False,True,False,False,False,True,0.7368,1
YER093C-A,True,False,False,False,False,True,0.8467,1
YER095W,True,False,False,False,False,True,0.8155,1
YER097W,True,False,False,False,False,False,,1
YER099C,False,False,False,True,False,False,,1
YER100W,False,True,False,False,False,False,,1
YER110C,True,True,False,False,False,False,,2
YER111C,True,True,False,False,False,False,,2
YER113C,True,False,False,False,False,False,,1
YER115C,True,False,False,False,False,False,,1
YER116C,True,True,False,False,False,True,0.571,2
YER119C,False,False,False,True,False,False,,1
YER119C-A,True,False,False,False,False,True,0.8425,1
YER120W,True,True,False,False,False,False,,2
YER123W,True,True,False,True,False,False,,3
YER129W,False,False,False,True,False,False,,1
YER139C,True,True,False,False,False,False,,2
YER141W,False,False,False,True,False,True,0.742,1
YER149C,True,False,False,False,False,False,,1
YER151C,True,True,False,False,False,True,0.6707,2
YER152C,False,False,False,True,False,False,,1
YER155C,True,False,False,False,False,True,0.8195,1
YER161C,False,True,True,False,False,False,,2
YER163C,False,False,False,True,False,False,,1
YER164W,False,True,False,False,False,True,0.8408,1
YER167W,True,False,False,False,False,False,,1
YER169W,True,True,True,False,False,False,,3
YER170W,False,False,False,True,False,False,,1
YER174C,False,False,False,True,False,False,,1
YER175C,False,False,False,True,False,False,,1
YER177W,False,True,False,False,False,True,0.8867,1
YER178W,False,False,False,True,False,True,0.8088,1
YER182W,True,False,False,False,False,False,,1
YER183C,False,False,False,True,False,False,,1
YER184C,False,False,True,False,False,False,,1
YFL001W,True,True,False,True,False,True,0.796,3
YFL010C,True,False,False,False,False,False,,1
YFL011W,False,False,False,True,False,False,,1
YFL013C,False,True,False,False,False,True,0.75,1
YFL014W,True,False,False,False,False,False,,1
YFL016C,True,False,False,False,False,False,,1
YFL017C,False,False,False,True,True,True,0.8537,1
YFL018C,False,False,False,True,False,True,0.7625,1
YFL021W,False,False,True,False,False,False,,1
YFL022C,False,False,False,True,True,True,0.6013,1
YFL023W,True,False,False,False,False,True,0.666,1
YFL025C,True,False,False,False,False,True,0.8569,1
YFL027C,True,False,False,False,False,False,,1
YFL029C,False,False,False,True,True,True,0.8694,1
YFL030W,True,False,False,True,False,False,,2
YFL031W,False,False,True,False,False,False,,1
YFL032W,True,False,False,False,False,False,,1
YFL033C,False,True,False,True,False,False,,2
YFL034W,True,False,False,False,False,False,,1
YFL045C,False,False,False,True,True,True,0.4133,1
YFL046W,True,False,False,False,False,False,,1
YFL052W,False,False,True,False,False,False,,1
YFL053W,False,False,False,True,False,False,,1
YFL054C,False,False,False,True,False,False,,1
YFL055W,False,False,False,True,False,False,,1
YFL058W,False,False,False,True,False,False,,1
YFL059W,False,False,False,True,False,False,,1
YFL060C,False,False,False,True,False,False,,1
YFL061W,False,False,False,True,False,False,,1
YFL063W,True,False,False,False,False,False,,1
YFR001W,True,True,False,False,False,True,0.324,2
YFR007W,False,False,False,True,False,False,,1
YFR010W,False,True,False,False,False,True,0.7552,1
YFR013W,False,True,False,False,False,False,,1
YFR014C,False,True,False,True,False,False,,2
YFR015C,False,True,False,True,False,False,,2
YFR016C,True,False,False,False,False,False,,1
YFR017C,True,False,False,False,False,False,,1
YFR019W,True,True,False,True,False,False,,3
YFR020W,True,False,False,False,False,False,,1
YFR021W,False,False,False,True,True,False,,1
YFR025C,False,False,False,True,False,False,,1
YFR026C,True,False,False,False,False,False,,1
YFR030W,False,False,False,True,False,False,,1
YFR033C,False,False,False,True,False,False,,1
YFR036W,True,True,False,False,False,True,0.8278,2
YFR040W,False,True,False,False,False,True,0.8543,1
YFR044C,False,False,False,True,False,False,,1
YFR046C,True,False,False,False,False,False,,1
YFR047C,True,False,False,True,False,False,,2
YFR049W,False,False,False,True,False,False,,1
YFR053C,False,False,False,True,False,False,,1
YFR055W,False,False,False,True,False,False,,1
YFR056C,True,False,False,False,False,False,,1
YGL001C,False,False,False,True,True,True,0.537,1
YGL003C,True,True,False,False,False,True,0.593,2
YGL006W,False,False,False,True,False,False,,1
YGL008C,False,False,False,True,True,True,0.7882,1
YGL009C,False,False,False,True,False,False,,1
YGL012W,True,False,False,True,False,True,0.846,2
YGL013C,True,False,False,False,False,False,,1
YGL014W,False,True,False,False,False,False,,1
YGL016W,True,True,False,False,False,True,0.894,2
YGL017W,False,False,False,True,False,False,,1
YGL019W,False,True,False,False,False,True,0.858,1
YGL021W,False,False,False,True,False,False,,1
YGL023C,False,True,False,False,False,True,0.8618,1
YGL024W,True,False,False,False,False,True,0.3555,1
YGL025C,True,True,False,False,False,False,,2
YGL026C,False,False,False,True,False,False,,1
YGL027C,False,False,False,True,False,False,,1
YGL028C,False,False,False,True,False,False,,1
YGL029W,False,True,False,False,False,True,0.7465,1
YGL033W,True,False,False,False,False,False,,1
YGL035C,True,True,True,False,False,False,,3
YGL037C,False,False,False,True,False,False,,1
YGL038C,True,False,False,True,False,False,,2
YGL040C,False,False,False,True,True,False,,1
YGL042C,True,False,False,False,False,True,0.8385,1
YGL043W,True,True,False,False,False,True,0.7255,2
YGL047W,False,False,False,True,True,False,,1
YGL049C,True,False,False,False,False,True,0.668,1
YGL051W,True,False,False,False,False,False,,1
YGL054C,True,False,False,False,False,False,,1
YGL055W,False,False,False,True,True,True,0.8016,1
YGL058W,True,True,False,False,False,True,0.3575,2
YGL059W,False,False,False,True,False,False,,1
YGL060W,False,True,False,False,False,False,,1
YGL062W,False,False,False,True,False,False,,1
YGL063W,False,False,False,True,False,False,,1
YGL065C,False,False,False,True,True,True,0.7083,1
YGL066W,True,True,False,False,False,True,0.7275,2
YGL067W,True,False,False,True,False,False,,2
YGL070C,True,True,False,False,False,True,0.218,2
YGL071W,False,True,False,False,False,True,0.635,1
YGL072C,True,False,False,False,False,False,,1
YGL076C,True,False,False,False,False,False,,1
YGL077C,False,False,False,True,False,False,,1
YGL078C,False,True,False,False,False,True,0.7845,1
YGL080W,False,False,False,True,False,False,,1
YGL084C,True,False,False,True,False,True,0.8472,2
YGL096W,True,False,True,False,False,False,,2
YGL100W,False,True,False,False,False,False,,1
YGL101W,False,False,False,True,False,False,,1
YGL105W,True,False,False,False,False,True,0.475,1
YGL115W,True,True,False,False,False,True,0.8992,2
YGL119W,False,False,False,True,False,True,0.8165,1
YGL121C,False,True,False,False,False,False,,1
YGL125W,False,True,False,True,False,False,,2
YGL127C,True,True,False,False,False,True,0.471,2
YGL129C,True,False,False,False,False,False,,1
YGL132W,True,False,False,False,False,False,,1
YGL133W,False,True,False,False,False,False,,1
YGL136C,True,False,False,False,False,True,0.641,1
YGL142C,False,False,False,True,True,True,0.735,1
YGL148W,False,False,False,True,False,False,,1
YGL149W,True,False,False,False,False,True,0.766,1
YGL151W,False,True,False,False,False,True,0.88,1
YGL154C,False,False,False,True,False,False,,1
YGL156W,False,False,False,True,False,False,,1
YGL157W,True,False,False,False,False,False,,1
YGL158W,False,False,False,True,False,False,,1
YGL163C,True,True,False,False,False,True,0.837,2
YGL166W,False,False,True,False,False,False,,1
YGL167C,True,False,False,True,False,True,0.5893,2
YGL168W,True,True,False,False,False,True,0.6355,2
YGL169W,False,False,False,True,True,False,,1
YGL173C,True,True,False,False,False,True,0.4383,2
YGL174W,True,True,False,False,False,True,0.8463,2
YGL175C,False,True,False,False,False,False,,1
YGL179C,False,False,False,True,False,False,,1
YGL180W,False,False,False,True,True,True,0.8397,1
YGL184C,False,False,False,True,False,False,,1
YGL186C,False,False,False,True,False,True,0.7645,1
YGL187C,False,False,False,True,False,True,0.756,1
YGL191W,False,False,False,True,False,False,,1
YGL194C,True,True,False,False,False,True,0.8973,2
YGL196W,False,False,False,True,False,False,,1
YGL197W,False,True,False,False,False,False,,1
YGL202W,False,False,False,True,False,False,,1
YGL205W,True,False,False,True,False,False,,2
YGL206C,True,False,False,False,False,False,,1
YGL209W,False,False,True,False,False,False,,1
YGL211W,False,True,False,False,False,True,0.818,1
YGL212W,True,False,False,False,False,True,0.6807,1
YGL218W,True,False,False,False,False,False,,1
YGL220W,True,True,False,False,False,False,,2
YGL222C,False,True,False,False,False,False,,1
YGL223C,True,False,False,False,False,False,,1
YGL224C,False,False,False,True,False,False,,1
YGL225W,False,False,False,True,True,True,0.3513,1
YGL226C-A,True,False,False,False,False,False,,1
YGL234W,False,False,False,True,False,False,,1
YGL237C,True,True,False,False,False,True,0.847,2
YGL240W,True,True,False,False,False,False,,2
YGL243W,True,False,False,False,False,False,,1
YGL244W,True,True,False,False,False,True,0.5387,2
YGL245W,False,False,False,True,True,True,0.5798,1
YGL246C,True,True,False,False,False,False,,2
YGL248W,False,False,False,True,False,False,,1
YGL251C,True,True,False,False,False,False,,2
YGL252C,True,True,False,False,False,True,0.5907,2
YGL253W,True,True,False,True,False,True,0.8722,3
YGL254W,False,True,False,False,False,False,,1
YGL255W,False,False,False,True,False,True,0.363,1
YGL256W,False,False,False,True,False,False,,1
YGL260W,True,False,False,False,False,False,,1
YGL263W,True,False,False,False,False,False,,1
YGR001C,True,False,False,False,False,False,,1
YGR006W,True,False,False,False,False,True,0.3186,1
YGR007W,True,False,False,True,False,False,,2
YGR010W,True,False,False,True,False,False,,2
YGR012W,False,False,False,True,False,False,,1
YGR015C,True,False,False,True,False,False,,2
YGR019W,True,False,False,True,False,False,,2
YGR020C,True,False,False,True,False,True,0.2855,2
YGR032W,False,False,False,True,False,False,,1
YGR036C,True,False,False,True,False,True,0.3305,2
YGR038W,False,False,False,True,False,False,,1
YGR040W,False,False,False,True,False,False,,1
YGR043C,False,False,False,True,False,False,,1
YGR044C,False,True,False,False,False,False,,1
YGR046W,False,False,False,True,True,True,0.8268,1
YGR052W,False,False,False,True,False,False,,1
YGR055W,False,False,False,True,False,False,,1
YGR056W,True,True,False,False,False,True,0.396,2
YGR060W,False,False,False,True,True,True,0.6787,1
YGR061C,False,False,False,True,False,False,,1
YGR062C,False,False,False,True,False,True,0.772,1
YGR063C,True,True,False,False,False,False,,2
YGR064W,True,False,False,False,False,False,,1
YGR065C,False,False,False,True,True,True,0.6745,1
YGR066C,True,False,False,False,False,False,,1
YGR067C,False,False,True,False,False,False,,1
YGR071C,True,True,False,False,False,False,,2
YGR072W,True,True,False,False,False,False,,2
YGR078C,True,False,False,False,False,True,0.4975,1
YGR081C,False,True,False,False,False,True,0.79,1
YGR087C,False,False,False,True,False,False,,1
YGR088W,False,False,False,True,False,False,,1
YGR092W,True,False,False,True,False,True,0.6217,2
YGR094W,False,False,False,True,True,False,,1
YGR096W,False,False,False,True,False,False,,1
YGR097W,False,True,False,False,False,True,0.6595,1
YGR101W,True,False,False,False,False,True,0.662,1
YGR104C,True,True,False,False,False,True,0.854,2
YGR105W,True,False,False,False,False,True,0.391,1
YGR106C,False,False,False,True,False,False,,1
YGR107W,True,False,False,False,False,False,,1
YGR108W,True,True,False,False,False,False,,2
YGR110W,False,False,False,True,False,False,,1
YGR111W,True,False,False,False,False,False,,1
YGR112W,True,False,False,False,False,True,0.8155,1
YGR117C,True,False,False,False,False,False,,1
YGR121C,False,False,False,True,False,False,,1
YGR122W,True,True,False,False,False,True,0.7395,2
YGR123C,False,True,False,False,False,False,,1
YGR124W,False,False,False,True,False,False,,1
YGR131W,True,False,False,False,False,False,,1
YGR132C,True,False,False,False,False,True,0.65,1
YGR133W,False,True,False,False,False,True,0.8705,1
YGR134W,False,True,False,False,False,False,,1
YGR135W,False,True,False,False,False,True,0.8597,1
YGR138C,False,False,False,True,False,False,,1
YGR143W,False,False,False,True,False,False,,1
YGR144W,False,False,False,True,False,False,,1
YGR151C,True,False,False,False,False,False,,1
YGR152C,True,False,False,False,False,False,,1
YGR154C,False,False,False,True,False,False,,1
YGR155W,False,False,False,True,False,True,0.6755,1
YGR157W,False,True,False,True,False,True,0.4912,2
YGR159C,True,False,False,False,False,False,,1
YGR160W,True,False,False,False,False,False,,1
YGR162W,True,True,False,False,False,False,,2
YGR164W,True,False,False,False,False,False,,1
YGR170W,False,False,False,True,False,False,,1
YGR171C,False,False,False,True,False,True,0.338,1
YGR175C,False,False,False,True,True,False,,1
YGR177C,False,False,False,True,False,False,,1
YGR178C,False,True,False,False,False,False,,1
YGR180C,True,True,False,True,False,True,0.745,3
YGR183C,False,False,False,True,False,True,0.8243,1
YGR184C,False,True,False,False,False,False,,1
YGR185C,False,False,False,True,True,True,0.8356,1
YGR188C,False,False,False,True,False,True,0.6015,1
YGR189C,False,False,False,True,False,False,,1
YGR191W,False,False,False,True,True,False,,1
YGR192C,False,False,False,True,False,True,0.8982,1
YGR193C,False,False,False,True,False,False,,1
YGR194C,True,False,False,True,False,False,,2
YGR199W,True,False,False,False,False,False,,1
YGR200C,False,True,False,False,False,True,0.799,1
YGR202C,False,False,False,True,False,False,,1
YGR204W,False,False,False,True,False,True,0.2145,1
YGR205W,True,False,False,True,False,False,,2
YGR208W,False,True,False,True,False,False,,2
YGR209C,False,True,False,True,False,False,,2
YGR212W,True,False,False,False,False,False,,1
YGR216C,False,False,False,True,True,False,,1
YGR217W,True,False,False,False,False,False,,1
YGR222W,True,False,False,False,False,True,0.761,1
YGR223C,True,False,False,False,False,False,,1
YGR227W,False,False,False,True,False,False,,1
YGR228W,True,False,False,False,False,False,,1
YGR229C,True,True,False,False,False,True,0.7648,2
YGR231C,True,False,False,False,False,True,0.7845,1
YGR234W,False,False,False,True,False,False,,1
YGR238C,True,False,False,False,False,False,,1
YGR240C,False,True,False,True,False,True,0.3525,2
YGR243W,False,False,False,True,False,False,,1
YGR244C,False,False,False,True,False,False,,1
YGR247W,False,False,False,True,False,False,,1
YGR248W,False,False,False,True,False,False,,1
YGR249W,True,False,False,False,False,False,,1
YGR252W,True,True,False,False,False,False,,2
YGR254W,False,False,False,True,False,False,,1
YGR255C,True,False,False,True,False,True,0.8065,2
YGR256W,True,False,False,True,False,False,,2
YGR257C,True,False,False,False,False,True,0.412,1
YGR260W,False,False,False,True,False,False,,1
YGR262C,True,False,False,True,False,False,,2
YGR264C,False,False,False,True,True,True,0.6695,1
YGR266W,True,False,False,False,False,False,,1
YGR267C,False,False,False,True,True,False,,1
YGR270W,True,True,False,False,False,True,0.7582,2
YGR271C-A,False,True,False,False,False,False,,1
YGR273C,True,False,False,False,False,False,,1
YGR275W,True,False,False,False,False,False,,1
YGR277C,False,False,False,True,True,True,0.8965,1
YGR279C,True,False,False,True,False,False,,2
YGR282C,True,False,False,True,False,False,,2
YGR283C,True,False,False,False,False,True,0.88459,1
YGR285C,True,False,False,False,False,True,0.3155,1
YGR286C,True,False,False,True,False,False,,2
YGR287C,False,False,False,True,False,False,,1
YGR288W,False,False,True,False,False,False,,1
YGR289C,False,False,False,True,False,False,,1
YGR290W,True,False,False,False,False,False,,1
YGR291C,True,False,False,False,False,False,,1
YGR292W,False,False,False,True,False,False,,1
YHL002W,False,True,False,False,False,False,,1
YHL003C,False,False,False,True,False,False,,1
YHL005C,True,False,False,False,False,False,,1
YHL007C,True,True,False,True,False,False,,3
YHL010C,False,True,False,False,False,False,,1
YHL011C,True,False,False,True,False,False,,2
YHL012W,False,False,False,True,False,False,,1
YHL016C,False,False,False,True,False,False,,1
YHL017W,True,False,False,False,False,False,,1
YHL018W,False,False,False,True,False,False,,1
YHL019C,True,False,False,False,False,False,,1
YHL020C,True,True,False,False,False,True,0.845,2
YHL021C,True,False,False,False,False,False,,1
YHL025W,True,True,False,False,False,True,0.5333,2
YHL027W,True,True,True,False,False,True,0.731,3
YHL029C,True,True,False,False,False,False,,2
YHL031C,True,False,False,False,False,True,0.699,1
YHL032C,False,False,False,True,False,False,,1
YHL033C,True,False,False,False,False,True,0.7347,1
YHL034C,False,True,False,False,False,False,,1
YHL036W,False,False,False,True,False,False,,1
YHL038C,True,False,False,False,False,True,0.757,1
YHL045W,True,False,False,False,False,False,,1
YHL047C,True,False,False,False,False,False,,1
YHR001W-A,False,False,False,True,False,False,,1
YHR002W,False,False,False,True,False,True,0.776,1
YHR003C,False,True,False,False,False,False,,1
YHR004C,True,False,False,False,False,False,,1
YHR006W,False,True,False,False,False,False,,1
YHR007C,False,False,False,True,True,True,0.7034,1
YHR008C,False,False,False,True,False,True,0.895,1
YHR009C,True,False,False,False,False,False,,1
YHR010W,True,False,False,False,False,False,,1
YHR011W,True,False,False,True,False,True,0.4095,2
YHR013C,True,False,False,True,False,True,0.3235,2
YHR018C,True,False,False,True,False,False,,2
YHR019C,False,False,False,True,True,True,0.8645,1
YHR020W,False,False,False,True,True,True,0.8719,1
YHR021C,True,False,False,False,False,True,0.464,1
YHR025W,False,True,False,True,False,False,,2
YHR026W,True,False,False,True,False,False,,2
YHR030C,True,True,False,True,False,True,0.8878,3
YHR031C,True,True,False,False,False,False,,2
YHR033W,False,True,False,True,False,False,,2
YHR034C,True,True,False,False,False,True,0.889,2
YHR037W,False,False,False,True,False,False,,1
YHR039C-A,False,False,False,True,False,True,0.274,1
YHR041C,True,True,False,False,False,True,0.4718,2
YHR042W,False,False,False,True,True,False,,1
YHR043C,False,False,False,True,False,False,,1
YHR044C,False,False,False,True,False,False,,1
YHR046C,False,False,False,True,False,False,,1
YHR051W,True,False,False,True,False,True,0.6985,2
YHR056C,False,True,False,False,True,False,,1
YHR063C,False,False,False,True,False,False,,1
YHR064C,True,False,False,False,False,True,0.301,1
YHR066W,False,True,False,False,False,True,0.7422,1
YHR067W,False,False,False,True,False,True,0.7232,1
YHR068W,False,False,False,True,True,True,0.8613,1
YHR072W,False,False,False,True,True,True,0.5503,1
YHR074W,False,False,False,True,True,True,0.78,1
YHR077C,False,True,False,False,False,False,,1
YHR079C,False,True,False,True,False,False,,2
YHR080C,True,False,False,False,False,False,,1
YHR081W,False,True,False,False,False,True,0.714,1
YHR082C,False,True,False,True,False,False,,2
YHR084W,False,True,False,False,False,False,,1
YHR087W,True,False,False,False,False,False,,1
YHR091C,True,False,False,True,False,False,,2
YHR092C,False,False,False,True,False,False,,1
YHR094C,False,False,False,True,False,False,,1
YHR096C,True,False,False,True,False,False,,2
YHR100C,True,False,False,True,False,False,,2
YHR102W,False,False,False,True,False,False,,1
YHR104W,False,False,False,True,False,False,,1
YHR106W,False,False,False,True,False,False,,1
YHR108W,False,True,False,False,False,False,,1
YHR109W,False,False,False,True,False,False,,1
YHR111W,False,True,False,True,False,True,0.8495,2
YHR115C,False,True,False,False,False,False,,1
YHR116W,False,False,False,True,False,True,0.817,1
YHR119W,False,True,False,True,False,True,0.8105,2
YHR120W,False,True,False,False,False,False,,1
YHR121W,False,True,False,False,False,False,,1
YHR123W,True,False,False,True,False,False,,2
YHR125W,True,False,False,False,False,False,,1
YHR127W,True,False,False,False,False,False,,1
YHR128W,False,False,False,True,True,True,0.796,1
YHR134W,False,True,False,False,False,True,0.8587,1
YHR135C,False,False,False,True,False,False,,1
YHR137W,False,False,False,True,False,False,,1
YHR143W,True,False,False,False,False,False,,1
YHR144C,False,False,False,True,False,False,,1
YHR146W,True,False,False,False,False,False,,1
YHR154W,True,True,False,False,False,False,,2
YHR158C,True,False,False,False,False,False,,1
YHR161C,True,False,False,False,False,False,,1
YHR162W,True,False,False,True,False,False,,2
YHR163W,False,False,False,True,False,False,,1
YHR164C,False,False,False,True,True,True,0.6164,1
YHR167W,True,True,False,False,False,False,,2
YHR174W,False,False,False,True,False,True,0.735,1
YHR178W,False,True,True,False,False,True,0.6758,2
YHR181W,True,False,False,False,False,False,,1
YHR182W,True,False,False,False,False,False,,1
YHR183W,True,False,False,True,False,False,,2
YHR187W,False,True,False,False,False,True,0.79,1
YHR190W,False,False,False,True,True,True,0.6843,1
YHR191C,True,True,False,False,False,True,0.508,2
YHR193C,True,False,False,False,False,False,,1
YHR200W,True,True,False,False,False,True,0.827,2
YHR201C,False,False,False,True,False,False,,1
YHR204W,True,False,False,True,False,False,,2
YHR205W,False,False,False,True,False,False,,1
YHR206W,False,True,False,False,False,True,0.77428,1
YHR207C,True,True,False,False,False,False,,2
YHR208W,False,False,False,True,False,True,0.65,1
YHR209W,True,False,False,False,False,False,,1
YHR215W,False,False,False,True,False,False,,1
YHR216W,False,False,False,True,False,False,,1
YIL001W,False,True,False,False,False,False,,1
YIL002C,False,False,False,True,False,False,,1
YIL005W,True,False,False,False,False,False,,1
YIL006W,True,False,False,True,False,False,,2
YIL007C,True,False,False,False,False,False,,1
YIL008W,False,True,False,False,False,True,0.8547,1
YIL009C-A,True,True,False,False,False,False,,2
YIL009W,True,False,False,True,False,False,,2
YIL010W,False,False,False,True,False,False,,1
YIL011W,True,False,False,False,False,False,,1
YIL012W,True,False,False,False,False,False,,1
YIL013C,False,False,False,True,False,False,,1
YIL014C-A,False,True,False,False,False,False,,1
YIL014W,True,False,False,False,False,False,,1
YIL015W,True,False,False,False,False,False,,1
YIL017C,False,True,False,False,False,False,,1
YIL018W,True,False,False,False,False,True,0.366,1
YIL020C,False,False,False,True,False,False,,1
YIL023C,True,False,False,True,False,False,,2
YIL028W,True,False,False,False,False,False,,1
YIL030C,False,True,False,False,False,False,,1
YIL033C,False,True,False,False,False,False,,1
YIL034C,True,False,False,False,False,False,,1
YIL035C,True,True,False,True,False,False,,3
YIL036W,False,True,True,False,False,False,,2
YIL038C,False,True,False,False,False,True,0.8635,1
YIL040W,True,True,False,False,False,True,0.5917,2
YIL042C,True,False,False,True,False,False,,2
YIL043C,True,False,False,True,False,False,,2
YIL046W,False,False,False,True,True,True,0.5954,1
YIL047C,True,False,False,False,False,False,,1
YIL048W,False,False,False,True,True,True,0.5548,1
YIL049W,True,False,False,False,False,False,,1
YIL050W,True,False,False,False,False,False,,1
YIL052C,True,False,False,False,False,False,,1
YIL053W,True,False,False,True,False,False,,2
YIL054W,True,False,False,False,False,False,,1
YIL055C,True,False,False,False,False,False,,1
YIL056W,False,True,False,False,False,False,,1
YIL057C,True,False,False,False,False,False,,1
YIL066C,True,False,False,True,False,False,,2
YIL067C,True,False,False,False,False,False,,1
YIL069C,True,False,False,False,False,True,0.8905,1
YIL072W,True,False,False,False,False,False,,1
YIL074C,False,False,False,True,False,False,,1
YIL078W,False,False,False,True,True,True,0.8365,1
YIL079C,True,False,False,False,False,False,,1
YIL083C,False,False,False,True,True,False,,1
YIL084C,True,True,False,False,False,True,0.7687,2
YIL090W,True,False,False,False,False,True,0.6338,1
YIL092W,True,False,False,False,False,False,,1
