run_id,cell_dataset.is_pert,cell_dataset.max_size,cell_dataset.aggregation,cell_dataset.node_embeddings,elastic_net.alpha,elastic_net.l1_ratio,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
6hyl8hxs,True,1000,sum,['random_1000'],0.1,0.1,1000.0,0.0255399672240496,0.0247147344984078,0.3913467184462872,0.3201776342818389,0.3193708598715962,0.2969113379356854,0.1216113492846489,0.1104339212179184,0.0239714235067367,0.0227873492985963,0.1548270761421811,0.150954792234617,0.0235442319270462,0.0307285641242031,0.0132158329083909,0.0533485677143957,0.0101445124797373,0.0640411398289837,0.0092754316978408,0.0166455458947771,0.015594782256268,0.0561090491871764,0.2577646062733494,0.3124389285979648,0.1879407963276193,0.3508779166167508,0.1283951764634762,0.3729711210247222,0.2995004281790232,0.2773541782444313,0.1407947483471954,0.3564859557301818,0.2153284562043317,0.2747662743354374,0.2127793780310512,0.3093066093109571,0.0996469280113654,0.346431234938484,0.2396895821231632,0.2724448374895498,0.1608627025382056,0.3176357105704699,0.0195132307708263,0.0198514088988304,0.0167516116052865,0.0200650189071893,0.0204811096191406,0.0189871676266193,0.0243922751396894,0.0189697742462158,0.0189767759293317,0.0194971784949302,0.1119098663330078,0.1075054705142974,0.1023453697562217,0.1097412183880806,0.1118564829230308,0.1065137311816215,0.1167513281106948,0.1067325845360756,0.1034085378050804,0.1081896126270294,0.1396897661635466,0.1408950279421897,0.1294280170800997,0.1416510462622474,0.143112227357206,0.13779393174817,0.1561802648854504,0.1377308035488642,0.1377562192038231,0.1396322974634818,0.0143549582538566,0.0057185436170515,0.0441745733499072,0.0197478914475737,0.2028791511181327,0.074117431080852,0.3340256200428101,0.0386744624680795,0.1856614093816234,0.0560089908120607,0.3041169333289796,0.031083649374793,0.0200230006128549,0.0027998598702247,0.019474109634757,0.0004958647443231,0.1092543169856071,0.0061630972683783,0.1077365234494209,0.0013019784301882,0.1412332989380252,0.0097567850710011,0.1395406213929906,0.0017764487098867
a9m5qsse,False,1000,sum,['random_1000'],0.1,0.1,1000.0,0.0255416986838119,0.024704065202876,0.3914006740680066,0.3200763558531144,0.3186715801350088,0.2965368024900095,0.1216093301773071,0.1104321181774139,0.0239713825285434,0.0227875988930463,0.1548269438067659,0.1509556189515527,0.0235520876611632,0.0307305477422304,0.0132423393689877,0.053347750360393,0.0101506620879947,0.0640356330774268,0.0092825256986384,0.0166491021615372,0.0155921333473002,0.0561059154312875,0.257813512801849,0.3124405946069799,0.1879287891965451,0.3508668955022965,0.1283747620147359,0.3729502421959344,0.2995631198031773,0.2773500537804433,0.1407513701127294,0.3564801709223946,0.2152450190113149,0.2746589641751307,0.2129499764493298,0.3092201591958786,0.0991741115880927,0.346441675707342,0.2398489307142354,0.2723510135991697,0.1607175603608769,0.3177094656305386,0.0195130761712789,0.0198513679206371,0.0167511627078056,0.0200650356709957,0.0204809829592704,0.0189872793853282,0.0243921019136905,0.0189697053283453,0.0189768262207508,0.0194972436875104,0.1119092777371406,0.1075053885579109,0.1023411750793457,0.1097384095191955,0.1118541359901428,0.1065123751759529,0.1167512312531471,0.1067324429750442,0.1034102812409401,0.108191467821598,0.1396892127949719,0.1408948825211091,0.1294262829096379,0.1416511054351349,0.1431117848371352,0.1377943372759864,0.1561797103137618,0.1377305533581612,0.1377564017414465,0.1396325309070579,0.0143639496328168,0.0057175385084533,0.044173789754575,0.0197443610901965,0.2028863107858073,0.0741617356321573,0.3340175914016097,0.0386684446157316,0.1855871196247699,0.0562546975999777,0.3040762556616119,0.0311408935147941,0.0200228299945592,0.0027999205762292,0.0194741263985633,0.0004958527940949,0.1092532202601432,0.0061635192416831,0.1077360168099403,0.0013014089352743,0.1412326785193907,0.0097570815819671,0.1395406818994899,0.0017764056366552
55tpt0rq,True,1000,sum,['nt_window_5979'],0.1,0.1,2560.0,0.0543597393534828,0.0627615008116325,0.2771183387999852,0.2868239822417676,0.2279963531804474,0.2227109606665617,0.1197461858391761,0.1087713092565536,0.0232624635100364,0.0218984000384807,0.1525203708034978,0.1479810800017379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21qhkubx,True,1000,sum,['nt_window_5979'],0.1,0.5,2560.0,0.0460470500093499,0.0536466751936117,0.2771183903431763,0.2868238067820611,0.2279963531804474,0.2227109606665617,0.1202966943383216,0.1093000844120979,0.0234669540077447,0.0221113599836826,0.1531892751067932,0.1486988903243149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hob0siuo,True,1000,sum,['nt_window_5979'],1.0,0.1,,0.0334977740092665,0.0394044520696613,0.2771183188572013,0.2868240589536691,0.2279963531804474,0.2227109606665617,0.1211787760257721,0.1100180298089981,0.0237756632268428,0.0224441271275281,0.1541935900964851,0.1498136413265767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rvuo61vv,True,1000,sum,['nt_window_5979'],0.1,0.9,2560.0,0.0364078160746017,0.0427460509315801,0.2771180647046711,0.2868237632696625,0.2279963531804474,0.2227109606665617,0.1209797859191894,0.1098293587565422,0.0237040780484676,0.0223660543560981,0.1539612874993829,0.1495528480374017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oml858qa,True,1000,sum,['nt_window_5979'],1.0,0.1,2560.0,0.0334977740092665,0.0394044520696613,0.2771183188572012,0.2868240589536689,0.2279963531804474,0.2227109606665617,0.1211787760257721,0.1100180298089981,0.0237756632268428,0.0224441271275281,0.1541935900964851,0.1498136413265767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ed6d7ot,True,1000,sum,['nt_window_5979'],0.5,0.1,2560.0,0.0458859731751122,0.0534670504278445,0.2771183588910928,0.2868239081945799,0.2279963531804474,0.2227109606665617,0.1203065812587738,0.1093095690011978,0.0234709177166223,0.0221155565232038,0.1532022118529049,0.1487130005184612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2vyvwgz,True,1000,sum,['nt_window_5979'],0.5,0.1,,0.0458859731751122,0.0534670504278445,0.2771183588910927,0.2868239081945798,0.2279963531804474,0.2227109606665617,0.1203065812587738,0.1093095690011978,0.0234709177166223,0.0221155565232038,0.1532022118529049,0.1487130005184612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny7nwa3d,True,1000,sum,['nt_window_5979'],0.1,0.9,,0.0364078160746017,0.0427460509315801,0.2771180647046711,0.2868237632696626,0.2279963531804474,0.2227109606665617,0.1209797859191894,0.1098293587565422,0.0237040780484676,0.0223660543560981,0.1539612874993829,0.1495528480374017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
