,minimum,maximum,width
r_0130,0.0,1.1095200000002647,1.1095200000002647
r_0131,0.0,1.1095200000001457,1.1095200000001457
r_0132,-4.590867086942099e-20,1.1095200000000984,1.1095200000000984
r_0133,0.0,1.1095200000000378,1.1095200000000378
r_0134,0.0,1.1095200000001968,1.1095200000001968
r_0135,0.0,1.1095200000000167,1.1095200000000167
r_0137,0.0,0.0,0.0
r_0138,0.0,0.7971629141462933,0.7971629141462933
r_0139,0.0,1.116028079804741,1.116028079804741
r_0140,0.0,0.7971629141462968,0.7971629141462968
r_0142,0.0,1.8600467996746801,1.8600467996746801
r_0143,0.0,1.3869000000000344,1.3869000000000344
r_0144,0.010745257838759978,0.7042821203552829,0.6935368625165229
r_0145,1.4679319295574008e-05,0.17857565920053045,0.17856097988123487
r_0146,0.0,0.0,0.0
r_0147,0.0,1.1095200000000833,1.1095200000000833
r_0148,0.4830755935368996,2.391496212473715,1.9084206189368156
r_0149,0.0,1.8492000000002013,1.8492000000002013
r_0150,0.0,1.8492000000000248,1.8492000000000248
r_0151,0.007911616961928237,0.1087954140159453,0.10088379705401705
r_0152,0.010087166522284387,1.3969871665223748,1.3869000000000904
r_0153,0.010087166522284387,1.396987166522441,1.3869000000001566
r_0154,0.0050999136510999354,0.4385738939605638,0.4334739803094638
r_0155,0.0,0.0,0.0
r_0156,0.0,1.3112639940986097,1.3112639940986097
r_0157,0.04071675301175088,0.04524082868459112,0.004524075672840237
r_0158,0.0,0.06085420653849111,0.06085420653849111
r_0159,0.0,1.10951823529254,1.10951823529254
r_0160,0.0,1.109518235292407,1.109518235292407
r_0161,0.0,1.1095182352925015,1.1095182352925015
r_0162,0.0,0.04491285948211527,0.04491285948211527
r_0163,0.0,1000.0,1000.0
r_0164,0.0,0.0,0.0
r_0165,0.0,7.460583853401698,7.460583853401698
r_0166,0.0,0.08043484379531562,0.08043484379531562
r_0167,0.0,0.08043484379532095,0.08043484379532095
r_0168,0.0,0.07928528192887493,0.07928528192887493
r_0169,0.0,0.054688322190318474,0.054688322190318474
r_0170,0.0,0.054688322190317364,0.054688322190317364
r_0171,0.0,0.05415716132988275,0.05415716132988275
r_0172,1.4679319295613564e-05,0.17857541972868793,0.17856074040939232
r_0173,0.0,1.4083262862084969,1.4083262862084969
r_0174,0.0,1.2105085503821567,1.2105085503821567
r_0175,0.0,0.6396985453262841,0.6396985453262841
r_0176,0.0,0.0,0.0
r_0177,0.0,0.0,0.0
r_0178,0.0,0.0,0.0
r_0179,0.0,0.08161823122794089,0.08161823122794089
r_0180,0.0,0.08161823122846333,0.08161823122846333
r_0181,0.0,0.08043484379582994,0.08043484379582994
r_0182,0.0,0.10354636404359864,0.10354636404359864
r_0183,0.0,0.10354636404361732,0.10354636404361732
r_0184,0.0,0.10164907651716547,0.10164907651716547
r_0185,0.0,0.0,0.0
r_0186,0.0,0.04310674701951033,0.04310674701951033
r_0187,0.0,0.04310674701951053,0.04310674701951053
r_0188,0.0,5.442507365695116e-06,5.442507365695116e-06
r_0189,0.0,0.0,0.0
r_0190,0.0,0.0,0.0
r_0191,0.0,0.3082000000000064,0.3082000000000064
r_0192,0.0,0.0,0.0
r_0193,0.0,0.6934500000000655,0.6934500000000655
r_0194,0.0,0.6934500000000837,0.6934500000000837
r_0195,0.010549794659534312,0.7039997946596155,0.6934500000000812
r_0198,0.0,0.0,0.0
r_0199,0.0,0.0,0.0
r_0200,0.0,0.0,0.0
r_0201,0.0,2.773799999999985,2.773799999999985
r_0202,0.002989357547113526,0.286087949096423,0.28309859154930944
r_0203,0.002989357547113526,0.04740005997440824,0.04441070242729472
r_0204,0.0,1.8492000000001803,1.8492000000001803
r_0205,0.0,0.0,0.0
r_0206,0.0,0.36984000000004263,0.36984000000004263
r_0207,0.014261512881008602,0.3841015128810429,0.3698400000000343
r_0208,0.014261512881008603,0.38410151288104294,0.36984000000003436
r_0209,0.014261512881008603,0.01584612542334302,0.001584612542334416
r_0210,0.0,0.0,0.0
r_0211,0.009025488030182018,0.7024754880301964,0.6934500000000144
r_0212,0.009025488030182018,0.010028320033535692,0.0010028320033536736
r_0213,0.0,0.0,0.0
r_0214,0.008287505820637826,0.06732336832995055,0.059035862509312725
r_0215,0.02208593586313893,0.5483501402946908,0.5262642044315519
r_0216,-1.4849612202367828,0.321609336541734,1.8065705567785169
r_0217,0.0,0.0,0.0
r_0218,-0.4196705567784018,0.12611047965447356,0.5457810364328753
r_0219,0.022085935863139016,0.5483501402946784,0.5262642044315394
r_0220,0.026401994157473765,0.029335549063859826,0.0029335549063860614
r_0221,0.0,0.0,0.0
r_0222,0.0,1.8492000000001214,1.8492000000001214
r_0223,0.0,0.0,0.0
r_0224,0.0,0.0,0.0
r_0225,0.005883872458475378,0.08189921912879884,0.07601534667032346
r_0226,4.8004972572547215,9.350166969944322,4.5496697126896
r_0227,0.0,1.910058778617258,1.910058778617258
r_0228,0.0,0.0,0.0
r_0229,0.0,0.0,0.0
r_0230,0.0,0.0,0.0
r_0231,0.002849134675238418,0.014808063109362918,0.0119589284341245
r_0233,0.0,0.013394446444061648,0.013394446444061648
r_0234,0.0028491346752384174,0.014157278473632488,0.011308143798394071
r_0235,0.002849134675238418,0.01415727847363377,0.011308143798395353
r_0236,0.0028491346752384174,0.014157278473633772,0.011308143798395355
r_0237,0.0028491346752384174,0.014157278473633772,0.011308143798395355
r_0238,0.0028491346752384174,0.014157278473633772,0.011308143798395355
r_0239,0.0028491346752384174,0.014157278473633772,0.011308143798395355
r_0240,0.0028491346752384174,0.014157278473633772,0.011308143798395355
r_0241,0.002849134675238417,0.014157278473633772,0.011308143798395355
r_0242,0.0,0.01339444644406182,0.01339444644406182
r_0243,0.0,0.013590583758900652,0.013590583758900652
r_0244,0.002849134675238418,0.013544938758459107,0.01069580408322069
r_0249,0.0,0.0,0.0
r_0250,0.02254901870164644,0.4819440042303055,0.45939498552865904
r_0252,0.0,1.3134492061278922,1.3134492061278922
r_0253,0.0,0.47422477721032485,0.47422477721032485
r_0254,0.0,1.3134492061279894,1.3134492061279894
r_0255,0.0,0.5781232212769982,0.5781232212769982
r_0256,0.0,0.2351076453636522,0.2351076453636522
r_0259,0.0,-1.6713556194348949e-35,-1.6713556194348949e-35
r_0260,0.0,1.3508976555744166e-36,1.3508976555744166e-36
r_0261,0.0,0.0,0.0
r_0262,0.0,0.0,0.0
r_0263,0.0,1.1095200000000323,1.1095200000000323
r_0264,0.0,1.1095200000000582,1.1095200000000582
r_0265,0.0,1.1095200000000816,1.1095200000000816
r_0266,0.0,1.1095200000001075,1.1095200000001075
r_0267,0.0,0.0,0.0
r_0268,0.0,0.0,0.0
r_0269,0.0,0.0,0.0
r_0270,0.0,0.0,0.0
r_0271,0.0,0.0,0.0
r_0272,0.001824098512717724,0.0020267761252419428,0.0002026776125242187
r_0273,0.0,0.6934500000000416,0.6934500000000416
r_0274,0.0,0.693450000000077,0.693450000000077
r_0278,0.02093522727846396,0.20222916080173553,0.18129393352327156
r_0279,0.02392948308268706,0.20522341660596,0.18129393352327294
r_0280,-1000.0,999.9999999999998,1999.9999999999998
r_0281,0.0,0.0,0.0
r_0282,0.0,0.0,0.0
r_0283,0.0,0.0,0.0
r_0284,0.0,-6.439596218953053e-19,-6.439596218953053e-19
r_0285,0.0,0.0,0.0
r_0286,0.0,0.0,0.0
r_0287,0.0,-7.359538535946347e-19,-7.359538535946347e-19
r_0288,0.0,-7.512862255445229e-19,-7.512862255445229e-19
r_0289,0.0,-1.5264228074555384e-18,-1.5264228074555384e-18
r_0290,0.0,-7.727515462743663e-19,-7.727515462743663e-19
r_0291,0.0,0.0,0.0
r_0292,0.0,0.0,0.0
r_0293,0.0,0.0,0.0
r_0294,0.0,0.0,0.0
r_0295,0.0,0.0,0.0
r_0296,0.0,0.0,0.0
r_0297,0.0,0.0,0.0
r_0298,0.0,0.0,0.0
r_0299,0.0,0.0,0.0
r_0300,0.0,1.442792117618152,1.442792117618152
r_0301,0.0,0.5185520996425128,0.5185520996425128
r_0302,-999.9999999999995,1000.0,1999.9999999999995
r_0303,-999.9999999999998,1000.0,1999.9999999999998
r_0304,7.725957255875978e-08,0.008784840355759719,0.00878476309618716
r_0306,0.0,0.3890260125363517,0.3890260125363517
r_0307,0.0,0.49051105928492184,0.49051105928492184
r_0308,0.0,1.3166209717851258,1.3166209717851258
r_0309,0.0006004814599314197,1.3172214532450717,1.3166209717851403
r_0310,0.0006004814599314197,0.2237306902643789,0.22313020880444748
r_0311,0.0,0.2231302088044668,0.2231302088044668
r_0312,0.0,0.0,0.0
r_0313,0.000585724881063046,0.0006508054234033248,6.508054234027883e-05
r_0314,0.0,0.48672338550174193,0.48672338550174193
r_0315,0.0,1.849197058818955,1.849197058818955
r_0317,0.002849134675238417,0.014808044094004493,0.011958909418766076
r_0318,0.0,0.48672338550179045,0.48672338550179045
r_0319,0.0,0.0,0.0
r_0320,0.0,0.0,0.0
r_0321,0.0,0.0,0.0
r_0322,0.0,0.0,0.0
r_0323,0.0,0.0,0.0
r_0326,-1.8490734435063514,0.04728661457437831,1.8963600580807296
r_0327,0.0,1.1095200000002015,1.1095200000002015
r_0328,0.0,0.0,0.0
r_0329,0.0,1.8492000000001905,1.8492000000001905
r_0330,-0.00020602553712921123,1.8490145770167032,1.8492206025538325
r_0331,0.0,0.0,0.0
r_0332,0.0,0.0,0.0
r_0334,0.0,0.21617161723103678,0.21617161723103678
r_0335,0.0,0.0,0.0
r_0340,-1.1095200000000742,1.4576655916337209e-35,1.1095200000000742
r_0341,-1.109520000000055,0.0,1.109520000000055
r_0342,0.0,1000.0,1000.0
r_0343,0.0,1000.0,1000.0
r_0344,0.00028303271424530354,0.047536991018013224,0.04725395830376792
r_0345,0.0,0.0,0.0
r_0346,4.8982571092640874e-06,5.442507899176174e-06,5.442507899120869e-07
r_0347,4.898257109264087e-06,5.442507899178273e-06,5.442507899141867e-07
r_0348,-4.012439990735207e-18,5.442507899178274e-06,5.4425078991822865e-06
r_0349,-0.06732336832995468,-0.008287505820637824,0.05903586250931686
r_0350,0.0,5.442507899176741e-06,5.442507899176741e-06
r_0351,-8.28539893605355e-18,5.4425046955360225e-06,5.442504695544308e-06
r_0352,0.04980129619328653,0.16124812009044526,0.11144682389715874
r_0353,0.01710139157310392,0.10222383679577648,0.08512244522267257
r_0354,0.0,2.7738000000261662,2.7738000000261662
r_0355,0.005698346610049392,0.030434510860117652,0.02473616425006826
r_0356,0.0,0.0,0.0
r_0357,0.0,1.849200000017469,1.849200000017469
r_0358,0.0,1.8492000000016156,1.8492000000016156
r_0359,0.0,0.0,0.0
r_0360,0.0,0.0,0.0
r_0361,0.054239310456092794,0.0602659005067749,0.006026590050682103
r_0362,0.05423931045609279,0.06026590050682621,0.006026590050733423
r_0363,0.0,1.1095200000103935,1.1095200000103935
r_0364,0.0,1.1097981344643129,1.1097981344643129
r_0365,0.0,0.0,0.0
r_0366,-0.3728048320108286,1.5598064156475822,1.9326112476584107
r_0368,0.0,0.0,0.0
r_0369,0.0,1.1942691195250774,1.1942691195250774
r_0370,0.0,0.0,0.0
r_0373,0.0,0.0,0.0
r_0399,-0.028783016418326014,1.109520000000091,1.1383030164184171
r_0400,-0.693447627304376,1.1095200000001,1.8029676273044761
r_0402,-0.6934476273043425,1.1095200000001946,1.802967627304537
r_0410,-0.03268127470388667,1.109520000000168,1.1422012747040546
r_0412,-0.6934476273044113,1.109520000000179,1.8029676273045903
r_0436,7.725957255875978e-08,0.008784840355769529,0.00878476309619697
r_0437,0.0,0.0,0.0
r_0438,8.022950248296661,10.604444701833485,2.5814944535368234
r_0439,4.011475124148361,5.302222350916803,1.290747226768442
r_0440,0.0,8.438847591491299e-07,8.438847591491299e-07
r_0441,0.0,5.293935463172568,5.293935463172568
r_0442,0.0,4.668603109473066,4.668603109473066
r_0443,0.0,0.0,0.0
r_0445,0.0,0.7769502519848761,0.7769502519848761
r_0446,0.0,0.7684087987665652,0.7684087987665652
r_0447,-0.8078930147074096,-4.153280641673721e-16,0.8078930147074092
r_0448,0.0,1.849200000000072,1.849200000000072
r_0449,0.0,1.849200000000071,1.849200000000071
r_0450,-1.849193672811834,2.642520200131976,4.49171387294381
r_0451,-0.06771962141838017,2.058279695660583,2.1259993170789633
r_0452,-1.1980998994147265,1.857326556471522,3.0554264558862485
r_0453,0.00828750582063782,0.06732336832995489,0.05903586250931707
r_0454,-8.318897680230949e-07,5.293935463172692,5.293936295062459
r_0455,1.916412763461087e-31,8.346656054379961e-07,8.346656054379961e-07
r_0457,0.0,0.0,0.0
r_0458,0.0,0.0,0.0
r_0459,0.0,1000.0,1000.0
r_0460,7.725957275382146e-08,0.924600077258448,0.9245999999988752
r_0461,0.0,0.0,0.0
r_0462,0.005698346610049396,0.030434510859861874,0.024736164249812478
r_0463,0.0,1.1095199999989669,1.1095199999989669
r_0464,0.0,1.1095199999975642,1.1095199999975642
r_0465,0.0,1.8491999999985493,1.8491999999985493
r_0466,0.0,2.9330849780392083,2.9330849780392083
r_0467,-2.0585886700773224,0.8745244599902342,2.9331131300675564
r_0468,0.0,0.81455884781862,0.81455884781862
r_0469,0.0,0.9873276908559953,0.9873276908559953
r_0470,0.0,4.6685993647919,4.6685993647919
r_0471,0.0,5.09404392111568,5.09404392111568
r_0472,0.0,1.9897736271923683,1.9897736271923683
r_0473,0.0,0.8145588478186718,0.8145588478186718
r_0475,0.0,1.8491970588188478,1.8491970588188478
r_0476,0.07163129057564681,2.0614049177684906,1.9897736271928437
r_0477,0.0018240985127177228,1.8510211573317825,1.8491970588190647
r_0478,0.009353849218849037,0.01039316396200054,0.0010393147431515034
r_0479,0.02678360264183058,0.029759553231702613,0.0029759505898720347
r_0480,0.0,0.0,0.0
r_0481,0.0,0.57812230177484,0.57812230177484
r_0482,0.0,0.0,0.0
r_0483,0.0,0.578122301774797,0.578122301774797
r_0484,0.0,0.0,0.0
r_0485,7.725957275382143e-08,0.9245986066690743,0.9245985294095016
r_0486,0.007945725307168526,1.5598062611282049,1.5518605358210364
r_0487,0.0,2.7737955882287086,2.7737955882287086
r_0488,0.0,1.8491970588189737,1.8491970588189737
r_0489,0.0,2.773795588228223,2.773795588228223
r_0490,0.0,5.2939341652106275,5.2939341652106275
r_0491,0.0,8.056685881696843,8.056685881696843
r_0492,0.0,7.460589470348359,7.460589470348359
r_0497,0.0,0.3083835466447505,0.3083835466447505
r_0499,0.0079116169619269,0.10879534627029554,0.10088372930836864
r_0500,0.0,0.0,0.0
r_0501,0.0,0.7163205104420163,0.7163205104420163
r_0502,-0.7310920053805551,0.2391425877221692,0.9702345931027243
r_0503,-0.686109657188915,0.764814014039545,1.4509236712284599
r_0504,0.0,0.7163205104420398,0.7163205104420398
r_0505,0.0,1.2878600476671946,1.2878600476671946
r_0506,0.0,0.7163205104420785,0.7163205104420785
r_0507,0.0,0.7163205104420298,0.7163205104420298
r_0508,0.0,0.7163205104420298,0.7163205104420298
r_0509,0.0,0.7163205104420399,0.7163205104420399
r_0510,0.02757316892011132,2.801368757151257,2.7737955882311454
r_0511,0.0,2.7737955882313816,2.7737955882313816
r_0512,0.025771894766773988,0.02863543356918579,0.0028635388024118025
r_0514,0.00370832289811498,0.43044610570291164,0.4267377828047967
r_0518,0.0,0.0,0.0
r_0519,0.0,0.0,0.0
r_0520,0.0,0.0,0.0
r_0521,0.0,0.0,0.0
r_0522,0.0,0.0,0.0
r_0523,0.0,0.0,0.0
r_0524,4.898257109265102e-06,5.442506937368182e-06,5.442498281030802e-07
r_0525,7.72595705210118e-05,8.584395207489703e-05,8.584381553885232e-06
r_0526,0.0,0.42673778280478675,0.42673778280478675
r_0527,0.0,1.1095182352924664,1.1095182352924664
r_0528,0.0,1.849464639631871,1.849464639631871
r_0529,-1.8492000000001847,1.8494646396317813,3.698664639631966
r_0530,7.725957255875978e-08,0.008784826463804038,0.008784749204231479
r_0531,7.725957255875978e-08,0.008784826463802714,0.008784749204230155
r_0532,0.0,0.0,0.0
r_0533,0.0,0.0,0.0
r_0534,0.9036473530637679,2.386900000000209,1.483252646936441
r_0535,0.0,0.0,0.0
r_0536,0.005883872458475378,0.08189921912880414,0.07601534667032876
r_0537,0.005883872458475378,0.0818992191288013,0.07601534667032592
r_0538,0.005883872458475378,0.0818992191288013,0.07601534667032592
r_0539,0.005883872458475378,0.0065376360649726855,0.0006537636064973072
r_0540,0.0,0.0,0.0
r_0541,0.0,0.0,0.0
r_0542,0.02539915972968108,0.10019288242827469,0.0747937226985936
r_0543,0.0,0.0,0.0
r_0544,0.0,0.693450000000029,0.693450000000029
r_0545,0.02539915972968108,0.10019288242828081,0.07479372269859973
r_0546,0.0,0.5483501402946925,0.5483501402946925
r_0547,0.0,0.5061687100649402,0.5061687100649402
r_0548,0.016986022212039004,0.5432495222525946,0.5262635000405556
r_0549,0.0050999136510999675,0.2282298172627707,0.22312990361167073
r_0550,0.0,0.5781223017753956,0.5781223017753956
r_0551,0.0,0.0,0.0
r_0552,0.0,0.3342727872055254,0.3342727872055254
r_0553,0.0,1000.0,1000.0
r_0554,0.0,0.0,0.0
r_0555,0.0,6.278098559401607e-19,6.278098559401607e-19
r_0556,-2.2277897683658598e-23,0.6934489897701078,0.6934489897701078
r_0557,7.725957255875979e-08,0.008784826463813558,0.008784749204240999
r_0558,0.017095039830148172,0.10093322513571201,0.08383818530556383
r_0560,0.017095039830148175,0.10093322513571165,0.08383818530556347
r_0561,9.27114905838706e-08,0.6934489897700812,0.6934488970585906
r_0562,0.0,1.1095182352937247,1.1095182352937247
r_0563,0.005883872458475378,0.08189909822538465,0.07601522576690926
r_0564,0.005883872458475379,0.08189909822537493,0.07601522576689955
r_0565,0.003708322898114991,0.09743044750955823,0.09372212461144325
r_0566,0.0029893575471136315,0.2860874307239454,0.2830980731768317
r_0567,0.0,0.04441062152293844,0.04441062152293844
r_0568,0.0,2.2145961390860074,2.2145961390860074
r_0569,0.0,3.3218942086293217,3.3218942086293217
r_0570,0.013795489420400726,0.11467910174942104,0.10088361232902032
r_0571,0.0,0.9245983069954979,0.9245983069954979
r_0572,0.0,0.0,0.0
r_0573,0.0,0.0,0.0
r_0574,0.0,0.0,0.0
r_0575,0.0,0.0,0.0
r_0596,0.0,0.0,0.0
r_0597,0.0,0.0,0.0
r_0598,0.0,0.0,0.0
r_0599,0.0,0.0,0.0
r_0600,0.0,0.0,0.0
r_0601,0.0,0.0,0.0
r_0602,0.0,0.0,0.0
r_0603,0.0,0.0,0.0
r_0604,0.0,0.0,0.0
r_0605,0.0,0.0,0.0
r_0606,-6.8186843654307e-36,0.0,6.8186843654307e-36
r_0607,0.0,0.0,0.0
r_0608,0.0,0.0,0.0
r_0609,0.0,0.0,0.0
r_0610,0.0,0.0,0.0
r_0611,0.0,0.0,0.0
r_0612,3.741901032856029e-17,0.0,-3.741901032856029e-17
r_0613,7.331219799720055e-33,0.0,-7.331219799720055e-33
r_0614,0.0,-8.38171945608041e-20,-8.38171945608041e-20
r_0615,0.0,-6.479451073402234e-36,-6.479451073402234e-36
r_0616,0.0,0.0,0.0
r_0617,0.0,0.0,0.0
r_0618,0.0,0.0,0.0
r_0619,0.0,0.0,0.0
r_0620,0.0,0.0,0.0
r_0621,0.0,0.0,0.0
r_0622,0.0,0.0,0.0
r_0623,0.0,0.0,0.0
r_0624,0.0,0.0,0.0
r_0625,0.0,0.0,0.0
r_0626,0.0,0.0,0.0
r_0627,0.0,0.0,0.0
r_0628,0.0,0.0,0.0
r_0629,0.0,0.0,0.0
r_0630,0.0,0.0,0.0
r_0631,0.0,0.0,0.0
r_0632,0.0,0.0,0.0
r_0633,0.0,0.0,0.0
r_0634,0.0,0.0,0.0
r_0635,0.0,0.0,0.0
r_0636,0.0,0.0,0.0
r_0637,0.0,0.0,0.0
r_0638,0.0,0.0,0.0
r_0639,0.0,0.0,0.0
r_0640,0.0,0.0,0.0
r_0641,0.0,0.0,0.0
r_0642,0.0,0.0,0.0
r_0643,0.0,0.0,0.0
r_0644,0.0,0.0,0.0
r_0645,0.0,0.0,0.0
r_0646,0.0,0.6936976908485398,0.6936976908485398
r_0647,0.0,0.6936976908485157,0.6936976908485157
r_0648,0.0,0.6936976908484419,0.6936976908484419
r_0649,0.0,0.6936976908485118,0.6936976908485118
r_0650,0.0,0.6936976908484721,0.6936976908484721
r_0651,0.0,0.6936976908484246,0.6936976908484246
r_0652,0.0,0.693697690848498,0.693697690848498
r_0653,0.0,0.6936976908484376,0.6936976908484376
r_0654,0.0,0.6936976908485325,0.6936976908485325
r_0655,0.0,0.6936976908485212,0.6936976908485212
r_0656,0.0,1.1095200000000924,1.1095200000000924
r_0657,0.0,1.1095200000000627,1.1095200000000627
r_0658,0.0,7.002904664210012,7.002904664210012
r_0659,-6.929659428262543,1.1516725715951204,8.081331999857664
r_0661,0.0,0.1261104796544768,0.1261104796544768
r_0662,0.0,1.3112639940986428,1.3112639940986428
r_0663,-0.09638679960512399,1.7452686223770884,1.8416554219822123
r_0664,-1.7623727542619456,0.0,1.7623727542619456
r_0665,0.017101391573103922,0.01900153896841413,0.001900147395310206
r_0666,0.0,0.0,0.0
r_0667,0.005698346610049392,0.03043442623937632,0.02473607962932693
r_0668,0.0,0.0,0.0
r_0669,0.017101391573103922,0.10222354554160873,0.08512215396850481
r_0670,0.0,0.2830976229044162,0.2830976229044162
r_0671,0.0004689656046057906,0.0005211756093757823,5.2210004769991656e-05
r_0672,-1000.0000000000002,0.0,1000.0000000000002
r_0673,0.0,1000.0,1000.0
r_0674,-2.7737955882314473,0.0,2.7737955882314473
r_0675,0.0,0.0,0.0
r_0676,0.0,0.0,0.0
r_0678,0.025399159729681077,0.10019262651537073,0.07479346678568966
r_0679,0.0,0.6934476273030951,0.6934476273030951
r_0680,0.0,0.6934476273028609,0.6934476273028609
r_0681,0.0,0.0,0.0
