path:sce00071	sce:YBR145W
path:sce00071	sce:YDL168W
path:sce00071	sce:YER015W
path:sce00071	sce:YER073W
path:sce00071	sce:YGL205W
path:sce00071	sce:YGL256W
path:sce00071	sce:YIL009W
path:sce00071	sce:YIL160C
path:sce00071	sce:YLR284C
path:sce00071	sce:YMR083W
path:sce00071	sce:YMR110C
path:sce00071	sce:YMR169C
path:sce00071	sce:YMR170C
path:sce00071	sce:YMR246W
path:sce00071	sce:YMR303C
path:sce00071	sce:YOL086C
path:sce00071	sce:YOR317W
path:sce00071	sce:YOR374W
path:sce00071	sce:YPL028W
path:sce00071	sce:YPL061W
