term,name,namespace,go_level,stratum,direct_genes,contained_genes,n_children,n_parents,width
GO:0008173,RNA methyltransferase activity,molecular_function,4,6,7,19,2,1,20
GO:0008177,succinate dehydrogenase (quinone) activity,molecular_function,5,6,6,6,0,1,20
GO:0008235,metalloexopeptidase activity,molecular_function,5,6,5,14,1,1,20
GO:0008266,poly(U) RNA binding,molecular_function,6,6,7,7,0,1,20
GO:0008276,protein methyltransferase activity,molecular_function,3,6,3,26,2,1,20
GO:0008299,isoprenoid biosynthetic process,biological_process,5,6,12,12,1,1,20
GO:0008318,protein prenyltransferase activity,molecular_function,3,6,5,7,1,1,20
GO:0008374,O-acyltransferase activity,molecular_function,5,6,9,9,0,1,20
GO:0008375,acetylglucosaminyltransferase activity,molecular_function,5,6,1,6,1,2,20
GO:0008379,thioredoxin peroxidase activity,molecular_function,5,6,5,5,0,1,20
GO:0008654,phospholipid biosynthetic process,biological_process,5,6,37,88,3,2,20
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,molecular_function,5,6,56,61,2,1,20
GO:0008801,beta-phosphoglucomutase activity,molecular_function,5,6,4,4,0,1,20
GO:0008865,fructokinase activity,molecular_function,6,6,5,5,0,2,20
GO:0009062,fatty acid catabolic process,biological_process,5,6,3,14,1,2,20
GO:0009073,aromatic amino acid family biosynthetic process,biological_process,6,6,12,22,2,2,20
GO:0009074,aromatic amino acid family catabolic process,biological_process,6,6,3,11,3,1,20
GO:0009082,branched-chain amino acid biosynthetic process,biological_process,6,6,13,16,3,2,20
GO:0009083,branched-chain amino acid catabolic process,biological_process,5,6,9,9,0,2,20
GO:0009086,methionine biosynthetic process,biological_process,6,6,28,28,0,3,20
GO:0009116,nucleoside metabolic process,biological_process,5,6,2,5,1,1,20
GO:0009228,thiamine biosynthetic process,biological_process,6,6,10,10,0,1,20
GO:0009249,protein lipoylation,biological_process,6,6,5,5,0,1,20
GO:0009306,protein secretion,biological_process,4,6,15,15,0,1,20
GO:0009313,oligosaccharide catabolic process,biological_process,5,6,1,10,1,2,20
GO:0009395,phospholipid catabolic process,biological_process,5,6,8,10,1,2,20
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,biological_process,8,6,4,4,0,3,20
GO:0015035,protein-disulfide reductase activity,molecular_function,3,6,11,11,0,1,20
GO:0015038,glutathione disulfide oxidoreductase activity,molecular_function,5,6,4,6,1,1,20
GO:0015079,potassium ion transmembrane transporter activity,molecular_function,6,6,5,5,0,1,20
GO:0015085,calcium ion transmembrane transporter activity,molecular_function,6,6,1,1,0,1,20
GO:0015095,magnesium ion transmembrane transporter activity,molecular_function,6,6,6,6,0,1,20
GO:0015183,L-aspartate transmembrane transporter activity,molecular_function,5,6,4,4,0,2,20
GO:0015295,solute:proton symporter activity,molecular_function,6,6,2,30,2,1,20
GO:0015691,cadmium ion transport,biological_process,8,6,2,7,1,1,20
GO:0015755,fructose transmembrane transport,biological_process,6,6,16,16,0,1,20
GO:0015757,galactose transmembrane transport,biological_process,6,6,6,6,0,1,20
GO:0015761,mannose transmembrane transport,biological_process,6,6,16,16,0,1,20
GO:0015926,glucosidase activity,molecular_function,5,6,7,23,2,1,20
GO:0016036,cellular response to phosphate starvation,biological_process,5,6,5,5,0,1,20
GO:0016070,RNA metabolic process,biological_process,5,6,6,682,9,1,20
GO:0016125,sterol metabolic process,biological_process,6,6,8,39,2,1,20
GO:0016255,attachment of GPI anchor to protein,biological_process,6,6,5,5,0,1,20
GO:0016407,acetyltransferase activity,molecular_function,5,6,5,36,1,1,20
GO:0016409,palmitoyltransferase activity,molecular_function,5,6,10,10,1,1,20
GO:0016462,pyrophosphatase activity,molecular_function,5,6,2,338,2,1,20
GO:0016485,protein processing,biological_process,6,6,11,35,3,2,20
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,molecular_function,5,6,25,32,2,1,20
GO:0016791,phosphatase activity,molecular_function,5,6,50,83,3,1,20
GO:0016972,thiol oxidase activity,molecular_function,5,6,4,4,0,2,20
GO:0016973,poly(A)+ mRNA export from nucleus,biological_process,7,6,33,33,0,1,20
GO:0017004,cytochrome complex assembly,biological_process,6,6,1,29,1,1,20
GO:0017057,6-phosphogluconolactonase activity,molecular_function,5,6,4,4,0,1,20
GO:0017148,negative regulation of translation,biological_process,8,6,21,26,1,2,20
GO:0018022,peptidyl-lysine methylation,biological_process,6,6,1,6,1,1,20
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,molecular_function,5,6,7,20,2,1,20
GO:0019104,DNA N-glycosylase activity,molecular_function,4,6,2,2,0,1,20
GO:0019205,nucleobase-containing compound kinase activity,molecular_function,5,6,3,3,0,1,20
GO:0019238,cyclohydrolase activity,molecular_function,5,6,1,1,0,1,20
GO:0019249,lactate biosynthetic process,biological_process,8,6,5,5,0,1,20
GO:0019395,fatty acid oxidation,biological_process,6,6,2,13,1,1,20
GO:0019646,aerobic electron transport chain,biological_process,6,6,1,37,3,2,20
GO:0022618,protein-RNA complex assembly,biological_process,6,6,2,134,10,1,20
GO:0022625,cytosolic large ribosomal subunit,cellular_component,5,6,88,88,0,1,27
GO:0022627,cytosolic small ribosomal subunit,cellular_component,5,6,62,62,0,1,20
GO:0030036,actin cytoskeleton organization,biological_process,3,6,22,53,2,2,20
GO:0030261,chromosome condensation,biological_process,6,6,8,20,2,1,20
GO:0030295,protein kinase activator activity,molecular_function,5,6,14,21,1,1,20
GO:0030473,nuclear migration along microtubule,biological_process,5,6,11,17,1,1,20
GO:0030474,spindle pole body duplication,biological_process,4,6,13,13,0,1,20
GO:0030659,cytoplasmic vesicle membrane,cellular_component,5,6,15,124,2,1,20
GO:0030865,cortical cytoskeleton organization,biological_process,6,6,1,19,1,1,20
GO:0031055,chromatin remodeling at centromere,biological_process,6,6,3,3,0,1,20
GO:0031365,N-terminal protein amino acid modification,biological_process,6,6,1,7,1,1,20
GO:0031990,mRNA export from nucleus in response to heat stress,biological_process,4,6,9,9,0,2,20
GO:0032038,myosin II heavy chain binding,molecular_function,6,6,4,4,0,2,20
GO:0032135,DNA insertion or deletion binding,molecular_function,6,6,3,5,1,1,20
GO:0032185,septin cytoskeleton organization,biological_process,6,6,7,29,1,1,20
GO:0032200,telomere organization,biological_process,6,6,1,62,1,1,20
GO:0032456,endocytic recycling,biological_process,4,6,9,9,0,1,20
GO:0032509,endosome transport via multivesicular body sorting pathway,biological_process,4,6,8,42,1,2,20
GO:0032543,mitochondrial translation,biological_process,6,6,100,100,0,1,30
GO:0032581,ER-dependent peroxisome organization,biological_process,6,6,4,4,0,1,20
GO:0032968,positive regulation of transcription elongation by RNA polymerase II,biological_process,11,6,32,32,0,3,20
GO:0033108,mitochondrial respiratory chain complex assembly,biological_process,6,6,5,57,5,1,20
GO:0033934,"glucan 1,4-alpha-maltotriohydrolase activity",molecular_function,5,6,7,7,0,1,20
GO:0034198,cellular response to amino acid starvation,biological_process,5,6,5,5,0,1,20
GO:0034599,cellular response to oxidative stress,biological_process,4,6,70,70,0,2,21
GO:0034728,nucleosome organization,biological_process,6,6,4,36,2,1,20
GO:0035672,oligopeptide transmembrane transport,biological_process,3,6,4,4,0,2,20
GO:0035725,sodium ion transmembrane transport,biological_process,5,6,8,8,0,3,20
GO:0035925,mRNA 3'-UTR AU-rich region binding,molecular_function,6,6,4,4,0,1,20
GO:0035999,tetrahydrofolate interconversion,biological_process,5,6,7,7,0,2,20
GO:0036205,histone catabolic process,biological_process,6,6,5,5,0,1,20
GO:0042147,"retrograde transport, endosome to Golgi",biological_process,4,6,31,37,1,2,20
GO:0042149,cellular response to glucose starvation,biological_process,5,6,11,11,0,1,20
GO:0042542,response to hydrogen peroxide,biological_process,5,6,5,5,0,1,20
GO:0043047,single-stranded telomeric DNA binding,molecular_function,6,6,10,10,0,1,20
GO:0043248,proteasome assembly,biological_process,6,6,14,22,1,1,20
GO:0043488,regulation of mRNA stability,biological_process,4,6,5,34,2,2,20
GO:0043555,regulation of translation in response to stress,biological_process,8,6,2,2,0,1,20
GO:0044042,glucan metabolic process,biological_process,5,6,1,27,2,1,20
GO:0044773,mitotic DNA damage checkpoint signaling,biological_process,6,6,2,16,3,2,20
GO:0045033,peroxisome inheritance,biological_process,6,6,5,5,0,1,20
GO:0045047,protein targeting to ER,biological_process,5,6,10,21,2,1,20
GO:0045324,late endosome to vacuole transport,biological_process,3,6,19,48,1,2,20
GO:0045338,farnesyl diphosphate metabolic process,biological_process,6,6,1,4,1,1,20
GO:0045727,positive regulation of translation,biological_process,8,6,13,38,4,2,20
GO:0045732,positive regulation of protein catabolic process,biological_process,7,6,5,12,1,1,20
GO:0045740,positive regulation of DNA replication,biological_process,8,6,1,2,1,2,20
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,biological_process,8,6,6,6,0,2,20
GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,biological_process,6,6,2,11,1,2,20
GO:0045911,positive regulation of DNA recombination,biological_process,8,6,1,1,0,2,20
GO:0046084,adenine biosynthetic process,biological_process,6,6,2,2,0,1,20
GO:0046390,ribose phosphate biosynthetic process,biological_process,5,6,1,6,1,2,20
GO:0046654,tetrahydrofolate biosynthetic process,biological_process,6,6,5,5,0,2,20
GO:0046656,folic acid biosynthetic process,biological_process,5,6,6,6,0,3,20
GO:0046835,carbohydrate phosphorylation,biological_process,5,6,15,15,0,2,20
GO:0046839,phospholipid dephosphorylation,biological_process,6,6,3,11,1,2,20
GO:0046915,transition metal ion transmembrane transporter activity,molecular_function,6,6,5,25,5,1,20
GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,4,6,17,17,0,2,20
GO:0047372,monoacylglycerol lipase activity,molecular_function,5,6,9,9,0,2,20
GO:0047433,branched-chain-2-oxoacid decarboxylase activity,molecular_function,5,6,5,5,0,1,20
GO:0047434,indolepyruvate decarboxylase activity,molecular_function,5,6,4,4,0,1,20
GO:0047681,aryl-alcohol dehydrogenase (NADP+) activity,molecular_function,5,6,6,6,0,1,20
GO:0048309,endoplasmic reticulum inheritance,biological_process,6,6,7,7,0,1,20
GO:0050177,phenylpyruvate decarboxylase activity,molecular_function,5,6,4,4,0,1,20
GO:0050667,homocysteine metabolic process,biological_process,5,6,1,10,1,2,20
GO:0050833,pyruvate transmembrane transporter activity,molecular_function,6,6,3,3,0,1,20
GO:0051010,microtubule plus-end binding,molecular_function,6,6,15,15,0,1,20
GO:0051131,chaperone-mediated protein complex assembly,biological_process,6,6,9,9,0,1,20
GO:0051377,mannose-ethanolamine phosphotransferase activity,molecular_function,5,6,4,4,0,1,20
GO:0051383,kinetochore organization,biological_process,6,6,2,12,1,1,20
GO:0051603,proteolysis involved in protein catabolic process,biological_process,6,6,21,181,3,1,20
GO:0051664,nuclear pore localization,biological_process,3,6,9,9,0,2,20
GO:0052742,phosphatidylinositol kinase activity,molecular_function,5,6,2,6,1,1,20
GO:0052851,ferric-chelate reductase (NADPH) activity,molecular_function,5,6,7,7,0,1,20
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,biological_process,11,6,5,13,1,3,20
GO:0060963,positive regulation of ribosomal protein gene transcription by RNA polymerase II,biological_process,11,6,8,8,0,2,20
GO:0061136,regulation of proteasomal protein catabolic process,biological_process,7,6,3,12,1,1,20
GO:0061459,L-arginine transmembrane transporter activity,molecular_function,4,6,4,4,0,2,20
GO:0061951,establishment of protein localization to plasma membrane,biological_process,5,6,1,11,1,2,20
GO:0065004,protein-DNA complex assembly,biological_process,6,6,1,62,3,1,20
GO:0070058,tRNA gene clustering,biological_process,6,6,7,7,0,1,20
GO:0070071,proton-transporting two-sector ATPase complex assembly,biological_process,6,6,1,10,1,1,20
GO:0070086,ubiquitin-dependent endocytosis,biological_process,4,6,11,11,0,2,20
GO:0070096,mitochondrial outer membrane translocase complex assembly,biological_process,6,6,9,9,0,1,20
GO:0070125,mitochondrial translational elongation,biological_process,6,6,4,4,0,1,20
GO:0070189,kynurenine metabolic process,biological_process,4,6,1,1,0,2,20
GO:0070192,chromosome organization involved in meiotic cell cycle,biological_process,3,6,3,31,4,1,20
GO:0070193,synaptonemal complex organization,biological_process,6,6,3,16,1,1,20
GO:0070569,uridylyltransferase activity,molecular_function,5,6,3,3,0,1,20
GO:0070588,calcium ion transmembrane transport,biological_process,5,6,8,8,1,3,20
GO:0071004,U2-type prespliceosome,cellular_component,5,6,31,31,0,2,20
GO:0071006,U2-type catalytic step 1 spliceosome,cellular_component,4,6,13,13,0,1,20
GO:0071007,U2-type catalytic step 2 spliceosome,cellular_component,4,6,11,11,0,2,20
GO:0071008,U2-type post-mRNA release spliceosomal complex,cellular_component,5,6,5,5,0,2,20
GO:0071470,cellular response to osmotic stress,biological_process,4,6,4,16,2,2,20
GO:0071528,tRNA re-export from nucleus,biological_process,7,6,4,4,0,1,20
GO:0071786,endoplasmic reticulum tubular network organization,biological_process,6,6,5,5,0,1,20
GO:0071805,potassium ion transmembrane transport,biological_process,5,6,14,14,0,3,20
GO:0071806,protein transmembrane transport,biological_process,3,6,7,55,1,2,20
GO:0072344,rescue of stalled ribosome,biological_process,6,6,10,10,0,2,20
GO:0072542,protein phosphatase activator activity,molecular_function,5,6,2,2,0,2,20
GO:0097526,spliceosomal tri-snRNP complex,cellular_component,5,6,6,30,1,1,20
GO:0097576,vacuole fusion,biological_process,6,6,2,34,1,2,20
GO:0106029,tRNA pseudouridine synthase activity,molecular_function,5,6,7,7,0,2,20
GO:0140042,lipid droplet formation,biological_process,6,6,6,6,0,1,20
GO:0140053,mitochondrial gene expression,biological_process,6,6,1,19,1,1,20
GO:1903830,magnesium ion transmembrane transport,biological_process,5,6,3,3,0,3,20
GO:1904659,D-glucose transmembrane transport,biological_process,6,6,18,18,0,1,20
GO:1905037,autophagosome organization,biological_process,6,6,1,23,1,1,20
GO:1990757,ubiquitin ligase activator activity,molecular_function,5,6,4,4,0,1,20
GO:2000765,regulation of cytoplasmic translation,biological_process,8,6,1,6,1,1,20
GO:2001209,positive regulation of transcription elongation by RNA polymerase I,biological_process,11,6,10,10,0,2,20
GO:0000009,"alpha-1,6-mannosyltransferase activity",molecular_function,6,7,8,8,0,1,20
GO:0000026,"alpha-1,2-mannosyltransferase activity",molecular_function,6,7,15,15,0,1,20
GO:0000027,ribosomal large subunit assembly,biological_process,7,7,38,38,0,1,20
GO:0000028,ribosomal small subunit assembly,biological_process,7,7,23,23,0,1,20
GO:0000033,"alpha-1,3-mannosyltransferase activity",molecular_function,6,7,5,5,0,1,20
GO:0000045,autophagosome assembly,biological_process,6,7,22,22,0,1,20
GO:0000070,mitotic sister chromatid segregation,biological_process,4,7,20,20,0,1,20
GO:0000105,L-histidine biosynthetic process,biological_process,5,7,9,9,0,1,20
GO:0000162,L-tryptophan biosynthetic process,biological_process,6,7,7,7,0,2,20
GO:0000245,spliceosomal complex assembly,biological_process,7,7,14,14,0,1,20
GO:0000349,generation of catalytic spliceosome for first transesterification step,biological_process,7,7,7,7,0,1,20
GO:0000350,generation of catalytic spliceosome for second transesterification step,biological_process,7,7,8,8,0,1,20
GO:0000387,spliceosomal snRNP assembly,biological_process,7,7,12,17,1,1,20
GO:0000404,heteroduplex DNA loop binding,molecular_function,5,7,5,5,0,2,20
GO:0000421,autophagosome membrane,cellular_component,6,7,7,7,0,1,20
GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,biological_process,8,7,4,4,0,2,20
GO:0000723,telomere maintenance,biological_process,6,7,34,61,3,2,20
GO:0000729,DNA double-strand break processing,biological_process,6,7,8,8,0,1,20
GO:0000730,DNA recombinase assembly,biological_process,7,7,9,11,1,1,20
GO:0000742,karyogamy involved in conjugation with cellular fusion,biological_process,7,7,12,12,0,1,20
GO:0000743,nuclear migration involved in conjugation with cellular fusion,biological_process,6,7,6,6,0,1,20
GO:0000949,aromatic amino acid family catabolic process to alcohol via Ehrlich pathway,biological_process,7,7,4,4,0,2,20
GO:0000959,mitochondrial RNA metabolic process,biological_process,6,7,1,10,1,1,20
GO:0000963,mitochondrial RNA processing,biological_process,5,7,3,18,2,2,20
GO:0000973,post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery,biological_process,7,7,18,18,0,1,20
GO:0001731,formation of translation preinitiation complex,biological_process,7,7,11,11,0,1,20
GO:0001732,formation of cytoplasmic translation initiation complex,biological_process,7,7,10,10,0,1,20
GO:0003993,acid phosphatase activity,molecular_function,6,7,8,8,0,1,20
GO:0004022,alcohol dehydrogenase (NAD+) activity,molecular_function,6,7,7,7,0,1,20
GO:0004033,aldo-keto reductase (NADPH) activity,molecular_function,6,7,4,12,1,1,20
GO:0004112,cyclic-nucleotide phosphodiesterase activity,molecular_function,6,7,1,1,0,1,20
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,molecular_function,3,7,7,7,0,1,20
GO:0004362,glutathione-disulfide reductase (NADPH) activity,molecular_function,2,7,4,4,0,3,20
GO:0004376,glycolipid mannosyltransferase activity,molecular_function,6,7,2,2,0,1,20
GO:0004430,1-phosphatidylinositol 4-kinase activity,molecular_function,6,7,4,4,0,1,20
GO:0004520,DNA endonuclease activity,molecular_function,5,7,9,13,1,2,20
GO:0004521,RNA endonuclease activity,molecular_function,5,7,14,22,1,2,20
GO:0004622,lysophospholipase activity,molecular_function,5,7,6,6,0,2,20
GO:0004623,phospholipase A2 activity,molecular_function,5,7,8,8,0,2,20
GO:0004663,Rab geranylgeranyltransferase activity,molecular_function,5,7,4,4,0,1,20
GO:0004674,protein serine/threonine kinase activity,molecular_function,4,7,122,125,6,1,37
GO:0004712,protein serine/threonine/tyrosine kinase activity,molecular_function,4,7,7,11,1,1,20
GO:0004713,protein tyrosine kinase activity,molecular_function,4,7,12,12,0,1,20
GO:0004721,phosphoprotein phosphatase activity,molecular_function,3,7,45,49,3,1,20
GO:0005351,carbohydrate:proton symporter activity,molecular_function,5,7,25,25,0,1,20
GO:0005366,myo-inositol:proton symporter activity,molecular_function,5,7,4,4,0,2,20
GO:0005375,copper ion transmembrane transporter activity,molecular_function,7,7,5,5,0,1,20
GO:0005381,iron ion transmembrane transporter activity,molecular_function,7,7,7,7,1,1,20
GO:0005384,manganese ion transmembrane transporter activity,molecular_function,7,7,7,7,0,1,20
GO:0005385,zinc ion transmembrane transporter activity,molecular_function,7,7,8,8,0,1,20
GO:0005977,glycogen metabolic process,biological_process,6,7,15,23,1,2,20
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biological_process,6,7,5,5,0,1,20
GO:0006121,"mitochondrial electron transport, succinate to ubiquinone",biological_process,7,7,7,7,0,1,20
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",biological_process,7,7,15,15,0,1,20
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",biological_process,7,7,17,17,0,1,20
GO:0006260,DNA replication,biological_process,6,7,77,83,1,1,24
GO:0006265,DNA topological change,biological_process,6,7,10,10,0,1,20
GO:0006270,DNA replication initiation,biological_process,6,7,29,29,0,1,20
GO:0006281,DNA repair,biological_process,5,7,186,286,8,2,56
GO:0006285,"base-excision repair, AP site formation",biological_process,6,7,4,4,0,1,20
GO:0006308,DNA catabolic process,biological_process,6,7,3,3,0,1,20
GO:0006310,DNA recombination,biological_process,6,7,58,148,4,1,20
GO:0006334,nucleosome assembly,biological_process,7,7,15,15,0,2,20
GO:0006337,nucleosome disassembly,biological_process,7,7,20,20,0,1,20
GO:0006376,mRNA splice site recognition,biological_process,7,7,2,8,1,1,20
GO:0006399,tRNA metabolic process,biological_process,6,7,1,153,4,1,20
GO:0006401,RNA catabolic process,biological_process,6,7,10,133,4,1,20
GO:0006465,signal peptide processing,biological_process,7,7,10,10,0,1,20
GO:0006474,N-terminal protein amino acid acetylation,biological_process,6,7,6,6,0,3,20
GO:0006487,protein N-linked glycosylation,biological_process,6,7,45,47,1,1,20
GO:0006493,protein O-linked glycosylation,biological_process,6,7,17,19,1,1,20
GO:0006501,C-terminal protein lipidation,biological_process,7,7,6,6,0,1,20
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,biological_process,7,7,15,29,2,1,20
GO:0006526,L-arginine biosynthetic process,biological_process,7,7,10,10,0,1,20
GO:0006559,L-phenylalanine catabolic process,biological_process,7,7,5,5,0,1,20
GO:0006569,L-tryptophan catabolic process,biological_process,5,7,9,9,0,2,20
GO:0006571,tyrosine biosynthetic process,biological_process,7,7,4,4,0,1,20
GO:0006592,ornithine biosynthetic process,biological_process,6,7,4,4,0,1,20
GO:0006606,protein import into nucleus,biological_process,5,7,56,62,1,3,20
GO:0006611,protein export from nucleus,biological_process,5,7,12,12,0,2,20
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,biological_process,6,7,8,8,0,2,20
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,biological_process,6,7,6,6,0,2,20
GO:0006623,protein targeting to vacuole,biological_process,5,7,58,98,1,4,20
GO:0006624,vacuolar protein processing,biological_process,7,7,7,7,0,1,20
GO:0006635,fatty acid beta-oxidation,biological_process,6,7,12,12,0,2,20
GO:0006637,acyl-CoA metabolic process,biological_process,4,7,1,6,1,3,20
GO:0006658,phosphatidylserine metabolic process,biological_process,4,7,2,2,0,1,20
GO:0007007,inner mitochondrial membrane organization,biological_process,6,7,4,33,3,1,20
GO:0007008,outer mitochondrial membrane organization,biological_process,6,7,1,12,1,1,20
GO:0007020,microtubule nucleation,biological_process,4,7,10,10,0,1,20
GO:0007051,spindle organization,biological_process,3,7,1,30,4,1,20
GO:0007064,mitotic sister chromatid cohesion,biological_process,4,7,16,16,0,1,20
GO:0007076,mitotic chromosome condensation,biological_process,4,7,11,11,0,1,20
GO:0007095,mitotic G2 DNA damage checkpoint signaling,biological_process,6,7,5,5,0,3,20
GO:0007129,homologous chromosome pairing at meiosis,biological_process,4,7,12,12,0,1,20
GO:0007130,synaptonemal complex assembly,biological_process,4,7,13,13,0,2,20
GO:0007231,osmosensory signaling pathway,biological_process,4,7,5,9,1,2,20
GO:0008080,N-acetyltransferase activity,molecular_function,6,7,7,35,1,1,20
GO:0008175,tRNA methyltransferase activity,molecular_function,5,7,5,7,1,2,20
GO:0008204,ergosterol metabolic process,biological_process,6,7,4,30,1,1,20
GO:0008252,nucleotidase activity,molecular_function,6,7,4,4,0,1,20
GO:0008408,3'-5' exonuclease activity,molecular_function,6,7,8,20,2,1,20
GO:0008409,5'-3' exonuclease activity,molecular_function,6,7,4,9,2,1,20
GO:0008422,beta-glucosidase activity,molecular_function,6,7,2,9,2,1,20
GO:0008535,respiratory chain complex IV assembly,biological_process,7,7,2,28,1,1,20
GO:0008649,rRNA methyltransferase activity,molecular_function,5,7,4,7,1,2,20
GO:0009097,isoleucine biosynthetic process,biological_process,6,7,11,11,0,1,20
GO:0009098,L-leucine biosynthetic process,biological_process,7,7,7,7,0,1,20
GO:0009099,L-valine biosynthetic process,biological_process,7,7,6,6,0,1,20
GO:0009117,nucleotide metabolic process,biological_process,6,7,13,119,3,1,20
GO:0009141,nucleoside triphosphate metabolic process,biological_process,6,7,2,3,1,1,20
GO:0009164,nucleoside catabolic process,biological_process,6,7,3,3,0,1,20
GO:0009240,isopentenyl diphosphate biosynthetic process,biological_process,6,7,1,1,0,1,20
GO:0009251,glucan catabolic process,biological_process,6,7,4,4,0,2,20
GO:0009451,RNA modification,biological_process,5,7,10,81,6,1,20
GO:0010008,endosome membrane,cellular_component,5,7,71,95,2,2,22
GO:0010498,proteasomal protein catabolic process,biological_process,6,7,14,117,2,2,20
GO:0015086,cadmium ion transmembrane transporter activity,molecular_function,7,7,4,4,0,1,20
GO:0015677,copper ion import,biological_process,9,7,9,9,0,1,20
GO:0015936,coenzyme A metabolic process,biological_process,4,7,2,6,1,4,20
GO:0016071,mRNA metabolic process,biological_process,6,7,3,289,4,1,20
GO:0016072,rRNA metabolic process,biological_process,6,7,3,308,3,1,20
GO:0016073,snRNA metabolic process,biological_process,6,7,1,22,1,1,20
GO:0016074,sno(s)RNA metabolic process,biological_process,6,7,2,35,4,1,20
GO:0016126,sterol biosynthetic process,biological_process,6,7,26,30,1,2,20
GO:0016274,protein-arginine N-methyltransferase activity,molecular_function,4,7,3,3,0,1,20
GO:0016279,protein-lysine N-methyltransferase activity,molecular_function,4,7,12,20,1,1,20
GO:0017111,ribonucleoside triphosphate phosphatase activity,molecular_function,6,7,4,334,2,1,20
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,molecular_function,6,7,5,5,0,1,20
GO:0018026,peptidyl-lysine monomethylation,biological_process,7,7,5,5,0,1,20
GO:0018105,peptidyl-serine phosphorylation,biological_process,7,7,5,5,0,1,20
GO:0018345,protein palmitoylation,biological_process,7,7,8,8,0,1,20
GO:0019344,cysteine biosynthetic process,biological_process,6,7,9,9,0,3,20
GO:0019346,transsulfuration,biological_process,6,7,9,9,0,3,20
GO:0019706,protein-cysteine S-palmitoyltransferase activity,molecular_function,4,7,7,7,0,1,20
GO:0019941,modification-dependent protein catabolic process,biological_process,6,7,5,160,1,1,20
GO:0030291,protein serine/threonine kinase inhibitor activity,molecular_function,6,7,3,9,1,1,20
GO:0030491,heteroduplex formation,biological_process,6,7,8,8,0,1,20
GO:0030497,fatty acid elongation,biological_process,6,7,4,4,0,1,20
GO:0030658,transport vesicle membrane,cellular_component,5,7,3,18,1,2,20
GO:0030866,cortical actin cytoskeleton organization,biological_process,4,7,4,18,1,2,20
GO:0030950,establishment or maintenance of actin cytoskeleton polarity,biological_process,4,7,13,13,0,1,20
GO:0031106,septin ring organization,biological_process,7,7,5,22,2,1,20
GO:0031122,cytoplasmic microtubule organization,biological_process,4,7,6,8,1,1,20
GO:0031571,mitotic G1 DNA damage checkpoint signaling,biological_process,6,7,6,6,0,1,20
GO:0031573,mitotic intra-S DNA damage checkpoint signaling,biological_process,7,7,10,10,0,1,20
GO:0032042,mitochondrial DNA metabolic process,biological_process,6,7,2,6,1,1,20
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,biological_process,4,7,16,37,1,2,20
GO:0032527,protein exit from endoplasmic reticulum,biological_process,5,7,2,11,1,1,20
GO:0034058,endosomal vesicle fusion,biological_process,7,7,4,4,0,1,20
GO:0034498,early endosome to Golgi transport,biological_process,4,7,7,7,0,2,20
GO:0034551,mitochondrial respiratory chain complex III assembly,biological_process,7,7,10,10,0,1,20
GO:0034553,mitochondrial respiratory chain complex II assembly,biological_process,7,7,5,5,0,1,20
GO:0034755,iron ion transmembrane transport,biological_process,5,7,4,4,0,3,20
GO:0034982,mitochondrial protein processing,biological_process,7,7,5,11,1,1,20
GO:0035268,protein mannosylation,biological_process,5,7,2,10,1,2,20
GO:0035434,copper ion transmembrane transport,biological_process,5,7,5,5,0,3,20
GO:0042138,meiotic DNA double-strand break formation,biological_process,4,7,15,15,0,2,20
GO:0042144,"vacuole fusion, non-autophagic",biological_process,7,7,32,32,0,1,20
GO:0042148,DNA strand invasion,biological_process,6,7,4,4,0,1,20
GO:0042761,very long-chain fatty acid biosynthetic process,biological_process,6,7,7,7,0,2,20
GO:0043001,Golgi to plasma membrane protein transport,biological_process,5,7,10,10,0,3,20
GO:0043461,proton-transporting ATP synthase complex assembly,biological_process,7,7,1,9,1,1,20
GO:0043539,protein serine/threonine kinase activator activity,molecular_function,6,7,4,8,1,1,20
GO:0043570,maintenance of DNA repeat elements,biological_process,6,7,4,19,2,2,20
GO:0044743,protein transmembrane import into intracellular organelle,biological_process,4,7,1,48,3,1,20
GO:0045005,DNA-templated DNA replication maintenance of fidelity,biological_process,6,7,2,15,2,1,20
GO:0045141,meiotic telomere clustering,biological_process,4,7,3,3,0,1,20
GO:0045144,meiotic sister chromatid segregation,biological_process,4,7,8,8,0,3,20
GO:0045337,farnesyl diphosphate biosynthetic process,biological_process,6,7,3,3,0,3,20
