go_release,subsystems,hierarchy_edges,strata,leaves,annotations,genes_covered,genes_uncovered,annotation_date_min,annotation_date_max,annotations_nd,annotations_nd_on_namespace_roots,genes_only_nd,direct_genes_median,direct_genes_max,contained_genes_median,terms_per_gene_median,params_subsystems,params_dcell_linear,params_total,neurons,width_min,width_max,wandb_num_subsystems,wandb_params_total,wandb_params_subsystems,wandb_params_dcell_linear,wandb_runs_agreeing,wandb_n_runs
releases/2025-03-16,2655,3208,13,1527,59986,6607,0,2000-12-07,2023-10-04,5487,5487,675,6.0,2444,10.0,8.0,20548953,64084,20613037,61429,20,734,2655,20613037,20548953,64084,1,15
