child,parent
GO:0006753,GO:0055086
GO:0006754,GO:0009152
GO:0006754,GO:0046034
GO:0006760,GO:0042558
GO:0006771,GO:0008152
GO:0006772,GO:0042723
GO:0006779,GO:0033014
GO:0006782,GO:0006779
GO:0006783,GO:0006779
GO:0006790,GO:0008152
GO:0006793,GO:0008152
GO:0006796,GO:0006793
GO:0006797,GO:0006793
GO:0006797,GO:0043436
GO:0006798,GO:0006797
GO:0006801,GO:0072593
GO:0006805,GO:0008152
GO:0006811,GO:0008150
GO:0006812,GO:0006811
GO:0006813,GO:0030001
GO:0006814,GO:0030001
GO:0006816,GO:0030001
GO:0006817,GO:0008150
GO:0006820,GO:0006811
GO:0006821,GO:0006820
GO:0006825,GO:0000041
GO:0006826,GO:0000041
GO:0006828,GO:0000041
GO:0006829,GO:0000041
GO:0006833,GO:0008150
GO:0006835,GO:0046942
GO:0006839,GO:0008150
GO:0006846,GO:0015718
GO:0006857,GO:0015833
GO:0006862,GO:0015931
GO:0006865,GO:0008150
GO:0006869,GO:0008150
GO:0006873,GO:0050801
GO:0006874,GO:0030003
GO:0006874,GO:0055074
GO:0006878,GO:0030003
GO:0006878,GO:0055070
GO:0006879,GO:0030003
GO:0006879,GO:0098771
GO:0006882,GO:0030003
GO:0006882,GO:0098771
GO:0006886,GO:0015031
GO:0006886,GO:0046907
GO:0006887,GO:0016192
GO:0006888,GO:0046907
GO:0006888,GO:0048193
GO:0006890,GO:0048193
GO:0006891,GO:0048193
GO:0006892,GO:0048193
GO:0006893,GO:0006892
GO:0006895,GO:0006892
GO:0006895,GO:0016482
GO:0006896,GO:0006892
GO:0006896,GO:0007034
GO:0006897,GO:0016192
GO:0006898,GO:0006897
GO:0006900,GO:0016050
GO:0006900,GO:0061024
GO:0006904,GO:0008150
GO:0006904,GO:0048278
GO:0006906,GO:0016050
GO:0006913,GO:0008150
GO:0006914,GO:0008150
GO:0006915,GO:0008150
GO:0006950,GO:0050896
GO:0006970,GO:0006950
GO:0006972,GO:0006970
GO:0006974,GO:0008150
GO:0006979,GO:0006950
GO:0006986,GO:0008150
GO:0006995,GO:0009267
GO:0006996,GO:0016043
GO:0006997,GO:0006996
GO:0006998,GO:0061024
GO:0006999,GO:0006997
GO:0006999,GO:0043933
GO:0007004,GO:0006278
GO:0007004,GO:0010833
GO:0007005,GO:0006996
GO:0007006,GO:0007005
GO:0007006,GO:0061024
GO:0007007,GO:0007006
GO:0007008,GO:0007006
GO:0007009,GO:0061024
GO:0007010,GO:0006996
GO:0007015,GO:0008150
GO:0007017,GO:0008150
GO:0007018,GO:0007017
GO:0007019,GO:0008150
GO:0007020,GO:0000226
GO:0007021,GO:0065003
GO:0007023,GO:0006457
GO:0007029,GO:0006996
GO:0007030,GO:0006996
GO:0007031,GO:0006996
GO:0007032,GO:0016050
GO:0007033,GO:0006996
GO:0007034,GO:0046907
GO:0007035,GO:0008150
GO:0007039,GO:0030163
GO:0007049,GO:0008150
GO:0007051,GO:0000226
GO:0007052,GO:0007051
GO:0007059,GO:0008150
GO:0007062,GO:0051276
GO:0007064,GO:0007062
GO:0007076,GO:0030261
GO:0007088,GO:0007346
GO:0007089,GO:0008150
GO:0007094,GO:0008150
GO:0007095,GO:0008150
GO:0007095,GO:0010972
GO:0007095,GO:0044773
GO:0007096,GO:0008150
GO:0007097,GO:0046907
GO:0007097,GO:0051656
GO:0007114,GO:0051301
GO:0007117,GO:0008150
GO:0007118,GO:0007117
GO:0007120,GO:0000282
GO:0007120,GO:0007114
GO:0007121,GO:0000282
GO:0007121,GO:0007114
GO:0007124,GO:0008150
GO:0007129,GO:0070192
GO:0007130,GO:0070192
GO:0007130,GO:0070193
GO:0007131,GO:0008150
GO:0007155,GO:0008150
GO:0007163,GO:0008150
GO:0007165,GO:0008150
GO:0007186,GO:0007165
GO:0007188,GO:0007186
GO:0007189,GO:0007188
GO:0007231,GO:0035556
GO:0007231,GO:0071470
GO:0007234,GO:0000160
GO:0007234,GO:0007231
GO:0007264,GO:0008150
GO:0007265,GO:0007264
GO:0007266,GO:0007264
GO:0007323,GO:0051604
GO:0007346,GO:0051726
GO:0007531,GO:0008150
GO:0007533,GO:0007531
GO:0007533,GO:0008150
GO:0007534,GO:0006312
GO:0007534,GO:0035822
GO:0008017,GO:0015631
GO:0008023,GO:0005575
GO:0008024,GO:0008023
GO:0008028,GO:0046943
GO:0008033,GO:0006396
GO:0008033,GO:0006399
GO:0008047,GO:0030234
GO:0008053,GO:0007005
GO:0008053,GO:0048284
GO:0008061,GO:0097367
GO:0008079,GO:0003674
GO:0008080,GO:0016407
GO:0008081,GO:0042578
GO:0008092,GO:0005515
GO:0008094,GO:0003674
GO:0008097,GO:0019843
GO:0008104,GO:0008150
GO:0008106,GO:0004033
GO:0008121,GO:0009055
GO:0008121,GO:0015078
GO:0008134,GO:0005515
GO:0008138,GO:0004721
GO:0008139,GO:0005048
GO:0008143,GO:0003674
GO:0008150,GO:ROOT
GO:0008152,GO:0008150
GO:0008156,GO:0006275
GO:0008157,GO:0019903
GO:0008168,GO:0016741
GO:0008173,GO:0008168
GO:0008175,GO:0008173
GO:0008175,GO:0140101
GO:0008177,GO:0000104
GO:0008180,GO:0005575
GO:0008186,GO:0003674
GO:0008187,GO:0003727
GO:0008194,GO:0016757
GO:0008195,GO:0003674
GO:0008198,GO:0005506
GO:0008202,GO:0006629
GO:0008204,GO:0016125
GO:0008233,GO:0016787
GO:0008234,GO:0008233
GO:0008235,GO:0008237
GO:0008236,GO:0008233
GO:0008236,GO:0017171
GO:0008237,GO:0008233
GO:0008250,GO:1990234
GO:0008252,GO:0016791
GO:0008266,GO:0008187
GO:0008270,GO:0003674
GO:0008276,GO:0008168
GO:0008278,GO:0032991
GO:0008289,GO:0003674
GO:0008296,GO:0008408
GO:0008298,GO:0006403
GO:0008299,GO:0008610
GO:0008301,GO:0003677
GO:0008312,GO:0003723
GO:0008318,GO:0004659
GO:0008320,GO:0140318
GO:0008324,GO:0015075
GO:0008353,GO:0004674
GO:0008360,GO:0065008
GO:0008361,GO:0008150
GO:0008374,GO:0016747
GO:0008375,GO:0008194
GO:0008375,GO:0016758
GO:0008379,GO:0140824
GO:0008380,GO:0006396
GO:0008408,GO:0004527
GO:0008409,GO:0004527
GO:0008420,GO:0004722
GO:0008422,GO:0015926
GO:0008483,GO:0003674
GO:0008519,GO:0015267
GO:0008519,GO:0022890
GO:0008525,GO:0003674
GO:0008526,GO:0120014
GO:0008535,GO:0017004
GO:0008540,GO:0032991
GO:0008541,GO:0032991
GO:0008559,GO:0042910
GO:0008559,GO:0140359
GO:0008569,GO:0003777
GO:0008574,GO:0003777
GO:0008608,GO:0008150
GO:0008610,GO:0006629
GO:0008610,GO:0009058
GO:0008614,GO:0042816
GO:0008615,GO:0008614
GO:0008615,GO:0042819
GO:0008622,GO:0005575
GO:0008623,GO:0005575
GO:0008641,GO:0003674
GO:0008643,GO:0008150
GO:0008645,GO:0015749
GO:0008649,GO:0008173
GO:0008649,GO:0008757
GO:0008652,GO:0006520
GO:0008652,GO:0009058
GO:0008654,GO:0006644
GO:0008654,GO:0008610
GO:0008655,GO:0072528
GO:0008757,GO:0008168
GO:0008801,GO:0016868
GO:0008821,GO:0003674
GO:0008865,GO:0016301
GO:0008865,GO:0016773
GO:0009051,GO:0006740
GO:0009051,GO:1901135
GO:0009052,GO:0006091
GO:0009055,GO:0003674
GO:0009057,GO:0043170
GO:0009058,GO:0008152
GO:0009059,GO:0009058
GO:0009059,GO:0043170
GO:0009060,GO:0045333
GO:0009062,GO:0006631
GO:0009062,GO:0016042
GO:0009063,GO:0006520
GO:0009067,GO:0008150
GO:0009070,GO:0008150
GO:0009072,GO:0006520
GO:0009072,GO:0019752
GO:0009073,GO:0009072
GO:0009073,GO:0046394
GO:0009074,GO:0009072
GO:0009081,GO:0006520
GO:0009081,GO:0019752
GO:0009082,GO:0009081
GO:0009082,GO:0046394
GO:0009083,GO:0009063
GO:0009083,GO:0009081
GO:0009085,GO:0009067
GO:0009086,GO:0000097
GO:0009086,GO:0006555
GO:0009086,GO:0009067
GO:0009088,GO:0006566
GO:0009088,GO:0009067
GO:0009092,GO:0008150
GO:0009097,GO:0009082
GO:0009098,GO:0009082
GO:0009099,GO:0009082
GO:0009100,GO:0019538
GO:0009100,GO:1901135
GO:0009102,GO:0042364
GO:0009102,GO:0044272
GO:0009113,GO:0006144
GO:0009113,GO:0072522
GO:0009116,GO:0055086
GO:0009117,GO:0006753
GO:0009141,GO:0006753
GO:0009152,GO:0006164
GO:0009156,GO:0008150
GO:0009164,GO:0009116
GO:0009165,GO:0009117
GO:0009166,GO:0009117
GO:0009168,GO:0009156
GO:0009200,GO:0009141
GO:0009228,GO:0006772
GO:0009229,GO:0008150
GO:0009231,GO:0006771
GO:0009231,GO:0042364
GO:0009240,GO:0008654
GO:0009249,GO:0051604
GO:0009251,GO:0000272
GO:0009251,GO:0044042
GO:0009263,GO:0009165
GO:0009263,GO:1901137
GO:0009267,GO:0031669
GO:0009267,GO:0042594
GO:0009268,GO:0008150
GO:0009272,GO:0042546
GO:0009272,GO:0071852
GO:0009277,GO:0005575
GO:0009302,GO:0006351
GO:0009302,GO:0016074
GO:0009303,GO:0006351
GO:0009303,GO:0016072
GO:0009306,GO:0015031
GO:0009311,GO:0005975
GO:0009313,GO:0009311
GO:0009313,GO:0016052
GO:0009378,GO:0003678
GO:0009395,GO:0006644
GO:0009395,GO:0016042
GO:0009396,GO:0006760
GO:0009408,GO:0006950
GO:0009410,GO:0008150
GO:0009423,GO:0008150
GO:0009423,GO:0046417
GO:0009435,GO:0006164
GO:0009435,GO:0019674
GO:0009437,GO:0008150
GO:0009451,GO:0016070
GO:0009452,GO:0008150
GO:0009636,GO:0008150
GO:0009651,GO:0006970
GO:0009653,GO:0008150
GO:0009749,GO:0008150
GO:0009757,GO:0008150
GO:0009898,GO:0098562
GO:0009966,GO:0008150
GO:0009968,GO:0009966
GO:0009982,GO:0016866
GO:0009986,GO:0110165
GO:0010008,GO:0030659
GO:0010008,GO:0098588
GO:0010038,GO:0008150
GO:0010181,GO:0003674
GO:0010255,GO:0009757
GO:0010314,GO:0003674
GO:0010389,GO:0008150
GO:0010447,GO:0009268
GO:0010458,GO:0044772
GO:0010467,GO:0009059
GO:0010468,GO:0008150
GO:0010485,GO:0004402
GO:0010494,GO:0036464
GO:0010498,GO:0030163
GO:0010498,GO:0051603
GO:0010499,GO:0010498
GO:0010506,GO:0008150
GO:0010507,GO:0010506
GO:0010508,GO:0010506
GO:0010520,GO:0000018
GO:0010520,GO:0008150
GO:0010526,GO:0008150
GO:0010570,GO:0008150
GO:0010603,GO:0008150
GO:0010604,GO:0060255
GO:0010608,GO:0010468
GO:0010628,GO:0010468
GO:0010629,GO:0010468
GO:0010737,GO:0035556
GO:0010833,GO:0000723
GO:0010906,GO:0006109
GO:0010960,GO:0098771
GO:0010961,GO:0010960
GO:0010961,GO:0030003
GO:0010969,GO:0008150
GO:0010971,GO:0008150
GO:0010971,GO:0010389
GO:0010971,GO:1901992
GO:0010972,GO:0010389
GO:0010992,GO:0008150
GO:0010994,GO:0008150
GO:0010997,GO:0044877
GO:0012505,GO:0110165
GO:0012506,GO:0031090
GO:0012507,GO:0030658
GO:0015031,GO:0045184
GO:0015031,GO:0071705
GO:0015035,GO:0015036
GO:0015036,GO:0016667
GO:0015038,GO:0015036
GO:0015075,GO:0022857
GO:0015078,GO:0008324
GO:0015078,GO:0022890
GO:0015079,GO:0046873
GO:0015085,GO:0046873
GO:0015086,GO:0046915
GO:0015093,GO:0005381
GO:0015095,GO:0046873
GO:0015116,GO:0003674
GO:0015116,GO:1901682
GO:0015146,GO:0003674
GO:0015149,GO:0003674
GO:0015171,GO:0022857
GO:0015173,GO:0046943
GO:0015174,GO:0015171
GO:0015179,GO:0015171
GO:0015179,GO:0046943
GO:0015183,GO:0005310
GO:0015183,GO:0015179
GO:0015203,GO:0022857
GO:0015205,GO:0022857
GO:0015215,GO:0003674
GO:0015217,GO:0003674
GO:0015230,GO:0015215
GO:0015247,GO:0003674
GO:0015250,GO:0015267
GO:0015267,GO:0003674
GO:0015288,GO:0003674
GO:0015293,GO:0003674
GO:0015295,GO:0015078
GO:0015297,GO:0003674
GO:0015343,GO:0003674
GO:0015386,GO:0003674
GO:0015450,GO:0008320
GO:0015450,GO:0042626
GO:0015562,GO:0022857
GO:0015578,GO:0015149
GO:0015606,GO:0015203
GO:0015616,GO:0008094
GO:0015629,GO:0005856
GO:0015630,GO:0005856
GO:0015631,GO:0008092
GO:0015662,GO:0140358
GO:0015677,GO:0006825
GO:0015691,GO:0000041
GO:0015693,GO:0030001
GO:0015718,GO:0046942
GO:0015749,GO:0034219
GO:0015750,GO:0015749
GO:0015755,GO:0008645
GO:0015757,GO:0008645
GO:0015761,GO:0008645
GO:0015791,GO:0015850
GO:0015791,GO:0055085
GO:0015793,GO:0015791
GO:0015793,GO:0034219
GO:0015798,GO:0015850
GO:0015802,GO:0006865
GO:0015804,GO:0006865
GO:0015810,GO:0003333
GO:0015810,GO:0071705
GO:0015813,GO:1902475
GO:0015824,GO:0015804
GO:0015824,GO:0046942
GO:0015824,GO:0071705
GO:0015828,GO:0046942
GO:0015828,GO:0071705
GO:0015833,GO:0042886
GO:0015846,GO:0071705
GO:0015847,GO:0015846
GO:0015848,GO:0015846
GO:0015850,GO:0008150
GO:0015851,GO:0071705
GO:0015866,GO:0008150
GO:0015867,GO:0008150
GO:0015886,GO:0071705
GO:0015891,GO:0008150
GO:0015908,GO:0006869
GO:0015908,GO:0015718
GO:0015909,GO:0015908
GO:0015914,GO:0006869
GO:0015917,GO:0015914
GO:0015917,GO:0071705
GO:0015918,GO:0006869
GO:0015918,GO:0015850
GO:0015926,GO:0004553
GO:0015931,GO:0071705
GO:0015934,GO:0044391
GO:0015935,GO:0044391
GO:0015936,GO:0006753
GO:0015936,GO:0006790
GO:0015936,GO:0043603
GO:0015936,GO:0072521
GO:0015937,GO:0015936
GO:0015937,GO:0044272
GO:0015937,GO:0072522
GO:0015940,GO:0008150
GO:0015940,GO:0042364
GO:0015986,GO:0006754
GO:0015990,GO:0008150
GO:0016018,GO:0003674
GO:0016020,GO:0110165
GO:0016024,GO:0046474
GO:0016035,GO:0005575
GO:0016036,GO:0009267
GO:0016042,GO:0006629
GO:0016043,GO:0071840
GO:0016050,GO:0006996
GO:0016052,GO:0005975
GO:0016070,GO:0090304
GO:0016071,GO:0016070
GO:0016072,GO:0016070
GO:0016073,GO:0016070
GO:0016074,GO:0016070
GO:0016075,GO:0006401
GO:0016075,GO:0016072
GO:0016125,GO:0008202
GO:0016126,GO:0006694
GO:0016126,GO:0016125
GO:0016180,GO:0006396
GO:0016180,GO:0016073
GO:0016192,GO:0008150
GO:0016197,GO:0016192
GO:0016197,GO:0046907
GO:0016208,GO:0032559
GO:0016208,GO:0043169
GO:0016209,GO:0003674
GO:0016226,GO:0008150
GO:0016233,GO:0000723
GO:0016236,GO:0006914
GO:0016237,GO:0006914
GO:0016239,GO:0010508
GO:0016239,GO:0016241
GO:0016241,GO:0010506
GO:0016242,GO:0010507
GO:0016242,GO:0016241
GO:0016251,GO:0140223
GO:0016255,GO:0051604
GO:0016272,GO:0032991
GO:0016274,GO:0008276
GO:0016279,GO:0008276
GO:0016281,GO:0005575
GO:0016282,GO:0005575
GO:0016298,GO:0016788
GO:0016301,GO:0016772
GO:0016310,GO:0006796
GO:0016311,GO:0006796
GO:0016407,GO:0016747
GO:0016409,GO:0016747
GO:0016423,GO:0008175
GO:0016423,GO:0008757
GO:0016435,GO:0008649
GO:0016459,GO:0032991
GO:0016462,GO:0016818
GO:0016471,GO:0005575
GO:0016479,GO:0006356
GO:0016479,GO:0045892
GO:0016482,GO:0046907
GO:0016485,GO:0006508
GO:0016485,GO:0051604
GO:0016491,GO:0003824
GO:0016514,GO:0070603
GO:0016531,GO:0003674
GO:0016538,GO:0019887
GO:0016556,GO:0009451
GO:0016556,GO:0016071
GO:0016558,GO:0044743
GO:0016559,GO:0008150
GO:0016560,GO:0008104
GO:0016562,GO:0001881
GO:0016567,GO:0032446
GO:0016579,GO:0008150
GO:0016586,GO:0070603
GO:0016592,GO:0005575
GO:0016593,GO:0008023
GO:0016597,GO:0003674
GO:0016602,GO:0090575
GO:0016614,GO:0016491
GO:0016616,GO:0016614
GO:0016620,GO:0003674
GO:0016624,GO:0003674
GO:0016627,GO:0016491
GO:0016628,GO:0016627
GO:0016638,GO:0016491
GO:0016639,GO:0016638
GO:0016651,GO:0016491
GO:0016653,GO:0016651
GO:0016655,GO:0016651
GO:0016667,GO:0016491
GO:0016668,GO:0016667
GO:0016670,GO:0016667
GO:0016705,GO:0016491
GO:0016709,GO:0004497
GO:0016709,GO:0016705
GO:0016722,GO:0016491
GO:0016740,GO:0003824
GO:0016741,GO:0016740
GO:0016746,GO:0016740
GO:0016747,GO:0016746
GO:0016757,GO:0016740
GO:0016758,GO:0016757
GO:0016763,GO:0016757
GO:0016765,GO:0016740
GO:0016772,GO:0016740
GO:0016773,GO:0016772
GO:0016776,GO:0016772
GO:0016779,GO:0016772
GO:0016780,GO:0016772
GO:0016783,GO:0003674
GO:0016787,GO:0003824
GO:0016788,GO:0016787
GO:0016791,GO:0042578
GO:0016798,GO:0016787
GO:0016799,GO:0016798
GO:0016810,GO:0016787
GO:0016811,GO:0016810
GO:0016812,GO:0016810
GO:0016814,GO:0016810
GO:0016817,GO:0016787
GO:0016818,GO:0016817
GO:0016829,GO:0003824
GO:0016830,GO:0016829
GO:0016831,GO:0016830
GO:0016833,GO:0016830
GO:0016836,GO:0003674
GO:0016843,GO:0003674
GO:0016846,GO:0016829
GO:0016853,GO:0003824
GO:0016866,GO:0016853
GO:0016868,GO:0016866
GO:0016874,GO:0003824
GO:0016884,GO:0003674
GO:0016887,GO:0017111
GO:0016925,GO:0032446
GO:0016972,GO:0015036
GO:0016972,GO:0016670
GO:0016973,GO:0006406
GO:0017004,GO:0065003
GO:0017018,GO:0004722
GO:0017022,GO:0008092
GO:0017025,GO:0003674
GO:0017056,GO:0005198
GO:0017057,GO:0052689
GO:0017069,GO:0003723
GO:0017070,GO:0017069
GO:0017076,GO:0000166
GO:0017108,GO:0003674
GO:0017111,GO:0016462
GO:0017116,GO:0003678
GO:0017119,GO:0099023
GO:0017136,GO:0004407
GO:0017148,GO:0006417
GO:0017148,GO:0010629
GO:0017150,GO:0140101
GO:0017157,GO:0060627
GO:0017171,GO:0016787
GO:0017176,GO:0008375
GO:0017183,GO:0008150
GO:0018022,GO:0006479
GO:0018026,GO:0018022
GO:0018105,GO:0006468
GO:0018279,GO:0006487
GO:0018344,GO:0008150
GO:0018345,GO:0006497
GO:0018455,GO:0016616
GO:0019001,GO:0017076
GO:0019003,GO:0003674
GO:0019005,GO:0031461
GO:0019104,GO:0016799
GO:0019172,GO:0016836
GO:0019205,GO:0016301
GO:0019207,GO:0030234
GO:0019210,GO:0004857
GO:0019210,GO:0019207
GO:0019211,GO:0008047
GO:0019220,GO:0008150
GO:0019222,GO:0008150
GO:0019236,GO:0008150
GO:0019237,GO:0003674
GO:0019238,GO:0016814
GO:0019239,GO:0016810
GO:0019243,GO:0008150
GO:0019249,GO:0006089
GO:0019284,GO:0008150
GO:0019318,GO:0008150
GO:0019320,GO:0019318
GO:0019321,GO:0008150
GO:0019344,GO:0000097
GO:0019344,GO:0006534
GO:0019344,GO:0009070
GO:0019346,GO:0006534
GO:0019346,GO:0009092
GO:0019346,GO:0050667
GO:0019348,GO:0008150
GO:0019363,GO:0009165
GO:0019395,GO:0006631
GO:0019408,GO:0019348
GO:0019430,GO:0006801
GO:0019430,GO:0098869
GO:0019433,GO:0006641
GO:0019433,GO:0046464
GO:0019509,GO:0008150
GO:0019538,GO:0043170
GO:0019538,GO:0044238
GO:0019563,GO:0006071
GO:0019568,GO:0008150
GO:0019637,GO:0006793
GO:0019646,GO:0009060
GO:0019646,GO:0022904
GO:0019655,GO:0006006
GO:0019655,GO:0006067
GO:0019674,GO:0006163
GO:0019674,GO:0046496
GO:0019693,GO:0006796
GO:0019693,GO:0019637
GO:0019693,GO:1901135
GO:0019706,GO:0016409
GO:0019722,GO:0008150
GO:0019740,GO:0008150
GO:0019752,GO:0043436
GO:0019773,GO:0032991
GO:0019774,GO:0032991
GO:0019776,GO:0003674
GO:0019787,GO:0003674
GO:0019789,GO:0019787
GO:0019829,GO:0008324
GO:0019829,GO:0042626
GO:0019843,GO:0003723
GO:0019856,GO:0006206
GO:0019856,GO:0072528
GO:0019878,GO:0009085
GO:0019887,GO:0019207
GO:0019888,GO:0003674
GO:0019898,GO:0110165
GO:0019899,GO:0005515
GO:0019900,GO:0019899
GO:0019901,GO:0019900
GO:0019902,GO:0019899
GO:0019903,GO:0019902
GO:0019904,GO:0005515
GO:0019905,GO:0000149
GO:0019915,GO:0008150
GO:0019941,GO:0051603
GO:0019953,GO:0008150
GO:0019985,GO:0000731
GO:0019985,GO:0006301
GO:0020037,GO:0003674
GO:0022613,GO:0008150
GO:0022618,GO:0065003
GO:0022625,GO:0015934
GO:0022626,GO:0005840
GO:0022627,GO:0015935
GO:0022857,GO:0003674
GO:0022890,GO:0003674
GO:0022900,GO:0006091
GO:0022904,GO:0022900
GO:0030001,GO:0006812
GO:0030003,GO:0006873
GO:0030007,GO:0030003
GO:0030007,GO:0055075
GO:0030008,GO:0099023
GO:0030010,GO:0007163
GO:0030011,GO:0007163
GO:0030014,GO:0005575
GO:0030015,GO:0005575
GO:0030026,GO:0030003
GO:0030029,GO:0008150
GO:0030036,GO:0007010
GO:0030036,GO:0030029
GO:0030042,GO:0008150
GO:0030050,GO:0008150
GO:0030061,GO:0110165
GO:0030071,GO:0008150
GO:0030100,GO:0051128
GO:0030100,GO:0060627
GO:0030117,GO:0005575
GO:0030121,GO:0030131
GO:0030122,GO:0030131
GO:0030123,GO:0005575
GO:0030125,GO:0005575
GO:0030126,GO:0005575
GO:0030127,GO:0005575
GO:0030131,GO:0005575
GO:0030133,GO:0031410
GO:0030134,GO:0005575
GO:0030136,GO:0005575
GO:0030137,GO:0005798
GO:0030139,GO:0031410
GO:0030140,GO:0005798
GO:0030140,GO:0030133
GO:0030140,GO:0030136
GO:0030145,GO:0003674
GO:0030148,GO:0006665
GO:0030149,GO:0006665
GO:0030150,GO:0044743
GO:0030154,GO:0008150
GO:0030162,GO:0051246
GO:0030163,GO:0009057
GO:0030163,GO:0019538
GO:0030170,GO:0003674
GO:0030174,GO:0006275
GO:0030234,GO:0098772
GO:0030242,GO:0006914
GO:0030246,GO:0003674
GO:0030258,GO:0006629
GO:0030261,GO:0051276
GO:0030276,GO:0005515
GO:0030286,GO:0005875
GO:0030287,GO:0042597
GO:0030291,GO:0004860
GO:0030295,GO:0019887
GO:0030307,GO:0001558
GO:0030312,GO:0110165
GO:0030332,GO:0005515
GO:0030414,GO:0004857
GO:0030427,GO:0110165
GO:0030428,GO:0110165
GO:0030435,GO:0043934
GO:0030437,GO:0043935
GO:0030447,GO:0008150
GO:0030466,GO:0008150
GO:0030473,GO:0007097
GO:0030474,GO:0051300
GO:0030476,GO:0071940
GO:0030479,GO:0061645
GO:0030488,GO:0001510
GO:0030488,GO:0006400
GO:0030490,GO:0006364
GO:0030491,GO:0006259
GO:0030497,GO:0006633
GO:0030515,GO:0003723
GO:0030527,GO:0005198
GO:0030532,GO:0120114
GO:0030532,GO:1990904
GO:0030544,GO:0031072
GO:0030544,GO:0051087
GO:0030619,GO:0017069
GO:0030620,GO:0017069
GO:0030621,GO:0017069
GO:0030623,GO:0017069
GO:0030658,GO:0030659
GO:0030658,GO:0098588
GO:0030659,GO:0012506
GO:0030663,GO:0005575
GO:0030665,GO:0005575
GO:0030674,GO:0060090
GO:0030684,GO:1990904
GO:0030686,GO:0030684
GO:0030687,GO:0030684
GO:0030688,GO:0030684
GO:0030695,GO:0003674
GO:0030833,GO:0008150
GO:0030837,GO:0030833
GO:0030846,GO:0006369
GO:0030847,GO:0006369
GO:0030864,GO:0005575
GO:0030865,GO:0007010
GO:0030866,GO:0030036
GO:0030866,GO:0030865
GO:0030870,GO:0005575
GO:0030874,GO:0000785
GO:0030880,GO:0005575
GO:0030892,GO:0008278
GO:0030894,GO:0032993
GO:0030897,GO:0099023
GO:0030904,GO:0005575
GO:0030907,GO:0090575
GO:0030915,GO:0005575
GO:0030943,GO:0005048
GO:0030950,GO:0030036
GO:0030953,GO:0007051
GO:0030953,GO:0031122
GO:0030968,GO:0034976
GO:0030968,GO:0035556
GO:0030970,GO:0032527
GO:0030976,GO:0043169
GO:0030976,GO:1901363
GO:0030983,GO:0003690
GO:0031011,GO:0005575
GO:0031023,GO:0007017
GO:0031023,GO:0016043
GO:0031055,GO:0006338
GO:0031072,GO:0005515
GO:0031080,GO:0005575
GO:0031083,GO:0005575
GO:0031087,GO:0110156
GO:0031090,GO:0016020
GO:0031105,GO:0032991
GO:0031106,GO:0032185
GO:0031116,GO:0008150
GO:0031118,GO:0000154
GO:0031118,GO:0001522
GO:0031119,GO:0001522
GO:0031119,GO:0006400
GO:0031120,GO:0001522
GO:0031120,GO:0040031
GO:0031122,GO:0000226
GO:0031123,GO:0006396
GO:0031124,GO:0006397
GO:0031124,GO:0031123
GO:0031126,GO:0006396
GO:0031126,GO:0016074
GO:0031126,GO:0031123
GO:0031134,GO:0008608
GO:0031145,GO:0043161
GO:0031146,GO:0043161
GO:0031160,GO:0005575
GO:0031167,GO:0000154
GO:0031167,GO:0001510
GO:0031201,GO:0005575
GO:0031204,GO:0008150
GO:0031207,GO:0005575
GO:0031261,GO:0032993
GO:0031262,GO:0032991
GO:0031267,GO:0051020
GO:0031297,GO:0045005
GO:0031298,GO:0005575
GO:0031314,GO:0005575
GO:0031333,GO:0043254
GO:0031365,GO:0036211
GO:0031369,GO:0005515
GO:0031370,GO:0031369
GO:0031371,GO:1990234
GO:0031386,GO:0003674
GO:0031389,GO:0032991
GO:0031390,GO:0005575
GO:0031391,GO:0005575
GO:0031397,GO:0008150
GO:0031398,GO:0008150
GO:0031410,GO:0005575
GO:0031428,GO:0005575
GO:0031429,GO:0005575
GO:0031452,GO:0010628
GO:0031461,GO:0000151
GO:0031463,GO:0031461
GO:0031490,GO:0003677
GO:0031490,GO:0003682
GO:0031491,GO:0003682
GO:0031491,GO:0044877
GO:0031492,GO:0031490
GO:0031492,GO:0031491
GO:0031494,GO:0008150
GO:0031496,GO:0031494
GO:0031499,GO:0005575
GO:0031501,GO:0005575
GO:0031501,GO:1990234
GO:0031503,GO:0051179
GO:0031505,GO:0071555
GO:0031505,GO:0071852
GO:0031507,GO:0008150
GO:0031509,GO:0008150
GO:0031571,GO:0044773
GO:0031573,GO:0044773
GO:0031578,GO:0001100
GO:0031578,GO:0008150
GO:0031588,GO:0005575
GO:0031591,GO:0006400
GO:0031593,GO:0003674
GO:0031624,GO:0003674
GO:0031625,GO:0044389
GO:0031647,GO:0065008
GO:0031669,GO:0051716
GO:0031681,GO:0005515
GO:0031683,GO:0044877
GO:0031901,GO:0010008
GO:0031902,GO:0010008
GO:0031929,GO:0035556
GO:0031930,GO:0035556
GO:0031931,GO:0005575
GO:0031932,GO:0005575
GO:0031942,GO:0005575
GO:0031965,GO:0031090
GO:0031966,GO:0031090
GO:0031967,GO:0110165
GO:0031981,GO:0005575
GO:0031982,GO:0043227
GO:0031985,GO:0005575
GO:0031990,GO:0006406
GO:0031990,GO:0034605
GO:0031991,GO:0008150
GO:0032006,GO:0008150
GO:0032007,GO:0032006
GO:0032008,GO:0032006
GO:0032012,GO:0008150
GO:0032036,GO:0017022
GO:0032038,GO:0032036
GO:0032038,GO:0045159
GO:0032040,GO:0030684
GO:0032042,GO:0006259
