term,gene
GO:0005628,YHR015W
GO:0005628,YHR107C
GO:0005628,YHR142W
GO:0005628,YHR158C
GO:0005628,YHR161C
GO:0005628,YHR184W
GO:0005628,YIL068C
GO:0005628,YIL099W
GO:0005628,YJL085W
GO:0005628,YJR036C
GO:0005628,YJR058C
GO:0005628,YJR076C
GO:0005628,YKL092C
GO:0005628,YKL096W
GO:0005628,YKR031C
GO:0005628,YLL040C
GO:0005628,YLR054C
GO:0005628,YLR307W
GO:0005628,YLR314C
GO:0005628,YLR319C
GO:0005628,YLR380W
GO:0005628,YML066C
GO:0005628,YMR017W
GO:0005628,YMR183C
GO:0005628,YNL012W
GO:0005628,YNL018C
GO:0005628,YNL019C
GO:0005628,YNL161W
GO:0005628,YNL271C
GO:0005628,YNR049C
GO:0005628,YOL047C
GO:0005628,YOL048C
GO:0005628,YOL091W
GO:0005628,YOR177C
GO:0005628,YOR190W
GO:0005628,YOR242C
GO:0005628,YOR255W
GO:0005628,YPL027W
GO:0005628,YPL116W
GO:0005628,YPL130W
GO:0005628,YPL232W
GO:0005628,YPR036W-A
GO:0005628,YPR055W
GO:0005634,YAL001C
GO:0005634,YAL005C
GO:0005634,YAL009W
GO:0005634,YAL011W
GO:0005634,YAL012W
GO:0005634,YAL013W
GO:0005634,YAL015C
GO:0005634,YAL016W
GO:0005634,YAL017W
GO:0005634,YAL019W
GO:0005634,YAL021C
GO:0005634,YAL025C
GO:0005634,YAL027W
GO:0005634,YAL032C
GO:0005634,YAL033W
GO:0005634,YAL034C
GO:0005634,YAL034W-A
GO:0005634,YAL040C
GO:0005634,YAL041W
GO:0005634,YAL043C
GO:0005634,YAL051W
GO:0005634,YAL054C
GO:0005634,YAL059W
GO:0005634,YAL061W
GO:0005634,YAL062W
GO:0005634,YAR002W
GO:0005634,YAR003W
GO:0005634,YAR007C
GO:0005634,YAR008W
GO:0005634,YAR014C
GO:0005634,YAR015W
GO:0005634,YAR018C
GO:0005634,YAR027W
GO:0005634,YAR042W
GO:0005634,YBL001C
GO:0005634,YBL002W
GO:0005634,YBL003C
GO:0005634,YBL004W
GO:0005634,YBL005W
GO:0005634,YBL006C
GO:0005634,YBL007C
GO:0005634,YBL008W
GO:0005634,YBL009W
GO:0005634,YBL010C
GO:0005634,YBL014C
GO:0005634,YBL016W
GO:0005634,YBL018C
GO:0005634,YBL019W
GO:0005634,YBL021C
GO:0005634,YBL023C
GO:0005634,YBL024W
GO:0005634,YBL025W
GO:0005634,YBL026W
GO:0005634,YBL028C
GO:0005634,YBL029W
GO:0005634,YBL032W
GO:0005634,YBL033C
GO:0005634,YBL034C
GO:0005634,YBL035C
GO:0005634,YBL036C
GO:0005634,YBL041W
GO:0005634,YBL046W
GO:0005634,YBL051C
GO:0005634,YBL052C
GO:0005634,YBL054W
GO:0005634,YBL056W
GO:0005634,YBL058W
GO:0005634,YBL059C-A
GO:0005634,YBL063W
GO:0005634,YBL066C
GO:0005634,YBL067C
GO:0005634,YBL071W-A
GO:0005634,YBL074C
GO:0005634,YBL075C
GO:0005634,YBL079W
GO:0005634,YBL084C
GO:0005634,YBL088C
GO:0005634,YBL091C
GO:0005634,YBL093C
GO:0005634,YBL097W
GO:0005634,YBL103C
GO:0005634,YBL105C
GO:0005634,YBR008C
GO:0005634,YBR009C
GO:0005634,YBR010W
GO:0005634,YBR011C
GO:0005634,YBR017C
GO:0005634,YBR030W
GO:0005634,YBR031W
GO:0005634,YBR033W
GO:0005634,YBR034C
GO:0005634,YBR046C
GO:0005634,YBR049C
GO:0005634,YBR055C
GO:0005634,YBR057C
GO:0005634,YBR058C
GO:0005634,YBR060C
GO:0005634,YBR065C
GO:0005634,YBR066C
GO:0005634,YBR070C
GO:0005634,YBR072W
GO:0005634,YBR073W
GO:0005634,YBR081C
GO:0005634,YBR082C
GO:0005634,YBR083W
GO:0005634,YBR085C-A
GO:0005634,YBR087W
GO:0005634,YBR088C
GO:0005634,YBR089C-A
GO:0005634,YBR090C
GO:0005634,YBR095C
GO:0005634,YBR098W
GO:0005634,YBR103W
GO:0005634,YBR107C
GO:0005634,YBR111C
GO:0005634,YBR111W-A
GO:0005634,YBR112C
GO:0005634,YBR114W
GO:0005634,YBR117C
GO:0005634,YBR119W
GO:0005634,YBR123C
GO:0005634,YBR133C
GO:0005634,YBR135W
GO:0005634,YBR136W
GO:0005634,YBR141C
GO:0005634,YBR142W
GO:0005634,YBR145W
GO:0005634,YBR150C
GO:0005634,YBR151W
GO:0005634,YBR152W
GO:0005634,YBR154C
GO:0005634,YBR155W
GO:0005634,YBR156C
GO:0005634,YBR158W
GO:0005634,YBR160W
GO:0005634,YBR163W
GO:0005634,YBR165W
GO:0005634,YBR167C
GO:0005634,YBR169C
GO:0005634,YBR170C
GO:0005634,YBR172C
GO:0005634,YBR173C
GO:0005634,YBR175W
GO:0005634,YBR181C
GO:0005634,YBR182C
GO:0005634,YBR186W
GO:0005634,YBR188C
GO:0005634,YBR189W
GO:0005634,YBR193C
GO:0005634,YBR195C
GO:0005634,YBR197C
GO:0005634,YBR198C
GO:0005634,YBR202W
GO:0005634,YBR205W
GO:0005634,YBR211C
GO:0005634,YBR212W
GO:0005634,YBR215W
GO:0005634,YBR223C
GO:0005634,YBR228W
GO:0005634,YBR231C
GO:0005634,YBR233W
GO:0005634,YBR233W-A
GO:0005634,YBR236C
GO:0005634,YBR237W
GO:0005634,YBR239C
GO:0005634,YBR240C
GO:0005634,YBR242W
GO:0005634,YBR244W
GO:0005634,YBR245C
GO:0005634,YBR247C
GO:0005634,YBR249C
GO:0005634,YBR252W
GO:0005634,YBR253W
GO:0005634,YBR254C
GO:0005634,YBR257W
GO:0005634,YBR258C
GO:0005634,YBR272C
GO:0005634,YBR274W
GO:0005634,YBR275C
GO:0005634,YBR276C
GO:0005634,YBR278W
GO:0005634,YBR279W
GO:0005634,YBR281C
GO:0005634,YBR289W
GO:0005634,YBR297W
GO:0005634,YCL002C
GO:0005634,YCL010C
GO:0005634,YCL011C
GO:0005634,YCL017C
GO:0005634,YCL024W
GO:0005634,YCL026C-A
GO:0005634,YCL026C-B
GO:0005634,YCL028W
GO:0005634,YCL031C
GO:0005634,YCL035C
GO:0005634,YCL039W
GO:0005634,YCL047C
GO:0005634,YCL050C
GO:0005634,YCL054W
GO:0005634,YCL055W
GO:0005634,YCL058W-A
GO:0005634,YCL059C
GO:0005634,YCL061C
GO:0005634,YCL066W
GO:0005634,YCL067C
GO:0005634,YCR014C
GO:0005634,YCR016W
GO:0005634,YCR018C
GO:0005634,YCR020W-B
GO:0005634,YCR031C
GO:0005634,YCR033W
GO:0005634,YCR035C
GO:0005634,YCR036W
GO:0005634,YCR039C
GO:0005634,YCR040W
GO:0005634,YCR042C
GO:0005634,YCR047C
GO:0005634,YCR051W
GO:0005634,YCR052W
GO:0005634,YCR053W
GO:0005634,YCR054C
GO:0005634,YCR057C
GO:0005634,YCR059C
GO:0005634,YCR060W
GO:0005634,YCR063W
GO:0005634,YCR065W
GO:0005634,YCR066W
GO:0005634,YCR072C
GO:0005634,YCR077C
GO:0005634,YCR081W
GO:0005634,YCR082W
GO:0005634,YCR084C
GO:0005634,YCR086W
GO:0005634,YCR087C-A
GO:0005634,YCR090C
GO:0005634,YCR091W
GO:0005634,YCR092C
GO:0005634,YCR093W
GO:0005634,YCR096C
GO:0005634,YCR097W
GO:0005634,YCR106W
GO:0005634,YDL002C
GO:0005634,YDL003W
GO:0005634,YDL005C
GO:0005634,YDL006W
GO:0005634,YDL007W
GO:0005634,YDL008W
GO:0005634,YDL013W
GO:0005634,YDL014W
GO:0005634,YDL017W
GO:0005634,YDL020C
GO:0005634,YDL022W
GO:0005634,YDL028C
GO:0005634,YDL030W
GO:0005634,YDL031W
GO:0005634,YDL036C
GO:0005634,YDL042C
GO:0005634,YDL043C
GO:0005634,YDL047W
GO:0005634,YDL048C
GO:0005634,YDL051W
GO:0005634,YDL053C
GO:0005634,YDL056W
GO:0005634,YDL059C
GO:0005634,YDL060W
GO:0005634,YDL063C
GO:0005634,YDL064W
GO:0005634,YDL070W
GO:0005634,YDL074C
GO:0005634,YDL076C
GO:0005634,YDL080C
GO:0005634,YDL084W
GO:0005634,YDL085C-A
GO:0005634,YDL087C
GO:0005634,YDL088C
GO:0005634,YDL089W
GO:0005634,YDL092W
GO:0005634,YDL098C
GO:0005634,YDL101C
GO:0005634,YDL102W
GO:0005634,YDL103C
GO:0005634,YDL105W
GO:0005634,YDL106C
GO:0005634,YDL108W
GO:0005634,YDL110C
GO:0005634,YDL111C
GO:0005634,YDL115C
GO:0005634,YDL116W
GO:0005634,YDL117W
GO:0005634,YDL122W
GO:0005634,YDL124W
GO:0005634,YDL125C
GO:0005634,YDL126C
GO:0005634,YDL127W
GO:0005634,YDL129W
GO:0005634,YDL131W
GO:0005634,YDL132W
GO:0005634,YDL134C
GO:0005634,YDL139C
GO:0005634,YDL140C
GO:0005634,YDL141W
GO:0005634,YDL144C
GO:0005634,YDL148C
GO:0005634,YDL150W
GO:0005634,YDL153C
GO:0005634,YDL154W
GO:0005634,YDL155W
GO:0005634,YDL156W
GO:0005634,YDL164C
GO:0005634,YDL165W
GO:0005634,YDL166C
GO:0005634,YDL167C
GO:0005634,YDL170W
GO:0005634,YDL175C
GO:0005634,YDL179W
GO:0005634,YDL182W
GO:0005634,YDL188C
GO:0005634,YDL189W
GO:0005634,YDL190C
GO:0005634,YDL193W
GO:0005634,YDL197C
GO:0005634,YDL200C
GO:0005634,YDL201W
GO:0005634,YDL204W
GO:0005634,YDL205C
GO:0005634,YDL207W
GO:0005634,YDL208W
GO:0005634,YDL209C
GO:0005634,YDL213C
GO:0005634,YDL216C
GO:0005634,YDL227C
GO:0005634,YDL229W
GO:0005634,YDL233W
GO:0005634,YDL235C
GO:0005634,YDL236W
GO:0005634,YDR002W
GO:0005634,YDR004W
GO:0005634,YDR005C
GO:0005634,YDR006C
GO:0005634,YDR009W
GO:0005634,YDR012W
GO:0005634,YDR013W
GO:0005634,YDR014W
GO:0005634,YDR014W-A
GO:0005634,YDR016C
GO:0005634,YDR017C
GO:0005634,YDR018C
GO:0005634,YDR020C
GO:0005634,YDR021W
GO:0005634,YDR024W
GO:0005634,YDR026C
GO:0005634,YDR028C
GO:0005634,YDR030C
GO:0005634,YDR031W
GO:0005634,YDR034C
GO:0005634,YDR035W
GO:0005634,YDR043C
GO:0005634,YDR045C
GO:0005634,YDR047W
GO:0005634,YDR051C
GO:0005634,YDR052C
GO:0005634,YDR054C
GO:0005634,YDR059C
GO:0005634,YDR060W
GO:0005634,YDR063W
GO:0005634,YDR066C
GO:0005634,YDR073W
GO:0005634,YDR075W
GO:0005634,YDR076W
GO:0005634,YDR078C
GO:0005634,YDR079C-A
GO:0005634,YDR081C
GO:0005634,YDR083W
GO:0005634,YDR087C
GO:0005634,YDR088C
GO:0005634,YDR091C
GO:0005634,YDR092W
GO:0005634,YDR096W
GO:0005634,YDR097C
GO:0005634,YDR098C
GO:0005634,YDR099W
GO:0005634,YDR101C
GO:0005634,YDR103W
GO:0005634,YDR110W
GO:0005634,YDR111C
GO:0005634,YDR113C
GO:0005634,YDR115W
GO:0005634,YDR118W
GO:0005634,YDR120C
GO:0005634,YDR121W
GO:0005634,YDR123C
GO:0005634,YDR130C
GO:0005634,YDR132C
GO:0005634,YDR138W
GO:0005634,YDR140W
GO:0005634,YDR143C
GO:0005634,YDR145W
GO:0005634,YDR146C
GO:0005634,YDR151C
GO:0005634,YDR155C
GO:0005634,YDR156W
GO:0005634,YDR158W
GO:0005634,YDR159W
GO:0005634,YDR161W
GO:0005634,YDR162C
GO:0005634,YDR163W
GO:0005634,YDR165W
GO:0005634,YDR167W
GO:0005634,YDR169C
GO:0005634,YDR173C
GO:0005634,YDR174W
GO:0005634,YDR176W
GO:0005634,YDR177W
GO:0005634,YDR179C
GO:0005634,YDR180W
GO:0005634,YDR181C
GO:0005634,YDR184C
GO:0005634,YDR190C
GO:0005634,YDR191W
GO:0005634,YDR192C
GO:0005634,YDR195W
GO:0005634,YDR196C
GO:0005634,YDR201W
GO:0005634,YDR205W
GO:0005634,YDR206W
GO:0005634,YDR207C
GO:0005634,YDR208W
GO:0005634,YDR213W
GO:0005634,YDR214W
GO:0005634,YDR216W
GO:0005634,YDR217C
GO:0005634,YDR223W
GO:0005634,YDR224C
GO:0005634,YDR225W
GO:0005634,YDR227W
GO:0005634,YDR228C
GO:0005634,YDR235W
GO:0005634,YDR240C
GO:0005634,YDR243C
GO:0005634,YDR247W
GO:0005634,YDR252W
GO:0005634,YDR253C
GO:0005634,YDR254W
GO:0005634,YDR255C
GO:0005634,YDR257C
GO:0005634,YDR259C
GO:0005634,YDR260C
GO:0005634,YDR263C
GO:0005634,YDR267C
GO:0005634,YDR279W
GO:0005634,YDR280W
GO:0005634,YDR283C
GO:0005634,YDR285W
GO:0005634,YDR288W
GO:0005634,YDR289C
GO:0005634,YDR291W
GO:0005634,YDR293C
GO:0005634,YDR295C
GO:0005634,YDR296W
GO:0005634,YDR299W
GO:0005634,YDR301W
GO:0005634,YDR303C
GO:0005634,YDR305C
GO:0005634,YDR308C
GO:0005634,YDR310C
GO:0005634,YDR311W
GO:0005634,YDR312W
GO:0005634,YDR314C
GO:0005634,YDR315C
GO:0005634,YDR318W
GO:0005634,YDR320C-A
GO:0005634,YDR323C
GO:0005634,YDR324C
GO:0005634,YDR325W
GO:0005634,YDR328C
GO:0005634,YDR330W
GO:0005634,YDR334W
GO:0005634,YDR335W
GO:0005634,YDR339C
GO:0005634,YDR346C
GO:0005634,YDR354W
GO:0005634,YDR356W
GO:0005634,YDR359C
GO:0005634,YDR361C
GO:0005634,YDR362C
GO:0005634,YDR363W
GO:0005634,YDR364C
GO:0005634,YDR365C
GO:0005634,YDR368W
GO:0005634,YDR369C
GO:0005634,YDR370C
GO:0005634,YDR372C
GO:0005634,YDR374W-A
GO:0005634,YDR378C
GO:0005634,YDR380W
GO:0005634,YDR381W
GO:0005634,YDR383C
GO:0005634,YDR386W
GO:0005634,YDR390C
GO:0005634,YDR391C
GO:0005634,YDR392W
GO:0005634,YDR394W
GO:0005634,YDR395W
GO:0005634,YDR397C
GO:0005634,YDR398W
GO:0005634,YDR399W
GO:0005634,YDR400W
GO:0005634,YDR404C
GO:0005634,YDR408C
GO:0005634,YDR409W
GO:0005634,YDR412W
GO:0005634,YDR416W
GO:0005634,YDR419W
GO:0005634,YDR421W
GO:0005634,YDR422C
GO:0005634,YDR423C
GO:0005634,YDR424C
GO:0005634,YDR427W
GO:0005634,YDR432W
GO:0005634,YDR436W
GO:0005634,YDR439W
GO:0005634,YDR440W
GO:0005634,YDR443C
GO:0005634,YDR446W
GO:0005634,YDR448W
GO:0005634,YDR449C
GO:0005634,YDR451C
GO:0005634,YDR452W
GO:0005634,YDR454C
GO:0005634,YDR457W
GO:0005634,YDR458C
GO:0005634,YDR460W
GO:0005634,YDR463W
GO:0005634,YDR464W
GO:0005634,YDR465C
GO:0005634,YDR469W
GO:0005634,YDR473C
GO:0005634,YDR477W
GO:0005634,YDR478W
GO:0005634,YDR480W
GO:0005634,YDR482C
GO:0005634,YDR485C
GO:0005634,YDR487C
GO:0005634,YDR489W
GO:0005634,YDR496C
GO:0005634,YDR499W
GO:0005634,YDR501W
GO:0005634,YDR507C
GO:0005634,YDR510W
GO:0005634,YDR513W
GO:0005634,YDR514C
GO:0005634,YDR519W
GO:0005634,YDR520C
GO:0005634,YDR523C
GO:0005634,YDR530C
GO:0005634,YDR531W
GO:0005634,YDR532C
GO:0005634,YDR540C
GO:0005634,YDR545W
GO:0005634,YEL007W
GO:0005634,YEL009C
GO:0005634,YEL012W
GO:0005634,YEL015W
GO:0005634,YEL017W
GO:0005634,YEL018W
GO:0005634,YEL019C
GO:0005634,YEL025C
GO:0005634,YEL026W
GO:0005634,YEL029C
GO:0005634,YEL032W
GO:0005634,YEL037C
GO:0005634,YEL038W
GO:0005634,YEL044W
GO:0005634,YEL048C
GO:0005634,YEL055C
GO:0005634,YEL056W
GO:0005634,YEL058W
GO:0005634,YEL061C
GO:0005634,YEL066W
GO:0005634,YER002W
GO:0005634,YER003C
GO:0005634,YER006W
GO:0005634,YER012W
GO:0005634,YER013W
GO:0005634,YER018C
GO:0005634,YER022W
GO:0005634,YER027C
GO:0005634,YER028C
GO:0005634,YER029C
GO:0005634,YER030W
GO:0005634,YER034W
GO:0005634,YER035W
GO:0005634,YER036C
GO:0005634,YER037W
GO:0005634,YER038C
GO:0005634,YER040W
GO:0005634,YER041W
GO:0005634,YER042W
GO:0005634,YER044C-A
GO:0005634,YER045C
GO:0005634,YER048C
GO:0005634,YER049W
GO:0005634,YER051W
GO:0005634,YER057C
GO:0005634,YER059W
GO:0005634,YER062C
GO:0005634,YER063W
GO:0005634,YER064C
GO:0005634,YER067W
GO:0005634,YER068W
GO:0005634,YER070W
GO:0005634,YER075C
GO:0005634,YER078C
GO:0005634,YER079W
GO:0005634,YER082C
GO:0005634,YER084W
GO:0005634,YER088C
GO:0005634,YER089C
GO:0005634,YER092W
GO:0005634,YER094C
GO:0005634,YER095W
GO:0005634,YER098W
GO:0005634,YER100W
GO:0005634,YER103W
GO:0005634,YER104W
GO:0005634,YER105C
GO:0005634,YER106W
GO:0005634,YER107C
GO:0005634,YER110C
GO:0005634,YER112W
GO:0005634,YER116C
GO:0005634,YER117W
GO:0005634,YER120W
GO:0005634,YER123W
GO:0005634,YER125W
GO:0005634,YER126C
GO:0005634,YER127W
GO:0005634,YER130C
GO:0005634,YER133W
GO:0005634,YER134C
GO:0005634,YER139C
GO:0005634,YER142C
GO:0005634,YER146W
GO:0005634,YER147C
GO:0005634,YER148W
GO:0005634,YER151C
GO:0005634,YER152C
GO:0005634,YER156C
GO:0005634,YER159C
GO:0005634,YER161C
GO:0005634,YER162C
GO:0005634,YER163C
GO:0005634,YER164W
GO:0005634,YER165W
GO:0005634,YER167W
GO:0005634,YER168C
GO:0005634,YER169W
GO:0005634,YER171W
GO:0005634,YER172C
GO:0005634,YER173W
GO:0005634,YER174C
GO:0005634,YER177W
GO:0005634,YER179W
GO:0005634,YER184C
GO:0005634,YER190W
GO:0005634,YFL001W
GO:0005634,YFL002C
GO:0005634,YFL003C
GO:0005634,YFL007W
GO:0005634,YFL008W
GO:0005634,YFL009W
GO:0005634,YFL010C
GO:0005634,YFL013C
GO:0005634,YFL014W
GO:0005634,YFL017C
GO:0005634,YFL017W-A
GO:0005634,YFL021W
GO:0005634,YFL024C
GO:0005634,YFL028C
GO:0005634,YFL029C
GO:0005634,YFL031W
GO:0005634,YFL033C
GO:0005634,YFL034C-B
GO:0005634,YFL044C
GO:0005634,YFL049W
GO:0005634,YFL052W
GO:0005634,YFL062W
GO:0005634,YFL066C
GO:0005634,YFR001W
GO:0005634,YFR002W
GO:0005634,YFR003C
GO:0005634,YFR004W
GO:0005634,YFR005C
GO:0005634,YFR013W
GO:0005634,YFR023W
GO:0005634,YFR027W
GO:0005634,YFR028C
GO:0005634,YFR031C
GO:0005634,YFR032C
GO:0005634,YFR034C
GO:0005634,YFR036W
GO:0005634,YFR037C
GO:0005634,YFR038W
GO:0005634,YFR040W
GO:0005634,YFR046C
GO:0005634,YFR047C
GO:0005634,YFR050C
GO:0005634,YFR052W
GO:0005634,YGL003C
GO:0005634,YGL004C
GO:0005634,YGL011C
GO:0005634,YGL013C
GO:0005634,YGL016W
GO:0005634,YGL021W
GO:0005634,YGL025C
GO:0005634,YGL026C
GO:0005634,YGL029W
GO:0005634,YGL033W
GO:0005634,YGL035C
GO:0005634,YGL036W
GO:0005634,YGL037C
GO:0005634,YGL040C
GO:0005634,YGL043W
GO:0005634,YGL044C
GO:0005634,YGL047W
GO:0005634,YGL048C
GO:0005634,YGL056C
GO:0005634,YGL058W
GO:0005634,YGL061C
GO:0005634,YGL063W
GO:0005634,YGL066W
GO:0005634,YGL070C
GO:0005634,YGL071W
GO:0005634,YGL073W
GO:0005634,YGL075C
GO:0005634,YGL078C
GO:0005634,YGL082W
GO:0005634,YGL086W
GO:0005634,YGL087C
GO:0005634,YGL090W
GO:0005634,YGL091C
GO:0005634,YGL092W
GO:0005634,YGL093W
GO:0005634,YGL096W
GO:0005634,YGL097W
GO:0005634,YGL100W
GO:0005634,YGL101W
GO:0005634,YGL103W
GO:0005634,YGL111W
GO:0005634,YGL112C
GO:0005634,YGL113W
GO:0005634,YGL115W
GO:0005634,YGL116W
GO:0005634,YGL120C
GO:0005634,YGL122C
GO:0005634,YGL123W
GO:0005634,YGL127C
GO:0005634,YGL128C
GO:0005634,YGL130W
GO:0005634,YGL131C
GO:0005634,YGL133W
GO:0005634,YGL134W
GO:0005634,YGL141W
GO:0005634,YGL144C
GO:0005634,YGL150C
GO:0005634,YGL151W
GO:0005634,YGL157W
GO:0005634,YGL158W
GO:0005634,YGL162W
GO:0005634,YGL163C
GO:0005634,YGL164C
GO:0005634,YGL166W
GO:0005634,YGL169W
GO:0005634,YGL171W
GO:0005634,YGL172W
GO:0005634,YGL173C
GO:0005634,YGL174W
GO:0005634,YGL175C
GO:0005634,YGL181W
GO:0005634,YGL183C
GO:0005634,YGL184C
GO:0005634,YGL190C
GO:0005634,YGL192W
GO:0005634,YGL194C
GO:0005634,YGL201C
GO:0005634,YGL207W
GO:0005634,YGL208W
GO:0005634,YGL209W
GO:0005634,YGL213C
GO:0005634,YGL215W
GO:0005634,YGL216W
GO:0005634,YGL220W
GO:0005634,YGL222C
GO:0005634,YGL227W
GO:0005634,YGL229C
GO:0005634,YGL232W
GO:0005634,YGL237C
GO:0005634,YGL238W
GO:0005634,YGL240W
GO:0005634,YGL241W
GO:0005634,YGL243W
GO:0005634,YGL244W
GO:0005634,YGL246C
GO:0005634,YGL247W
GO:0005634,YGL249W
GO:0005634,YGL250W
GO:0005634,YGL251C
GO:0005634,YGL253W
GO:0005634,YGL254W
GO:0005634,YGR002C
GO:0005634,YGR003W
GO:0005634,YGR005C
GO:0005634,YGR006W
GO:0005634,YGR007W
GO:0005634,YGR010W
GO:0005634,YGR013W
GO:0005634,YGR017W
GO:0005634,YGR024C
GO:0005634,YGR030C
GO:0005634,YGR037C
GO:0005634,YGR040W
GO:0005634,YGR042W
GO:0005634,YGR043C
GO:0005634,YGR044C
GO:0005634,YGR047C
GO:0005634,YGR048W
GO:0005634,YGR052W
GO:0005634,YGR056W
GO:0005634,YGR058W
GO:0005634,YGR063C
GO:0005634,YGR067C
GO:0005634,YGR071C
GO:0005634,YGR072W
GO:0005634,YGR074W
GO:0005634,YGR075C
GO:0005634,YGR081C
GO:0005634,YGR085C
GO:0005634,YGR087C
GO:0005634,YGR090W
GO:0005634,YGR091W
GO:0005634,YGR092W
GO:0005634,YGR093W
GO:0005634,YGR095C
GO:0005634,YGR098C
GO:0005634,YGR099W
GO:0005634,YGR103W
GO:0005634,YGR104C
GO:0005634,YGR108W
GO:0005634,YGR109C
GO:0005634,YGR111W
GO:0005634,YGR113W
GO:0005634,YGR116W
GO:0005634,YGR119C
GO:0005634,YGR122W
GO:0005634,YGR123C
GO:0005634,YGR126W
GO:0005634,YGR128C
GO:0005634,YGR129W
GO:0005634,YGR133W
GO:0005634,YGR134W
GO:0005634,YGR135W
GO:0005634,YGR136W
GO:0005634,YGR140W
GO:0005634,YGR142W
GO:0005634,YGR144W
GO:0005634,YGR145W
GO:0005634,YGR151C
GO:0005634,YGR156W
GO:0005634,YGR158C
GO:0005634,YGR159C
GO:0005634,YGR161C
GO:0005634,YGR163W
GO:0005634,YGR169C-A
GO:0005634,YGR178C
GO:0005634,YGR179C
GO:0005634,YGR180C
GO:0005634,YGR185C
GO:0005634,YGR186W
GO:0005634,YGR187C
GO:0005634,YGR188C
GO:0005634,YGR192C
GO:0005634,YGR195W
GO:0005634,YGR196C
GO:0005634,YGR198W
GO:0005634,YGR200C
GO:0005634,YGR201C
GO:0005634,YGR202C
GO:0005634,YGR203W
GO:0005634,YGR204W
GO:0005634,YGR205W
GO:0005634,YGR208W
GO:0005634,YGR209C
GO:0005634,YGR211W
GO:0005634,YGR218W
GO:0005634,YGR219W
GO:0005634,YGR229C
GO:0005634,YGR232W
GO:0005634,YGR233C
GO:0005634,YGR234W
GO:0005634,YGR245C
GO:0005634,YGR246C
GO:0005634,YGR248W
GO:0005634,YGR249W
GO:0005634,YGR251W
GO:0005634,YGR252W
GO:0005634,YGR253C
GO:0005634,YGR258C
GO:0005634,YGR262C
GO:0005634,YGR267C
GO:0005634,YGR269W
GO:0005634,YGR270W
GO:0005634,YGR271C-A
GO:0005634,YGR274C
GO:0005634,YGR275W
GO:0005634,YGR276C
GO:0005634,YGR277C
GO:0005634,YGR278W
GO:0005634,YGR280C
GO:0005634,YGR283C
GO:0005634,YGR288W
GO:0005634,YGR296W
GO:0005634,YHL006C
GO:0005634,YHL007C
GO:0005634,YHL009C
GO:0005634,YHL019C
GO:0005634,YHL020C
GO:0005634,YHL022C
GO:0005634,YHL024W
GO:0005634,YHL025W
GO:0005634,YHL027W
GO:0005634,YHL030W
GO:0005634,YHL034C
GO:0005634,YHL039W
GO:0005634,YHL040C
GO:0005634,YHR004C
GO:0005634,YHR006W
GO:0005634,YHR014W
GO:0005634,YHR015W
GO:0005634,YHR027C
GO:0005634,YHR030C
GO:0005634,YHR031C
GO:0005634,YHR034C
GO:0005634,YHR035W
GO:0005634,YHR036W
GO:0005634,YHR040W
GO:0005634,YHR041C
GO:0005634,YHR043C
GO:0005634,YHR046C
GO:0005634,YHR047C
GO:0005634,YHR049W
GO:0005634,YHR052W
GO:0005634,YHR054C
GO:0005634,YHR056C
GO:0005634,YHR058C
GO:0005634,YHR060W
GO:0005634,YHR061C
GO:0005634,YHR062C
GO:0005634,YHR065C
GO:0005634,YHR066W
GO:0005634,YHR069C
GO:0005634,YHR070W
GO:0005634,YHR071W
GO:0005634,YHR072W-A
GO:0005634,YHR074W
GO:0005634,YHR079C
GO:0005634,YHR079C-A
GO:0005634,YHR081W
GO:0005634,YHR082C
GO:0005634,YHR084W
GO:0005634,YHR085W
GO:0005634,YHR086W
GO:0005634,YHR087W
GO:0005634,YHR088W
GO:0005634,YHR089C
GO:0005634,YHR090C
GO:0005634,YHR097C
GO:0005634,YHR099W
GO:0005634,YHR104W
GO:0005634,YHR112C
GO:0005634,YHR118C
GO:0005634,YHR119W
GO:0005634,YHR120W
GO:0005634,YHR121W
GO:0005634,YHR122W
GO:0005634,YHR124W
GO:0005634,YHR127W
GO:0005634,YHR132W-A
GO:0005634,YHR133C
GO:0005634,YHR134W
GO:0005634,YHR135C
GO:0005634,YHR137W
GO:0005634,YHR143W-A
GO:0005634,YHR146W
GO:0005634,YHR148W
GO:0005634,YHR152W
GO:0005634,YHR154W
GO:0005634,YHR156C
GO:0005634,YHR163W
GO:0005634,YHR164C
GO:0005634,YHR165C
GO:0005634,YHR166C
GO:0005634,YHR167W
GO:0005634,YHR169W
GO:0005634,YHR170W
GO:0005634,YHR172W
GO:0005634,YHR177W
GO:0005634,YHR178W
GO:0005634,YHR179W
GO:0005634,YHR185C
GO:0005634,YHR187W
GO:0005634,YHR191C
GO:0005634,YHR193C
GO:0005634,YHR194W
GO:0005634,YHR195W
GO:0005634,YHR196W
GO:0005634,YHR197W
GO:0005634,YHR199C-A
GO:0005634,YHR200W
GO:0005634,YHR205W
GO:0005634,YHR206W
GO:0005634,YHR207C
GO:0005634,YIL007C
GO:0005634,YIL008W
GO:0005634,YIL009C-A
GO:0005634,YIL010W
GO:0005634,YIL016W
GO:0005634,YIL017C
GO:0005634,YIL019W
GO:0005634,YIL020C
GO:0005634,YIL021W
GO:0005634,YIL026C
GO:0005634,YIL030C
GO:0005634,YIL031W
GO:0005634,YIL033C
GO:0005634,YIL035C
