term,gene
GO:0008270,YMR243C
GO:0008270,YMR247C
GO:0008270,YMR280C
GO:0008270,YMR281W
GO:0008270,YMR303C
GO:0008270,YMR318C
GO:0008270,YMR319C
GO:0008270,YMR321C
GO:0008270,YNL008C
GO:0008270,YNL021W
GO:0008270,YNL023C
GO:0008270,YNL027W
GO:0008270,YNL036W
GO:0008270,YNL040W
GO:0008270,YNL045W
GO:0008270,YNL049C
GO:0008270,YNL064C
GO:0008270,YNL077W
GO:0008270,YNL082W
GO:0008270,YNL097C
GO:0008270,YNL102W
GO:0008270,YNL104C
GO:0008270,YNL116W
GO:0008270,YNL141W
GO:0008270,YNL155W
GO:0008270,YNL162W
GO:0008270,YNL186W
GO:0008270,YNL204C
GO:0008270,YNL218W
GO:0008270,YNL227C
GO:0008270,YNL247W
GO:0008270,YNL250W
GO:0008270,YNL255C
GO:0008270,YNL262W
GO:0008270,YNL310C
GO:0008270,YNL326C
GO:0008270,YNL330C
GO:0008270,YNL335W
GO:0008270,YNR006W
GO:0008270,YNR020C
GO:0008270,YNR039C
GO:0008270,YNR046W
GO:0008270,YNR063W
GO:0008270,YOL003C
GO:0008270,YOL013C
GO:0008270,YOL033W
GO:0008270,YOL054W
GO:0008270,YOL057W
GO:0008270,YOL066C
GO:0008270,YOL068C
GO:0008270,YOL086C
GO:0008270,YOL089C
GO:0008270,YOL098C
GO:0008270,YOL125W
GO:0008270,YOL133W
GO:0008270,YOL138C
GO:0008270,YOL154W
GO:0008270,YOL164W
GO:0008270,YOR001W
GO:0008270,YOR004W
GO:0008270,YOR025W
GO:0008270,YOR034C
GO:0008270,YOR039W
GO:0008270,YOR040W
GO:0008270,YOR052C
GO:0008270,YOR056C
GO:0008270,YOR064C
GO:0008270,YOR077W
GO:0008270,YOR091W
GO:0008270,YOR108W
GO:0008270,YOR113W
GO:0008270,YOR116C
GO:0008270,YOR127W
GO:0008270,YOR151C
GO:0008270,YOR156C
GO:0008270,YOR162C
GO:0008270,YOR168W
GO:0008270,YOR172W
GO:0008270,YOR191W
GO:0008270,YOR207C
GO:0008270,YOR210W
GO:0008270,YOR244W
GO:0008270,YOR258W
GO:0008270,YOR274W
GO:0008270,YOR316C
GO:0008270,YOR335C
GO:0008270,YOR337W
GO:0008270,YOR341W
GO:0008270,YOR360C
GO:0008270,YOR363C
GO:0008270,YOR380W
GO:0008270,YOR387C
GO:0008270,YPL007C
GO:0008270,YPL015C
GO:0008270,YPL016W
GO:0008270,YPL021W
GO:0008270,YPL038W
GO:0008270,YPL040C
GO:0008270,YPL047W
GO:0008270,YPL054W
GO:0008270,YPL096W
GO:0008270,YPL103C
GO:0008270,YPL111W
GO:0008270,YPL116W
GO:0008270,YPL133C
GO:0008270,YPL135W
GO:0008270,YPL138C
GO:0008270,YPL165C
GO:0008270,YPL167C
GO:0008270,YPL181W
GO:0008270,YPL183W-A
GO:0008270,YPL202C
GO:0008270,YPL212C
GO:0008270,YPL230W
GO:0008270,YPL237W
GO:0008270,YPL248C
GO:0008270,YPL273W
GO:0008270,YPR008W
GO:0008270,YPR009W
GO:0008270,YPR010C
GO:0008270,YPR013C
GO:0008270,YPR015C
GO:0008270,YPR017C
GO:0008270,YPR019W
GO:0008270,YPR022C
GO:0008270,YPR024W
GO:0008270,YPR031W
GO:0008270,YPR041W
GO:0008270,YPR056W
GO:0008270,YPR062W
GO:0008270,YPR066W
GO:0008270,YPR068C
GO:0008270,YPR086W
GO:0008270,YPR093C
GO:0008270,YPR094W
GO:0008270,YPR107C
GO:0008270,YPR122W
GO:0008270,YPR176C
GO:0008270,YPR181C
GO:0008270,YPR186C
GO:0008270,YPR196W
GO:0008276,YDR140W
GO:0008276,YNL063W
GO:0008276,YNR046W
GO:0008278,YDL003W
GO:0008278,YFL008W
GO:0008278,YIL026C
GO:0008278,YPR007C
GO:0008289,Q0130
GO:0008289,YAL026C
GO:0008289,YAR042W
GO:0008289,YBR086C
GO:0008289,YCR009C
GO:0008289,YDL019C
GO:0008289,YDL113C
GO:0008289,YDL161W
GO:0008289,YDR153C
GO:0008289,YDR372C
GO:0008289,YDR388W
GO:0008289,YDR425W
GO:0008289,YFL014W
GO:0008289,YGL119W
GO:0008289,YGL219C
GO:0008289,YGR037C
GO:0008289,YGR086C
GO:0008289,YHR001W
GO:0008289,YHR073W
GO:0008289,YIL156W-B
GO:0008289,YJL036W
GO:0008289,YJL079C
GO:0008289,YJR125C
GO:0008289,YKL130C
GO:0008289,YKR003W
GO:0008289,YKR013W
GO:0008289,YLL006W
GO:0008289,YLL040C
GO:0008289,YLR193C
GO:0008289,YLR201C
GO:0008289,YLR206W
GO:0008289,YLR457C
GO:0008289,YML072C
GO:0008289,YNL087W
GO:0008289,YOL009C
GO:0008289,YOR086C
GO:0008289,YOR237W
GO:0008289,YOR357C
GO:0008289,YPL004C
GO:0008289,YPL145C
GO:0008289,YPR091C
GO:0008296,YBL055C
GO:0008296,YDL102W
GO:0008296,YMR224C
GO:0008298,YAL029C
GO:0008298,YAR002W
GO:0008298,YBL032W
GO:0008298,YBR130C
GO:0008298,YDL145C
GO:0008298,YDR238C
GO:0008298,YDR293C
GO:0008298,YFR001W
GO:0008298,YGL137W
GO:0008298,YGL178W
GO:0008298,YGR063C
GO:0008298,YKL130C
GO:0008298,YLL013C
GO:0008298,YML010W
GO:0008298,YMR080C
GO:0008298,YOR035C
GO:0008298,YOR198C
GO:0008299,YBR003W
GO:0008299,YHR190W
GO:0008299,YJL167W
GO:0008299,YLR450W
GO:0008299,YML075C
GO:0008299,YML126C
GO:0008299,YMR208W
GO:0008299,YMR220W
GO:0008299,YNR041C
GO:0008299,YNR043W
GO:0008299,YPL069C
GO:0008299,YPL117C
GO:0008301,YAL001C
GO:0008301,YBR089C-A
GO:0008301,YBR123C
GO:0008301,YBR182C
GO:0008301,YCL066W
GO:0008301,YCL067C
GO:0008301,YCR039C
GO:0008301,YCR040W
GO:0008301,YDR174W
GO:0008301,YER148W
GO:0008301,YGR047C
GO:0008301,YGR140W
GO:0008301,YMR072W
GO:0008301,YMR094W
GO:0008301,YMR168C
GO:0008301,YNL216W
GO:0008301,YOR110W
GO:0008301,YPL007C
GO:0008301,YPL089C
GO:0008301,YPR052C
GO:0008301,YPR065W
GO:0008312,YDL092W
GO:0008312,YGL122C
GO:0008312,YKR081C
GO:0008312,YML105C
GO:0008312,YPL210C
GO:0008312,YPL243W
GO:0008312,YPR088C
GO:0008318,YDL090C
GO:0008318,YGL155W
GO:0008318,YJL031C
GO:0008318,YKL019W
GO:0008318,YPR176C
GO:0008320,YBR091C
GO:0008320,YBR171W
GO:0008320,YBR283C
GO:0008320,YDL217C
GO:0008320,YDR086C
GO:0008320,YDR161W
GO:0008320,YDR375C
GO:0008320,YER083C
GO:0008320,YER087C-B
GO:0008320,YGL020C
GO:0008320,YGR082W
GO:0008320,YHL028W
GO:0008320,YHR117W
GO:0008320,YJL054W
GO:0008320,YJL143W
GO:0008320,YLR292C
GO:0008320,YLR378C
GO:0008320,YMR203W
GO:0008320,YNL026W
GO:0008320,YNL070W
GO:0008320,YNL121C
GO:0008320,YNL131W
GO:0008320,YNR017W
GO:0008320,YOR045W
GO:0008320,YOR254C
GO:0008320,YOR297C
GO:0008320,YPL063W
GO:0008320,YPL094C
GO:0008320,YPR133W-A
GO:0008324,YDL128W
GO:0008324,YDL206W
GO:0008324,YDR205W
GO:0008324,YIL121W
GO:0008324,YJL094C
GO:0008324,YJL129C
GO:0008324,YJR106W
GO:0008324,YKR050W
GO:0008324,YMR177W
GO:0008324,YMR243C
GO:0008324,YNL321W
GO:0008324,YOR316C
GO:0008324,YPL224C
GO:0008353,YDL108W
GO:0008353,YKL139W
GO:0008353,YPL042C
GO:0008353,YPR161C
GO:0008360,YCL024W
GO:0008360,YCR089W
GO:0008360,YDL223C
GO:0008360,YDR309C
GO:0008360,YGR238C
GO:0008360,YHR061C
GO:0008360,YHR158C
GO:0008360,YLL021W
GO:0008360,YLR313C
GO:0008360,YMR104C
GO:0008360,YNL180C
GO:0008360,YPR054W
GO:0008361,YBR093C
GO:0008361,YCR061W
GO:0008361,YDR156W
GO:0008361,YDR457W
GO:0008361,YER020W
GO:0008361,YGL016W
GO:0008361,YGL253W
GO:0008361,YGR064W
GO:0008361,YGR111W
GO:0008361,YHL011C
GO:0008361,YHR030C
GO:0008361,YHR034C
GO:0008361,YHR066W
GO:0008361,YHR205W
GO:0008361,YHR206W
GO:0008361,YJL187C
GO:0008361,YJR059W
GO:0008361,YKR020W
GO:0008361,YLR342W
GO:0008361,YLR403W
GO:0008361,YMR216C
GO:0008361,YNL197C
GO:0008361,YNL226W
GO:0008361,YNL227C
GO:0008361,YNL248C
GO:0008361,YOR083W
GO:0008361,YPL055C
GO:0008361,YPR165W
GO:0008374,YCR048W
GO:0008374,YGL084C
GO:0008374,YJL091C
GO:0008374,YJR098C
GO:0008374,YNR008W
GO:0008374,YNR019W
GO:0008374,YOR175C
GO:0008374,YOR245C
GO:0008374,YPL189W
GO:0008375,YOR320C
GO:0008379,YBL064C
GO:0008379,YDR453C
GO:0008379,YIL010W
GO:0008379,YLR109W
GO:0008379,YML028W
GO:0008380,Q0060
GO:0008380,Q0065
GO:0008380,Q0070
GO:0008380,Q0110
GO:0008380,Q0115
GO:0008380,Q0120
GO:0008380,Q0160
GO:0008380,YAL032C
GO:0008380,YBL026W
GO:0008380,YBL074C
GO:0008380,YBR055C
GO:0008380,YBR065C
GO:0008380,YBR119W
GO:0008380,YBR152W
GO:0008380,YBR188C
GO:0008380,YBR237W
GO:0008380,YCR063W
GO:0008380,YDL030W
GO:0008380,YDL043C
GO:0008380,YDL084W
GO:0008380,YDL087C
GO:0008380,YDL098C
GO:0008380,YDL209C
GO:0008380,YDR088C
GO:0008380,YDR163W
GO:0008380,YDR194C
GO:0008380,YDR235W
GO:0008380,YDR240C
GO:0008380,YDR243C
GO:0008380,YDR364C
GO:0008380,YDR378C
GO:0008380,YDR416W
GO:0008380,YDR473C
GO:0008380,YDR482C
GO:0008380,YEL026W
GO:0008380,YER013W
GO:0008380,YER029C
GO:0008380,YER112W
GO:0008380,YER146W
GO:0008380,YER172C
GO:0008380,YFL017W-A
GO:0008380,YFR005C
GO:0008380,YGL120C
GO:0008380,YGL128C
GO:0008380,YGL174W
GO:0008380,YGR006W
GO:0008380,YGR013W
GO:0008380,YGR074W
GO:0008380,YGR075C
GO:0008380,YGR091W
GO:0008380,YGR129W
GO:0008380,YGR150C
GO:0008380,YGR278W
GO:0008380,YHL038C
GO:0008380,YHR034C
GO:0008380,YHR086W
GO:0008380,YHR165C
GO:0008380,YIL061C
GO:0008380,YIR005W
GO:0008380,YIR009W
GO:0008380,YJL203W
GO:0008380,YJR022W
GO:0008380,YJR050W
GO:0008380,YKL012W
GO:0008380,YKL074C
GO:0008380,YKL095W
GO:0008380,YKL173W
GO:0008380,YKR022C
GO:0008380,YKR086W
GO:0008380,YLL036C
GO:0008380,YLR016C
GO:0008380,YLR116W
GO:0008380,YLR117C
GO:0008380,YLR147C
GO:0008380,YLR203C
GO:0008380,YLR275W
GO:0008380,YLR277C
GO:0008380,YLR323C
GO:0008380,YLR424W
GO:0008380,YLR438C-A
GO:0008380,YML046W
GO:0008380,YML049C
GO:0008380,YMR125W
GO:0008380,YMR213W
GO:0008380,YMR223W
GO:0008380,YMR268C
GO:0008380,YMR288W
GO:0008380,YNL138W-A
GO:0008380,YNL147W
GO:0008380,YNL187W
GO:0008380,YNL224C
GO:0008380,YNL245C
GO:0008380,YNL286W
GO:0008380,YNR011C
GO:0008380,YOR148C
GO:0008380,YOR159C
GO:0008380,YOR243C
GO:0008380,YOR308C
GO:0008380,YPL064C
GO:0008380,YPL151C
GO:0008380,YPL178W
GO:0008380,YPL213W
GO:0008380,YPR057W
GO:0008380,YPR082C
GO:0008380,YPR094W
GO:0008380,YPR101W
GO:0008380,YPR134W
GO:0008380,YPR152C
GO:0008380,YPR178W
GO:0008380,YPR182W
GO:0008408,YBL019W
GO:0008408,YGR276C
GO:0008408,YLR059C
GO:0008408,YLR107W
GO:0008408,YMR224C
GO:0008408,YOL080C
GO:0008408,YOR001W
GO:0008408,YOR330C
GO:0008409,YGL173C
GO:0008409,YKL113C
GO:0008409,YMR137C
GO:0008409,YOR033C
GO:0008420,YDR066C
GO:0008420,YER139C
GO:0008420,YMR277W
GO:0008420,YNL222W
GO:0008422,YLR144C
GO:0008422,YNR067C
GO:0008483,YDR019C
GO:0008483,YDR111C
GO:0008483,YFL030W
GO:0008483,YGL202W
GO:0008483,YGR019W
GO:0008483,YHR137W
GO:0008483,YHR208W
GO:0008483,YIL116W
GO:0008483,YJL060W
GO:0008483,YJR148W
GO:0008483,YKL104C
GO:0008483,YKL106W
GO:0008483,YLR027C
GO:0008483,YLR089C
GO:0008483,YLR438W
GO:0008483,YMR084W
GO:0008483,YNR058W
GO:0008483,YOL140W
GO:0008483,YOR184W
GO:0008519,YCR010C
GO:0008519,YDR384C
GO:0008519,YGR121C
GO:0008519,YNL142W
GO:0008519,YNR002C
GO:0008519,YOR378W
GO:0008519,YPR138C
GO:0008525,YMR079W
GO:0008526,YJL145W
GO:0008526,YLR380W
GO:0008526,YMR079W
GO:0008526,YNL231C
GO:0008526,YNL264C
GO:0008535,YBR024W
GO:0008535,YBR037C
GO:0008540,YDL007W
GO:0008540,YDR394W
GO:0008540,YGL048C
GO:0008540,YGR184C
GO:0008540,YHR027C
GO:0008540,YHR200W
GO:0008540,YIL075C
GO:0008540,YKL145W
GO:0008540,YOR117W
GO:0008540,YOR259C
GO:0008541,YDL097C
GO:0008541,YDL147W
GO:0008541,YDR363W-A
GO:0008541,YDR427W
GO:0008541,YER021W
GO:0008541,YFR004W
GO:0008541,YFR052W
GO:0008541,YLR421C
GO:0008541,YOR261C
GO:0008541,YPR108W
GO:0008559,YDR011W
GO:0008559,YGR281W
GO:0008559,YHL035C
GO:0008559,YNR070W
GO:0008559,YOR153W
GO:0008569,YEL061C
GO:0008569,YKR054C
GO:0008569,YMR198W
GO:0008569,YPR141C
GO:0008574,YBL063W
GO:0008574,YEL061C
GO:0008574,YGL216W
GO:0008574,YKL079W
GO:0008608,YBL034C
GO:0008608,YBR211C
GO:0008608,YBR233W-A
GO:0008608,YDR016C
GO:0008608,YDR201W
GO:0008608,YDR320C-A
GO:0008608,YGL061C
GO:0008608,YGR113W
GO:0008608,YGR179C
GO:0008608,YKL052C
GO:0008608,YKL138C-A
GO:0008608,YKR037C
GO:0008608,YKR083C
GO:0008608,YPL018W
GO:0008608,YPL209C
GO:0008610,YCR034W
GO:0008610,YDL142C
GO:0008610,YDR297W
GO:0008610,YER026C
GO:0008610,YGR036C
GO:0008610,YGR060W
GO:0008610,YHR123W
GO:0008610,YHR190W
GO:0008610,YJL196C
GO:0008610,YLR056W
GO:0008610,YLR372W
GO:0008610,YMR272C
GO:0008610,YNL130C
GO:0008610,YPR113W
GO:0008614,YFL060C
GO:0008614,YMR095C
GO:0008614,YNL334C
GO:0008615,YBR035C
GO:0008615,YFL059W
GO:0008615,YMR096W
GO:0008615,YNL333W
GO:0008615,YOR095C
GO:0008622,YBR278W
GO:0008622,YDR121W
GO:0008622,YNL262W
GO:0008622,YPR175W
GO:0008623,YBR278W
GO:0008623,YDR121W
GO:0008623,YGL133W
GO:0008623,YJL065C
GO:0008623,YOR304W
GO:0008641,YDR390C
GO:0008641,YHR003C
GO:0008641,YHR111W
GO:0008641,YHR171W
GO:0008641,YKL027W
GO:0008641,YKL210W
GO:0008641,YPL003W
GO:0008641,YPR066W
GO:0008641,YPR180W
GO:0008643,YBL020W
GO:0008643,YBR298C
GO:0008643,YDL138W
GO:0008643,YDL194W
GO:0008643,YDL199C
GO:0008643,YDL245C
GO:0008643,YDL247W
GO:0008643,YDR342C
GO:0008643,YDR343C
GO:0008643,YDR345C
GO:0008643,YDR387C
GO:0008643,YDR536W
GO:0008643,YEL004W
GO:0008643,YEL069C
GO:0008643,YER039C
GO:0008643,YFL011W
GO:0008643,YGL225W
GO:0008643,YGR289C
GO:0008643,YHR092C
GO:0008643,YHR094C
GO:0008643,YHR096C
GO:0008643,YJL214W
GO:0008643,YJL219W
GO:0008643,YJR158W
GO:0008643,YJR160C
GO:0008643,YLR081W
GO:0008643,YML038C
GO:0008643,YMR011W
GO:0008643,YNL318C
GO:0008643,YNR072W
GO:0008643,YOL156W
GO:0008643,YPL244C
GO:0008645,YBR241C
GO:0008645,YDL245C
GO:0008645,YDR342C
GO:0008645,YDR343C
GO:0008645,YDR345C
GO:0008645,YEL069C
GO:0008645,YFL011W
GO:0008645,YGL104C
GO:0008645,YHR092C
GO:0008645,YHR096C
GO:0008645,YJL214W
GO:0008645,YJL219W
GO:0008645,YJR158W
GO:0008645,YNL318C
GO:0008645,YNR072W
GO:0008645,YOL156W
GO:0008649,YCL054W
GO:0008649,YDL014W
GO:0008649,YMR265C
GO:0008649,YPL266W
GO:0008652,YAL012W
GO:0008652,YBR084W
GO:0008652,YBR115C
GO:0008652,YBR166C
GO:0008652,YBR248C
GO:0008652,YBR249C
GO:0008652,YCL009C
GO:0008652,YCL018W
GO:0008652,YCL030C
GO:0008652,YCR053W
GO:0008652,YCR054C
GO:0008652,YDL131W
GO:0008652,YDL171C
GO:0008652,YDL182W
GO:0008652,YDR007W
GO:0008652,YDR034C
GO:0008652,YDR035W
GO:0008652,YDR127W
GO:0008652,YDR158W
GO:0008652,YDR234W
GO:0008652,YDR300C
GO:0008652,YDR354W
GO:0008652,YEL009C
GO:0008652,YEL038W
GO:0008652,YER023W
GO:0008652,YER052C
GO:0008652,YER055C
GO:0008652,YER069W
GO:0008652,YER081W
GO:0008652,YER086W
GO:0008652,YER090W
GO:0008652,YER091C
GO:0008652,YFR025C
GO:0008652,YFR055W
GO:0008652,YGL009C
GO:0008652,YGL026C
GO:0008652,YGL148W
GO:0008652,YGL184C
GO:0008652,YGR124W
GO:0008652,YGR155W
GO:0008652,YGR204W
GO:0008652,YGR208W
GO:0008652,YHR018C
GO:0008652,YHR025W
GO:0008652,YHR033W
GO:0008652,YHR208W
GO:0008652,YIL020C
GO:0008652,YIL046W
GO:0008652,YIL074C
GO:0008652,YIL094C
GO:0008652,YIL116W
GO:0008652,YIR017C
GO:0008652,YIR034C
GO:0008652,YJL071W
GO:0008652,YJL088W
GO:0008652,YJL200C
GO:0008652,YJR016C
GO:0008652,YJR024C
GO:0008652,YJR109C
GO:0008652,YJR130C
GO:0008652,YJR139C
GO:0008652,YJR148W
GO:0008652,YKL001C
GO:0008652,YKL211C
GO:0008652,YKR069W
GO:0008652,YLL058W
GO:0008652,YLL062C
GO:0008652,YLR303W
GO:0008652,YLR355C
GO:0008652,YLR451W
GO:0008652,YML082W
GO:0008652,YML096W
GO:0008652,YMR009W
GO:0008652,YMR062C
GO:0008652,YMR108W
GO:0008652,YNL103W
GO:0008652,YNL104C
GO:0008652,YNL277W
GO:0008652,YNL316C
GO:0008652,YNR050C
GO:0008652,YOL058W
GO:0008652,YOL140W
GO:0008652,YOR108W
GO:0008652,YOR130C
GO:0008652,YOR184W
GO:0008652,YOR202W
GO:0008652,YOR303W
GO:0008652,YOR323C
GO:0008652,YPL273W
GO:0008652,YPR060C
GO:0008652,YPR118W
GO:0008652,YPR145W
GO:0008652,YPR167C
GO:0008654,YBL011W
GO:0008654,YBL039C
GO:0008654,YBR029C
GO:0008654,YBR042C
GO:0008654,YCL004W
GO:0008654,YDL052C
GO:0008654,YDL142C
GO:0008654,YDR018C
GO:0008654,YDR123C
GO:0008654,YDR147W
GO:0008654,YDR319C
GO:0008654,YER026C
GO:0008654,YER120W
GO:0008654,YGL126W
GO:0008654,YGR007W
GO:0008654,YGR046W
GO:0008654,YGR149W
GO:0008654,YGR157W
GO:0008654,YGR170W
GO:0008654,YGR202C
GO:0008654,YHL020C
GO:0008654,YHR100C
GO:0008654,YHR123W
GO:0008654,YJL153C
GO:0008654,YJR073C
GO:0008654,YKR067W
GO:0008654,YLR099C
GO:0008654,YLR133W
GO:0008654,YMR165C
GO:0008654,YNL130C
GO:0008654,YNL169C
GO:0008654,YOL032W
GO:0008654,YOL108C
GO:0008654,YOR175C
GO:0008654,YOR298W
GO:0008654,YPR113W
GO:0008654,YPR140W
GO:0008655,YDR400W
GO:0008655,YHR128W
GO:0008655,YLR245C
GO:0008655,YNR012W
GO:0008655,YPR062W
GO:0008757,YBL024W
GO:0008757,YBR034C
GO:0008757,YBR061C
GO:0008757,YBR133C
GO:0008757,YBR141C
GO:0008757,YBR225W
GO:0008757,YBR236C
GO:0008757,YBR261C
GO:0008757,YBR271W
GO:0008757,YCL054W
GO:0008757,YCR047C
GO:0008757,YDL014W
GO:0008757,YDL201W
GO:0008757,YDR083W
GO:0008757,YDR120C
GO:0008757,YDR140W
GO:0008757,YDR316W
GO:0008757,YDR435C
GO:0008757,YDR440W
GO:0008757,YDR465C
GO:0008757,YER175C
GO:0008757,YGL136C
GO:0008757,YGL192W
GO:0008757,YHR070W
GO:0008757,YHR207C
GO:0008757,YHR209W
GO:0008757,YIL064W
GO:0008757,YIL096C
GO:0008757,YIL110W
GO:0008757,YJL125C
GO:0008757,YJR073C
GO:0008757,YJR129C
GO:0008757,YKL155C
GO:0008757,YKR056W
GO:0008757,YLR063W
GO:0008757,YLR137W
GO:0008757,YLR146C
GO:0008757,YLR285W
GO:0008757,YML005W
GO:0008757,YML008C
GO:0008757,YML014W
GO:0008757,YML110C
GO:0008757,YMR209C
GO:0008757,YMR228W
GO:0008757,YNL022C
GO:0008757,YNL024C
GO:0008757,YNL061W
GO:0008757,YNL063W
GO:0008757,YNL092W
GO:0008757,YOL096C
GO:0008757,YOL124C
GO:0008757,YOL141W
GO:0008757,YOR239W
GO:0008757,YPL157W
GO:0008757,YPL266W
GO:0008757,YPR069C
GO:0008801,YER062C
GO:0008801,YHR043C
GO:0008801,YHR044C
GO:0008801,YIL053W
GO:0008821,YBR098W
GO:0008821,YBR228W
GO:0008821,YDR076W
GO:0008821,YDR386W
GO:0008821,YER041W
GO:0008865,YCL040W
GO:0008865,YDR516C
GO:0008865,YFR053C
GO:0008865,YGL253W
GO:0008865,YLR446W
GO:0009051,YCR073W-A
GO:0009051,YGR248W
GO:0009051,YGR256W
GO:0009051,YHR163W
GO:0009051,YHR183W
GO:0009051,YNL241C
GO:0009051,YNR034W
GO:0009052,YGR043C
GO:0009052,YJL121C
GO:0009052,YLR354C
GO:0009052,YOR095C
GO:0009055,Q0105
GO:0009055,Q0110
GO:0009055,Q0115
GO:0009055,Q0275
GO:0009055,YEL039C
GO:0009055,YGR207C
GO:0009055,YHR042W
GO:0009055,YJL045W
GO:0009055,YJR048W
GO:0009055,YKL141W
GO:0009055,YKL148C
GO:0009055,YKR071C
GO:0009055,YLL041C
GO:0009055,YMR118C
GO:0009055,YNL111C
GO:0009055,YOR065W
GO:0009055,YPL252C
GO:0009055,YPR004C
GO:0009057,YDL132W
GO:0009057,YGR003W
GO:0009057,YJL047C
GO:0009057,YLR127C
GO:0009058,YBL013W
GO:0009058,YBR249C
GO:0009058,YCL047C
GO:0009058,YDL055C
GO:0009058,YDR035W
GO:0009058,YDR062W
GO:0009058,YDR111C
GO:0009058,YDR211W
GO:0009058,YDR232W
GO:0009058,YDR408C
GO:0009058,YER090W
GO:0009058,YER152C
GO:0009058,YGL202W
GO:0009058,YGR007W
GO:0009058,YGR010W
GO:0009058,YGR202C
GO:0009058,YGR277C
GO:0009058,YHR029C
GO:0009058,YHR137W
GO:0009058,YHR190W
GO:0009058,YIL116W
GO:0009058,YJL060W
GO:0009058,YKL106W
GO:0009058,YKL132C
GO:0009058,YLR027C
GO:0009058,YLR089C
GO:0009058,YLR328W
GO:0009058,YMR113W
GO:0009058,YMR296C
GO:0009058,YNL277W
GO:0009058,YNR033W
GO:0009058,YOR241W
GO:0009059,YAR007C
GO:0009059,YEL055C
GO:0009059,YLR277C
GO:0009059,YNL312W
GO:0009059,YOR179C
GO:0009060,Q0045
GO:0009060,Q0055
GO:0009060,Q0060
GO:0009060,Q0065
GO:0009060,Q0070
GO:0009060,Q0105
GO:0009060,Q0250
GO:0009060,Q0275
GO:0009060,YBL030C
GO:0009060,YBL045C
GO:0009060,YBR010W
GO:0009060,YBR026C
GO:0009060,YBR243C
GO:0009060,YDR031W
GO:0009060,YDR487C
GO:0009060,YDR529C
GO:0009060,YEL024W
GO:0009060,YFR033C
GO:0009060,YGL018C
GO:0009060,YGL107C
GO:0009060,YGL191W
GO:0009060,YGR183C
GO:0009060,YIL070C
GO:0009060,YJL166W
GO:0009060,YJL209W
GO:0009060,YKL055C
GO:0009060,YKL085W
GO:0009060,YKL093W
GO:0009060,YKR046C
GO:0009060,YLL013C
GO:0009060,YLL041C
GO:0009060,YLR139C
GO:0009060,YML110C
GO:0009060,YMR002W
GO:0009060,YMR030W
GO:0009060,YMR165C
GO:0009060,YMR267W
GO:0009060,YNL031C
GO:0009060,YOR002W
GO:0009060,YOR355W
GO:0009060,YPL132W
GO:0009060,YPL159C
GO:0009060,YPR155C
GO:0009060,YPR191W
GO:0009062,YJR019C
GO:0009062,YMR165C
GO:0009062,YNL202W
GO:0009063,YGR207C
GO:0009063,YLR098C
GO:0009067,YJR139C
GO:0009070,YER081W
GO:0009070,YIL074C
GO:0009070,YOR184W
GO:0009072,YGL202W
GO:0009072,YHR137W
GO:0009073,YBR166C
GO:0009073,YBR249C
GO:0009073,YDR007W
GO:0009073,YDR035W
GO:0009073,YDR127W
GO:0009073,YDR354W
GO:0009073,YER090W
GO:0009073,YGL026C
GO:0009073,YGL148W
GO:0009073,YKL211C
GO:0009073,YNL316C
GO:0009073,YPR060C
GO:0009074,YDR421W
GO:0009074,YGL202W
GO:0009074,YHR137W
GO:0009081,YHR208W
GO:0009081,YJR148W
GO:0009081,YKL075C
GO:0009082,YCL009C
GO:0009082,YCL018W
GO:0009082,YER086W
GO:0009082,YGL009C
GO:0009082,YHR208W
GO:0009082,YJR016C
GO:0009082,YJR139C
GO:0009082,YJR148W
GO:0009082,YLR355C
GO:0009082,YLR451W
GO:0009082,YMR108W
GO:0009082,YNL104C
GO:0009082,YOR108W
GO:0009083,YDL080C
GO:0009083,YDR036C
GO:0009083,YDR380W
GO:0009083,YDR421W
GO:0009083,YGR087C
GO:0009083,YHR208W
GO:0009083,YJR148W
GO:0009083,YLR044C
GO:0009083,YLR134W
GO:0009085,YBR115C
GO:0009085,YDL131W
GO:0009085,YDL182W
GO:0009085,YDR034C
GO:0009085,YDR158W
GO:0009085,YDR234W
GO:0009085,YIL094C
GO:0009085,YIR034C
GO:0009085,YJL200C
GO:0009085,YNR050C
GO:0009086,YBR084W
GO:0009086,YDR158W
GO:0009086,YEL038W
GO:0009086,YER052C
GO:0009086,YER091C
GO:0009086,YFR055W
GO:0009086,YGL125W
GO:0009086,YGL184C
GO:0009086,YGR204W
GO:0009086,YIL046W
GO:0009086,YIR017C
GO:0009086,YJR024C
GO:0009086,YJR130C
GO:0009086,YJR139C
GO:0009086,YKL001C
GO:0009086,YKR069W
GO:0009086,YLL058W
GO:0009086,YLL062C
GO:0009086,YLR303W
GO:0009086,YML082W
GO:0009086,YMR009W
GO:0009086,YNL103W
GO:0009086,YNL277W
GO:0009086,YOL064C
GO:0009086,YPL023C
GO:0009086,YPL273W
GO:0009086,YPR118W
GO:0009086,YPR167C
GO:0009088,YCR053W
GO:0009088,YCR054C
GO:0009088,YDR158W
GO:0009088,YER052C
GO:0009088,YHR025W
GO:0009088,YJR139C
GO:0009092,YHR025W
GO:0009092,YNL277W
GO:0009097,YCL009C
GO:0009097,YCL064C
GO:0009097,YDR158W
GO:0009097,YER086W
GO:0009097,YHR208W
GO:0009097,YIL051C
GO:0009097,YJR016C
