triple,order,order_idx,gene_1,gene_2,gene_3,f_base,f_single,f_double,f_triple,se_single,se_double,se_triple,n_single,n_double,n_triple,tau_multiplicative,monotone,monotone_within_se,min_rung,valley_depth
MED4-RFX1-YAP6,YAP6>RFX1>MED4,5,YAP6,RFX1,MED4,1.0,0.8684785485718481,0.9940723953832252,0.6397192833404621,0.01674239597127202,0.07570483084822907,0.009395864219307045,3,3,3,-1.0461878345083269,False,False,0.6397192833404621,0.13152145142815186
MED4-RFX1-TFC7,MED4>RFX1>TFC7,0,MED4,RFX1,TFC7,1.0,0.6856565140873089,1.1787334299194023,0.6563353024030576,0.042580554488161365,0.011362188117163293,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.3143434859126911
MED4-RFX1-TFC7,MED4>TFC7>RFX1,1,MED4,TFC7,RFX1,1.0,0.6856565140873089,1.1429431925170805,0.6563353024030576,0.042580554488161365,0.02173022222932441,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.3143434859126911
MED4-RFX1-TFC7,RFX1>MED4>TFC7,2,RFX1,MED4,TFC7,1.0,0.9136686175493707,1.1787334299194023,0.6563353024030576,0.06729492863706489,0.011362188117163293,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.08633138245062932
MED4-RFX1-TFC7,RFX1>TFC7>MED4,3,RFX1,TFC7,MED4,1.0,0.9136686175493707,0.9602529489766393,0.6563353024030576,0.06729492863706489,0.037489794784717846,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.08633138245062932
MED4-RFX1-TFC7,TFC7>MED4>RFX1,4,TFC7,MED4,RFX1,1.0,0.7776174288814431,1.1429431925170805,0.6563353024030576,0.030850811617237003,0.02173022222932441,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.22238257111855686
MED4-RFX1-TFC7,TFC7>RFX1>MED4,5,TFC7,RFX1,MED4,1.0,0.7776174288814431,0.9602529489766393,0.6563353024030576,0.030850811617237003,0.037489794784717846,0.011695481708101923,3,3,3,-0.9886465281549192,False,False,0.6563353024030576,0.22238257111855686
GCN5-OPI1-TFC7,GCN5>OPI1>TFC7,0,GCN5,OPI1,TFC7,1.0,1.0580767907963287,0.8604994155795863,0.6636573643305116,0.0495303851523764,0.020163833427049117,0.0,2,3,1,-1.0680136114420413,False,False,0.6636573643305116,0.1395005844204137
GCN5-OPI1-TFC7,GCN5>TFC7>OPI1,1,GCN5,TFC7,OPI1,1.0,1.0580767907963287,1.8013462941834988,0.6636573643305116,0.0495303851523764,0.2342557703770761,0.0,2,3,1,-1.0680136114420413,False,False,0.6636573643305116,-0.05807679079632866
GCN5-OPI1-TFC7,OPI1>GCN5>TFC7,2,OPI1,GCN5,TFC7,1.0,0.8408572711869856,0.8604994155795863,0.6636573643305116,0.016130995360014333,0.020163833427049117,0.0,3,3,1,-1.0680136114420413,False,False,0.6636573643305116,0.1591427288130144
GCN5-OPI1-TFC7,OPI1>TFC7>GCN5,3,OPI1,TFC7,GCN5,1.0,0.8408572711869856,0.8804047521385177,0.6636573643305116,0.016130995360014333,0.027224852458919292,0.0,3,3,1,-1.0680136114420413,False,False,0.6636573643305116,0.1591427288130144
GCN5-OPI1-TFC7,TFC7>GCN5>OPI1,4,TFC7,GCN5,OPI1,1.0,0.7776174288814431,1.8013462941834988,0.6636573643305116,0.030850811617237003,0.2342557703770761,0.0,3,3,1,-1.0680136114420413,False,False,0.6636573643305116,0.22238257111855686
GCN5-OPI1-TFC7,TFC7>OPI1>GCN5,5,TFC7,OPI1,GCN5,1.0,0.7776174288814431,0.8804047521385177,0.6636573643305116,0.030850811617237003,0.027224852458919292,0.0,3,3,1,-1.0680136114420413,False,False,0.6636573643305116,0.22238257111855686
MED4-RGR1-YAP6,MED4>RGR1>YAP6,0,MED4,RGR1,YAP6,1.0,0.6856565140873089,1.2065282309647662,0.7060347456528963,0.042580554488161365,0.1049507499808319,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-YAP6,MED4>YAP6>RGR1,1,MED4,YAP6,RGR1,1.0,0.6856565140873089,1.1697340375607441,0.7060347456528963,0.042580554488161365,0.04543476275403326,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-YAP6,RGR1>MED4>YAP6,2,RGR1,MED4,YAP6,1.0,0.9121109966844414,1.2065282309647662,0.7060347456528963,0.02027007226013599,0.1049507499808319,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.7060347456528963,0.0878890033155586
MED4-RGR1-YAP6,RGR1>YAP6>MED4,3,RGR1,YAP6,MED4,1.0,0.9121109966844414,0.990279817051566,0.7060347456528963,0.02027007226013599,0.04108230742340027,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.7060347456528963,0.0878890033155586
MED4-RGR1-YAP6,YAP6>MED4>RGR1,4,YAP6,MED4,RGR1,1.0,0.8684785485718481,1.1697340375607441,0.7060347456528963,0.01674239597127202,0.04543476275403326,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.7060347456528963,0.13152145142815186
MED4-RGR1-YAP6,YAP6>RGR1>MED4,5,YAP6,RGR1,MED4,1.0,0.8684785485718481,0.990279817051566,0.7060347456528963,0.01674239597127202,0.04108230742340027,0.015688047936111407,3,3,3,-1.001444210318359,False,False,0.7060347456528963,0.13152145142815186
MED4-TFC7-YAP6,MED4>TFC7>YAP6,0,MED4,TFC7,YAP6,1.0,0.6856565140873089,1.1429431925170805,0.7061891404651787,0.042580554488161365,0.02173022222932441,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.6856565140873089,0.3143434859126911
MED4-TFC7-YAP6,MED4>YAP6>TFC7,1,MED4,YAP6,TFC7,1.0,0.6856565140873089,1.1697340375607441,0.7061891404651787,0.042580554488161365,0.04543476275403326,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.6856565140873089,0.3143434859126911
MED4-TFC7-YAP6,TFC7>MED4>YAP6,2,TFC7,MED4,YAP6,1.0,0.7776174288814431,1.1429431925170805,0.7061891404651787,0.030850811617237003,0.02173022222932441,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.7061891404651787,0.22238257111855686
MED4-TFC7-YAP6,TFC7>YAP6>MED4,3,TFC7,YAP6,MED4,1.0,0.7776174288814431,1.1970334696385558,0.7061891404651787,0.030850811617237003,0.023099073238032578,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.7061891404651787,0.22238257111855686
MED4-TFC7-YAP6,YAP6>MED4>TFC7,4,YAP6,MED4,TFC7,1.0,0.8684785485718481,1.1697340375607441,0.7061891404651787,0.01674239597127202,0.04543476275403326,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.7061891404651787,0.13152145142815186
MED4-TFC7-YAP6,YAP6>TFC7>MED4,5,YAP6,TFC7,MED4,1.0,0.8684785485718481,1.1970334696385558,0.7061891404651787,0.01674239597127202,0.023099073238032578,0.010198439412016706,3,3,3,-1.090683772808967,False,False,0.7061891404651787,0.13152145142815186
GCN5-MED4-RFX1,GCN5>MED4>RFX1,0,GCN5,MED4,RFX1,1.0,1.0580767907963287,0.9425285934061011,0.7128393543737674,0.0495303851523764,0.07985897914306005,0.03155740004421362,2,2,3,-0.7762144667018898,False,False,0.7128393543737674,0.05747140659389893
GCN5-MED4-RFX1,GCN5>RFX1>MED4,1,GCN5,RFX1,MED4,1.0,1.0580767907963287,1.0302478078957005,0.7128393543737674,0.0495303851523764,0.03233618081092509,0.03155740004421362,2,3,3,-0.7762144667018898,False,False,0.7128393543737674,-0.030247807895700474
GCN5-MED4-RFX1,MED4>GCN5>RFX1,2,MED4,GCN5,RFX1,1.0,0.6856565140873089,0.9425285934061011,0.7128393543737674,0.042580554488161365,0.07985897914306005,0.03155740004421362,3,2,3,-0.7762144667018898,False,False,0.6856565140873089,0.3143434859126911
GCN5-MED4-RFX1,MED4>RFX1>GCN5,3,MED4,RFX1,GCN5,1.0,0.6856565140873089,1.1787334299194023,0.7128393543737674,0.042580554488161365,0.011362188117163293,0.03155740004421362,3,3,3,-0.7762144667018898,False,False,0.6856565140873089,0.3143434859126911
GCN5-MED4-RFX1,RFX1>GCN5>MED4,4,RFX1,GCN5,MED4,1.0,0.9136686175493707,1.0302478078957005,0.7128393543737674,0.06729492863706489,0.03233618081092509,0.03155740004421362,3,3,3,-0.7762144667018898,False,False,0.7128393543737674,0.08633138245062932
GCN5-MED4-RFX1,RFX1>MED4>GCN5,5,RFX1,MED4,GCN5,1.0,0.9136686175493707,1.1787334299194023,0.7128393543737674,0.06729492863706489,0.011362188117163293,0.03155740004421362,3,3,3,-0.7762144667018898,False,False,0.7128393543737674,0.08633138245062932
MED4-SPT3-TFC7,MED4>SPT3>TFC7,0,MED4,SPT3,TFC7,1.0,0.6856565140873089,1.0895032312814152,0.7153284754502831,0.042580554488161365,0.05013431057433313,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.6856565140873089,0.3143434859126911
MED4-SPT3-TFC7,MED4>TFC7>SPT3,1,MED4,TFC7,SPT3,1.0,0.6856565140873089,1.1429431925170805,0.7153284754502831,0.042580554488161365,0.02173022222932441,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.6856565140873089,0.3143434859126911
MED4-SPT3-TFC7,SPT3>MED4>TFC7,2,SPT3,MED4,TFC7,1.0,0.8907531667337315,1.0895032312814152,0.7153284754502831,0.03756851678710308,0.05013431057433313,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.7153284754502831,0.1092468332662685
MED4-SPT3-TFC7,SPT3>TFC7>MED4,3,SPT3,TFC7,MED4,1.0,0.8907531667337315,1.1287883319871692,0.7153284754502831,0.03756851678710308,0.010465324025435879,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.7153284754502831,0.1092468332662685
MED4-SPT3-TFC7,TFC7>MED4>SPT3,4,TFC7,MED4,SPT3,1.0,0.7776174288814431,1.1429431925170805,0.7153284754502831,0.030850811617237003,0.02173022222932441,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.7153284754502831,0.22238257111855686
MED4-SPT3-TFC7,TFC7>SPT3>MED4,5,TFC7,SPT3,MED4,1.0,0.7776174288814431,1.1287883319871692,0.7153284754502831,0.030850811617237003,0.010465324025435879,0.01019792030779511,3,3,3,-0.9740687715160377,False,False,0.7153284754502831,0.22238257111855686
GCN5-MED4-YAP6,GCN5>MED4>YAP6,0,GCN5,MED4,YAP6,1.0,1.0580767907963287,0.9425285934061011,0.718584666588073,0.0495303851523764,0.07985897914306005,0.10465762379138333,2,2,3,-0.8044521487971548,False,False,0.718584666588073,0.05747140659389893
GCN5-MED4-YAP6,GCN5>YAP6>MED4,1,GCN5,YAP6,MED4,1.0,1.0580767907963287,1.060188807252984,0.718584666588073,0.0495303851523764,0.05725457470905646,0.10465762379138333,2,3,3,-0.8044521487971548,False,False,0.718584666588073,-0.05807679079632866
GCN5-MED4-YAP6,MED4>GCN5>YAP6,2,MED4,GCN5,YAP6,1.0,0.6856565140873089,0.9425285934061011,0.718584666588073,0.042580554488161365,0.07985897914306005,0.10465762379138333,3,2,3,-0.8044521487971548,False,False,0.6856565140873089,0.3143434859126911
GCN5-MED4-YAP6,MED4>YAP6>GCN5,3,MED4,YAP6,GCN5,1.0,0.6856565140873089,1.1697340375607441,0.718584666588073,0.042580554488161365,0.04543476275403326,0.10465762379138333,3,3,3,-0.8044521487971548,False,False,0.6856565140873089,0.3143434859126911
GCN5-MED4-YAP6,YAP6>GCN5>MED4,4,YAP6,GCN5,MED4,1.0,0.8684785485718481,1.060188807252984,0.718584666588073,0.01674239597127202,0.05725457470905646,0.10465762379138333,3,3,3,-0.8044521487971548,False,False,0.718584666588073,0.13152145142815186
GCN5-MED4-YAP6,YAP6>MED4>GCN5,5,YAP6,MED4,GCN5,1.0,0.8684785485718481,1.1697340375607441,0.718584666588073,0.01674239597127202,0.04543476275403326,0.10465762379138333,3,3,3,-0.8044521487971548,False,False,0.718584666588073,0.13152145142815186
MED4-RFX1-RPD3,MED4>RFX1>RPD3,0,MED4,RFX1,RPD3,1.0,0.6856565140873089,1.1787334299194023,0.7369266825997958,0.042580554488161365,0.011362188117163293,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-RPD3,MED4>RPD3>RFX1,1,MED4,RPD3,RFX1,1.0,0.6856565140873089,1.0664621276410557,0.7369266825997958,0.042580554488161365,0.04908308114312141,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-RPD3,RFX1>MED4>RPD3,2,RFX1,MED4,RPD3,1.0,0.9136686175493707,1.1787334299194023,0.7369266825997958,0.06729492863706489,0.011362188117163293,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.7369266825997958,0.08633138245062932
MED4-RFX1-RPD3,RFX1>RPD3>MED4,3,RFX1,RPD3,MED4,1.0,0.9136686175493707,1.061270707627734,0.7369266825997958,0.06729492863706489,0.019984589761911177,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.7369266825997958,0.08633138245062932
MED4-RFX1-RPD3,RPD3>MED4>RFX1,4,RPD3,MED4,RFX1,1.0,0.5245219492978349,1.0664621276410557,0.7369266825997958,0.026794921037720753,0.04908308114312141,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.5245219492978349,0.4754780507021651
MED4-RFX1-RPD3,RPD3>RFX1>MED4,5,RPD3,RFX1,MED4,1.0,0.5245219492978349,1.061270707627734,0.7369266825997958,0.026794921037720753,0.019984589761911177,0.03532171052823884,3,3,2,-0.9262180061832073,False,False,0.5245219492978349,0.4754780507021651
MED4-SPT3-YAP6,MED4>SPT3>YAP6,0,MED4,SPT3,YAP6,1.0,0.6856565140873089,1.0895032312814152,0.7402044545858736,0.042580554488161365,0.05013431057433313,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.6856565140873089,0.3143434859126911
MED4-SPT3-YAP6,MED4>YAP6>SPT3,1,MED4,YAP6,SPT3,1.0,0.6856565140873089,1.1697340375607441,0.7402044545858736,0.042580554488161365,0.04543476275403326,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.6856565140873089,0.3143434859126911
MED4-SPT3-YAP6,SPT3>MED4>YAP6,2,SPT3,MED4,YAP6,1.0,0.8907531667337315,1.0895032312814152,0.7402044545858736,0.03756851678710308,0.05013431057433313,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.7402044545858736,0.1092468332662685
MED4-SPT3-YAP6,SPT3>YAP6>MED4,3,SPT3,YAP6,MED4,1.0,0.8907531667337315,1.192310560260906,0.7402044545858736,0.03756851678710308,0.024813738775024546,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.7402044545858736,0.1092468332662685
MED4-SPT3-YAP6,YAP6>MED4>SPT3,4,YAP6,MED4,SPT3,1.0,0.8684785485718481,1.1697340375607441,0.7402044545858736,0.01674239597127202,0.04543476275403326,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.7402044545858736,0.13152145142815186
MED4-SPT3-YAP6,YAP6>SPT3>MED4,5,YAP6,SPT3,MED4,1.0,0.8684785485718481,1.192310560260906,0.7402044545858736,0.01674239597127202,0.024813738775024546,0.03012356790351041,3,3,3,-1.004617748602945,False,False,0.7402044545858736,0.13152145142815186
MED4-RGR1-SPT3,MED4>RGR1>SPT3,0,MED4,RGR1,SPT3,1.0,0.6856565140873089,1.2065282309647662,0.7438617669534696,0.042580554488161365,0.1049507499808319,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-SPT3,MED4>SPT3>RGR1,1,MED4,SPT3,RGR1,1.0,0.6856565140873089,1.0895032312814152,0.7438617669534696,0.042580554488161365,0.05013431057433313,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-SPT3,RGR1>MED4>SPT3,2,RGR1,MED4,SPT3,1.0,0.9121109966844414,1.2065282309647662,0.7438617669534696,0.02027007226013599,0.1049507499808319,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.7438617669534696,0.0878890033155586
MED4-RGR1-SPT3,RGR1>SPT3>MED4,3,RGR1,SPT3,MED4,1.0,0.9121109966844414,1.043866930768184,0.7438617669534696,0.02027007226013599,0.12996457183125693,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.7438617669534696,0.0878890033155586
MED4-RGR1-SPT3,SPT3>MED4>RGR1,4,SPT3,MED4,RGR1,1.0,0.8907531667337315,1.0895032312814152,0.7438617669534696,0.03756851678710308,0.05013431057433313,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.7438617669534696,0.1092468332662685
MED4-RGR1-SPT3,SPT3>RGR1>MED4,5,SPT3,RGR1,MED4,1.0,0.8907531667337315,1.043866930768184,0.7438617669534696,0.03756851678710308,0.12996457183125693,0.030022896777798094,3,3,3,-0.9261942347647107,False,False,0.7438617669534696,0.1092468332662685
MED4-RFX1-RGR1,MED4>RFX1>RGR1,0,MED4,RFX1,RGR1,1.0,0.6856565140873089,1.1787334299194023,0.7506457528923048,0.042580554488161365,0.011362188117163293,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-RGR1,MED4>RGR1>RFX1,1,MED4,RGR1,RFX1,1.0,0.6856565140873089,1.2065282309647662,0.7506457528923048,0.042580554488161365,0.1049507499808319,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-RGR1,RFX1>MED4>RGR1,2,RFX1,MED4,RGR1,1.0,0.9136686175493707,1.1787334299194023,0.7506457528923048,0.06729492863706489,0.011362188117163293,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.7506457528923048,0.08633138245062932
MED4-RFX1-RGR1,RFX1>RGR1>MED4,3,RFX1,RGR1,MED4,1.0,0.9136686175493707,1.0333438883005173,0.7506457528923048,0.06729492863706489,0.02199430958699861,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.7506457528923048,0.08633138245062932
MED4-RFX1-RGR1,RGR1>MED4>RFX1,4,RGR1,MED4,RFX1,1.0,0.9121109966844414,1.2065282309647662,0.7506457528923048,0.02027007226013599,0.1049507499808319,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.7506457528923048,0.0878890033155586
MED4-RFX1-RGR1,RGR1>RFX1>MED4,5,RGR1,RFX1,MED4,1.0,0.9121109966844414,1.0333438883005173,0.7506457528923048,0.02027007226013599,0.02199430958699861,0.03601756015303563,3,3,3,-0.9925686302700634,False,False,0.7506457528923048,0.0878890033155586
FKH1-GCN5-RFX1,FKH1>GCN5>RFX1,0,FKH1,GCN5,RFX1,1.0,0.9168421551749057,1.52910770905574,0.7554198457415905,0.02842854767685232,0.09580786170045001,0.047336082398905424,3,3,3,-1.5341557959763181,False,False,0.7554198457415905,0.08315784482509425
FKH1-GCN5-RFX1,FKH1>RFX1>GCN5,1,FKH1,RFX1,GCN5,1.0,0.9168421551749057,1.6261426401512902,0.7554198457415905,0.02842854767685232,0.020773488624712934,0.047336082398905424,3,3,3,-1.5341557959763181,False,False,0.7554198457415905,0.08315784482509425
FKH1-GCN5-RFX1,GCN5>FKH1>RFX1,2,GCN5,FKH1,RFX1,1.0,1.0580767907963287,1.52910770905574,0.7554198457415905,0.0495303851523764,0.09580786170045001,0.047336082398905424,2,3,3,-1.5341557959763181,False,False,0.7554198457415905,-0.05807679079632866
FKH1-GCN5-RFX1,GCN5>RFX1>FKH1,3,GCN5,RFX1,FKH1,1.0,1.0580767907963287,1.0302478078957005,0.7554198457415905,0.0495303851523764,0.03233618081092509,0.047336082398905424,2,3,3,-1.5341557959763181,False,False,0.7554198457415905,-0.030247807895700474
FKH1-GCN5-RFX1,RFX1>FKH1>GCN5,4,RFX1,FKH1,GCN5,1.0,0.9136686175493707,1.6261426401512902,0.7554198457415905,0.06729492863706489,0.020773488624712934,0.047336082398905424,3,3,3,-1.5341557959763181,False,False,0.7554198457415905,0.08633138245062932
FKH1-GCN5-RFX1,RFX1>GCN5>FKH1,5,RFX1,GCN5,FKH1,1.0,0.9136686175493707,1.0302478078957005,0.7554198457415905,0.06729492863706489,0.03233618081092509,0.047336082398905424,3,3,3,-1.5341557959763181,False,False,0.7554198457415905,0.08633138245062932
MED4-RPD3-SPT3,MED4>RPD3>SPT3,0,MED4,RPD3,SPT3,1.0,0.6856565140873089,1.0664621276410557,0.7607668297327906,0.042580554488161365,0.04908308114312141,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.6856565140873089,0.3143434859126911
MED4-RPD3-SPT3,MED4>SPT3>RPD3,1,MED4,SPT3,RPD3,1.0,0.6856565140873089,1.0895032312814152,0.7607668297327906,0.042580554488161365,0.05013431057433313,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.6856565140873089,0.3143434859126911
MED4-RPD3-SPT3,RPD3>MED4>SPT3,2,RPD3,MED4,SPT3,1.0,0.5245219492978349,1.0664621276410557,0.7607668297327906,0.026794921037720753,0.04908308114312141,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.5245219492978349,0.4754780507021651
MED4-RPD3-SPT3,RPD3>SPT3>MED4,3,RPD3,SPT3,MED4,1.0,0.5245219492978349,0.8701657519569723,0.7607668297327906,0.026794921037720753,0.028233570792598292,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.5245219492978349,0.4754780507021651
MED4-RPD3-SPT3,SPT3>MED4>RPD3,4,SPT3,MED4,RPD3,1.0,0.8907531667337315,1.0895032312814152,0.7607668297327906,0.03756851678710308,0.05013431057433313,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.7607668297327906,0.1092468332662685
MED4-RPD3-SPT3,SPT3>RPD3>MED4,5,SPT3,RPD3,MED4,1.0,0.8907531667337315,0.8701657519569723,0.7607668297327906,0.03756851678710308,0.028233570792598292,0.026325419551898727,3,3,3,-0.7165865553051326,False,False,0.7607668297327906,0.12983424804302768
FKH1-GCN5-SPT3,FKH1>GCN5>SPT3,0,FKH1,GCN5,SPT3,1.0,0.9168421551749057,1.52910770905574,0.7623900862551919,0.02842854767685232,0.09580786170045001,0.013309975430294137,3,3,3,-1.526906885646961,False,False,0.7623900862551919,0.08315784482509425
FKH1-GCN5-SPT3,FKH1>SPT3>GCN5,1,FKH1,SPT3,GCN5,1.0,0.9168421551749057,1.567381968673507,0.7623900862551919,0.02842854767685232,0.0106643143621028,0.013309975430294137,3,3,3,-1.526906885646961,False,False,0.7623900862551919,0.08315784482509425
FKH1-GCN5-SPT3,GCN5>FKH1>SPT3,2,GCN5,FKH1,SPT3,1.0,1.0580767907963287,1.52910770905574,0.7623900862551919,0.0495303851523764,0.09580786170045001,0.013309975430294137,2,3,3,-1.526906885646961,False,False,0.7623900862551919,-0.05807679079632866
FKH1-GCN5-SPT3,GCN5>SPT3>FKH1,3,GCN5,SPT3,FKH1,1.0,1.0580767907963287,1.087482036257774,0.7623900862551919,0.0495303851523764,0.0644875601018415,0.013309975430294137,2,3,3,-1.526906885646961,False,False,0.7623900862551919,-0.05807679079632866
FKH1-GCN5-SPT3,SPT3>FKH1>GCN5,4,SPT3,FKH1,GCN5,1.0,0.8907531667337315,1.567381968673507,0.7623900862551919,0.03756851678710308,0.0106643143621028,0.013309975430294137,3,3,3,-1.526906885646961,False,False,0.7623900862551919,0.1092468332662685
FKH1-GCN5-SPT3,SPT3>GCN5>FKH1,5,SPT3,GCN5,FKH1,1.0,0.8907531667337315,1.087482036257774,0.7623900862551919,0.03756851678710308,0.0644875601018415,0.013309975430294137,3,3,3,-1.526906885646961,False,False,0.7623900862551919,0.1092468332662685
MED4-RFX1-SPT3,MED4>RFX1>SPT3,0,MED4,RFX1,SPT3,1.0,0.6856565140873089,1.1787334299194023,0.762873860997253,0.042580554488161365,0.011362188117163293,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-SPT3,MED4>SPT3>RFX1,1,MED4,SPT3,RFX1,1.0,0.6856565140873089,1.0895032312814152,0.762873860997253,0.042580554488161365,0.05013431057433313,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.6856565140873089,0.3143434859126911
MED4-RFX1-SPT3,RFX1>MED4>SPT3,2,RFX1,MED4,SPT3,1.0,0.9136686175493707,1.1787334299194023,0.762873860997253,0.06729492863706489,0.011362188117163293,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.762873860997253,0.08633138245062932
MED4-RFX1-SPT3,RFX1>SPT3>MED4,3,RFX1,SPT3,MED4,1.0,0.9136686175493707,1.0635130373330814,0.762873860997253,0.06729492863706489,0.029615471403684656,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.762873860997253,0.08633138245062932
MED4-RFX1-SPT3,SPT3>MED4>RFX1,4,SPT3,MED4,RFX1,1.0,0.8907531667337315,1.0895032312814152,0.762873860997253,0.03756851678710308,0.05013431057433313,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.762873860997253,0.1092468332662685
MED4-RFX1-SPT3,SPT3>RFX1>MED4,5,SPT3,RFX1,MED4,1.0,0.8907531667337315,1.0635130373330814,0.762873860997253,0.03756851678710308,0.029615471403684656,0.04467901882043247,3,3,3,-0.8956887114770449,False,False,0.762873860997253,0.1092468332662685
MED4-RGR1-RPD3,MED4>RGR1>RPD3,0,MED4,RGR1,RPD3,1.0,0.6856565140873089,1.2065282309647662,0.7655516399333707,0.042580554488161365,0.1049507499808319,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-RPD3,MED4>RPD3>RGR1,1,MED4,RPD3,RGR1,1.0,0.6856565140873089,1.0664621276410557,0.7655516399333707,0.042580554488161365,0.04908308114312141,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.6856565140873089,0.3143434859126911
MED4-RGR1-RPD3,RGR1>MED4>RPD3,2,RGR1,MED4,RPD3,1.0,0.9121109966844414,1.2065282309647662,0.7655516399333707,0.02027007226013599,0.1049507499808319,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.7655516399333707,0.0878890033155586
MED4-RGR1-RPD3,RGR1>RPD3>MED4,3,RGR1,RPD3,MED4,1.0,0.9121109966844414,0.8439213619220304,0.7655516399333707,0.02027007226013599,0.10443735576772187,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.7655516399333707,0.15607863807796962
MED4-RGR1-RPD3,RPD3>MED4>RGR1,4,RPD3,MED4,RGR1,1.0,0.5245219492978349,1.0664621276410557,0.7655516399333707,0.026794921037720753,0.04908308114312141,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.5245219492978349,0.4754780507021651
MED4-RGR1-RPD3,RPD3>RGR1>MED4,5,RPD3,RGR1,MED4,1.0,0.5245219492978349,0.8439213619220304,0.7655516399333707,0.026794921037720753,0.10443735576772187,0.030000415213836194,3,3,3,-0.7626042651245302,False,False,0.5245219492978349,0.4754780507021651
SPT3-TFC7-YAP6,SPT3>TFC7>YAP6,0,SPT3,TFC7,YAP6,1.0,0.8907531667337315,1.1287883319871692,0.7678301812953642,0.03756851678710308,0.010465324025435879,0.02085744488236278,3,3,3,-1.0027913839823572,False,False,0.7678301812953642,0.1092468332662685
SPT3-TFC7-YAP6,SPT3>YAP6>TFC7,1,SPT3,YAP6,TFC7,1.0,0.8907531667337315,1.192310560260906,0.7678301812953642,0.03756851678710308,0.024813738775024546,0.02085744488236278,3,3,3,-1.0027913839823572,False,False,0.7678301812953642,0.1092468332662685
