triple,gene_i,gene_j,gene_k,f_base,f_single_mean,f_double_mean,f_triple,sd_triple,tau_multiplicative
MED4-TFC7-YAP6,MED4,TFC7,YAP6,1.0,0.7772508305135334,1.169903566572127,0.7061891404651787,0.0176642152195258,-1.090683772808967
FKH1-SPT3-TFC7,FKH1,SPT3,TFC7,1.0,0.8617375835966934,1.3198985705543265,1.022133279032087,0.01666192519812678,-1.0869709594099397
FKH1-RGR1-YAP6,FKH1,RGR1,YAP6,1.0,0.8991439001437317,1.3638827209990911,1.1494592121967357,0.29871335464701604,-1.0700484523881935
GCN5-OPI1-TFC7,GCN5,OPI1,TFC7,1.0,0.8921838302882524,1.180750153967201,0.6636573643305116,,-1.0680136114420413
FKH1-RGR1-TFC7,FKH1,RGR1,TFC7,1.0,0.8688568602469301,1.2866166047279541,0.9593016703803915,0.0360552545616655,-1.0666768931697002
MED4-OPI1-YAP6,MED4,OPI1,YAP6,1.0,0.7983307779487142,1.2067995423366231,0.8720137805651553,0.03307381940524798,-1.0573938601989183
FKH1-GCN5-OPI1,FKH1,GCN5,OPI1,1.0,0.9385920723860733,1.2923293102128672,0.9689213375644138,0.14006854419055711,-1.0481317864861897
MED4-RFX1-YAP6,MED4,RFX1,YAP6,1.0,0.8226012267361759,1.1141799542877906,0.6397192833404621,0.016274114208858284,-1.0461878345083269
FKH1-GCN5-RPD3,FKH1,GCN5,RPD3,1.0,0.8331469650896898,1.1871646619265663,0.8109094192202382,0.14400143990992098,-1.0194918247865496
MED4-SPT3-YAP6,MED4,SPT3,YAP6,1.0,0.8149627431309628,1.1505159430343552,0.7402044545858736,0.052175550114131115,-1.004617748602945
SPT3-TFC7-YAP6,SPT3,TFC7,YAP6,1.0,0.8456163813956743,1.1727107872955438,0.7678301812953642,0.0361261542523198,-1.0027913839823572
MED4-RGR1-YAP6,MED4,RGR1,YAP6,1.0,0.8220820197811994,1.1221806951923587,0.7060347456528963,0.02717249609692102,-1.001444210318359
MED4-RFX1-RGR1,MED4,RFX1,RGR1,1.0,0.8371453761070403,1.1395351830615619,0.7506457528923048,0.06238424414972597,-0.9925686302700634
MED4-RFX1-TFC7,MED4,RFX1,TFC7,1.0,0.7923141868393743,1.093976523804374,0.6563353024030576,0.020257168537424968,-0.9886465281549192
MED4-RGR1-TFC7,MED4,RGR1,TFC7,1.0,0.7917949798843978,1.154593927678664,0.7952105456138593,0.03252268191269147,-0.9768961813853665
MED4-SPT3-TFC7,MED4,SPT3,TFC7,1.0,0.7846757032341611,1.1204115852618883,0.7153284754502831,0.017663316104639573,-0.9740687715160377
MED4-OPI1-TFC7,MED4,OPI1,TFC7,1.0,0.7680437380519125,1.1611486705558745,0.8547885125583001,0.16498239644440463,-0.9486625771151773
GCN5-RFX1-TFC7,GCN5,RFX1,TFC7,1.0,0.9164542790757141,1.2639490170186127,1.0277477096533134,0.06957074674662653,-0.9317512605714549
MED4-RFX1-RPD3,MED4,RFX1,RPD3,1.0,0.7079490269781715,1.1021554217293972,0.7369266825997958,0.049952442075251915,-0.9262180061832073
MED4-RGR1-SPT3,MED4,RGR1,SPT3,1.0,0.8295068925018273,1.113299464338122,0.7438617669534696,0.05200118260954223,-0.9261942347647107
MED4-RPD3-YAP6,MED4,RPD3,YAP6,1.0,0.6928856706523306,1.0303431814966122,0.5793725088247645,0.013789144193483137,-0.9218176888505896
FKH1-RPD3-SPT3,FKH1,RPD3,SPT3,1.0,0.7773724237354908,1.2435708071042402,0.9965039675309724,0.08641935490347413,-0.9185842467693364
MED4-OPI1-RGR1,MED4,OPI1,RGR1,1.0,0.8128749273195787,1.1485231111020178,0.9283094287684238,0.02491831779148571,-0.9003318685702306
MED4-RFX1-SPT3,MED4,RFX1,SPT3,1.0,0.8300260994568037,1.110583232844633,0.762873860997253,0.07738633062931513,-0.8956887114770449
FKH1-RPD3-YAP6,FKH1,RPD3,YAP6,1.0,0.7699475510148629,1.2557841274295236,1.032079857907408,0.028951773999563557,-0.8888307691850286
FKH1-OPI1-TFC7,FKH1,OPI1,TFC7,1.0,0.8451056184144448,1.210436989714699,0.954979557464327,0.08655182708539487,-0.8722879148599461
FKH1-RGR1-RPD3,FKH1,RGR1,RPD3,1.0,0.7844917003857274,1.2063667020772286,0.994662953916364,0.10101190850003194,-0.8586630139489684
FKH1-OPI1-RPD3,FKH1,OPI1,RPD3,1.0,0.7607404585532421,1.2351624820822669,1.0639301696361851,0.06813866799543082,-0.842883440921237
RPD3-SPT3-YAP6,RPD3,SPT3,YAP6,1.0,0.7612512215344714,0.9724365638353051,0.49048006913665904,0.019114827187848737,-0.8405384408201078
GCN5-MED4-OPI1,GCN5,MED4,OPI1,1.0,0.8615301920235411,1.0877086919992376,0.8751177528377436,0.08518666960417876,-0.8322715434619927
MED4-OPI1-RPD3,MED4,OPI1,RPD3,1.0,0.6836785781907099,1.1505007114047883,0.8665609221338962,0.06308254531747473,-0.8254124639504409
GCN5-MED4-YAP6,GCN5,MED4,YAP6,1.0,0.8707372844851619,1.057483812739943,0.718584666588073,0.18127232180610522,-0.8044521487971548
RGR1-TFC7-YAP6,RGR1,TFC7,YAP6,1.0,0.8527356580459108,1.1005412154147558,0.8050513150027655,0.012721715385577759,-0.7926120849788043
RGR1-SPT3-TFC7,RGR1,SPT3,TFC7,1.0,0.8601605307665386,1.0956552074364996,0.782725123647381,0.04147049073092581,-0.787584658499066
GCN5-MED4-RFX1,GCN5,MED4,RFX1,1.0,0.8858006408110027,1.0505032770737346,0.7128393543737674,0.05465902023135432,-0.7762144667018898
MED4-RGR1-RPD3,MED4,RGR1,RPD3,1.0,0.7074298200231951,1.0389705735092842,0.7655516399333707,0.05196224339852661,-0.7626042651245302
RPD3-TFC7-YAP6,RPD3,TFC7,YAP6,1.0,0.723539308917042,0.9346807209031761,0.4967754412869396,0.023728302303904745,-0.7406107855146467
FKH1-OPI1-RGR1,FKH1,OPI1,RGR1,1.0,0.8899368076821109,1.2494459616533173,1.1831670682425723,0.15420514947455233,-0.727465766622204
MED4-RPD3-SPT3,MED4,RPD3,SPT3,1.0,0.7003105433729585,1.0087103702931477,0.7607668297327906,0.0455969641944557,-0.7165865553051326
RPD3-SPT3-TFC7,RPD3,SPT3,TFC7,1.0,0.7309641816376699,0.9170431325756926,0.5000198758151277,0.054542700696572764,-0.712076789362621
GCN5-MED4-RGR1,GCN5,MED4,RGR1,1.0,0.8852814338560263,1.0310599882628766,0.7876641013224889,0.07504441665662946,-0.6725387491459516
RFX1-TFC7-YAP6,RFX1,TFC7,YAP6,1.0,0.8532548650008872,1.0504529379994734,0.7961257424607494,0.07964240194954285,-0.6704519405199565
GCN5-MED4-SPT3,GCN5,MED4,SPT3,1.0,0.8781621572057897,1.0398379536484301,0.7870876052533209,0.03291371243050757,-0.6584476436921622
RGR1-SPT3-YAP6,RGR1,SPT3,YAP6,1.0,0.8904475706633402,1.0754857693602187,0.8086384449577949,0.02269173524026,-0.6563338826696479
GCN5-SPT3-YAP6,GCN5,SPT3,YAP6,1.0,0.9391028353673027,1.1133271345905547,0.8980616208727238,0.06639533224374168,-0.6152594207037851
MED4-RPD3-TFC7,MED4,RPD3,TFC7,1.0,0.662598630755529,0.987193544647024,0.8028881962665296,0.09631490725988827,-0.5823164306465605
FKH1-RPD3-TFC7,FKH1,RPD3,TFC7,1.0,0.7396605111180613,1.1029551418224932,1.0478812933179915,0.1014456901534079,-0.5621605571325933
OPI1-RFX1-RPD3,OPI1,RFX1,RPD3,1.0,0.7596826126780637,1.0240116301665079,0.9482887150512859,0.16290860410060987,-0.5527728926422673
GCN5-MED4-RPD3,GCN5,MED4,RPD3,1.0,0.7560850847271575,0.9160707656962918,0.8217754169293231,0.06412691269331149,-0.5467949562371648
RGR1-RPD3-YAP6,RGR1,RPD3,YAP6,1.0,0.7683704981847082,0.8963448527538777,0.7775277603756141,0.03611947401450747,-0.4235273630563068
GCN5-RPD3-TFC7,GCN5,RPD3,TFC7,1.0,0.7867387229918689,1.097581061336051,1.0563952221398394,0.0863366698305598,-0.3960100297185697
FKH1-MED4-SPT3,FKH1,MED4,SPT3,1.0,0.831083945331982,1.120341998257727,1.2250799660552256,0.047471706272229186,-0.3557998275878842
OPI1-RGR1-RPD3,OPI1,RGR1,RPD3,1.0,0.7591634057230873,0.8492687789375252,0.8100277417014414,0.1569825534878382,-0.3472424704648377
RGR1-RPD3-TFC7,RGR1,RPD3,TFC7,1.0,0.7380834582879064,0.9034690117530372,0.8365081375549307,0.05388346211279911,-0.3462284979335791
RGR1-RPD3-SPT3,RGR1,RPD3,SPT3,1.0,0.7757953709053359,0.9193180148823955,0.9000023058543695,0.08303063918149996,-0.34062994139221847
GCN5-RPD3-SPT3,GCN5,RPD3,SPT3,1.0,0.8244506356092983,0.898956454752155,0.8411942506931367,0.07379929986878972,-0.3196716896810241
GCN5-OPI1-RFX1,GCN5,OPI1,RFX1,1.0,0.9375342265108949,0.9921898222619309,0.8584782855095892,0.04034117846496189,-0.31714118004482894
GCN5-RGR1-SPT3,GCN5,RGR1,SPT3,1.0,0.9536469847381671,1.0251573691479068,0.9134752180737413,0.04872026611490778,-0.30459882991895704
GCN5-RFX1-RPD3,GCN5,RFX1,RPD3,1.0,0.8320891192145115,0.9435800305217178,1.0440254176600519,0.11310408652191596,-0.2805277874923646
GCN5-OPI1-YAP6,GCN5,OPI1,YAP6,1.0,0.922470870185054,0.9704182484232233,0.879831406321094,0.08049850616665699,-0.26170071706037823
GCN5-RFX1-YAP6,GCN5,RFX1,YAP6,1.0,0.9467413189725158,1.0281696701773033,1.0129419811316163,0.05601485500782046,-0.22310106959884957
FKH1-MED4-RGR1,FKH1,MED4,RGR1,1.0,0.8382032219822187,1.1308943564701464,1.4282118683948237,0.003800604301020493,-0.18961450260800028
GCN5-RFX1-SPT3,GCN5,RFX1,SPT3,1.0,0.9541661916931435,1.0604142938288519,1.1399247966707362,0.01088839417621372,-0.17440997632060484
GCN5-OPI1-SPT3,GCN5,OPI1,SPT3,1.0,0.9298957429056819,0.9944678115179485,1.0393553480719648,0.11099183097488097,-0.1521192230489905
FKH1-MED4-RFX1,FKH1,MED4,RFX1,1.0,0.8387224289371952,1.1696722882963169,1.543954260942822,0.04516496712018866,-0.14634979842305285
FKH1-MED4-YAP6,FKH1,MED4,YAP6,1.0,0.8236590726113543,1.1644097115657652,1.5579971089132965,0.14105755748313092,-0.1443977501385607
GCN5-OPI1-RPD3,GCN5,OPI1,RPD3,1.0,0.8078186704270497,0.8415543103941961,0.9762845476254736,0.10978960624895005,-0.14198021370766745
GCN5-RFX1-RGR1,GCN5,RFX1,RGR1,1.0,0.9612854683433802,1.00257161220466,1.0065052698515389,0.07534770815286884,-0.12563498358521263
GCN5-RGR1-RPD3,GCN5,RGR1,RPD3,1.0,0.831569912259535,0.8424220261271705,0.9293700243478739,0.06154656074483406,-0.12061408807613039
GCN5-RGR1-YAP6,GCN5,RGR1,YAP6,1.0,0.9462221120175394,0.9981972549074375,1.0467428832727805,0.24784903879619757,-0.11170117850407335
GCN5-RPD3-YAP6,GCN5,RPD3,YAP6,1.0,0.8170257628886706,0.8847479208609131,1.035152165278445,0.14034811044283418,-0.10343330708614362
FKH1-MED4-TFC7,FKH1,MED4,TFC7,1.0,0.7933720327145526,1.0368697994458806,1.5705701533458114,0.059879426895672654,0.0864560388845792
RFX1-RPD3-SPT3,RFX1,RPD3,SPT3,1.0,0.7763145778603123,0.998316498972596,1.5632737156309975,0.30371159585061924,0.11883214992236757
FKH1-MED4-OPI1,FKH1,MED4,OPI1,1.0,0.8144519801497334,1.2172065559445198,2.016009741747559,0.3401445424725461,0.12260704267213263
GCN5-OPI1-RGR1,GCN5,OPI1,RGR1,1.0,0.9370150195559185,0.8611885304422034,0.9050222482469824,0.1155550835652697,0.12509183067302176
FKH1-MED4-RPD3,FKH1,MED4,RPD3,1.0,0.70900687285335,1.0212558743805182,1.7003639352684976,0.014933203414436703,0.12605209011495722
RFX1-RGR1-SPT3,RFX1,RGR1,SPT3,1.0,0.9055109269891811,1.0469079521339275,1.4998965613215993,0.09803821809337857,0.1403007616160219
RFX1-RGR1-RPD3,RFX1,RGR1,RPD3,1.0,0.783433854510549,0.9795119859500939,1.596250615841739,0.1500514013550252,0.18941668781926913
OPI1-RPD3-YAP6,OPI1,RPD3,YAP6,1.0,0.7446192563522228,0.9234472804288067,1.5843832927535446,0.25040697543680973,0.3088059324144289
OPI1-RPD3-SPT3,OPI1,RPD3,SPT3,1.0,0.7520441290728507,0.9435098914115804,1.637195704355694,0.3413742127451088,0.32424396079803075
RFX1-RGR1-TFC7,RFX1,RGR1,TFC7,1.0,0.8677990143717517,1.035969065610434,1.7259923406662752,0.6660732960365451,0.32456015148029416
OPI1-TFC7-YAP6,OPI1,TFC7,YAP6,1.0,0.8289844162134257,1.0226682480713911,1.7331577961098616,0.2302547560623522,0.3274649857494297
RFX1-SPT3-YAP6,RFX1,SPT3,YAP6,1.0,0.8909667776183167,1.0832986643257376,1.827812500913411,0.10488025504809623,0.34295248326261274
OPI1-SPT3-YAP6,OPI1,SPT3,YAP6,1.0,0.8666963288308551,1.0727663551381637,1.8362908513766438,0.22678876490682137,0.3531101990478286
OPI1-SPT3-TFC7,OPI1,SPT3,TFC7,1.0,0.8364092889340534,1.0148716889473908,1.730029661081628,0.30819953618255735,0.3563594019678895
RFX1-SPT3-TFC7,RFX1,SPT3,TFC7,1.0,0.8606797377215151,1.0508514394322965,1.8092409224846462,0.05957281733147314,0.3612807070326387
FKH1-GCN5-MED4,FKH1,GCN5,MED4,1.0,0.8868584866861812,1.0585923657600331,1.7294668052777438,0.17769993893099825,0.40213540434452544
OPI1-RGR1-SPT3,OPI1,RGR1,SPT3,1.0,0.8812404782017195,0.9527439829379768,1.565941783997306,0.07255134682875936,0.41626841464237463
OPI1-RFX1-SPT3,OPI1,RFX1,SPT3,1.0,0.8817596851566959,1.0615857544533573,1.8573005785096324,0.21575165279298236,0.41847452085864545
OPI1-RGR1-TFC7,OPI1,RGR1,TFC7,1.0,0.84352856558429,0.9245527156739749,1.5967575140811385,0.04544573520320292,0.4438304144690267
RFX1-RGR1-YAP6,RFX1,RGR1,YAP6,1.0,0.8980860542685534,1.0058987002451028,1.7101215639928178,0.06895516779601266,0.44871567003335855
OPI1-RFX1-TFC7,OPI1,RFX1,TFC7,1.0,0.8440477725392664,0.9754933148085542,1.720390540281165,0.060166295824329856,0.4590347254068815
OPI1-RGR1-YAP6,OPI1,RGR1,YAP6,1.0,0.8738156054810916,0.9199297916059758,1.539691418227097,0.13849466432455962,0.4591737135096594
RFX1-RPD3-TFC7,RFX1,RPD3,TFC7,1.0,0.7386026652428829,0.9245663234624364,1.731109093217898,0.10272960384845307,0.4602633444167803
OPI1-RFX1-RGR1,OPI1,RFX1,RGR1,1.0,0.8888789618069325,0.9660363889800948,1.6382904005983534,0.1580880159831739,0.46879519194228525
OPI1-RFX1-YAP6,OPI1,RFX1,YAP6,1.0,0.874334812436068,1.023487053710277,1.8492985818346093,0.09186437059301379,0.4998058805148803
OPI1-RPD3-TFC7,OPI1,RPD3,TFC7,1.0,0.7143322164554212,0.8525073351609125,1.7479560224856527,0.2262408628378496,0.620374722253212
RFX1-RPD3-YAP6,RFX1,RPD3,YAP6,1.0,0.7688897051396846,0.9700588274329985,2.044525625674097,0.3854763797625708,0.6528055660110111
