gene_set,interaction_type,ffa_type,interaction_score,standard_deviation,standard_error,p_value,df_effective,fdr_corrected_p,effect_size,significant_p05,significant_fdr05
MED4_SPT3,digenic,C16:1,-0.4745353802969372,0.3138599032005826,0.18120709960068623,0.06136600874548548,3.839957818699337,0.09577353966058427,0.4745353802969372,False,False
MED4_SPT3,digenic,C18:1,1.3041370394602825,0.3996006884791395,0.230709565061791,0.003970055655632354,4.265382957508282,0.01509532480842013,1.3041370394602825,True,True
MED4_SPT3,digenic,Total Titer,0.47875252006653346,0.11767206159034442,0.06793799643528357,0.0010268275305800323,4.8267609079253075,0.006618950821588111,0.47875252006653346,True,True
RGR1_TFC7,digenic,C14:0,-1.5516604285092288,1.3836728626223416,0.7988638997053891,0.1408522869639608,3.2281663123080873,0.18761234263059404,1.5516604285092288,False,False
RGR1_TFC7,digenic,C16:0,0.5917060306516934,0.07460600071372228,0.043073794595228976,2.7459868200629955e-05,5.204266649911806,0.0015820919865083827,0.5917060306516934,True,True
RGR1_TFC7,digenic,C18:0,0.653497183488526,0.05907660642190543,0.034107894620496675,8.284837060323902e-05,3.66444346776148,0.0018362441280277738,0.653497183488526,True,True
RGR1_TFC7,digenic,C16:1,-0.3654077071286621,0.423563898884921,0.2445447310402166,0.2661148632943129,2.1352835910001566,0.3151360223222126,0.3654077071286621,False,False
RGR1_TFC7,digenic,C18:1,0.35552406145842963,0.10946998507227543,0.06320252534966253,0.0031649051621536195,4.617571125712946,0.012754095429574288,0.35552406145842963,True,True
RGR1_TFC7,digenic,Total Titer,0.4050369514578994,0.0661611425510714,0.03819815346175428,0.00014060759800105238,4.927451101139517,0.001998107971593902,0.4050369514578994,True,True
SPT3_TFC7,digenic,C14:0,-0.5800090827351212,0.8136238401948767,0.4697459431556092,0.3142708988373757,2.676246828128487,0.36107720291953804,0.5800090827351212,False,False
