gene_set,interaction_type,ffa_type,interaction_score,standard_deviation,standard_error,p_value,fdr_corrected_p,effect_size,significant_p05,significant_fdr05
RGR1_TFC7,digenic,C18:1,0.4195281192118513,0.1258645305286457,0.07266792058213947,0.0017183272730665333,0.008930225683202751,0.4195281192118513,True,True
RGR1_TFC7,digenic,Total Titer,0.4245819339882607,0.07310550169200734,0.04220748108112308,0.00015220533987303497,0.002159016040471164,0.4245819339882607,True,True
SPT3_TFC7,digenic,C14:0,-0.4741959024044857,0.6232633744780993,0.3598412770309652,0.2808693406398528,0.32828883970891887,0.4741959024044857,False,False
SPT3_TFC7,digenic,C16:0,0.6646660977275742,0.13101354298296877,0.07564070430870364,0.0015991860822723858,0.008635604844270884,0.6646660977275742,True,True
SPT3_TFC7,digenic,C18:0,0.6829976177427836,0.11801913026950828,0.06813837663062612,0.0011178116116548065,0.006706869669928839,0.6829976177427836,True,True
SPT3_TFC7,digenic,C16:1,-0.10966776674722034,0.3508268529972298,0.20254997801689992,0.6259078311296542,0.6524907892085198,0.10966776674722034,False,False
SPT3_TFC7,digenic,C18:1,0.291528474063386,0.3849113532409736,0.22222867340781924,0.2985955462510641,0.3445333225973816,0.291528474063386,False,False
SPT3_TFC7,digenic,Total Titer,0.46041773637199457,0.08612820161797975,0.04972614038895898,0.0005972294630873787,0.004742704559811537,0.46041773637199457,True,True
MED4_TFC7,digenic,C14:0,-1.1585050405868689,0.5956406128818249,0.34389326818759536,0.05712796457551672,0.08617067282340511,1.1585050405868689,False,False
MED4_TFC7,digenic,C16:0,0.9913315959396751,0.1524604549140435,0.08802308468539582,0.00038494367744856817,0.0037119568896826216,0.9913315959396751,True,True
