,Query Strain ID,Query allele name,Array Strain ID,Array allele name,Arraytype/Temp,Genetic interaction score (ε),P-value,Query single mutant fitness (SMF),Array SMF,Double mutant fitness,Double mutant fitness standard deviation,Query Systematic Name,Array Systematic Name,Temperature,query_perturbation_type,array_perturbation_type,combined_name
2019533,YNL006W_tsq467,lst8-15,YGL113W_tsa1119,sld3-5001,TSA26,0.0888,1.226e-10,0.9493,0.7931,0.8417,0.0124,YNL006W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL006W
2020295,YNL038W_tsq1351,gpi15-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0469,0.108,0.9437,0.7931,0.7953,0.033,YNL038W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL038W
1690222,YGL113W_tsq1382,sld3-5001,YNL038W_tsa1157,gpi15-5001,TSA26,0.0235,0.2264,1.0478,0.9437,1.0123,0.0225,YGL113W,YNL038W,26,temperature sensitive,temperature sensitive,YGL113W_YNL038W
2021057,YNL039W_tsq2665,bdp1-5005,YGL113W_tsa1119,sld3-5001,TSA26,0.0788,0.003727,0.759,0.7931,0.6808,0.0286,YNL039W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL039W
2021818,YNL061W_tsq1139,nop2-5,YGL113W_tsa1119,sld3-5001,TSA26,0.0686,0.022,0.6765,0.7931,0.6051,0.034,YNL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
2024095,YNL061W_tsq630,nop2-9,YGL113W_tsa1119,sld3-5001,TSA26,0.0403,0.01315,0.4372,0.7931,0.387,0.016,YNL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
2023334,YNL061W_tsq624,nop2-3,YGL113W_tsa1119,sld3-5001,TSA26,0.0745,0.07495,0.6459,0.7931,0.5868,0.0579,YNL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
1690223,YGL113W_tsq1382,sld3-5001,YNL061W_tsa624,nop2-3,TSA26,0.0057,0.4891,1.0478,0.6459,0.6825,0.0536,YGL113W,YNL061W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
1690224,YGL113W_tsq1382,sld3-5001,YNL061W_tsa626,nop2-5,TSA26,0.0277,0.2094,1.0478,0.6765,0.7365,0.0267,YGL113W,YNL061W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
1690225,YGL113W_tsq1382,sld3-5001,YNL061W_tsa627,nop2-4-supp1,TSA26,0.0078,0.4612,1.0478,0.6871,0.7277,0.0332,YGL113W,YNL061W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
1690226,YGL113W_tsq1382,sld3-5001,YNL061W_tsa628,nop2-6,TSA26,-0.0424,0.203,1.0478,0.802,0.7979,0.0434,YGL113W,YNL061W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
1690227,YGL113W_tsq1382,sld3-5001,YNL061W_tsa630,nop2-9,TSA26,0.0187,0.3975,1.0478,0.4372,0.4768,0.0566,YGL113W,YNL061W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
2022576,YNL061W_tsq1217,nop2-10,YGL113W_tsa1119,sld3-5001,TSA26,0.0316,1.84e-40,0.5591,0.7931,0.475,0.0019,YNL061W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL061W
2024857,YNL062C_tsq442,gcd10-506,YGL113W_tsa1119,sld3-5001,TSA26,0.0632,0.005637,0.95,0.7931,0.8166,0.0217,YNL062C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL062C
1690228,YGL113W_tsq1382,sld3-5001,YNL062C_tsa442,gcd10-506,TSA26,0.0107,0.3891,1.0478,0.95,1.0061,0.0193,YGL113W,YNL062C,26,temperature sensitive,temperature sensitive,YGL113W_YNL062C
2025604,YNL075W_tsq2810,imp4-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0664,0.00247,0.4386,0.7931,0.4143,0.0225,YNL075W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL075W
2026335,YNL088W_tsq2666,top2-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0493,0.04668,,0.7931,0.8424,0.0254,YNL088W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL088W
2028621,YNL102W_tsq345,pol1-17,YGL113W_tsa1119,sld3-5001,TSA26,-0.2919,1.397e-07,0.9051,0.7931,0.4259,0.0727,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2029383,YNL102W_tsq346,pol1-13,YGL113W_tsa1119,sld3-5001,TSA26,-0.3184,0.0,0.8164,0.7931,0.329,0.0029,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2030144,YNL102W_tsq362,pol1-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.0932,1.934e-16,0.8919,0.7931,0.6142,0.0084,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2030906,YNL102W_tsq900,pol1-12,YGL113W_tsa1119,sld3-5001,TSA26,-0.146,0.01103,0.9425,0.7931,0.6015,0.0746,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2027859,YNL102W_tsq344,pol1-2,YGL113W_tsa1119,sld3-5001,TSA26,-0.0106,0.3996,0.6722,0.7931,0.5225,0.0599,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2027097,YNL102W_tsq343,pol1-ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.1268,0.001954,0.8262,0.7931,0.5285,0.0373,YNL102W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
1690230,YGL113W_tsq1382,sld3-5001,YNL102W_tsa344,pol1-2,TSA26,-0.0107,0.4159,1.0478,0.6722,0.6936,0.0537,YGL113W,YNL102W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
1690231,YGL113W_tsq1382,sld3-5001,YNL102W_tsa346,pol1-13,TSA26,0.0413,0.1445,1.0478,0.8164,0.8967,0.0327,YGL113W,YNL102W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
1690229,YGL113W_tsq1382,sld3-5001,YNL102W_tsa343,pol1-ts,TSA26,0.0314,0.1842,1.0478,0.8262,0.8971,0.0277,YGL113W,YNL102W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
1690233,YGL113W_tsq1382,sld3-5001,YNL102W_tsa897,pol1-12,TSA26,0.0086,0.482,1.0478,0.9425,0.9962,0.1326,YGL113W,YNL102W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
1690232,YGL113W_tsq1382,sld3-5001,YNL102W_tsa362,pol1-1,TSA26,0.0554,0.00406,1.0478,0.8919,0.9899,0.0176,YGL113W,YNL102W,26,temperature sensitive,temperature sensitive,YGL113W_YNL102W
2032430,YNL112W_tsq2238,dbp2-5004,YGL113W_tsa1119,sld3-5001,TSA26,-0.0163,0.08659,0.9192,0.7931,0.7127,0.0098,YNL112W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL112W
2031668,YNL112W_tsq2237,dbp2-5003,YGL113W_tsa1119,sld3-5001,TSA26,-0.087,0.06004,0.937,0.7931,0.6562,0.0492,YNL112W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL112W
2033948,YNL113W_tsq2995,rpc19-5013,YGL113W_tsa1119,sld3-5001,TSA26,0.0445,0.09227,0.7093,0.7931,0.607,0.0324,YNL113W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL113W
2033190,YNL113W_tsq2994,rpc19-5012,YGL113W_tsa1119,sld3-5001,TSA26,0.0493,3.2680000000000004e-76,,0.7931,0.8424,0.0022,YNL113W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL113W
2035468,YNL118C_tsq743,dcp2-7,YGL113W_tsa1119,sld3-5001,TSA26,0.0926,7.719e-06,0.9098,0.7931,0.8142,0.0192,YNL118C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL118C
2034706,YNL118C_tsq1166,dcp2-7d,YGL113W_tsa1119,sld3-5001,TSA26,0.0461,0.06535,0.5762,0.7931,0.5031,0.0263,YNL118C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL118C
1690234,YGL113W_tsq1382,sld3-5001,YNL118C_tsa754,dcp2-7d,TSA26,-0.0172,0.4257,1.0478,0.5762,0.5865,0.1346,YGL113W,YNL118C,26,temperature sensitive,temperature sensitive,YGL113W_YNL118C
2036216,YNL124W_tsq2240,naf1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0215,0.2217,0.4662,0.7931,0.3912,0.0216,YNL124W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL124W
2036964,YNL126W_tsq1467,spc98-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0253,0.3109,0.974,0.7931,0.7978,0.0474,YNL126W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL126W
1690235,YGL113W_tsq1382,sld3-5001,YNL126W_tsa1187,spc98-5001,TSA26,0.0359,0.2175,1.0478,0.974,1.0565,0.0385,YGL113W,YNL126W,26,temperature sensitive,temperature sensitive,YGL113W_YNL126W
2037726,YNL132W_tsq2856,kre33-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0274,0.3144,0.9042,0.7931,0.7445,0.0551,YNL132W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL132W
1690236,YGL113W_tsq1382,sld3-5001,YNL132W_tsa1262,kre33-5001,TSA26,0.0047,0.4944,1.0478,0.9042,0.9521,0.0165,YGL113W,YNL132W,26,temperature sensitive,temperature sensitive,YGL113W_YNL132W
1690237,YGL113W_tsq1382,sld3-5001,YNL138W_tsa675,srv2-ts,TSA26,0.0238,0.269,1.0478,0.843,0.9071,0.0298,YGL113W,YNL138W,26,temperature sensitive,temperature sensitive,YGL113W_YNL138W
2038488,YNL138W_tsq1176,srv2-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0652,0.01685,0.5079,0.7931,0.468,0.0334,YNL138W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL138W
1690238,YGL113W_tsq1382,sld3-5001,YNL138W_tsa800,srv2-2,TSA26,0.0212,0.03949,1.0478,0.5079,0.5534,0.0082,YGL113W,YNL138W,26,temperature sensitive,temperature sensitive,YGL113W_YNL138W
2039251,YNL149C_tsq2670,pga2-5004,YGL113W_tsa1119,sld3-5001,TSA26,0.0605,0.1341,,0.7931,0.8536,0.0455,YNL149C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL149C
2040013,YNL151C_tsq2241,rpc31-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0366,0.3029,1.0033,0.7931,0.8323,0.0888,YNL151C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL151C
2040771,YNL152W_tsq2671,inn1-5007,YGL113W_tsa1119,sld3-5001,TSA26,0.0074,0.4545,,0.7931,0.8005,0.0227,YNL152W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL152W
2041532,YNL158W_tsq1430,pga1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0415,0.0259,0.9614,0.7931,0.804,0.0174,YNL158W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL158W
2042294,YNL163C_tsq1232,ria1-ts,YGL113W_tsa1119,sld3-5001,TSA26,-0.002,0.4784,,0.7931,0.7911,0.1864,YNL163C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL163C
2046079,YNL181W_tsq1679,pbr1-5006,YGL113W_tsa1119,sld3-5001,TSA26,0.0907,0.1952,,0.7931,0.8838,0.1933,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2046837,YNL181W_tsq2245,pbr1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0205,0.3541,,0.7931,0.8136,0.0459,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2044557,YNL181W_tsq1677,pbr1-5002,YGL113W_tsa1119,sld3-5001,TSA26,0.0676,0.1783,,0.7931,0.8607,0.09,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2049122,YNL181W_tsq2252,pbr1-5008,YGL113W_tsa1119,sld3-5001,TSA26,0.0374,0.0004416,,0.7931,0.8305,0.0089,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2048360,YNL181W_tsq2251,pbr1-5007,YGL113W_tsa1119,sld3-5001,TSA26,0.081,1.758e-07,,0.7931,0.8741,0.014,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2047598,YNL181W_tsq2249,pbr1-5012,YGL113W_tsa1119,sld3-5001,TSA26,0.1229,0.008542,,0.7931,0.916,0.0528,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2045319,YNL181W_tsq1678,pbr1-5005,YGL113W_tsa1119,sld3-5001,TSA26,0.0507,0.1922,,0.7931,0.8438,0.0602,YNL181W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL181W
2049883,YNL182C_tsq1442,ipi3-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0428,0.2018,,0.7931,0.8359,0.0527,YNL182C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL182C
2050644,YNL189W_tsq1438,srp1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.003,0.4317,,0.7931,0.7901,0.0254,YNL189W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL189W
2052146,YNL216W_tsq2811,rap1-1,YGL113W_tsa1119,sld3-5001,TSA26,-0.1556,0.01413,,0.7931,0.6375,0.0714,YNL216W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL216W
2052917,YNL221C_tsq2269,pop1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0072,0.4431,,0.7931,0.8003,0.0166,YNL221C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL221C
2053684,YNL221C_tsq3044,pop1-5002,YGL113W_tsa1119,sld3-5001,TSA26,-0.0559,0.0549,,0.7931,0.7372,0.0274,YNL221C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL221C
2054452,YNL222W_tsq905,ssu72-2,YGL113W_tsa1119,sld3-5001,TSA26,0.0058,0.4877,,0.7931,0.7989,0.0409,YNL222W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL222W
2055995,YNL240C_tsq2270,nar1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0129,0.4436,,0.7931,0.806,0.0843,YNL240C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL240C
2056758,YNL245C_tsq2677,cwc25-5011,YGL113W_tsa1119,sld3-5001,TSA26,0.0406,0.3019,,0.7931,0.8337,0.0761,YNL245C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL245C
2057456,YNL247W_tsq1409,ynl247w-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0586,0.2619,,0.7931,0.8517,0.1269,YNL247W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL247W
2058124,YNL260C_tsq1413,lto1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0059,0.429,,0.7931,0.7872,0.0475,YNL260C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL260C
2058895,YNL261W_tsq1117,orc5-70,YGL113W_tsa1119,sld3-5001,TSA26,-0.1559,1.332e-21,,0.7931,0.6372,0.0123,YNL261W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL261W
2059657,YNL262W_tsq20,pol2-12,YGL113W_tsa1119,sld3-5001,TSA26,-0.5988,6.83e-119,,0.7931,0.1943,0.0215,YNL262W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL262W
2061195,YNL267W_tsq1077,pik1-139,YGL113W_tsa1119,sld3-5001,TSA26,-0.0249,0.253,,0.7931,0.7682,0.0327,YNL267W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL267W
2060433,YNL267W_tsq1076,pik1-104,YGL113W_tsa1119,sld3-5001,TSA26,0.0574,0.137,,0.7931,0.8505,0.0498,YNL267W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL267W
2062730,YNL282W_tsq1428,pop3-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.1319,0.01019,,0.7931,0.925,0.0579,YNL282W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNL282W
1690239,YGL113W_tsq1382,sld3-5001,YNR003C_tsa640,rpc34-1,TSA26,0.0338,0.05084,1.0478,0.6004,0.6629,0.0158,YGL113W,YNR003C,26,temperature sensitive,temperature sensitive,YGL113W_YNR003C
2065867,YNR003C_tsq640,rpc34-1,YGL113W_tsa1119,sld3-5001,TSA26,0.1145,1.0939999999999999e-41,0.6004,0.7931,0.5907,0.0078,YNR003C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR003C
1690240,YGL113W_tsq1382,sld3-5001,YNR011C_tsa338,prp2-1,TSA26,-0.0067,0.4307,1.0478,0.7918,0.8229,0.0475,YGL113W,YNR011C,26,temperature sensitive,temperature sensitive,YGL113W_YNR011C
2066629,YNR011C_tsq338,prp2-1,YGL113W_tsa1119,sld3-5001,TSA26,0.1116,0.001711,0.7918,0.7931,0.7396,0.0387,YNR011C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR011C
2068071,YNR016C_tsq2276,acc1-5009-supp1,YGL113W_tsa1119,sld3-5001,TSA26,-0.343,1.496e-17,0.696,0.7931,0.209,0.1078,YNR016C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR016C
2067351,YNR016C_tsq2274,acc1-5007-supp1,YGL113W_tsa1119,sld3-5001,TSA26,-0.3709,0.0,0.5913,0.7931,0.098,0.0095,YNR016C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR016C
2068831,YNR017W_tsq1423,tim23-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0333,0.2413,0.7367,0.7931,0.6176,0.0515,YNR017W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR017W
1690241,YGL113W_tsq1382,sld3-5001,YNR017W_tsa1168,tim23-5001,TSA26,-0.0413,0.2288,1.0478,0.7367,0.7306,0.0458,YGL113W,YNR017W,26,temperature sensitive,temperature sensitive,YGL113W_YNR017W
1690242,YGL113W_tsq1382,sld3-5001,YNR026C_tsa305,sec12-1,TSA26,-0.0215,0.3835,1.0478,0.6572,0.6671,0.0919,YGL113W,YNR026C,26,temperature sensitive,temperature sensitive,YGL113W_YNR026C
1690243,YGL113W_tsq1382,sld3-5001,YNR026C_tsa60,sec12-4,TSA26,0.0083,0.3995,1.0478,0.9693,1.0239,0.0123,YGL113W,YNR026C,26,temperature sensitive,temperature sensitive,YGL113W_YNR026C
2069593,YNR026C_tsq52,sec12-4,YGL113W_tsa1119,sld3-5001,TSA26,0.0158,0.3906,0.9693,0.7931,0.7846,0.0412,YNR026C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR026C
1690244,YGL113W_tsq1382,sld3-5001,YNR035C_tsa470,arc35-5,TSA26,-0.0128,0.4074,1.0478,0.9764,1.0103,0.0624,YGL113W,YNR035C,26,temperature sensitive,temperature sensitive,YGL113W_YNR035C
1690245,YGL113W_tsq1382,sld3-5001,YNR035C_tsa471,arc35-6,TSA26,-0.0505,0.1847,1.0478,0.8354,0.8248,0.0408,YGL113W,YNR035C,26,temperature sensitive,temperature sensitive,YGL113W_YNR035C
2071117,YNR035C_tsq471,arc35-6,YGL113W_tsa1119,sld3-5001,TSA26,-0.0532,7.438e-09,0.8354,0.7931,0.6094,0.0071,YNR035C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR035C
2070355,YNR035C_tsq470,arc35-5,YGL113W_tsa1119,sld3-5001,TSA26,-0.0208,0.3733,0.9764,0.7931,0.7536,0.0778,YNR035C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR035C
1690246,YGL113W_tsq1382,sld3-5001,YNR038W_tsa1165,dbp6-5001,TSA26,0.0047,0.4948,1.0478,0.8547,0.9003,0.0168,YGL113W,YNR038W,26,temperature sensitive,temperature sensitive,YGL113W_YNR038W
2071879,YNR038W_tsq1402,dbp6-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0465,0.1052,0.8547,0.7931,0.7244,0.0351,YNR038W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR038W
2072641,YNR043W_tsq828,mvd1-1296,YGL113W_tsa1119,sld3-5001,TSA26,-0.3198,3.043e-13,0.7001,0.7931,0.2354,0.0394,YNR043W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR043W
1690247,YGL113W_tsq1382,sld3-5001,YNR043W_tsa828,mvd1-1296,TSA26,0.0132,0.4185,1.0478,0.7001,0.7468,0.0443,YGL113W,YNR043W,26,temperature sensitive,temperature sensitive,YGL113W_YNR043W
2073403,YNR046W_tsq2684,trm112-5008,YGL113W_tsa1119,sld3-5001,TSA26,0.018,0.03367,0.2114,0.7931,0.1857,0.0073,YNR046W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR046W
2074151,YNR053C_tsq479,nog2-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0817,1.065e-07,0.5877,0.7931,0.5478,0.0139,YNR053C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR053C
1690248,YGL113W_tsq1382,sld3-5001,YNR053C_tsa479,nog2-1,TSA26,0.0677,0.0004772,1.0478,0.5877,0.6835,0.0174,YGL113W,YNR053C,26,temperature sensitive,temperature sensitive,YGL113W_YNR053C
2074905,YNR054C_tsq2286,esf2-5006,YGL113W_tsa1119,sld3-5001,TSA26,0.0493,0.1693,0.9519,0.7931,0.8043,0.0549,YNR054C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YNR054C
2076994,YOL021C_tsq1032,dis3-1,YGL113W_tsa1119,sld3-5001,TSA26,0.0285,0.2116,0.9155,0.7931,0.7546,0.0301,YOL021C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL021C
1690249,YGL113W_tsq1382,sld3-5001,YOL021C_tsa1030,dis3-1,TSA26,0.0871,0.02574,1.0478,0.9155,1.0464,0.0442,YGL113W,YOL021C,26,temperature sensitive,temperature sensitive,YGL113W_YOL021C
2077760,YOL022C_tsq1435,tsr4-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0223,0.1243,0.924,0.7931,0.7551,0.0137,YOL022C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL022C
2078520,YOL034W_tsq727,smc5-6,YGL113W_tsa1119,sld3-5001,TSA26,-0.0599,1.691e-13,0.9491,0.7931,0.6928,0.0062,YOL034W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL034W
1690250,YGL113W_tsq1382,sld3-5001,YOL034W_tsa727,smc5-6,TSA26,-0.0311,0.334,1.0478,0.9491,0.9634,0.0769,YGL113W,YOL034W,26,temperature sensitive,temperature sensitive,YGL113W_YOL034W
1690251,YGL113W_tsq1382,sld3-5001,YOL038W_tsa1153,pre6-5001,TSA26,-0.024,0.0001682,1.0478,0.9157,0.9355,0.0053,YGL113W,YOL038W,26,temperature sensitive,temperature sensitive,YGL113W_YOL038W
2079267,YOL038W_tsq1350,pre6-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0941,0.02406,0.9157,0.7931,0.8203,0.05,YOL038W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL038W
2080776,YOL040C_tsq2687,rps15-5002,YGL113W_tsa1119,sld3-5001,TSA26,-0.0109,0.226,,0.7931,0.7822,0.0129,YOL040C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL040C
2080010,YOL040C_tsq2686,rps15-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0057,0.084,0.6606,0.7931,0.5182,0.0045,YOL040C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL040C
1690252,YGL113W_tsq1382,sld3-5001,YOL066C_tsa1181,rib2-5001,TSA26,0.0066,0.4853,1.0478,0.9219,0.9726,0.069,YGL113W,YOL066C,26,temperature sensitive,temperature sensitive,YGL113W_YOL066C
2081542,YOL066C_tsq1465,rib2-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0147,0.4106,0.9219,0.7931,0.7459,0.051,YOL066C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL066C
2082313,YOL069W_tsq1356,nuf2-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0131,0.3385,0.9781,0.7931,0.7888,0.0186,YOL069W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL069W
1690253,YGL113W_tsq1382,sld3-5001,YOL069W_tsa1154,nuf2-5001,TSA26,0.0194,0.3796,1.0478,0.9781,1.0443,0.0458,YGL113W,YOL069W,26,temperature sensitive,temperature sensitive,YGL113W_YOL069W
2083007,YOL069W_tsq755,nuf2-61,YGL113W_tsa1119,sld3-5001,TSA26,0.0703,0.02146,0.9839,0.7931,0.8507,0.0317,YOL069W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL069W
1690254,YGL113W_tsq1382,sld3-5001,YOL069W_tsa755,nuf2-61,TSA26,0.005,0.4956,1.0478,0.9839,1.0359,0.0606,YGL113W,YOL069W,26,temperature sensitive,temperature sensitive,YGL113W_YOL069W
2083665,YOL077C_tsq1437,brx1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0421,0.02368,0.7815,0.7931,0.6619,0.0177,YOL077C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL077C
1690255,YGL113W_tsq1382,sld3-5001,YOL077C_tsa1171,brx1-5001,TSA26,-0.0379,0.0668,1.0478,0.7815,0.781,0.0198,YGL113W,YOL077C,26,temperature sensitive,temperature sensitive,YGL113W_YOL077C
2084426,YOL078W_tsq2688,avo1-5005,YGL113W_tsa1119,sld3-5001,TSA26,-0.0047,0.4402,,0.7931,0.7884,0.0432,YOL078W,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL078W
1690256,YGL113W_tsq1382,sld3-5001,YOL094C_tsa171,rfc4-20,TSA26,0.0312,0.1186,1.0478,0.828,0.8988,0.0203,YGL113W,YOL094C,26,temperature sensitive,temperature sensitive,YGL113W_YOL094C
2085107,YOL094C_tsq171,rfc4-20,YGL113W_tsa1119,sld3-5001,TSA26,-0.0333,0.01252,0.828,0.7931,0.6234,0.0116,YOL094C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL094C
2085771,YOL097C_tsq2298,wrs1-5001,YGL113W_tsa1119,sld3-5001,TSA26,-0.0215,0.2487,1.0099,0.7931,0.7795,0.0271,YOL097C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL097C
2087310,YOL097C_tsq2689,wrs1-5008,YGL113W_tsa1119,sld3-5001,TSA26,0.0096,0.3905,0.8789,0.7931,0.7067,0.0172,YOL097C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL097C
2086539,YOL097C_tsq2300,wrs1-5003,YGL113W_tsa1119,sld3-5001,TSA26,0.0732,0.06286,0.7259,0.7931,0.6489,0.0486,YOL097C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL097C
2088081,YOL102C_tsq3089,tpt1-5001,YGL113W_tsa1119,sld3-5001,TSA26,0.0637,0.009776,0.757,0.7931,0.6641,0.0245,YOL102C,YGL113W,26,temperature sensitive,temperature sensitive,YGL113W_YOL102C
