run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,svr.kernel,svr.C,svr.gamma,num_params,val_r2,test_r2,val_pearson,test_pearson,val_spearman,test_spearman,val_mae,test_mae,val_mse,test_mse,val_rmse,test_rmse,fold_1_val_r2,fold_1_train_r2,fold_2_val_r2,fold_2_train_r2,fold_3_val_r2,fold_3_train_r2,fold_4_val_r2,fold_4_train_r2,fold_5_val_r2,fold_5_train_r2,fold_1_val_pearson,fold_1_train_pearson,fold_2_val_pearson,fold_2_train_pearson,fold_3_val_pearson,fold_3_train_pearson,fold_4_val_pearson,fold_4_train_pearson,fold_5_val_pearson,fold_5_train_pearson,fold_1_val_spearman,fold_1_train_spearman,fold_2_val_spearman,fold_2_train_spearman,fold_3_val_spearman,fold_3_train_spearman,fold_4_val_spearman,fold_4_train_spearman,fold_5_val_spearman,fold_5_train_spearman,fold_1_val_mse,fold_1_train_mse,fold_2_val_mse,fold_2_train_mse,fold_3_val_mse,fold_3_train_mse,fold_4_val_mse,fold_4_train_mse,fold_5_val_mse,fold_5_train_mse,fold_1_val_mae,fold_1_train_mae,fold_2_val_mae,fold_2_train_mae,fold_3_val_mae,fold_3_train_mae,fold_4_val_mae,fold_4_train_mae,fold_5_val_mae,fold_5_train_mae,fold_1_val_rmse,fold_1_train_rmse,fold_2_val_rmse,fold_2_train_rmse,fold_3_val_rmse,fold_3_train_rmse,fold_4_val_rmse,fold_4_train_rmse,fold_5_val_rmse,fold_5_train_rmse,fold_val_r2_mean,fold_val_r2_std,fold_train_r2_mean,fold_train_r2_std,fold_val_pearson_mean,fold_val_pearson_std,fold_train_pearson_mean,fold_train_pearson_std,fold_val_spearman_mean,fold_val_spearman_std,fold_train_spearman_mean,fold_train_spearman_std,fold_val_mse_mean,fold_val_mse_std,fold_train_mse_mean,fold_train_mse_std,fold_val_mae_mean,fold_val_mae_std,fold_train_mae_mean,fold_train_mae_std,fold_val_rmse_mean,fold_val_rmse_std,fold_train_rmse_mean,fold_train_rmse_std
bdo1210k,True,1000,sum,['nt_window_five_prime_1003'],rbf,10.0,0.001,83.0,-1.0683374601069406,-0.5393401825959123,0.4165609684859506,0.1872361777499117,0.4437277039555043,0.3216681668166816,0.048415757022201,0.0616049381057638,0.0035252572189465,0.0066894336120569,0.059373876569974,0.081788957763606,-0.3820169748128221,-0.1321615022464679,-0.5129714838818797,-0.0061789965301315,-0.3820480472925829,-0.1818304670470028,-0.7933190885480659,-0.0652782174123098,-1.297835646322028,0.0329112590034095,0.3151804608917679,0.5376118455567784,0.2503278627912249,0.5657662377369768,0.2070615856377243,0.5409118991020825,0.2974481023857704,0.580300886877718,0.2110480560703024,0.5712839626644233,0.525020625515638,0.4586210920938544,0.3253027545574197,0.4698392729258658,0.2828067822747231,0.4678555314636554,0.3655096377409436,0.4818063066570253,0.313754711525827,0.443422727968343,0.0055269789166768,0.0037187447298069,0.0058942711988248,0.0033275436980474,0.0062543928889535,0.0037185279947961,0.0048564847479288,0.0038419162498766,0.0044690232575506,0.0036691488857159,0.0519860932036741,0.0523356991228749,0.0598096291940395,0.0490928001909589,0.058594623100224,0.0526876147632861,0.0574943067864926,0.0537229164642421,0.053438340106245,0.0515851490130625,0.0743436541789335,0.0609815113768666,0.0767741571026658,0.0576848654158733,0.0790847196932099,0.0609797342958806,0.0696884836104849,0.0619831932855726,0.066850753604957,0.0605734998635205,-0.6736382481714757,0.387242661932531,-0.0705075848465005,0.0881120883505487,0.256213213555358,0.0491626475245945,0.5591749663875958,0.0189399377772735,0.3624789023229103,0.0955677202042095,0.4643089862217487,0.0142995297128565,0.0054002302019869,0.0007335770462625,0.0036551763116486,0.0001939487989105,0.056264598478135,0.0033838507579442,0.0518848359108849,0.0017400824219334,0.0733483536380502,0.0050310561235282,0.0604405608475427,0.001625928997183
ukffjwan,True,1000,sum,['esm2_t33_650M_UR50D_all'],rbf,10.0,0.001,56.0,-0.5029247748090009,-0.1961189570377148,0.3693556951497453,0.2422029388096036,0.4434696773787658,0.3664686468646864,0.0400902206319484,0.053922785566918,0.0025615725258174,0.0051979143049025,0.0506119800622091,0.072096562365362,-0.2729409927339969,-0.1252401188028731,-0.292535269548557,-0.0730970640994981,-0.2984746534318279,-0.083033814721422,-0.274834075651893,-0.1423819475345067,-0.6574058338151088,-0.054584478201989,0.272615146719883,0.4412652662798344,0.2594056282600728,0.432325351179855,0.1615669674412171,0.4627654846025131,0.3926599492714914,0.4203826144199155,0.3729060295946913,0.4272364309083469,0.4752763819095478,0.45232066015293,0.3513584157198236,0.4649500619609397,0.2642190536407056,0.4798208865877893,0.4218930473261832,0.4554942721235947,0.437320347003836,0.4602224149647179,0.0050907609365416,0.0036960104660532,0.0050354904199636,0.0035488490470895,0.0058761854588339,0.0034076728191103,0.0034523762581236,0.0041199901547408,0.0032234617085759,0.0040011089976093,0.0491378975818375,0.0488408544772264,0.0556107959245483,0.0461405484234897,0.0546494289567466,0.0465147351105312,0.046788707424925,0.0503927272603026,0.0462061037671191,0.0492792156981512,0.0713495685799263,0.0607948226911899,0.070961189533178,0.0595722170738134,0.0766562812744912,0.0583752757518996,0.058756925192897,0.0641871494517463,0.0567755379417574,0.0632543199916759,-0.3592381650362767,0.1670454216419364,-0.0956674846720578,0.036788682539015,0.2918307442574711,0.0937136721120204,0.436795029478093,0.0163948143873477,0.3900134491200193,0.0834303011774262,0.4625616591579943,0.010768977237115,0.0045356549564077,0.0011456814593894,0.0037547262969206,0.0003001671318953,0.0504785867310353,0.0043989278080899,0.0482336161939403,0.0018343433514055,0.06689990050445,0.0086644582131865,0.061236756992065,0.0024458868574151
3lsy4xyg,True,1000,sum,['esm2_t33_650M_UR50D_no_dubious'],rbf,10.0,0.001,56.0,-0.5029243065407676,-0.1961191283857215,0.3693554160187469,0.2422027166727138,0.4434696773787658,0.3664686468646864,0.0400902090418961,0.0539227832851941,0.0025615717277049,0.0051979150495209,0.0506119721775882,0.0720965675293976,-0.2731590677551714,-0.1254520057807613,-0.292535953616847,-0.0730976188287533,-0.2984739076794622,-0.0830310162851764,-0.2748325451709501,-0.142380827719776,-0.6574048147905331,-0.054583988009377,0.272523030111761,0.4410937280511485,0.2594062110003294,0.4323252443184392,0.1615665926227114,0.4627653405033547,0.3926599247948079,0.4203825801586401,0.3729057848602776,0.4272362849607752,0.4757908947723693,0.452113812166208,0.3513584157198236,0.4649500619609397,0.2642190536407056,0.4798209803379396,0.4215990399759994,0.4554943658737456,0.437320347003836,0.4602224149647179,0.0050916330647905,0.0036967064388281,0.0050354930849735,0.0035488508816397,0.0058761820839669,0.0034076640140711,0.0034523721134305,0.0041199861161391,0.0032234597266915,0.0040011071378113,0.0491441652916299,0.0488494073074151,0.0556108333638778,0.046140565283211,0.0546493794556553,0.0465146568680686,0.046788661389256,0.0503926911521335,0.046206101895003,0.0492792104730053,0.0713556799756723,0.0608005463694867,0.0709612083111155,0.0595722324715106,0.0766562592615042,0.058375200334313,0.0587568899230595,0.0641871179921573,0.0567755204880728,0.063254305290718,-0.3592812578025928,0.1670170211196244,-0.0957090913247688,0.0368312989735319,0.2918123086779774,0.0937184234033312,0.4367606355984715,0.0163832766736424,0.3900575502225468,0.0835341159892069,0.4625203270607102,0.0108184598991196,0.0045358280147706,0.0011457880127366,0.0037548629176978,0.0003001338783335,0.0504798282790844,0.0043984604131682,0.0482353062167667,0.0018350572038063,0.0669011115918849,0.0086652526319777,0.0612378804916371,0.0024456365709825
m6wftf96,True,1000,sum,['random_100'],rbf,1.0,0.001,43.0,-0.228658916802126,-0.1068884920967905,0.4248838064637825,0.2185116237053019,0.4433196619271736,0.4310351035103509,0.036846353445603,0.0498964960980287,0.002094116071299,0.0048101499379718,0.0457615129918035,0.0693552444878672,-0.1404745812626029,-0.1742150702535776,-0.1343493431124514,-0.0383138036777217,-0.2673045475795954,-0.1830092071861087,-0.1989890169786814,-0.1297615970742243,-0.6118324657837377,-0.1619775787986723,0.3314335921079583,0.3869155964306676,0.2861353386709022,0.4028229043744119,0.1960297193569542,0.4245946296969765,0.374106536375665,0.3869192067659937,0.4254120363844026,0.3762682410214045,0.5184084602115054,0.4433323645427233,0.4296191515860017,0.4687998181340838,0.2941755750211395,0.484174959975864,0.4030630765769145,0.4784928247618905,0.4639752733725944,0.4631886931413109,0.0045609996697023,0.0038568756272855,0.0044192258305878,0.0034338170106296,0.0057351266231646,0.0037222367993397,0.0032469803678973,0.0040744749750253,0.0031348268046901,0.0044085599984159,0.0464832767768471,0.0490932172126166,0.0503129774934094,0.0436238917687646,0.0548638068808259,0.0477725671149799,0.045693688836215,0.047672741033987,0.0459608539977152,0.0510499499604459,0.067535173574237,0.0621037488988024,0.0664772579954063,0.0585987799414771,0.0757306187956008,0.0610101368572446,0.0569822811749175,0.0638316142285729,0.0559895240620076,0.0663969878715592,-0.2705899909434138,0.1981637291507642,-0.1374554513980609,0.0589830710545662,0.3226234445791765,0.0875370995408788,0.3955041156578908,0.018823554868598,0.4218483073536311,0.083384863558324,0.4675977321111745,0.015836668101449,0.0042194318592084,0.0010695731444002,0.0038991928821392,0.00036737500538,0.0486629207970025,0.0039383380633613,0.0478424734181588,0.0027240775004927,0.0645429711204338,0.0081881574663723,0.0623882535595312,0.0029365583450015
uydubu23,True,1000,sum,['nt_window_three_prime_300'],rbf,10.0,0.01,53.0,-0.1092724188441474,-0.1228982606660238,0.4094117874417433,0.134838407268624,0.4425215797247032,0.2626222622262226,0.0369170675584366,0.050721460273694,0.0018906347139825,0.0048797227882093,0.0434814295301167,0.0698550126204935,-0.266348438425446,0.0161443661568199,-0.054114152075551,0.2095726362887635,-0.4359811655998322,-0.223952952710992,-0.5501976407703113,0.0358631434239257,-0.7646744568537891,0.1549907000873995,0.3167676219149641,0.630889001716014,0.330815435196186,0.6534309347491736,0.1719057631285437,0.645180590311405,0.2714411824864283,0.6507132595217802,0.3351778771681892,0.668451488608621,0.4621225530638267,0.4409817435997391,0.3815159309667752,0.412148453855236,0.261973495817591,0.5297033728251355,0.3413380334508363,0.4620503139247245,0.4188263777193641,0.4523886758865957,0.0050643959140169,0.0032316131099542,0.0041066436169114,0.0026140295135874,0.0064984646578625,0.0038510627758154,0.0041980879179575,0.0034771508473931,0.003432086712689,0.0032059776934212,0.0525943531836569,0.049705931368124,0.0492732180161961,0.0433010849903557,0.0616106479101184,0.0547040297335217,0.0540480855706077,0.0512420244994237,0.0493807661708197,0.0491625323835832,0.0711645692322868,0.0568472788262924,0.0640830993079411,0.0511275807523438,0.0806130551329162,0.0620569317305926,0.0647926532714747,0.058967371040204,0.0585840141394313,0.0566213536876438,-0.4142631707449859,0.2707969740228483,0.0385235786491833,0.1674994082659159,0.2852215759788623,0.068190830996156,0.6497330549813988,0.0136091710917199,0.3731552782036787,0.0765582321501866,0.4594545120182861,0.0435048071608432,0.0046599357638875,0.0011801298055985,0.0032759667880342,0.0004517292049248,0.0533814141702797,0.0050414944151905,0.0496231205950017,0.0041419687600434,0.06784747821681,0.0084154221156018,0.0571241032074153,0.0040005657073174
n3ezox9n,True,1000,sum,['nt_window_three_prime_300'],rbf,1.0,0.01,53.0,-0.1092724188441474,-0.1228982606660238,0.4094117874417433,0.134838407268624,0.4425215797247032,0.2626222622262226,0.0369170675584366,0.050721460273694,0.0018906347139825,0.0048797227882093,0.0434814295301167,0.0698550126204935,-0.266348438425446,0.0161443661568199,-0.054114152075551,0.2095726362887635,-0.4359811655998322,-0.223952952710992,-0.5501976407703113,0.0358631434239257,-0.7646744568537891,0.1549907000873995,0.3167676219149641,0.630889001716014,0.330815435196186,0.6534309347491736,0.1719057631285437,0.645180590311405,0.2714411824864283,0.6507132595217802,0.3351778771681892,0.668451488608621,0.4621225530638267,0.4409817435997391,0.3815159309667752,0.412148453855236,0.261973495817591,0.5297033728251355,0.3413380334508363,0.4620503139247245,0.4188263777193641,0.4523886758865957,0.0050643959140169,0.0032316131099542,0.0041066436169114,0.0026140295135874,0.0064984646578625,0.0038510627758154,0.0041980879179575,0.0034771508473931,0.003432086712689,0.0032059776934212,0.0525943531836569,0.049705931368124,0.0492732180161961,0.0433010849903557,0.0616106479101184,0.0547040297335217,0.0540480855706077,0.0512420244994237,0.0493807661708197,0.0491625323835832,0.0711645692322868,0.0568472788262924,0.0640830993079411,0.0511275807523438,0.0806130551329162,0.0620569317305926,0.0647926532714747,0.058967371040204,0.0585840141394313,0.0566213536876438,-0.4142631707449859,0.2707969740228483,0.0385235786491833,0.1674994082659159,0.2852215759788623,0.068190830996156,0.6497330549813988,0.0136091710917199,0.3731552782036787,0.0765582321501866,0.4594545120182861,0.0435048071608432,0.0046599357638875,0.0011801298055985,0.0032759667880342,0.0004517292049248,0.0533814141702797,0.0050414944151905,0.0496231205950017,0.0041419687600434,0.06784747821681,0.0084154221156018,0.0571241032074153,0.0040005657073174
il2gvzch,True,1000,sum,['prot_T5_no_dubious'],rbf,10.0,0.001,40.0,-0.106887825196801,-0.0995633357268801,0.3680708331765686,0.1496820404890401,0.4390232193935733,0.295097509750975,0.0340667239125274,0.0470456322444425,0.00188657043234,0.0047783173724424,0.0434346685533576,0.069125374302368,-0.0642174521338643,0.00187077411746,-0.1314710728789918,0.0787649918466614,-0.1236452020044511,0.0006701650935561,-0.0789791436027034,-0.0276859680906382,-0.4122214045572545,0.0299722847799206,0.3261794948339843,0.4173027701129906,0.1775878011702034,0.4236200788442792,0.1666923739293995,0.4433307800997915,0.4078323927157101,0.4087071681745065,0.3838033165869443,0.4205321904334987,0.5794914872871822,0.4604438293809621,0.2576600381234855,0.4727018165784993,0.273769799572416,0.5013447843829457,0.4763654091352284,0.4761660749235274,0.485891579498864,0.4726960833308521,0.0042560312412226,0.0032784967436641,0.0044080125952292,0.0030466246625825,0.0050850030683742,0.0031443054403731,0.0029219818088717,0.0037063401429238,0.002746606491147,0.0036802993970807,0.0424005678408684,0.0435239995155234,0.0485130894111628,0.0398900189545589,0.0476837652741922,0.0425586208303419,0.0426419784654452,0.0452059969949485,0.0416061272340269,0.0449628191576377,0.065238265161044,0.0572581587519555,0.0663928655446447,0.0551962377575011,0.0713092074586043,0.0560741066836841,0.0540553587433448,0.0608797186501703,0.0524080765831669,0.0606654712095829,-0.162106855035453,0.1427127266514667,0.0167184495493919,0.0402342850222993,0.2924190758472483,0.1138030143223425,0.4226985975330133,0.0128072679955314,0.4146356627234352,0.141906613905052,0.4766705177193573,0.0150326813127725,0.003883527040969,0.0010092753204948,0.0033712132773249,0.0003054854891711,0.0445691056451391,0.0032577495680106,0.0432282910906021,0.0021563783784246,0.0618807546981609,0.0082385707919392,0.0580147386105788,0.0026228279754702
