hgnc.symbol:ELF2	'ELF2'	'DNA-binding'	'hgnc.symbol:ELF2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF571	'ZNF571'	'DNA-binding'	'hgnc.symbol:ZNF571'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:LRRFIP1	'LRRFIP1'	'DNA-binding'	'hgnc.symbol:LRRFIP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF362	'ZNF362'	'DNA-binding'	'hgnc.symbol:ZNF362'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SSRP1	'SSRP1'	'DNA-binding'	'hgnc.symbol:SSRP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZBTB12	'ZBTB12'	'DNA-binding'	'hgnc.symbol:ZBTB12'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:MYRF	'MYRF'	'DNA-binding'	'hgnc.symbol:MYRF'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF236	'ZNF236'	'DNA-binding'	'hgnc.symbol:ZNF236'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ELF5	'ELF5'	'DNA-binding'	'hgnc.symbol:ELF5'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXB1	'FOXB1'	'DNA-binding'	'hgnc.symbol:FOXB1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ARHGAP35	'ARHGAP35'	'DNA-binding'	'hgnc.symbol:ARHGAP35'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NKRF	'NKRF'	'DNA-binding'	'hgnc.symbol:NKRF'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FEV	'FEV'	'DNA-binding'	'hgnc.symbol:FEV'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF316	'ZNF316'	'DNA-binding'	'hgnc.symbol:ZNF316'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PATZ1	'PATZ1'	'DNA-binding'	'hgnc.symbol:PATZ1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF292	'ZNF292'	'DNA-binding'	'hgnc.symbol:ZNF292'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:GMEB1	'GMEB1'	'DNA-binding'	'hgnc.symbol:GMEB1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:BPTF	'BPTF'	'DNA-binding'	'hgnc.symbol:BPTF'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZGPAT	'ZGPAT'	'DNA-binding'	'hgnc.symbol:ZGPAT'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF699	'ZNF699'	'DNA-binding'	'hgnc.symbol:ZNF699'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RFXANK	'RFXANK'	'DNA-binding'	'hgnc.symbol:RFXANK'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RFXAP	'RFXAP'	'DNA-binding'	'hgnc.symbol:RFXAP'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:HIVEP1	'HIVEP1'	'DNA-binding'	'hgnc.symbol:HIVEP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF76	'ZNF76'	'DNA-binding'	'hgnc.symbol:ZNF76'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZGLP1	'ZGLP1'	'DNA-binding'	'hgnc.symbol:ZGLP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NFYB	'NFYB'	'DNA-binding'	'hgnc.symbol:NFYB'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:MEF2B	'MEF2B'	'DNA-binding'	'hgnc.symbol:MEF2B'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:BMAL2	'BMAL2'	'DNA-binding'	'hgnc.symbol:BMAL2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF263	'ZNF263'	'DNA-binding'	'hgnc.symbol:ZNF263'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF287	'ZNF287'	'DNA-binding'	'hgnc.symbol:ZNF287'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF395	'ZNF395'	'DNA-binding'	'hgnc.symbol:ZNF395'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PHF20	'PHF20'	'DNA-binding'	'hgnc.symbol:PHF20'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PRRX2	'PRRX2'	'DNA-binding'	'hgnc.symbol:PRRX2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:AKNA	'AKNA'	'DNA-binding'	'hgnc.symbol:AKNA'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXF2	'FOXF2'	'DNA-binding'	'hgnc.symbol:FOXF2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF239	'ZNF239'	'DNA-binding'	'hgnc.symbol:ZNF239'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZBTB32	'ZBTB32'	'DNA-binding'	'hgnc.symbol:ZBTB32'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TBX19	'TBX19'	'DNA-binding'	'hgnc.symbol:TBX19'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXI1	'FOXI1'	'DNA-binding'	'hgnc.symbol:FOXI1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:KCNIP3	'KCNIP3'	'DNA-binding'	'hgnc.symbol:KCNIP3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TRERF1	'TRERF1'	'DNA-binding'	'hgnc.symbol:TRERF1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PBX4	'PBX4'	'DNA-binding'	'hgnc.symbol:PBX4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZFPM2	'ZFPM2'	'DNA-binding'	'hgnc.symbol:ZFPM2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:POU2F3	'POU2F3'	'DNA-binding'	'hgnc.symbol:POU2F3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF2	'ZNF2'	'DNA-binding'	'hgnc.symbol:ZNF2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PURB	'PURB'	'DNA-binding'	'hgnc.symbol:PURB'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF32	'ZNF32'	'DNA-binding'	'hgnc.symbol:ZNF32'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TBPL2	'TBPL2'	'DNA-binding'	'hgnc.symbol:TBPL2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF444	'ZNF444'	'DNA-binding'	'hgnc.symbol:ZNF444'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF384	'ZNF384'	'DNA-binding'	'hgnc.symbol:ZNF384'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RERE	'RERE'	'DNA-binding'	'hgnc.symbol:RERE'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF250	'ZNF250'	'DNA-binding'	'hgnc.symbol:ZNF250'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NFX1	'NFX1'	'DNA-binding'	'hgnc.symbol:NFX1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SMAD5	'SMAD5'	'DNA-binding'	'hgnc.symbol:SMAD5'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PBX2	'PBX2'	'DNA-binding'	'hgnc.symbol:PBX2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SUPT20H	'SUPT20H'	'co-regulatory'	'hgnc.symbol:SUPT20H'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZC3H8	'ZC3H8'	'DNA-binding'	'hgnc.symbol:ZC3H8'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZBTB33	'ZBTB33'	'DNA-binding'	'hgnc.symbol:ZBTB33'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RREB1	'RREB1'	'DNA-binding'	'hgnc.symbol:RREB1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TEF	'TEF'	'DNA-binding'	'hgnc.symbol:TEF'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SPZ1	'SPZ1'	'DNA-binding'	'hgnc.symbol:SPZ1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF160	'ZNF160'	'DNA-binding'	'hgnc.symbol:ZNF160'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF410	'ZNF410'	'DNA-binding'	'hgnc.symbol:ZNF410'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF8	'ZNF8'	'DNA-binding'	'hgnc.symbol:ZNF8'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TEAD4	'TEAD4'	'DNA-binding'	'hgnc.symbol:TEAD4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PAX9	'PAX9'	'DNA-binding'	'hgnc.symbol:PAX9'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF335	'ZNF335'	'DNA-binding'	'hgnc.symbol:ZNF335'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TFEB	'TFEB'	'DNA-binding'	'hgnc.symbol:TFEB'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FIZ1	'FIZ1'	'DNA-binding'	'hgnc.symbol:FIZ1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXD2	'FOXD2'	'DNA-binding'	'hgnc.symbol:FOXD2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:KAT6A	'KAT6A'	'DNA-binding'	'hgnc.symbol:KAT6A'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NFYC	'NFYC'	'DNA-binding'	'hgnc.symbol:NFYC'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF135	'ZNF135'	'DNA-binding'	'hgnc.symbol:ZNF135'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RCOR2	'RCOR2'	'DNA-binding'	'hgnc.symbol:RCOR2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:POU6F2	'POU6F2'	'DNA-binding'	'hgnc.symbol:POU6F2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF219	'ZNF219'	'DNA-binding'	'hgnc.symbol:ZNF219'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ATF6B	'ATF6B'	'DNA-binding'	'hgnc.symbol:ATF6B'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZFAT	'ZFAT'	'DNA-binding'	'hgnc.symbol:ZFAT'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PBX3	'PBX3'	'DNA-binding'	'hgnc.symbol:PBX3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TFCP2L1	'TFCP2L1'	'DNA-binding'	'hgnc.symbol:TFCP2L1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:UBP1	'UBP1'	'DNA-binding'	'hgnc.symbol:UBP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:IKZF4	'IKZF4'	'DNA-binding'	'hgnc.symbol:IKZF4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:THAP7	'THAP7'	'DNA-binding'	'hgnc.symbol:THAP7'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NPAS1	'NPAS1'	'DNA-binding'	'hgnc.symbol:NPAS1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TBX10	'TBX10'	'DNA-binding'	'hgnc.symbol:TBX10'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:CREB3L1	'CREB3L1'	'DNA-binding'	'hgnc.symbol:CREB3L1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TFDP3	'TFDP3'	'DNA-binding'	'hgnc.symbol:TFDP3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZSCAN26	'ZSCAN26'	'DNA-binding'	'hgnc.symbol:ZSCAN26'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF436	'ZNF436'	'DNA-binding'	'hgnc.symbol:ZNF436'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:BCL6B	'BCL6B'	'DNA-binding'	'hgnc.symbol:BCL6B'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SOX15	'SOX15'	'DNA-binding'	'hgnc.symbol:SOX15'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:GZF1	'GZF1'	'DNA-binding'	'hgnc.symbol:GZF1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SMAD9	'SMAD9'	'DNA-binding'	'hgnc.symbol:SMAD9'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZBTB38	'ZBTB38'	'DNA-binding'	'hgnc.symbol:ZBTB38'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF224	'ZNF224'	'DNA-binding'	'hgnc.symbol:ZNF224'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF260	'ZNF260'	'DNA-binding'	'hgnc.symbol:ZNF260'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:MAFF	'MAFF'	'DNA-binding'	'hgnc.symbol:MAFF'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF569	'ZNF569'	'DNA-binding'	'hgnc.symbol:ZNF569'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:LHX5	'LHX5'	'DNA-binding'	'hgnc.symbol:LHX5'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXK2	'FOXK2'	'DNA-binding'	'hgnc.symbol:FOXK2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SPIC	'SPIC'	'DNA-binding'	'hgnc.symbol:SPIC'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF77	'ZNF77'	'DNA-binding'	'hgnc.symbol:ZNF77'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF492	'ZNF492'	'DNA-binding'	'hgnc.symbol:ZNF492'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:MLXIP	'MLXIP'	'DNA-binding'	'hgnc.symbol:MLXIP'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:THAP1	'THAP1'	'DNA-binding'	'hgnc.symbol:THAP1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RBAK	'RBAK'	'DNA-binding'	'hgnc.symbol:RBAK'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:VAX2	'VAX2'	'DNA-binding'	'hgnc.symbol:VAX2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PRDM4	'PRDM4'	'DNA-binding'	'hgnc.symbol:PRDM4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:EGR4	'EGR4'	'DNA-binding'	'hgnc.symbol:EGR4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:HSF4	'HSF4'	'DNA-binding'	'hgnc.symbol:HSF4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:GLIS3	'GLIS3'	'DNA-binding'	'hgnc.symbol:GLIS3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZFHX2	'ZFHX2'	'DNA-binding'	'hgnc.symbol:ZFHX2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SNAPC4	'SNAPC4'	'DNA-binding'	'hgnc.symbol:SNAPC4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF24	'ZNF24'	'DNA-binding'	'hgnc.symbol:ZNF24'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZFP57	'ZFP57'	'DNA-binding'	'hgnc.symbol:ZFP57'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:DMBX1	'DMBX1'	'DNA-binding'	'hgnc.symbol:DMBX1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:FOXD4	'FOXD4'	'DNA-binding'	'hgnc.symbol:FOXD4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TADA2A	'TADA2A'	'DNA-binding'	'hgnc.symbol:TADA2A'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF256	'ZNF256'	'DNA-binding'	'hgnc.symbol:ZNF256'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NSD2	'NSD2'	'DNA-binding'	'hgnc.symbol:NSD2'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:RFX4	'RFX4'	'DNA-binding'	'hgnc.symbol:RFX4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:SMARCE1	'SMARCE1'	'DNA-binding'	'hgnc.symbol:SMARCE1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:PBRM1	'PBRM1'	'DNA-binding'	'hgnc.symbol:PBRM1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:NKX6-3	'NKX6-3'	'DNA-binding'	'hgnc.symbol:NKX6-3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:DNAJC1	'DNAJC1'	'DNA-binding'	'hgnc.symbol:DNAJC1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZBTB4	'ZBTB4'	'DNA-binding'	'hgnc.symbol:ZBTB4'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:L3MBTL1	'L3MBTL1'	'DNA-binding'	'hgnc.symbol:L3MBTL1'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TSHZ3	'TSHZ3'	'DNA-binding'	'hgnc.symbol:TSHZ3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:IRX5	'IRX5'	'DNA-binding'	'hgnc.symbol:IRX5'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZKSCAN3	'ZKSCAN3'	'DNA-binding'	'hgnc.symbol:ZKSCAN3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:ZNF14	'ZNF14'	'DNA-binding'	'hgnc.symbol:ZNF14'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:KLF14	'KLF14'	'DNA-binding'	'hgnc.symbol:KLF14'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
hgnc.symbol:TOX3	'TOX3'	'DNA-binding'	'hgnc.symbol:TOX3'	'id'	'BiologicalEntity|Entity|Gene|NamedThing|ThingWithTaxon|TranscriptionFactor'
