quantile,median_triple,worst_triple
0.0,-0.109649658203125,-0.37158203125
0.5,-0.00890350341796875,-0.028472900390625
0.9,0.0025196075439453125,-0.007694244384765625
0.99,0.008270263671875,0.0003986358642578125
0.999,0.01209259033203125,0.0054168701171875
0.9999,0.015113559722898184,0.008056640625
1.0,0.02133941650390625,0.0136871337890625
