genes,n_triples,worst_triple,mean_triple,median_triple,n_above_zero,gene_names
"(98, 209, 348, 365, 386)",10,0.0027484893798828125,0.02064380645751953,0.0184326171875,10,"YDR423C, YGL179C, YJR082C, YKR028W, YLR174W"
"(98, 135, 193, 311, 365)",10,-0.0220947265625,0.014764785766601562,0.0184326171875,7,"YDR423C, YER056C, YGL060W, YHR204W, YKR028W"
"(98, 135, 193, 256, 362)",10,-0.0155792236328125,0.01273726224899292,0.0184326171875,8,"YDR423C, YER056C, YGL060W, YGR178C, YKL185W"
"(174, 311, 348, 365, 498)",10,0.0015277862548828125,0.01799640655517578,0.0184326171875,10,"YFR015C, YHR204W, YJR082C, YKR028W, YPR008W"
"(83, 227, 261, 362, 386)",10,0.006439208984375,0.015399169921875,0.0184326171875,10,"YDR122W, YGR015C, YGR202C, YKL185W, YLR174W"
"(12, 136, 326, 365, 488)",10,-0.0010166168212890625,0.08407936096191407,0.01842498779296875,8,"YBR001C, YER059W, YIL124W, YKR028W, YPL181W"
"(37, 82, 108, 324, 508)",10,-0.0035305023193359375,0.019033241271972656,0.01842498779296875,9,"YCR026C, YDR096W, YEL016C, YIL111W, YPR160W"
"(37, 82, 324, 459, 508)",10,-0.04669189453125,0.007068824768066406,0.01842498779296875,6,"YCR026C, YDR096W, YIL111W, YOR002W, YPR160W"
"(83, 261, 365, 386, 498)",10,0.004241943359375,0.0172821044921875,0.01842498779296875,10,"YDR122W, YGR202C, YKR028W, YLR174W, YPR008W"
"(98, 270, 302, 348, 365)",10,0.00736236572265625,0.019182586669921876,0.01842498779296875,10,"YDR423C, YGR248W, YHR094C, YJR082C, YKR028W"
"(50, 98, 135, 326, 362)",10,0.00748443603515625,0.018419647216796876,0.01842498779296875,10,"YCR098C, YDR423C, YER056C, YIL124W, YKL185W"
"(98, 135, 207, 360, 365)",10,-0.02252197265625,0.015048027038574219,0.01840972900390625,8,"YDR423C, YER056C, YGL166W, YKL166C, YKR028W"
"(174, 261, 365, 386, 520)",10,-0.0005817413330078125,0.01432284116744995,0.01840972900390625,9,"YFR015C, YGR202C, YKR028W, YLR174W, YPR138C"
"(38, 136, 199, 399, 492)",10,-0.1444091796875,-0.001357269287109375,0.018405914306640625,6,"YCR033W, YER059W, YGL096W, YLR386W, YPL256C"
"(136, 270, 360, 365, 498)",10,-0.0009632110595703125,0.01748943328857422,0.018402099609375,9,"YER059W, YGR248W, YKL166C, YKR028W, YPR008W"
"(20, 42, 98, 326, 365)",10,0.0084228515625,0.01911163330078125,0.018402099609375,10,"YBR182C, YCR065W, YDR423C, YIL124W, YKR028W"
"(10, 98, 311, 348, 362)",10,0.01275634765625,0.0217864990234375,0.018402099609375,10,"YBL054W, YDR423C, YHR204W, YJR082C, YKL185W"
"(98, 227, 309, 362, 500)",10,0.014251708984375,0.01920166015625,0.018402099609375,10,"YDR423C, YGR015C, YHR162W, YKL185W, YPR065W"
"(37, 267, 362, 468, 491)",10,0.00681304931640625,0.019004058837890626,0.0183868408203125,10,"YCR026C, YGR243W, YKL185W, YOR171C, YPL230W"
"(136, 193, 246, 275, 515)",10,-0.0016689300537109375,0.0922658920288086,0.01837921142578125,9,"YER059W, YGL060W, YGR121C, YGR279C, YPR140W"
"(98, 135, 174, 348, 362)",10,-0.0009288787841796875,0.017627143859863283,0.01837921142578125,9,"YDR423C, YER056C, YFR015C, YJR082C, YKL185W"
"(98, 174, 348, 362, 386)",10,0.0005664825439453125,0.01761493682861328,0.01837921142578125,10,"YDR423C, YFR015C, YJR082C, YKL185W, YLR174W"
"(98, 135, 348, 488, 498)",10,-0.01317596435546875,0.014696693420410157,0.01837921142578125,9,"YDR423C, YER056C, YJR082C, YPL181W, YPR008W"
"(83, 174, 326, 365, 498)",10,-0.0005245208740234375,0.014363670349121093,0.01837158203125,9,"YDR122W, YFR015C, YIL124W, YKR028W, YPR008W"
"(37, 339, 362, 415, 491)",10,0.0024509429931640625,0.017836952209472658,0.01836395263671875,10,"YCR026C, YJL128C, YKL185W, YMR037C, YPL230W"
"(98, 135, 348, 362, 415)",10,0.008514404296875,0.0196868896484375,0.01836395263671875,10,"YDR423C, YER056C, YJR082C, YKL185W, YMR037C"
"(10, 23, 232, 311, 362)",10,0.010498046875,0.01746673583984375,0.01836395263671875,10,"YBL054W, YBR229C, YGR043C, YHR204W, YKL185W"
"(10, 98, 135, 174, 362)",10,0.0029087066650390625,0.018004798889160158,0.0183563232421875,10,"YBL054W, YDR423C, YER056C, YFR015C, YKL185W"
"(83, 293, 311, 348, 362)",10,-0.0003833770751953125,0.015391349792480469,0.0183563232421875,9,"YDR122W, YHR006W, YHR204W, YJR082C, YKL185W"
"(50, 270, 365, 408, 498)",10,0.0054473876953125,0.01683349609375,0.0183563232421875,10,"YCR098C, YGR248W, YKR028W, YML100W, YPR008W"
"(50, 270, 365, 386, 408)",10,0.00514984130859375,0.01596832275390625,0.0183563232421875,10,"YCR098C, YGR248W, YKR028W, YLR174W, YML100W"
"(98, 135, 211, 313, 348)",10,-0.0005207061767578125,0.016872215270996093,0.01834869384765625,9,"YDR423C, YER056C, YGL197W, YIL006W, YJR082C"
"(14, 83, 311, 362, 408)",10,0.0081024169921875,0.01695709228515625,0.01834869384765625,10,"YBR028C, YDR122W, YHR204W, YKL185W, YML100W"
"(14, 50, 136, 246, 408)",10,0.0057220458984375,0.03174591064453125,0.01833343505859375,10,"YBR028C, YCR098C, YER059W, YGR121C, YML100W"
"(50, 136, 246, 365, 408)",10,0.0057220458984375,0.019854736328125,0.01833343505859375,10,"YCR098C, YER059W, YGR121C, YKR028W, YML100W"
"(98, 246, 360, 365, 498)",10,0.00726318359375,0.02108612060546875,0.01833343505859375,10,"YDR423C, YGR121C, YKL166C, YKR028W, YPR008W"
"(37, 83, 287, 362, 426)",10,-0.0183258056640625,0.0131256103515625,0.01833343505859375,8,"YCR026C, YDR122W, YHL029C, YKL185W, YMR284W"
"(44, 339, 362, 422, 491)",10,0.00724029541015625,0.017821502685546876,0.01833343505859375,10,"YCR073C, YJL128C, YKL185W, YMR182C, YPL230W"
"(136, 246, 365, 408, 498)",10,0.0019702911376953125,0.02028999328613281,0.0183258056640625,10,"YER059W, YGR121C, YKR028W, YML100W, YPR008W"
"(98, 348, 365, 479, 498)",10,0.0006122589111328125,0.01945362091064453,0.0183258056640625,10,"YDR423C, YJR082C, YKR028W, YOR371C, YPR008W"
"(250, 311, 348, 365, 386)",10,0.0045623779296875,0.0192840576171875,0.0183258056640625,10,"YGR138C, YHR204W, YJR082C, YKR028W, YLR174W"
"(50, 326, 360, 365, 386)",10,0.008636474609375,0.0182098388671875,0.0183258056640625,10,"YCR098C, YIL124W, YKL166C, YKR028W, YLR174W"
"(83, 174, 365, 408, 498)",10,-0.0005245208740234375,0.014311790466308594,0.0183258056640625,9,"YDR122W, YFR015C, YKR028W, YML100W, YPR008W"
"(50, 83, 174, 365, 408)",10,0.0028781890869140625,0.014521408081054687,0.0183258056640625,10,"YCR098C, YDR122W, YFR015C, YKR028W, YML100W"
"(83, 174, 365, 386, 408)",10,-0.0005779266357421875,0.01385248899459839,0.0183258056640625,9,"YDR122W, YFR015C, YKR028W, YLR174W, YML100W"
"(38, 98, 362, 477, 498)",10,-0.025787353515625,0.0144012451171875,0.0183258056640625,9,"YCR033W, YDR423C, YKL185W, YOR304W, YPR008W"
"(63, 98, 309, 348, 365)",10,0.0062103271484375,0.0194671630859375,0.01831817626953125,10,"YDL079C, YDR423C, YHR162W, YJR082C, YKR028W"
"(136, 348, 365, 494, 498)",10,-0.0021495819091796875,0.016901779174804687,0.018310546875,9,"YER059W, YJR082C, YKR028W, YPL274W, YPR008W"
"(83, 348, 365, 494, 498)",10,-0.0027828216552734375,0.017676734924316408,0.018310546875,9,"YDR122W, YJR082C, YKR028W, YPL274W, YPR008W"
"(136, 348, 360, 365, 386)",10,0.00016200542449951172,0.015991389751434326,0.018310546875,10,"YER059W, YJR082C, YKL166C, YKR028W, YLR174W"
"(10, 98, 135, 207, 362)",10,0.004150390625,0.01775360107421875,0.018310546875,10,"YBL054W, YDR423C, YER056C, YGL166W, YKL185W"
"(98, 135, 256, 362, 493)",10,-0.0032215118408203125,0.014721488952636719,0.018310546875,9,"YDR423C, YER056C, YGR178C, YKL185W, YPL273W"
"(83, 104, 311, 348, 362)",10,0.00970458984375,0.01854248046875,0.018310546875,10,"YDR122W, YEL006W, YHR204W, YJR082C, YKL185W"
"(50, 174, 326, 360, 365)",10,0.0047760009765625,0.016045379638671874,0.018310546875,10,"YCR098C, YFR015C, YIL124W, YKL166C, YKR028W"
"(98, 135, 207, 348, 365)",10,-0.0106658935546875,0.01673259735107422,0.01830291748046875,8,"YDR423C, YER056C, YGL166W, YJR082C, YKR028W"
"(98, 135, 193, 309, 362)",10,0.00415802001953125,0.017832183837890626,0.01830291748046875,10,"YDR423C, YER056C, YGL060W, YHR162W, YKL185W"
"(98, 135, 309, 348, 362)",10,0.0041351318359375,0.018426513671875,0.01830291748046875,10,"YDR423C, YER056C, YHR162W, YJR082C, YKL185W"
"(14, 83, 270, 311, 362)",10,0.0081024169921875,0.0171051025390625,0.01830291748046875,10,"YBR028C, YDR122W, YGR248W, YHR204W, YKL185W"
"(38, 134, 199, 360, 399)",10,-0.0272064208984375,0.02335834503173828,0.0182952880859375,8,"YCR033W, YER053C, YGL096W, YKL166C, YLR386W"
"(38, 83, 199, 362, 415)",10,0.00707244873046875,0.018978118896484375,0.0182952880859375,10,"YCR033W, YDR122W, YGL096W, YKL185W, YMR037C"
"(98, 348, 362, 386, 415)",10,0.0104217529296875,0.01974945068359375,0.0182952880859375,10,"YDR423C, YJR082C, YKL185W, YLR174W, YMR037C"
"(98, 270, 311, 362, 386)",10,0.0070648193359375,0.01834869384765625,0.0182952880859375,10,"YDR423C, YGR248W, YHR204W, YKL185W, YLR174W"
"(98, 193, 360, 365, 498)",10,0.0082244873046875,0.02128448486328125,0.01828765869140625,10,"YDR423C, YGL060W, YKL166C, YKR028W, YPR008W"
"(98, 135, 270, 365, 415)",10,-0.01059722900390625,0.017299652099609375,0.01828765869140625,9,"YDR423C, YER056C, YGR248W, YKR028W, YMR037C"
"(44, 98, 135, 309, 362)",10,0.0096282958984375,0.01736907958984375,0.01828765869140625,10,"YCR073C, YDR423C, YER056C, YHR162W, YKL185W"
"(50, 98, 135, 270, 362)",10,0.01300048828125,0.019854736328125,0.01828765869140625,10,"YCR098C, YDR423C, YER056C, YGR248W, YKL185W"
"(83, 135, 311, 348, 362)",10,0.008514404296875,0.0180206298828125,0.01828765869140625,10,"YDR122W, YER056C, YHR204W, YJR082C, YKL185W"
"(44, 120, 174, 326, 365)",10,0.0014133453369140625,0.015501594543457032,0.01828765869140625,10,"YCR073C, YEL047C, YFR015C, YIL124W, YKR028W"
"(44, 120, 326, 360, 365)",10,0.008392333984375,0.0169342041015625,0.01828765869140625,10,"YCR073C, YEL047C, YIL124W, YKL166C, YKR028W"
"(98, 135, 227, 326, 365)",10,-0.035919189453125,0.012713623046875,0.018280029296875,8,"YDR423C, YER056C, YGR015C, YIL124W, YKR028W"
"(50, 98, 174, 365, 391)",10,0.0006732940673828125,0.01900615692138672,0.01827239990234375,10,"YCR098C, YDR423C, YFR015C, YKR028W, YLR258W"
"(38, 83, 199, 309, 362)",10,0.0026416778564453125,0.01849994659423828,0.01827239990234375,10,"YCR033W, YDR122W, YGL096W, YHR162W, YKL185W"
"(50, 174, 365, 391, 498)",10,-0.0013790130615234375,0.0147247314453125,0.01827239990234375,9,"YCR098C, YFR015C, YKR028W, YLR258W, YPR008W"
"(120, 174, 311, 348, 365)",10,0.005340576171875,0.016341400146484376,0.01827239990234375,10,"YEL047C, YFR015C, YHR204W, YJR082C, YKR028W"
"(38, 83, 199, 362, 500)",10,-0.032745361328125,0.008257865905761719,0.0182647705078125,6,"YCR033W, YDR122W, YGL096W, YKL185W, YPR065W"
"(44, 98, 135, 311, 362)",10,0.009857177734375,0.0189849853515625,0.0182647705078125,10,"YCR073C, YDR423C, YER056C, YHR204W, YKL185W"
"(10, 83, 135, 232, 362)",10,0.0034809112548828125,0.016524696350097658,0.0182647705078125,10,"YBL054W, YDR122W, YER056C, YGR043C, YKL185W"
"(10, 83, 311, 362, 492)",10,0.00687408447265625,0.016257476806640626,0.0182647705078125,10,"YBL054W, YDR122W, YHR204W, YKL185W, YPL256C"
"(14, 83, 287, 492, 515)",10,-0.11663818359375,-0.01338043212890625,0.01825714111328125,6,"YBR028C, YDR122W, YHL029C, YPL256C, YPR140W"
"(37, 339, 362, 367, 422)",10,0.0013599395751953125,0.01743488311767578,0.01825714111328125,10,"YCR026C, YJL128C, YKL185W, YKR034W, YMR182C"
"(50, 174, 326, 365, 386)",10,0.0019855499267578125,0.015469741821289063,0.01825714111328125,10,"YCR098C, YFR015C, YIL124W, YKR028W, YLR174W"
"(44, 108, 339, 362, 491)",10,0.00528717041015625,0.01670684814453125,0.01825714111328125,10,"YCR073C, YEL016C, YJL128C, YKL185W, YPL230W"
"(136, 193, 246, 408, 488)",10,0.00643157958984375,0.2055908203125,0.01824951171875,10,"YER059W, YGL060W, YGR121C, YML100W, YPL181W"
"(136, 193, 246, 365, 408)",10,-0.016204833984375,0.0789703369140625,0.01824951171875,9,"YER059W, YGL060W, YGR121C, YKR028W, YML100W"
"(136, 193, 246, 408, 492)",10,0.00020015239715576172,0.07949026823043823,0.01824951171875,10,"YER059W, YGL060W, YGR121C, YML100W, YPL256C"
"(63, 98, 135, 362, 493)",10,0.0003147125244140625,0.017426490783691406,0.01824951171875,10,"YDL079C, YDR423C, YER056C, YKL185W, YPL273W"
"(83, 135, 348, 362, 492)",10,-0.004245758056640625,0.014473915100097656,0.01824951171875,8,"YDR122W, YER056C, YJR082C, YKL185W, YPL256C"
"(83, 135, 349, 362, 477)",10,0.0031833648681640625,0.014702033996582032,0.01824951171875,10,"YDR122W, YER056C, YJR127C, YKL185W, YOR304W"
"(63, 98, 246, 360, 365)",10,0.00632476806640625,0.018618011474609376,0.01824188232421875,10,"YDL079C, YDR423C, YGR121C, YKL166C, YKR028W"
"(311, 348, 362, 386, 422)",10,0.0059356689453125,0.0175933837890625,0.01824188232421875,10,"YHR204W, YJR082C, YKL185W, YLR174W, YMR182C"
"(98, 348, 365, 386, 514)",10,-0.00647735595703125,0.017221450805664062,0.0182342529296875,9,"YDR423C, YJR082C, YKR028W, YLR174W, YPR193C"
"(98, 227, 362, 413, 500)",10,0.0067291259765625,0.01752471923828125,0.0182342529296875,10,"YDR423C, YGR015C, YKL185W, YMR031C, YPR065W"
"(20, 98, 201, 348, 365)",10,-0.0015048980712890625,0.016789054870605467,0.01822662353515625,9,"YBR182C, YDR423C, YGL121C, YJR082C, YKR028W"
"(98, 309, 348, 362, 386)",10,0.0040130615234375,0.018487548828125,0.01822662353515625,10,"YDR423C, YHR162W, YJR082C, YKL185W, YLR174W"
"(14, 67, 136, 246, 492)",10,-0.0263671875,0.023386383056640626,0.018218994140625,6,"YBR028C, YDL095W, YER059W, YGR121C, YPL256C"
"(98, 311, 326, 365, 391)",10,0.00395965576171875,0.021209716796875,0.018218994140625,10,"YDR423C, YHR204W, YIL124W, YKR028W, YLR258W"
"(98, 270, 326, 365, 498)",10,0.0064239501953125,0.018912506103515626,0.018218994140625,10,"YDR423C, YGR248W, YIL124W, YKR028W, YPR008W"
"(108, 324, 339, 362, 491)",10,-0.0013179779052734375,0.017412757873535155,0.018218994140625,9,"YEL016C, YIL111W, YJL128C, YKL185W, YPL230W"
"(44, 98, 135, 256, 365)",10,-0.036224365234375,0.01316375732421875,0.018218994140625,9,"YCR073C, YDR423C, YER056C, YGR178C, YKR028W"
"(174, 311, 326, 365, 391)",10,0.0017948150634765625,0.016409683227539062,0.018218994140625,10,"YFR015C, YHR204W, YIL124W, YKR028W, YLR258W"
"(270, 326, 365, 386, 498)",10,0.00641632080078125,0.016378021240234374,0.018218994140625,10,"YGR248W, YIL124W, YKR028W, YLR174W, YPR008W"
"(270, 311, 365, 408, 498)",10,0.00704193115234375,0.016033172607421875,0.018218994140625,10,"YGR248W, YHR204W, YKR028W, YML100W, YPR008W"
"(270, 326, 360, 365, 498)",10,0.0064239501953125,0.0166656494140625,0.018218994140625,10,"YGR248W, YIL124W, YKL166C, YKR028W, YPR008W"
"(270, 311, 365, 386, 408)",10,0.00481414794921875,0.01501312255859375,0.018218994140625,10,"YGR248W, YHR204W, YKR028W, YLR174W, YML100W"
"(270, 326, 365, 391, 498)",10,0.0038547515869140625,0.014531898498535156,0.018218994140625,10,"YGR248W, YIL124W, YKR028W, YLR258W, YPR008W"
"(38, 83, 362, 492, 500)",10,-0.03729248046875,0.008786964416503906,0.01821136474609375,7,"YCR033W, YDR122W, YKL185W, YPL256C, YPR065W"
"(98, 270, 293, 311, 362)",10,0.0055694580078125,0.016424560546875,0.01821136474609375,10,"YDR423C, YGR248W, YHR006W, YHR204W, YKL185W"
"(98, 135, 270, 293, 362)",10,0.0033435821533203125,0.016685676574707032,0.01821136474609375,10,"YDR423C, YER056C, YGR248W, YHR006W, YKL185W"
"(98, 227, 270, 293, 362)",10,0.004974365234375,0.015386199951171875,0.01821136474609375,10,"YDR423C, YGR015C, YGR248W, YHR006W, YKL185W"
"(37, 156, 293, 362, 422)",10,0.00598907470703125,0.01466827392578125,0.01821136474609375,10,"YCR026C, YER169W, YHR006W, YKL185W, YMR182C"
"(14, 83, 136, 492, 515)",10,0.0034961700439453125,0.020148658752441408,0.0182037353515625,10,"YBR028C, YDR122W, YER059W, YPL256C, YPR140W"
"(14, 136, 199, 492, 515)",10,-0.0027675628662109375,0.02336750030517578,0.0182037353515625,9,"YBR028C, YER059W, YGL096W, YPL256C, YPR140W"
"(42, 98, 270, 309, 365)",10,0.0092926025390625,0.01876983642578125,0.0182037353515625,10,"YCR065W, YDR423C, YGR248W, YHR162W, YKR028W"
"(83, 232, 311, 362, 492)",10,0.00799560546875,0.01683502197265625,0.0182037353515625,10,"YDR122W, YGR043C, YHR204W, YKL185W, YPL256C"
"(37, 84, 362, 468, 491)",10,-0.06146240234375,0.008268165588378906,0.01819610595703125,6,"YCR026C, YDR130C, YKL185W, YOR171C, YPL230W"
"(50, 98, 135, 326, 365)",10,-0.0100250244140625,0.0188751220703125,0.01819610595703125,9,"YCR098C, YDR423C, YER056C, YIL124W, YKR028W"
"(98, 135, 193, 362, 373)",10,0.007415771484375,0.0178619384765625,0.01819610595703125,10,"YDR423C, YER056C, YGL060W, YKL185W, YLL062C"
"(136, 348, 365, 488, 498)",10,-0.015838623046875,0.018308258056640624,0.0181884765625,8,"YER059W, YJR082C, YKR028W, YPL181W, YPR008W"
"(136, 309, 348, 365, 498)",10,-0.0115509033203125,0.016047286987304687,0.0181884765625,8,"YER059W, YHR162W, YJR082C, YKR028W, YPR008W"
"(63, 98, 135, 246, 365)",10,-0.029205322265625,0.013602256774902344,0.0181884765625,8,"YDL079C, YDR423C, YER056C, YGR121C, YKR028W"
"(98, 135, 193, 311, 348)",10,-0.01305389404296875,0.015388107299804688,0.0181884765625,8,"YDR423C, YER056C, YGL060W, YHR204W, YJR082C"
"(20, 174, 348, 365, 498)",10,0.0025806427001953125,0.01715259552001953,0.0181884765625,10,"YBR182C, YFR015C, YJR082C, YKR028W, YPR008W"
"(38, 199, 309, 399, 415)",10,-0.0201416015625,0.022289276123046875,0.01818084716796875,8,"YCR033W, YGL096W, YHR162W, YLR386W, YMR037C"
"(63, 98, 135, 193, 365)",10,-0.0220947265625,0.015651512145996093,0.01818084716796875,8,"YDL079C, YDR423C, YER056C, YGL060W, YKR028W"
"(98, 246, 348, 365, 488)",10,-0.026092529296875,0.011494636535644531,0.01818084716796875,8,"YDR423C, YGR121C, YJR082C, YKR028W, YPL181W"
"(98, 135, 174, 311, 362)",10,0.00933837890625,0.018896484375,0.01818084716796875,10,"YDR423C, YER056C, YFR015C, YHR204W, YKL185W"
"(10, 98, 135, 326, 362)",10,0.00748443603515625,0.018752288818359376,0.01818084716796875,10,"YBL054W, YDR423C, YER056C, YIL124W, YKL185W"
"(42, 98, 135, 365, 498)",10,-0.0189361572265625,0.01651095151901245,0.0181732177734375,8,"YCR065W, YDR423C, YER056C, YKR028W, YPR008W"
"(20, 98, 174, 311, 365)",10,0.0037326812744140625,0.01975116729736328,0.0181732177734375,10,"YBR182C, YDR423C, YFR015C, YHR204W, YKR028W"
"(42, 98, 135, 270, 365)",10,-0.00024235248565673828,0.018249690532684326,0.0181732177734375,9,"YCR065W, YDR423C, YER056C, YGR248W, YKR028W"
"(98, 135, 207, 348, 362)",10,0.008514404296875,0.018316650390625,0.0181732177734375,10,"YDR423C, YER056C, YGL166W, YJR082C, YKL185W"
"(98, 207, 311, 348, 362)",10,0.01220703125,0.02096405029296875,0.0181732177734375,10,"YDR423C, YGL166W, YHR204W, YJR082C, YKL185W"
"(98, 207, 348, 362, 386)",10,0.0033969879150390625,0.018696022033691407,0.0181732177734375,10,"YDR423C, YGL166W, YJR082C, YKL185W, YLR174W"
"(20, 174, 311, 365, 498)",10,0.0015277862548828125,0.015320968627929688,0.0181732177734375,10,"YBR182C, YFR015C, YHR204W, YKR028W, YPR008W"
"(44, 326, 340, 360, 365)",10,0.008056640625,0.0172943115234375,0.01816558837890625,10,"YCR073C, YIL124W, YJL137C, YKL166C, YKR028W"
"(10, 23, 83, 362, 386)",10,0.0056304931640625,0.0151153564453125,0.01816558837890625,10,"YBL054W, YBR229C, YDR122W, YKL185W, YLR174W"
"(10, 83, 232, 362, 386)",10,0.00661468505859375,0.01532440185546875,0.01816558837890625,10,"YBL054W, YDR122W, YGR043C, YKL185W, YLR174W"
"(38, 134, 199, 309, 399)",10,-0.025177001953125,0.020195198059082032,0.018157958984375,7,"YCR033W, YER053C, YGL096W, YHR162W, YLR386W"
"(37, 44, 356, 468, 491)",10,-0.036346435546875,0.01435699462890625,0.018157958984375,9,"YCR026C, YCR073C, YKL101W, YOR171C, YPL230W"
"(98, 135, 302, 362, 373)",10,0.00470733642578125,0.017435455322265626,0.018157958984375,10,"YDR423C, YER056C, YHR094C, YKL185W, YLL062C"
"(98, 193, 360, 492, 515)",10,0.00557708740234375,0.016927337646484374,0.018157958984375,10,"YDR423C, YGL060W, YKL166C, YPL256C, YPR140W"
"(44, 340, 360, 365, 386)",10,0.009368896484375,0.01710205078125,0.0181427001953125,10,"YCR073C, YJL137C, YKL166C, YKR028W, YLR174W"
"(98, 135, 172, 211, 348)",10,-0.0086212158203125,0.01414642333984375,0.0181427001953125,9,"YDR423C, YER056C, YFR013W, YGL197W, YJR082C"
"(44, 326, 365, 494, 498)",10,0.00601959228515625,0.015410614013671876,0.0181427001953125,10,"YCR073C, YIL124W, YKR028W, YPL274W, YPR008W"
"(83, 174, 326, 365, 494)",10,-0.0020656585693359375,0.013853073120117188,0.0181427001953125,9,"YDR122W, YFR015C, YIL124W, YKR028W, YPL274W"
"(174, 326, 365, 494, 498)",10,-0.0029048919677734375,0.013552474975585937,0.0181427001953125,9,"YFR015C, YIL124W, YKR028W, YPL274W, YPR008W"
"(83, 326, 365, 494, 498)",10,-0.0027828216552734375,0.014129829406738282,0.0181427001953125,9,"YDR122W, YIL124W, YKR028W, YPL274W, YPR008W"
"(326, 360, 365, 494, 498)",10,0.0077056884765625,0.016461181640625,0.0181427001953125,10,"YIL124W, YKL166C, YKR028W, YPL274W, YPR008W"
"(44, 324, 339, 422, 491)",10,0.00909423828125,0.0200469970703125,0.01813507080078125,10,"YCR073C, YIL111W, YJL128C, YMR182C, YPL230W"
"(12, 136, 275, 292, 492)",10,0.00484466552734375,0.04711227416992188,0.01812744140625,10,"YBR001C, YER059W, YGR279C, YHR003C, YPL256C"
"(14, 136, 199, 408, 488)",10,-0.0029010772705078125,0.037519645690917966,0.01812744140625,9,"YBR028C, YER059W, YGL096W, YML100W, YPL181W"
"(83, 348, 365, 386, 520)",10,0.00580596923828125,0.018346405029296874,0.01812744140625,10,"YDR122W, YJR082C, YKR028W, YLR174W, YPR138C"
"(83, 199, 362, 386, 455)",10,0.00635528564453125,0.01522369384765625,0.01812744140625,10,"YDR122W, YGL096W, YKL185W, YLR174W, YOL086C"
"(37, 287, 324, 362, 459)",10,-0.10302734375,0.00030059814453125,0.01811981201171875,7,"YCR026C, YHL029C, YIL111W, YKL185W, YOR002W"
"(37, 108, 324, 362, 459)",10,-0.01120758056640625,0.0163421630859375,0.01811981201171875,9,"YCR026C, YEL016C, YIL111W, YKL185W, YOR002W"
"(83, 348, 365, 386, 494)",10,0.0015735626220703125,0.01740894317626953,0.01811981201171875,10,"YDR122W, YJR082C, YKR028W, YLR174W, YPL274W"
"(37, 324, 362, 459, 491)",10,-0.02392578125,0.015967559814453126,0.01811981201171875,9,"YCR026C, YIL111W, YKL185W, YOR002W, YPL230W"
"(37, 44, 324, 362, 459)",10,-0.01300048828125,0.015645599365234374,0.01811981201171875,9,"YCR026C, YCR073C, YIL111W, YKL185W, YOR002W"
"(37, 101, 324, 362, 459)",10,-0.042205810546875,0.01123981475830078,0.01811981201171875,8,"YCR026C, YDR507C, YIL111W, YKL185W, YOR002W"
"(83, 135, 349, 362, 422)",10,0.00522613525390625,0.017075347900390624,0.01811981201171875,10,"YDR122W, YER056C, YJR127C, YKL185W, YMR182C"
"(44, 135, 349, 362, 422)",10,0.008270263671875,0.0164031982421875,0.01811981201171875,10,"YCR073C, YER056C, YJR127C, YKL185W, YMR182C"
"(23, 83, 287, 362, 492)",10,-0.031158447265625,0.01429901123046875,0.0181121826171875,7,"YBR229C, YDR122W, YHL029C, YKL185W, YPL256C"
"(37, 362, 413, 468, 491)",10,0.0008258819580078125,0.01883411407470703,0.0181121826171875,10,"YCR026C, YKL185W, YMR031C, YOR171C, YPL230W"
"(98, 135, 227, 362, 461)",10,0.00848388671875,0.018359375,0.0181121826171875,10,"YDR423C, YER056C, YGR015C, YKL185W, YOR028C"
"(98, 209, 348, 365, 391)",10,0.0029315948486328125,0.019691085815429686,0.01810455322265625,10,"YDR423C, YGL179C, YJR082C, YKR028W, YLR258W"
"(37, 44, 324, 339, 422)",10,0.0104522705078125,0.01998291015625,0.01810455322265625,10,"YCR026C, YCR073C, YIL111W, YJL128C, YMR182C"
"(98, 135, 311, 326, 362)",10,0.0036106109619140625,0.01751880645751953,0.01810455322265625,10,"YDR423C, YER056C, YHR204W, YIL124W, YKL185W"
"(63, 136, 326, 360, 365)",10,0.0014820098876953125,0.01630573272705078,0.01810455322265625,10,"YDL079C, YER059W, YIL124W, YKL166C, YKR028W"
"(63, 136, 326, 365, 391)",10,-0.005603790283203125,0.011649894714355468,0.01810455322265625,8,"YDL079C, YER059W, YIL124W, YKR028W, YLR258W"
"(83, 270, 311, 362, 408)",10,0.0072021484375,0.0160888671875,0.01810455322265625,10,"YDR122W, YGR248W, YHR204W, YKL185W, YML100W"
"(37, 104, 339, 362, 491)",10,0.0007114410400390625,0.019271278381347658,0.018096923828125,10,"YCR026C, YEL006W, YJL128C, YKL185W, YPL230W"
"(10, 83, 348, 362, 492)",10,-0.0033283233642578125,0.016286277770996095,0.018096923828125,9,"YBL054W, YDR122W, YJR082C, YKL185W, YPL256C"
"(20, 63, 98, 348, 362)",10,0.00576019287109375,0.016699981689453126,0.01808929443359375,10,"YBR182C, YDL079C, YDR423C, YJR082C, YKL185W"
"(20, 98, 134, 348, 362)",10,0.00690460205078125,0.017446136474609374,0.01808929443359375,10,"YBR182C, YDR423C, YER053C, YJR082C, YKL185W"
"(20, 98, 135, 348, 362)",10,0.008514404296875,0.01934661865234375,0.01808929443359375,10,"YBR182C, YDR423C, YER056C, YJR082C, YKL185W"
