genes,n_triples,worst_triple,mean_triple,median_triple,n_above_zero,gene_names
"(98, 135, 246, 362, 498)",10,0.0052032470703125,0.01739044189453125,0.0164031982421875,10,"YDR423C, YER056C, YGR121C, YKL185W, YPR008W"
"(98, 270, 311, 362, 492)",10,0.006317138671875,0.0168060302734375,0.0164031982421875,10,"YDR423C, YGR248W, YHR204W, YKL185W, YPL256C"
"(10, 98, 135, 172, 362)",10,0.00656890869140625,0.016629791259765624,0.0164031982421875,10,"YBL054W, YDR423C, YER056C, YFR013W, YKL185W"
"(98, 135, 302, 326, 362)",10,0.004364013671875,0.015964508056640625,0.0164031982421875,10,"YDR423C, YER056C, YHR094C, YIL124W, YKL185W"
"(37, 134, 362, 413, 468)",10,0.0008258819580078125,0.013630294799804687,0.0164031982421875,10,"YCR026C, YER053C, YKL185W, YMR031C, YOR171C"
"(98, 227, 309, 362, 413)",10,0.00927734375,0.01582489013671875,0.0164031982421875,10,"YDR423C, YGR015C, YHR162W, YKL185W, YMR031C"
"(38, 98, 270, 362, 498)",10,0.0074005126953125,0.0150665283203125,0.0164031982421875,10,"YCR033W, YDR423C, YGR248W, YKL185W, YPR008W"
"(50, 83, 135, 362, 408)",10,0.0079345703125,0.01617431640625,0.0164031982421875,10,"YCR098C, YDR122W, YER056C, YKL185W, YML100W"
"(50, 83, 261, 362, 386)",10,0.00704193115234375,0.015201568603515625,0.0164031982421875,10,"YCR098C, YDR122W, YGR202C, YKL185W, YLR174W"
"(227, 302, 362, 399, 502)",10,-0.024383544921875,0.006461334228515625,0.01639556884765625,7,"YGR015C, YHR094C, YKL185W, YLR386W, YPL177C"
"(37, 98, 135, 362, 498)",10,-0.0023059844970703125,0.01387195587158203,0.01639556884765625,9,"YCR026C, YDR423C, YER056C, YKL185W, YPR008W"
"(98, 135, 341, 362, 415)",10,0.0075225830078125,0.0169525146484375,0.01639556884765625,10,"YDR423C, YER056C, YJL155C, YKL185W, YMR037C"
"(14, 67, 246, 492, 498)",10,-0.00925445556640625,0.011099624633789062,0.01639556884765625,8,"YBR028C, YDL095W, YGR121C, YPL256C, YPR008W"
"(44, 83, 311, 348, 362)",10,0.00958251953125,0.01767425537109375,0.01639556884765625,10,"YCR073C, YDR122W, YHR204W, YJR082C, YKL185W"
"(44, 98, 135, 187, 461)",10,0.0041961669921875,0.01512451171875,0.01639556884765625,10,"YCR073C, YDR423C, YER056C, YGL021W, YOR028C"
"(4, 83, 348, 386, 492)",10,0.00606536865234375,0.015697479248046875,0.01639556884765625,10,"YAR015W, YDR122W, YJR082C, YLR174W, YPL256C"
"(10, 98, 302, 362, 500)",10,0.00585174560546875,0.014783477783203125,0.01639556884765625,10,"YBL054W, YDR423C, YHR094C, YKL185W, YPR065W"
"(227, 309, 362, 415, 500)",10,0.011474609375,0.0159698486328125,0.01639556884765625,10,"YGR015C, YHR162W, YKL185W, YMR037C, YPR065W"
"(50, 83, 135, 326, 362)",10,0.00748443603515625,0.015245819091796875,0.01639556884765625,10,"YCR098C, YDR122W, YER056C, YIL124W, YKL185W"
"(83, 135, 252, 349, 362)",10,0.0030002593994140625,0.015653419494628906,0.01639556884765625,10,"YDR122W, YER056C, YGR144W, YJR127C, YKL185W"
"(10, 44, 83, 311, 362)",10,0.0093994140625,0.0153839111328125,0.01639556884765625,10,"YBL054W, YCR073C, YDR122W, YHR204W, YKL185W"
"(44, 83, 311, 326, 362)",10,0.0081787109375,0.014361572265625,0.01639556884765625,10,"YCR073C, YDR122W, YHR204W, YIL124W, YKL185W"
"(44, 83, 311, 362, 422)",10,0.0088958740234375,0.015020751953125,0.01639556884765625,10,"YCR073C, YDR122W, YHR204W, YKL185W, YMR182C"
"(20, 136, 193, 365, 488)",10,0.0023975372314453125,0.08148975372314453,0.016387939453125,10,"YBR182C, YER059W, YGL060W, YKR028W, YPL181W"
"(98, 140, 348, 360, 365)",10,0.012054443359375,0.0198150634765625,0.016387939453125,10,"YDR423C, YER064C, YJR082C, YKL166C, YKR028W"
"(14, 67, 199, 246, 488)",10,-0.01541900634765625,0.013845062255859375,0.016387939453125,9,"YBR028C, YDL095W, YGL096W, YGR121C, YPL181W"
"(83, 199, 311, 348, 415)",10,0.00707244873046875,0.014873504638671875,0.016387939453125,10,"YDR122W, YGL096W, YHR204W, YJR082C, YMR037C"
"(10, 98, 227, 302, 362)",10,0.00585174560546875,0.015032196044921875,0.016387939453125,10,"YBL054W, YDR423C, YGR015C, YHR094C, YKL185W"
"(83, 104, 270, 362, 500)",10,0.0036945343017578125,0.014010810852050781,0.016387939453125,10,"YDR122W, YEL006W, YGR248W, YKL185W, YPR065W"
"(10, 192, 362, 386, 422)",10,0.0029850006103515625,0.014391517639160157,0.016387939453125,10,"YBL054W, YGL059W, YKL185W, YLR174W, YMR182C"
"(10, 83, 326, 362, 422)",10,0.00408935546875,0.0133209228515625,0.016387939453125,10,"YBL054W, YDR122W, YIL124W, YKL185W, YMR182C"
"(10, 83, 199, 348, 415)",10,0.00450897216796875,0.01371307373046875,0.016387939453125,10,"YBL054W, YDR122W, YGL096W, YJR082C, YMR037C"
"(98, 246, 348, 362, 492)",10,-0.0033283233642578125,0.016558074951171876,0.01638031005859375,9,"YDR423C, YGR121C, YJR082C, YKL185W, YPL256C"
"(98, 209, 311, 348, 365)",10,0.0100250244140625,0.02014923095703125,0.01638031005859375,10,"YDR423C, YGL179C, YHR204W, YJR082C, YKR028W"
"(98, 135, 193, 365, 488)",10,-0.043426513671875,0.008997535705566407,0.01638031005859375,7,"YDR423C, YER056C, YGL060W, YKR028W, YPL181W"
"(209, 261, 365, 408, 498)",10,0.00018489360809326172,0.014623820781707764,0.01638031005859375,10,"YGL179C, YGR202C, YKR028W, YML100W, YPR008W"
"(98, 135, 193, 348, 488)",10,-0.01317596435546875,0.010770606994628906,0.01638031005859375,7,"YDR423C, YER056C, YGL060W, YJR082C, YPL181W"
"(98, 135, 348, 362, 492)",10,-0.004245758056640625,0.015355873107910156,0.01638031005859375,8,"YDR423C, YER056C, YJR082C, YKL185W, YPL256C"
"(98, 211, 348, 362, 492)",10,-0.0033283233642578125,0.015267562866210938,0.01638031005859375,8,"YDR423C, YGL197W, YJR082C, YKL185W, YPL256C"
"(10, 311, 348, 362, 498)",10,0.00749969482421875,0.016703033447265626,0.01638031005859375,10,"YBL054W, YHR204W, YJR082C, YKL185W, YPR008W"
"(20, 311, 348, 362, 498)",10,0.0093994140625,0.0167938232421875,0.01638031005859375,10,"YBR182C, YHR204W, YJR082C, YKL185W, YPR008W"
"(174, 311, 348, 362, 498)",10,0.0015277862548828125,0.014229011535644532,0.01638031005859375,10,"YFR015C, YHR204W, YJR082C, YKL185W, YPR008W"
"(250, 311, 348, 362, 498)",10,0.0018329620361328125,0.015304756164550782,0.01638031005859375,10,"YGR138C, YHR204W, YJR082C, YKL185W, YPR008W"
"(311, 348, 362, 391, 498)",10,0.0033206939697265625,0.014753150939941406,0.01638031005859375,10,"YHR204W, YJR082C, YKL185W, YLR258W, YPR008W"
"(311, 348, 362, 422, 498)",10,0.0019321441650390625,0.015036964416503906,0.01638031005859375,10,"YHR204W, YJR082C, YKL185W, YMR182C, YPR008W"
"(311, 348, 362, 492, 498)",10,-0.0033283233642578125,0.01638622283935547,0.01638031005859375,9,"YHR204W, YJR082C, YKL185W, YPL256C, YPR008W"
"(10, 98, 135, 348, 415)",10,0.0116424560546875,0.01764984130859375,0.01638031005859375,10,"YBL054W, YDR423C, YER056C, YJR082C, YMR037C"
"(10, 23, 232, 362, 492)",10,0.0038852691650390625,0.014046669006347656,0.01638031005859375,10,"YBL054W, YBR229C, YGR043C, YKL185W, YPL256C"
"(23, 83, 232, 362, 492)",10,0.0038852691650390625,0.015021705627441406,0.01638031005859375,10,"YBR229C, YDR122W, YGR043C, YKL185W, YPL256C"
"(23, 232, 311, 362, 492)",10,0.0038852691650390625,0.014943885803222656,0.01638031005859375,10,"YBR229C, YGR043C, YHR204W, YKL185W, YPL256C"
"(10, 83, 235, 348, 362)",10,-0.0036258697509765625,0.01267547607421875,0.01638031005859375,9,"YBL054W, YDR122W, YGR055W, YJR082C, YKL185W"
"(38, 63, 199, 309, 399)",10,-0.0208740234375,0.022234344482421876,0.0163726806640625,8,"YCR033W, YDL079C, YGL096W, YHR162W, YLR386W"
"(98, 187, 348, 365, 415)",10,0.0085296630859375,0.017626953125,0.0163726806640625,10,"YDR423C, YGL021W, YJR082C, YKR028W, YMR037C"
"(63, 136, 360, 365, 386)",10,-0.0027980804443359375,0.015303230285644532,0.0163726806640625,9,"YDL079C, YER059W, YKL166C, YKR028W, YLR174W"
"(98, 267, 311, 362, 500)",10,0.0037021636962890625,0.015842628479003907,0.0163726806640625,10,"YDR423C, YGR243W, YHR204W, YKL185W, YPR065W"
"(3, 98, 135, 227, 362)",10,0.007110595703125,0.01690521240234375,0.0163726806640625,10,"YAL056W, YDR423C, YER056C, YGR015C, YKL185W"
"(10, 98, 135, 187, 362)",10,0.008270263671875,0.01832733154296875,0.0163726806640625,10,"YBL054W, YDR423C, YER056C, YGL021W, YKL185W"
"(98, 135, 267, 362, 500)",10,-0.0013484954833984375,0.014990234375,0.0163726806640625,8,"YDR423C, YER056C, YGR243W, YKL185W, YPR065W"
"(63, 136, 326, 365, 386)",10,-0.0027980804443359375,0.012173080444335937,0.0163726806640625,8,"YDL079C, YER059W, YIL124W, YKR028W, YLR174W"
"(13, 98, 267, 362, 500)",10,-0.004913330078125,0.011850929260253907,0.0163726806640625,8,"YBR023C, YDR423C, YGR243W, YKL185W, YPR065W"
"(37, 108, 341, 362, 422)",10,0.005096435546875,0.01527862548828125,0.0163726806640625,10,"YCR026C, YEL016C, YJL155C, YKL185W, YMR182C"
"(44, 120, 174, 365, 486)",10,-0.0013179779052734375,0.012603378295898438,0.0163726806640625,9,"YCR073C, YEL047C, YFR015C, YKR028W, YPL089C"
"(44, 365, 408, 494, 507)",10,0.0033893585205078125,0.014593696594238282,0.0163726806640625,10,"YCR073C, YKR028W, YML100W, YPL274W, YPR156C"
"(108, 341, 362, 422, 491)",10,0.0048828125,0.0140716552734375,0.0163726806640625,10,"YEL016C, YJL155C, YKL185W, YMR182C, YPL230W"
"(83, 108, 341, 362, 422)",10,0.0029392242431640625,0.012488937377929688,0.0163726806640625,10,"YDR122W, YEL016C, YJL155C, YKL185W, YMR182C"
"(12, 136, 275, 360, 488)",10,0.0021152496337890625,0.09100818634033203,0.01636505126953125,10,"YBR001C, YER059W, YGR279C, YKL166C, YPL181W"
"(98, 207, 360, 365, 386)",10,0.0033969879150390625,0.020238685607910156,0.01636505126953125,10,"YDR423C, YGL166W, YKL166C, YKR028W, YLR174W"
"(37, 108, 324, 339, 422)",10,0.00412750244140625,0.018389129638671876,0.01636505126953125,10,"YCR026C, YEL016C, YIL111W, YJL128C, YMR182C"
"(108, 324, 339, 422, 491)",10,0.00412750244140625,0.017331695556640624,0.01636505126953125,10,"YEL016C, YIL111W, YJL128C, YMR182C, YPL230W"
"(50, 136, 326, 365, 408)",10,-0.0013065338134765625,0.015179443359375,0.01636505126953125,8,"YCR098C, YER059W, YIL124W, YKR028W, YML100W"
"(44, 207, 360, 365, 386)",10,0.0081024169921875,0.01598663330078125,0.01636505126953125,10,"YCR073C, YGL166W, YKL166C, YKR028W, YLR174W"
"(50, 326, 365, 408, 498)",10,0.0054473876953125,0.01532745361328125,0.01636505126953125,10,"YCR098C, YIL124W, YKR028W, YML100W, YPR008W"
"(50, 326, 365, 386, 408)",10,0.004547119140625,0.01490478515625,0.01636505126953125,10,"YCR098C, YIL124W, YKR028W, YLR174W, YML100W"
"(37, 101, 227, 324, 362)",10,0.0050201416015625,0.014935302734375,0.01636505126953125,10,"YCR026C, YDR507C, YGR015C, YIL111W, YKL185W"
"(50, 174, 326, 365, 408)",10,0.0025272369384765625,0.014312362670898438,0.01636505126953125,10,"YCR098C, YFR015C, YIL124W, YKR028W, YML100W"
"(50, 83, 326, 365, 408)",10,0.00585174560546875,0.014842987060546875,0.01636505126953125,10,"YCR098C, YDR122W, YIL124W, YKR028W, YML100W"
"(83, 135, 270, 362, 373)",10,0.009521484375,0.0163177490234375,0.01636505126953125,10,"YDR122W, YER056C, YGR248W, YKL185W, YLL062C"
"(83, 135, 349, 362, 500)",10,-0.0013484954833984375,0.015201759338378907,0.01636505126953125,9,"YDR122W, YER056C, YJR127C, YKL185W, YPR065W"
"(37, 44, 362, 422, 447)",10,0.0097198486328125,0.01641845703125,0.01636505126953125,10,"YCR026C, YCR073C, YKL185W, YMR182C, YNR019W"
"(10, 83, 293, 348, 362)",10,-0.0003833770751953125,0.013634300231933594,0.01636505126953125,9,"YBL054W, YDR122W, YHR006W, YJR082C, YKL185W"
"(44, 83, 227, 270, 362)",10,0.007720947265625,0.01435394287109375,0.01636505126953125,10,"YCR073C, YDR122W, YGR015C, YGR248W, YKL185W"
"(44, 83, 270, 362, 422)",10,0.009613037109375,0.01506195068359375,0.01636505126953125,10,"YCR073C, YDR122W, YGR248W, YKL185W, YMR182C"
"(14, 38, 199, 360, 492)",10,-0.0289306640625,0.021674156188964844,0.016357421875,8,"YBR028C, YCR033W, YGL096W, YKL166C, YPL256C"
"(44, 136, 270, 365, 486)",10,0.0012607574462890625,0.016313552856445312,0.016357421875,10,"YCR073C, YER059W, YGR248W, YKR028W, YPL089C"
"(4, 246, 313, 348, 492)",10,0.00447845458984375,0.01639404296875,0.016357421875,10,"YAR015W, YGR121C, YIL006W, YJR082C, YPL256C"
"(37, 84, 324, 468, 491)",10,-0.031707763671875,0.012066841125488281,0.016357421875,7,"YCR026C, YDR130C, YIL111W, YOR171C, YPL230W"
"(20, 98, 135, 326, 365)",10,-0.0100250244140625,0.01513671875,0.016357421875,8,"YBR182C, YDR423C, YER056C, YIL124W, YKR028W"
"(98, 135, 311, 313, 348)",10,-0.0005207061767578125,0.01550445556640625,0.016357421875,9,"YDR423C, YER056C, YHR204W, YIL006W, YJR082C"
"(174, 261, 311, 365, 391)",10,0.0013446807861328125,0.015746879577636718,0.016357421875,10,"YFR015C, YGR202C, YHR204W, YKR028W, YLR258W"
"(20, 37, 98, 135, 362)",10,0.0036411285400390625,0.014548683166503906,0.016357421875,10,"YBR182C, YCR026C, YDR423C, YER056C, YKL185W"
"(98, 302, 362, 386, 515)",10,0.00559234619140625,0.0152923583984375,0.016357421875,10,"YDR423C, YHR094C, YKL185W, YLR174W, YPR140W"
"(98, 362, 386, 413, 500)",10,0.009002685546875,0.016180419921875,0.016357421875,10,"YDR423C, YKL185W, YLR174W, YMR031C, YPR065W"
"(44, 311, 365, 408, 498)",10,0.004730224609375,0.01496124267578125,0.016357421875,10,"YCR073C, YHR204W, YKR028W, YML100W, YPR008W"
"(44, 174, 311, 365, 408)",10,0.0013523101806640625,0.014378929138183593,0.016357421875,10,"YCR073C, YFR015C, YHR204W, YKR028W, YML100W"
"(23, 83, 362, 386, 492)",10,0.0051116943359375,0.014699554443359375,0.016357421875,10,"YBR229C, YDR122W, YKL185W, YLR174W, YPL256C"
"(199, 311, 348, 386, 415)",10,0.00418853759765625,0.014646148681640625,0.016357421875,10,"YGL096W, YHR204W, YJR082C, YLR174W, YMR037C"
"(227, 362, 386, 413, 500)",10,0.00670623779296875,0.014777374267578126,0.016357421875,10,"YGR015C, YKL185W, YLR174W, YMR031C, YPR065W"
"(44, 270, 311, 365, 408)",10,0.0052642822265625,0.01436614990234375,0.016357421875,10,"YCR073C, YGR248W, YHR204W, YKR028W, YML100W"
"(44, 311, 365, 386, 408)",10,0.0044097900390625,0.01337890625,0.016357421875,10,"YCR073C, YHR204W, YKR028W, YLR174W, YML100W"
"(83, 362, 386, 413, 500)",10,0.0077667236328125,0.014971923828125,0.016357421875,10,"YDR122W, YKL185W, YLR174W, YMR031C, YPR065W"
"(23, 311, 362, 386, 492)",10,0.0051116943359375,0.014653778076171875,0.016357421875,10,"YBR229C, YHR204W, YKL185W, YLR174W, YPL256C"
"(83, 199, 348, 386, 415)",10,0.00659942626953125,0.0137908935546875,0.016357421875,10,"YDR122W, YGL096W, YJR082C, YLR174W, YMR037C"
"(20, 98, 311, 365, 386)",10,0.0052947998046875,0.02025146484375,0.01634979248046875,10,"YBR182C, YDR423C, YHR204W, YKR028W, YLR174W"
"(63, 98, 270, 311, 365)",10,0.00492095947265625,0.018067169189453124,0.01634979248046875,10,"YDL079C, YDR423C, YGR248W, YHR204W, YKR028W"
"(37, 83, 108, 362, 459)",10,-0.0174560546875,0.011008644104003906,0.01634979248046875,8,"YCR026C, YDR122W, YEL016C, YKL185W, YOR002W"
"(98, 135, 256, 365, 415)",10,-0.036224365234375,0.011219024658203125,0.01634979248046875,8,"YDR423C, YER056C, YGR178C, YKR028W, YMR037C"
"(20, 63, 136, 174, 365)",10,-0.005451202392578125,0.0118988037109375,0.01634979248046875,8,"YBR182C, YDL079C, YER059W, YFR015C, YKR028W"
"(83, 104, 360, 492, 515)",10,0.0004215240478515625,0.01513080596923828,0.01634979248046875,10,"YDR122W, YEL006W, YKL166C, YPL256C, YPR140W"
"(10, 199, 311, 348, 386)",10,0.0037021636962890625,0.014418220520019532,0.01634979248046875,10,"YBL054W, YGL096W, YHR204W, YJR082C, YLR174W"
"(10, 83, 270, 341, 362)",10,0.00745391845703125,0.014742279052734375,0.01634979248046875,10,"YBL054W, YDR122W, YGR248W, YJL155C, YKL185W"
"(10, 83, 199, 348, 386)",10,0.0037021636962890625,0.013076972961425782,0.01634979248046875,10,"YBL054W, YDR122W, YGL096W, YJR082C, YLR174W"
"(10, 98, 270, 341, 362)",10,0.0094451904296875,0.01466064453125,0.01634979248046875,10,"YBL054W, YDR423C, YGR248W, YJL155C, YKL185W"
"(20, 136, 193, 365, 486)",10,-0.0008983612060546875,0.05391502380371094,0.0163421630859375,9,"YBR182C, YER059W, YGL060W, YKR028W, YPL089C"
"(14, 50, 193, 246, 488)",10,0.00705718994140625,0.022307586669921876,0.0163421630859375,10,"YBR028C, YCR098C, YGL060W, YGR121C, YPL181W"
"(20, 44, 136, 365, 486)",10,0.0025043487548828125,0.016044235229492186,0.0163421630859375,10,"YBR182C, YCR073C, YER059W, YKR028W, YPL089C"
"(20, 136, 174, 365, 486)",10,-0.00669097900390625,0.015552902221679687,0.0163421630859375,8,"YBR182C, YER059W, YFR015C, YKR028W, YPL089C"
"(14, 50, 193, 246, 492)",10,0.0020084381103515625,0.017635536193847657,0.0163421630859375,10,"YBR028C, YCR098C, YGL060W, YGR121C, YPL256C"
"(44, 98, 187, 360, 365)",10,0.0041961669921875,0.01653289794921875,0.0163421630859375,10,"YCR073C, YDR423C, YGL021W, YKL166C, YKR028W"
"(20, 98, 348, 362, 492)",10,-0.0033283233642578125,0.014728355407714843,0.0163421630859375,9,"YBR182C, YDR423C, YJR082C, YKL185W, YPL256C"
"(98, 135, 267, 309, 362)",10,0.009002685546875,0.0176025390625,0.0163421630859375,10,"YDR423C, YER056C, YGR243W, YHR162W, YKL185W"
"(44, 187, 326, 360, 365)",10,0.00921630859375,0.01624298095703125,0.0163421630859375,10,"YCR073C, YGL021W, YIL124W, YKL166C, YKR028W"
"(44, 187, 360, 365, 404)",10,0.0081024169921875,0.01495208740234375,0.0163421630859375,10,"YCR073C, YGL021W, YKL166C, YKR028W, YML007W"
"(98, 270, 302, 362, 500)",10,0.00551605224609375,0.014688873291015625,0.0163421630859375,10,"YDR423C, YGR248W, YHR094C, YKL185W, YPR065W"
"(44, 174, 187, 360, 365)",10,0.00632476806640625,0.01489105224609375,0.0163421630859375,10,"YCR073C, YFR015C, YGL021W, YKL166C, YKR028W"
"(23, 101, 270, 311, 362)",10,0.0009860992431640625,0.013525009155273438,0.0163421630859375,10,"YBR229C, YDR507C, YGR248W, YHR204W, YKL185W"
"(83, 232, 311, 326, 362)",10,0.0060577392578125,0.0150482177734375,0.0163421630859375,10,"YDR122W, YGR043C, YHR204W, YIL124W, YKL185W"
"(83, 232, 326, 362, 386)",10,0.007232666015625,0.01455078125,0.0163421630859375,10,"YDR122W, YGR043C, YIL124W, YKL185W, YLR174W"
"(83, 320, 362, 386, 422)",10,0.0057220458984375,0.0138885498046875,0.0163421630859375,10,"YDR122W, YIL043C, YKL185W, YLR174W, YMR182C"
"(98, 246, 313, 348, 492)",10,0.00467681884765625,0.015940093994140626,0.01633453369140625,10,"YDR423C, YGR121C, YIL006W, YJR082C, YPL256C"
"(98, 309, 348, 362, 415)",10,0.0108184814453125,0.01751861572265625,0.01633453369140625,10,"YDR423C, YHR162W, YJR082C, YKL185W, YMR037C"
"(23, 38, 83, 360, 492)",10,-0.0037479400634765625,0.015373802185058594,0.01633453369140625,9,"YBR229C, YCR033W, YDR122W, YKL166C, YPL256C"
"(37, 82, 324, 459, 483)",10,-0.0272216796875,0.01176910400390625,0.01633453369140625,8,"YCR026C, YDR096W, YIL111W, YOR002W, YPL046C"
"(42, 98, 135, 326, 362)",10,0.005218505859375,0.0152191162109375,0.01633453369140625,10,"YCR065W, YDR423C, YER056C, YIL124W, YKL185W"
"(42, 98, 135, 362, 415)",10,0.005218505859375,0.0154815673828125,0.01633453369140625,10,"YCR065W, YDR423C, YER056C, YKL185W, YMR037C"
"(98, 309, 362, 386, 500)",10,0.0040130615234375,0.01609039306640625,0.01633453369140625,10,"YDR423C, YHR162W, YKL185W, YLR174W, YPR065W"
"(20, 98, 227, 362, 500)",10,0.00618743896484375,0.016242218017578126,0.01633453369140625,10,"YBR182C, YDR423C, YGR015C, YKL185W, YPR065W"
"(83, 135, 362, 408, 477)",10,0.0037860870361328125,0.014978981018066407,0.01633453369140625,10,"YDR122W, YER056C, YKL185W, YML100W, YOR304W"
"(83, 187, 348, 362, 386)",10,0.0068817138671875,0.01511688232421875,0.01633453369140625,10,"YDR122W, YGL021W, YJR082C, YKL185W, YLR174W"
"(23, 37, 83, 362, 413)",10,-0.003910064697265625,0.012690544128417969,0.01633453369140625,8,"YBR229C, YCR026C, YDR122W, YKL185W, YMR031C"
"(37, 82, 324, 468, 483)",10,-0.031951904296875,0.005742645263671875,0.01633453369140625,7,"YCR026C, YDR096W, YIL111W, YOR171C, YPL046C"
"(12, 63, 136, 365, 488)",10,-0.00439453125,0.08313198089599609,0.016326904296875,8,"YBR001C, YDL079C, YER059W, YKR028W, YPL181W"
"(83, 250, 348, 365, 386)",10,0.005157470703125,0.0192840576171875,0.016326904296875,10,"YDR122W, YGR138C, YJR082C, YKR028W, YLR174W"
"(98, 270, 302, 348, 362)",10,0.00736236572265625,0.016147613525390625,0.016326904296875,10,"YDR423C, YGR248W, YHR094C, YJR082C, YKL185W"
"(98, 135, 207, 326, 362)",10,0.0041656494140625,0.015203094482421875,0.016326904296875,10,"YDR423C, YER056C, YGL166W, YIL124W, YKL185W"
"(98, 362, 386, 413, 515)",10,0.0032672882080078125,0.015118598937988281,0.016326904296875,10,"YDR423C, YKL185W, YLR174W, YMR031C, YPR140W"
"(83, 120, 326, 365, 386)",10,0.0030155181884765625,0.015908241271972656,0.016326904296875,10,"YDR122W, YEL047C, YIL124W, YKR028W, YLR174W"
"(270, 365, 408, 494, 498)",10,0.0011157989501953125,0.014064216613769531,0.016326904296875,10,"YGR248W, YKR028W, YML100W, YPL274W, YPR008W"
"(14, 50, 83, 135, 492)",10,0.0010547637939453125,0.014257240295410156,0.016326904296875,10,"YBR028C, YCR098C, YDR122W, YER056C, YPL256C"
"(44, 270, 365, 408, 494)",10,0.006683349609375,0.01459503173828125,0.016326904296875,10,"YCR073C, YGR248W, YKR028W, YML100W, YPL274W"
"(104, 270, 311, 362, 500)",10,0.00392913818359375,0.014461517333984375,0.016326904296875,10,"YEL006W, YGR248W, YHR204W, YKL185W, YPR065W"
"(326, 365, 408, 494, 507)",10,0.0033893585205078125,0.013103103637695313,0.016326904296875,10,"YIL124W, YKR028W, YML100W, YPL274W, YPR156C"
"(14, 50, 83, 135, 498)",10,0.0038700103759765625,0.015085792541503907,0.016326904296875,10,"YBR028C, YCR098C, YDR122W, YER056C, YPR008W"
"(83, 199, 348, 362, 415)",10,0.00707244873046875,0.015749359130859376,0.016326904296875,10,"YDR122W, YGL096W, YJR082C, YKL185W, YMR037C"
"(270, 348, 365, 408, 494)",10,0.006683349609375,0.015185546875,0.016326904296875,10,"YGR248W, YJR082C, YKR028W, YML100W, YPL274W"
"(199, 348, 362, 386, 415)",10,0.006744384765625,0.0148284912109375,0.016326904296875,10,"YGL096W, YJR082C, YKL185W, YLR174W, YMR037C"
"(38, 83, 174, 199, 358)",10,-0.0226898193359375,0.02050189971923828,0.01631927490234375,7,"YCR033W, YDR122W, YFR015C, YGL096W, YKL160W"
"(20, 63, 98, 365, 498)",10,0.00424957275390625,0.01710205078125,0.01631927490234375,10,"YBR182C, YDL079C, YDR423C, YKR028W, YPR008W"
"(98, 227, 270, 365, 498)",10,0.00711822509765625,0.018529510498046874,0.01631927490234375,10,"YDR423C, YGR015C, YGR248W, YKR028W, YPR008W"
"(63, 136, 365, 386, 408)",10,-0.0027980804443359375,0.012769317626953125,0.01631927490234375,8,"YDL079C, YER059W, YKR028W, YLR174W, YML100W"
"(83, 270, 348, 365, 494)",10,0.00595855712890625,0.017156219482421874,0.01631927490234375,10,"YDR122W, YGR248W, YJR082C, YKR028W, YPL274W"
"(98, 270, 348, 362, 492)",10,-0.0033283233642578125,0.014407157897949219,0.01631927490234375,9,"YDR423C, YGR248W, YJR082C, YKL185W, YPL256C"
"(98, 293, 311, 362, 386)",10,0.00421905517578125,0.015478515625,0.01631927490234375,10,"YDR423C, YHR006W, YHR204W, YKL185W, YLR174W"
"(98, 135, 362, 492, 498)",10,0.0052032470703125,0.01766204833984375,0.01631927490234375,10,"YDR423C, YER056C, YKL185W, YPL256C, YPR008W"
"(63, 326, 365, 386, 408)",10,0.0023136138916015625,0.013114547729492188,0.01631927490234375,10,"YDL079C, YIL124W, YKR028W, YLR174W, YML100W"
"(37, 101, 227, 362, 500)",10,-0.0028972625732421875,0.013600528240203857,0.01631927490234375,9,"YCR026C, YDR507C, YGR015C, YKL185W, YPR065W"
"(270, 348, 365, 386, 415)",10,0.0087432861328125,0.01726226806640625,0.01631927490234375,10,"YGR248W, YJR082C, YKR028W, YLR174W, YMR037C"
"(10, 98, 227, 326, 362)",10,0.0072021484375,0.01496124267578125,0.01631927490234375,10,"YBL054W, YDR423C, YGR015C, YIL124W, YKL185W"
"(50, 83, 135, 362, 500)",10,-0.0013484954833984375,0.014396095275878906,0.01631927490234375,9,"YCR098C, YDR122W, YER056C, YKL185W, YPR065W"
"(10, 83, 227, 326, 362)",10,0.00656890869140625,0.013750457763671875,0.01631927490234375,10,"YBL054W, YDR122W, YGR015C, YIL124W, YKL185W"
"(10, 83, 270, 362, 422)",10,0.00408935546875,0.013933563232421875,0.01631927490234375,10,"YBL054W, YDR122W, YGR248W, YKL185W, YMR182C"
"(83, 270, 365, 494, 498)",10,-0.0027828216552734375,0.013302803039550781,0.01631927490234375,9,"YDR122W, YGR248W, YKR028W, YPL274W, YPR008W"
"(10, 44, 227, 326, 362)",10,0.0072021484375,0.01348876953125,0.01631927490234375,10,"YBL054W, YCR073C, YGR015C, YIL124W, YKL185W"
"(10, 227, 326, 362, 422)",10,0.005615234375,0.01331329345703125,0.01631927490234375,10,"YBL054W, YGR015C, YIL124W, YKL185W, YMR182C"
"(20, 98, 209, 365, 498)",10,0.0021381378173828125,0.016375350952148437,0.0163116455078125,10,"YBR182C, YDR423C, YGL179C, YKR028W, YPR008W"
"(44, 104, 324, 339, 491)",10,0.0030918121337890625,0.01713428497314453,0.0163116455078125,10,"YCR073C, YEL006W, YIL111W, YJL128C, YPL230W"
