run,run_id,stage,epoch,_step,point_loss,dist_loss,graph_reg_loss,weighted_graph_reg,norm_weighted_graph_reg,total_loss,loss,pearson
1598,0yw7moue,train,3,136,0.8124065399169922,0.19688448309898376,0.7033494710922241,0.7033494710922241,0.46188831329345703,1.5354444980621338,1.5354444980621338,
1598,0yw7moue,train,3,137,0.921893298625946,0.24557501077651978,0.6965267658233643,0.6965267658233643,0.4531240463256836,1.6429774761199951,1.6429774761199951,
1598,0yw7moue,train,3,138,0.9143907427787781,0.2802298069000244,0.6883334517478943,0.6883334517478943,0.4292796850204468,1.6307471990585327,1.6307471990585327,
1598,0yw7moue,train,3,139,1.031981110572815,0.27230405807495117,0.6825212240219116,0.6825212240219116,0.4027904272079468,1.7417325973510742,1.7417325973510742,
1598,0yw7moue,train,3,140,0.8463000655174255,0.22569507360458374,0.6752068996429443,0.6752068996429443,0.4489874243736267,1.5440764427185059,1.5440764427185059,
1598,0yw7moue,train,3,141,0.9361035227775574,0.23522788286209106,0.6699570417404175,0.6699570417404175,0.415605753660202,1.6295833587646484,1.6295833587646484,
1598,0yw7moue,train,3,142,0.7438544034957886,0.22411125898361206,0.663555383682251,0.663555383682251,0.47170180082321167,1.4298208951950073,1.4298208951950073,
1598,0yw7moue,train,3,143,0.8342852592468262,0.2043597400188446,0.6573059558868408,0.6573059558868408,0.43638449907302856,1.5120272636413574,1.5120272636413574,
1598,0yw7moue,train,3,144,0.8605777025222778,0.22133700549602509,0.6509183645248413,0.6509183645248413,0.4315471053123474,1.5336296558380127,1.5336296558380127,
1598,0yw7moue,train,3,145,0.8131076097488403,0.21138018369674683,0.6454375982284546,0.6454375982284546,0.4406803846359253,1.47968327999115,1.47968327999115,
1598,0yw7moue,train,3,146,0.7686669230461121,0.21727237105369568,0.6409372687339783,0.6409372687339783,0.4509437680244446,1.4313313961029053,1.4313313961029053,
1598,0yw7moue,train,3,147,0.9271315336227417,0.23485608398914337,0.6348522901535034,0.6348522901535034,0.40326809883117676,1.5854694843292236,1.5854694843292236,
1598,0yw7moue,train,3,148,0.7584768533706665,0.13909757137298584,0.6323553323745728,0.6323553323745728,0.4512099623680115,1.4047420024871826,1.4047420024871826,
1598,0yw7moue,train,3,149,0.8651571869850159,0.20756199955940247,0.6263959407806396,0.6263959407806396,0.4148499369621277,1.5123093128204346,1.5123093128204346,
1598,0yw7moue,train,3,150,0.7750528454780579,0.15190881490707397,0.620222806930542,0.620222806930542,0.4469732344150543,1.4104664325714111,1.4104664325714111,
1598,0yw7moue,train,3,151,0.9189729690551758,0.24289217591285706,0.6151485443115234,0.6151485443115234,0.39957088232040405,1.55841064453125,1.55841064453125,
1598,0yw7moue,train,3,152,0.9291508197784424,0.2786237597465515,0.6101652979850769,0.6101652979850769,0.423125684261322,1.5671786069869995,1.5671786069869995,
1598,0yw7moue,train,3,153,0.9976246953010559,0.2806822657585144,0.6060587167739868,0.6060587167739868,0.3728228807449341,1.6317517757415771,1.6317517757415771,
1598,0yw7moue,train,3,154,0.8338035345077515,0.17382772266864777,0.6016734838485718,0.6016734838485718,0.4153575003147125,1.45285964012146,1.45285964012146,
1598,0yw7moue,train,3,155,0.7696701288223267,0.17277981340885162,0.5974247455596924,0.5974247455596924,0.44216617941856384,1.3843728303909302,1.3843728303909302,
1598,0yw7moue,train,3,156,0.842391848564148,0.25974661111831665,0.5949984788894653,0.5949984788894653,0.4096725881099701,1.463365077972412,1.463365077972412,
1598,0yw7moue,train,3,157,0.7815399765968323,0.13745027780532837,0.5902233719825745,0.5902233719825745,0.4312855005264282,1.3855082988739014,1.3855082988739014,
1598,0yw7moue,train,3,158,0.7348277568817139,0.16784325242042542,0.5868338942527771,0.5868338942527771,0.44206106662750244,1.3384459018707275,1.3384459018707275,
1598,0yw7moue,train,3,159,0.7734735012054443,0.20247140526771545,0.5823869705200195,0.5823869705200195,0.4302133619785309,1.3761075735092163,1.3761075735092163,
1598,0yw7moue,train,3,160,0.6807711720466614,0.1447707563638687,0.5783922076225281,0.5783922076225281,0.45462024211883545,1.2736403942108154,1.2736403942108154,
1598,0yw7moue,train,3,161,0.7420183420181274,0.173568457365036,0.5749000310897827,0.5749000310897827,0.4366333484649658,1.334275245666504,1.334275245666504,
1598,0yw7moue,train,3,162,0.6783410310745239,0.17287588119506836,0.5708022117614746,0.5708022117614746,0.4517441391944885,1.2664307355880737,1.2664307355880737,
1598,0yw7moue,train,3,163,1.1462374925613403,0.3836349546909332,0.5669021010398865,0.5669021010398865,0.39990556240081787,1.7515031099319458,1.7515031099319458,
1598,0yw7moue,train,4,176,0.8159789443016052,0.2363484650850296,0.5652402639389038,0.5652402639389038,0.4097321629524231,1.4048540592193604,1.4048540592193604,
1598,0yw7moue,train,4,177,0.8083301782608032,0.19090789556503296,0.5631721019744873,0.5631721019744873,0.4107986092567444,1.3905930519104004,1.3905930519104004,
1598,0yw7moue,train,4,178,0.7241214513778687,0.17809931933879852,0.5604231953620911,0.5604231953620911,0.4333343207836151,1.3023545742034912,1.3023545742034912,
1598,0yw7moue,train,4,179,0.736290454864502,0.16158314049243927,0.5568602681159973,0.5568602681159973,0.42635706067085266,1.3093090057373047,1.3093090057373047,
1598,0yw7moue,train,4,180,0.6905566453933716,0.1294490396976471,0.5543019771575928,0.5543019771575928,0.444013774394989,1.2578034400939941,1.2578034400939941,
1598,0yw7moue,train,4,181,0.7534133195877075,0.14681345224380493,0.550270676612854,0.550270676612854,0.41859114170074463,1.3183653354644775,1.3183653354644775,
1598,0yw7moue,train,4,182,0.8043608665466309,0.20810553431510925,0.5482875108718872,0.5482875108718872,0.40240904688835144,1.3734588623046875,1.3734588623046875,
1598,0yw7moue,train,4,183,0.916939914226532,0.21657294034957886,0.5450709462165833,0.5450709462165833,0.3731082081794739,1.4836680889129639,1.4836680889129639,
1598,0yw7moue,train,4,184,0.8709072470664978,0.2300436794757843,0.5409433841705322,0.5409433841705322,0.3803311288356781,1.4348549842834473,1.4348549842834473,
1598,0yw7moue,train,4,185,0.8166595697402954,0.2020900547504425,0.5383356809616089,0.5383356809616089,0.3943213224411011,1.37520432472229,1.37520432472229,
1598,0yw7moue,train,4,186,0.8248432874679565,0.25394850969314575,0.538162112236023,0.538162112236023,0.39411047101020813,1.3884000778198242,1.3884000778198242,
1598,0yw7moue,train,4,187,0.8583082556724548,0.22118273377418518,0.5348016023635864,0.5348016023635864,0.3828847408294678,1.4152281284332275,1.4152281284332275,
1598,0yw7moue,train,4,188,1.0205689668655396,0.25971880555152893,0.53236985206604,0.53236985206604,0.34713950753211975,1.5789105892181396,1.5789105892181396,
1598,0yw7moue,train,4,189,0.7582906484603882,0.19707417488098145,0.5286117196083069,0.5286117196083069,0.40690720081329346,1.306609869003296,1.306609869003296,
1598,0yw7moue,train,4,190,0.734498143196106,0.152139812707901,0.5263317823410034,0.5263317823410034,0.41754260659217834,1.2760438919067383,1.2760438919067383,
1598,0yw7moue,train,4,191,0.6685250997543335,0.11821658909320831,0.5244081020355225,0.5244081020355225,0.4367790222167969,1.2047548294067383,1.2047548294067383,
1598,0yw7moue,train,4,192,0.7555409669876099,0.14465543627738953,0.5204855799674988,0.5204855799674988,0.4045581519603729,1.290492057800293,1.290492057800293,
1598,0yw7moue,train,4,193,0.733156144618988,0.18361616134643555,0.5177727937698364,0.5177727937698364,0.4164213538169861,1.269290566444397,1.269290566444397,
1598,0yw7moue,train,4,194,0.7891480922698975,0.18500801920890808,0.5139856934547424,0.5139856934547424,0.3924156129360199,1.3216345310211182,1.3216345310211182,
1598,0yw7moue,train,4,195,0.7460217475891113,0.1611901819705963,0.5128660202026367,0.5128660202026367,0.40485507249832153,1.2750067710876465,1.2750067710876465,
1598,0yw7moue,train,4,196,1.0195549726486206,0.30276238918304443,0.5113703012466431,0.5113703012466431,0.3739520013332367,1.561201572418213,1.561201572418213,
1598,0yw7moue,train,4,197,0.738216757774353,0.17594832181930542,0.5081272125244141,0.5081272125244141,0.4080275297164917,1.2639387845993042,1.2639387845993042,
1598,0yw7moue,train,4,198,0.8162083625793457,0.17048010230064392,0.5057573318481445,0.5057573318481445,0.3778187334537506,1.339013695716858,1.339013695716858,
1598,0yw7moue,train,4,199,0.7115271687507629,0.18480470776557922,0.5067761540412903,0.5067761540412903,0.4159497916698456,1.236783742904663,1.236783742904663,
1598,0yw7moue,train,4,200,0.8586751222610474,0.2304227501153946,0.502193808555603,0.502193808555603,0.3716184198856354,1.3839111328125,1.3839111328125,
1598,0yw7moue,train,4,201,0.8242302536964417,0.19336041808128357,0.49989426136016846,0.49989426136016846,0.3775237798690796,1.3434605598449707,1.3434605598449707,
1598,0yw7moue,train,4,202,1.1460199356079102,0.29326575994491577,0.4994060695171356,0.4994060695171356,0.31155312061309814,1.6747525930404663,1.6747525930404663,
1598,0yw7moue,train,4,203,0.8722939491271973,0.20175179839134216,0.4962947368621826,0.4962947368621826,0.3665164113044739,1.3887639045715332,1.3887639045715332,
1598,0yw7moue,train,4,204,0.7948591709136963,0.17600710690021515,0.4942660927772522,0.4942660927772522,0.38498932123184204,1.3067259788513184,1.3067259788513184,
1598,0yw7moue,train,5,217,0.7242883443832397,0.15665236115455627,0.49297890067100525,0.49297890067100525,0.40052786469459534,1.2329325675964355,1.2329325675964355,
1598,0yw7moue,train,5,218,0.7611508369445801,0.13254758715629578,0.4936966300010681,0.4936966300010681,0.39107006788253784,1.2681021690368652,1.2681021690368652,
1598,0yw7moue,train,5,219,1.0772265195846558,0.31605827808380127,0.49041610956192017,0.49041610956192017,0.3218142092227936,1.5992484092712402,1.5992484092712402,
1598,0yw7moue,train,5,220,0.7935600280761719,0.2106504887342453,0.48861587047576904,0.48861587047576904,0.39069557189941406,1.3032410144805908,1.3032410144805908,
1598,0yw7moue,train,5,221,0.8016017079353333,0.18054726719856262,0.486833393573761,0.486833393573761,0.3796161711215973,1.3064898252487183,1.3064898252487183,
1598,0yw7moue,train,5,222,0.7597867250442505,0.18419873714447021,0.4848700165748596,0.4848700165748596,0.3931647539138794,1.263076663017273,1.263076663017273,
1598,0yw7moue,train,5,223,0.6315654516220093,0.14179572463035583,0.4821331202983856,0.4821331202983856,0.42862024903297424,1.127878189086914,1.127878189086914,
1598,0yw7moue,train,5,224,0.7652624845504761,0.17698609828948975,0.48043057322502136,0.48043057322502136,0.3862764239311218,1.2633917331695557,1.2633917331695557,
1598,0yw7moue,train,5,225,0.8080556988716125,0.19111062586307526,0.47922080755233765,0.47922080755233765,0.370373010635376,1.3063875436782837,1.3063875436782837,
1598,0yw7moue,train,5,226,0.7456201910972595,0.168109729886055,0.47808271646499634,0.47808271646499634,0.39137089252471924,1.240513801574707,1.240513801574707,
1598,0yw7moue,train,5,227,0.9642390608787537,0.26653987169265747,0.47627338767051697,0.47627338767051697,0.3427932560443878,1.4671664237976074,1.4671664237976074,
1598,0yw7moue,train,5,228,0.8593900799751282,0.2153979241847992,0.4771053194999695,0.4771053194999695,0.3521169424057007,1.3580352067947388,1.3580352067947388,
1598,0yw7moue,train,5,229,0.759148359298706,0.16791577637195587,0.47325798869132996,0.47325798869132996,0.3817862272262573,1.2491979598999023,1.2491979598999023,
1598,0yw7moue,train,5,230,0.7771545648574829,0.18744169175624847,0.4715639352798462,0.4715639352798462,0.3768865466117859,1.2674627304077148,1.2674627304077148,
1598,0yw7moue,train,5,231,0.7959829568862915,0.19970831274986267,0.4718962013721466,0.4718962013721466,0.37697774171829224,1.2878499031066895,1.2878499031066895,
1598,0yw7moue,train,5,232,0.8312048316001892,0.22168931365013123,0.47019827365875244,0.47019827365875244,0.36166509985923767,1.323572039604187,1.323572039604187,
1598,0yw7moue,train,5,233,0.6492739915847778,0.13644705712795258,0.4704791307449341,0.4704791307449341,0.4167672097682953,1.1333978176116943,1.1333978176116943,
1598,0yw7moue,train,5,234,0.8964648246765137,0.27655428647994995,0.4649392068386078,0.4649392068386078,0.3439168334007263,1.38905930519104,1.38905930519104,
1598,0yw7moue,train,5,235,0.8227087259292603,0.19889715313911438,0.4659138321876526,0.4659138321876526,0.36214497685432434,1.3085122108459473,1.3085122108459473,
1598,0yw7moue,train,5,236,0.7410585284233093,0.16743487119674683,0.4624134302139282,0.4624134302139282,0.38404199481010437,1.2202154397964478,1.2202154397964478,
1598,0yw7moue,train,5,237,0.7768129706382751,0.17263641953468323,0.46175628900527954,0.46175628900527954,0.3689689636230469,1.2558329105377197,1.2558329105377197,
1598,0yw7moue,train,5,238,0.8415548801422119,0.198282852768898,0.4585263133049011,0.4585263133049011,0.35525059700012207,1.3199094533920288,1.3199094533920288,
1598,0yw7moue,train,5,239,0.9342523217201233,0.20879670977592468,0.4578559994697571,0.4578559994697571,0.3293478190898895,1.4129879474639893,1.4129879474639893,
1598,0yw7moue,train,5,240,1.0790188312530518,0.23599296808242798,0.4590449035167694,0.4590449035167694,0.3220755457878113,1.5616629123687744,1.5616629123687744,
1598,0yw7moue,train,5,241,0.7753565311431885,0.1963234841823578,0.4571900963783264,0.4571900963783264,0.36810168623924255,1.2521789073944092,1.2521789073944092,
1598,0yw7moue,train,5,242,0.8318181037902832,0.21192486584186554,0.45318686962127686,0.45318686962127686,0.3480905592441559,1.3061975240707397,1.3061975240707397,
1598,0yw7moue,train,5,243,0.6854876279830933,0.13625028729438782,0.4526289701461792,0.4526289701461792,0.39393672347068787,1.1517417430877686,1.1517417430877686,
1598,0yw7moue,train,5,244,0.7989292144775391,0.1685408353805542,0.45271462202072144,0.45271462202072144,0.3649404048919678,1.2684978246688843,1.2684978246688843,
1598,0yw7moue,train,5,245,0.8127766251564026,0.2048385888338089,0.45074009895324707,0.45074009895324707,0.36773979663848877,1.2840006351470947,1.2840006351470947,
