order,systematic,plate_label,M01_lzs9pcj3,M02_yv4r30bi,M03_c7671wgj,mean,sd,min,max,rank,sign_agree,in_training_distribution
2,YER079W+YLR313C,YER079W+SPH1,-0.004243793731426726,-0.006057603629117064,-0.01990879825666836,-0.010070065205737383,0.008568720885981233,-0.01990879825666836,-0.004243793731426726,15,True,False
2,YLR313C+YPL056C,SPH1+LCL1,-0.010546187875445739,-0.005677236767839416,-0.02118466398184863,-0.012469362875044595,0.007930575405275454,-0.02118466398184863,-0.005677236767839416,16,True,False
2,YLL012W+YLR313C,YEH1+SPH1,0.004620507841787459,-0.00506130134636437,-0.03787663282547042,-0.012772475443349111,0.022273266390197062,-0.03787663282547042,0.004620507841787459,17,False,False
2,YDR057W+YPL056C,YOS9+LCL1,-0.0275938837501733,-0.019789603225508837,0.007741041110606358,-0.013214148621691924,0.018562507405099637,-0.0275938837501733,0.007741041110606358,18,False,False
2,YKL033W-A+YLR313C,YKL033W-A+SPH1,-0.007654225973540611,-0.015265848714845306,-0.030735672083588482,-0.017885248923991466,0.011761557368159934,-0.030735672083588482,-0.007654225973540611,19,True,False
2,YGL087C+YKL033W-A,MMS2+YKL033W-A,0.005040582655493023,-0.04303992137525386,-0.023219018860071453,-0.02040611919327743,0.024163361114800528,-0.04303992137525386,0.005040582655493023,20,False,False
2,YPL056C+YPL081W,LCL1+YPL081W,-0.03049249687433678,-0.007902722726219199,-0.023427263250874998,-0.020607494283810326,0.011555855519452296,-0.03049249687433678,-0.007902722726219199,21,True,False
2,YDR057W+YLL012W,YOS9+YEH1,-0.03207966299163631,-0.017116770603898584,-0.02557771921773705,-0.024924717604423982,0.007502789180164734,-0.03207966299163631,-0.017116770603898584,22,True,False
2,YBR203W+YER079W,COS111+YER079W,-0.03182533752274719,-0.009125197203516944,-0.037782981202759955,-0.026244505309674693,0.015122050524967434,-0.037782981202759955,-0.009125197203516944,23,True,False
2,YDR057W+YKL033W-A,YOS9+YKL033W-A,-0.026078066850908726,-0.0253603381752252,-0.028785683229713886,-0.02674136275194927,0.0018064380074695112,-0.028785683229713886,-0.0253603381752252,24,True,False
2,YBR203W+YPL056C,COS111+LCL1,-0.03316597053217915,-0.009212006235799767,-0.03842686061910328,-0.026934945795694065,0.015572288884728024,-0.03842686061910328,-0.009212006235799767,25,True,False
2,YPL046C+YPL056C,ELC1+LCL1,-0.048769503217887346,-0.030872735057017833,-0.002717835968915231,-0.02745335808127347,0.023215471528254615,-0.048769503217887346,-0.002717835968915231,26,True,False
2,YGL087C+YLR313C,MMS2+SPH1,-0.0027085498992028226,-0.0471681155232383,-0.03941444857990059,-0.02976370466744724,0.0237490186621952,-0.0471681155232383,-0.0027085498992028226,27,True,False
2,YER079W+YJR060W,YER079W+YJR060W,-0.03764798085767746,-0.01403454160669934,-0.043649460103562715,-0.031777327522646504,0.015655966189572833,-0.043649460103562715,-0.01403454160669934,28,True,False
2,YJR060W+YPL056C,YJR060W+LCL1,-0.036380429749507844,-0.029678661784253924,-0.035445382249534994,-0.03383482459443226,0.0036295792366792933,-0.036380429749507844,-0.029678661784253924,29,True,False
2,YKL033W-A+YPL081W,YKL033W-A+YPL081W,-0.021254614232577025,-0.05087865571199376,-0.03234975041023269,-0.034827673451601156,0.014966664135429757,-0.05087865571199376,-0.021254614232577025,30,True,False
2,YBR203W+YKL033W-A,COS111+YKL033W-A,-0.039711355823208214,-0.033326305006234916,-0.03453262584183356,-0.035856762223758894,0.003392229554774645,-0.039711355823208214,-0.033326305006234916,31,True,False
2,YJR060W+YKL033W-A,YJR060W+YKL033W-A,-0.03890643867835447,-0.04148625317188364,-0.033867697812268706,-0.03808679655416894,0.0038748492036057205,-0.04148625317188364,-0.033867697812268706,32,True,False
2,YKL033W-A+YPL046C,YKL033W-A+ELC1,-0.04256415559618306,-0.04873746648948711,-0.029456133597878336,-0.040252585227849504,0.009846317468733014,-0.04873746648948711,-0.029456133597878336,33,True,False
2,YDR057W+YGL087C,YOS9+MMS2,-0.04579161088041753,-0.055555893621982336,-0.019901158613102106,-0.040416221038500656,0.01842514977151623,-0.055555893621982336,-0.019901158613102106,34,True,False
2,YDR057W+YLR313C,YOS9+SPH1,-0.04777132684685606,-0.03629250597407138,-0.04189593188622487,-0.04198658823571744,0.005739947394153259,-0.04777132684685606,-0.03629250597407138,35,True,False
2,YDR057W+YPL081W,YOS9+YPL081W,-0.042309649128828404,-0.04423196218608183,-0.04767695123028344,-0.044739520848397885,0.002719410746621401,-0.04767695123028344,-0.042309649128828404,36,True,False
2,YLR313C+YPL081W,SPH1+YPL081W,-0.02191096840253736,-0.06880918574288816,-0.04407246860073054,-0.04493087424871869,0.023460889638248345,-0.06880918574288816,-0.02191096840253736,37,True,False
2,YBR203W+YLR313C,COS111+SPH1,-0.04547387561576825,-0.04569269898980236,-0.044086756167103947,-0.045084443590891525,0.0008709225361327105,-0.04569269898980236,-0.044086756167103947,38,True,False
2,YBR203W+YDR057W,COS111+YOS9,-0.04318506706140989,-0.043775265349515737,-0.051474295266469836,-0.04614487589246515,0.004624836932566715,-0.051474295266469836,-0.04318506706140989,39,True,False
2,YBR203W+YLL012W,COS111+YEH1,-0.0829669045712793,-0.01124418724703545,-0.04433925279733086,-0.0461834482052152,0.03589690568308351,-0.0829669045712793,-0.01124418724703545,40,True,False
2,YGL087C+YPL046C,MMS2+ELC1,-0.09210520034897948,0.002866293338601113,-0.05095580630792934,-0.04673157110610257,0.04762645562702315,-0.09210520034897948,0.002866293338601113,41,False,False
2,YLR313C+YPL046C,SPH1+ELC1,-0.04393015101559854,-0.060746035933689296,-0.03996918813736713,-0.04821512502888498,0.01103132371063371,-0.060746035933689296,-0.03996918813736713,42,True,False
2,YJR060W+YLR313C,YJR060W+SPH1,-0.05944911405368477,-0.045681066067590176,-0.041658680605918166,-0.0489296202423977,0.009329507421876448,-0.05944911405368477,-0.041658680605918166,43,True,False
2,YBR203W+YPL081W,COS111+YPL081W,-0.0508637308801896,-0.05773939500660986,-0.04549333295081359,-0.05136548627920435,0.00613843040434064,-0.05773939500660986,-0.04549333295081359,44,True,False
2,YDR057W+YPL046C,YOS9+ELC1,-0.06322604674208039,-0.04857739220072556,-0.051889716911290525,-0.05456438528469882,0.0076818720471491745,-0.06322604674208039,-0.04857739220072556,45,True,False
2,YBR203W+YJR060W,COS111+YJR060W,-0.054283312264791314,-0.06668892823876071,-0.04669309259203649,-0.05588844436519617,0.010094092212651637,-0.06668892823876071,-0.04669309259203649,46,True,False
2,YGL087C+YPL081W,MMS2+YPL081W,-0.06208311684823507,-0.06615850846470017,-0.04479254837106538,-0.05767805789466688,0.011343697411735167,-0.06615850846470017,-0.04479254837106538,47,True,False
2,YBR203W+YPL046C,COS111+ELC1,-0.059147985398248615,-0.06526567320061201,-0.053503778269328596,-0.05930581228939641,0.005882535600344008,-0.06526567320061201,-0.053503778269328596,48,True,False
2,YJR060W+YPL081W,YJR060W+YPL081W,-0.05880381681602806,-0.07757790150796652,-0.044357544954754295,-0.0602464210929163,0.016657096166661518,-0.07757790150796652,-0.044357544954754295,49,True,False
2,YBR203W+YGL087C,COS111+MMS2,-0.066378908033705,-0.05931581622541875,-0.06868532623043966,-0.06479335016318781,0.004881846449256266,-0.06868532623043966,-0.05931581622541875,50,True,False
2,YPL046C+YPL081W,ELC1+YPL081W,-0.06109033649395764,-0.12225128665262425,-0.05886122349601454,-0.08073428221419882,0.03597205136414349,-0.12225128665262425,-0.05886122349601454,51,True,False
2,YJR060W+YPL046C,YJR060W+ELC1,-0.07355771442349053,-0.1277368146892879,-0.050961089200642226,-0.08408520610447356,0.03945565950401596,-0.1277368146892879,-0.050961089200642226,52,True,False
2,YDR057W+YJR060W,YOS9+YJR060W,-0.043441590907495026,-0.06016024194157821,-0.15076730077563358,-0.0847897112082356,0.05774651562599149,-0.15076730077563358,-0.043441590907495026,53,True,False
2,YGL087C+YJR060W,MMS2+YJR060W,-0.11940194093370009,-0.11126046403853965,-0.07880256729220772,-0.10315499075481582,0.021479090015297363,-0.11940194093370009,-0.07880256729220772,54,True,False
2,YJR060W+YLL012W,YJR060W+YEH1,-0.6157537011481056,-0.36991449614779326,-0.3889130905822249,-0.4581937626260412,0.13678116580117497,-0.6157537011481056,-0.36991449614779326,55,True,False
3,YER079W+YGL087C+YLL012W,YER079W+MMS2+YEH1,0.03151990777423436,0.028383358969316368,0.03528774151893532,0.03173033608749535,0.0034569979250987535,0.028383358969316368,0.03528774151893532,1,True,True
3,YER079W+YLL012W+YPL081W,YER079W+YEH1+YPL081W,-0.0051442540272258405,0.052217761052753275,0.006761959134988995,0.017945155386838812,0.03027206802176684,-0.0051442540272258405,0.052217761052753275,2,False,True
3,YGL087C+YLL012W+YPL056C,MMS2+YEH1+LCL1,0.010557397031085193,0.005001952680905433,0.019265996795396062,0.011608448835795563,0.007189872811613039,0.005001952680905433,0.019265996795396062,3,True,True
3,YGL087C+YLL012W+YPL046C,MMS2+YEH1+ELC1,-0.04391075401337505,0.07612297878583194,0.0002027793098650435,0.010805001360773977,0.06071515121236576,-0.04391075401337505,0.07612297878583194,4,False,True
3,YER079W+YLL012W+YPL046C,YER079W+YEH1+ELC1,-0.021303143503449067,0.03661507868275297,0.012608077593819413,0.009306670924374438,0.029099906869272937,-0.021303143503449067,0.03661507868275297,5,False,True
3,YER079W+YGL087C+YPL081W,YER079W+MMS2+YPL081W,-0.0331723149054764,0.04600845786041671,0.01031083187140602,0.007715658275448779,0.039654128264858694,-0.0331723149054764,0.04600845786041671,6,False,True
3,YER079W+YLL012W+YPL056C,YER079W+YEH1+LCL1,-0.003217959710755839,0.0014560871585772937,0.01877410706968692,0.005670744839169459,0.01158599390826244,-0.003217959710755839,0.01877410706968692,7,False,True
3,YER079W+YGL087C+YPL046C,YER079W+MMS2+ELC1,-0.053174741912987294,0.05606460816926431,0.0119513340886181,0.004947066781631706,0.054955470355361066,-0.053174741912987294,0.05606460816926431,8,False,True
3,YGL087C+YKL033W-A+YLL012W,MMS2+YKL033W-A+YEH1,0.02411321677473372,-0.012936614341749093,0.002853525405177951,0.004676709279387526,0.01859208154078929,-0.012936614341749093,0.02411321677473372,9,False,True
3,YER079W+YKL033W-A+YLL012W,YER079W+YKL033W-A+YEH1,0.0020127715068480236,0.004995184092454584,0.0066479734659157415,0.004551976355072783,0.00234916987980704,0.0020127715068480236,0.0066479734659157415,10,True,True
3,YER079W+YPL056C+YPL081W,YER079W+LCL1+YPL081W,-0.01887847674669759,0.021776901779373678,0.001397922547516377,0.0014321158600641547,0.02032771083180547,-0.01887847674669759,0.021776901779373678,11,False,True
3,YER079W+YGL087C+YPL056C,YER079W+MMS2+LCL1,-0.013550585175712778,0.002117208564163805,0.014822735224728347,0.0011297862043931246,0.014212409360272222,-0.013550585175712778,0.014822735224728347,12,False,True
3,YER079W+YGL087C+YKL033W-A,YER079W+MMS2+YKL033W-A,0.00406770270542136,0.0019894330744973723,-0.003040576972377039,0.0010055196025138978,0.0036548562604722715,-0.003040576972377039,0.00406770270542136,13,False,True
3,YKL033W-A+YLL012W+YPL056C,YKL033W-A+YEH1+LCL1,-0.004012481698945581,-9.629520152732579e-05,-0.0007978933316701194,-0.0016355567440476755,0.0020881544878114918,-0.004012481698945581,-9.629520152732579e-05,14,True,True
3,YER079W+YKL033W-A+YPL081W,YER079W+YKL033W-A+YPL081W,-0.012097916944213808,0.028566254147941172,-0.022744444654232115,-0.002092035816834917,0.02707923920170699,-0.022744444654232115,0.028566254147941172,15,False,True
3,YGL087C+YLL012W+YPL081W,MMS2+YEH1+YPL081W,-0.03405333813428751,0.042546349378016296,-0.016177415906066132,-0.0025614682207791145,0.04007397603522768,-0.03405333813428751,0.042546349378016296,16,False,True
3,YDR057W+YER079W+YLL012W,YOS9+YER079W+YEH1,-0.0169615889299086,-0.00916512810457559,0.017695154477207244,-0.002810520852425649,0.018181260706933232,-0.0169615889299086,0.017695154477207244,17,False,True
3,YKL033W-A+YLL012W+YPL081W,YKL033W-A+YEH1+YPL081W,-0.0006297259604781261,0.009572497651661398,-0.02025202413854757,-0.003769750815788099,0.015158177399431493,-0.02025202413854757,0.009572497651661398,18,False,True
3,YER079W+YKL033W-A+YPL056C,YER079W+YKL033W-A+LCL1,-0.00810854390579532,-0.0017272676609887622,-0.004649112456689234,-0.004828308007824438,0.003194409947438354,-0.00810854390579532,-0.0017272676609887622,19,True,True
3,YER079W+YLR313C+YPL056C,YER079W+SPH1+LCL1,-0.004987501343117009,-0.00044699528306288167,-0.010538267071502681,-0.0053242545658941905,0.005054057145188246,-0.010538267071502681,-0.00044699528306288167,20,True,True
3,YER079W+YLL012W+YLR313C,YER079W+YEH1+SPH1,0.0012596491468487396,-0.0006443948491396071,-0.019727912915171293,-0.006370886205820721,0.011606634644477842,-0.019727912915171293,0.0012596491468487396,21,False,True
3,YER079W+YKL033W-A+YPL046C,YER079W+YKL033W-A+ELC1,-0.028133628716010422,0.01824392485611239,-0.01029180230940986,-0.006727168723102629,0.023393360773673638,-0.028133628716010422,0.01824392485611239,22,False,True
3,YLL012W+YLR313C+YPL056C,YEH1+SPH1+LCL1,-0.0014959695333376516,-0.0003448051520106932,-0.01872546422619304,-0.006855412970513795,0.010295867251841792,-0.01872546422619304,-0.0003448051520106932,23,True,True
3,YKL033W-A+YLL012W+YPL046C,YKL033W-A+YEH1+ELC1,-0.009961390906783165,0.001784763403388203,-0.01377955483352077,-0.007318727445638576,0.008111704701947416,-0.01377955483352077,0.001784763403388203,24,False,True
3,YLL012W+YPL056C+YPL081W,YEH1+LCL1+YPL081W,-0.0199752586307331,0.013093413666755527,-0.015252054652100593,-0.007377966538692722,0.017885335322351557,-0.0199752586307331,0.013093413666755527,25,False,True
3,YDR057W+YER079W+YPL056C,YOS9+YER079W+LCL1,-0.021152712096479117,-0.008485163533216126,0.0059610258417777725,-0.007892283262639155,0.013566588609799713,-0.021152712096479117,0.0059610258417777725,26,False,True
3,YER079W+YGL087C+YLR313C,YER079W+MMS2+SPH1,-9.487360941257995e-05,-0.01236828952966345,-0.011297019237940471,-0.007920060792338833,0.00679794607549641,-0.01236828952966345,-9.487360941257995e-05,27,True,True
3,YDR057W+YLL012W+YPL056C,YOS9+YEH1+LCL1,-0.02434109999316761,-0.0053931813582853375,0.0013917638861863767,-0.009447505821755521,0.013336912348803222,-0.02434109999316761,0.0013917638861863767,28,False,True
3,YER079W+YPL046C+YPL056C,YER079W+ELC1+LCL1,-0.03527116179945124,-0.003726087449844628,0.007774111981281043,-0.010407712422671607,0.02228692403456965,-0.03527116179945124,0.007774111981281043,29,False,True
3,YKL033W-A+YLL012W+YLR313C,YKL033W-A+YEH1+SPH1,0.002918765925000996,-0.01194723525030323,-0.02627782882404086,-0.011768766049781032,0.014599115544326509,-0.02627782882404086,0.002918765925000996,30,False,True
3,YKL033W-A+YLR313C+YPL056C,YKL033W-A+SPH1+LCL1,-0.009850360603280024,-0.005736300243675805,-0.022985866440848917,-0.012857509095934916,0.009009388993728806,-0.022985866440848917,-0.005736300243675805,31,True,True
3,YER079W+YKL033W-A+YLR313C,YER079W+YKL033W-A+SPH1,-0.004437148641688916,-0.00873539414749753,-0.02567119738358471,-0.012947913390923717,0.011226317084221277,-0.02567119738358471,-0.004437148641688916,32,True,True
3,YLL012W+YPL046C+YPL056C,YEH1+ELC1+LCL1,-0.030790588149273126,-0.013683042586624495,0.005520091897619293,-0.012984512946092777,0.01816541574286077,-0.030790588149273126,0.005520091897619293,33,False,True
3,YGL087C+YLL012W+YLR313C,MMS2+YEH1+SPH1,0.015486337817613275,-0.025526293028716056,-0.03066953599844116,-0.013569830403181313,0.025294444465489684,-0.03066953599844116,0.015486337817613275,34,False,True
3,YDR057W+YER079W+YGL087C,YOS9+YER079W+MMS2,-0.029950272606601925,-0.024177526400738985,0.01321363435588643,-0.01363805488381816,0.023432692140652057,-0.029950272606601925,0.01321363435588643,35,False,True
3,YGL087C+YKL033W-A+YPL056C,MMS2+YKL033W-A+LCL1,-0.015834420043070212,-0.018453678061581553,-0.00790180807121301,-0.014063302058621592,0.00549437296327234,-0.018453678061581553,-0.00790180807121301,36,True,True
3,YDR057W+YGL087C+YLL012W,YOS9+MMS2+YEH1,-0.019336943974504722,-0.03141432583012331,0.005194529392035843,-0.015185580137530729,0.018654153329740106,-0.03141432583012331,0.005194529392035843,37,False,True
3,YDR057W+YER079W+YKL033W-A,YOS9+YER079W+YKL033W-A,-0.01740181207800971,-0.012374796990119747,-0.01635805803087513,-0.015378222366334862,0.002652881192326021,-0.01740181207800971,-0.012374796990119747,38,True,True
3,YER079W+YPL046C+YPL081W,YER079W+ELC1+YPL081W,-0.04404830153477985,0.017917088762367788,-0.020572693086659103,-0.015567968619690389,0.03128438666351262,-0.04404830153477985,0.017917088762367788,39,False,True
3,YDR057W+YKL033W-A+YLL012W,YOS9+YKL033W-A+YEH1,-0.020091059940663784,-0.01772982937528202,-0.013550535212594687,-0.017123808176180165,0.003312108422129546,-0.020091059940663784,-0.013550535212594687,40,True,True
3,YDR057W+YER079W+YPL081W,YOS9+YER079W+YPL081W,-0.030214451179458767,0.001556405558101744,-0.02378418468331325,-0.01748074343489009,0.01679722784089358,-0.030214451179458767,0.001556405558101744,41,False,True
3,YDR057W+YKL033W-A+YPL056C,YOS9+YKL033W-A+LCL1,-0.02428958519031453,-0.015600796745027175,-0.014900994930384815,-0.018263792288575508,0.005230207043313915,-0.02428958519031453,-0.014900994930384815,42,True,True
3,YKL033W-A+YPL056C+YPL081W,YKL033W-A+LCL1+YPL081W,-0.019781350826720716,-0.013423509641049793,-0.023806430525968283,-0.019003763664579596,0.005234953951245813,-0.023806430525968283,-0.013423509641049793,43,True,True
3,YER079W+YLR313C+YPL081W,YER079W+SPH1+YPL081W,-0.01787171803175871,-0.0005840064079734603,-0.03869165383258268,-0.019049126090771615,0.01908108789777598,-0.03869165383258268,-0.0005840064079734603,44,True,True
3,YBR203W+YER079W+YPL056C,COS111+YER079W+LCL1,-0.025532722245044024,-0.0028686675521800804,-0.02922196117688647,-0.019207783658036857,0.01426981630276146,-0.02922196117688647,-0.0028686675521800804,45,True,True
3,YER079W+YJR060W+YPL056C,YER079W+YJR060W+LCL1,-0.025706192305656076,-0.008236285458249464,-0.024349459859794646,-0.01943064587456673,0.00971830538624,-0.025706192305656076,-0.008236285458249464,46,True,True
3,YBR203W+YER079W+YLL012W,COS111+YER079W+YEH1,-0.027045186901894776,-0.0036660699612627986,-0.029557230667884737,-0.020089495843680773,0.014278455072486648,-0.029557230667884737,-0.0036660699612627986,47,True,True
3,YLL012W+YLR313C+YPL081W,YEH1+SPH1+YPL081W,-1.1054351262329912e-05,-0.019000334906321407,-0.041643702982894895,-0.020218364080159545,0.02084303371206996,-0.041643702982894895,-1.1054351262329912e-05,48,True,True
3,YDR057W+YGL087C+YPL056C,YOS9+MMS2+LCL1,-0.035567739097639384,-0.02960275178196755,0.0035157441139617874,-0.020551582255215053,0.021055223041786746,-0.035567739097639384,0.0035157441139617874,49,False,True
3,YGL087C+YLR313C+YPL056C,MMS2+SPH1+LCL1,-0.015818485579200476,-0.02007871056619218,-0.026252504122071,-0.020716566755821217,0.005246172998217609,-0.026252504122071,-0.015818485579200476,50,True,True
3,YDR057W+YLR313C+YPL056C,YOS9+SPH1+LCL1,-0.029242400805687487,-0.01557626768214541,-0.019932701366523475,-0.02158378995145212,0.006981072179404447,-0.029242400805687487,-0.01557626768214541,51,True,True
3,YDR057W+YER079W+YLR313C,YOS9+YER079W+SPH1,-0.0228593522842392,-0.016148888851036727,-0.026313768331854254,-0.02177400315571006,0.0051686246490711156,-0.026313768331854254,-0.016148888851036727,52,True,True
3,YDR057W+YER079W+YPL046C,YOS9+YER079W+ELC1,-0.04465159958682901,-0.012464143300371296,-0.0115302456591398,-0.022881996182113368,0.018858811349075782,-0.04465159958682901,-0.0115302456591398,53,True,True
3,YBR203W+YER079W+YKL033W-A,COS111+YER079W+YKL033W-A,-0.025014842270924032,-0.01108377971370323,-0.03370818537291059,-0.023268935785845952,0.01141280311532061,-0.03370818537291059,-0.01108377971370323,54,True,True
3,YBR203W+YLL012W+YPL056C,COS111+YEH1+LCL1,-0.039685499438245835,-0.0025287755300580327,-0.028504935755657584,-0.023573070241320482,0.019063000970097926,-0.039685499438245835,-0.0025287755300580327,55,True,True
3,YBR203W+YKL033W-A+YPL056C,COS111+YKL033W-A+LCL1,-0.030131638725273073,-0.012164809546385057,-0.028531369073228865,-0.023609272448295665,0.009943440756333771,-0.030131638725273073,-0.012164809546385057,56,True,True
3,YBR203W+YER079W+YPL081W,COS111+YER079W+YPL081W,-0.03525519434106955,0.009640751041775378,-0.045866472599924324,-0.023826971966406166,0.029465508125365567,-0.045866472599924324,0.009640751041775378,57,False,True
3,YBR203W+YER079W+YPL046C,COS111+YER079W+ELC1,-0.046186953007967595,0.0066365121151656815,-0.03399825615334279,-0.0245162323487149,0.027658835812039647,-0.046186953007967595,0.0066365121151656815,58,False,True
3,YER079W+YLR313C+YPL046C,YER079W+SPH1+ELC1,-0.032862421022266414,-0.017094539844449013,-0.02386465169904968,-0.02460720418858837,0.00791012372591176,-0.032862421022266414,-0.017094539844449013,59,True,True
3,YLL012W+YLR313C+YPL046C,YEH1+SPH1+ELC1,-0.011236814151990715,-0.03351048225732395,-0.03173082615732542,-0.02549270752221336,0.012377991185807735,-0.03351048225732395,-0.011236814151990715,60,True,True
3,YLR313C+YPL056C+YPL081W,SPH1+LCL1+YPL081W,-0.022968888407701313,-0.02454203280012369,-0.03119861902341768,-0.02623651341041423,0.004368702885960862,-0.03119861902341768,-0.022968888407701313,61,True,True
3,YBR203W+YKL033W-A+YLL012W,COS111+YKL033W-A+YEH1,-0.03280955438712385,-0.016107002789470137,-0.030068837913933427,-0.026328465030175805,0.00895748845660619,-0.03280955438712385,-0.016107002789470137,62,True,True
3,YKL033W-A+YPL046C+YPL056C,YKL033W-A+ELC1+LCL1,-0.03309238334353384,-0.030052632895065726,-0.01615079122032556,-0.02643193581964171,0.009032522980943711,-0.03309238334353384,-0.01615079122032556,63,True,True
3,YGL087C+YKL033W-A+YLR313C,MMS2+YKL033W-A+SPH1,-0.009509589041739503,-0.036327087993393244,-0.0335107160470086,-0.02644913102738045,0.014737504868449235,-0.036327087993393244,-0.009509589041739503,64,True,True
3,YER079W+YJR060W+YPL081W,YER079W+YJR060W+YPL081W,-0.03779243271638227,0.0035280501242176895,-0.046473036165955904,-0.026912472919373497,0.02671717240723168,-0.046473036165955904,0.0035280501242176895,65,False,True
3,YDR057W+YLL012W+YPL081W,YOS9+YEH1+YPL081W,-0.035011734436314765,-0.009738773517387778,-0.03793500483060643,-0.027561837594769656,0.015504276419084539,-0.03793500483060643,-0.009738773517387778,66,True,True
3,YDR057W+YPL056C+YPL081W,YOS9+LCL1+YPL081W,-0.03300668811170432,-0.02695159561200616,-0.023008479936637072,-0.027655587886782518,0.005036143913770135,-0.03300668811170432,-0.023008479936637072,67,True,True
3,YER079W+YGL087C+YJR060W,YER079W+MMS2+YJR060W,-0.04301147822055483,-0.025704753744935183,-0.01608556107020627,-0.028267264345232093,0.013644636273251633,-0.04301147822055483,-0.01608556107020627,68,True,True
3,YBR203W+YLR313C+YPL056C,COS111+SPH1+LCL1,-0.03332647846309772,-0.01562673985842096,-0.03772939811535797,-0.028894205478958882,0.011698959712734363,-0.03772939811535797,-0.01562673985842096,69,True,True
3,YJR060W+YKL033W-A+YPL056C,YJR060W+YKL033W-A+LCL1,-0.027624689311927735,-0.027312842153610496,-0.032072147784515115,-0.029003226416684447,0.0026623337382798893,-0.032072147784515115,-0.027312842153610496,70,True,True
3,YDR057W+YLL012W+YLR313C,YOS9+YEH1+SPH1,-0.026272783491813986,-0.020994400657355874,-0.03995309058633834,-0.029073424911836065,0.009784716410222771,-0.03995309058633834,-0.020994400657355874,71,True,True
3,YBR203W+YER079W+YLR313C,COS111+YER079W+SPH1,-0.02762935567861739,-0.01850196694386655,-0.041529428847517195,-0.029220250490000377,0.011595870392371779,-0.041529428847517195,-0.01850196694386655,72,True,True
3,YBR203W+YER079W+YGL087C,COS111+YER079W+MMS2,-0.04219386290210319,-0.007135944173400122,-0.03868961759984538,-0.02933980822511623,0.01930877049179769,-0.04219386290210319,-0.007135944173400122,73,True,True
3,YER079W+YJR060W+YKL033W-A,YER079W+YJR060W+YKL033W-A,-0.02524965949894938,-0.020107711799493284,-0.04332695854598761,-0.029561443281476762,0.01219536651393046,-0.04332695854598761,-0.020107711799493284,74,True,True
3,YJR060W+YLR313C+YPL056C,YJR060W+SPH1+LCL1,-0.028770019320842118,-0.022881737646544754,-0.03858555102376375,-0.030079102663716873,0.007933329253571585,-0.03858555102376375,-0.022881737646544754,75,True,True
