gene1,gene2,gene3,triple,systematic,corrected_M01_lzs9pcj3,asrun_M01_lzs9pcj3,corrected_M02_yv4r30bi,asrun_M02_yv4r30bi,corrected_M03_c7671wgj,asrun_M03_c7671wgj,corrected_mean,corrected_sd,asrun_mean,stored_prediction,corrected_rank,asrun_rank,panel
YER079W,YGL087C,YLL012W,YER079W+YGL087C+YLL012W,YER079W+YGL087C+YLL012W,0.03151991154503572,0.613826312098095,0.028383362740117733,0.6995541839842377,0.03528774151893532,0.6752970712969408,0.03173033860136293,0.003456995984937293,0.6628925224597578,,1,11.0,constructed_10
YER079W,YLL012W,YPL081W,YER079W+YLL012W+YPL081W,YER079W+YLL012W+YPL081W,-0.005144255441276353,0.6885810916781732,0.052217761052753275,0.7903751113593331,0.006761958192288654,0.7202018252717753,0.017945154601255193,0.030272068735163665,0.7330526761030939,,2,1.0,constructed_10
YGL087C,YLL012W,YPL046C,YGL087C+YLL012W+YPL046C,YGL087C+YLL012W+YPL046C,-0.04391075778417641,0.020457451246611715,0.07612297878583194,0.11378885750513042,0.0002027793098650435,0.4437089313128195,0.010805000103840189,0.06071515291146592,0.19265174668818721,0.443603515625,3,63.0,constructed_10
YER079W,YLL012W,YPL046C,YER079W+YLL012W+YPL046C,YER079W+YLL012W+YPL046C,-0.02130314444614941,0.2732756780387693,0.03661508245355433,0.15174688283101273,0.012608077593819413,0.46568537283510447,0.009306671867074779,0.02909990913440845,0.29690264456829546,0.465576171875,4,38.0,constructed_10
YER079W,YGL087C,YPL081W,YER079W+YGL087C+YPL081W,YER079W+YGL087C+YPL081W,-0.03317231679087708,0.6590084763877774,0.04600846163121808,0.5978453542475243,0.010310829986005337,0.6729310593554277,0.007715658275448779,0.039654130995870875,0.6432616299969097,,5,14.0,constructed_10
YER079W,YGL087C,YPL046C,YER079W+YGL087C+YPL046C,YER079W+YGL087C+YPL046C,-0.053174741912987294,0.15338935340653753,0.05606460816926431,0.03970296529605079,0.0119513340886181,0.3955665371192627,0.004947066781631706,0.054955470355361066,0.19621961860728368,0.3955078125,6,59.0,constructed_10
YGL087C,YKL033W-A,YLL012W,YGL087C+YKL033W-A+YLL012W,YGL087C+YKL033W-A+YLL012W,0.02411321677473372,0.10950898287222374,-0.012936614341749093,0.2577814552284412,0.0028535263478782925,0.20900734622374584,0.004676709593620974,0.018592081494567578,0.19209926144147027,,7,64.0,constructed_10
YER079W,YKL033W-A,YLL012W,YER079W+YKL033W-A+YLL012W,YER079W+YKL033W-A+YLL012W,0.0020127705641476822,0.646372128849062,0.004995184092454584,0.6928925957929326,0.0066479725232154,0.6839518749235726,0.004551975726605889,0.002349169968734703,0.6744055331885224,,8,8.0,constructed_10
YER079W,YGL087C,YKL033W-A,YER079W+YGL087C+YKL033W-A,YER079W+YGL087C+YKL033W-A,0.00406770270542136,0.6108844837048836,0.0019894330744973723,0.7495980877239151,-0.003040578386427551,0.6332236763185177,0.001005519131163727,0.003654857043182258,0.6645687492491055,,9,10.0,constructed_10
YER079W,YKL033W-A,YPL081W,YER079W+YKL033W-A+YPL081W,YER079W+YKL033W-A+YPL081W,-0.01209791788691415,0.6845037995778199,0.028566254147941172,0.7534681969140492,-0.022744444654232115,0.6947552510017844,-0.0020920361310683643,0.027079239375872664,0.7109090824978845,,10,2.0,constructed_10
YGL087C,YLL012W,YPL081W,YGL087C+YLL012W+YPL081W,YGL087C+YLL012W+YPL081W,-0.03405333813428751,0.5726201411008864,0.042546349378016296,0.7936512439183931,-0.016177416848766474,0.6906448965150596,-0.0025614685350125615,0.04007397619537849,0.6856387605114463,,11,5.0,constructed_10
YDR057W,YER079W,YLL012W,YDR057W+YER079W+YLL012W,YDR057W+YER079W+YLL012W,-0.0169615889299086,0.5495611779226294,-0.00916512810457559,0.5739254417015248,0.01769515259180656,0.5748362259801121,-0.002810521480892543,0.018181259643711745,0.566107615201422,0.57470703125,12,24.0,constructed_10
YKL033W-A,YLL012W,YPL081W,YKL033W-A+YLL012W+YPL081W,YKL033W-A+YLL012W+YPL081W,-0.0006297269031784675,0.6358011548006011,0.00957249953706208,0.7639023964553853,-0.02025202413854757,0.7116821068332567,-0.003769750501554652,0.015158178131557225,0.703795219363081,,13,3.0,constructed_10
YER079W,YLL012W,YLR312C-B,YER079W+YLL012W+YLR312C-B,YER079W+YLL012W+YLR313C,0.0012596472614480568,,-0.0006443948491396071,,-0.019727912915171293,,-0.006370886834287615,0.011606634024719564,,0.7109375,14,,constructed_10
YER079W,YKL033W-A,YPL046C,YER079W+YKL033W-A+YPL046C,YER079W+YKL033W-A+YPL046C,-0.028133632486811787,0.09394179505547572,0.01824392485611239,0.08694241093625749,-0.010291803252110201,0.3972967617841625,-0.006727170294269866,0.02339336257076238,0.19272698925863194,0.3974609375,15,62.0,constructed_10
YKL033W-A,YLL012W,YPL046C,YKL033W-A+YLL012W+YPL046C,YKL033W-A+YLL012W+YPL046C,-0.009961391495970879,0.016363665661086324,0.001784763403388203,0.05433321078513986,-0.013779552948120086,0.4617848559027601,-0.007318727013567588,0.00811170404707753,0.17749391078299545,,16,68.0,constructed_10
YER079W,YGL087C,YLR312C-B,YER079W+YGL087C+YLR312C-B,YER079W+YGL087C+YLR313C,-9.487360941257995e-05,,-0.012368288586963108,,-0.011297020651990983,,-0.007920060949455557,0.0067979461182920186,,0.64208984375,17,,constructed_10
YKL033W-A,YLL012W,YLR312C-B,YKL033W-A+YLL012W+YLR312C-B,YKL033W-A+YLL012W+YLR313C,0.002918764982300655,,-0.011947236193003571,,-0.02627782882404086,,-0.011768766678247925,0.014599115075883804,,0.265625,18,,constructed_10
YER079W,YKL033W-A,YLR312C-B,YER079W+YKL033W-A+YLR312C-B,YER079W+YKL033W-A+YLR313C,-0.004437148170338745,,-0.008735393911822445,,-0.02567119738358471,,-0.012947913155248634,0.011226317307105427,,0.65625,19,,constructed_10
YGL087C,YLL012W,YLR312C-B,YGL087C+YLL012W+YLR312C-B,YGL087C+YLL012W+YLR313C,0.015486335932212592,,-0.025526293028716056,,-0.030669537883841844,,-0.0135698316601151,0.0252944440198835,,,20,,constructed_10
YDR057W,YER079W,YGL087C,YDR057W+YER079W+YGL087C,YDR057W+YER079W+YGL087C,-0.029950270721201242,0.4074312580329785,-0.024177528286139668,0.42800586643967153,0.013213630585085064,0.46177119051861193,-0.013638056140751947,0.023432689747919656,0.43240277166375396,0.461669921875,21,34.0,constructed_10
YDR057W,YGL087C,YLL012W,YDR057W+YGL087C+YLL012W,YDR057W+YGL087C+YLL012W,-0.019336944917205064,0.02709515141126722,-0.03141432394472263,0.35059384838702967,0.00519452750663516,0.409205917821168,-0.015185580451764177,0.0186541515845827,0.26229830587315495,0.4091796875,22,42.0,constructed_10
YDR057W,YER079W,YKL033W-A,YDR057W+YER079W+YKL033W-A,YDR057W+YER079W+YKL033W-A,-0.01740181302071005,0.5028343123952237,-0.012374796990119747,0.543671125857091,-0.016358058973575472,0.4348248629631729,-0.015378222994801757,0.0026528817259590665,0.49377676707182916,0.434814453125,23,31.0,constructed_10
YER079W,YPL046C,YPL081W,YER079W+YPL046C+YPL081W,YER079W+YPL046C+YPL081W,-0.044048305305581216,0.0449901152436834,0.01791709064776847,0.05581433254104162,-0.020572693086659103,0.2200167287221508,-0.015567969248157282,0.031284389388936504,0.1069403921689586,,24,81.0,constructed_10
YDR057W,YKL033W-A,YLL012W,YDR057W+YKL033W-A+YLL012W,YDR057W+YKL033W-A+YLL012W,-0.020091061826064467,0.06334024119650997,-0.01772982937528202,0.34960221812716863,-0.013550535212594687,0.4491503183487001,-0.017123808804647058,0.0033121092666760195,0.28736425922412623,0.44921875,25,40.0,constructed_10
YDR057W,YER079W,YPL081W,YDR057W+YER079W+YPL081W,YDR057W+YER079W+YPL081W,-0.030214454950260133,0.4910977082286978,0.0015564074435024267,0.31107274293756915,-0.023784186568713932,0.23453024151337196,-0.01748074469182388,0.016797230692359603,0.3455668975598796,,26,36.0,constructed_10
YER079W,YLR312C-B,YPL081W,YER079W+YLR312C-B+YPL081W,YER079W+YLR313C+YPL081W,-0.01787171803175871,,-0.0005840049939229482,,-0.03869165383258268,,-0.019049125619421448,0.019081088581977327,,,27,,constructed_10
YBR203W,YER079W,YLL012W,YBR203W+YER079W+YLL012W,YBR203W+YER079W+YLL012W,-0.027045186901894776,0.6474269879062177,-0.0036660699612627986,0.556914481916399,-0.029557230667884737,0.6732754391025249,-0.020089495843680773,0.014278455072486648,0.6258723029750471,,28,18.0,constructed_10
YLL012W,YLR312C-B,YPL081W,YLL012W+YLR312C-B+YPL081W,YLL012W+YLR313C+YPL081W,-1.1055293962671311e-05,,-0.019000334906321407,,-0.041643702982894895,,-0.02021836439439299,0.02084303325509623,,,29,,constructed_10
YDR057W,YER079W,YLR312C-B,YDR057W+YER079W+YLR312C-B,YDR057W+YER079W+YLR313C,-0.0228593522842392,,-0.016148886965636045,,-0.026313770217254936,,-0.02177400315571006,0.00516862650303345,,,30,,constructed_10
YDR057W,YER079W,YPL046C,YDR057W+YER079W+YPL046C,YDR057W+YER079W+YPL046C,-0.04465159958682901,0.17553659714746858,-0.012464140472270272,-0.013119401109834648,-0.01153024613048997,0.2049805526952777,-0.022881995396529752,0.018858811988355036,0.12246591624430388,,31,79.0,constructed_10
YBR203W,YER079W,YKL033W-A,YBR203W+YER079W+YKL033W-A,YBR203W+YER079W+YKL033W-A,-0.025014844156324715,0.6334882357423125,-0.01108377971370323,0.6260631356905461,-0.03370818537291059,0.6412536732421122,-0.02326893641431285,0.011412803259532965,0.6336016815583236,,32,17.0,constructed_10
YBR203W,YER079W,YPL081W,YBR203W+YER079W+YPL081W,YBR203W+YER079W+YPL081W,-0.03525519434106955,0.6594121632987491,0.009640751041775378,0.6738467909254066,-0.045866472599924324,0.6909101195998946,-0.023826971966406166,0.029465508125365567,0.6747230246080167,,33,7.0,constructed_10
YBR203W,YER079W,YPL046C,YBR203W+YER079W+YPL046C,YBR203W+YER079W+YPL046C,-0.04618694923716623,0.29546253027724223,0.006636510229764999,0.1013376336886468,-0.03399825615334279,0.47593112280740457,-0.02451623172024801,0.027658833273042926,0.2909104289244312,0.475830078125,34,39.0,constructed_10
YER079W,YLR312C-B,YPL046C,YER079W+YLR312C-B+YPL046C,YER079W+YLR313C+YPL046C,-0.032862421022266414,,-0.01709453795904833,,-0.02386465169904968,,-0.024607203560121475,0.007910124621244335,,,35,,constructed_10
YLL012W,YLR312C-B,YPL046C,YLL012W+YLR312C-B+YPL046C,YLL012W+YLR313C+YPL046C,-0.011236815094691056,,-0.03351048225732395,,-0.03173082615732542,,-0.025492707836446808,0.012377990642947615,,0.41650390625,36,,constructed_10
YBR203W,YKL033W-A,YLL012W,YBR203W+YKL033W-A+YLL012W,YBR203W+YKL033W-A+YLL012W,-0.03280955438712385,0.18360798238684942,-0.016107002789470137,0.162957927786438,-0.030068837913933427,0.23562594589091732,-0.026328465030175805,0.00895748845660619,0.1940639520214016,,37,60.0,constructed_10
YGL087C,YKL033W-A,YLR312C-B,YGL087C+YKL033W-A+YLR312C-B,YGL087C+YKL033W-A+YLR313C,-0.009509589748764757,,-0.036327087993393244,,-0.0335107160470086,,-0.026449131263055536,0.014737504462115731,,,38,,constructed_10
YER079W,YJR060W,YPL081W,YER079W+YJR060W+YPL081W,YER079W+YJR060W+YPL081W,-0.03779243271638227,0.5109739943889342,0.0035280520096183723,0.3684040068967386,-0.046473036165955904,0.6767358884323245,-0.026912472290906597,0.026717173481308348,0.5187046299059991,,39,29.0,constructed_10
YDR057W,YLL012W,YPL081W,YDR057W+YLL012W+YPL081W,YDR057W+YLL012W+YPL081W,-0.035011734436314765,0.504751991137599,-0.009738772103337266,0.6910117804047051,-0.03793500483060643,0.6184121495537882,-0.027561837123419485,0.015504277231851035,0.6047253070320308,,40,23.0,constructed_10
YER079W,YGL087C,YJR060W,YER079W+YGL087C+YJR060W,YER079W+YGL087C+YJR060W,-0.04301147822055483,0.526470660678547,-0.025704753744935183,0.45077764538594156,-0.01608556107020627,0.6425814176524773,-0.028267264345232093,0.013644636273251633,0.5399432412389886,,41,27.0,constructed_10
YDR057W,YLL012W,YLR312C-B,YDR057W+YLL012W+YLR312C-B,YDR057W+YLL012W+YLR313C,-0.026272783491813986,,-0.020994400657355874,,-0.03995308681553698,,-0.029073423654902276,0.009784714313838158,,0.455322265625,42,,constructed_10
YBR203W,YER079W,YLR312C-B,YBR203W+YER079W+YLR312C-B,YBR203W+YER079W+YLR313C,-0.027629357564018072,,-0.01850196694386655,,-0.04152943261831856,,-0.029220252375401063,0.011595872264417214,,0.65478515625,43,,constructed_10
YBR203W,YER079W,YGL087C,YBR203W+YER079W+YGL087C,YBR203W+YER079W+YGL087C,-0.04219386290210319,0.6080465484308911,-0.007135944173400122,0.5963078326156006,-0.03868961759984538,0.6402626463104697,-0.02933980822511623,0.01930877049179769,0.6148723424523205,,44,21.0,constructed_10
YER079W,YJR060W,YKL033W-A,YER079W+YJR060W+YKL033W-A,YER079W+YJR060W+YKL033W-A,-0.02524965949894938,0.5902848673435355,-0.0201077099140926,0.5909336261768456,-0.04332695854598761,0.6369386094908639,-0.029561442653009862,0.012195367244702776,0.606052367670415,,45,22.0,constructed_10
YDR057W,YKL033W-A,YLR312C-B,YDR057W+YKL033W-A+YLR312C-B,YDR057W+YKL033W-A+YLR313C,-0.0348990346105071,,-0.02469807421682498,,-0.0311179615822123,,-0.03023835680318146,0.005157051159707283,,0.37060546875,46,,constructed_10
YKL033W-A,YLR312C-B,YPL081W,YKL033W-A+YLR312C-B+YPL081W,YKL033W-A+YLR313C+YPL081W,-0.017456457588696392,,-0.03923655348388627,,-0.03405099081043756,,-0.03024800062767341,0.011377178694587124,,0.71142578125,47,,constructed_10
YDR057W,YLL012W,YPL046C,YDR057W+YLL012W+YPL046C,YDR057W+YLL012W+YPL046C,-0.046140719212426726,0.02462540472419268,-0.015976080566064296,0.025698167546231096,-0.02875295644466379,0.3692480630743642,-0.030289918741051605,0.015140939402553387,0.139857211781596,0.369384765625,48,78.0,constructed_10
YDR057W,YKL033W-A,YPL081W,YDR057W+YKL033W-A+YPL081W,YDR057W+YKL033W-A+YPL081W,-0.03277055487400246,0.47519795835633183,-0.02973629659772301,0.5906842102913342,-0.032010121872856054,0.5407843209974031,-0.031505657781527176,0.0015787792234422113,0.5355554965483563,0.54150390625,49,28.0,constructed_10
YJR060W,YKL033W-A,YLR312C-B,YJR060W+YKL033W-A+YLR312C-B,YJR060W+YKL033W-A+YLR313C,-0.034746226655976625,,-0.029136554411361395,,-0.03500178894771358,,-0.032961523338350535,0.0033149839351893987,,,50,,constructed_10
YER079W,YJR060W,YLR312C-B,YER079W+YJR060W+YLR312C-B,YER079W+YJR060W+YLR313C,-0.02900349979978344,,-0.018554390509848685,,-0.0514384688826974,,-0.03299878639744317,0.01680215429211367,,0.65771484375,51,,constructed_10
YBR203W,YDR057W,YER079W,YBR203W+YDR057W+YER079W,YBR203W+YDR057W+YER079W,-0.03487558022601446,0.5370509863143941,-0.023164070742575198,0.4583158694786692,-0.04163166658493662,0.5334152701371317,-0.033223772517842094,0.009343948607402784,0.5095940419767316,0.533203125,52,30.0,constructed_10
YLL012W,YPL046C,YPL081W,YLL012W+YPL046C+YPL081W,YLL012W+YPL046C+YPL081W,-0.045595725291089,0.07962884364727617,-0.026264796934522123,0.23482611367170478,-0.034370856577858266,0.4421654367315331,-0.03541045960115646,0.009707305425102189,0.25220679801683804,,53,46.0,constructed_10
YBR203W,YDR057W,YKL033W-A,YBR203W+YDR057W+YKL033W-A,YBR203W+YDR057W+YKL033W-A,-0.04006248153394788,0.07209623804858291,-0.030313283883245258,0.24407239011730383,-0.03588892276013729,0.40075247498744726,-0.03542156272577681,0.0048913732999439396,0.23897370105111135,0.400634765625,54,51.0,constructed_10
YBR203W,YLL012W,YPL046C,YBR203W+YLL012W+YPL046C,YBR203W+YLL012W+YPL046C,-0.0628378955327341,0.049431523465480035,-0.006029287738964117,0.0780977248360709,-0.03759358139177987,0.45293412143718337,-0.0354869215544927,0.028462835270210256,0.1934877899129114,0.452880859375,55,61.0,constructed_10
YER079W,YJR060W,YPL046C,YER079W+YJR060W+YPL046C,YER079W+YJR060W+YPL046C,-0.05197441665155959,0.23321518207879996,-0.016985492039763718,0.050140256894506456,-0.03846786431315038,0.49143931266598995,-0.0358092576681579,0.017645321004223256,0.2582649172130988,0.491455078125,56,43.0,constructed_10
YDR057W,YGL087C,YKL033W-A,YDR057W+YGL087C+YKL033W-A,YDR057W+YGL087C+YKL033W-A,-0.034528508126742574,0.02219043802351168,-0.04540493028360373,0.3858311123205471,-0.02966863899422476,0.3486256710727692,-0.036534025801523685,0.008057561153596085,0.252215740472276,0.348876953125,57,45.0,constructed_10
YBR203W,YKL033W-A,YLR312C-B,YBR203W+YKL033W-A+YLR312C-B,YBR203W+YKL033W-A+YLR313C,-0.04230554272614151,,-0.03146147027419391,,-0.0363519884802095,,-0.036706333826848306,0.005430713332913609,,0.2578125,58,,constructed_10
YGL087C,YKL033W-A,YPL081W,YGL087C+YKL033W-A+YPL081W,YGL087C+YKL033W-A+YPL081W,-0.032867004431326036,0.6030806745303898,-0.04092694528856295,0.7571907320219479,-0.03748774630985788,0.67900850516562,-0.03709389867658228,0.004044378645010482,0.6797599705726526,,59,6.0,constructed_10
YKL033W-A,YLR312C-B,YPL046C,YKL033W-A+YLR312C-B+YPL046C,YKL033W-A+YLR313C+YPL046C,-0.03374251851934233,,-0.04323221339088118,,-0.0348563868470647,,-0.037277039585762735,0.0051873159677961024,,0.358642578125,60,,constructed_10
YBR203W,YLL012W,YLR312C-B,YBR203W+YLL012W+YLR312C-B,YBR203W+YLL012W+YLR313C,-0.04518757752210212,,-0.0244210485237163,,-0.04617375143238741,,-0.03859412582606861,0.012284145265714358,,,61,,constructed_10
YDR057W,YJR060W,YKL033W-A,YDR057W+YJR060W+YKL033W-A,YDR057W+YJR060W+YKL033W-A,-0.031806513682331235,0.05850363036681379,-0.04057037076985032,0.31678215853450065,-0.045023947367653014,0.3347108710391369,-0.03913361060661152,0.006724830713963899,0.23666555331348374,,62,52.0,constructed_10
YBR203W,YDR057W,YLL012W,YBR203W+YDR057W+YLL012W,YBR203W+YDR057W+YLL012W,-0.04727648458367783,0.0765109791631236,-0.029701965336691945,0.23972408298121833,-0.043535627151944756,0.4109694462037268,-0.04017135902410484,0.009257680957867845,0.24240150278268957,0.410888671875,63,49.0,constructed_10
YGL087C,YKL033W-A,YPL046C,YGL087C+YKL033W-A+YPL046C,YGL087C+YKL033W-A+YPL046C,-0.05137787964635855,0.004048225573668853,-0.04149057451024837,0.0382031705317877,-0.028139875048472165,0.40196818134764434,-0.04033610973502636,0.011661938351353453,0.14807319248436696,0.402099609375,64,75.0,constructed_10
YBR203W,YLL012W,YPL081W,YBR203W+YLL012W+YPL081W,YBR203W+YLL012W+YPL081W,-0.05510538467045683,0.6191930372669411,-0.023086360182636857,0.6699859126570149,-0.04288570691181409,0.6978044718178816,-0.04035915058830259,0.016158344513897787,0.6623278072472792,,65,12.0,constructed_10
YBR203W,YKL033W-A,YPL081W,YBR203W+YKL033W-A+YPL081W,YBR203W+YKL033W-A+YPL081W,-0.039570039385838716,0.6273121457684021,-0.047445642732928575,0.6465649525476819,-0.03409547872494626,0.6883322187880583,-0.04037038694790451,0.006710971384612298,0.6540697723680474,,66,13.0,constructed_10
YBR203W,YGL087C,YLL012W,YBR203W+YGL087C+YLL012W,YBR203W+YGL087C+YLL012W,-0.0587813126734795,0.11036631227065552,-0.01565968912075161,0.21659784870660306,-0.04819924869820297,0.20241224480211498,-0.04088008349747802,0.022473233832326432,0.17645880192645783,,67,69.0,constructed_10
YDR057W,YKL033W-A,YPL046C,YDR057W+YKL033W-A+YPL046C,YDR057W+YKL033W-A+YPL046C,-0.04575491344152969,0.008981973189237446,-0.042520188052262785,0.003941876720060826,-0.035146374669866864,0.27070764164330485,-0.04114049205455311,0.005437181669030419,0.09454383051753439,0.271240234375,68,83.0,constructed_10
YBR203W,YJR060W,YKL033W-A,YBR203W+YJR060W+YKL033W-A,YBR203W+YJR060W+YKL033W-A,-0.04191626781798834,0.19249349872422028,-0.048347686293950976,0.3634299578988771,-0.03525865593672296,0.18072985037030198,-0.041840870016220756,0.006544840910556395,0.24555110233113311,,69,48.0,constructed_10
YJR060W,YKL033W-A,YPL081W,YJR060W+YKL033W-A+YPL081W,YJR060W+YKL033W-A+YPL081W,-0.04067895853676903,0.635303228021906,-0.054315356534794274,0.7004025841250363,-0.03370868311869082,0.6638502456737414,-0.04290099939675138,0.010481500203074916,0.6665186859402279,,70,9.0,constructed_10
YBR203W,YGL087C,YKL033W-A,YBR203W+YGL087C+YKL033W-A,YBR203W+YGL087C+YKL033W-A,-0.045288582207475066,0.14151024311481142,-0.04526902306079286,0.2458948335003953,-0.04091234474567622,0.2086008387533529,-0.043823316671314706,0.002520994606092278,0.19866863845618654,,71,58.0,constructed_10
YDR057W,YLR312C-B,YPL081W,YDR057W+YLR312C-B+YPL081W,YDR057W+YLR313C+YPL081W,-0.04108687251607126,,-0.04458701330104285,,-0.04598352581590831,,-0.043885803877674136,0.0025225135036837927,,0.325927734375,72,,constructed_10
YBR203W,YDR057W,YLR312C-B,YBR203W+YDR057W+YLR312C-B,YBR203W+YDR057W+YLR313C,-0.04773105468827385,,-0.0399834794745419,,-0.04700502836418581,,-0.044906520842333854,0.004278905325846827,,0.3955078125,73,,constructed_10
YBR203W,YDR057W,YPL081W,YBR203W+YDR057W+YPL081W,YBR203W+YDR057W+YPL081W,-0.044750055210478965,0.534176429017541,-0.04398034415257305,0.5356104195271769,-0.04783635431640196,0.5675851257865496,-0.04552225122648466,0.0020406907191535075,0.5457906581104225,0.56787109375,74,26.0,constructed_10
YDR057W,YJR060W,YLR312C-B,YDR057W+YJR060W+YLR312C-B,YDR057W+YJR060W+YLR313C,-0.044576711471712646,,-0.04505509041612965,,-0.050308748106034994,,-0.046646849997959094,0.0031803042180053717,,,75,,constructed_10
YBR203W,YER079W,YJR060W,YBR203W+YER079W+YJR060W,YBR203W+YER079W+YJR060W,-0.04034457895489299,0.5478216620031653,-0.03073094161327562,0.5119287612946473,-0.06904308478078103,0.6288839967759562,-0.046706201782983216,0.019932580421937768,0.5628781400245896,,76,25.0,constructed_10
YJR060W,YKL033W-A,YPL046C,YJR060W+YKL033W-A+YPL046C,YJR060W+YKL033W-A+YPL046C,-0.048718620024262964,0.02915902789337957,-0.06129930299322266,0.04483213374967963,-0.03321319416307843,0.44857459239623454,-0.04774370572685468,0.014068412160586736,0.17418858467976459,,77,72.0,constructed_10
YDR057W,YLR312C-B,YPL046C,YDR057W+YLR312C-B+YPL046C,YDR057W+YLR313C+YPL046C,-0.05834338311530888,,-0.045582708484775726,,-0.03941186558096531,,-0.04777931906034997,0.009655020070089601,,,78,,constructed_10
YJR060W,YLR312C-B,YPL081W,YJR060W+YLR312C-B+YPL081W,YJR060W+YLR313C+YPL081W,-0.045244090522165,,-0.05632583092797017,,-0.04232754535210848,,-0.047965822267414554,0.0073853820169080455,,,79,,constructed_10
YDR057W,YGL087C,YLR312C-B,YDR057W+YGL087C+YLR312C-B,YDR057W+YGL087C+YLR313C,-0.048662970537712756,,-0.054901376774987284,,-0.04114059889392513,,-0.048234982068875054,0.006890365198599846,,0.322998046875,80,,constructed_10
YDR057W,YGL087C,YPL046C,YDR057W+YGL087C+YPL046C,YDR057W+YGL087C+YPL046C,-0.06581014675136132,0.008418244041315855,-0.04635124305265564,-0.004715533708689812,-0.035322118523702234,0.2882888069276972,-0.049161169442573066,0.015437024682243665,0.09733050575344109,0.288330078125,81,82.0,constructed_10
YBR203W,YDR057W,YPL046C,YBR203W+YDR057W+YPL046C,YBR203W+YDR057W+YPL046C,-0.05345707689441842,0.029879096351310315,-0.04664108947040659,0.03315745745397735,-0.04807322851657212,0.3755954077630844,-0.04939046496046571,0.003593849611198683,0.14621065385612403,0.37548828125,82,77.0,constructed_10
YBR203W,YKL033W-A,YPL046C,YBR203W+YKL033W-A+YPL046C,YBR203W+YKL033W-A+YPL046C,-0.05018898745467067,0.0314695562636025,-0.06114552971354264,0.06712234742437888,-0.037571503349785595,0.43698061502055263,-0.0496353401726663,0.011796761154419935,0.1785241729028447,0.43701171875,83,67.0,constructed_10
YBR203W,YJR060W,YLR312C-B,YBR203W+YJR060W+YLR312C-B,YBR203W+YJR060W+YLR313C,-0.04583051046730274,,-0.06315524617564411,,-0.04404645761291218,,-0.05101073808528634,0.010555212869212478,,,84,,constructed_10
YDR057W,YGL087C,YPL081W,YDR057W+YGL087C+YPL081W,YDR057W+YGL087C+YPL081W,-0.0522008306487422,0.37765743278172637,-0.05638053017257631,0.5245944305847798,-0.04476941073388743,0.5192441159434757,-0.05111692385173531,0.005880957754764354,0.4738319931033273,0.51953125,85,32.0,constructed_10
YKL033W-A,YPL046C,YPL081W,YKL033W-A+YPL046C+YPL081W,YKL033W-A+YPL046C+YPL081W,-0.039146091959130914,0.036891127738308015,-0.07784019845094205,0.08719500183651853,-0.037960114596898464,0.37545350496610264,-0.051648801668990475,0.022690164931488472,0.16651321151364307,,86,73.0,constructed_10
YBR203W,YLR312C-B,YPL081W,YBR203W+YLR312C-B+YPL081W,YBR203W+YLR313C+YPL081W,-0.041965054446053564,,-0.06899670769478827,,-0.04406663894181967,,-0.0516761336942205,0.015036817387002787,,0.69873046875,87,,constructed_10
YGL087C,YLR312C-B,YPL081W,YGL087C+YLR312C-B+YPL081W,YGL087C+YLR313C+YPL081W,-0.03649499423659068,,-0.06921892101924987,,-0.04982025210155469,,-0.051844722452465075,0.016455628403998925,,0.68310546875,88,,constructed_10
YBR203W,YDR057W,YGL087C,YBR203W+YDR057W+YGL087C,YBR203W+YDR057W+YGL087C,-0.05015937535154837,0.03192859476781649,-0.05136163126327515,0.20789704130331374,-0.054156051489511255,0.3770671062863741,-0.051892352701444926,0.0020505130996021997,0.20563091411916812,0.376953125,89,56.0,constructed_10
YBR203W,YDR057W,YJR060W,YBR203W+YDR057W+YJR060W,YBR203W+YDR057W+YJR060W,-0.047223504824494306,0.04495506187419087,-0.053594499979378166,0.25253753751846264,-0.055687615255277635,0.3424000780185342,-0.05216854001971671,0.004408549954468258,0.21329755913706258,,90,55.0,constructed_10
YGL087C,YJR060W,YKL033W-A,YGL087C+YJR060W+YKL033W-A,YGL087C+YJR060W+YKL033W-A,-0.050829201652086854,0.22476501230066442,-0.06450012510741347,0.49981000903454875,-0.042300795287222505,0.17670456516237998,-0.052543374015574275,0.011198497724481308,0.300426528832531,,91,37.0,constructed_10
YDR057W,YJR060W,YPL081W,YDR057W+YJR060W+YPL081W,YDR057W+YJR060W+YPL081W,-0.04468837244174415,0.5272896184022847,-0.05905140386287725,0.32652630142597294,-0.054369599512435196,0.5214283450927668,-0.05270312527235219,0.007325095234586327,0.45841475497367484,,92,33.0,constructed_10
YBR203W,YGL087C,YLR312C-B,YBR203W+YGL087C+YLR312C-B,YBR203W+YGL087C+YLR313C,-0.058422204176249326,,-0.04834431519753033,,-0.05339542806289589,,-0.05338731581222519,0.005038949386856813,,,93,,constructed_10
YJR060W,YLR312C-B,YPL046C,YJR060W+YLR312C-B+YPL046C,YJR060W+YLR313C+YPL046C,-0.05547995345328504,,-0.0656780782043404,,-0.041409837882214307,,-0.05418928984661325,0.012185492665145183,,0.42041015625,94,,constructed_10
YBR203W,YJR060W,YPL081W,YBR203W+YJR060W+YPL081W,YBR203W+YJR060W+YPL081W,-0.0507359949839375,0.567902355763816,-0.06836507584127968,0.6459096174367905,-0.04407357721633196,0.6465309248361607,-0.054391549347183044,0.012551555068534016,0.6201142993455891,,95,20.0,constructed_10
