rank,triple,ensemble_mean,ensemble_sd,ensemble_min,ensemble_max,sign_agree,has_query_double,n_pairs_seen,n_genes_seen,M01_lzs9pcj3,M02_yv4r30bi,M03_c7671wgj
63,YER059W + YGR193C + YPL256C,0.12847900390625,0.06471064207359682,0.04010009765625,0.1932373046875,True,False,0,3,0.152099609375,0.1932373046875,0.04010009765625
64,YER059W + YGR279C + YPL089C,0.12775675455729166,0.09421881154509798,0.059356689453125,0.260986328125,True,False,3,3,0.059356689453125,0.06292724609375,0.260986328125
65,YGL096W + YGR121C + YLR386W,0.12648518880208334,0.06212416205596896,0.03961181640625,0.1812744140625,True,False,3,3,0.1585693359375,0.03961181640625,0.1812744140625
66,YBR229C + YER059W + YPL181W,0.12630208333333334,0.18024685315694797,-0.02093505859375,0.380126953125,False,False,2,3,0.380126953125,-0.02093505859375,0.01971435546875
67,YER059W + YGR121C + YKR028W,0.12400309244791667,0.05802022913099421,0.04229736328125,0.17138671875,True,False,3,3,0.17138671875,0.04229736328125,0.1583251953125
68,YGL060W + YHR003C + YPL089C,0.12383015950520833,0.07590319995878084,0.019195556640625,0.1968994140625,True,False,3,3,0.019195556640625,0.1968994140625,0.1553955078125
69,YDR213W + YLR386W + YPL177C,0.12355550130208333,0.05569248329059337,0.07373046875,0.2012939453125,True,False,1,3,0.2012939453125,0.09564208984375,0.07373046875
70,YER059W + YKR028W + YPL089C,0.12311808268229167,0.049798281471640754,0.054046630859375,0.1695556640625,True,False,3,3,0.1695556640625,0.054046630859375,0.145751953125
71,YER059W + YPL089C + YHL003C,0.12306722005208333,0.05791384803307664,0.04449462890625,0.182373046875,True,False,1,2,0.142333984375,0.04449462890625,0.182373046875
72,YER059W + YGR121C + YPL177C,0.1219482421875,0.04886262310777329,0.07049560546875,0.1876220703125,True,False,2,3,0.1876220703125,0.10772705078125,0.07049560546875
73,YER059W + YKR028W + YPL181W,0.12129720052083333,0.06297062142459589,0.06512451171875,0.209228515625,True,False,3,3,0.209228515625,0.06512451171875,0.08953857421875
74,YER059W + YGL060W + YOR171C,0.12071990966796875,0.13335731478381724,-0.00722503662109375,0.3046875,False,False,3,3,0.3046875,0.064697265625,-0.00722503662109375
75,YGL096W + YLR386W + YPL089C,0.11873372395833333,0.038355608925957844,0.07122802734375,0.1651611328125,True,False,2,3,0.11981201171875,0.07122802734375,0.1651611328125
76,YDR287W + YER059W + YGR121C,0.1183319091796875,0.0972583125517789,-0.0117034912109375,0.22216796875,False,False,1,3,0.22216796875,-0.0117034912109375,0.14453125
77,YAL056W + YER059W + YGR121C,0.11780293782552083,0.1335524222363563,0.0146331787109375,0.306396484375,True,False,2,3,0.306396484375,0.032379150390625,0.0146331787109375
78,YCR033W + YER059W + YGL096W,0.11651611328125,0.03760587924357984,0.06427001953125,0.1512451171875,True,False,2,3,0.134033203125,0.06427001953125,0.1512451171875
79,YER059W + YGL096W + YPL181W,0.11594645182291667,0.07579318626583312,0.0511474609375,0.2222900390625,True,False,1,3,0.0511474609375,0.2222900390625,0.07440185546875
80,YBR028C + YER059W + YIL006W,0.11577161153157552,0.11821934453804629,0.0030155181884765625,0.279052734375,True,False,2,3,0.06524658203125,0.0030155181884765625,0.279052734375
81,YCR033W + YER059W + YGR121C,0.11542510986328125,0.12119333773248825,-0.01371002197265625,0.277587890625,False,False,3,3,0.277587890625,-0.01371002197265625,0.0823974609375
82,YGL096W + YLR386W + YPL181W,0.11484781901041667,0.03485573557248614,0.0782470703125,0.1617431640625,True,False,1,3,0.10455322265625,0.0782470703125,0.1617431640625
83,YDR287W + YER059W + YGL060W,0.11478678385416667,0.0949378175956878,-0.0162353515625,0.2056884765625,False,False,1,3,0.1549072265625,-0.0162353515625,0.2056884765625
84,YCR033W + YER059W + YPL089C,0.11384073893229167,0.09687129320381459,0.011016845703125,0.24365234375,True,False,3,3,0.24365234375,0.011016845703125,0.08685302734375
85,YER059W + YGL060W + YKR028W,0.11374918619791667,0.06970906636205537,0.03424072265625,0.2039794921875,True,False,3,3,0.10302734375,0.03424072265625,0.2039794921875
86,YBR001C + YGL096W + YPL181W,0.112396240234375,0.09927375512795161,0.02935791015625,0.251953125,True,False,1,3,0.02935791015625,0.251953125,0.055877685546875
87,YER059W + YPL089C + YGR262C,0.11226145426432292,0.14792710453906752,-0.00640106201171875,0.32080078125,False,False,1,2,0.32080078125,-0.00640106201171875,0.0223846435546875
88,YER059W + YGL006W + YPL181W,0.112030029296875,0.09159164957987152,0.016876220703125,0.2357177734375,True,False,1,3,0.08349609375,0.2357177734375,0.016876220703125
89,YER059W + YGR121C + YPR145W,0.11191304524739583,0.15969261672003426,-0.01171875,0.33740234375,False,False,1,3,0.33740234375,0.0100555419921875,-0.01171875
90,YER059W + YGR121C + YPL274W,0.11102294921875,0.1376493193420275,0.0110321044921875,0.3056640625,True,False,2,3,0.3056640625,0.0110321044921875,0.0163726806640625
91,YCR033W + YGL096W + YPL089C,0.11079915364583333,0.06338653701381398,0.046142578125,0.1968994140625,True,False,2,3,0.08935546875,0.046142578125,0.1968994140625
92,YER059W + YGL060W + YLR260W,0.11069234212239583,0.12704950509231475,0.0045013427734375,0.289306640625,True,False,1,2,0.289306640625,0.0045013427734375,0.03826904296875
93,YGL096W + YGR193C + YLR386W,0.11031087239583333,0.044085704579244,0.07232666015625,0.172119140625,True,False,1,3,0.07232666015625,0.08648681640625,0.172119140625
94,YGL197W + YJL187C + YPL256C,0.11014811197916667,0.015366428070532989,0.0970458984375,0.1317138671875,True,False,2,3,0.1317138671875,0.1016845703125,0.0970458984375
95,YGL096W + YKL160W + YPL089C,0.1099853515625,0.05479318760500271,0.06414794921875,0.18701171875,True,False,2,3,0.07879638671875,0.06414794921875,0.18701171875
96,YGL158W + YLR386W + YPL177C,0.10993448893229167,0.06646179388268365,0.043365478515625,0.20068359375,True,False,1,3,0.08575439453125,0.043365478515625,0.20068359375
97,YCL009C + YER059W + YGR121C,0.1098175048828125,0.13716369218210123,0.0078887939453125,0.3037109375,True,False,1,3,0.3037109375,0.0078887939453125,0.017852783203125
98,YIL006W + YLR386W + YPL177C,0.10976155598958333,0.07060295324445046,0.04046630859375,0.2066650390625,True,False,2,3,0.0821533203125,0.04046630859375,0.2066650390625
99,YGR121C + YHR003C + YPL089C,0.109344482421875,0.058054011664770803,0.032806396484375,0.17333984375,True,False,3,3,0.032806396484375,0.17333984375,0.12188720703125
100,YBR028C + YER059W + YOR171C,0.10854339599609375,0.10524372445717674,-0.01470184326171875,0.242431640625,False,False,2,3,0.242431640625,0.097900390625,-0.01470184326171875
101,YER059W + YGR121C + YIL145C,0.10807100931803386,0.1437392722052806,0.0018558502197265625,0.311279296875,True,False,1,3,0.311279296875,0.0018558502197265625,0.011077880859375
102,YGL060W + YKR028W + YPL177C,0.10756429036458333,0.06874524759955995,0.0465087890625,0.20361328125,True,False,2,3,0.07257080078125,0.0465087890625,0.20361328125
103,YBR028C + YER059W + YHL003C,0.10750325520833333,0.015618031325301922,0.08599853515625,0.12261962890625,True,False,1,2,0.12261962890625,0.08599853515625,0.1138916015625
104,YER059W + YGL060W + YLR180W,0.10738372802734375,0.11171166176167342,-0.01360321044921875,0.255859375,False,False,1,3,0.255859375,-0.01360321044921875,0.07989501953125
105,YER059W + YGR123C + YPL181W,0.107177734375,0.09382345712587326,0.0120849609375,0.23486328125,True,False,1,3,0.23486328125,0.0120849609375,0.0745849609375
106,YBR001C + YGR279C + YHR003C,0.10692342122395833,0.10344143474089275,0.01641845703125,0.251708984375,True,False,3,3,0.01641845703125,0.052642822265625,0.251708984375
107,YER059W + YGL006W + YGR193C,0.10677591959635417,0.10880688899439878,0.0113677978515625,0.259033203125,True,False,0,3,0.0499267578125,0.259033203125,0.0113677978515625
108,YER059W + YGR121C + YKR067W,0.106353759765625,0.036207388477961865,0.057281494140625,0.1435546875,True,False,1,3,0.11822509765625,0.057281494140625,0.1435546875
109,YER059W + YIL006W + YPL089C,0.10545921325683594,0.0858706089996337,-0.0020427703857421875,0.2081298828125,False,False,2,3,0.11029052734375,-0.0020427703857421875,0.2081298828125
110,YER059W + YPL181W + YLR260W,0.10517120361328125,0.16473958075209855,-0.0134735107421875,0.338134765625,False,False,1,2,0.338134765625,-0.00914764404296875,-0.0134735107421875
111,YCR026C + YJL187C + YPL256C,0.10454305013020833,0.04951718400749466,0.036285400390625,0.1522216796875,True,False,2,3,0.036285400390625,0.1251220703125,0.1522216796875
112,YER059W + YKR067W + YPL181W,0.10272216796875,0.020543627270752745,0.07440185546875,0.12249755859375,True,False,1,3,0.12249755859375,0.07440185546875,0.11126708984375
113,YER059W + YPL181W + YIR026C,0.102425217628479,0.12301218946006134,-0.00018894672393798828,0.275390625,False,False,1,2,0.275390625,-0.00018894672393798828,0.032073974609375
114,YCR033W + YGL096W + YGR193C,0.10239664713541667,0.041760488023361554,0.04339599609375,0.1341552734375,True,False,1,3,0.04339599609375,0.1341552734375,0.129638671875
115,YER059W + YGL096W + YGR193C,0.101318359375,0.03616685380682161,0.07562255859375,0.1524658203125,True,False,0,3,0.1524658203125,0.07562255859375,0.07586669921875
116,YBR028C + YER059W + YGL006W,0.100006103515625,0.07892406234247663,0.031494140625,0.2105712890625,True,False,1,3,0.057952880859375,0.2105712890625,0.031494140625
117,YBR028C + YCR033W + YER059W,0.09955342610677083,0.08435984921169502,0.0171051025390625,0.2154541015625,True,False,2,3,0.2154541015625,0.0171051025390625,0.06610107421875
118,YDR213W + YGL096W + YLR386W,0.09932454427083333,0.06571687865373028,0.052398681640625,0.1922607421875,True,False,1,3,0.1922607421875,0.053314208984375,0.052398681640625
119,YDR287W + YER059W + YPL181W,0.09883626302083333,0.09990484177163675,-0.02972412109375,0.2138671875,False,False,1,3,0.2138671875,-0.02972412109375,0.11236572265625
120,YBR001C + YPL181W + YEL012W,0.09879175821940105,0.10895635677450324,-0.004314422607421875,0.24951171875,False,False,1,2,-0.004314422607421875,0.24951171875,0.051177978515625
121,YBR229C + YGL060W + YGR121C,0.09869766235351562,0.13011506083989283,-0.007083892822265625,0.281982421875,False,False,3,3,0.281982421875,-0.007083892822265625,0.0211944580078125
122,YER059W + YIL006W + YHL003C,0.09851582845052083,0.06026044427472128,0.0133209228515625,0.1429443359375,True,False,0,2,0.1392822265625,0.0133209228515625,0.1429443359375
123,YCR033W + YGL096W + YGR121C,0.09830538431803386,0.0760494106441802,0.0022525787353515625,0.188232421875,True,False,3,3,0.10443115234375,0.0022525787353515625,0.188232421875
124,YER059W + YPL177C + YHL003C,0.09816487630208333,0.018598026278986712,0.073974609375,0.11920166015625,True,False,0,2,0.073974609375,0.101318359375,0.11920166015625
125,YBR028C + YDR287W + YER059W,0.09804598490397136,0.07287682706911493,-0.0013332366943359375,0.17138671875,False,False,1,3,0.17138671875,-0.0013332366943359375,0.12408447265625
126,YGL096W + YHR031C + YPL181W,0.09795125325520833,0.05412860849241138,0.052886962890625,0.174072265625,True,False,1,3,0.052886962890625,0.06689453125,0.174072265625
127,YDR507C + YGL096W + YLR386W,0.097747802734375,0.03893861995625302,0.042694091796875,0.1263427734375,True,False,2,3,0.1263427734375,0.042694091796875,0.12420654296875
128,YBR028C + YER059W + YKR067W,0.09718831380208333,0.031020287121433853,0.067138671875,0.139892578125,True,False,1,3,0.08453369140625,0.067138671875,0.139892578125
129,YBR028C + YER059W + YGR123C,0.09698486328125,0.08223237630990855,0.018585205078125,0.2105712890625,True,False,1,3,0.2105712890625,0.018585205078125,0.061798095703125
130,YLR386W + YPL177C + YEL051W,0.09661865234375,0.0441561410015729,0.0645751953125,0.1590576171875,True,False,1,2,0.0645751953125,0.06622314453125,0.1590576171875
131,YGR121C + YKR028W + YPL177C,0.09660847981770833,0.07611655946538796,0.013458251953125,0.1973876953125,True,False,3,3,0.0789794921875,0.013458251953125,0.1973876953125
132,YER059W + YGL060W + YOR371C,0.09613037109375,0.028644980793606528,0.06378173828125,0.1334228515625,True,False,2,3,0.1334228515625,0.06378173828125,0.0911865234375
133,YER059W + YPL089C + YNL229C,0.09534708658854167,0.10902620608097283,-0.043914794921875,0.2222900390625,False,False,1,2,0.107666015625,-0.043914794921875,0.2222900390625
134,YGR044C + YJL187C + YPL256C,0.095245361328125,0.04602546564003383,0.038055419921875,0.1507568359375,True,False,1,3,0.038055419921875,0.096923828125,0.1507568359375
135,YBR001C + YER059W + YHL003C,0.09515380859375,0.036894157465664774,0.06396484375,0.14697265625,True,False,0,2,0.06396484375,0.14697265625,0.07452392578125
136,YGL096W + YIL006W + YLR386W,0.09508260091145833,0.05324959923601352,0.036590576171875,0.1654052734375,True,False,2,3,0.083251953125,0.036590576171875,0.1654052734375
137,YER059W + YFL054C + YGL060W,0.095062255859375,0.07973282886745099,0.024658203125,0.20654296875,True,False,1,3,0.20654296875,0.024658203125,0.053985595703125
138,YER059W + YGR121C + YOR371C,0.09501139322916667,0.0711128693560288,0.0225830078125,0.191650390625,True,False,2,3,0.191650390625,0.0225830078125,0.07080078125
139,YGL096W + YIL006W + YNL229C,0.0948638916015625,0.13909776917677008,-0.016082763671875,0.291015625,False,False,0,2,0.0096588134765625,-0.016082763671875,0.291015625
140,YCL009C + YER059W + YGL060W,0.09484608968098958,0.08748303501833732,0.00737762451171875,0.21435546875,True,False,1,3,0.21435546875,0.00737762451171875,0.06280517578125
141,YCR033W + YGL096W + YKR067W,0.09471638997395833,0.04341344993567522,0.033355712890625,0.127197265625,True,False,1,3,0.127197265625,0.033355712890625,0.12359619140625
142,YCR033W + YGL096W + YNL229C,0.09445699055989583,0.1296160632923647,-0.010345458984375,0.277099609375,False,False,1,2,0.0166168212890625,-0.010345458984375,0.277099609375
143,YER059W + YIL145C + YPL181W,0.09331639607747395,0.1323985139275764,-0.0035762786865234375,0.280517578125,False,False,1,3,0.280517578125,-0.0035762786865234375,0.0030078887939453125
144,YBR028C + YGL096W + YLR386W,0.09309895833333333,0.02134778695058255,0.0692138671875,0.12103271484375,True,False,2,3,0.0692138671875,0.08905029296875,0.12103271484375
145,YER059W + YGL060W + YKR067W,0.09229532877604167,0.05359148749508548,0.035064697265625,0.1639404296875,True,False,1,3,0.077880859375,0.035064697265625,0.1639404296875
146,YBR229C + YGR121C + YHR003C,0.09201304117838542,0.12559196693723207,-0.00896453857421875,0.26904296875,False,False,3,3,0.26904296875,-0.00896453857421875,0.015960693359375
147,YBR229C + YER059W + YPL089C,0.09193929036458333,0.13286948053048345,-0.0203399658203125,0.278564453125,False,False,3,3,0.278564453125,-0.0203399658203125,0.0175933837890625
148,YER059W + YPL089C + YPL256C,0.09184773763020833,0.09407398196219036,0.015380859375,0.224365234375,True,False,2,3,0.224365234375,0.015380859375,0.035797119140625
149,YCR033W + YGL096W + YIR026C,0.09172566731770833,0.02991796114904968,0.061737060546875,0.132568359375,True,False,1,2,0.08087158203125,0.061737060546875,0.132568359375
150,YGL060W + YGR121C + YPL089C,0.09145100911458333,0.06092703503903377,0.0130615234375,0.16162109375,True,False,3,3,0.0130615234375,0.09967041015625,0.16162109375
151,YBR001C + YPL181W + YHL003C,0.09073384602864583,0.05907175317974591,0.0151214599609375,0.1593017578125,True,False,1,2,0.0151214599609375,0.0977783203125,0.1593017578125
152,YAL056W + YER059W + YGL060W,0.09067789713541667,0.06336352888832526,0.031219482421875,0.178466796875,True,False,2,3,0.178466796875,0.062347412109375,0.031219482421875
153,YDL048C + YGL096W + YLR386W,0.09059651692708333,0.04666712373271271,0.0264892578125,0.13623046875,True,False,2,3,0.13623046875,0.0264892578125,0.10906982421875
154,YGR121C + YHR046C + YPL256C,0.09037272135416667,0.006367643791132479,0.0843505859375,0.09918212890625,True,False,1,3,0.08758544921875,0.0843505859375,0.09918212890625
155,YGL096W + YKL160W + YCR020W-B,0.09037272135416667,0.02682550473365934,0.06695556640625,0.1279296875,True,False,1,2,0.1279296875,0.06695556640625,0.07623291015625
156,YER169W + YGL096W + YLR386W,0.09014892578125,0.05295898733878217,0.05194091796875,0.1650390625,True,False,2,3,0.053466796875,0.05194091796875,0.1650390625
157,YDL095W + YER059W + YGR121C,0.08953857421875,0.1556602394594998,-0.0263671875,0.3095703125,False,False,3,3,0.3095703125,-0.0263671875,-0.01458740234375
158,YER059W + YGR123C + YNL229C,0.08950297037760417,0.1050125799920702,-0.0198516845703125,0.231201171875,False,False,0,2,0.057159423828125,-0.0198516845703125,0.231201171875
159,YER059W + YGR121C + YKL127W,0.0894622802734375,0.056405603406428355,0.0215606689453125,0.15966796875,True,False,3,3,0.15966796875,0.0215606689453125,0.087158203125
160,YKR067W + YLR386W + YPL177C,0.089447021484375,0.04278830729935931,0.040740966796875,0.1448974609375,True,False,1,3,0.08270263671875,0.040740966796875,0.1448974609375
161,YBR001C + YER059W + YKR028W,0.08943684895833333,0.018111599137290987,0.06951904296875,0.11334228515625,True,False,2,3,0.06951904296875,0.08544921875,0.11334228515625
162,YDL095W + YKR028W + YPL177C,0.08921305338541667,0.008334571031209407,0.0806884765625,0.10052490234375,True,False,3,3,0.10052490234375,0.08642578125,0.0806884765625
163,YGL096W + YLR386W + YDR523C,0.08891105651855469,0.09355049715140988,0.0019931793212890625,0.21875,True,False,1,2,0.21875,0.0019931793212890625,0.045989990234375
164,YER059W + YGR121C + YLR180W,0.08885955810546875,0.09928442877983616,-0.01293182373046875,0.2235107421875,False,False,1,3,0.2235107421875,-0.01293182373046875,0.055999755859375
